event_id	record	page	surface	card_no	semantic_component_parse	standard_command_de	burden_class	teaching_rule
E293	B3	f83r	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E294	B3	f83r	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E295	B3	f83r	sol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E296	B3	f83r	cheeety	PROC149	EEE+T+Y	VOLL · EINTRAGEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E297	B3	f83r	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E298	B3	f83r	qoky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E299	B3	f83r	saiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E300	B3	f83r	schedair	PROC150	CHD+AIR	UMSETZEN · FLUESSIGKEITSLAUF	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E301	B3	f83r	otchedy	PROC145	OT+CHD+DY	DANACH · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E302	B3	f83r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E303	B3	f83r	chedain	PROC151	CHD+AIN	UMSETZEN · PORTION	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E304	B3	f83r	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E305	B3	f83r	qotedaiin	PROC152	OT+E+AIIN	DANACH · KURZ · SOLLMASS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E306	B3	f83r	otaiin	PROC112	OT+AIIN	DANACH · SOLLMASS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E307	B3	f83r	otedy	PROC135	OT+E+DY	DANACH · KURZ; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E308	B3	f83r	ldy	PROC108	L+DY	WEITERLEITEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E309	B3	f83r	soiiin	PROC097	O+IIN	ARBEITSGANG · ARBEITSSTUFE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E310	B3	f83r	checthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E311	B3	f83r	chety	PROC004	T+Y	EINTRAGEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E312	B3	f83r	otaiin	PROC112	OT+AIIN	DANACH · SOLLMASS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E313	B3	f83r	olsaly	PROC153	OL+AL+Y	FORTSETZEN · ZIELSTELLE · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E314	B3	f83r	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E315	B4	f83r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E316	B4	f83r	qolchey	PROC154	OL+Y	FORTSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E317	B4	f83r	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E318	B4	f83r	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E319	B4	f83r	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E320	B4	f83r	otal	PROC131	OT+AL	DANACH · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E321	B4	f83r	otchey	PROC065	OT+Y	DANACH · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E322	B4	f83r	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E323	B4	f83r	qoky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E324	B4	f83r	tol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E325	B4	f83r	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E326	B4	f83r	qokylddy	PROC155	OK+Y+LD+DY	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS	PARTIAL_COMPOSITION_ONE_LEARNED_CORE	memorize the one-use core; compose the remaining components
E327	B4	f83r	dain	PROC156	AIN	PORTION	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E328	B4	f83r	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E329	B4	f83r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E330	B4	f83r	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E331	B4	f83r	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E332	B4	f83r	saiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E333	B4	f83r	cheeky	PROC046	CHK+EE+Y	WAERMEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E334	B4	f83r	sheey	PROC157	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E335	B4	f83r	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E336	B4	f83r	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E337	B4	f83r	oldy	PROC047	OL+DY	FORTSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E338	B4	f83r	saiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E339	B4	f83r	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E340	B4	f83r	okeeol	PROC158	OK+EE+OL	ANSETZEN · LANG · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E341	B4	f83r	okain	PROC080	OK+AIN	ANSETZEN · PORTION	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E342	B4	f83r	chdy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E343	B4	f83r	sol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E344	B4	f83r	lkedy	PROC159	L+K+E+DY	WEITERLEITEN · ZUDOSIEREN · KURZ; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E345	B4	f83r	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E346	B4	f83r	qokol	PROC160	OK+OL	ANSETZEN · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E347	B4	f83r	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E348	B4	f83r	or	PROC016	OR	ANSATZ	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E349	B4	f83r	chey	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E350	B4	f83r	qockhey	PROC161	O+CKH+E+Y	ARBEITSGANG · DURCHLASSKANAL · KURZ · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E351	B4	f83r	dairydy	PROC162	AIR+Y+DY	FLUESSIGKEITSLAUF · ARBEITSPOSTEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E352	B4	f83r	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E353	B4	f83r	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E354	B4	f83r	kain	PROC069	K+AIN	ZUDOSIEREN · PORTION	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E355	B4	f83r	chckhal	PROC163	CH+CKH+AL	ABNEHMEN · DURCHLASSKANAL · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E356	B4	f83r	solkey	PROC164	SOLK+E+Y	AUFFANGEN · KURZ · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E357	B4	f83r	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E358	B4	f83r	qolkain	PROC070	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E359	B4	f83r	dal	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E360	B4	f83r	skar	PROC165	K+AR	ZUDOSIEREN · VORRAT	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E361	B4	f83r	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E362	B5	f83r	otchdy	PROC166	OT+CHD+DY	DANACH · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E363	B5	f83r	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E364	B5	f83r	shedal	PROC142	SHED+AL	ABSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E365	B5	f83r	dal	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E366	B5	f83r	cheol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E367	B5	f83r	lol	PROC167	L+OL	WEITERLEITEN · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E368	B5	f83r	chdal	PROC168	CHD+AL	UMSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E369	B5	f83r	aiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E370	B5	f83r	sol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E371	B5	f83r	daiiin	PROC169	DA+IIN	ZWEITMARKER · ARBEITSSTUFE	PARTIAL_COMPOSITION_ONE_LEARNED_CORE	memorize the one-use core; compose the remaining components
E372	B5	f83r	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E373	B6	f83r	solkeey	PROC170	SOLK+EE+Y	AUFFANGEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E374	B6	f83r	qekey	PROC171	E+K+E+Y	KURZ · ZUDOSIEREN · KURZ · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E375	B6	f83r	raly	PROC172	R+AL+Y	KUEHLEN · ZIELSTELLE · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E376	B6	f83r	ol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E377	B6	f83r	daiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E378	B6	f83r	ol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E379	B6	f83r	dain	PROC156	AIN	PORTION	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E380	B6	f83r	chey	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E381	B6	f83r	ldalor	PROC173	L+AL+OR	WEITERLEITEN · ZIELSTELLE · ANSATZ	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
