completion_ordinal	bath_action_ordinal	action_slot_id	target_event_id	target_statement_id	physical_page	target_locus	target_paragraph_key	target_primary_governor_key	target_host_ordinal_in_statement	target_surface	target_recipe	gdt593_previous_route	gdt593_previous_class	gdt593_previous_clause_de	gdt569_state_edition_ordinal	gdt569_argument_source_type	gdt569_inherited_argument_root	gdt569_explicit_argument_phrase_de	gdt569_carried_argument_phrase_de	retained_gdt569_context_clause_de	gdt581_alias_id	gdt581_lexical_source_kind	gdt581_lexical_source_key	canonical_source_event_id	canonical_source_slot_or_key	canonical_source_primary_governor_key	canonical_source_host_ordinal_in_statement	context_witness_event_id	context_witness_statement_id	context_witness_locus	context_witness_paragraph_key	context_witness_slot_id	context_witness_primary_governor_key	context_witness_surface	context_witness_recipe	context_witness_lemma_de	context_witness_class	context_witness_meaning_source	context_witness_event_distance	context_witness_statement_distance	context_witness_line_distance	same_physical_paragraph	source_written_atom_coordinate	target_written_atom_coordinate	semantic_host_reset_count	semantic_host_reset_keys	intervening_reader_reset_count	intervening_reader_reset_host_keys	intervening_reader_reset_phrases_de	scope_model_conflict	gdt559_transition_event_id	gdt559_transition_next_event_id	gdt559_transition_outcome	gdt559_transition_reading_de	scope_class	reference_span	reference_realization	source_disposition	gdt594_selection_route	gdt594_object_class	gdt594_object_lemma_de	gdt594_object_form_de	gdt594_completed_clause_de	retained_gdt593_badegut_clause_de	retained_body_alternative_de	retained_station_alternative_de	retained_flow_alternative_de	retained_semantic_host_scope_alternative_de	reader_clause_occurrence_index	manual_reader_disposition	manual_reader_note_de	completion_status	guard
37	201	RUNNING:G407-E3404@1	G407-E3404	G407-S546	f82r	f82r.28	f82r:P3	ACTION:G407-E3404@1:SH	2	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1135	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3166	OWNER_DEFAULT	OWNER_DEFAULT:mehrere getrennte Bad- und Leitungsstationen:Y	OWNER	OWNER_DEFAULT:mehrere getrennte Bad- und Leitungsstationen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3394	G407-S539	f82r.26	f82r:P3	RUNNING:G407-E3394@3	ACTION:G407-E3394@1:OK	okey	OK+E+Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	10	7	2	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
38	203	RUNNING:G407-E3426@1	G407-E3426	G407-S552	f82r	f82r.30	f82r:P3	ACTION:G407-E3426@1:SH	10	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1148	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3175	SAME_STATEMENT_EVENT	G407-E3425@3:Y	G407-E3425	RUNNING:G407-E3425@3	ACTION:G407-E3424@1:CH	7	G407-E3425	G407-S552	f82r.30	f82r:P3	RUNNING:G407-E3425@3	ACTION:G407-E3424@1:CH	qoteey	OT+EE+Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	1	0	0	YES	E3425@3	E3426@1	1	CONTROL:G407-E3425@1:OT	0	NONE	NONE	SEMANTIC_HOST_RESET_BUT_WRITTEN_Y_IS_AT_OR_AFTER_CUT__ATOM_ORDER_AND_GDT559_SUCCESSOR_STATE_WIN	G407-E3425	G407-E3426	NEXT_INHERITS_CURRENT_ARGUMENT	Die nächste Karte verwendet weiter den Posten.	SAME_OBJECT_SCOPE	SAME_STATEMENT_VISIBLE_SOURCE_AFTER_LAST_WRITTEN_CUT	ANAPHORIC_SAME_OBJECT_SCOPE	CANONICAL_WRITTEN_OBJECT_SOURCE_AFTER_ATOM_ORDER_CUT	GDT569_Y_LOCAL_STATION_DONOR	STATION	Stationsansatz	denselben Stationsansatz	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	SELECTED_PRIMARY	Halte den Strom im Badbetrieb auf Grad I	Halte den Körper im Bad auf Grad I	1	SURROUNDING_CONTROL_PROSE_FRAGMENTED	Die Körperklausel ist einfach; die wiederholten Arbeitsgangmarker machen den Gesamtpassus unabhängig vom Objekt abgehackt.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
39	208	RUNNING:G407-E3460@1	G407-E3460	G407-S558	f83r	f83r.1	f83r:P1	ACTION:G407-E3460@1:SH	7	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1157	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3190	OWNER_DEFAULT	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	OWNER	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3456	G407-S557	f83r.1	f83r:P1	RUNNING:G407-E3456@4	ACTION:G407-E3456@3:CHD	lpchedy	L+P+CHD+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	4	1	0	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
40	221	RUNNING:G407-E3556@1	G407-E3556	G407-S581	f83r	f83r.11	f83r:P2	ACTION:G407-E3556@1:SH	2	sheedy	SH+EE+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad II	1190	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	GDT581-I3239	OWNER_DEFAULT	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	OWNER	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3553	G407-S580	f83r.11	f83r:P2	RUNNING:G407-E3553@5	ACTION:G407-E3553@3:T	shcthey	SH+CH+T+E+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	3	1	0	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad II	Halte den Strom im Badbetrieb auf Grad II	NOT_APPLICABLE	1	READABLE_TWO_WAY	Arbeitsdefault lesbar; Körper/Station beziehungsweise der lokale Donor bleibt als echte Rivalenlesung sichtbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
41	224	RUNNING:G407-E3570@1	G407-E3570	G407-S585	f83r	f83r.13	f83r:P2	ACTION:G407-E3570@1:SH	5	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1196	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3251	OWNER_DEFAULT	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	OWNER	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3563	G407-S583	f83r.12	f83r:P2	RUNNING:G407-E3563@6	ACTION:G407-E3563@4:K	sheckhdy	SH+E+CH+K+D_ADDR+Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	7	2	1	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	READABLE_TWO_WAY	Arbeitsdefault lesbar; Körper/Station beziehungsweise der lokale Donor bleibt als echte Rivalenlesung sichtbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
42	225	RUNNING:G407-E3580@1	G407-E3580	G407-S590	f83r	f83r.14	f83r:P2	ACTION:G407-E3580@1:SH	1	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1201	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3259	OWNER_DEFAULT	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	OWNER	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3578	G407-S589	f83r.14	f83r:P2	RUNNING:G407-E3578@3	ACTION:G407-E3578@2:CHD	qokchedy	OK+CHD+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	2	1	0	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
43	226	RUNNING:G407-E3581@2	G407-E3581	G407-S591	f83r	f83r.14	f83r:P2	ACTION:G407-E3581@2:SH	2	qokshedy	OK+SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1202	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Setze denselben Stationsposten im Stationsgang an und halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3260	OWNER_DEFAULT	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	OWNER	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3578	G407-S589	f83r.14	f83r:P2	RUNNING:G407-E3578@3	ACTION:G407-E3578@2:CHD	qokchedy	OK+CHD+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	3	2	0	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
44	240	RUNNING:G407-E3662@1	G407-E3662	G407-S614	f83r	f83r.23	f83r:P3	ACTION:G407-E3662@1:SH	2	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1235	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3299	OWNER_DEFAULT	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	OWNER	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3659	G407-S613	f83r.23	f83r:P3	RUNNING:G407-E3659@3	ACTION:G407-E3659@2:CHD	tchedy	T+CHD+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	3	1	0	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
45	243	RUNNING:G407-E3673@1	G407-E3673	G407-S616	f83r	f83r.24	f83r:P3	ACTION:G407-E3673@1:SH	15	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1240	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3302	SAME_STATEMENT_EVENT	G407-E3672@3:Y	G407-E3672	RUNNING:G407-E3672@3	ACTION:G407-E3670@1:T	12	G407-E3672	G407-S616	f83r.24	f83r:P3	RUNNING:G407-E3672@3	ACTION:G407-E3670@1:T	olsaly	OL+AL+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	1	0	0	YES	E3672@3	E3673@1	1	CONTROL:G407-E3671@1:OT	0	NONE	NONE	SEMANTIC_HOST_RESET_BUT_WRITTEN_Y_IS_AT_OR_AFTER_CUT__ATOM_ORDER_AND_GDT559_SUCCESSOR_STATE_WIN	G407-E3672	G407-E3673	NEXT_INHERITS_CURRENT_ARGUMENT	Die nächste Karte verwendet weiter den Posten.	SAME_OBJECT_SCOPE	SAME_STATEMENT_VISIBLE_SOURCE_AFTER_LAST_WRITTEN_CUT	ANAPHORIC_SAME_OBJECT_SCOPE	CANONICAL_WRITTEN_OBJECT_SOURCE_AFTER_ATOM_ORDER_CUT	GDT569_Y_LOCAL_STATION_DONOR	STATION	Stationsansatz	denselben Stationsansatz	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	SELECTED_PRIMARY	Halte den Strom im Badbetrieb auf Grad I	Halte den Körper im Bad auf Grad I	2	READABLE_TWO_WAY	Arbeitsdefault lesbar; Körper/Station beziehungsweise der lokale Donor bleibt als echte Rivalenlesung sichtbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
46	244	RUNNING:G407-E3684@1	G407-E3684	G407-S619	f83r	f83r.26	f83r:P4	ACTION:G407-E3684@1:SH	8	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1247	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3307	SAME_STATEMENT_EVENT	G407-E3682@2:Y	G407-E3682	RUNNING:G407-E3682@2	ACTION:G407-E3682@1:OK	5	G407-E3682	G407-S619	f83r.26	f83r:P4	RUNNING:G407-E3682@2	ACTION:G407-E3682@1:OK	qoky	OK+Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	2	0	0	YES	E3682@2	E3684@1	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SAME_OBJECT_SCOPE	SAME_STATEMENT_VISIBLE_SOURCE_AFTER_LAST_WRITTEN_CUT	ANAPHORIC_SAME_OBJECT_SCOPE	CANONICAL_WRITTEN_OBJECT_SOURCE	GDT569_Y_LOCAL_STATION_DONOR	STATION	Stationsansatz	denselben Stationsansatz	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	SELECTED_PRIMARY	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
47	246	RUNNING:G407-E3695@1	G407-E3695	G407-S625	f83r	f83r.28	f83r:P4	ACTION:G407-E3695@1:SH	1	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1253	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3312	OWNER_DEFAULT	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	OWNER	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3693	G407-S624	f83r.28	f83r:P4	RUNNING:G407-E3693@3	ACTION:G407-E3693@1:SH	sheey	SH+EE+Y	Körper	BODY	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	2	1	0	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
48	251	RUNNING:G407-E3740@1	G407-E3740	G407-S639	f83r	f83r.37	f83r:P5	ACTION:G407-E3740@1:SH	3	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1271	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3334	OWNER_DEFAULT	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	OWNER	OWNER_DEFAULT:Variantenatlas lokaler Becken und Anwendungen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3735	G407-S637	f83r.36	f83r:P5	RUNNING:G407-E3735@2	ACTION:G407-E3735@1:OK	qoky	OK+Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	5	2	1	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
49	253	RUNNING:G407-E3768@1	G407-E3768	G407-S643	f83r	f83r.44	f83r:P5	ACTION:G407-E3768@1:SH	17	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1282	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3346	SAME_STATEMENT_EVENT	G407-E3764@2:Y	G407-E3764	RUNNING:G407-E3764@2	ACTION:G407-E3764@1:CHD	13	G407-E3764	G407-S643	f83r.43	f83r:P5	RUNNING:G407-E3764@2	ACTION:G407-E3764@1:CHD	chedy	CHD+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	4	0	1	YES	E3764@2	E3768@1	1	CONTROL:G407-E3765@1:OT	1	CONTROL:G407-E3765@1:OT	Beginne danach den nächsten Arbeitsgang	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SAME_STATEMENT_READER_RESET	SAME_STATEMENT_SOURCE_BEFORE_POST_DONOR_READER_RESET	DEFINITE_BODY_AT_TARGET_AFTER_READER_RESET	CANONICAL_SOURCE_RETAINED_AS_CONTEXT_NOT_OBJECT_IDENTITY	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	READABLE_TWO_WAY	Arbeitsdefault lesbar; Körper/Station beziehungsweise der lokale Donor bleibt als echte Rivalenlesung sichtbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
