base_surface	wrapper	quality_core	ending	working_value	working_roman	realization_mode	predicted_surface	occurrences	pages	triple_stable_occurrences	occupied
qotshol	qo	tsh	OL	1	I	DIRECT_A_VALUE	qotsholan	0	0	0	0
qotshol	qo	tsh	OL	1	I	FUSED_D_VALUE	qotsholdan	0	0	0	0
qotshol	qo	tsh	OL	1	I	SEPARATE_D_VALUE	qotshol dan	0	0	0	0
qotshol	qo	tsh	OL	2	II	DIRECT_A_VALUE	qotsholain	0	0	0	0
qotshol	qo	tsh	OL	2	II	FUSED_D_VALUE	qotsholdain	0	0	0	0
qotshol	qo	tsh	OL	2	II	SEPARATE_D_VALUE	qotshol dain	0	0	0	0
qotshol	qo	tsh	OL	3	III	DIRECT_A_VALUE	qotsholaiin	0	0	0	0
qotshol	qo	tsh	OL	3	III	FUSED_D_VALUE	qotsholdaiin	0	0	0	0
qotshol	qo	tsh	OL	3	III	SEPARATE_D_VALUE	qotshol daiin	0	0	0	0
qotshol	qo	tsh	OL	4	IV	DIRECT_A_VALUE	qotsholaiiin	0	0	0	0
qotshol	qo	tsh	OL	4	IV	FUSED_D_VALUE	qotsholdaiiin	0	0	0	0
qotshol	qo	tsh	OL	4	IV	SEPARATE_D_VALUE	qotshol daiiin	0	0	0	0
qotshor	qo	tsh	OR	1	I	DIRECT_A_VALUE	qotshoran	0	0	0	0
qotshor	qo	tsh	OR	1	I	FUSED_D_VALUE	qotshordan	0	0	0	0
qotshor	qo	tsh	OR	1	I	SEPARATE_D_VALUE	qotshor dan	0	0	0	0
qotshor	qo	tsh	OR	2	II	DIRECT_A_VALUE	qotshorain	0	0	0	0
qotshor	qo	tsh	OR	2	II	FUSED_D_VALUE	qotshordain	0	0	0	0
qotshor	qo	tsh	OR	2	II	SEPARATE_D_VALUE	qotshor dain	0	0	0	0
qotshor	qo	tsh	OR	3	III	DIRECT_A_VALUE	qotshoraiin	0	0	0	0
qotshor	qo	tsh	OR	3	III	FUSED_D_VALUE	qotshordaiin	0	0	0	0
qotshor	qo	tsh	OR	3	III	SEPARATE_D_VALUE	qotshor daiin	0	0	0	0
qotshor	qo	tsh	OR	4	IV	DIRECT_A_VALUE	qotshoraiiin	0	0	0	0
qotshor	qo	tsh	OR	4	IV	FUSED_D_VALUE	qotshordaiiin	0	0	0	0
qotshor	qo	tsh	OR	4	IV	SEPARATE_D_VALUE	qotshor daiiin	0	0	0	0
