chol_id	page	locus	token_index	surface	composition	working_meaning_de	left_surface	right_surface	position	section	hand	triple_reading_token_stable	surface_line
G628-H307	f88r	f88r.31	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	chear	dol	MIDDLE	P	1	1	dar chear chol dol qoekeor cheom
G628-H308	f89r1	f89r1.8	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	qokeol	qodaiin	MIDDLE	P	1	1	qokeol chol qodaiin chol cheody qokechy daiin ctheody dam
G628-H309	f89r1	f89r1.8	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	qodaiin	cheody	MIDDLE	P	1	1	qokeol chol qodaiin chol cheody qokechy daiin ctheody dam
G628-H310	f89r1	f89r1.10	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	s	cheoky	MIDDLE	P	1	1	tdain s chol cheoky cheody qokar dal chor y daiin
G628-H311	f89r1	f89r1.12	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	ches	FIRST	P	1	1	chol ches
G628-H312	f89r1	f89r1.16	8	chol	ch+ol	trocken; nominal trockenes Gut/Material	chy	cheos	MIDDLE	P	1	1	om sheey qokey l daiin dalchom chy chol cheos aiin dy
G628-H313	f89v1	f89v1.18	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	dal	dam	MIDDLE	P	1	1	qokol sheol qokol dal chol dam qoeey saiin ols chokaiin
G628-H314	f8r	f8r.15	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	ckhol	chey	MIDDLE	H	1	1	dchey ckhol chol chey kc chy daiin dol daiiiry ckhy
G628-H315	f8r	f8r.17	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	dchy	FIRST	H	1	1	chol dchy qokar chl aiin chean y char chaiin
G628-H316	f8v	f8v.1	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	otol	opcheaiin	MIDDLE	H	1	1	od soo sol shol otol chol opcheaiin opydaiin saiin
G628-H317	f8v	f8v.5	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	chol	FIRST	H	1	1	chol chol dar otchar etaiin cthol dar
G628-H318	f8v	f8v.5	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	chol	dar	MIDDLE	H	1	1	chol chol dar otchar etaiin cthol dar
G628-H319	f8v	f8v.8	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	okcholksh	chol	MIDDLE	H	1	1	okcholksh chol chol chol cthaiin dain
G628-H320	f8v	f8v.8	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	chol	chol	MIDDLE	H	1	1	okcholksh chol chol chol cthaiin dain
G628-H321	f8v	f8v.8	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	chol	cthaiin	MIDDLE	H	1	1	okcholksh chol chol chol cthaiin dain
G628-H322	f8v	f8v.9	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	chokchy	cthor	MIDDLE	H	1	1	shol orchl chokchy chol cthor chaiin
G628-H323	f8v	f8v.15	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	or	chan	MIDDLE	H	1	1	or chol chan chy chor cheain char cheeky chor ry
G628-H324	f90r1	f90r1.6	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	okeoschso	ytod	MIDDLE	H	1	1	tol otchol shorydar qokeos okeoschso chol ytod qokeos dolshy
G628-H325	f93r	f93r.2	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	s	chotom	MIDDLE	H	1	1	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol
G628-H326	f93r	f93r.6	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	s	sheoees	MIDDLE	H	1	1	tar otor s cho s chol sheoees
G628-H327	f93r	f93r.31	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	ol	cthol	MIDDLE	H	1	1	ol chol cthol olchod
G628-H328	f93v	f93v.4	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	qokchody	chol	MIDDLE	H	1	1	sol shol shdchy qokchol qokchody chol chol ykchy dar
G628-H329	f93v	f93v.4	7	chol	ch+ol	trocken; nominal trockenes Gut/Material	chol	ykchy	MIDDLE	H	1	1	sol shol shdchy qokchol qokchody chol chol ykchy dar
G628-H330	f94r	f94r.4	9	chol	ch+ol	trocken; nominal trockenes Gut/Material	or	kar	MIDDLE	H	3	1	shor olkeedy ol kchdy cheedy kalchdy chedaiin or chol kar am
G628-H331	f95r1	f95r1.9	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	tchor	tar	MIDDLE	H	3	1	tchdy tchor chol tar chdy okol ykoldy olkeedy qotaiin or
G628-H332	f95r2	f95r2.2	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	chkain	chckhy	MIDDLE	H	3	1	daiin shody chkain chol chckhy otain oty oteedy kar okam
G628-H333	f96r	f96r.6	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	ckheey	cholody	MIDDLE	H	1	1	lor ckheey chol cholody cheol ctheor sor
G628-H334	f96r	f96r.8	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	qokeeey	daiin	MIDDLE	H	1	1	ykeor secheeol sheol qokeeey chol daiin
G628-H335	f99r	f99r.18	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	qokeor	ykol	MIDDLE	P	1	1	qokeor chol ykol cheey chody ckhol daiin okeoly daiin ckhy
G628-H336	f99r	f99r.48	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	ockhey	cheodal	MIDDLE	P	1	1	ykeol okeol ockhey chol cheodal okeo r alcheeg orar
G628-H337	f99v	f99v.23	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	qokeey	okeoldy	MIDDLE	P	1	1	qokeey chol okeoldy qokol qokeolo lchol okeol sheodol qokeechom
G628-H338	f9r	f9r.2	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	oykeey	ytaiin	MIDDLE	H	1	1	oykeey chol ytaiin okchody toeoky okoiin dy or chaiin
G628-H339	f9r	f9r.7	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	or	chy	MIDDLE	H	1	1	or chol chy tchy tchol ytor qotol chyky chodar aiin
G628-H340	f9v	f9v.2	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	cthor	chor	MIDDLE	H	1	1	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy
G628-H341	f9v	f9v.7	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	qo	chol	MIDDLE	H	1	1	qo chol chol chy daiin otal dor daim
G628-H342	f9v	f9v.7	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	chol	chy	MIDDLE	H	1	0	qo chol chol chy daiin otal dor daim
G628-H343	f9v	f9v.10	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	kchol	chy	MIDDLE	H	1	1	oty kchol chol chy kyty
