target_recipe	neighbor_row_count	distinct_source_recipe_count	mutation_families	target_is_exact_catalog_key	target_identity_route	target_execution_decision	target_blocked_factor_rules	source_recipes	fuzzy_identity_matching_used
O+SH+EE+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+E+O	NO
O+SH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+E+Y	NO
O+SH+EEE+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+EE+DY	NO
O+SH+EEE+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+E+O	NO
O+SH+EEE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+E+Y	NO
O+SH+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+K+E+Y	NO
O+SH+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+K+Y	NO
O+SH+L+E+O+D_ADDR+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+L+SH+E+O+D_ADDR+Y	NO
O+SH+LOCAL_CHAR_F+D_ADDR+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+LOCAL_CHAR_F+SH+D_ADDR+Y	NO
O+SH+O	2	2	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+E+O|S+O+SH+O	NO
O+SH+O+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+O+AM_ADDR	NO
O+SH+O+DY	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+SH+O+DY	NO
O+SH+O+D_ADDR+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+O+D_ADDR+OL	NO
O+SH+O+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+E+O	NO
O+SH+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+OL	NO
O+SH+OL+DY	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+O+SH+OL+DY	NO
O+SH+OR	3	3	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	O+CHD+OR|O+SH+Y|SH+O+OR	NO
O+SH+P+CH+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	SH+O+P+CH+O	NO
O+SH+P+D_ADDR+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	O+P+SH+D_ADDR+Y	NO
O+SH+P+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	O+P+SH+E+Y	NO
O+SH+P+O+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	O+P+SH+O+DY	NO
O+SH+P+OR+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	O+CH+P+OR+AIIN	NO
O+SH+S	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>S	SH+O+S	NO
O+SH+SH+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	O+P+SH+D_ADDR+Y	NO
O+SH+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	O+P+SH+E+Y	NO
O+SH+SH+O+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	O+P+SH+O+DY	NO
O+SH+SH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>SH	SH+O+SH+Y	NO
O+SH+T+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+CH+T+AIIN	NO
O+SH+T+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+CH+T+AIN	NO
O+SH+T+E+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+CH+T+E+OL	NO
O+SH+T+E+OL+AR+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+CH+T+E+OL+AR+L	NO
O+SH+T+O+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+CH+T+O+D_ADDR+Y	NO
O+SH+T+OL+E	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+CH+T+OL+E	NO
O+SH+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+CH+T+OR	NO
O+SH+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+CH+T+Y	NO
O+SH+T+Y+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+CH+T+Y+L	NO
O+SH+Y	7	7	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	NONE	O+CHD+Y|O+OK+Y|O+P+Y|O+SH+E+Y|O+SH+OR|SH+O+SH+Y|SH+O+Y	NO
O+SH+Y+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+DY	NO
O+SH+Y+D_ADDR+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+D_ADDR+LOCAL_CHAR_G	NO
O+SH+Y+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+E+Y	NO
O+SH+Y+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+K+E+Y	NO
O+SH+Y+LOCAL_CHAR_F+AR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+O+Y+LOCAL_CHAR_F+AR	NO
O+SH+Y+T+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+O+Y+T+Y	NO
O+T+AIIN	2	2	ADJACENT_SWAP|ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+AIIN|T+O+AIIN	NO
O+T+AIN	4	4	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+AIN|O+OK+AIN|O+P+AIN|O+S+AIN	NO
O+T+AIR+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	T+O+AIR+Y	NO
O+T+AR	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CHD+AR|O+P+AR	NO
O+T+AR+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+AR+CH+Y	NO
O+T+CH+AIIN	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+AIIN	NO
O+T+CH+AIN	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+AIN	NO
O+T+CH+E+OL	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+E+OL|O+P+CH+E+OL	NO
O+T+CH+E+OL+AR+L	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+E+OL+AR+L	NO
O+T+CH+E+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+CH+E+OR	NO
O+T+CH+EE+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+CH+EE+OL	NO
O+T+CH+O+D_ADDR+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+O+D_ADDR+Y	NO
O+T+CH+OL	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	T+O+CH+OL	NO
O+T+CH+OL+AL+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+CH+OL+AL+AIIN	NO
O+T+CH+OL+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+OL+E	NO
O+T+CH+OR	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+OR|O+P+CH+OR	NO
O+T+CH+OR+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+CH+OR+DY	NO
O+T+CH+S+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	T+O+CH+S+O	NO
O+T+CH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+Y	NO
O+T+CH+Y+L	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+Y+L	NO
O+T+CHD+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+CHD+DY	NO
O+T+CHD+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+CHD+Y	NO
O+T+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+E+DY	NO
O+T+E+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+E+O	NO
O+T+E+O+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+E+O+L	NO
O+T+E+OL	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+E+OL	NO
O+T+E+OL+AR+L	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+E+OL+AR+L	NO
O+T+E+Y	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+E+Y|O+P+E+Y|O+SH+E+Y	NO
O+T+EE+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+EE+DY	NO
O+T+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>K	O+CH+K+E+Y	NO
O+T+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>K	O+CH+K+Y	NO
O+T+O+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+O+AM_ADDR	NO
O+T+O+D_ADDR+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+O+D_ADDR+OL	NO
O+T+O+D_ADDR+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+O+D_ADDR+Y	NO
O+T+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+OL	NO
O+T+OL+E	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+OL+E	NO
O+T+OR	3	3	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+OR|O+CHD+OR|O+SH+OR	NO
O+T+P+OR+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>P	O+CH+P+OR+AIIN	NO
O+T+S	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>S	T+O+S	NO
O+T+SH+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+SH+D_ADDR+Y	NO
O+T+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+SH+E+Y	NO
O+T+SH+O+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+SH+O+DY	NO
O+T+T+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	O+CH+T+AIIN	NO
O+T+T+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	O+CH+T+AIN	NO
O+T+T+E+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	O+CH+T+E+OL	NO
O+T+T+E+OL+AR+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	O+CH+T+E+OL+AR+L	NO
O+T+T+O+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	O+CH+T+O+D_ADDR+Y	NO
O+T+T+OL+E	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	O+CH+T+OL+E	NO
O+T+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	O+CH+T+OR	NO
O+T+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	O+CH+T+Y	NO
O+T+T+Y+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	O+CH+T+Y+L	NO
O+T+Y	5	5	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+Y|O+CHD+Y|O+OK+Y|O+P+Y|O+SH+Y	NO
O+T+Y+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+DY	NO
O+T+Y+D_ADDR+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+D_ADDR+LOCAL_CHAR_G	NO
O+T+Y+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+K+E+Y	NO
O+T+Y+L	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CH+T+Y+L	NO
O+Y	16	16	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	AL+O+Y|CARRIER_Q+O+Y|D_ADDR+O+Y|O+AIIN|O+AIN|O+CHD+Y|O+D_ADDR+Y|O+EE+Y|O+EEE+Y|O+OK+Y|O+OR|O+P+Y|O+SH+Y|OK+O+Y|S+O+Y|SH+O+Y	NO
O+Y+AR	2	2	ADJACENT_SWAP|ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+D_ADDR+AR|Y+O+AR	NO
O+Y+AR+D_ADDR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+D_ADDR+AR	NO
O+Y+CH+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+CH+K+OR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+CH+OR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+CHD	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+CHD+Y	NO
O+Y+CHD+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:CHD>CH	O+Y+K+CH+OR	NO
O+Y+DY	3	3	ADJACENT_SWAP|ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	CLOSE:NO_ACTIVE_ACTION	O+LOCAL_CHAR_F+Y+DY|O+P+Y+DY|Y+O+DY	NO
O+Y+D_ADDR	2	2	ADJACENT_SWAP|ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+D_ADDR+Y|O+Y+D_ADDR+AR	NO
O+Y+D_ADDR+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+Y+D_ADDR+AR	NO
O+Y+D_ADDR+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+D_ADDR+AR	NO
O+Y+D_ADDR+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+D_ADDR+AR	NO
O+Y+D_ADDR+LOCAL_CHAR_G	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+D_ADDR+LOCAL_CHAR_G	NO
O+Y+EE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+EE+Y	NO
O+Y+EEE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+EEE+Y	NO
O+Y+K+CH	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+K+CH+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+K+CH+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+K+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+K+CHD+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+K+E+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+K+E+Y	NO
O+Y+K+K+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:K>K	O+Y+K+CH+OR	NO
O+Y+K+OK+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	O+Y+K+CH+OR	NO
O+Y+K+OR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+K+OR+CH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+K+P+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:K>P	O+Y+K+CH+OR	NO
O+Y+K+R+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:K>R	O+Y+K+CH+OR	NO
O+Y+K+S+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:K>S	O+Y+K+CH+OR	NO
O+Y+K+SH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+K+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:K>T	O+Y+K+CH+OR	NO
O+Y+LOCAL_CHAR_F+AR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+O+Y+LOCAL_CHAR_F+AR	NO
O+Y+LOCAL_CHAR_F+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	CLOSE:NO_ACTIVE_ACTION	O+LOCAL_CHAR_F+Y+DY	NO
O+Y+OK	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+OK+Y	NO
O+Y+OK+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+P	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y	NO
O+Y+P+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+P+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+DY	NO
O+Y+P+D_ADDR+LOCAL_CHAR_G	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+P+Y+D_ADDR+LOCAL_CHAR_G	NO
O+Y+P+K+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:P>K	O+P+Y+K+E+Y	NO
O+Y+R+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+S+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+SH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+SH+Y	NO
O+Y+SH+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+T+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	O+Y+K+CH+OR	NO
O+Y+T+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+O+Y+T+Y	NO
OK	25	25	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH|CHD|K|OK+AIIN|OK+AIN|OK+AIR|OK+AL|OK+AM_ADDR|OK+AN|OK+AR|OK+CH|OK+CHD|OK+EE|OK+L|OK+O|OK+OL|OK+OR|OK+SH|OK+Y|P|R|S|SH|SH+OK|T	NO
OK+AIIN	18	18	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+AIIN|CHD+AIIN|K+AIIN|K+OK+AIIN|OK+AIN|OK+CH+AIIN|OK+E+AIIN|OK+EE+AIIN|OK+O+AIIN|OK+OR|OK+Y|OL+OK+AIIN|P+AIIN|R+AIIN|S+AIIN|SH+AIIN|SH+OK+AIIN|T+AIIN	NO
OK+AIIN+CH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+CH+AIIN	NO
OK+AIIN+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+AIIN	NO
OK+AIIN+EE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+EE+AIIN	NO
OK+AIIN+L+D_ADDR+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+Y+L+D_ADDR+DY	NO
OK+AIIN+LOCAL_CHAR_I	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	R+AIIN+LOCAL_CHAR_I	NO
OK+AIIN+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+O+AIIN	NO
OK+AIIN+OR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+OR+OR+Y	NO
