length_id	island_length	island_id	anchor_id	statement_id	state_bank_id	first_event_id	last_event_id	last_stream_ordinal	immediate_post_island_event_id	immediate_post_island_decision	untouched_stop_cascade_length	cascade_recovery_event_id	cascade_recovery_decision	state_recovery_event_id	unmutated_card_distance_to_parity_or_next_island	state_recovery_status
L04	4	G457-L04-G457-A051	G457-A051	P1009-S620	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4244	G407-E4247	4247	G407-E4248	READ	0	G407-E4248	READ	G407-E4248	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A052	G457-A052	P1009-S622	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4264	G407-E4267	4267	G407-E4268	READ	0	G407-E4268	READ	G407-E4268	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A053	G457-A053	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4354	G407-E4357	4357	G407-E4358	READ	0	G407-E4358	READ	G407-E4358	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A054	G457-A054	G404-S063	f95v::F95V_WHOLE_PLANT	G407-E4411	G407-E4414	4414	G407-E4415	READ	0	G407-E4415	READ	G407-E4415	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A055	G457-A055	G404-S065	f95v::F95V_WHOLE_PLANT	G407-E4433	G407-E4436	4436	G407-E4437	READ	0	G407-E4437	READ	G407-E4437	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A001	G457-A001	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0006	G407-E0010	10	G407-E0011	READ	0	G407-E0011	READ	G407-E0011	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A002	G457-A002	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0135	G407-E0139	139	G407-E0140	READ	0	G407-E0140	READ	G407-E0140	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A003	G457-A003	G404-S006	f1r::F1R_TEXT_BLOCK_D	G407-E0160	G407-E0164	164	G407-E0165	READ	0	G407-E0165	READ	G407-E0165	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A004	G457-A004	P1009-S001	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0237	G407-E0241	241	G407-E0242	READ	0	G407-E0242	READ	G407-E0242	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A005	G457-A005	P1009-S002	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0283	G407-E0287	287	G407-E0288	READ	0	G407-E0288	READ	G407-E0288	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A006	G457-A006	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0323	G407-E0327	327	G407-E0328	READ	0	G407-E0328	READ	G407-E0328	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A007	G457-A007	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0367	G407-E0371	371	G407-E0372	READ	0	G407-E0372	READ	G407-E0372	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A008	G457-A008	P1009-S014	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0460	G407-E0464	464	G407-E0465	READ	0	G407-E0465	READ	G407-E0466	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A009	G457-A009	P1009-S017	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0505	G407-E0509	509	G407-E0510	READ	0	G407-E0510	READ	G407-E0510	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A010	G457-A010	P1009-S019	f18r::große abgebildete Blütenpflanze	G407-E0524	G407-E0528	528	G407-E0529	READ	0	G407-E0529	READ	G407-E0532	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A011	G457-A011	P1009-S020	f18r::große abgebildete Blütenpflanze	G407-E0553	G407-E0557	557	G407-E0558	READ	0	G407-E0558	READ	G407-E0558	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A012	G457-A012	P1009-S022	f18r::große abgebildete Blütenpflanze	G407-E0574	G407-E0578	578	G407-E0579	READ	0	G407-E0579	READ	G407-E0582	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A013	G457-A013	G404-S009	f24v::F24V_WHOLE_PLANT	G407-E0620	G407-E0624	624	G407-E0625	READ	0	G407-E0625	READ	G407-E0626	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A014	G457-A014	G404-S010	f24v::F24V_WHOLE_PLANT	G407-E0670	G407-E0674	674	G407-E0675	READ	0	G407-E0675	READ	G407-E0675	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A015	G457-A015	P1009-S026	f55v::große aromatische Doldenpflanze	G407-E0763	G407-E0767	767	G407-E0768	READ	0	G407-E0768	READ	G407-E0768	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A016	G457-A016	P1009-S029	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0809	G407-E0813	813	G407-E0814	READ	0	G407-E0814	READ	G407-E0815	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A017	G457-A017	P1009-S030	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0874	G407-E0878	878	G407-E0879	READ	0	G407-E0879	READ	G407-E0879	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A018	G457-A018	P1009-S032	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0910	G407-E0914	914	G407-E0915	READ	0	G407-E0915	READ	G407-E0915	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A019	G457-A019	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E1008	G407-E1012	1012	G407-E1013	READ	0	G407-E1013	READ	G407-E1013	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A020	G457-A020	P1009-S044	f68r1::mehrteilige Sternstellentafel	G407-E1043	G407-E1047	1047	G407-E1048	READ	0	G407-E1048	READ	G407-E1048	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A021	G457-A021	P1009-S045	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1061	G407-E1065	1065	G407-E1066	READ	0	G407-E1066	READ	G407-E1066	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A022	G457-A022	P1009-S046	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1078	G407-E1082	1082	G407-E1083	READ	0	G407-E1083	READ	G407-E1083	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A023	G457-A023	P1009-S047	f71v::zweite lokale Figuren-/Sternringgruppe	G407-E1102	G407-E1106	1106	G407-E1107	READ	0	G407-E1107	READ	G407-E1108	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A024	G457-A024	P1009-S053	f72r::Tierkreis-Ringgruppe A	G407-E1160	G407-E1164	1164	G407-E1165	READ	0	G407-E1165	READ	G407-E1165	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A025	G457-A025	P1009-S057	f72r::Tierkreis-Ringgruppe D	G407-E1219	G407-E1223	1223	G407-E1224	READ	0	G407-E1224	READ	G407-E1224	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A026	G457-A026	P1009-S058	f72r::Tierkreis-Ringgruppe E	G407-E1261	G407-E1265	1265	G407-E1266	READ	0	G407-E1266	READ	G407-E1266	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A027	G457-A027	P1009-S067	f72r::Tierkreis-Ringgruppe H	G407-E1372	G407-E1376	1376	G407-E1377	READ	0	G407-E1377	READ	G407-E1377	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A028	G457-A028	P1009-S075	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1442	G407-E1446	1446	G407-E1447	READ	0	G407-E1447	READ	G407-E1447	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A029	G457-A029	P1009-S109	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1621	G407-E1625	1625	G407-E1626	READ	0	G407-E1626	READ	G407-E1626	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A030	G457-A030	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2686	G407-E2690	2690	G407-E2691	READ	0	G407-E2691	READ	G407-E2691	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A031	G457-A031	G404-S014	f81r::F81R_UPPER_POOL	G407-E2720	G407-E2724	2724	G407-E2725	READ	0	G407-E2725	READ	G407-E2725	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A032	G457-A032	G404-S015	f81r::F81R_UPPER_POOL	G407-E2738	G407-E2742	2742	G407-E2743	READ	0	G407-E2743	READ	G407-E2743	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A033	G457-A033	G404-S043	f81r::F81R_LOWER_POOL	G407-E2843	G407-E2847	2847	G407-E2848	READ	0	G407-E2848	READ	G407-E2848	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A034	G457-A034	P1009-S400	f81v::gemeinsames zweireihiges Badfeld	G407-E3018	G407-E3022	3022	G407-E3023	READ	0	G407-E3023	READ	G407-E3023	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A035	G457-A035	P1009-S473	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3348	G407-E3352	3352	G407-E3353	READ	0	G407-E3353	READ	G407-E3354	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A036	G457-A036	P1009-S498	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3436	G407-E3440	3440	G407-E3441	READ	0	G407-E3441	READ	G407-E3441	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A037	G457-A037	P1009-S521	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3532	G407-E3536	3536	G407-E3537	READ	0	G407-E3537	READ	G407-E3537	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A038	G457-A038	P1009-S589	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3780	G407-E3784	3784	G407-E3785	READ	0	G407-E3785	READ	G407-E3785	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A039	G457-A039	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3806	G407-E3810	3810	G407-E3811	READ	0	G407-E3811	READ	G407-E3813	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A040	G457-A040	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3861	G407-E3865	3865	G407-E3866	READ	0	G407-E3866	READ	G407-E3866	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A041	G457-A041	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3906	G407-E3910	3910	G407-E3911	READ	0	G407-E3911	READ	G407-E3912	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A042	G457-A042	P1009-S595	f88v::erste Gefaess-/Zutatengruppe	G407-E3932	G407-E3936	3936	G407-E3937	READ	0	G407-E3937	READ	G407-E3937	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A043	G457-A043	P1009-S596	f88v::erste Gefaess-/Zutatengruppe	G407-E3952	G407-E3956	3956	G407-E3957	READ	0	G407-E3957	READ	G407-E3957	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A044	G457-A044	P1009-S600	f88v::zweite Gefaess-/Zutatengruppe	G407-E3976	G407-E3980	3980	G407-E3981	READ	0	G407-E3981	READ	G407-E3981	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A045	G457-A045	P1009-S602	f88v::zweite Gefaess-/Zutatengruppe	G407-E4001	G407-E4005	4005	G407-E4006	READ	0	G407-E4006	READ	G407-E4006	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A046	G457-A046	P1009-S605	f88v::zweite Gefaess-/Zutatengruppe	G407-E4027	G407-E4031	4031	G407-E4032	READ	0	G407-E4032	READ	G407-E4033	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A047	G457-A047	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4072	G407-E4076	4076	G407-E4077	READ	0	G407-E4077	READ	G407-E4078	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A048	G457-A048	P1009-S612	f89r::Gefäß-/Pflanzenteilgruppe B	G407-E4124	G407-E4128	4128	G407-E4129	READ	0	G407-E4129	READ	G407-E4129	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A049	G457-A049	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4150	G407-E4154	4154	G407-E4155	READ	0	G407-E4155	READ	G407-E4156	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A050	G457-A050	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4200	G407-E4204	4204	G407-E4205	READ	0	G407-E4205	READ	G407-E4205	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A051	G457-A051	P1009-S620	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4244	G407-E4248	4248	G407-E4249	READ	0	G407-E4249	READ	G407-E4249	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A052	G457-A052	P1009-S622	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4264	G407-E4268	4268	G407-E4269	READ	0	G407-E4269	READ	G407-E4271	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A053	G457-A053	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4354	G407-E4358	4358	G407-E4359	READ	0	G407-E4359	READ	G407-E4359	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A054	G457-A054	G404-S063	f95v::F95V_WHOLE_PLANT	G407-E4411	G407-E4415	4415	G407-E4416	READ	0	G407-E4416	READ	G407-E4416	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G457-L05-G457-A055	G457-A055	G404-S065	f95v::F95V_WHOLE_PLANT	G407-E4433	G407-E4437	4437	G407-E4438	READ	0	G407-E4438	READ	G407-E4438	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A001	G457-A001	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0006	G407-E0011	11	G407-E0012	READ	0	G407-E0012	READ	G407-E0012	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A002	G457-A002	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0135	G407-E0140	140	G407-E0141	READ	0	G407-E0141	READ	G407-E0141	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A003	G457-A003	G404-S006	f1r::F1R_TEXT_BLOCK_D	G407-E0160	G407-E0165	165	G407-E0166	READ	0	G407-E0166	READ	G407-E0166	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A004	G457-A004	P1009-S001	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0237	G407-E0242	242	G407-E0243	READ	0	G407-E0243	READ	G407-E0243	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A005	G457-A005	P1009-S002	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0283	G407-E0288	288	G407-E0289	READ	0	G407-E0289	READ	G407-E0290	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A006	G457-A006	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0323	G407-E0328	328	G407-E0329	READ	0	G407-E0329	READ	G407-E0329	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A007	G457-A007	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0367	G407-E0372	372	G407-E0373	READ	0	G407-E0373	READ	G407-E0373	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A008	G457-A008	P1009-S014	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0460	G407-E0465	465	G407-E0466	READ	0	G407-E0466	READ	G407-E0466	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A009	G457-A009	P1009-S017	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0505	G407-E0510	510	G407-E0511	READ	0	G407-E0511	READ	G407-E0513	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A010	G457-A010	P1009-S019	f18r::große abgebildete Blütenpflanze	G407-E0524	G407-E0529	529	G407-E0530	READ	0	G407-E0530	READ	G407-E0532	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A011	G457-A011	P1009-S020	f18r::große abgebildete Blütenpflanze	G407-E0553	G407-E0558	558	G407-E0559	READ	0	G407-E0559	READ	G407-E0559	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A012	G457-A012	P1009-S022	f18r::große abgebildete Blütenpflanze	G407-E0574	G407-E0579	579	G407-E0580	READ	0	G407-E0580	READ	G407-E0582	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A013	G457-A013	G404-S009	f24v::F24V_WHOLE_PLANT	G407-E0620	G407-E0625	625	G407-E0626	READ	0	G407-E0626	READ	G407-E0626	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A014	G457-A014	G404-S010	f24v::F24V_WHOLE_PLANT	G407-E0670	G407-E0675	675	G407-E0676	READ	0	G407-E0676	READ	G407-E0676	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A015	G457-A015	P1009-S026	f55v::große aromatische Doldenpflanze	G407-E0763	G407-E0768	768	G407-E0769	READ	0	G407-E0769	READ	G407-E0770	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A016	G457-A016	P1009-S029	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0809	G407-E0814	814	G407-E0815	READ	0	G407-E0815	READ	G407-E0816	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A017	G457-A017	P1009-S030	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0874	G407-E0879	879	G407-E0880	READ	0	G407-E0880	READ	G407-E0880	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A018	G457-A018	P1009-S032	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0910	G407-E0915	915	G407-E0916	READ	0	G407-E0916	READ	G407-E0916	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A019	G457-A019	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E1008	G407-E1013	1013	G407-E1014	READ	0	G407-E1014	READ	G407-E1014	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A020	G457-A020	P1009-S044	f68r1::mehrteilige Sternstellentafel	G407-E1043	G407-E1048	1048	G407-E1049	READ	0	G407-E1049	READ	G407-E1049	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A021	G457-A021	P1009-S045	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1061	G407-E1066	1066	G407-E1067	READ	0	G407-E1067	READ	G407-E1067	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A022	G457-A022	P1009-S046	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1078	G407-E1083	1083	G407-E1084	READ	0	G407-E1084	READ	G407-E1084	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A023	G457-A023	P1009-S047	f71v::zweite lokale Figuren-/Sternringgruppe	G407-E1102	G407-E1107	1107	G407-E1108	READ	0	G407-E1108	READ	G407-E1113	6	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A024	G457-A024	P1009-S053	f72r::Tierkreis-Ringgruppe A	G407-E1160	G407-E1165	1165	G407-E1166	READ	0	G407-E1166	READ	G407-E1175	10	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A025	G457-A025	P1009-S057	f72r::Tierkreis-Ringgruppe D	G407-E1219	G407-E1224	1224	G407-E1225	READ	0	G407-E1225	READ	G407-E1225	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A026	G457-A026	P1009-S058	f72r::Tierkreis-Ringgruppe E	G407-E1261	G407-E1266	1266	G407-E1267	READ	0	G407-E1267	READ	G407-E1267	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A027	G457-A027	P1009-S067	f72r::Tierkreis-Ringgruppe H	G407-E1372	G407-E1377	1377	G407-E1378	READ	0	G407-E1378	READ	G407-E1378	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A028	G457-A028	P1009-S075	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1442	G407-E1447	1447	G407-E1448	READ	0	G407-E1448	READ	G407-E1448	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A029	G457-A029	P1009-S109	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1621	G407-E1626	1626	G407-E1627	READ	0	G407-E1627	READ	G407-E1627	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A030	G457-A030	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2686	G407-E2691	2691	G407-E2692	READ	0	G407-E2692	READ	G407-E2694	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A031	G457-A031	G404-S014	f81r::F81R_UPPER_POOL	G407-E2720	G407-E2725	2725	G407-E2726	READ	0	G407-E2726	READ	G407-E2726	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A032	G457-A032	G404-S015	f81r::F81R_UPPER_POOL	G407-E2738	G407-E2743	2743	G407-E2744	READ	0	G407-E2744	READ	G407-E2744	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A033	G457-A033	G404-S043	f81r::F81R_LOWER_POOL	G407-E2843	G407-E2848	2848	G407-E2849	READ	0	G407-E2849	READ	G407-E2849	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A034	G457-A034	P1009-S400	f81v::gemeinsames zweireihiges Badfeld	G407-E3018	G407-E3023	3023	G407-E3024	READ	0	G407-E3024	READ	G407-E3024	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A035	G457-A035	P1009-S473	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3348	G407-E3353	3353	G407-E3354	READ	0	G407-E3354	READ	G407-E3354	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A036	G457-A036	P1009-S498	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3436	G407-E3441	3441	G407-E3442	READ	0	G407-E3442	READ	G407-E3442	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A037	G457-A037	P1009-S521	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3532	G407-E3537	3537	G407-E3538	READ	0	G407-E3538	READ	G407-E3538	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A038	G457-A038	P1009-S589	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3780	G407-E3785	3785	G407-E3786	READ	0	G407-E3786	READ	G407-E3786	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A039	G457-A039	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3806	G407-E3811	3811	G407-E3812	READ	0	G407-E3812	READ	G407-E3813	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A040	G457-A040	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3861	G407-E3866	3866	G407-E3867	READ	0	G407-E3867	READ	G407-E3869	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A041	G457-A041	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3906	G407-E3911	3911	G407-E3912	READ	0	G407-E3912	READ	G407-E3912	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A042	G457-A042	P1009-S595	f88v::erste Gefaess-/Zutatengruppe	G407-E3932	G407-E3937	3937	G407-E3938	READ	0	G407-E3938	READ	G407-E3938	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A043	G457-A043	P1009-S596	f88v::erste Gefaess-/Zutatengruppe	G407-E3952	G407-E3957	3957	G407-E3958	READ	0	G407-E3958	READ	G407-E3959	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A044	G457-A044	P1009-S600	f88v::zweite Gefaess-/Zutatengruppe	G407-E3976	G407-E3981	3981	G407-E3982	READ	0	G407-E3982	READ	G407-E3982	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A045	G457-A045	P1009-S602	f88v::zweite Gefaess-/Zutatengruppe	G407-E4001	G407-E4006	4006	G407-E4007	READ	0	G407-E4007	READ	G407-E4007	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A046	G457-A046	P1009-S605	f88v::zweite Gefaess-/Zutatengruppe	G407-E4027	G407-E4032	4032	G407-E4033	READ	0	G407-E4033	READ	G407-E4033	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A047	G457-A047	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4072	G407-E4077	4077	G407-E4078	READ	0	G407-E4078	READ	G407-E4078	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G457-L06-G457-A048	G457-A048	P1009-S612	f89r::Gefäß-/Pflanzenteilgruppe B	G407-E4124	G407-E4129	4129	G407-E4130	READ	0	G407-E4130	READ	G407-E4131	2	STATE_PARITY_BEFORE_NEXT_ISLAND
