event_serial	statement_id	record_unit_id	page	assigned_renderer	workshop_hand	master_card_id	semantic_atoms	actual_visible_surface	profile_preferred_surface	surface_match	learning_mode	revised_renderer_status
284	B3-S025	B3	f83r	R-B	Q-EINTRITTSHAND	MC088	OK+CHD+CLOSE	qokchdy	qokchdy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
285	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC042	CHD+AR	cheedar	cheedar	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
286	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC144	SHED+AIIN	chldaiin	chldaiin	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
287	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
288	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC017	OK+AIN	qokain	qokain	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
289	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC161	CTH+Y	checthy	checthy	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
290	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC146	AL+OR	chealror	chealror	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
291	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC045	SOLK+EE+CLOSE	solkeedy	olkeedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
292	B3-S027	B3	f83r	R-B	Q-EINTRITTSHAND	MC173	OT+EE+CLOSE	qoteedy	qoteedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
293	B3-S028	B3	f83r	R-B	Q-EINTRITTSHAND	MC002	OK+EE+Y	qokeey	qokeey	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
294	B3-S028	B3	f83r	R-B	Q-EINTRITTSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
295	B3-S029	B3	f83r	R-B	Q-EINTRITTSHAND	MC153	OL	sol	qol	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
296	B3-S029	B3	f83r	R-B	Q-EINTRITTSHAND	MC094	EEE+TY	cheeety	cheeety	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
297	B3-S029	B3	f83r	R-B	Q-EINTRITTSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
298	B3-S030	B3	f83r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
299	B3-S030	B3	f83r	R-B	Q-EINTRITTSHAND	MC039	AIIN	saiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
300	B3-S030	B3	f83r	R-B	Q-EINTRITTSHAND	MC116	AIR	schedair	schedair	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
301	B3-S030	B3	f83r	R-B	Q-EINTRITTSHAND	MC057	OT+CHD+CLOSE	otchedy	qotchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
302	B3-S031	B3	f83r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
303	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC145	CHD+AIN	chedain	chedain	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
304	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
305	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC018	OT+E+AIIN	qotedaiin	qotedaiin	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
306	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC060	OT+AIIN	otaiin	otaiin	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
307	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC135	OT+E+CLOSE	otedy	otedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
308	B3-S033	B3	f83r	R-B	Q-EINTRITTSHAND	MC004	L+CLOSE	ldy	ldy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
309	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC033	IIN	soiiin	oiiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER	COPY_MASTER_EXEMPLAR_OVERRIDE
310	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC161	CTH+Y	checthy	checthy	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
311	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC086	PARTITION+TY	chety	chety	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
312	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC060	OT+AIIN	otaiin	otaiin	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
313	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC078	AL+Y	olsaly	olsaly	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
314	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC128	SHED+E+CLOSE	shedy	cheedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
315	B4-S001	B4	f83r	R-C	S-FLUSSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
316	B4-S002	B4	f83r	R-C	S-FLUSSHAND	MC162	OL+Y	qolchey	qolchey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
317	B4-S002	B4	f83r	R-C	S-FLUSSHAND	MC002	OK+EE+Y	qokeey	okeey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	SECONDARY_REPERTOIRE_MATCH
318	B4-S002	B4	f83r	R-C	S-FLUSSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
319	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
320	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC093	OT+AL	otal	otal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
321	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC171	OT+Y	otchey	otchey	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
322	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC002	OK+EE+Y	qokeey	okeey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	SECONDARY_REPERTOIRE_MATCH
323	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC026	OK+Y	qoky	choky	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
324	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC153	OL	tol	sol	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
325	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC128	SHED+E+CLOSE	shedy	shedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
326	B4-S004	B4	f83r	R-C	S-FLUSSHAND	MC164	OK+Y+LDDY	qokylddy	qokylddy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
327	B4-S005	B4	f83r	R-C	S-FLUSSHAND	MC059	DAIN	dain	dain	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
328	B4-S005	B4	f83r	R-C	S-FLUSSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
329	B4-S005	B4	f83r	R-C	S-FLUSSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
330	B4-S006	B4	f83r	R-C	S-FLUSSHAND	MC143	CKHE+CLOSE	shckhedy	shckhedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
331	B4-S007	B4	f83r	R-C	S-FLUSSHAND	MC143	CKHE+CLOSE	shckhedy	shckhedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
332	B4-S008	B4	f83r	R-C	S-FLUSSHAND	MC039	AIIN	saiin	saiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
333	B4-S008	B4	f83r	R-C	S-FLUSSHAND	MC032	CHK+EE+Y	cheeky	cheeky	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
334	B4-S008	B4	f83r	R-C	S-FLUSSHAND	MC095	SH+EE+Y	sheey	sheey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
335	B4-S008	B4	f83r	R-C	S-FLUSSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
336	B4-S009	B4	f83r	R-C	S-FLUSSHAND	MC128	SHED+E+CLOSE	shedy	shedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
337	B4-S010	B4	f83r	R-C	S-FLUSSHAND	MC019	OL+CLOSE	oldy	oldy	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
338	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC039	AIIN	saiin	saiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
339	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC147	CHK+E+Y	cheky	cheky	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
340	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC150	OK+EE+OL	okeeol	okeeol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
341	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC017	OK+AIN	okain	okain	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
342	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC074	CHD+Y	chdy	chdy	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
343	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC153	OL	sol	sol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
344	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC124	L+E+CLOSE	lkedy	lkedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
345	B4-S012	B4	f83r	R-C	S-FLUSSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
346	B4-S013	B4	f83r	R-C	S-FLUSSHAND	MC024	OK+OL	qokol	qokol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
347	B4-S013	B4	f83r	R-C	S-FLUSSHAND	MC128	SHED+E+CLOSE	shedy	shedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
348	B4-S014	B4	f83r	R-C	S-FLUSSHAND	MC080	OR	or	shor	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
349	B4-S014	B4	f83r	R-C	S-FLUSSHAND	MC123	Y	chey	shy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
350	B4-S014	B4	f83r	R-C	S-FLUSSHAND	MC165	OK+CKH+E+Y	qockhey	qockhey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
351	B4-S014	B4	f83r	R-C	S-FLUSSHAND	MC091	AIR+Y+CLOSE	dairydy	dairydy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
352	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC017	OK+AIN	qokain	okain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	SECONDARY_REPERTOIRE_MATCH
353	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC119	CHEEY	shey	shey	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
354	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC105	AIN	kain	chkain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER	COPY_MASTER_EXEMPLAR_OVERRIDE
355	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC022	CKH+AL	chckhal	chckhal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
356	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC050	SOLK+E+Y	solkey	solkey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
357	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
358	B4-S016	B4	f83r	R-C	S-FLUSSHAND	MC097	OL+AIN	qolkain	olkain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER	SECONDARY_REPERTOIRE_MATCH
359	B4-S016	B4	f83r	R-C	S-FLUSSHAND	MC154	AL	dal	sal	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
360	B4-S016	B4	f83r	R-C	S-FLUSSHAND	MC089	SK+AR	skar	skar	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
361	B4-S016	B4	f83r	R-C	S-FLUSSHAND	MC128	SHED+E+CLOSE	shedy	shedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
362	B5-S001	B5	f83r	R-A	VORLAGENHAND	MC067	OT+CHD+CLOSE	otchdy	otchdy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
363	B5-S002	B5	f83r	R-A	VORLAGENHAND	MC088	OK+CHD+CLOSE	qokchdy	qokchdy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
364	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC113	SHED+AL	shedal	shedal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
365	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC154	AL	dal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
366	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC153	OL	cheol	cheol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
367	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC092	L+OL	lol	lol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
368	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC001	CHD+AL	chdal	chdal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
369	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC039	AIIN	aiin	aiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
370	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC153	OL	sol	cheol	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
371	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC172	IIN	daiiin	daiiin	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
372	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
373	B6-S001	B6	f83r	R-D	KURZHAND	MC020	SOLK+EE+Y	solkeey	solkeey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
374	B6-S001	B6	f83r	R-D	KURZHAND	MC052	KCH+E+Y	qekey	qekey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
375	B6-S001	B6	f83r	R-D	KURZHAND	MC046	AL+Y	raly	raly	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
376	B6-S001	B6	f83r	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
377	B6-S001	B6	f83r	R-D	KURZHAND	MC039	AIIN	daiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
378	B6-S001	B6	f83r	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
379	B6-S001	B6	f83r	R-D	KURZHAND	MC059	DAIN	dain	dain	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
380	B6-S001	B6	f83r	R-D	KURZHAND	MC123	Y	chey	y	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
381	B6-S001	B6	f83r	R-D	KURZHAND	MC101	AL	ldalor	ldalor	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
