case	edition	page	leaf	bundle	writer	paragraphs	observed_heads	source_ids	status	reason	candidate_codes	cuts	rejected_cuts	duplicate_positions
206	ZL3b	f115v	115	103	STAGE_SUFFIX	f115v|f115v.11-f115v.12;f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40	tchdor pchdarody pchodain tshedy pcheo polor pchdair taiin tshar	ZL3b|f115v.11|G001;ZL3b|f115v.13|G001;ZL3b|f115v.18|G001;ZL3b|f115v.21|G001;ZL3b|f115v.24|G001;ZL3b|f115v.29|G001;ZL3b|f115v.31|G001;ZL3b|f115v.34|G001;ZL3b|f115v.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	42	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 42}"	[]
207	ZL3b	f115v	115	104	STAGE_PREFIX	f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40;f115v|f115v.41-f115v.45	pchdarody pchodain tshedy pcheo polor pchdair taiin tshar dcheodl	ZL3b|f115v.13|G001;ZL3b|f115v.18|G001;ZL3b|f115v.21|G001;ZL3b|f115v.24|G001;ZL3b|f115v.29|G001;ZL3b|f115v.31|G001;ZL3b|f115v.34|G001;ZL3b|f115v.37|G001;ZL3b|f115v.41|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	20	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 19}"	[]
208	ZL3b	f115v	115	104	STAGE_SUFFIX	f115v|f115v.13-f115v.17;f115v|f115v.18-f115v.20;f115v|f115v.21-f115v.23;f115v|f115v.24-f115v.28;f115v|f115v.29-f115v.30;f115v|f115v.31-f115v.33;f115v|f115v.34-f115v.36;f115v|f115v.37-f115v.40;f115v|f115v.41-f115v.45	pchdarody pchodain tshedy pcheo polor pchdair taiin tshar dcheodl	ZL3b|f115v.13|G001;ZL3b|f115v.18|G001;ZL3b|f115v.21|G001;ZL3b|f115v.24|G001;ZL3b|f115v.29|G001;ZL3b|f115v.31|G001;ZL3b|f115v.34|G001;ZL3b|f115v.37|G001;ZL3b|f115v.41|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	20	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 20}"	[]
209	ZL3b	f85r1	85	105	STAGE_PREFIX	f85r1|f85r1.1-f85r1.6;f85r1|f85r1.7-f85r1.10;f85r1|f85r1.11-f85r1.16;f85r1|f85r1.17-f85r1.19;f85r1|f85r1.20-f85r1.22;f85r1|f85r1.23-f85r1.25;f85r1|f85r1.26-f85r1.27;f85r1|f85r1.28-f85r1.30;f85r1|f85r1.31-f85r1.35	pdsheody pchedy pdar polky pcheo pchdaiin pchdair kchedar podaiin	ZL3b|f85r1.1|G001;ZL3b|f85r1.7|G001;ZL3b|f85r1.11|G001;ZL3b|f85r1.17|G001;ZL3b|f85r1.20|G001;ZL3b|f85r1.23|G001;ZL3b|f85r1.26|G001;ZL3b|f85r1.28|G001;ZL3b|f85r1.31|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
210	ZL3b	f85r1	85	105	STAGE_SUFFIX	f85r1|f85r1.1-f85r1.6;f85r1|f85r1.7-f85r1.10;f85r1|f85r1.11-f85r1.16;f85r1|f85r1.17-f85r1.19;f85r1|f85r1.20-f85r1.22;f85r1|f85r1.23-f85r1.25;f85r1|f85r1.26-f85r1.27;f85r1|f85r1.28-f85r1.30;f85r1|f85r1.31-f85r1.35	pdsheody pchedy pdar polky pcheo pchdaiin pchdair kchedar podaiin	ZL3b|f85r1.1|G001;ZL3b|f85r1.7|G001;ZL3b|f85r1.11|G001;ZL3b|f85r1.17|G001;ZL3b|f85r1.20|G001;ZL3b|f85r1.23|G001;ZL3b|f85r1.26|G001;ZL3b|f85r1.28|G001;ZL3b|f85r1.31|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
211	IT2a	f103r	103	106	STAGE_PREFIX	f103r|f103r.1-f103r.4;f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29	pchedal pocharal daroal podar dshol polchedy pcheam tchoky qokechy	IT2a|f103r.1|G001;IT2a|f103r.5|G001;IT2a|f103r.8|G001;IT2a|f103r.13|G001;IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	25	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 25}"	[]
212	IT2a	f103r	103	106	STAGE_SUFFIX	f103r|f103r.1-f103r.4;f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29	pchedal pocharal daroal podar dshol polchedy pcheam tchoky qokechy	IT2a|f103r.1|G001;IT2a|f103r.5|G001;IT2a|f103r.8|G001;IT2a|f103r.13|G001;IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	25	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 25}"	[]
213	IT2a	f103r	103	107	STAGE_PREFIX	f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32	pocharal daroal podar dshol polchedy pcheam tchoky qokechy pcholkchdy	IT2a|f103r.5|G001;IT2a|f103r.8|G001;IT2a|f103r.13|G001;IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	20	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 20}"	[]
214	IT2a	f103r	103	107	STAGE_SUFFIX	f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32	pocharal daroal podar dshol polchedy pcheam tchoky qokechy pcholkchdy	IT2a|f103r.5|G001;IT2a|f103r.8|G001;IT2a|f103r.13|G001;IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	20	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 20}"	[]
215	IT2a	f103r	103	108	STAGE_PREFIX	f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34	daroal podar dshol polchedy pcheam tchoky qokechy pcholkchdy qokeey	IT2a|f103r.8|G001;IT2a|f103r.13|G001;IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 24}"	[]
216	IT2a	f103r	103	108	STAGE_SUFFIX	f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34	daroal podar dshol polchedy pcheam tchoky qokechy pcholkchdy qokeey	IT2a|f103r.8|G001;IT2a|f103r.13|G001;IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 24}"	[]
217	IT2a	f103r	103	109	STAGE_PREFIX	f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	podar dshol polchedy pcheam tchoky qokechy pcholkchdy qokeey qokeear	IT2a|f103r.13|G001;IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	63	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 62}"	[]
218	IT2a	f103r	103	109	STAGE_SUFFIX	f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	podar dshol polchedy pcheam tchoky qokechy pcholkchdy qokeey qokeear	IT2a|f103r.13|G001;IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	63	"{""SAME_STAGE_CODE"": 2, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 61}"	[]
219	IT2a	f103r	103	110	STAGE_PREFIX	f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	dshol polchedy pcheam tchoky qokechy pcholkchdy qokeey qokeear pchedy	IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	25	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 25}"	[]
220	IT2a	f103r	103	110	STAGE_SUFFIX	f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	dshol polchedy pcheam tchoky qokechy pcholkchdy qokeey qokeear pchedy	IT2a|f103r.16|G001;IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	25	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 25}"	[]
221	IT2a	f103r	103	111	STAGE_PREFIX	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	polchedy pcheam tchoky qokechy pcholkchdy qokeey qokeear pchedy qokeey	IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[6, 9]]
222	IT2a	f103r	103	111	STAGE_SUFFIX	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	polchedy pcheam tchoky qokechy pcholkchdy qokeey qokeear pchedy qokeey	IT2a|f103r.18|G001;IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[6, 9]]
223	IT2a	f103r	103	112	STAGE_PREFIX	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	pcheam tchoky qokechy pcholkchdy qokeey qokeear pchedy qokeey tar	IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001;IT2a|f103r.43|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[5, 8]]
224	IT2a	f103r	103	112	STAGE_SUFFIX	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	pcheam tchoky qokechy pcholkchdy qokeey qokeear pchedy qokeey tar	IT2a|f103r.21|G001;IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001;IT2a|f103r.43|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[5, 8]]
225	IT2a	f103r	103	113	STAGE_PREFIX	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	tchoky qokechy pcholkchdy qokeey qokeear pchedy qokeey tar qokeedy	IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001;IT2a|f103r.43|G001;IT2a|f103r.45|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[4, 7]]
226	IT2a	f103r	103	113	STAGE_SUFFIX	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	tchoky qokechy pcholkchdy qokeey qokeear pchedy qokeey tar qokeedy	IT2a|f103r.24|G001;IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001;IT2a|f103r.43|G001;IT2a|f103r.45|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[4, 7]]
227	IT2a	f103r	103	114	STAGE_PREFIX	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	qokechy pcholkchdy qokeey qokeear pchedy qokeey tar qokeedy polarar	IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001;IT2a|f103r.43|G001;IT2a|f103r.45|G001;IT2a|f103r.48|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[3, 6]]
228	IT2a	f103r	103	114	STAGE_SUFFIX	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	qokechy pcholkchdy qokeey qokeear pchedy qokeey tar qokeedy polarar	IT2a|f103r.27|G001;IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001;IT2a|f103r.43|G001;IT2a|f103r.45|G001;IT2a|f103r.48|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[3, 6]]
229	IT2a	f103r	103	115	STAGE_PREFIX	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	pcholkchdy qokeey qokeear pchedy qokeey tar qokeedy polarar pchedal	IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001;IT2a|f103r.43|G001;IT2a|f103r.45|G001;IT2a|f103r.48|G001;IT2a|f103r.52|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[2, 5]]
230	IT2a	f103r	103	115	STAGE_SUFFIX	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	pcholkchdy qokeey qokeear pchedy qokeey tar qokeedy polarar pchedal	IT2a|f103r.30|G001;IT2a|f103r.33|G001;IT2a|f103r.35|G001;IT2a|f103r.37|G001;IT2a|f103r.40|G001;IT2a|f103r.43|G001;IT2a|f103r.45|G001;IT2a|f103r.48|G001;IT2a|f103r.52|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[2, 5]]
231	IT2a	f103v	103	116	STAGE_PREFIX	f103v|f103v.1-f103v.4;f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32	pol pcheor pchal sal teeol qokeedy pol pcheody pchear	IT2a|f103v.1|G001;IT2a|f103v.5|G001;IT2a|f103v.9|G001;IT2a|f103v.12|G001;IT2a|f103v.14|G001;IT2a|f103v.17|G001;IT2a|f103v.20|G001;IT2a|f103v.27|G001;IT2a|f103v.30|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[1, 7]]
232	IT2a	f103v	103	116	STAGE_SUFFIX	f103v|f103v.1-f103v.4;f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32	pol pcheor pchal sal teeol qokeedy pol pcheody pchear	IT2a|f103v.1|G001;IT2a|f103v.5|G001;IT2a|f103v.9|G001;IT2a|f103v.12|G001;IT2a|f103v.14|G001;IT2a|f103v.17|G001;IT2a|f103v.20|G001;IT2a|f103v.27|G001;IT2a|f103v.30|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[1, 7]]
233	IT2a	f103v	103	117	STAGE_PREFIX	f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36	pcheor pchal sal teeol qokeedy pol pcheody pchear yshey	IT2a|f103v.5|G001;IT2a|f103v.9|G001;IT2a|f103v.12|G001;IT2a|f103v.14|G001;IT2a|f103v.17|G001;IT2a|f103v.20|G001;IT2a|f103v.27|G001;IT2a|f103v.30|G001;IT2a|f103v.33|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	12	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 12}"	[]
234	IT2a	f103v	103	117	STAGE_SUFFIX	f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36	pcheor pchal sal teeol qokeedy pol pcheody pchear yshey	IT2a|f103v.5|G001;IT2a|f103v.9|G001;IT2a|f103v.12|G001;IT2a|f103v.14|G001;IT2a|f103v.17|G001;IT2a|f103v.20|G001;IT2a|f103v.27|G001;IT2a|f103v.30|G001;IT2a|f103v.33|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	12	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 12}"	[]
235	IT2a	f103v	103	118	STAGE_PREFIX	f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38	pchal sal teeol qokeedy pol pcheody pchear yshey ol	IT2a|f103v.9|G001;IT2a|f103v.12|G001;IT2a|f103v.14|G001;IT2a|f103v.17|G001;IT2a|f103v.20|G001;IT2a|f103v.27|G001;IT2a|f103v.30|G001;IT2a|f103v.33|G001;IT2a|f103v.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	20	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 20}"	[]
236	IT2a	f103v	103	118	STAGE_SUFFIX	f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38	pchal sal teeol qokeedy pol pcheody pchear yshey ol	IT2a|f103v.9|G001;IT2a|f103v.12|G001;IT2a|f103v.14|G001;IT2a|f103v.17|G001;IT2a|f103v.20|G001;IT2a|f103v.27|G001;IT2a|f103v.30|G001;IT2a|f103v.33|G001;IT2a|f103v.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	20	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 20}"	[]
237	IT2a	f103v	103	119	STAGE_PREFIX	f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42	sal teeol qokeedy pol pcheody pchear yshey ol polshor	IT2a|f103v.12|G001;IT2a|f103v.14|G001;IT2a|f103v.17|G001;IT2a|f103v.20|G001;IT2a|f103v.27|G001;IT2a|f103v.30|G001;IT2a|f103v.33|G001;IT2a|f103v.37|G001;IT2a|f103v.39|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 24}"	[]
238	IT2a	f103v	103	119	STAGE_SUFFIX	f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42	sal teeol qokeedy pol pcheody pchear yshey ol polshor	IT2a|f103v.12|G001;IT2a|f103v.14|G001;IT2a|f103v.17|G001;IT2a|f103v.20|G001;IT2a|f103v.27|G001;IT2a|f103v.30|G001;IT2a|f103v.33|G001;IT2a|f103v.37|G001;IT2a|f103v.39|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 23}"	[]
239	IT2a	f103v	103	120	STAGE_PREFIX	f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42;f103v|f103v.43-f103v.46	teeol qokeedy pol pcheody pchear yshey ol polshor orain	IT2a|f103v.14|G001;IT2a|f103v.17|G001;IT2a|f103v.20|G001;IT2a|f103v.27|G001;IT2a|f103v.30|G001;IT2a|f103v.33|G001;IT2a|f103v.37|G001;IT2a|f103v.39|G001;IT2a|f103v.43|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	2	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 2}"	[]
