component_recipe	component_count	events	surface_types	surfaces	page_count	physical_pages	residual_drawer	current_short_reading_de	teaching_instruction_de
K+AIR	2	1	1	kair	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Flüssigkeits- oder Stationslauf	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+AL+OL	3	1	1	kalol	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Ziel- oder Anschlussstelle; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+AM_ADDR	2	1	1	kam	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Innenstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+A_ADDR+LOCAL_CHAR_I+IIN	4	1	1	kaiiin	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; lokale Arbeitsstelle; auf der Unterstufe; Arbeitsstufe	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CH+AIIN	3	1	1	kchaiin	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CH+AL	3	1	1	kchal	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CH+AR+LOCAL_CHAR_G	4	1	1	kcharg	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Entnahmestelle; einmal ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CH+E+Y	4	1	1	kchey	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CH+EE+D_ADDR+CHD+Y	6	1	1	kcheedchdy	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CH+EE+Y	4	1	1	kcheey	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CH+O+AR	4	1	1	kchoar	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CH+OR	3	1	1	kchor	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CHD+Y	3	1	1	kchdy	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+CHD+Y+K+AR+Y	6	1	1	kchedykary	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+E+DY	3	1	1	kedy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; kurz oder direkt; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+E+SH+Y	4	1	1	keishy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; kurz oder direkt; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+E+S_ADDR+D_ADDR	4	1	1	kesd	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; kurz oder direkt; bezeichnete s-Stelle; bezeichneter Teil	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+EE+Y+LOCAL_CHAR_F+AR	5	1	1	keeyfar	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand; über einen Nebenpfad; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+O+A_ADDR+Y	4	1	1	koay	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Arbeitsgang ausführen; lokale Arbeitsstelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+O+M_LOCAL	3	1	1	kom	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Arbeitsgang ausführen; im Mittelgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+OL+CHD+Y	4	1	1	kolchdy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+OL+DY	3	1	1	koldy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+OR	2	1	1	kor	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+OR+CH+Y	4	1	1	korchy	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+SH+E+Y	4	1	1	kshey	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
K+SH+Y	3	1	1	kshy	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+AIIN	2	1	1	chldaiin	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+AL	2	1	1	lal	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+AL+OR	3	1	1	ldalor	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Ziel- oder Anschlussstelle; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CH	2	1	1	lch	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CH+CPH+E+DY	5	1	1	lchcphedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; umleiten; kurz oder direkt; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CH+EE+D_ADDR+Y	5	1	1	lcheedy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CH+EE+OR	4	1	1	lcheeor	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; länger oder gehalten; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CH+O	3	1	1	lcho	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CH+P+CHD+Y	5	1	1	lchpchdy	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CH+S	3	1	1	lchs	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CH+Y	3	1	1	lchy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CHD+AL	3	1	1	lchedal	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CHD+AR	3	1	1	lchedar	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CHD+Y	3	1	1	lchdy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+CKH+E+DY	4	1	1	lcheckhedy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; durch einen Durchlass führen; kurz oder direkt; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+DA+R	3	1	1	ldar	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; zweite Arbeitsstufe; Zustand kennzeichnen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+EE+Y	3	1	1	lcheey	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; länger oder gehalten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+K+AM_ADDR+O	4	1	1	lkamo	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; Innenstelle; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+K+CHD+Y	4	1	1	lkchedy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+K+E+D_ADDR+E+Y	6	1	1	lkedey	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; kurz oder direkt; bezeichneter Teil; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+K+EE+D_ADDR	4	1	1	lkeed	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; bezeichneter Teil	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+K+EE+D_ADDR+Y	5	1	1	lkeedy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+K+EE+Y	4	1	1	lkeey	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+O+CHD+DY	4	1	1	lochedy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgang ausführen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+OL+CHD+DY	4	1	1	lolchedy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+OL+OL	3	1	1	lolol	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+P+CHD+Y	4	1	1	lpchedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+R	2	1	1	lr	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Zustand kennzeichnen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+SH+E+D_ADDR+AR+Y	6	1	1	lshedary	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgegenstand halten; kurz oder direkt; bezeichneter Teil; Entnahmestelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+SH+E+Y	4	1	1	lshey	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+SHED	2	1	1	lshed	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; absetzen lassen	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+T+AIN	3	1	1	ltain	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+T+AR+Y	4	1	1	ltary	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Entnahmestelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
L+T+EE+D_ADDR+Y	5	1	1	lteedy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgang einstellen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
LOCAL_CHAR_G+IIN	2	1	1	giin	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	einmal ausführen; Arbeitsstufe	Einmalig aus den bekannten Kürzeln zusammensetzen.
LSH+E+T+Y	4	1	1	lshety	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	spülen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
LSH+O	2	1	1	lsho	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	spülen; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+AIN	2	1	1	oain	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+CHD+Y	3	1	1	ochedy	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+CKH+Y	3	1	1	ockhy	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; durch einen Durchlass führen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+CTH+E+OL	4	1	1	octheol	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+CTH+O+D_ADDR+Y	5	1	1	octhody	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+CTH+OL+E	4	1	1	octhole	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; bis bereit führen; im selben Arbeitsgang fortfahren; kurz oder direkt	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+DA+E+IIN	4	1	1	odaeiin	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; zweite Arbeitsstufe; kurz oder direkt; Arbeitsstufe	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+DA+L	3	1	1	odal	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+DA+LOCAL_CHAR_I+IIN	4	1	1	odaiiin	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; zweite Arbeitsstufe; auf der Unterstufe; Arbeitsstufe	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+DA+S	3	1	1	odas	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; zweite Arbeitsstufe; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+D_ADDR+AIIN	3	1	1	odaiin	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+D_ADDR+AIN	3	1	1	odain	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+D_ADDR+AR	3	1	1	odar	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+D_ADDR+L	3	1	1	odl	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+D_ADDR+Y	3	1	1	qodchy	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+E+AR	3	1	1	oear	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+E+D_ADDR+AIN	4	1	1	oedain	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; kurz oder direkt; bezeichneter Teil; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+E+K+AIN	4	1	1	oekain	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; kurz oder direkt; Material zugeben; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+EE+O+S	4	1	1	oeeos	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+EEE+D_ADDR	3	1	1	oeeed	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; vollständig; bezeichneter Teil	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+EEE+S	3	1	1	oeees	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; vollständig; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+G_LABEL	2	1	1	og	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Prüfmarke setzen	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+LOCAL_CHAR_F+AL	3	1	1	ofal	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; über einen Nebenpfad; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+LOCAL_CHAR_F+AR	3	1	1	ofar	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; über einen Nebenpfad; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	7	1	1	ofalsheky	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; über einen Nebenpfad; lokale Arbeitsstelle; spülen; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+LOCAL_CHAR_F+Y+DY	4	1	1	ofydy	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; über einen Nebenpfad; dieser Arbeitsgegenstand; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+LSH+E+O+D_ADDR+Y	6	1	1	olsheody	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; spülen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+OK+AIN	3	1	1	oqokain	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Arbeitsgang ansetzen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+OL	2	1	1	ochol	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+OT+OR	3	1	1	oqotor	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; danach oder nächster Posten; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+P+AR+CH+Y	5	1	1	oparchy	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; Entnahmestelle; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+P+CH+EE+OL	5	1	1	opcheeol	1	f68r1	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; länger oder gehalten; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+P+CH+OR	4	1	1	opchor	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+P+E+DY	4	1	1	opedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; kurz oder direkt; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+P+O+D_ADDR+OL	5	1	1	opodchol	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; Arbeitsgang ausführen; bezeichneter Teil; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+P+SHED+Y	4	1	1	opshedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; absetzen lassen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+S+AIN	3	1	1	osain	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; Arbeitsvariante auswählen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+SHED+Y	3	1	1	oshedy	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; absetzen lassen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+Y	2	1	1	qoy	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
O+Y+K+CH+OR	5	1	1	oykchor	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ausführen; dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+AL+DY	3	1	1	okaldy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+AL+Y	3	1	1	qokaly	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+AM_ADDR	2	1	1	qokam	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Innenstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+AN	2	1	1	qokan	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; weiteren Posten zugeben	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+AR+CHD+Y	4	1	1	okarchedy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Entnahmestelle; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+AR+DY	3	1	1	qokardy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Entnahmestelle; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+A_ADDR+LOCAL_CHAR_I+IIN	4	1	1	okaiiin	1	f68r1	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; lokale Arbeitsstelle; auf der Unterstufe; Arbeitsstufe	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+CH+AL	3	1	1	okchal	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+CH+E+Y	4	1	1	chokchey	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
