event_id	physical_page	locus	surface	component_recipe	component_slots	collapsed_slot_pattern	portable_atomic_reading_de	compact_layer
P912-E1374	f82r	f82r.31	qokain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E1375	f82r	f82r.31	cheedy	CH+EE+D_ADDR+Y	ACTION+GRADE+ARGUMENT+REFERENT	ACTION>GRADE>ARGUMENT>REFERENT	NEHMEN · LÄNGER · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1376	f82r	f82r.31	lched	L+CHD	ACTION+ACTION	ACTION	LEITEN · UMSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1377	f82r	f82r.32	taiin	T+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	EINSTELLEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1378	f82r	f82r.32	shedaiin	SHED+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	ABSETZEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1379	f82r	f82r.32	chckhey	CH+CKH+E+Y	ACTION+ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	NEHMEN · DURCHLASS · KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1380	f82r	f82r.32	lchey	L+Y	ACTION+REFERENT	ACTION>REFERENT	LEITEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1381	f82r	f82r.32	lcheckhy	L+CKH+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	LEITEN · DURCHLASS · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1382	f82r	f82r.32	sheey	SH+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · LÄNGER · DIES	LEARNED_FORMULA_CARD
P912-E1383	f82r	f82r.32	lr	L+R	ACTION+ACTION	ACTION	LEITEN · MARKIEREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1384	f82r	f82r.32	chey	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1385	f82r	f82r.32	rain	R+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	MARKIEREN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1386	f82r	f82r.33	sain	S+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1387	f82r	f82r.33	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1388	f82r	f82r.33	cheol	CHEO+L	ACTION+ACTION	ACTION	AUSZUG · LEITEN	LEARNED_FORMULA_CARD
P912-E1389	f82r	f82r.33	ey	E+Y	GRADE+REFERENT	GRADE>REFERENT	KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1390	f82r	f82r.33	cheor	CHEO+R	ACTION+ACTION	ACTION	AUSZUG · MARKIEREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1391	f82r	f82r.33	chey	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1392	f82r	f82r.34	okor	OK+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SATZ	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1393	f82r	f82r.35	darol	DA+R+OL	GRADE+ACTION+ORDER	GRADE>ACTION>ORDER	ZWEIT · MARKIEREN · FORTSETZEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1394	f82r	f82r.36	okal	OK+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1395	f82r	f82r.37	okaldy	OK+AL+DY	ACTION+ARGUMENT+CLOSE	ACTION>ARGUMENT>CLOSE	SETZEN · ZIEL · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1396	f82r	f82r.38	darary	DA+R+AR+Y	GRADE+ACTION+ARGUMENT+REFERENT	GRADE>ACTION>ARGUMENT>REFERENT	ZWEIT · MARKIEREN · QUELLE · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1397	f82r	f82r.39	okairady	OK+AIR+A_ADDR+D_ADDR+Y	ACTION+ARGUMENT+ARGUMENT+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT	SETZEN · LAUF · ORT · TEIL · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1398	f82r	f82r.40	sororl	S+OR+OR+L	ACTION+ARGUMENT+ARGUMENT+ACTION	ACTION>ARGUMENT>ACTION	AUSWÄHLEN · SATZ · SATZ · LEITEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1399	f82r	f82r.41	olkoky	OL+K+OK+Y	ORDER+ACTION+ACTION+REFERENT	ORDER>ACTION>REFERENT	FORTSETZEN · GEBEN · SETZEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1400	f82r	f82r.42	sokoly	S+OK+OL+Y	ACTION+ACTION+ORDER+REFERENT	ACTION>ORDER>REFERENT	AUSWÄHLEN · SETZEN · FORTSETZEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1401	f82r	f82r.43	dolol	D_ADDR+OL+OL	ARGUMENT+ORDER+ORDER	ARGUMENT>ORDER	TEIL · FORTSETZEN · FORTSETZEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1402	f82r	f82r.44	olaiin	OL+AIIN	ORDER+ARGUMENT	ORDER>ARGUMENT	FORTSETZEN · SOLLWERT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1403	f82r	f82r.45	okeear	OK+EE+AR	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	SETZEN · LÄNGER · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E1404	f83r	f83r.1	tchedy	T+CHD+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	EINSTELLEN · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1405	f83r	f83r.1	lpchedy	L+P+CHD+Y	ACTION+ACTION+ACTION+REFERENT	ACTION>REFERENT	LEITEN · EINSETZEN · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1406	f83r	f83r.1	opedy	O+P+E+DY	ACTION+ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	AUSFÜHREN · EINSETZEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1407	f83r	f83r.1	chepol	CH+E+P+OL	ACTION+GRADE+ACTION+ORDER	ACTION>GRADE>ACTION>ORDER	NEHMEN · KURZ · EINSETZEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1408	f83r	f83r.1	pchedar	P+CHD+AR	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	EINSETZEN · UMSETZEN · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1409	f83r	f83r.1	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1410	f83r	f83r.1	qopchedy	CARRIER_Q+O+P+CHD+Y	FRAME+ACTION+ACTION+ACTION+REFERENT	FRAME>ACTION>REFERENT	BEGINNEN · AUSFÜHREN · EINSETZEN · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1411	f83r	f83r.2	sol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1412	f83r	f83r.2	cheey	SH+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · LÄNGER · DIES	LEARNED_FORMULA_CARD
P912-E1413	f83r	f83r.2	qokaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E1414	f83r	f83r.2	shol	SH+OL	ACTION+ORDER	ACTION>ORDER	HALTEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1415	f83r	f83r.2	lchs	L+CH+S	ACTION+ACTION+ACTION	ACTION	LEITEN · NEHMEN · AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1416	f83r	f83r.2	shey	SH+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · KURZ · DIES	LEARNED_FORMULA_CARD
P912-E1417	f83r	f83r.2	qoteedy	OT+EE+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1418	f83r	f83r.2	rches	R+CH+E+S	ACTION+ACTION+GRADE+ACTION	ACTION>GRADE>ACTION	MARKIEREN · NEHMEN · KURZ · AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1419	f83r	f83r.2	ar	AR	ARGUMENT	ARGUMENT	QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1420	f83r	f83r.2	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1421	f83r	f83r.2	dor	D_ADDR+OR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1422	f83r	f83r.3	olkeedy	SOLK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	AUFFANGEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1423	f83r	f83r.3	qotal	OT+AL	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · ZIEL	LEARNED_FORMULA_CARD
P912-E1424	f83r	f83r.3	chkeedy	CHK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	BEHANDELN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1425	f83r	f83r.3	chey	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1426	f83r	f83r.3	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1427	f83r	f83r.3	chey	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1428	f83r	f83r.3	lchedy	L+CHD+DY	ACTION+ACTION+CLOSE	ACTION>CLOSE	LEITEN · UMSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1429	f83r	f83r.3	qokaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E1430	f83r	f83r.3	qotal	OT+AL	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · ZIEL	LEARNED_FORMULA_CARD
P912-E1431	f83r	f83r.3	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E1432	f83r	f83r.4	qokshedy	OK+SH+E+DY	ACTION+ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · HALTEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1433	f83r	f83r.4	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1434	f83r	f83r.4	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1435	f83r	f83r.4	chkedy	CHK+E+D_ADDR+Y	ACTION+GRADE+ARGUMENT+REFERENT	ACTION>GRADE>ARGUMENT>REFERENT	BEHANDELN · KURZ · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1436	f83r	f83r.4	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1437	f83r	f83r.4	shetar	SH+E+T+AR	ACTION+GRADE+ACTION+ARGUMENT	ACTION>GRADE>ACTION>ARGUMENT	HALTEN · KURZ · EINSTELLEN · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1438	f83r	f83r.4	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1439	f83r	f83r.4	qekaiin	CARRIER_Q+E+K+AIIN	FRAME+GRADE+ACTION+ARGUMENT	FRAME>GRADE>ACTION>ARGUMENT	BEGINNEN · KURZ · GEBEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1440	f83r	f83r.4	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1441	f83r	f83r.5	deey	D_ADDR+EE+Y	ARGUMENT+GRADE+REFERENT	ARGUMENT>GRADE>REFERENT	TEIL · LÄNGER · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1442	f83r	f83r.5	qotaiin	OT+AIIN	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1443	f83r	f83r.5	checkhy	CH+E+CKH+Y	ACTION+GRADE+ACTION+REFERENT	ACTION>GRADE>ACTION>REFERENT	NEHMEN · KURZ · DURCHLASS · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1444	f83r	f83r.5	qoty	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E1445	f83r	f83r.5	cheg	CH+E+LOCAL_CHAR_G	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	NEHMEN · KURZ · EINMAL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1446	f83r	f83r.5	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1447	f83r	f83r.5	qokeey	OK+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · LÄNGER · DIES	LEARNED_FORMULA_CARD
P912-E1448	f83r	f83r.5	rchedy	R+CHD+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	MARKIEREN · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1449	f83r	f83r.5	qoteedy	OT+EE+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1450	f83r	f83r.5	lo	L+O	ACTION+ACTION	ACTION	LEITEN · AUSFÜHREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1451	f83r	f83r.6	schedy	CHD+DY	ACTION+CLOSE	ACTION>CLOSE	UMSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1452	f83r	f83r.6	chedchy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1453	f83r	f83r.6	qokal	OK+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · ZIEL	LEARNED_FORMULA_CARD
P912-E1454	f83r	f83r.6	olchedy	OL+CHD+DY	ORDER+ACTION+CLOSE	ORDER>ACTION>CLOSE	FORTSETZEN · UMSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1455	f83r	f83r.6	qokaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E1456	f83r	f83r.6	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1457	f83r	f83r.6	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1458	f83r	f83r.6	lchedy	L+CHD+DY	ACTION+ACTION+CLOSE	ACTION>CLOSE	LEITEN · UMSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1459	f83r	f83r.6	qoky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1460	f83r	f83r.7	solshed	S+OL+SHED	ACTION+ORDER+ACTION	ACTION>ORDER>ACTION	AUSWÄHLEN · FORTSETZEN · ABSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1461	f83r	f83r.7	lsheedy	LSH+EE+D_ADDR+Y	ACTION+GRADE+ARGUMENT+REFERENT	ACTION>GRADE>ARGUMENT>REFERENT	SPÜLEN · LÄNGER · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1462	f83r	f83r.7	qeeedy	CARRIER_Q+EEE+D_ADDR+Y	FRAME+GRADE+ARGUMENT+REFERENT	FRAME>GRADE>ARGUMENT>REFERENT	BEGINNEN · VOLL · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1463	f83r	f83r.7	qoky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1464	f83r	f83r.7	o	O	ACTION	ACTION	AUSFÜHREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1465	f83r	f83r.7	qol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1466	f83r	f83r.7	rsheedy	R+SH+EE+D_ADDR+Y	ACTION+ACTION+GRADE+ARGUMENT+REFERENT	ACTION>GRADE>ARGUMENT>REFERENT	MARKIEREN · HALTEN · LÄNGER · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1467	f83r	f83r.7	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1468	f83r	f83r.7	qoteedy	OT+EE+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1469	f83r	f83r.7	qoteedy	OT+EE+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1470	f83r	f83r.8	pchedal	P+CHD+AL	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	EINSETZEN · UMSETZEN · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1471	f83r	f83r.8	otedy	OT+E+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1472	f83r	f83r.8	shecthedchy	SH+E+CTH+CHD+Y	ACTION+GRADE+ACTION+ACTION+REFERENT	ACTION>GRADE>ACTION>REFERENT	HALTEN · KURZ · BEREIT · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1473	f83r	f83r.8	qoky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1474	f83r	f83r.8	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1475	f83r	f83r.8	chary	AR+Y	ARGUMENT+REFERENT	ARGUMENT>REFERENT	QUELLE · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1476	f83r	f83r.9	pchor	P+CH+OR	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	EINSETZEN · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1477	f83r	f83r.9	checphedy	CH+E+CPH+E+DY	ACTION+GRADE+ACTION+GRADE+CLOSE	ACTION>GRADE>ACTION>GRADE>CLOSE	NEHMEN · KURZ · UMLEITEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1478	f83r	f83r.9	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1479	f83r	f83r.9	lsheedy	LSH+EE+D_ADDR+Y	ACTION+GRADE+ARGUMENT+REFERENT	ACTION>GRADE>ARGUMENT>REFERENT	SPÜLEN · LÄNGER · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1480	f83r	f83r.9	qokchdy	OK+CHD+DY	ACTION+ACTION+CLOSE	ACTION>CLOSE	SETZEN · UMSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1481	f83r	f83r.9	r	R	ACTION	ACTION	MARKIEREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1482	f83r	f83r.9	shedkedy	SHED+K+E+D_ADDR+Y	ACTION+ACTION+GRADE+ARGUMENT+REFERENT	ACTION>GRADE>ARGUMENT>REFERENT	ABSETZEN · GEBEN · KURZ · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1483	f83r	f83r.9	qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	FRAME+ACTION+ACTION+ACTION+ARGUMENT+REFERENT	FRAME>ACTION>ARGUMENT>REFERENT	BEGINNEN · AUSFÜHREN · EINSETZEN · HALTEN · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1484	f83r	f83r.9	qopy	CARRIER_Q+O+P+Y	FRAME+ACTION+ACTION+REFERENT	FRAME>ACTION>REFERENT	BEGINNEN · AUSFÜHREN · EINSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1485	f83r	f83r.10	olkeey	SOLK+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	AUFFANGEN · LÄNGER · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1486	f83r	f83r.10	rchs	R+CH+S	ACTION+ACTION+ACTION	ACTION	MARKIEREN · NEHMEN · AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1487	f83r	f83r.10	cheeb	CH+EE+LOCAL_CHAR_B	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	NEHMEN · LÄNGER · PAAR	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1488	f83r	f83r.10	ols	OL+S	ORDER+ACTION	ORDER>ACTION	FORTSETZEN · AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1489	f83r	f83r.10	aiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1490	f83r	f83r.10	skal	S+K+AL	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · GEBEN · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1491	f83r	f83r.10	dain	AIN	ARGUMENT	ARGUMENT	EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1492	f83r	f83r.10	cthal	CTH+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	BEREIT · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1493	f83r	f83r.10	s	S	ACTION	ACTION	AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1494	f83r	f83r.10	aiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1495	f83r	f83r.10	chky	CHK+Y	ACTION+REFERENT	ACTION>REFERENT	BEHANDELN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1496	f83r	f83r.10	lal	L+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	LEITEN · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1497	f83r	f83r.10	sam	S+AM_ADDR	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · INNEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1498	f83r	f83r.11	sor	S+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1499	f83r	f83r.11	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1500	f83r	f83r.11	qokaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E1501	f83r	f83r.11	chkain	CHK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	BEHANDELN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1502	f83r	f83r.11	shcthey	SH+CTH+E+Y	ACTION+ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · BEREIT · KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1503	f83r	f83r.11	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1504	f83r	f83r.11	okair	OK+AIR	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · LAUF	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1505	f83r	f83r.11	sheedy	SH+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	HALTEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1506	f83r	f83r.11	lchedy	L+CHD+DY	ACTION+ACTION+CLOSE	ACTION>CLOSE	LEITEN · UMSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1507	f83r	f83r.11	lo	L+O	ACTION+ACTION	ACTION	LEITEN · AUSFÜHREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1508	f83r	f83r.12	qockhol	CARRIER_Q+O+CKH+OL	FRAME+ACTION+ACTION+ORDER	FRAME>ACTION>ORDER	BEGINNEN · AUSFÜHREN · DURCHLASS · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1509	f83r	f83r.12	sheckhy	SH+E+CKH+Y	ACTION+GRADE+ACTION+REFERENT	ACTION>GRADE>ACTION>REFERENT	HALTEN · KURZ · DURCHLASS · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1510	f83r	f83r.12	otal	OT+AL	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · ZIEL	LEARNED_FORMULA_CARD
P912-E1511	f83r	f83r.12	qokeal	OK+E+AL	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	SETZEN · KURZ · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
