neighbor_id	source_recipe	target_recipe	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_is_exact_catalog_key	target_identity_route	neutral_execution_decision	sampled_context_count	sampled_occurrence_weight	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	green_occurrence_weight	amber_occurrence_weight	stop_occurrence_weight	observed_context_robustness	stop_factor_rules	neutral_stop_rescued_in_any_context	neutral_read_stops_in_any_context	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
G447-N15946	OK+E+AR	OK+AR+E	ADJACENT_SWAP	2-3	E>AR	AR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f77r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N15963	OK+E+AR+CH+E+O+L	E+OK+AR+CH+E+O+L	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N15964	OK+E+AR+CH+E+O+L	OK+AR+E+CH+E+O+L	ADJACENT_SWAP	2-3	E>AR	AR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N15965	OK+E+AR+CH+E+O+L	OK+E+AR+CH+E+L+O	ADJACENT_SWAP	6-7	O>L	L>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N15966	OK+E+AR+CH+E+O+L	OK+E+AR+CH+O+E+L	ADJACENT_SWAP	5-6	E>O	O>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N15967	OK+E+AR+CH+E+O+L	OK+E+AR+E+CH+O+L	ADJACENT_SWAP	4-5	CH>E	E>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N15968	OK+E+AR+CH+E+O+L	OK+E+CH+AR+E+O+L	ADJACENT_SWAP	3-4	AR>CH	CH>AR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16002	OK+E+CHD+DY	E+OK+CHD+DY	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f75r|f81r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16003	OK+E+CHD+DY	OK+CHD+E+DY	ADJACENT_SWAP	2-3	E>CHD	CHD>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f75r|f81r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16004	OK+E+CHD+DY	OK+E+DY+CHD	ADJACENT_SWAP	3-4	CHD>DY	DY>CHD	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f75r|f81r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16027	OK+E+DY	E+OK+DY	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	25	67	9	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	25	0	0	67	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16028	OK+E+DY	OK+DY+E	ADJACENT_SWAP	2-3	E>DY	DY>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	25	67	9	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	25	0	0	67	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16042	OK+E+D_ADDR	E+OK+D_ADDR	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	3	3	2	f75r|f76r	3	0	0	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16043	OK+E+D_ADDR	OK+D_ADDR+E	ADJACENT_SWAP	2-3	E>D_ADDR	D_ADDR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	3	3	2	f75r|f76r	3	0	0	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16057	OK+E+D_ADDR+AL+OR	E+OK+D_ADDR+AL+OR	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16058	OK+E+D_ADDR+AL+OR	OK+D_ADDR+E+AL+OR	ADJACENT_SWAP	2-3	E>D_ADDR	D_ADDR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16059	OK+E+D_ADDR+AL+OR	OK+E+AL+D_ADDR+OR	ADJACENT_SWAP	3-4	D_ADDR>AL	AL>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16060	OK+E+D_ADDR+AL+OR	OK+E+D_ADDR+OR+AL	ADJACENT_SWAP	4-5	AL>OR	OR>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16082	OK+E+D_ADDR+AR	E+OK+D_ADDR+AR	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16083	OK+E+D_ADDR+AR	OK+D_ADDR+E+AR	ADJACENT_SWAP	2-3	E>D_ADDR	D_ADDR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16084	OK+E+D_ADDR+AR	OK+E+AR+D_ADDR	ADJACENT_SWAP	3-4	D_ADDR>AR	AR>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16102	OK+E+D_ADDR+OL	E+OK+D_ADDR+OL	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16103	OK+E+D_ADDR+OL	OK+D_ADDR+E+OL	ADJACENT_SWAP	2-3	E>D_ADDR	D_ADDR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16104	OK+E+D_ADDR+OL	OK+E+OL+D_ADDR	ADJACENT_SWAP	3-4	D_ADDR>OL	OL>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16120	OK+E+D_ADDR+OR	E+OK+D_ADDR+OR	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16121	OK+E+D_ADDR+OR	OK+D_ADDR+E+OR	ADJACENT_SWAP	2-3	E>D_ADDR	D_ADDR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16122	OK+E+D_ADDR+OR	OK+E+OR+D_ADDR	ADJACENT_SWAP	3-4	D_ADDR>OR	OR>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16158	OK+E+O	E+OK+O	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	8	8	5	f67r2|f71v|f72r|f88v|f89r	8	0	0	8	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16159	OK+E+O	OK+O+E	ADJACENT_SWAP	2-3	E>O	O>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	8	8	5	f67r2|f71v|f72r|f88v|f89r	8	0	0	8	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16173	OK+E+O+AL	E+OK+O+AL	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16174	OK+E+O+AL	OK+E+AL+O	ADJACENT_SWAP	3-4	O>AL	AL>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16175	OK+E+O+AL	OK+O+E+AL	ADJACENT_SWAP	2-3	E>O	O>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16193	OK+E+O+AM_ADDR	E+OK+O+AM_ADDR	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f88r|f88v	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16194	OK+E+O+AM_ADDR	OK+E+AM_ADDR+O	ADJACENT_SWAP	3-4	O>AM_ADDR	AM_ADDR>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f88r|f88v	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16195	OK+E+O+AM_ADDR	OK+O+E+AM_ADDR	ADJACENT_SWAP	2-3	E>O	O>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f88r|f88v	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16210	OK+E+O+CH+Y	E+OK+O+CH+Y	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16211	OK+E+O+CH+Y	OK+E+CH+O+Y	ADJACENT_SWAP	3-4	O>CH	CH>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16212	OK+E+O+CH+Y	OK+E+O+Y+CH	ADJACENT_SWAP	4-5	CH>Y	Y>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16213	OK+E+O+CH+Y	OK+O+E+CH+Y	ADJACENT_SWAP	2-3	E>O	O>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16240	OK+E+O+D_ADDR+AL+Y	E+OK+O+D_ADDR+AL+Y	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f71v|f72r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16241	OK+E+O+D_ADDR+AL+Y	OK+E+D_ADDR+O+AL+Y	ADJACENT_SWAP	3-4	O>D_ADDR	D_ADDR>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f71v|f72r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16242	OK+E+O+D_ADDR+AL+Y	OK+E+O+AL+D_ADDR+Y	ADJACENT_SWAP	4-5	D_ADDR>AL	AL>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f71v|f72r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16243	OK+E+O+D_ADDR+AL+Y	OK+E+O+D_ADDR+Y+AL	ADJACENT_SWAP	5-6	AL>Y	Y>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f71v|f72r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16244	OK+E+O+D_ADDR+AL+Y	OK+O+E+D_ADDR+AL+Y	ADJACENT_SWAP	2-3	E>O	O>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f71v|f72r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16267	OK+E+O+D_ADDR+Y	E+OK+O+D_ADDR+Y	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	12	12	5	f55v|f72r|f88r|f88v|f89r	12	0	0	12	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16268	OK+E+O+D_ADDR+Y	OK+E+D_ADDR+O+Y	ADJACENT_SWAP	3-4	O>D_ADDR	D_ADDR>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	12	12	5	f55v|f72r|f88r|f88v|f89r	12	0	0	12	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16269	OK+E+O+D_ADDR+Y	OK+E+O+Y+D_ADDR	ADJACENT_SWAP	4-5	D_ADDR>Y	Y>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	12	12	5	f55v|f72r|f88r|f88v|f89r	12	0	0	12	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16270	OK+E+O+D_ADDR+Y	OK+O+E+D_ADDR+Y	ADJACENT_SWAP	2-3	E>O	O>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	12	12	5	f55v|f72r|f88r|f88v|f89r	12	0	0	12	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16289	OK+E+O+S	E+OK+O+S	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	1	f72r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16290	OK+E+O+S	OK+E+S+O	ADJACENT_SWAP	3-4	O>S	S>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	1	f72r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16291	OK+E+O+S	OK+O+E+S	ADJACENT_SWAP	2-3	E>O	O>E	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	2	2	1	f72r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16314	OK+E+O+S+AR	E+OK+O+S+AR	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f71v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16315	OK+E+O+S+AR	OK+E+O+AR+S	ADJACENT_SWAP	4-5	S>AR	AR>S	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f71v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16316	OK+E+O+S+AR	OK+E+S+O+AR	ADJACENT_SWAP	3-4	O>S	S>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f71v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16317	OK+E+O+S+AR	OK+O+E+S+AR	ADJACENT_SWAP	2-3	E>O	O>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f71v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16344	OK+E+O+Y	E+OK+O+Y	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f82r|f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16345	OK+E+O+Y	OK+E+Y+O	ADJACENT_SWAP	3-4	O>Y	Y>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f82r|f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16346	OK+E+O+Y	OK+O+E+Y	ADJACENT_SWAP	2-3	E>O	O>E	ORDER	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	2	2	2	f82r|f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16364	OK+E+OL	E+OK+OL	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	14	15	6	f72r|f76r|f81v|f82r|f88r|f89r	14	0	0	15	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16365	OK+E+OL	OK+OL+E	ADJACENT_SWAP	2-3	E>OL	OL>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	14	15	6	f72r|f76r|f81v|f82r|f88r|f89r	14	0	0	15	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16380	OK+E+OL+AIIN	E+OK+OL+AIIN	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16381	OK+E+OL+AIIN	OK+E+AIIN+OL	ADJACENT_SWAP	3-4	OL>AIIN	AIIN>OL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16382	OK+E+OL+AIIN	OK+OL+E+AIIN	ADJACENT_SWAP	2-3	E>OL	OL>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16401	OK+E+OR	E+OK+OR	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	7	7	5	f18r|f72r|f76r|f88r|f89r	7	0	0	7	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16402	OK+E+OR	OK+OR+E	ADJACENT_SWAP	2-3	E>OR	OR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	7	7	5	f18r|f72r|f76r|f88r|f89r	7	0	0	7	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N16419	OK+E+S+DY	E+OK+S+DY	ADJACENT_SWAP	1-2	OK>E	E>OK	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	1	1	1	f81r	0	1	0	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
G447-N16420	OK+E+S+DY	OK+E+DY+S	ADJACENT_SWAP	3-4	S>DY	DY>S	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
