target_recipe	target_is_exact_catalog_key	target_identity_route	source_neighbor_edge_count	distinct_source_recipe_count	source_recipes	mutation_families	unique_sampled_context_count	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	observed_context_robustness	stop_factor_rules	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
O+E+OK+E+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+OK+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+OK+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+CH+K+Y	SAME_CLASS_SUBSTITUTION	1	1	f89r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:OK>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+E+OK+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+OR	YES	IDENTITY_EXACT_OBSERVED	2	2	O+EE+OR|OK+O+E+OR	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	2	f24v|f89r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+P	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+P+AIIN	ATOM_DELETION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+P+AIN	YES	IDENTITY_EXACT_NARROW_APPENDIX	2	2	O+E+K+AIN|O+E+P+AIIN	SAME_CLASS_SUBSTITUTION	2	2	f67r2|f95v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+P+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+P+E+DY	ADJACENT_SWAP	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+P+E+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+P+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+P+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+CH+K+Y	SAME_CLASS_SUBSTITUTION	1	1	f89r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:P>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+E+P+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+P+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+P+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	O+E+P+AIIN|O+P+E+Y	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	2	2	f76r|f95v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+O+E+R	ATOM_DELETION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+R+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+P+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+R+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+AIN	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+R+E+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+R+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+R+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+CH+K+Y	SAME_CLASS_SUBSTITUTION	1	1	f89r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:R>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+E+R+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	O+EEE+S|OK+O+E+S	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	2	f13r|f67r2	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+P+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+AIN	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+AR+E+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ADJACENT_SWAP	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ATOM_DELETION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AIR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AL+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+E+LOCAL_CHAR_I+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ADJACENT_SWAP	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ATOM_DELETION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ATOM_DELETION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+E+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+E+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+E+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+E+OK	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+E+P	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+E+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+E+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+E+T	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+EE+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+EEE+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ATOM_DELETION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+AR+LOCAL_CHAR_I+S+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ADJACENT_SWAP	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CARRIER_Q+O+E+S+E+DY	ATOM_DELETION	1	1	f82r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+L+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+LOCAL_CHAR_I+AR+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ADJACENT_SWAP	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ATOM_DELETION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+EE+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+EEE+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
O+E+S+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+CH+K+Y	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+S+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+SH+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+P+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+SH+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+AIN	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+SH+E+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+SH+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+SH+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	O+E+CH+K+Y|O+E+K+SH+Y	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	2	2	f89r|f95v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+SH+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+SH+E+O	ADJACENT_SWAP	1	1	f71v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+SH+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:SH>SH	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+E+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	O+E+K+SH+Y|O+SH+E+Y	ADJACENT_SWAP|ATOM_DELETION	2	2	f81v|f95v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+T+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+P+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+T+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+AIN	SAME_CLASS_SUBSTITUTION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+T+E+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+T+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+T+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+CH+K+Y	SAME_CLASS_SUBSTITUTION	1	1	f89r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
O+E+T+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+O+E+T+Y	ATOM_DELETION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	7	7	K+O+E+Y|O+CH+E+Y|O+E+OR|O+EE+Y|O+EEE+Y|O+P+E+Y|O+SH+E+Y	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	9	7	f24v|f71v|f72r|f76r|f81v|f88v|f89r	9	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	O+EE+OR|O+EE+Y	ATOM_DELETION	4	3	f72r|f88v|f89r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+AIIN	YES	IDENTITY_EXACT_NARROW_APPENDIX	2	2	O+EE+OR|O+EE+Y	SAME_CLASS_SUBSTITUTION	4	3	f72r|f88v|f89r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+AIN	YES	IDENTITY_EXACT_NARROW_APPENDIX	2	2	O+EE+OR|O+EE+Y	SAME_CLASS_SUBSTITUTION	4	3	f72r|f88v|f89r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	O+E+AR|P+O+EE+AR	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	2	f67r2|f88r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+A_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+O+EE+A_ADDR	ATOM_DELETION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+CH+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+CH+K+Y	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	O+D_ADDR+EE+DY|O+EEE+DY|O+SH+EE+DY	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	3	2	f77r|f81r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+EEE+D_ADDR	SAME_CLASS_SUBSTITUTION	1	1	f55v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+D_ADDR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+D_ADDR+AIN	SAME_CLASS_SUBSTITUTION	1	1	f55v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+D_ADDR+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+D_ADDR+EE+DY	ADJACENT_SWAP	1	1	f77r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
O+EE+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CARRIER_Q+O+EE+D_ADDR+Y	ATOM_DELETION	2	2	f77r|f81v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
