current_default_id	source_realization_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	state_requirement	previous_display_phrase_de	current_default_phrase_de	current_default_policy	editorial_change_type	generalized_inherited_noun_count	evidence_status_retained	display_phrase_provenance_retained	observed_event_count_retained	observed_clause_form_count_retained	observed_pages_retained	observed_event_ids_retained	all_observed_clause_forms_de_retained	observed_inherited_argument_roots_retained	context_argument_policy	all_recipe_value_cells_observed	new_slot_value_required	working_root_meaning_changed	formal_frame_changed	evidence_status_changed	surface_prediction_made	occurrence_prediction_made	guard
G497-D071	G493-C071	G493-F08	@ACTION+OL	T	T+OL	SOURCE_SECTION_T	EINSTELLEN · FORTSETZEN	T=FESTLEGEN · OL=WEITERFÜHREN	ACTIVE_ARGUMENT_REQUIRED	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Weiter lege den laufenden Eintrag [wie zuvor] fest.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f1r	G407-E0150	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Y	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D072	G493-C072	G493-F08	@ACTION+OL	T	T+OL	HERBAL	EINSTELLEN · FORTSETZEN	T=ARBEITSSTUFE EINSTELLEN · OL=PFLANZENBEHANDLUNG FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Weiter stelle den Pflanzenposten [wie zuvor] ein.	Weiter stelle den Pflanzenposten [wie zuvor] ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	3	2	f11r|f56r	G407-E0339|G407-E0852|G407-E0880	Weiter stelle den Arbeitswert [wie zuvor] ein. || Weiter stelle den Pflanzenposten [wie zuvor] ein.	AIIN|Y	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D073	G493-C073	G493-F08	@ACTION+OL	T	T+OL	BIOLOGICAL	EINSTELLEN · FORTSETZEN	T=STATIONSWERT EINSTELLEN · OL=STATION WEITERFÜHREN	ACTIVE_ARGUMENT_REQUIRED	Weiter stelle den Stationsposten [wie zuvor] ein.	Weiter stelle den Stationsposten [wie zuvor] ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f83r	G407-E3683	Weiter stelle den Stationsposten [wie zuvor] ein.	Y	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D074	G493-C074	G493-F08	@ACTION+OL	T	T+OL	CELESTIAL	EINSTELLEN · FORTSETZEN	T=WERT EINSTELLEN · OL=RINGFOLGE FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Weiter stelle den Positionsposten [wie zuvor] ein.	Fahre fort, das zuvor Genannte einzustellen.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D075	G493-C075	G493-F08	@ACTION+OL	T	T+OL	PHARMA	EINSTELLEN · FORTSETZEN	T=ANSATZWERT EINSTELLEN · OL=ANSATZ FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Weiter stelle den Drogenanteil [wie zuvor] ein.	Weiter stelle den Drogenanteil [wie zuvor] ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	2	f88v|f89r	G407-E4032|G407-E4218	Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	AIN|Y	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D076	G493-C076	G493-F08	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	MARKIEREN · FORTSETZEN	R=KENNZEICHNEN · OL=WEITERFÜHREN	ACTIVE_ARGUMENT_REQUIRED	Weiter kennzeichne den laufenden Eintrag [wie zuvor].	Fahre fort, das zuvor Genannte zu kennzeichnen.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D077	G493-C077	G493-F08	@ACTION+OL	R	R+OL	HERBAL	MARKIEREN · FORTSETZEN	R=TEIL MARKIEREN · OL=PFLANZENBEHANDLUNG FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Weiter markiere den Pflanzenposten [wie zuvor].	Fahre fort, das zuvor Genannte zu markieren.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D078	G493-C078	G493-F08	@ACTION+OL	R	R+OL	BIOLOGICAL	MARKIEREN · FORTSETZEN	R=STATION MARKIEREN · OL=STATION WEITERFÜHREN	ACTIVE_ARGUMENT_REQUIRED	Weiter markiere den Stationsposten [wie zuvor].	Weiter markiere den Stationsposten [wie zuvor].	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	4	2	f75r|f76r|f81v	G407-E1664|G407-E1887|G407-E2945|G407-E3137	Weiter markiere den Stationsanteil [wie zuvor]. || Weiter markiere den Stationsposten [wie zuvor].	AIN|Y	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D079	G493-C079	G493-F08	@ACTION+OL	R	R+OL	CELESTIAL	MARKIEREN · FORTSETZEN	R=POSITION MARKIEREN · OL=RINGFOLGE FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Weiter markiere den Positionsposten [wie zuvor].	Fahre fort, das zuvor Genannte zu markieren.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D080	G493-C080	G493-F08	@ACTION+OL	R	R+OL	PHARMA	MARKIEREN · FORTSETZEN	R=POSTEN MARKIEREN · OL=ANSATZ FORTSETZEN	ACTIVE_ARGUMENT_REQUIRED	Weiter markiere den Drogenposten [wie zuvor].	Fahre fort, das zuvor Genannte zu markieren.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D081	G493-C081	G493-F09	@ACTION+OR+Y	T	T+OR+Y	SOURCE_SECTION_T	EINSTELLEN · EINHEIT · POSTEN	T=FESTLEGEN · OR=EINTRAGSEINHEIT · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Lege die Eintragseinheit und den laufenden Eintrag fest.	Lege die Eintragseinheit und den laufenden Eintrag fest.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D082	G493-C082	G493-F09	@ACTION+OR+Y	T	T+OR+Y	HERBAL	EINSTELLEN · EINHEIT · POSTEN	T=ARBEITSSTUFE EINSTELLEN · OR=ARBEITSEINHEIT · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Stelle die Arbeitseinheit und den Pflanzenposten ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D083	G493-C083	G493-F09	@ACTION+OR+Y	T	T+OR+Y	BIOLOGICAL	EINSTELLEN · EINHEIT · POSTEN	T=STATIONSWERT EINSTELLEN · OR=STATIONSEINHEIT · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle die Stationseinheit und den Stationsposten ein.	Stelle die Stationseinheit und den Stationsposten ein.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D084	G493-C084	G493-F09	@ACTION+OR+Y	T	T+OR+Y	CELESTIAL	EINSTELLEN · EINHEIT · POSTEN	T=WERT EINSTELLEN · OR=POSITIONSEINHEIT · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle die Positionseinheit und den Positionsposten ein.	Stelle die Positionseinheit und den Positionsposten ein.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D085	G493-C085	G493-F09	@ACTION+OR+Y	T	T+OR+Y	PHARMA	EINSTELLEN · EINHEIT · POSTEN	T=ANSATZWERT EINSTELLEN · OR=ANSATZEINHEIT · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle die Ansatzeinheit und den Drogenposten ein.	Stelle die Ansatzeinheit und den Drogenposten ein.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D086	G493-C086	G493-F09	@ACTION+OR+Y	R	R+OR+Y	SOURCE_SECTION_T	MARKIEREN · EINHEIT · POSTEN	R=KENNZEICHNEN · OR=EINTRAGSEINHEIT · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Kennzeichne die Eintragseinheit und den laufenden Eintrag.	Kennzeichne die Eintragseinheit und den laufenden Eintrag.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D087	G493-C087	G493-F09	@ACTION+OR+Y	R	R+OR+Y	HERBAL	MARKIEREN · EINHEIT · POSTEN	R=TEIL MARKIEREN · OR=ARBEITSEINHEIT · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere die Arbeitseinheit und den Pflanzenposten.	Markiere die Arbeitseinheit und den Pflanzenposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D088	G493-C088	G493-F09	@ACTION+OR+Y	R	R+OR+Y	BIOLOGICAL	MARKIEREN · EINHEIT · POSTEN	R=STATION MARKIEREN · OR=STATIONSEINHEIT · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere die Stationseinheit und den Stationsposten.	Markiere die Stationseinheit und den Stationsposten.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D089	G493-C089	G493-F09	@ACTION+OR+Y	R	R+OR+Y	CELESTIAL	MARKIEREN · EINHEIT · POSTEN	R=POSITION MARKIEREN · OR=POSITIONSEINHEIT · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere die Positionseinheit und den Positionsposten.	Markiere die Positionseinheit und den Positionsposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D090	G493-C090	G493-F09	@ACTION+OR+Y	R	R+OR+Y	PHARMA	MARKIEREN · EINHEIT · POSTEN	R=POSTEN MARKIEREN · OR=ANSATZEINHEIT · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere die Ansatzeinheit und den Drogenposten.	Markiere die Ansatzeinheit und den Drogenposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D091	G493-C091	G493-F10	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	EINSTELLEN · POSTEN	T=FESTLEGEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Lege den laufenden Eintrag fest.	Lege den laufenden Eintrag fest.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D092	G493-C092	G493-F10	@ACTION+Y	T	T+Y	HERBAL	EINSTELLEN · POSTEN	T=ARBEITSSTUFE EINSTELLEN · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	f10r|f13r	G407-E0235|G407-E0402	Stelle den Pflanzenposten ein.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D093	G493-C093	G493-F10	@ACTION+Y	T	T+Y	BIOLOGICAL	EINSTELLEN · POSTEN	T=STATIONSWERT EINSTELLEN · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Stationsposten ein.	Stelle den Stationsposten ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f83r	G407-E3670	Stelle den Stationsposten ein.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D094	G493-C094	G493-F10	@ACTION+Y	T	T+Y	CELESTIAL	EINSTELLEN · POSTEN	T=WERT EINSTELLEN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Positionsposten ein.	Stelle den Positionsposten ein.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D095	G493-C095	G493-F10	@ACTION+Y	T	T+Y	PHARMA	EINSTELLEN · POSTEN	T=ANSATZWERT EINSTELLEN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Drogenposten ein.	Stelle den Drogenposten ein.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D096	G493-C096	G493-F10	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	MARKIEREN · POSTEN	R=KENNZEICHNEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Kennzeichne den laufenden Eintrag.	Kennzeichne den laufenden Eintrag.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D097	G493-C097	G493-F10	@ACTION+Y	R	R+Y	HERBAL	MARKIEREN · POSTEN	R=TEIL MARKIEREN · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Pflanzenposten.	Markiere den Pflanzenposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D098	G493-C098	G493-F10	@ACTION+Y	R	R+Y	BIOLOGICAL	MARKIEREN · POSTEN	R=STATION MARKIEREN · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Stationsposten.	Markiere den Stationsposten.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	f75r|f82r	G407-E1598|G407-E3385	Markiere den Stationsposten.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D099	G493-C099	G493-F10	@ACTION+Y	R	R+Y	CELESTIAL	MARKIEREN · POSTEN	R=POSITION MARKIEREN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Positionsposten.	Markiere den Positionsposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D100	G493-C100	G493-F10	@ACTION+Y	R	R+Y	PHARMA	MARKIEREN · POSTEN	R=POSTEN MARKIEREN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Drogenposten.	Markiere den Drogenposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D101	G493-C101	G493-F11	CH+@ACTION	T	CH+T	SOURCE_SECTION_T	NEHMEN · EINSTELLEN	CH=ENTNEHMEN · T=FESTLEGEN	ACTIVE_ARGUMENT_REQUIRED	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest.	Entnimm das zuvor Genannte und lege es fest.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D102	G493-C102	G493-F11	CH+@ACTION	T	CH+T	HERBAL	NEHMEN · EINSTELLEN	CH=PFLANZENTEIL NEHMEN · T=ARBEITSSTUFE EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	AIIN	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D103	G493-C103	G493-F11	CH+@ACTION	T	CH+T	BIOLOGICAL	NEHMEN · EINSTELLEN	CH=POSTEN ENTNEHMEN · T=STATIONSWERT EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	Entnimm den Stationsposten [wie zuvor] und stelle den Stationsposten [wie zuvor] ein.	Entnimm das zuvor Genannte und stelle es ein.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D104	G493-C104	G493-F11	CH+@ACTION	T	CH+T	CELESTIAL	NEHMEN · EINSTELLEN	CH=POSITION AUFNEHMEN · T=WERT EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	Nimm den Positionsposten [wie zuvor] auf und stelle den Positionsposten [wie zuvor] ein.	Nimm das zuvor Genannte auf und stelle es ein.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D105	G493-C105	G493-F11	CH+@ACTION	T	CH+T	PHARMA	NEHMEN · EINSTELLEN	CH=DROGENPOSTEN NEHMEN · T=ANSATZWERT EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	Nimm den Drogenposten [wie zuvor] und stelle den Drogenposten [wie zuvor] ein.	Nimm das zuvor Genannte und stelle es ein.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D106	G493-C106	G493-F11	CH+@ACTION	R	CH+R	SOURCE_SECTION_T	NEHMEN · MARKIEREN	CH=ENTNEHMEN · R=KENNZEICHNEN	ACTIVE_ARGUMENT_REQUIRED	Entnimm den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor].	Entnimm das zuvor Genannte und kennzeichne es.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
