page	record_ordinal	locus	field_ordinal	event_count	visible_field	primary_role	secondary_roles	worksheet_roles	workshop_questions_German	complete_card_defaults	closure	field_status
f83r	2	f83r.37	3	2	qokol shedy	HEAT_REST	APPLICATION	HEAT_REST+APPLICATION	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?	let the mixture enter / let it stand until ready; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.38	1	4	or chey qockhey dairydy	WORKING_MATERIAL	CURRENT_ITEM+APPLICATION+INDICATION	WORKING_MATERIAL+CURRENT_ITEM+APPLICATION+INDICATION	WELCHES ARBEITSMATERIAL LIEGT VOR? | WELCHER POSTEN IST JETZT AKTIV? | WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	die bereitete Arbeitsflüssigkeit / diese aktive Portion / over the local place / use immediately; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.39	1	4	qokain shey kain chckhal	STATE_GATE	APPLICATION	STATE_GATE+APPLICATION	BIS WANN ODER BIS ZU WELCHEM ZUSTAND? | WIE ANWENDEN, BADEN ODER BINDEN?	add one measured portion to the vessel / bis die Flüssigkeit klar abläuft / one measured portion / for the stated duration	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.41	1	2	solkey lchedy	TRANSFER_CLEAN	APPLICATION+MEDIUM_OR_INGREDIENT	TRANSFER_CLEAN+APPLICATION+MEDIUM_OR_INGREDIENT	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	next open the upper channel / let the spent liquid drain into the lower receiving vessel; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.41	2	2	qolkain dal	DESTINATION	PROCEDURE_DETAIL	DESTINATION+PROCEDURE_DETAIL	WOHIN ODER AN WELCHES ZIEL? | WELCHER WEITERE ARBEITSSCHRITT?	the lower basin / an die bezeichnete Zielstelle führen	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.44	1	2	skar shedy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	pour in the warmed water / let it stand until ready; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	3	f83r.47	1	1	otchdy	PROCEDURE_DETAIL		PROCEDURE_DETAIL	WELCHER WEITERE ARBEITSSCHRITT?	draw it off; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	3	f83r.47	2	1	qokchdy	HEAT_REST		HEAT_REST	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?	heat it once; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	3	f83r.47	3	1	shedal	PROCEDURE_DETAIL		PROCEDURE_DETAIL	WELCHER WEITERE ARBEITSSCHRITT?	for one interval	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	3	f83r.48	1	5	dal cheol lol chdal aiin	DESTINATION	PRIOR_SOURCE+MEASURE+HEAT_REST	DESTINATION+PRIOR_SOURCE+MEASURE+HEAT_REST	WOHIN ODER AN WELCHES ZIEL? | WORAUS ODER MIT WELCHEM VORANSATZ? | WIE VIEL ODER NACH WELCHEM MASS? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?	an die bezeichnete Zielstelle führen / mit der vorigen Zubereitung weiter / until warm / with the foregoing mixture / ein vorgeschriebenes Maß	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	3	f83r.49	1	3	sol daiiin chedy	PRIOR_SOURCE	PROCEDURE_DETAIL	PRIOR_SOURCE+PROCEDURE_DETAIL	WORAUS ODER MIT WELCHEM VORANSATZ? | WELCHER WEITERE ARBEITSSCHRITT?	mit der vorigen Zubereitung weiter / the second opening / stir until evenly mixed	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	4	f83r.52	1	4	solkeey qekey raly ol	PRIOR_SOURCE	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT+INDICATION	PRIOR_SOURCE+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT+INDICATION	WORAUS ODER MIT WELCHEM VORANSATZ? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	place the person at the basin / without boiling / the first opening / mit der vorigen Zubereitung weiter	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	4	f83r.54	1	5	daiin ol dain chey ldalor	MEASURE	PRIOR_SOURCE+CURRENT_ITEM+TRANSFER_CLEAN+APPLICATION+INDICATION	MEASURE+PRIOR_SOURCE+CURRENT_ITEM+TRANSFER_CLEAN+APPLICATION+INDICATION	WIE VIEL ODER NACH WELCHEM MASS? | WORAUS ODER MIT WELCHEM VORANSATZ? | WELCHER POSTEN IST JETZT AKTIV? | WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	ein vorgeschriebenes Maß / mit der vorigen Zubereitung weiter / through a cloth / diese aktive Portion / at the indicated place	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
