dictionary_entry_id	surfaces	component_recipe	abstract_composition_de	workshop_prose_composition_de	owner_address_composition_de	observed_events	physical_pages	registers	observed_channel	observed_channel_reading_de	composition_status
P912-D1287	ydam	Y+DA+AM_ADDR	REFERENT → STUFE_2 → INNENADRESSE	dieser Arbeitsgegenstand; zweite Arbeitsstufe; Innenstelle	dieser Bildplatz; zweite Bildstufe; Innenplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; zweite Arbeitsstufe; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1366	yteoor	Y+T+E+O+OR	REFERENT → EINSTELLUNG → GRAD_1 → LAUF → EINTRAG	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Ansatz oder Zubereitung	dieser Bildplatz; Platz oder Wert einstellen; erster Grad; Reihe aufrufen; Eintragsklasse	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1370	yto	Y+T+O	REFERENT → EINSTELLUNG → LAUF	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1342	ykor	Y+K+OR	REFERENT → ZUORDNUNG → EINTRAG	dieser Arbeitsgegenstand; Material zugeben; Ansatz oder Zubereitung	dieser Bildplatz; Wert zuordnen; Eintragsklasse	2	f67r2,f68r1	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0630	okeo	OK+E+O	AKTIVIEREN → GRAD_1 → LAUF	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen	Bildplatz aktivieren; erster Grad; Reihe aufrufen	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1033	r	R	MARKE	Zustand kennzeichnen	Zustandsmarke	1	f67r2	ZODIAC	WORKSHOP_PROSE	Zustand kennzeichnen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0005	aiin	AIIN	SOLLWERT	Sollmaß	verzeichneter Sollwert	5	f67r2	ZODIAC	WORKSHOP_PROSE	Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0573	okain	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Bildplatz aktivieren; Einheit oder Index	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Einheit oder Index	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0035	am	AM_ADDR	INNENADRESSE	Innenstelle	Innenplatz	3	f67r2,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Innenplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1375	ytody	Y+T+O+DY	REFERENT → EINSTELLUNG → LAUF → ABSCHLUSS	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsschritt schließen	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; Bildeintrag schließen	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1067	saiin	S+AIIN	AUSWAHL → SOLLWERT	Arbeitsvariante auswählen; Sollmaß	Bildklasse auswählen; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsvariante auswählen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0516	ochol	O+OL	LAUF → FORTSETZUNG	Arbeitsgang ausführen; im selben Arbeitsgang fortfahren	Reihe aufrufen; dieselbe Reihe fortführen	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0705	olol	OL+OL	FORTSETZUNG → FORTSETZUNG	im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen; dieselbe Reihe fortführen	1	f67r2	ZODIAC	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0727	opcholdy	O+P+OL+D_ADDR+Y	LAUF → EINSETZUNG → FORTSETZUNG → UNTERADRESSE → REFERENT	Arbeitsgang ausführen; Material einsetzen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; dieselbe Reihe fortführen; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Platz besetzen; dieselbe Reihe fortführen; Unterplatz; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0381	dosar	D_ADDR+O+S+AR	UNTERADRESSE → LAUF → AUSWAHL → QUELLE	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsvariante auswählen; Entnahmestelle	Unterplatz; Reihe aufrufen; Bildklasse auswählen; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	WORKSHOP_PROSE	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsvariante auswählen; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0536	odas	O+DA+S	LAUF → STUFE_2 → AUSWAHL	Arbeitsgang ausführen; zweite Arbeitsstufe; Arbeitsvariante auswählen	Reihe aufrufen; zweite Bildstufe; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; zweite Arbeitsstufe; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0012	air	AIR	LAUFWEG	Flüssigkeits- oder Stationslauf	Ringlauf	2	f67r2	ZODIAC	WORKSHOP_PROSE	Flüssigkeits- oder Stationslauf	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0020	alaiin	AL+AIIN	ZIEL → SOLLWERT	Ziel- oder Anschlussstelle; Sollmaß	Zielplatz; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	Ziel- oder Anschlussstelle; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0367	dokan	D_ADDR+OK+AN	UNTERADRESSE → AKTIVIEREN → ZUSATZ	bezeichneter Teil; Arbeitsgang ansetzen; weiteren Posten zugeben	Unterplatz; Bildplatz aktivieren; zusätzlicher Eintrag	1	f67r2	ZODIAC	WORKSHOP_PROSE	bezeichneter Teil; Arbeitsgang ansetzen; weiteren Posten zugeben	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0542	oear	O+E+AR	LAUF → GRAD_1 → QUELLE	Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0534	odal	O+DA+L	LAUF → STUFE_2 → VERBINDUNG	Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Reihe aufrufen; zweite Bildstufe; Bildverbindung	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0556	ofar	O+LOCAL_CHAR_F+AR	LAUF → F → QUELLE	Arbeitsgang ausführen; lokales Schreibzeichen; Entnahmestelle	Reihe aufrufen; lokales Bildzeichen; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; lokales Bildzeichen; Quell- oder Bezugsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0551	oeoldan	O+E+OL+D_ADDR+AN	LAUF → GRAD_1 → FORTSETZUNG → UNTERADRESSE → ZUSATZ	Arbeitsgang ausführen; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; weiteren Posten zugeben	Reihe aufrufen; erster Grad; dieselbe Reihe fortführen; Unterplatz; zusätzlicher Eintrag	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; erster Grad; dieselbe Reihe fortführen; Unterplatz; zusätzlicher Eintrag	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0217	chol	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen	1	f67r2	ZODIAC	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0406	giin	LOCAL_CHAR_G+IIN	G-LOKALZEICHEN → STUFE	lokales Schreibzeichen; Arbeitsstufe	lokales Bildzeichen; Wertstufe	1	f67r2	ZODIAC	WORKSHOP_PROSE	lokales Schreibzeichen; Arbeitsstufe	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0656	okol	OK+OL	AKTIVIEREN → FORTSETZUNG	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	2	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1379	ytor	Y+T+OR	REFERENT → EINSTELLUNG → EINTRAG	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ansatz oder Zubereitung	dieser Bildplatz; Platz oder Wert einstellen; Eintragsklasse	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0740	or	OR	EINTRAG	Ansatz oder Zubereitung	Eintragsklasse	1	f67r2	ZODIAC	WORKSHOP_PROSE	Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1372	ytoaiin	Y+T+O+AIIN	REFERENT → EINSTELLUNG → LAUF → SOLLWERT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Sollmaß	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; verzeichneter Sollwert	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; verzeichneter Sollwert	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0853	otoldos	OT+OL+D_ADDR+O+S	NAECHSTER → FORTSETZUNG → UNTERADRESSE → LAUF → AUSWAHL	danach oder nächster Posten; im selben Arbeitsgang fortfahren; bezeichneter Teil; Arbeitsgang ausführen; Arbeitsvariante auswählen	nächster Bildplatz; dieselbe Reihe fortführen; Unterplatz; Reihe aufrufen; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	danach oder nächster Posten; im selben Arbeitsgang fortfahren; bezeichneter Teil; Arbeitsgang ausführen; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0527	octhole	O+CTH+OL+E	LAUF → BEREITSTATUS → FORTSETZUNG → GRAD_1	Arbeitsgang ausführen; bis bereit führen; im selben Arbeitsgang fortfahren; kurz oder direkt	Reihe aufrufen; Bereitschaftsklasse; dieselbe Reihe fortführen; erster Grad	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; bis bereit führen; im selben Arbeitsgang fortfahren; kurz oder direkt	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1214	sor	S+OR	AUSWAHL → EINTRAG	Arbeitsvariante auswählen; Ansatz oder Zubereitung	Bildklasse auswählen; Eintragsklasse	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0101	chedaiin	CHD+AIIN	WECHSEL → SOLLWERT	Arbeitsgut umsetzen; Sollmaß	zu Gegen- oder Folgeplatz wechseln; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgut umsetzen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1367	yteos	Y+T+E+O+S_ADDR	REFERENT → EINSTELLUNG → GRAD_1 → LAUF → STERNADRESSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; bezeichnete s-Stelle	dieser Bildplatz; Platz oder Wert einstellen; erster Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; bezeichnete s-Stelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0565	oiin	O+IIN	LAUF → STUFE	Arbeitsgang ausführen; Arbeitsstufe	Reihe aufrufen; Wertstufe	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; Arbeitsstufe	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0561	og	O+G_LABEL	LAUF → G	Arbeitsgang ausführen; lokales Schreibzeichen	Reihe aufrufen; lokales Bildzeichen	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; lokales Schreibzeichen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1376	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	REFERENT → EINSTELLUNG → LAUF → GRAD_1 → LAUF → EINSETZUNG → AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; erster Grad; Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0134	chekody	CHK+O+D_ADDR+Y	BEHANDLUNG → LAUF → UNTERADRESSE → REFERENT	Arbeitsgegenstand behandeln; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Behandlungsklasse; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1219	sosho	S+O+SH+O	AUSWAHL → LAUF → HALTEN → LAUF	Arbeitsvariante auswählen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Arbeitsgang ausführen	Bildklasse auswählen; Reihe aufrufen; Bezug festhalten; Reihe aufrufen	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Arbeitsgang ausführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0231	chos	CH+O+S	AUSWAHL_ENTNAHME → LAUF → AUSWAHL	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen	2	f67r2	ZODIAC	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0521	ockhy	O+CKH+Y	LAUF → DURCHLASS → REFERENT	Arbeitsgang ausführen; durch einen Durchlass führen; dieser Arbeitsgegenstand	Reihe aufrufen; Verbindung oder Durchlass; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; durch einen Durchlass führen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0751	os	OS	ADDITION	dazu oder außerdem	zusätzlicher Bildposten	2	f67r2	ZODIAC	WORKSHOP_PROSE	dazu oder außerdem	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1030	qsg	CARRIER_Q+S+G_LABEL	EINTRITT → AUSWAHL → G	neuen Kartenblock beginnen; Arbeitsvariante auswählen; lokales Schreibzeichen	Eintrittsform einer Bildkarte; Bildklasse auswählen; lokales Bildzeichen	1	f67r2	ZODIAC	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsvariante auswählen; lokales Schreibzeichen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0559	ofydy	O+LOCAL_CHAR_F+Y+DY	LAUF → F → REFERENT → ABSCHLUSS	Arbeitsgang ausführen; lokales Schreibzeichen; dieser Arbeitsgegenstand; Arbeitsschritt schließen	Reihe aufrufen; lokales Bildzeichen; dieser Bildplatz; Bildeintrag schließen	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; lokales Schreibzeichen; dieser Arbeitsgegenstand; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1151	sheody	SH+E+O+D_ADDR+Y	HALTEN → GRAD_1 → LAUF → UNTERADRESSE → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1277	ycheody	Y+CHEO+D_ADDR+Y	REFERENT → LOKALINHALT → UNTERADRESSE → REFERENT	dieser Arbeitsgegenstand; Auszug; bezeichneter Teil; dieser Arbeitsgegenstand	dieser Bildplatz; lokaler Eintrag; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Auszug; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0399	es	E+S	GRAD_1 → AUSWAHL	kurz oder direkt; Arbeitsvariante auswählen	erster Grad; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	kurz oder direkt; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0530	odaiiin	O+DA+LOCAL_CHAR_I+IIN	LAUF → STUFE_2 → I → STUFE	Arbeitsgang ausführen; zweite Arbeitsstufe; lokales Schreibzeichen; Arbeitsstufe	Reihe aufrufen; zweite Bildstufe; lokales Bildzeichen; Wertstufe	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang ausführen; zweite Arbeitsstufe; lokales Schreibzeichen; Arbeitsstufe	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1291	yekees	Y+E+K+EE+S	REFERENT → GRAD_1 → ZUORDNUNG → GRAD_2 → AUSWAHL	dieser Arbeitsgegenstand; kurz oder direkt; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen	dieser Bildplatz; erster Grad; Wert zuordnen; zweiter Grad; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	dieser Arbeitsgegenstand; kurz oder direkt; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0743	oraly	OR+AL+Y	EINTRAG → ZIEL → REFERENT	Ansatz oder Zubereitung; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Eintragsklasse; Zielplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Ansatz oder Zubereitung; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1293	yfain	Y+LOCAL_CHAR_F+AIN	REFERENT → F → EINHEIT	dieser Arbeitsgegenstand; lokales Schreibzeichen; Portion	dieser Bildplatz; lokales Bildzeichen; Einheit oder Index	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; lokales Bildzeichen; Einheit oder Index	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1262	todaiin	T+O+AIIN	EINSTELLUNG → LAUF → SOLLWERT	Arbeitsgang einstellen; Arbeitsgang ausführen; Sollmaß	Platz oder Wert einstellen; Reihe aufrufen; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsgang einstellen; Arbeitsgang ausführen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0299	dain	AIN	EINHEIT	Portion	Einheit oder Index	1	f67r2	ZODIAC	WORKSHOP_PROSE	Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0199	choer	CH+O+E+R	AUSWAHL_ENTNAHME → LAUF → GRAD_1 → MARKE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; kurz oder direkt; Zustand kennzeichnen	Klasse oder Figur kennzeichnen; Reihe aufrufen; erster Grad; Zustandsmarke	1	f67r2	ZODIAC	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; kurz oder direkt; Zustand kennzeichnen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0198	choeea	CH+O+EE+A_ADDR	AUSWAHL_ENTNAHME → LAUF → GRAD_2 → ADRESSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; länger oder gehalten; lokale Arbeitsstelle	Klasse oder Figur kennzeichnen; Reihe aufrufen; zweiter Grad; lokale Bildadresse	1	f67r2	ZODIAC	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; länger oder gehalten; lokale Arbeitsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1077	sal	S+AL	AUSWAHL → ZIEL	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	Bildklasse auswählen; Zielplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0283	dadaiin	DA+D_ADDR+AIIN	STUFE_2 → UNTERADRESSE → SOLLWERT	zweite Arbeitsstufe; bezeichneter Teil; Sollmaß	zweite Bildstufe; Unterplatz; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	zweite Arbeitsstufe; bezeichneter Teil; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1025	qotoear	OT+O+E+AR	NAECHSTER → LAUF → GRAD_1 → QUELLE	danach oder nächster Posten; Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	nächster Bildplatz; Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0337	dchdar	D_ADDR+CHD+AR	UNTERADRESSE → WECHSEL → QUELLE	bezeichneter Teil; Arbeitsgut umsetzen; Entnahmestelle	Unterplatz; zu Gegen- oder Folgeplatz wechseln; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz; zu Gegen- oder Folgeplatz wechseln; Quell- oder Bezugsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1273	y	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1082	saldal	S+AL+DA+L	AUSWAHL → ZIEL → STUFE_2 → VERBINDUNG	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Bildklasse auswählen; Zielplatz; zweite Bildstufe; Bildverbindung	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Zielplatz; zweite Bildstufe; Bildverbindung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1373	ytodal	Y+T+O+DA+L	REFERENT → EINSTELLUNG → LAUF → STUFE_2 → VERBINDUNG	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; zweite Bildstufe; Bildverbindung	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; zweite Bildstufe; Bildverbindung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1265	tol	T+OL	EINSTELLUNG → FORTSETZUNG	Arbeitsgang einstellen; im selben Arbeitsgang fortfahren	Platz oder Wert einstellen; dieselbe Reihe fortführen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; dieselbe Reihe fortführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0291	daiin	AIIN	SOLLWERT	Sollmaß	verzeichneter Sollwert	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	verzeichneter Sollwert	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0786	otar	OT+AR	NAECHSTER → QUELLE	danach oder nächster Posten; Entnahmestelle	nächster Bildplatz; Quell- oder Bezugsstelle	4	f67r2,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Quell- oder Bezugsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0392	dy	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	2	f67r2,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0184	cho	HO	TEIL	Teil des sichtbaren Gegenstands	Teil oder Mitglied der Bildklasse	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Teil oder Mitglied der Bildklasse	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
