event_id	dictionary_entry_id	physical_page	locus	surface	channel	visible_owner_de	component_recipe	abstract_composition_de	register_composition_de	current_fluent_or_address_de
P912-E1242	P912-D1022	f82r	f82r.17	qoteey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+EE+Y	NAECHSTER → GRAD_2 → REFERENT	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	Danach diesen Posten länger umsetzen.
P912-E1243	P912-D0107	f82r	f82r.17	chedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CHD+Y	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Danach diesen Posten länger umsetzen.
P912-E1244	P912-D0958	f82r	f82r.17	qokeeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EEE+Y	AKTIVIEREN → GRAD_3 → REFERENT	Arbeitsgang ansetzen; vollständig; dieser Arbeitsgegenstand	Diesen Posten vollständig ansetzen.
P912-E1245	P912-D0952	f82r	f82r.17	qokedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E1246	P912-D0504	f82r	f82r.17	lteedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+T+EE+D_ADDR+Y	VERBINDUNG → EINSTELLUNG → GRAD_2 → UNTERADRESSE → REFERENT	entlang des Arbeitswegs führen; Arbeitsgang einstellen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten länger einstellen in den nächsten Lauf.
P912-E1247	P912-D0955	f82r	f82r.17	qokeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E1248	P912-D1041	f82r	f82r.17	ralchey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+AL+CH+E+Y	MARKE → ZIEL → AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	Zustand kennzeichnen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz kennzeichnen und entnehmen zur Ziel- oder Anschlussstelle.
P912-E1249	P912-D0893	f82r	f82r.18	polched	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	P+OL+CHD	EINSETZUNG → FORTSETZUNG → WECHSEL	Material einsetzen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen	Weiter einsetzen und umsetzen.
P912-E1250	P912-D0761	f82r	f82r.18	otain	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+AIN	NAECHSTER → EINHEIT	danach oder nächster Posten; Portion	Danach als eine Portion absetzen; fertig.
P912-E1251	P912-D1132	f82r	f82r.18	shedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Danach als eine Portion absetzen; fertig.
P912-E1252	P912-D1132	f82r	f82r.18	shedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen; fertig.
P912-E1253	P912-D0306	f82r	f82r.18	dal	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AL	ZIEL	Ziel- oder Anschlussstelle	Von der Entnahmestelle umsetzen zur Ziel- oder Anschlussstelle.
P912-E1254	P912-D0104	f82r	f82r.18	chedar	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CHD+AR	WECHSEL → QUELLE	Arbeitsgut umsetzen; Entnahmestelle	Von der Entnahmestelle umsetzen zur Ziel- oder Anschlussstelle.
P912-E1255	P912-D0962	f82r	f82r.18	qokeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger ansetzen.
P912-E1256	P912-D1327	f82r	f82r.18	ykeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	Y+K+EE+Y	REFERENT → ZUORDNUNG → GRAD_2 → REFERENT	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger zugeben.
P912-E1257	P912-D0452	f82r	f82r.18	l	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L	VERBINDUNG	entlang des Arbeitswegs führen	Wählen in den nächsten Lauf.
P912-E1258	P912-D1058	f82r	f82r.18	s	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	S	AUSWAHL	Arbeitsvariante auswählen	Wählen in den nächsten Lauf.
P912-E1259	P912-D0046	f82r	f82r.18	araiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AR+AIIN	QUELLE → SOLLWERT	Entnahmestelle; Sollmaß	Von der Entnahmestelle nach Sollmaß als eine Portion den Ansatz und diesen Posten ansetzen.
P912-E1260	P912-D0749	f82r	f82r.18	ory	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OR+Y	EINTRAG → REFERENT	Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Von der Entnahmestelle nach Sollmaß als eine Portion den Ansatz und diesen Posten ansetzen.
P912-E1261	P912-D0572	f82r	f82r.19	okain	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Von der Entnahmestelle nach Sollmaß als eine Portion den Ansatz und diesen Posten ansetzen.
P912-E1262	P912-D0066	f82r	f82r.19	char	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AR	QUELLE	Entnahmestelle	Von der Entnahmestelle als eine Portion ansetzen.
P912-E1263	P912-D0572	f82r	f82r.19	okain	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Von der Entnahmestelle als eine Portion ansetzen.
P912-E1264	P912-D0955	f82r	f82r.19	qokeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E1265	P912-D0471	f82r	f82r.19	lchy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CH+Y	VERBINDUNG → AUSWAHL_ENTNAHME → REFERENT	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Diesen Posten entnehmen in den nächsten Lauf.
P912-E1266	P912-D0896	f82r	f82r.20	posalshy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	P+O+S+A_ADDR+LSH+Y	EINSETZUNG → LAUF → AUSWAHL → ADRESSE → SPUELUNG → REFERENT	Material einsetzen; Arbeitsgang ausführen; Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; dieser Arbeitsgegenstand	Von der lokalen Stelle diesen Posten einsetzen, ausführen, wählen und spülen.
P912-E1267	P912-D0952	f82r	f82r.20	qokedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E1268	P912-D0259	f82r	f82r.20	cphal	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CPH+AL	GEGENLAUF → ZIEL	umleiten; Ziel- oder Anschlussstelle	Umleiten zur Ziel- oder Anschlussstelle.
P912-E1269	P912-D1132	f82r	f82r.20	shedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen; fertig.
P912-E1270	P912-D1154	f82r	f82r.20	sheol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+E+OL	HALTEN → GRAD_1 → FORTSETZUNG	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	Weiter kurz halten.
P912-E1271	P912-D0435	f82r	f82r.20	keeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	K+EEE+D_ADDR+Y	ZUORDNUNG → GRAD_3 → UNTERADRESSE → REFERENT	Material zugeben; vollständig; bezeichneter Teil; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten vollständig zugeben.
P912-E1272	P912-D0475	f82r	f82r.20	lkaiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+K+AIIN	VERBINDUNG → ZUORDNUNG → SOLLWERT	entlang des Arbeitswegs führen; Material zugeben; Sollmaß	Nach Sollmaß zugeben in den nächsten Lauf.
P912-E1273	P912-D1132	f82r	f82r.20	shedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen; fertig.
P912-E1274	P912-D0993	f82r	f82r.20	qoly	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OL+Y	FORTSETZUNG → REFERENT	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Weiter nach Sollmaß diesen Posten und den Auszug zugeben.
P912-E1275	P912-D0288	f82r	f82r.21	daiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AIIN	SOLLWERT	Sollmaß	Weiter nach Sollmaß diesen Posten und den Auszug zugeben.
P912-E1276	P912-D0146	f82r	f82r.21	cheoky	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CHEO+K+Y	LOKALINHALT → ZUORDNUNG → REFERENT	Auszug; Material zugeben; dieser Arbeitsgegenstand	Weiter nach Sollmaß diesen Posten und den Auszug zugeben.
P912-E1277	P912-D0479	f82r	f82r.21	lkedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+K+E+DY	VERBINDUNG → ZUORDNUNG → GRAD_1 → ABSCHLUSS	entlang des Arbeitswegs führen; Material zugeben; kurz oder direkt; Arbeitsschritt schließen	Kurz zugeben in den nächsten Lauf; fertig.
P912-E1278	P912-D1088	f82r	f82r.21	salshey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	S+A_ADDR+LSH+E+Y	AUSWAHL → ADRESSE → SPUELUNG → GRAD_1 → REFERENT	Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; kurz oder direkt; dieser Arbeitsgegenstand	Von der lokalen Stelle diesen Posten kurz wählen und spülen.
P912-E1279	P912-D0288	f82r	f82r.21	daiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AIIN	SOLLWERT	Sollmaß	Weiter nach Sollmaß diesen Posten umsetzen.
P912-E1280	P912-D0166	f82r	f82r.21	chey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	Y	REFERENT	dieser Arbeitsgegenstand	Weiter nach Sollmaß diesen Posten umsetzen.
P912-E1281	P912-D0983	f82r	f82r.21	qol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter nach Sollmaß diesen Posten umsetzen.
P912-E1282	P912-D0107	f82r	f82r.21	chedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CHD+Y	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Weiter nach Sollmaß diesen Posten umsetzen.
P912-E1283	P912-D0962	f82r	f82r.21	qokeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger ansetzen.
P912-E1284	P912-D0306	f82r	f82r.21	dal	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AL	ZIEL	Ziel- oder Anschlussstelle	Nach Sollmaß ansetzen zur Ziel- oder Anschlussstelle.
P912-E1285	P912-D0931	f82r	f82r.22	qokaiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+AIIN	AKTIVIEREN → SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Nach Sollmaß ansetzen zur Ziel- oder Anschlussstelle.
P912-E1286	P912-D0151	f82r	f82r.22	cheor	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CHEO+R	LOKALINHALT → MARKE	Auszug; Zustand kennzeichnen	Den Auszug kennzeichnen.
P912-E1287	P912-D1142	f82r	f82r.22	sheey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+EE+Y	HALTEN → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger halten.
P912-E1288	P912-D0931	f82r	f82r.22	qokaiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+AIIN	AKTIVIEREN → SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Nach Sollmaß ansetzen.
P912-E1289	P912-D1114	f82r	f82r.22	shckhey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+CKH+E+Y	HALTEN → DURCHLASS → GRAD_1 → REFERENT	Arbeitsgegenstand halten; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz halten durch den Durchlass.
P912-E1290	P912-D0983	f82r	f82r.22	qol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter aus diesem Teil diesen Posten vollständig zugeben.
P912-E1291	P912-D0435	f82r	f82r.22	keeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	K+EEE+D_ADDR+Y	ZUORDNUNG → GRAD_3 → UNTERADRESSE → REFERENT	Material zugeben; vollständig; bezeichneter Teil; dieser Arbeitsgegenstand	Weiter aus diesem Teil diesen Posten vollständig zugeben.
P912-E1292	P912-D0958	f82r	f82r.22	qokeeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EEE+Y	AKTIVIEREN → GRAD_3 → REFERENT	Arbeitsgang ansetzen; vollständig; dieser Arbeitsgegenstand	Diesen Posten vollständig ansetzen.
P912-E1293	P912-D1044	f82r	f82r.22	rasy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+A_ADDR+S+Y	MARKE → ADRESSE → AUSWAHL → REFERENT	Zustand kennzeichnen; lokale Arbeitsstelle; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Von der lokalen Stelle diesen Posten kennzeichnen und wählen.
P912-E1294	P912-D0123	f82r	f82r.23	cheey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+EE+Y	HALTEN → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger halten.
P912-E1295	P912-D0899	f82r	f82r.23	qcthey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CTH+E+Y	BEREITSTATUS → GRAD_1 → REFERENT	bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz bereitstellen.
P912-E1296	P912-D0962	f82r	f82r.23	qokeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger ansetzen.
P912-E1297	P912-D0466	f82r	f82r.23	lcheey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+EE+Y	VERBINDUNG → GRAD_2 → REFERENT	entlang des Arbeitswegs führen; länger oder gehalten; dieser Arbeitsgegenstand	Nach Sollmaß diesen Posten länger vollständig ansetzen in den nächsten Lauf; fertig.
P912-E1298	P912-D0288	f82r	f82r.23	daiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AIIN	SOLLWERT	Sollmaß	Nach Sollmaß diesen Posten länger vollständig ansetzen in den nächsten Lauf; fertig.
P912-E1299	P912-D0166	f82r	f82r.23	chey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	Y	REFERENT	dieser Arbeitsgegenstand	Nach Sollmaß diesen Posten länger vollständig ansetzen in den nächsten Lauf; fertig.
P912-E1300	P912-D0956	f82r	f82r.23	qokeeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EEE+DY	AKTIVIEREN → GRAD_3 → ABSCHLUSS	Arbeitsgang ansetzen; vollständig; Arbeitsschritt schließen	Nach Sollmaß diesen Posten länger vollständig ansetzen in den nächsten Lauf; fertig.
P912-E1301	P912-D0463	f82r	f82r.23	lchedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CHD+DY	VERBINDUNG → WECHSEL → ABSCHLUSS	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Umsetzen in den nächsten Lauf; fertig.
P912-E1302	P912-D0454	f82r	f82r.23	lar	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+AR	VERBINDUNG → QUELLE	entlang des Arbeitswegs führen; Entnahmestelle	Von der Entnahmestelle länger ansetzen in den nächsten Lauf; fertig.
P912-E1303	P912-D0955	f82r	f82r.24	qokeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Von der Entnahmestelle länger ansetzen in den nächsten Lauf; fertig.
P912-E1304	P912-D0464	f82r	f82r.24	lcheedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CH+EE+D_ADDR+Y	VERBINDUNG → AUSWAHL_ENTNAHME → GRAD_2 → UNTERADRESSE → REFERENT	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten länger entnehmen in den nächsten Lauf.
P912-E1305	P912-D0970	f82r	f82r.24	qokeoy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+E+O+Y	AKTIVIEREN → GRAD_1 → LAUF → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; dieser Arbeitsgegenstand	Diesen Posten kurz ansetzen und ausführen.
P912-E1306	P912-D1075	f82r	f82r.24	sal	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	S+AL	AUSWAHL → ZIEL	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	Wählen zur Ziel- oder Anschlussstelle.
P912-E1307	P912-D1036	f82r	f82r.24	raiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+AIIN	MARKE → SOLLWERT	Zustand kennzeichnen; Sollmaß	Nach Sollmaß kennzeichnen.
P912-E1308	P912-D0962	f82r	f82r.24	qokeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger ansetzen.
P912-E1309	P912-D0482	f82r	f82r.24	lkeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+K+EE+Y	VERBINDUNG → ZUORDNUNG → GRAD_2 → REFERENT	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger zugeben in den nächsten Lauf.
P912-E1310	P912-D0962	f82r	f82r.24	qokeey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger ansetzen.
P912-E1311	P912-D1036	f82r	f82r.24	raiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+AIIN	MARKE → SOLLWERT	Zustand kennzeichnen; Sollmaß	Nach Sollmaß kennzeichnen.
P912-E1312	P912-D1290	f82r	f82r.24	ydy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	Y+DY	REFERENT → ABSCHLUSS	dieser Arbeitsgegenstand; Arbeitsschritt schließen	Diesen Posten weiterarbeiten; fertig.
P912-E1313	P912-D0368	f82r	f82r.25	dol	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	D_ADDR+OL	UNTERADRESSE → FORTSETZUNG	bezeichneter Teil; im selben Arbeitsgang fortfahren	Weiter aus diesem Teil kurz ausführen und wählen unter q-Träger; fertig.
P912-E1314	P912-D0928	f82r	f82r.25	qoesedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CARRIER_Q+O+E+S+E+DY	EINTRITT → LAUF → GRAD_1 → AUSWAHL → GRAD_1 → ABSCHLUSS	neuen Kartenblock beginnen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsvariante auswählen; kurz oder direkt; Arbeitsschritt schließen	Weiter aus diesem Teil kurz ausführen und wählen unter q-Träger; fertig.
P912-E1315	P912-D1133	f82r	f82r.25	sheeal	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+EE+AL	HALTEN → GRAD_2 → ZIEL	Arbeitsgegenstand halten; länger oder gehalten; Ziel- oder Anschlussstelle	Länger halten zur Ziel- oder Anschlussstelle.
P912-E1316	P912-D1134	f82r	f82r.25	sheedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+EE+DY	HALTEN → GRAD_2 → ABSCHLUSS	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen	Länger halten; fertig.
P912-E1317	P912-D0494	f82r	f82r.25	lshed	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+SHED	VERBINDUNG → ABSETZUNG	entlang des Arbeitswegs führen; absetzen lassen	Absetzen in den nächsten Lauf.
P912-E1318	P912-D0914	f82r	f82r.25	qockhey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	O+CKH+E+Y	LAUF → DURCHLASS → GRAD_1 → REFERENT	Arbeitsgang ausführen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz ausführen durch den Durchlass.
P912-E1319	P912-D0463	f82r	f82r.25	lchedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CHD+DY	VERBINDUNG → WECHSEL → ABSCHLUSS	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Umsetzen in den nächsten Lauf; fertig.
P912-E1320	P912-D0454	f82r	f82r.25	lar	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+AR	VERBINDUNG → QUELLE	entlang des Arbeitswegs führen; Entnahmestelle	Von der Entnahmestelle diesen Posten länger halten in den nächsten Lauf.
P912-E1321	P912-D1142	f82r	f82r.25	sheey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+EE+Y	HALTEN → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Von der Entnahmestelle diesen Posten länger halten in den nächsten Lauf.
P912-E1322	P912-D1057	f82r	f82r.25	ry	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+Y	MARKE → REFERENT	Zustand kennzeichnen; dieser Arbeitsgegenstand	Diesen Posten kennzeichnen.
P912-E1323	P912-D1268	f82r	f82r.26	tshey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	SH+E+Y	HALTEN → GRAD_1 → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz halten.
P912-E1324	P912-D0955	f82r	f82r.26	qokeedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E1325	P912-D0089	f82r	f82r.26	cheal	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AL	ZIEL	Ziel- oder Anschlussstelle	Von der Entnahmestelle umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf.
P912-E1326	P912-D0462	f82r	f82r.26	lchedar	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	L+CHD+AR	VERBINDUNG → WECHSEL → QUELLE	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Entnahmestelle	Von der Entnahmestelle umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf.
P912-E1327	P912-D0159	f82r	f82r.26	ches	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	CH+E+S	AUSWAHL_ENTNAHME → GRAD_1 → AUSWAHL	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsvariante auswählen	Kurz entnehmen und wählen.
P912-E1328	P912-D0002	f82r	f82r.26	aiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AIIN	SOLLWERT	Sollmaß	Danach nach Sollmaß diesen Posten länger ansetzen.
P912-E1329	P912-D0819	f82r	f82r.26	oteey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OT+EE+Y	NAECHSTER → GRAD_2 → REFERENT	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	Danach nach Sollmaß diesen Posten länger ansetzen.
P912-E1330	P912-D0931	f82r	f82r.26	qokaiin	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+AIIN	AKTIVIEREN → SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Danach nach Sollmaß diesen Posten länger ansetzen.
P912-E1331	P912-D0640	f82r	f82r.26	okey	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz ansetzen.
P912-E1332	P912-D0883	f82r	f82r.27	pchedy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	P+CHD+DY	EINSETZUNG → WECHSEL → ABSCHLUSS	Material einsetzen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Einsetzen und umsetzen; fertig.
P912-E1333	P912-D1053	f82r	f82r.27	rsheal	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	R+SH+E+AL	MARKE → HALTEN → GRAD_1 → ZIEL	Zustand kennzeichnen; Arbeitsgegenstand halten; kurz oder direkt; Ziel- oder Anschlussstelle	Kurz kennzeichnen und halten zur Ziel- oder Anschlussstelle.
P912-E1334	P912-D0316	f82r	f82r.27	daldy	WORKSHOP_PROSE	mehrere lokale Bad- und Leitungsstationen	AL+DY	ZIEL → ABSCHLUSS	Ziel- oder Anschlussstelle; Arbeitsschritt schließen	Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
