group_serial	page	locus	visible_owner	namespace_id	desired_diagram_value_de	portable_role	curriculum_layer	writer_strategy	copied_or_registered_core_surface	productive_affix_or_modifier	resulting_visible_surface	reverse_instruction_de	exact_prose_card_id	generation_status
154	f67r2	f67r2.71	A1_RIGHT_PHASE_STATION_08	F67_RIGHT_WHEEL_NS	Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	COMPOSED_ASTRO_QUANTITY_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	oran	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
155	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dar	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC055	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
156	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	COMPOSED_ASTRO_VALUE_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	aldaiin	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
157	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	COMPOSED_ASTRO_VALUE_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	ydaiin	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
159	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	COMPOSED_ASTRO_VALUE_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	ydaiin	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
160	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.	PARTIAL_ASTRO_PATH_CARD	ASTRO_LOCAL_CORE_PLUS_AIR	COPY_CORE_ATTACH_AIR	qof	AIR	qofair	Kopiere den örtlichen Kern und setze AIR für dessen Lauf oder Bahn.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
161	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.	COMPOSED_ASTRO_PATH_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	ypair	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
162	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.	COMPOSED_ASTRO_VALUE_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	ykoaiin	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
163	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	ydol	Y	ydoly	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
165	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	ol	Y	oly	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
166	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	GRADE_SET	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	okey	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC007	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
167	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	ssh	E+Y	sshey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
168	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	sy	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
170	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	qeyk	EE+Y	qeykeey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
171	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	ykch	E+Y	ykchey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
172	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	ykch	E+Y	ykchey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
173	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	qokeoch	Y	qokeochy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
174	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest o.	COMPOSED_ASTRO_VALUE_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	oaiin	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
175	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	ASTRO_CONTINUATION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	ok	OL	okol	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
176	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ROOT	AR	ar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
177	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ol	AR	olar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
178	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: abgelesener oder freigegebener Wert; lokaler Namensrest y.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	ysh	E+Y	yshey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
182	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest qo/y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	qockh	Y	qockhy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
184	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Sollwert oder Grad des bezeichneten Himmelsplatzes.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	aiin	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC039	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
186	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest q/o.	COMPOSED_ASTRO_VALUE_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	qokoaiin	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
187	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest od.	COMPOSED_ASTRO_QUANTITY_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	odain	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
188	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ROOT	AR	ar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
189	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmels-, Ring- oder Zeigerlauf.	COMPOSED_ASTRO_PATH_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	air	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
190	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: aktueller Hauptwert.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	a	Y	ay	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
191	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	shokch	Y	shokchy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
192	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe; lokaler Namensrest cht/y.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	cht	EE+Y	chteey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
193	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ch/y.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	chot	EE+Y	choteey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
194	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	Sternplatz A2_LEFT_PANEL_HEADER: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest cph.	ASTRO_CONTINUATION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	cph	OL	cphol	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
195	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	Sternplatz A2_LEFT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	ASTRO_CONDITION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	che	OR	cheor	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
196	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch.	ASTRO_CONTINUATION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	opchee	OL	opcheeol	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
197	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	ASTRO_FOLLOWING_POST_CARD	ASTRO_OT_TRANSITION_COMPOSITION	PREFIX_FOLLOWING_POST	or	OT	otor	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
198	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/cth/y.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	chocth	EEE+Y	choctheeey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
199	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	Sternplatz A2_LEFT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest c.	ASTRO_TARGET_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	okcho	AL	okchoal	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
201	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	Sternplatz A2_MIDDLE_PANEL_HEADER: naechster Platz oder folgende Bedingung; lokaler Namensrest chl.	ASTRO_FOLLOWING_POST_CARD	ASTRO_OT_TRANSITION_COMPOSITION	PREFIX_FOLLOWING_POST	chl	OT	otchl	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
202	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.	FULL_SET_CLOSE	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	qokeeedy	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC140	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
203	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	cheey	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC119	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
204	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	Sternplatz A2_MIDDLE_PANEL_HEADER: lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	cheet	EE+Y	cheeteey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
206	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	Sternplatz A2_MIDDLE_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest chp.	ASTRO_CONDITION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	chp	OR	chpor	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
207	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	Sternplatz A2_MIDDLE_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	cheokorch	E+Y	cheokorchey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
209	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	ASTRO_CONDITION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	yk	OR	ykor	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
210	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	shey	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC119	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
