locus	surface	structural_parse	speculative_paraphrase	confidence	main_problem
bio_three.WOMENS_REGIMEN_FORK	f81 shared immersion -> f82 vessel/pool alternatives -> f83 local conduit/application	COLLECTIVE_BATH_REGIMEN -> SOURCE_OR_APPLICATION_CATALOGUE -> LOCAL_DELIVERY_SPECIFICATION	Zuerst ein gemeinsames Ganzkörperbad oder Regimen beschreiben, danach alternative Quellen/Gefäße und schließlich lokale Wasch-, Dampf-, Zuführungs- oder Abgabeformen dokumentieren.	VERY_LOW_CONTENT_MEDIUM_VISUAL_HISTORICAL_COHERENCE	De balneis and Trotula traditions license baths, women, vessels and local applications, but the images may be cosmological/physiological, no condition or treatment is readable and page sequence need not be procedural.
ten_page.MAXIMUM_USE_V05	4 Herbal entries + 3 bath/apparatus records + 3 circle lookup modes	HYBRID_ABBREVIATED_SOURCE_LANGUAGE + REGISTER_CODEBOOK + STATEFUL_RENDERER	Eine kleine Werkstatt überführt Pflanzenklassen und Anwendungen, Bade-/Applikationsregimen sowie astronomische Auswahl- und Zustandstabellen in dieselbe bildadressierte Kurzschrift; Bild und Geometrie liefern Gegenstand und Koordinate, die Schrift Restwerte, Relationen, Vorgänge und Abschlüsse.	SPECULATIVE_CONTENT_HIGH_ABDUCTIVE_COHERENCE	This is the leading complete ten-page theory, not plaintext; integrated medical use versus a looser miscellany remains unresolved and no field name, card meaning, language or source text is identified.
ten_page.GENERATIVE_SCRIBE_WALKTHROUGH	picture address -> D/S/Q state -> registered card/value/relation -> DY checkpoint -> reflow	LEARNABLE_SOURCE_TO_CARD_COMPILER	Eine lesbare Pflanzenbeschreibung, Baderezeptur oder Kreistabelle wird nicht Buchstabe für Buchstabe verschlüsselt, sondern in Bildadresse, registrierte Inhaltskarten, Setz-/Fortführungs-/Verknüpfungszustände und lokale Kontrollpunkte kompiliert.	SPECULATIVE_BUT_EXECUTABLE_GENERATOR	The walkthrough can generate observed architecture from real medieval source types but is not uniquely inferred; many source meanings collapse to the same skeleton and no Voynich card is translated.
ten_page.DOCUMENT_GRAMMARS	Herbal paragraph modules // Biological short fields // Astro geometry cells	ARTICLE_GRAMMAR | SPECIFICATION_GRAMMAR | LOOKUP_GRAMMAR	Für Pflanzen einen bildadressierten Artikel in Absatzmodulen schreiben; für Bad-/Apparaturseiten kurze registrierte Zellen abarbeiten; bei Kreisdiagrammen sichtbare Geometrie als Adresse und Schrift als Restwert verwenden.	MEDIUM_ARCHITECTURE_CONTENT_UNASSIGNED	The page templates are compatible with one workshop compiler, but template differences are confounded with Currier/hand and establish no topic meaning.
bio.CLOSING_DECK	bc4f1f5c... / 7d25241b... / 7db18b2f... / de7321bf...	FOUR_RECURRENT_POSITION_PURE_DY_CLOSING_CARDS	Je nach ausgewähltem Bio-Zustand eine von mehreren registrierten Schlusskarten an LAST/ONLY setzen; die gemeinsame Schlusskoordinate ist nicht selbst ein Wort fuer fertig.	HIGH_FORM_CONTENT_UNASSIGNED	The four anonymous tuples have 38 fixed-page events, zero FIRST/MIDDLE occurrences and distinct opaque hosts; wrappers vary and concrete state values remain unknown.
ten_page.APPRENTICE_RULES	construction sheet + register phrasebook + renderer habits	TEACHABLE_SMALL_WORKSHOP_COMPILER	Bild oder Diagrammzelle waehlen, Dokumentvorlage bestimmen, Inhaltskarte im Register nachschlagen, zugelassenen Konstruktionszustand und lokale Schreibung waehlen und den Absatz in den freien Bildraum umbrechen.	MEDIUM_GENERATIVE_COHERENCE_NOT_RECOVERED_CODEBOOK	This is a plausible learning procedure for several scribes, not proof that the actual workshop used a literal card sheet.
ten_page.PAGE_READINGS_V07	4 simples + 3 bath/apparatus sheets + 3 lookup instruments	IMAGE_ADDRESSED_TECHNICAL_NOTEBOOK	Vier Pflanzen-Dossiers, drei Bad-/Apparatur-Datensaetze und drei verschiedenartige Kreis-Lookups mit einem gemeinsamen Karten- und Rendererprinzip kompilieren.	SPECULATIVE_CONTENT_MEDIUM_ARCHITECTURE	The ten page roles are maximum-use paraphrases, not plaintext; integrated medical astrology is weaker than a workshop miscellany interpretation.
ten_page.CARD_DICTIONARY_V07	DY-close / AIIN / OL / CHOL-CTHY / SOL / OKAL / DAR-DAL-SY	FORMAL_ROLES_RANKED_SEPARATELY_FROM_CONTENT_GLOSSES	Formale Schluss-, Einstiegs-, Relations-, Skalar- und Klassifikationskarten unterscheiden, ohne die Arbeitsnamen bereits als englische Woerter zu lesen.	HIGH_RANKING_DISCIPLINE_VERY_LOW_CONTENT	Only closure and placement roles are strong; water, quantity, quality, action, direction and apparatus meanings remain provisional or rejected.
ten_page.HYBRID_WORLD	abbreviated source residue + registered content cards + stateful rendering	BEST_CURRENT_GENERATIVE_WORLD	Heterogene Quelltexte in eine bildadressierte technische Kurzschrift ueberfuehren, wobei sichtbare Gruppen zugleich Quellrest, Kartenidentitaet und Compilerzustand tragen koennen.	MEDIUM_ABDUCTIVE_COHERENCE_NO_TRANSLATION	This explains more fixed-page observations than pure prose or pure notation but cannot identify source language or recover lost card values.
bio.NAVIGATION_AXES	s@LINE_START // q@POST_DY	PHYSICAL_REFLOW_ENTRY | INTERNAL_CELL_ENTRY	Bei physischem Zeilenneustart eine s-Variante und nach formalem Zellschluss eine q-Variante aus dem jeweils zugelassenen Kartensatz waehlen; beide sind Renderoptionen und keine uebersetzten Woerter.	HIGH_FORM_CONTENT_UNASSIGNED	On the three fixed Bio pages s is 35.0% at line start versus 3.7% elsewhere and q is 44.0% after DY closure versus 20.4% otherwise; neither is obligatory.
bio.RECORD_GRAPH	FIELD FIELD FIELD across physical reflow	PARAGRAPH_RECORD_WITH_INTERNAL_CELLS	Einen mehrzeiligen Record aus lokalen Feldern zusammensetzen; die physische Zeile darf mitten im Record enden und der Absatzreset schliesst das Gesamtmodul.	HIGH_HIERARCHY_LOW_SEMANTICS	Field may mean clause attribute step or table cell; no sentence order POS or universal closer is recovered.
herbal.WATER_ALLOWANCE	picture lemma + constitution + preparation/use conditions	AQUEOUS_CONTENT_POSSIBLE_WITHOUT_OL_WATER_DICTIONARY	Beim abgebildeten Pflanzenstoff koennen Standort Feuchtigkeit Waschen Einweichen oder Dekokt Teil der verlorenen Quellinformation sein, ohne OL global als Wasser zu lesen.	VERY_LOW_CONTENT_DISCIPLINED_ALLOWANCE	Standalone OL crosses plant Biological and circle contexts; CHOL-CTHY cannot be oriented to a humoral moisture axis from the fixed images.
ten_page.IMMEDIATE_DUPLICATES	dy dy / shor shor / chy chy / ykchey ykchey / okar okar / oteey oteey / ytedy ytedy / ol ol / shedy shedy / qoty qoty	REPEATED_CARD_VALUE_OR_SLOT_NOT_AUTOMATIC_ERROR	Dieselbe Kartenidentitaet in zwei benachbarten Slots wiederholen, wenn zwei Werte gleich sind, ein Zustand getragen wird oder die Tabelle eine Doppelbelegung verlangt.	MEDIUM_OBSERVATION_FUNCTION_UNRESOLVED	Ten exact immediate repetitions cross all three page families; repetition could also be ordinary prose, emphasis, copying or transcription uncertainty.
ten_page.HISTORICAL_MISCELLANY	Add MS 29301 // Royal MS 18 A VI // Harley MS 2381	LATE_MEDIEVAL_MEDICAL_HERBAL_DIAGRAM_ASTRO_WORKSHOP_NEIGHBOURHOOD	Pflanzen medizinische Rezepte Frauenheilkunde Waesser Diagramme Kalender und astrologische Tabellen in einem Werkstattcodex sammeln, ohne dass alle Teile eine einzige Lehre bilden muessen.	HIGH_HISTORICAL_PLAUSIBILITY_NO_DESCENT	The catalogued manuscripts show architectural plausibility only; they do not identify a Voynich donor, region, language or institution.
ten_page.MISCELLANY_RANKING	shared compiler across heterogeneous section contents	WORKSHOP_HOUSE_STYLE_OVER_SINGLE_SEMANTIC_ONTOLOGY	Den gemeinsamen Compiler als Hausstil mehrerer Schreiber verwenden, waehrend Pflanzen Bad/Apparatur und Kreisabschnitte verschiedene Register und Zwecke behalten.	MEDIUM_ABDUCTIVE_COHERENCE	An integrated medico-astrological handbook remains plausible but is weaker than a practical workshop miscellany.
ten_page.SYMBOLIC_TRANSLATION_V08	VISUAL_ADDRESS + ENTRY/CARD/VALUE/REL/CLOSE + renderer	FUNCTIONAL_INTERLINEAR_WITHOUT_PLAINTEXT	Das sichtbare Objekt als stille Adresse nehmen, registrierte Karten in Eintritts-, Wert-, Relations- und Schlusspositionen einsetzen und Zeilen- beziehungsweise Zellneustart nur als Rendering markieren.	MEDIUM_STRUCTURE_CONTENT_OPEN	The symbolic vocabulary supports useful parsing but does not distinguish amount dose degree ordinal ingredient action quality or lexical content.
ten_page.AIIN_PROFILE	20 covered events / 7 pages / 6 FIRST 9 MIDDLE 5 LAST / wrappers d11 s4 none3 ch1 t1	ONE_PORTABLE_EXACT_CARD_UNDER_FIVE_RENDERINGS	Dieselbe exakte AIIN-Karte je nach Konstruktionszustand als DAIIN SAIIN AIIN CHAIIN oder TAIIN rendern, ohne den Wrapper als eigenes Wort zu uebersetzen.	HIGH_EXACT_FORM_VERY_LOW_MEANING	Amount, degree, dose, ordinal, identifier, function and lexical content remain unresolved; old D_ASSIGN and S_RESUME glosses are withdrawn.
astro.LABEL_ALLOCATION	f67 layered unique values // f68 32/32 unique groups // f69 30/34 unique with four repeats	LAYERED_SELECTOR | SPATIAL_CATALOGUE | ORDERED_REPEATABLE_SCHEDULE	Im f67-Rad getrennte Schichtwerte kombinieren, auf f68 meist eindeutige Raumobjekte adressieren und auf f69 eine geordnete Folge mit wiederholbaren Restwerten ablesen.	MEDIUM_TOPOLOGY_CONTENT_UNASSIGNED	Visible ownership and ZL group diversity support distinct lookup modes but not zodiac star lunar night or prognosis semantics.
astro.RESIDUAL_CELL	visible coordinate + visible state + written residual card	SPLIT_CHANNEL_DATABASE_KEY	Sektor Sternposition Zentralitaet oder LONG-SHORT sichtbar lassen und nur den nicht sichtbaren lokalen Restwert als kurze Karte schreiben.	MEDIUM_ARCHITECTURE_VERY_LOW_CONTENT	OKEOD crosses f69 LONG/SHORT and labels need not spell visible object classes; exact values remain unknown.
astro.NO_SHARED_LIST	f67 ring labels vs f68 star labels vs f69 radial labels	PAGE_LOCAL_NAMESPACES_WITH_ONLY_FREE_DY_SHARED_IN_ZL	Drei Instrumente mit getrennten lokalen Listen unter demselben Schreibsystem fuehren, statt eine gemeinsame 28er- oder Sternnamensliste mehrfach zu zeichnen.	MEDIUM_NEGATIVE_FORM	Only free DY bridges two displayed label pages; alternate readings do not supply a secure positive list alignment.
ten_page.RISKY_PLAINTEXT_WORLD	CHOL=HOT? CTHY=DRY? AIIN=VALUE? OL=IN/WITH_MEDIUM?	WITHDRAWN_WORKED_MEDIEVAL_MEDICAL_GLOSS	Der verworfene Probekey las CHOL und OL verschieden; die exakte Joint-Karte ist jedoch dieselbe und darf nicht zugleich HOT und IN/WITH_MEDIUM bedeuten.	FAILED_BY_INTERNAL_CARD_IDENTITY	Iteration 133 directly falsifies the simultaneous CHOL/OL gloss; only the lossy compilation architecture survives.
ten_page.SCRIBE_CONVERSION	readable source note -> silent image address + constitution cards + scalar + relation + closed state	LOSSY_SCHEMATIC_COMPILATION	Quellsaetze auf Bildadresse Qualitaetspaar Wertslot Mediumsrelation Registerkarte und lokalen Schluss reduzieren; Artikel Konjunktionen sichtbare Koordinaten und vorhersagbare Verben weglassen.	SPECULATIVE_EXECUTABLE_CONTENT_MODEL	The conversion explains learnability and irreversibility but is not recovered historical plaintext.
ten_page.SHARED_JOINT_CORE	AIIN9H/11B Y9/9 OR5/2 L3/16 OKY3/7 CTHY3/4	SEVENTEEN_EXACT_JOINT_CARDS_BRIDGE_HERBAL_AND_BIO	Einen kleinen gemeinsamen exakten Kartenvorrat in Pflanzen- und Bio-Registern verwenden und dieselbe Karte je nach Hand und Position mit verschiedenen zugelassenen Wrappern rendern.	HIGH_EXACT_FORM_CONTENT_UNASSIGNED	These are exact GDT327 identities, not substring merges; GDT398 bars turning neighbouring forms into speculative equivalence classes.
ten_page.UNIQUE_RECORD_HEADS	17 visible paragraph heads all distinct // 11 covered exact joint heads all distinct	LAYOUT_OPENS_RECORD_WITH_LOCAL_FIRST_CARD	Absatzreset und Bild eroeffnen den Record; die erste Karte traegt lokalen Inhalt statt eines universellen Nimm- oder Recipe-Kopfworts.	MEDIUM_NEGATIVE_STRUCTURE	The source may have contained predictable recipe openers that the lossy compiler omitted or absorbed.
herbal.MAXIMUM_CONTENT_V09	baseline dossier + additional entries for four pictured simples	PICTURE_LEMMA_CONSTITUTION_VALUES_RELATIONS_AND_USES	Pro Pflanze ein Grunddossier und ein Zusatzmodul mit Klassifikation Werten Beziehungen Zubereitung oder Anwendung schreiben; Wasser kann als Standort Medium oder Anwendung in beiden vorkommen.	VERY_LOW_CONTENT_MEDIUM_MODULE_STRUCTURE	CHOL-CTHY may be a paired constitution but recurs in different module positions; no strict description-then-recipe order survives.
bio.MAXIMUM_CONTENT_V09	scene overview + configuration records + local apparatus labels	BATH_APPLICATION_APPARATUS_SPECIFICATION	Gemeinsame Szenenregeln und lokale Bad- oder Apparaturkonfigurationen in kurzen geschlossenen Zellen dokumentieren, waehrend Figuren Gefaesse und Leitungen stille Argumente liefern.	LOW_CONTENT_MEDIUM_VISUAL_RECORD_COHERENCE	A chronological treatment sequence and women's-health reading remain weaker forks; figures need not be patients.
astro.MAXIMUM_CONTENT_V09	f67 12x7x8 selector // f68 centre+28 catalogue // f69 ordered alternating 28 schedule	ZODIAC_PLANET_PHASE_CONCORDANCE_PLUS_SPATIAL_AND_LUNAR_LOOKUPS	Versuchsweise eine mehrschichtige astrologische Konkordanz einen Raumkatalog und einen 28-stelligen Mond- oder Kalenderablauf als drei komplementaere Instrumente lesen.	LOW_CONTENT_HIGH_TOPOLOGICAL_COHERENCE	Generic medieval astronomy explains the counts; f68 has no authorial order, f69 lag14 falsifies direct A-65 transfer and no exact value is decoded.
ten_page.WHAT_HOW_WHEN	Herbal substance // Biological application // Astro timing/configuration	COORDINATED_MEDICAL_HANDBOOK_FORK	Pflanzen als Mittel, Bad-/Apparaturbilder als Anwendungsweise und Kreisdiagramme als Zeitpunkt oder Konfiguration eines integrierten praktischen Handbuchs verwenden.	VERY_LOW_CROSS_SECTION_SEMANTICS_MEDIUM_ABDUCTIVE_COHERENCE	This is the strongest integrated content theory but ranks below a workshop miscellany because no exact cross-section pointer is known.
ten_page.WORKSHOP_ORGANISATION	master exemplars + shared card ledger + register phrasebooks + renderer habits	SMALL_MULTI_SCRIBE_TECHNICAL_WORKSHOP	Mehrere Schreiber kopieren vorgezeichnete Tafeln, kompilieren heterogene Quellen mit einem gemeinsamen Kartenregister und rendern sie nach Hand und Seitentyp in den freien Raum.	MEDIUM_HISTORICAL_GENERATIVE_COHERENCE	The setting explains Currier/register variation and learnability but does not prove secrecy, purpose, geography or institution.
ten_page.CHOL_OL_IDENTITY_CORRECTION	CHOL@f10 = OL@f81/f83 = dcda95c81a... // CTHY card also crosses	RENDERER_VARIANTS_OF_SHARED_EXACT_CARDS	CHOL und OL nicht als verschiedene Woerter lesen, sondern als dieselbe registrierte O-gerahmte L-Karte mit ch-Wrapper beziehungsweise ohne Wrapper; CTHY ist ebenfalls registeruebergreifend.	HIGH_INHERITED_FORM_CONTENT_UNASSIGNED	This withdraws CHOL=HOT OL=MEDIUM and CTHY=DRY while strengthening the shared-card/local-renderer workshop architecture.
ten_page.AIIN_RENDERER_COLLAPSE	AIIN / DAIIN / SAIIN / CHAIIN / TAIIN = 2f1c5e56...	ONE_EXACT_CARD_FIVE_SURFACE_WRAPPERS	AIIN als eine Kartenidentitaet lernen und d s ch t oder keinen Wrapper nach Rendererzustand ausgeben; sichtbare Linksmorphologie nicht als Quellmorphem uebersetzen.	HIGH_INHERITED_FORM_CONTENT_UNASSIGNED	All 20 covered events share one exact joint tuple across seven pages; scalar/reference remains a content hypothesis only.
ten_page.Y_RENDERER_COLLAPSE	Y / DY / CHY / SHY / SY / CHEY-like = b921a237...	ONE_FREE_Y_CARD_DISTINCT_FROM_ATTACHED_DY_CLOSURE	Eine freie Y-Karte mit verschiedenen Wrappern rendern und strikt von der angehaengten DY-Schlusskoordinate anderer Karten unterscheiden.	HIGH_INHERITED_FORM_CONTENT_UNASSIGNED	All 18 covered events share one exact nonclosing joint tuple across Herbal and Bio; surface DY alone is not a closure marker.
cross_register.Y_AIIN_Y	CHY TAIIN SHY @ f10r.6 // CHEY DAIIN CHEY @ f83r.3	SAME_EXACT_THREE_CARD_PATH_Y_TO_AIIN_TO_Y	Eine latente Drei-Karten-Konstruktion Y-AIIN-Y in Herbal und Bio mit vollkommen verschiedenen sichtbaren Wrappern ausgeben.	HIGH_EXACT_PATH_LOW_SUPPORT_CONTENT_UNASSIGNED	Two complete triplets plus both directed pairs across three pages make this the strongest phrase-level compiler example, but bracketed value semantics is post-hoc.
ten_page.RENDERER_INVARIANT_MICROGRAMMAR	Y-AIIN-Y // OR-Y // L-E_CLOSE	THREE_ANONYMOUS_RECURRENT_EXACT_CARD_PATHS	Kurze wiederkehrende Kartenpfade erst nach Renderer-Kollaps lesen und als BALANCED_FRAME RELATION_PAIR und BIO_CLOSE_PAIR notieren, ohne sie in Woerter zu uebersetzen.	MEDIUM_FORM_VERY_LOW_SEMANTICS	Paths use exact identities only and do not override the negative GDT338/GDT398 general-equivalence results.
ten_page.LATENT_SURFACE_CONCORDANCE	CHOR CHY = OR Y = OR CHEY // CHY TAIIN SHY = CHEY DAIIN CHEY	SAME_EXACT_PATHS_UNDER_DIFFERENT_WRAPPER_SEQUENCES	Verschiedene sichtbare Phrasen ueber die exakte Kartenfolge normalisieren und erst OR-Y beziehungsweise Y-AIIN-Y als wiederkehrende Konstruktion vergleichen.	HIGH_EXACT_FORM_LOW_SUPPORT_CONTENT_UNASSIGNED	This is inherited exact-card identity, not an inferred synonym or edit-similarity merge.
ten_page.NO_SIMPLE_WRAPPER_AGREEMENT	ch-t-sh vs che-d-che // ch-ch vs none-none vs none-che	LOCAL_RENDERER_VARIATION_NOT_SIMPLE_INFLECTIONAL_CONCORD	Wrapper pro Karte und Position waehlen; weder gleiche latente Phrase noch gleiche Nachbarschaft erzwingt ein stabiles Prefixmuster.	MEDIUM_NEGATIVE_FORM	A subtler grammatical role is possible, but d/s/ch/che cannot be restored as simple translated morphemes.
astro.GDT327_COVERAGE_STOP	f67r2 f68r1 f69v = zero GDT327 interlinear events	TOPOLOGY_AND_SURFACE_ONLY_NO_EXACT_CARD_NORMALIZATION	Kreisdiagramme nur ueber menschlich inventarisierte Geometrie und alternative Oberflaechenlesungen behandeln; Prosa-Kartenkollapse nicht auf gleich aussehende Labels uebertragen.	HIGH_SCOPE_BOUNDARY	The shared Astro compiler remains a workshop-level hypothesis; exact CHOL/AIIN/Y/DY identities are licensed only on covered Herbal/Bio prose.
ten_page.ANONYMOUS_CONTENT_ALGEBRA	L/O relation-class // CTHY property-state // AIIN value-reference // Y type-frame	FIRST_COHERENT_FUNCTIONAL_CARD_SYSTEM	Gemeinsame Karten versuchsweise als Relations- oder Klassenlink, Eigenschafts- oder Zustandswert, registrierten Wert oder Verweis und Typ- oder Rahmenwert paraphrasieren.	MEDIUM_FUNCTIONAL_COHERENCE_NO_LEXEMES	Positions and exact paths support the algebra, but is/has/in, property, value and pointer are loose functional English, not translations.
ten_page.INFORMATION_ALLOCATION	image + 17-card shared core + register-local tail + layout-renderer	SILENT_REFERENT_SHARED_GRAMMAR_LOCAL_CONTENT	Bild liefert Gegenstand und Geometrie, 17 gemeinsame Karten tragen abstrakte Relationen und Werte, lokale Karten tragen Fachinhalt und Layout/Renderer gliedert den Record.	MEDIUM_ABDUCTIVE_COHERENCE	Shared cards account for 44/100 covered Herbal and 92/281 covered Bio events; common content versus grammar remains unresolved.
ten_page.TRANSLATION_CEILING_V10	address/structure/card identity -> anonymous functions -> missing lexical content	SCHEMATIC_TRANSLATION_NOT_PLAINTEXT	Fuer das dargestellte Objekt Relation R Wert V und Zustand S in einem lokalen Feld notieren; konkrete Pflanze Handlung Menge Krankheit Koerperteil und Astronomiewert offen lassen.	HIGH_SCOPE_DISCIPLINE_MEDIUM_USEFULNESS	A complete lexical translation requires an external anchor or lost codebook; current output is a structured paraphrase.
ten_page.CORRECTED_EXACT_INTERLINEAR	f10r.5 f10r.6 f81v.17 f82r.2 f83r.3 f83r.6	SIX_REAL_LINES_PARSED_AS_EXACT_CARDS_FIELDS_AND_CLOSURES	Sechs reale Zeilen ohne erfundene Prefixbedeutungen in offene Herbal-Felder und kurze Bio-Zellen mit exakten Kartenfolgen und formalen Schluessen zerlegen.	HIGH_FORM_MEDIUM_FUNCTIONAL_PARAPHRASE	Entry relation state and value remain anonymous roles; field boundary is not punctuation or sentence end.
ten_page.REGISTER_ENCLOSURE	f10 Y-Y-AIIN-Y open // f83 Y-AIIN-Y-LCHEclose checked	SAME_CARDS_HERBAL_ARTICLE_VS_BIO_CELL_PACKAGING	Dieselbe Y-AIIN-Y-Konstruktion im Pflanzenartikel inline fuehren und im Bio-Register als kurze explizit geschlossene Zelle verpacken.	MEDIUM_CROSS_REGISTER_FORM_CONTENT_UNASSIGNED	This offers a concrete Currier/register formatting mechanism but hand content and register remain confounded.
ten_page.COMPOSITION_GRAMMAR_V10	exact card order + field compatibility/closure + wrapper renderer + visual paragraph template	RENDERED_CARD_SYSTEM_WITH_LOST_CARD_LEDGER	Exakte Kartenfolgen als moegliche Inhaltsschicht lesen, Feldschluss und Kompatibilitaet als Grammatik, Wrapper und JOIN/SPACE als Renderer und Bild plus Absatz als Dokumentadresse.	HIGH_STRUCTURAL_SYNTHESIS_NO_LEXICAL_TRANSLATION	The missing object is the card-to-source mapping, not merely an alphabet; Astro labels remain outside exact-card normalization.
