occurrence_id	held_form_id	form	opaque_head_id	eva_transcription_label	body	head_occupancy	page	locus	section	language	hand	token_index	token_ordinal	line_length	line_position	normalized_position	paragraph_start_line	paragraph_first_token	single_token_line	previous_surface	next_surface	surface_line	all_readers_exact	split_normalized_all_readers	reader_status	pair_axis	selected_occurrence_role	structural_render_de	exploratory_body_candidate_de	exploratory_candidate_render_de	body_candidate_renderer_license	literal_head_lexeme	literal_body_lexeme	component_export_credit
G737-O0434	G737-F088	pchoy	H1	p	choy	2	f16v	f16v.1	H	A	1	6	6	6	LAST	1.000000	1	0	0	s	NONE	pchroiin otchor chpchol chpchey s pchoy	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [pchoy]	trockene Zubereitung, Grund-/Schlussform	H1-Ganzform oder Ausnahme: [pchoy] — Kandidat: trockene Zubereitung, Grund-/Schlussform	0	UNRESOLVED	UNRESOLVED	0
G737-O0435	G737-F159	sokar	H2	s	okar	3	f16v	f16v.13	H	A	1	1	1	2	FIRST	0.000000	0	0	0	NONE	oaorar	sokar oaorar	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sokar]	erhitzte Zubereitungsfraktion I	Posten-/Untereintragsform: [sokar] — Kandidat: erhitzte Zubereitungsfraktion I	0	UNRESOLVED	UNRESOLVED	0
G737-O0436	G737-F213	som	H2	s	om	3	f17r	f17r.4	H	A	1	7	7	9	MIDDLE	0.750000	1	0	0	opydg	ypchy	tcho shol qokol qor olaiin opydg som ypchy ypaim	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [som]	Zubereitungsmaß	H2-Ganzform oder internes Feld: [som] — Kandidat: Zubereitungsmaß	0	UNRESOLVED	UNRESOLVED	0
G737-O0437	G737-F036	schar	H2	s	char	3	f17r	f17r.8	H	A	1	3	3	4	MIDDLE	0.666667	0	0	0	dychear	ykchy	dchchy dychear schar ykchy	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [schar]	trockene Teil-/Fraktionsstufe I	H2-Ganzform oder internes Feld: [schar] — Kandidat: trockene Teil-/Fraktionsstufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0438	G737-F011	sain	H2	s	ain	3	f17r	f17r.10	H	A	1	4	4	6	MIDDLE	0.600000	0	0	0	dcheor	y	dar chear dcheor sain y mol	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sain]	Ordinal-/Wertstufe II	H2-Ganzform oder internes Feld: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0439	G737-F150	poiis	H1	p	oiis	2	f17v	f17v.7	H	A	1	3	3	7	MIDDLE	0.333333	0	0	0	chkeey	cheor	sor chkeey poiis cheor os s aiin	1	1	EXACT	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [poiis]	UNKNOWN	H1-Ganzform oder Ausnahme: [poiis] — Kandidat: UNKNOWN	0	UNRESOLVED	UNRESOLVED	0
G737-O0440	G737-F083	pchor	H1	p	chor	3	f19r	f19r.1	H	A	1	1	1	9	FIRST	0.000000	1	1	0	NONE	qodchy	pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchor]	trockener Teil-/Portionsträger	Absatz-/Recordöffner: [pchor] — Kandidat: trockener Teil-/Portionsträger	0	UNRESOLVED	UNRESOLVED	0
G737-O0441	G737-F267	lshod	H4	l	shod	2	f20r	f20r.7	H	A	1	2	2	8	MIDDLE	0.142857	0	0	0	ocho	daiin	ocho lshod daiin choteol chol dol shol otaiin	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lshod]	angefeuchtete, abgemessene Zubereitung	internes Feld: [lshod] — Kandidat: angefeuchtete, abgemessene Zubereitung	0	UNRESOLVED	UNRESOLVED	0
G737-O0442	G737-F079	schodain	H2	s	chodain	2	f20r	f20r.8	H	A	1	1	1	4	FIRST	0.000000	0	0	0	NONE	cheo	schodain cheo r cheody	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [schodain]	trockene Zubereitung: Dosis oder Wert II	Posten-/Untereintragsform: [schodain] — Kandidat: trockene Zubereitung: Dosis oder Wert II	0	UNRESOLVED	UNRESOLVED	0
G737-O0443	G737-F224	sos	H2	s	os	2	f20v	f20v.2	H	A	1	1	1	10	FIRST	0.000000	0	0	0	NONE	ykoiin	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sos]	Zubereitungsposten	Posten-/Untereintragsform: [sos] — Kandidat: Zubereitungsposten	0	UNRESOLVED	UNRESOLVED	0
G737-O0444	G737-F083	pchor	H1	p	chor	3	f21r	f21r.1	H	A	1	1	1	9	FIRST	0.000000	1	1	0	NONE	o	pchor o eeockhy o fychey ypchey qopcheody otaiin chan	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchor]	trockener Teil-/Portionsträger	Absatz-/Recordöffner: [pchor] — Kandidat: trockener Teil-/Portionsträger	0	UNRESOLVED	UNRESOLVED	0
G737-O0445	G737-F031	pchaiin	H1	p	chaiin	2	f22r	f22r.4	H	A	1	1	1	9	FIRST	0.000000	1	1	0	NONE	ofchy	pchaiin ofchy daiin cfhy doroiin ypchol sy schor daiin	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchaiin]	Trockenindex oder -grad III	Absatz-/Recordöffner: [pchaiin] — Kandidat: Trockenindex oder -grad III	0	UNRESOLVED	UNRESOLVED	0
G737-O0446	G737-F084	schor	H2	s	chor	3	f22r	f22r.4	H	A	1	8	8	9	MIDDLE	0.875000	1	0	0	sy	daiin	pchaiin ofchy daiin cfhy doroiin ypchol sy schor daiin	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [schor]	trockener Teil-/Portionsträger	H2-Ganzform oder internes Feld: [schor] — Kandidat: trockener Teil-/Portionsträger	0	UNRESOLVED	UNRESOLVED	0
G737-O0447	G737-F154	sokaiin	H2	s	okaiin	2	f22v	f22v.11	H	A	1	1	1	3	FIRST	0.000000	0	0	0	NONE	oty	sokaiin oty dy	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sokaiin]	erhitzte Zubereitung: Index III	Posten-/Untereintragsform: [sokaiin] — Kandidat: erhitzte Zubereitung: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0448	G737-F177	lolchor	H4	l	olchor	2	f23r	f23r.2	H	A	1	8	8	13	MIDDLE	0.583333	0	0	0	otchy	daiin	to ar chor daiin chk dain otchy lolchor daiin dam okchol dain g	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lolchor]	Trockenmaterialportion	internes Feld: [lolchor] — Kandidat: Trockenmaterialportion	0	UNRESOLVED	UNRESOLVED	0
G737-O0449	G737-F011	sain	H2	s	ain	3	f24v	f24v.8	H	A	1	4	4	4	LAST	1.000000	0	0	0	shol	NONE	kochky chcthy shol sain	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sain]	Ordinal-/Wertstufe II	H2-Ganzform oder internes Feld: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0450	G737-F224	sos	H2	s	os	2	f25v	f25v.1	H	A	1	9	9	9	LAST	1.000000	1	0	0	qofchor	NONE	poeeaiin qo ky shy daiin qopchey otchey qofchor sos	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sos]	Zubereitungsposten	H2-Ganzform oder internes Feld: [sos] — Kandidat: Zubereitungsposten	0	UNRESOLVED	UNRESOLVED	0
G737-O0451	G737-F075	pcho	H1	p	cho	3	f26r	f26r.7	H	B	2	1	1	12	FIRST	0.000000	1	1	0	NONE	qokedy	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pcho]	trockener Ansatz oder Zubereitung	Absatz-/Recordöffner: [pcho] — Kandidat: trockener Ansatz oder Zubereitung	0	UNRESOLVED	UNRESOLVED	0
G737-O0452	G737-F055	pchedar	H1	p	chedar	3	f26v	f26v.1	H	B	2	1	1	11	FIRST	0.000000	1	1	0	NONE	qodary	pchedar qodary daiiin pcheety s air shedy ypchedy ypchdy qopy shdy	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchedar]	abgemessene Trockenfraktion I, Form I	Absatz-/Recordöffner: [pchedar] — Kandidat: abgemessene Trockenfraktion I, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0453	G737-F071	sches	H2	s	ches	3	f26v	f26v.6	H	B	2	6	6	12	MIDDLE	0.454545	0	0	0	chedy	or	toeedy keody shedy dar chedy sches or cheeky dar chey cheky yteedy	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sches]	trockene Form I oder Mittelstufe	H2-Ganzform oder internes Feld: [sches] — Kandidat: trockene Form I oder Mittelstufe	0	UNRESOLVED	UNRESOLVED	0
G737-O0454	G737-F075	pcho	H1	p	cho	3	f27r	f27r.7	H	A	1	4	4	8	MIDDLE	0.428571	1	0	0	kcheol	schey	kchey chey kcheol pcho schey ly chals cham	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [pcho]	trockener Ansatz oder Zubereitung	H1-Ganzform oder Ausnahme: [pcho] — Kandidat: trockener Ansatz oder Zubereitung	0	UNRESOLVED	UNRESOLVED	0
G737-O0455	G737-F226	posaiin	H1	p	osaiin	2	f29r	f29r.1	H	A	1	1	1	9	FIRST	0.000000	1	1	0	NONE	she	posaiin she aiin chep oty chy qotchy qoty cheecthy	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [posaiin]	Zubereitungsposten: Wert III	Absatz-/Recordöffner: [posaiin] — Kandidat: Zubereitungsposten: Wert III	0	UNRESOLVED	UNRESOLVED	0
G737-O0456	G737-F127	so	H2	s	o	3	f2r	f2r.9	H	A	1	7	7	11	MIDDLE	0.600000	0	0	0	ykody	chol	dls sho kol sheey qokey ykody so chol yky dain daiisol	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [so]	Ansatz-/Zubereitungsrahmen	H2-Ganzform oder internes Feld: [so] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0457	G737-F083	pchor	H1	p	chor	3	f2v	f2v.1	H	A	1	3	3	8	MIDDLE	0.285714	1	0	0	cheo	otaiin	kooiin cheo pchor otaiin odain chor dair shty	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [pchor]	trockener Teil-/Portionsträger	H1-Ganzform oder Ausnahme: [pchor] — Kandidat: trockener Teil-/Portionsträger	0	UNRESOLVED	UNRESOLVED	0
G737-O0458	G737-F271	lshy	H4	l	shy	2	f2v	f2v.3	H	A	1	3	3	8	MIDDLE	0.285714	0	0	0	chor	chol	otchy chor lshy chol chody chodain chcthy daiin	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lshy]	feuchte oder angeweichte Grundform	internes Feld: [lshy] — Kandidat: feuchte oder angeweichte Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0459	G737-F011	sain	H2	s	ain	3	f30r	f30r.3	H	A	1	6	6	9	MIDDLE	0.625000	0	0	0	doiin	chorain	chodaiin cho ry chey doiin sain chorain cheey keem	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sain]	Ordinal-/Wertstufe II	H2-Ganzform oder internes Feld: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0460	G737-F128	ro	H3	r	o	3	f30r	f30r.6	H	A	1	5	5	9	MIDDLE	0.500000	0	0	0	cho	raiin	dchorol sho chor cho ro raiin dor chseeor dy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [ro]	Ansatz-/Zubereitungsrahmen	interner Bezug: [ro] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0461	G737-F081	rchody	H3	r	chody	3	f30r	f30r.10	H	A	1	6	6	6	LAST	1.000000	0	0	0	chctho	NONE	chokchaiin dchor chkchean qotchy chctho rchody	1	1	EXACT	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [rchody]	trocken aufbereitetes Ergebnis, Grundform	Abschlussbezug: [rchody] — Kandidat: trocken aufbereitetes Ergebnis, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0462	G737-F011	sain	H2	s	ain	3	f30v	f30v.1	H	A	1	1	1	7	FIRST	0.000000	1	1	0	NONE	shosaiin	sain shosaiin chocthey sho chepchy shor sheaiin	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0463	G737-F224	sos	H2	s	os	2	f30v	f30v.7	H	A	1	6	6	6	LAST	1.000000	0	0	0	ctho	NONE	chakchy sho kcho tcho ctho sos	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sos]	Zubereitungsposten	H2-Ganzform oder internes Feld: [sos] — Kandidat: Zubereitungsposten	0	UNRESOLVED	UNRESOLVED	0
G737-O0464	G737-F129	lo	H4	l	o	3	f31r	f31r.4	H	B	2	4	4	10	MIDDLE	0.333333	0	0	0	dar	r	qotar chy dar lo r ar cheey keeol chedy qokey	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lo]	Ansatz-/Zubereitungsrahmen	internes Feld: [lo] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0465	G737-F084	schor	H2	s	chor	3	f32r	f32r.4	H	A	1	1	1	6	FIRST	0.000000	0	0	0	NONE	dshor	schor dshor ytsho dain daiin choddal	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [schor]	trockener Teil-/Portionsträger	Posten-/Untereintragsform: [schor] — Kandidat: trockener Teil-/Portionsträger	0	UNRESOLVED	UNRESOLVED	0
G737-O0466	G737-F230	soty	H2	s	oty	2	f32r	f32r.16	H	A	1	3	3	3	LAST	1.000000	0	0	0	chey	NONE	otchol chey soty	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [soty]	kalte oder abgekühlte Zubereitung, Grundform	H2-Ganzform oder internes Feld: [soty] — Kandidat: kalte oder abgekühlte Zubereitung, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0467	G737-F120	skey	H2	s	key	2	f32v	f32v.9	H	A	1	3	3	7	MIDDLE	0.333333	0	0	0	cfhy	chocthy	qotchy cfhy skey chocthy daiin cthaiin daiin	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [skey]	erhitzte Form I	H2-Ganzform oder internes Feld: [skey] — Kandidat: erhitzte Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0468	G737-F077	lcho	H4	l	cho	3	f33v	f33v.10	H	B	2	1	1	9	FIRST	0.000000	0	0	0	NONE	ar	lcho ar or chey lodaiin o or okeedy okaly	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	H4_WHOLE_OR_EXCEPTION	H4-Ganzform oder Ausnahme: [lcho]	trockener Ansatz oder Zubereitung	H4-Ganzform oder Ausnahme: [lcho] — Kandidat: trockener Ansatz oder Zubereitung	0	UNRESOLVED	UNRESOLVED	0
G737-O0469	G737-F232	spaiin	H2	s	paiin	2	f34v	f34v.1	H	B	2	10	10	10	LAST	1.000000	1	0	0	chcthdy	NONE	kechdy chdy chefchy shdy qopchdy shdydy chdalchdy ypchdy chcthdy spaiin	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [spaiin]	Verweis auf H1-Ordinal-III-Eintrag	H2-Ganzform oder internes Feld: [spaiin] — Kandidat: Verweis auf H1-Ordinal-III-Eintrag	0	UNRESOLVED	UNRESOLVED	0
G737-O0470	G737-F144	loees	H4	l	oees	2	f34v	f34v.2	H	B	2	8	8	11	MIDDLE	0.700000	0	0	0	ckhy	ykar	tol qokchy dychedy okchy chckhdy chdaiin ckhy loees ykar aiin oldam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [loees]	Zubereitungsposten, Endform	internes Feld: [loees] — Kandidat: Zubereitungsposten, Endform	0	UNRESOLVED	UNRESOLVED	0
G737-O0471	G737-F055	pchedar	H1	p	chedar	3	f34v	f34v.6	H	B	2	1	1	10	FIRST	0.000000	1	1	0	NONE	shear	pchedar shear qokchdy qokees cheol ypchdaiin chedy lr ar chedain	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchedar]	abgemessene Trockenfraktion I, Form I	Absatz-/Recordöffner: [pchedar] — Kandidat: abgemessene Trockenfraktion I, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0472	G737-F237	lr	H4	l	r	2	f34v	f34v.6	H	B	2	8	8	10	MIDDLE	0.777778	1	0	0	chedy	ar	pchedar shear qokchdy qokees cheol ypchdaiin chedy lr ar chedain	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lr]	verschachtelter H3-Kopf oder Bezugsslot	internes Feld: [lr] — Kandidat: verschachtelter H3-Kopf oder Bezugsslot	0	UNRESOLVED	UNRESOLVED	0
G737-O0473	G737-F262	lsheody	H4	l	sheody	2	f34v	f34v.9	H	B	2	1	1	11	FIRST	0.000000	0	0	0	NONE	cphy	lsheody cphy qokeey keedy kchdy chedy qokedy chdy kal shs oldaiin	1	1	EXACT	INTERNAL_PAIR	H4_WHOLE_OR_EXCEPTION	H4-Ganzform oder Ausnahme: [lsheody]	feucht aufbereitetes Ergebnis, Grundform	H4-Ganzform oder Ausnahme: [lsheody] — Kandidat: feucht aufbereitetes Ergebnis, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0474	G737-F032	schaiin	H2	s	chaiin	2	f35r	f35r.6	H	A	1	1	1	4	FIRST	0.000000	0	0	0	NONE	char	schaiin char chan daiin	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [schaiin]	Trockenindex oder -grad III	Posten-/Untereintragsform: [schaiin] — Kandidat: Trockenindex oder -grad III	0	UNRESOLVED	UNRESOLVED	0
G737-O0475	G737-F034	lchal	H4	l	chal	2	f35r	f35r.11	H	A	1	6	6	10	MIDDLE	0.555556	0	0	0	chaiin	dal	sheaiin chol cthaiin l chaiin lchal dal dair aldy n	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lchal]	trockenes Material, Stufe I	internes Feld: [lchal] — Kandidat: trockenes Material, Stufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0476	G737-F271	lshy	H4	l	shy	2	f35r	f35r.13	H	A	1	4	4	7	MIDDLE	0.500000	0	0	0	qokchaiin	lodaly	qokoiin chaiin qokchaiin lshy lodaly oteey taiin	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lshy]	feuchte oder angeweichte Grundform	internes Feld: [lshy] — Kandidat: feuchte oder angeweichte Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0477	G737-F213	som	H2	s	om	3	f36r	f36r.4	H	A	1	4	4	8	MIDDLE	0.428571	1	0	0	qoypchol	chy	podaiir cphy qoypchol som chy dchy fchom dar	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [som]	Zubereitungsmaß	H2-Ganzform oder internes Feld: [som] — Kandidat: Zubereitungsmaß	0	UNRESOLVED	UNRESOLVED	0
G737-O0478	G737-F035	pchar	H1	p	char	3	f36v	f36v.1	H	A	1	1	1	9	FIRST	0.000000	1	1	0	NONE	asy	pchar asy qoforom shoaiin tchey chy otaiin cphar daiin	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchar]	trockene Teil-/Fraktionsstufe I	Absatz-/Recordöffner: [pchar] — Kandidat: trockene Teil-/Fraktionsstufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0479	G737-F181	loldaiin	H4	l	oldaiin	2	f37r	f37r.9	H	A	1	7	7	7	LAST	1.000000	0	0	0	otcho	NONE	ykchody qotchy ykaiin chy qotordy otcho loldaiin	0	1	SPLIT_ONLY	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [loldaiin]	Materialergebnis: Dosis oder Wert III	internes Feld: [loldaiin] — Kandidat: Materialergebnis: Dosis oder Wert III	0	UNRESOLVED	UNRESOLVED	0
G737-O0480	G737-F145	soiiin	H2	s	oiiin	3	f37v	f37v.15	H	A	1	1	1	4	FIRST	0.000000	0	0	0	NONE	cheoky	soiiin cheoky daiin dain	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [soiiin]	Zubereitungsform: Index IV	Posten-/Untereintragsform: [soiiin] — Kandidat: Zubereitungsform: Index IV	0	UNRESOLVED	UNRESOLVED	0
G737-O0481	G737-F038	pchdaiin	H1	p	chdaiin	2	f39r	f39r.6	H	B	2	1	1	11	FIRST	0.000000	1	1	0	NONE	she	pchdaiin she dam qofchedy shedy kchdy dydy opchekaiin shoy shdalo ry	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchdaiin]	Trockenresultat: Dosis oder Wert III	Absatz-/Recordöffner: [pchdaiin] — Kandidat: Trockenresultat: Dosis oder Wert III	0	UNRESOLVED	UNRESOLVED	0
G737-O0482	G737-F064	pcheol	H1	p	cheol	2	f3r	f3r.11	H	A	1	1	1	5	FIRST	0.000000	1	1	0	NONE	shol	pcheol shol sols sheol shey	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pcheol]	Trockenmaterial	Absatz-/Recordöffner: [pcheol] — Kandidat: Trockenmaterial	0	UNRESOLVED	UNRESOLVED	0
G737-O0483	G737-F204	sols	H2	s	ols	2	f3r	f3r.11	H	A	1	3	3	5	MIDDLE	0.500000	1	0	0	shol	sheol	pcheol shol sols sheol shey	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sols]	Materialposten	H2-Ganzform oder internes Feld: [sols] — Kandidat: Materialposten	0	UNRESOLVED	UNRESOLVED	0
G737-O0484	G737-F160	lokar	H4	l	okar	3	f40r	f40r.5	H	B	2	1	1	11	FIRST	0.000000	0	0	0	NONE	qokar	lokar qokar okar okol ol chedy qokchd ar ar or dag	1	1	EXACT	INTERNAL_PAIR	H4_WHOLE_OR_EXCEPTION	H4-Ganzform oder Ausnahme: [lokar]	erhitzte Zubereitungsfraktion I	H4-Ganzform oder Ausnahme: [lokar] — Kandidat: erhitzte Zubereitungsfraktion I	0	UNRESOLVED	UNRESOLVED	0
G737-O0485	G737-F170	solaiin	H2	s	olaiin	2	f40v	f40v.5	H	B	2	1	1	4	FIRST	0.000000	0	0	0	NONE	okar	solaiin okar oly chckhy	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [solaiin]	Materialträger: Wert III	Posten-/Untereintragsform: [solaiin] — Kandidat: Materialträger: Wert III	0	UNRESOLVED	UNRESOLVED	0
G737-O0486	G737-F080	pchody	H1	p	chody	3	f40v	f40v.9	H	B	2	2	2	5	MIDDLE	0.250000	0	0	0	tchy	pchdy	tchy pchody pchdy kor ol	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [pchody]	trocken aufbereitetes Ergebnis, Grundform	H1-Ganzform oder Ausnahme: [pchody] — Kandidat: trocken aufbereitetes Ergebnis, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0487	G737-F062	pcheody	H1	p	cheody	2	f41v	f41v.2	H	B	5	1	1	9	FIRST	0.000000	1	1	0	NONE	qofcheepy	pcheody qofcheepy ofchdy cfhekchdy ypchedy chepchefy shdchdy qotal dar	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pcheody]	trocken aufbereitetes Ergebnis, Form I	Absatz-/Recordöffner: [pcheody] — Kandidat: trocken aufbereitetes Ergebnis, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0488	G737-F117	lkeeody	H4	l	keeody	2	f41v	f41v.4	H	B	5	6	6	10	MIDDLE	0.555556	0	0	0	lkedy	qokeedy	qokeody okey qokeody oleeol lkedy lkeeody qokeedy okeey qokol sheols	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeeody]	vollständig erhitztes Zubereitungsergebnis	internes Feld: [lkeeody] — Kandidat: vollständig erhitztes Zubereitungsergebnis	0	UNRESOLVED	UNRESOLVED	0
G737-O0489	G737-F046	pchear	H1	p	chear	2	f42r	f42r.1	H	A	1	5	5	5	LAST	1.000000	1	0	0	otcheey	NONE	o ofaiin cthay otcheey pchear	1	1	EXACT	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [pchear]	trockene Teil-/Fraktionsstufe I, Form I	H1-Ganzform oder Ausnahme: [pchear] — Kandidat: trockene Teil-/Fraktionsstufe I, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0490	G737-F185	solkaiin	H2	s	olkaiin	2	f42r	f42r.2	H	A	1	1	1	5	FIRST	0.000000	0	0	0	NONE	char	solkaiin char cheky otshaiin daiiry	0	1	SPLIT_ONLY	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [solkaiin]	erhitztes Material: Index III	Posten-/Untereintragsform: [solkaiin] — Kandidat: erhitztes Material: Index III	0	UNRESOLVED	UNRESOLVED	0
