event_id	page	record	statement_id	surface	card_no	component_parse	spoken_component_sequence_de	compact_statement_de	silent_owner_de	owner_is_separate_from_spoken_dictionary	complete
E335	f83r	B4	B4-S008	qokedy	PROC067	OK+E+DY	setze an · kurz · schließe	dies nach Maß länger warm halten	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	YES	YES
E336	f83r	B4	B4-S009	shedy	PROC078	SHED+DY	setze ab · schließe	dies absetzen lassen; schließe	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	YES	YES
E337	f83r	B4	B4-S010	oldy	PROC047	OL+DY	fort · schließe	weiterarbeiten; schließe	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	YES	YES
E338	f83r	B4	B4-S011	saiin	PROC009	AIIN	Maß	dies nach Maß kurz warm halten	linke Hauptstation mit offenem Fransenlauf	YES	YES
E339	f83r	B4	B4-S011	cheky	PROC083	CHK+E+Y	wärme · kurz · dies	dies nach Maß kurz warm halten	linke Hauptstation mit offenem Fransenlauf	YES	YES
E340	f83r	B4	B4-S011	okeeol	PROC158	OK+EE+OL	setze an · länger · fort	dies nach Maß kurz warm halten	linke Hauptstation mit offenem Fransenlauf	YES	YES
E341	f83r	B4	B4-S011	okain	PROC080	OK+AIN	setze an · Teil	dies nach Maß kurz warm halten	linke Hauptstation mit offenem Fransenlauf	YES	YES
E342	f83r	B4	B4-S011	chdy	PROC042	CHD+Y	setze um · dies	dies nach Maß kurz warm halten	linke Hauptstation mit offenem Fransenlauf	YES	YES
E343	f83r	B4	B4-S011	sol	PROC013	OL	fort	dies nach Maß kurz warm halten	linke Hauptstation mit offenem Fransenlauf	YES	YES
E344	f83r	B4	B4-S011	lkedy	PROC159	L+K+E+DY	führe · gib zu · kurz · schließe	dies nach Maß kurz warm halten	linke Hauptstation mit offenem Fransenlauf	YES	YES
E345	f83r	B4	B4-S012	lchedy	PROC120	L+CHD+DY	führe · setze um · schließe	dies abführen und überführen; schließe	linke Hauptstation mit offenem Fransenlauf	YES	YES
E346	f83r	B4	B4-S013	qokol	PROC160	OK+OL	setze an · fort	dies weiter einsetzen	linke Hauptstation mit offenem Fransenlauf	YES	YES
E347	f83r	B4	B4-S013	shedy	PROC078	SHED+DY	setze ab · schließe	dies weiter einsetzen	linke Hauptstation mit offenem Fransenlauf	YES	YES
E348	f83r	B4	B4-S014	or	PROC016	OR	Ansatz	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen; schließe	linke Hauptstation mit offenem Fransenlauf	YES	YES
E349	f83r	B4	B4-S014	chey	PROC019	Y	dies	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen; schließe	linke Hauptstation mit offenem Fransenlauf	YES	YES
E350	f83r	B4	B4-S014	qockhey	PROC161	O+CKH+E+Y	Gang · Durchlass · kurz · dies	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen; schließe	linke Hauptstation mit offenem Fransenlauf	YES	YES
E351	f83r	B4	B4-S014	dairydy	PROC162	AIR+Y+DY	Lauf · dies · schließe	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen; schließe	linke Hauptstation mit offenem Fransenlauf	YES	YES
E352	f83r	B4	B4-S015	qokain	PROC080	OK+AIN	setze an · Teil	eine Portion einsetzen	linke Hauptstation mit offenem Fransenlauf	YES	YES
E353	f83r	B4	B4-S015	shey	PROC031	SH+EE+Y	halte · länger · dies	eine Portion einsetzen	linke Hauptstation mit offenem Fransenlauf	YES	YES
E354	f83r	B4	B4-S015	kain	PROC069	K+AIN	gib zu · Teil	eine Portion einsetzen	linke Hauptstation mit offenem Fransenlauf	YES	YES
E355	f83r	B4	B4-S015	chckhal	PROC163	CH+CKH+AL	ziehe ab · Durchlass · dorthin	eine Portion einsetzen	linke Hauptstation mit offenem Fransenlauf	YES	YES
E356	f83r	B4	B4-S015	solkey	PROC164	SOLK+E+Y	fange auf · kurz · dies	eine Portion einsetzen	rechte Hauptstation mit S-Lauf und Mehrarmknoten	YES	YES
E357	f83r	B4	B4-S015	lchedy	PROC120	L+CHD+DY	führe · setze um · schließe	eine Portion einsetzen	rechte Hauptstation mit S-Lauf und Mehrarmknoten	YES	YES
E358	f83r	B4	B4-S016	qolkain	PROC070	OL+K+AIN	fort · gib zu · Teil	eine Portion weiter dosiert zugeben	rechte Hauptstation mit S-Lauf und Mehrarmknoten	YES	YES
E359	f83r	B4	B4-S016	dal	PROC055	AL	dorthin	eine Portion weiter dosiert zugeben	rechte Hauptstation mit S-Lauf und Mehrarmknoten	YES	YES
E360	f83r	B4	B4-S016	skar	PROC165	K+AR	gib zu · davon	eine Portion weiter dosiert zugeben	rechte Hauptstation mit S-Lauf und Mehrarmknoten	YES	YES
E361	f83r	B4	B4-S016	shedy	PROC078	SHED+DY	setze ab · schließe	eine Portion weiter dosiert zugeben	rechte Hauptstation mit S-Lauf und Mehrarmknoten	YES	YES
E362	f83r	B5	B5-S001	otchdy	PROC166	OT+CHD+DY	danach · setze um · schließe	danach dies überführen; schließe	linke Fransenstation im B5-Nachtrag	YES	YES
E363	f83r	B5	B5-S002	qokchdy	PROC082	OK+CHD+DY	setze an · setze um · schließe	dies einsetzen und überführen; schließe	linke Fransenstation im B5-Nachtrag	YES	YES
E364	f83r	B5	B5-S003	shedal	PROC142	SHED+AL	setze ab · dorthin	dies dorthin ablagern	linke Fransenstation im B5-Nachtrag	YES	YES
E365	f83r	B5	B5-S003	dal	PROC055	AL	dorthin	dies dorthin ablagern	linke Fransenstation im B5-Nachtrag	YES	YES
E366	f83r	B5	B5-S003	cheol	PROC013	OL	fort	dies dorthin ablagern	linke Fransenstation im B5-Nachtrag	YES	YES
E367	f83r	B5	B5-S003	lol	PROC167	L+OL	führe · fort	dies dorthin ablagern	linke Fransenstation im B5-Nachtrag	YES	YES
E368	f83r	B5	B5-S003	chdal	PROC168	CHD+AL	setze um · dorthin	dies dorthin ablagern	linke Fransenstation im B5-Nachtrag	YES	YES
E369	f83r	B5	B5-S003	aiin	PROC009	AIIN	Maß	dies dorthin ablagern	linke Fransenstation im B5-Nachtrag	YES	YES
E370	f83r	B5	B5-S003	sol	PROC013	OL	fort	dies dorthin ablagern	linke Fransenstation im B5-Nachtrag	YES	YES
E371	f83r	B5	B5-S003	daiiin	PROC169	DA+IIN	zweiter · Grad	dies dorthin ablagern	linke Fransenstation im B5-Nachtrag	YES	YES
E372	f83r	B5	B5-S003	chedy	PROC042	CHD+Y	setze um · dies	dies dorthin ablagern	linke Fransenstation im B5-Nachtrag	YES	YES
E373	f83r	B6	B6-S001	solkeey	PROC170	SOLK+EE+Y	fange auf · länger · dies	dies länger auffangen	rechter S-Lauf im B6-Nachtrag	YES	YES
E374	f83r	B6	B6-S001	qekey	PROC171	E+K+E+Y	kurz · gib zu · kurz · dies	dies länger auffangen	rechter S-Lauf im B6-Nachtrag	YES	YES
E375	f83r	B6	B6-S001	raly	PROC172	R+AL+Y	kühle · dorthin · dies	dies länger auffangen	rechter S-Lauf im B6-Nachtrag	YES	YES
E376	f83r	B6	B6-S001	ol	PROC013	OL	fort	dies länger auffangen	rechter S-Lauf im B6-Nachtrag	YES	YES
E377	f83r	B6	B6-S001	daiin	PROC009	AIIN	Maß	dies länger auffangen	rechter S-Lauf im B6-Nachtrag	YES	YES
E378	f83r	B6	B6-S001	ol	PROC013	OL	fort	dies länger auffangen	rechter S-Lauf im B6-Nachtrag	YES	YES
E379	f83r	B6	B6-S001	dain	PROC156	AIN	Teil	dies länger auffangen	rechter S-Lauf im B6-Nachtrag	YES	YES
E380	f83r	B6	B6-S001	chey	PROC019	Y	dies	dies länger auffangen	rechter S-Lauf im B6-Nachtrag	YES	YES
E381	f83r	B6	B6-S001	ldalor	PROC173	L+AL+OR	führe · dorthin · Ansatz	dies länger auffangen	rechter S-Lauf im B6-Nachtrag	YES	YES
