occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	scope_mode	context_class	placement_class	attachment_class	left_surface	right_surface	left_fused_surface	left_fused_occurrences	right_fused_surface	right_fused_occurrences	working_gloss_de	working_render_de	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line
G660-T145	f21v	f21v.7	7	7	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	otchy	sheaiin	otchys	0	ssheaiin	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	ykcho lchol cho l chaiin otchy s sheaiin	ykcho lchol cholchaiin otchy s sheaiin	ykcho lchol cholchaiin otchy s sheaiin
G660-T146	f22r	f22r.1	10	10	11	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	opchy	ocphy	opchys	0	socphy	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	pol olshy fcholy shol dpchy oty okoly daiin opchy s ocphy	pol olshy fcholy shol dpchy oty okoly daiin opchy s ocphy	pol olshy fcholy shol dpchy oty okoly daiin opchys ocphy
G660-T147	f22r	f22r.10	8	8	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	qokol	opchol	qokoldy	2	dyopchol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam
G660-T148	f22r	f22r.13	2	2	6	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	dchor	dain	dchordy	0	dydain	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	dchor dy dain qockhy ykol okain	dchor dydain qockhy ykalokain	dchor d dain qockhy ykolokain
G660-T149	f22v	f22v.10	3	3	5	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	daiin	or	daiins	1	sor	43	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	qokchy daiin s or ytal	qokchy daiin s or ytal	qokchy daiin s or ytal
G660-T150	f22v	f22v.11	3	3	3	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	oty	<EOS>	otydy	3	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	sokaiin oty dy	sokaiin oty dy	sokaiin oty dy
G660-T151	f23r	f23r.10	4	4	10	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	chkchy	yteain	chkchys	0	syteain	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qok okaiin chkchy s yteain odal chal dy dar ykain	qok okaiin chkchy s yteair odal chal dy dar ykain	qok okaiin chkchy s yteain odal chaldy dar ykain
G660-T152	f23r	f23r.10	8	8	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chal	dar	chaldy	0	dydar	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	qok okaiin chkchy s yteain odal chal dy dar ykain	qok okaiin chkchy s yteair odal chal dy dar ykain	qok okaiin chkchy s yteain odal chaldy dar ykain
G660-T153	f23r	f23r.8	8	8	10	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	ykchy	dal	ykchys	0	sdal	1	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	qokshy char daiir qokaiin olol qoaiin ykchy s diil okchy	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy
G660-T154	f23r	f23r.9	5	5	12	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	qokol	dal	qokoldy	2	dydal	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	okol okshy qokoldy d l she qokeees y oly daiin dal
G660-T155	f23v	f23v.1	5	5	11	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	al	opchol	aldy	10	dyopchol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s
G660-T156	f23v	f23v.1	11	11	11	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	qotchar	<EOS>	qotchars	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s
G660-T158	f24r	f24r.10	4	4	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chor	am	chors	0	sam	7	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qor cfhar chor s am chotaiin dy	qor cfhar chor s am chotaiin dy	q r cfhar chor s am chotaiin y
G660-T159	f24r	f24r.10	7	7	7	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	chotaiin	<EOS>	chotaiindy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	qor cfhar chor s am chotaiin dy	qor cfhar chor s am chotaiin dy	q r cfhar chor s am chotaiin y
G660-T160	f24r	f24r.13	3	3	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	ol	chey	ols	17	schey	5	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	oees ol s chey chcth s ar	oees ol s chey chcth sar	oees ol s chey chcth s r
G660-T161	f24r	f24r.13	6	6	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chcth	ar	chcths	0	sar	62	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	oees ol s chey chcth s ar	oees ol s chey chcth sar	oees ol s chey chcth s r
G660-T162	f24r	f24r.15	5	5	5	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	dal	<EOS>	dals	8	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	ockhoees oeees ol dal s	ockhoees oeees ol dal s	ockhoees oeees ol dal s
G660-T163	f24r	f24r.18	5	5	5	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	chol	<EOS>	chols	4	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	ycheol chol daiin chol s	y cheol chol daiin chol s	ycheol chol daiin chol s
G660-T164	f24r	f24r.7	4	4	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	chtar	cheor	chtars	0	scheor	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	q kar chtar s cheor cthol qodol	qekar chtar s cheor cthol qodol	q kar chtar s cheor cthol qodol
G660-T165	f24r	f24r.8	2	2	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	ychor	om	ychors	0	som	2	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	ychor s om qoear daiin qokeol	ychor s om qoear daiin qokeol	ychor s om qoear daiin qokeol
G660-T166	f24v	f24v.14	5	5	5	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	sho	<EOS>	shody	46	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	doiir cheeodam sho sho dy	doiir cheekdam sho sho dy	doiir cheeodam sho sho dy
G660-T167	f25r	f25r.3	5	5	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	sheear	chain	sheears	0	schain	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qotchy qotshy cheesees sheear s chain daiin chain dan	qotchy qotshy cheesees sheear s chain daiin chain dein	qotchy qotshy cheesees sheear s chain daiin chain dein
G660-T168	f25r	f25r.4	5	5	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	cthor	chan	cthors	0	schan	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	dchckhy shocthy ytchey cthor s chan chaiin qotchain	dchckhy shocthy ytchey cthor s chan chaiin qotchain	dchckhy shocthy ytchey cthor s chan chaiin qotchain
G660-T169	f25v	f25v.2	5	5	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	LEFT_ATTACHED	daiin	okeeaiin	daiins	1	sokeeaiin	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	dchor cthor chor daiin s okeeaiin daiin ckhey daiin
G660-T171	f25v	f25v.6	9	9	9	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	deeaiir	<EOS>	deeaiirs	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	qokcho r ochy qotchy qotoral cho chain deeaiir s	qokcho r ochy qotchy qokoral cho chain deeaiir s	qokcho ochy qotchy qokoral cho chain deeaiir s
G660-T172	f26r	f26r.2	7	7	9	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	ytedy	checthedy	ytedydy	0	dychecthedy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	dchey aiin adeeody ykecthhy chedy ytedy dy checthedy lr	dchey daiin deeody ykey che y ytedy dy checthe y lr
G660-T173	f26r	f26r.3	10	10	12	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	sheey	aiin	sheeys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	oaiin shcthy eteeda oloy ykeedy olchedy gal y sheey saiin s	oaiin shcthy cthedy oloy ykee y olchedy al y sheey saiin s
G660-T174	f26r	f26r.3	12	12	12	s	P	EOS	H	B	2	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	aiin	<EOS>	aiins	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	0	0	1	0	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	oaiin shcthy eteeda oloy ykeedy olchedy gal y sheey saiin s	oaiin shcthy cthedy oloy ykee y olchedy al y sheey saiin s
G660-T175	f26r	f26r.4	9	9	10	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	odam	aldy	odams	0	saldy	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qokedy cheos ytedy qokedy ytedy chekedy daiin odam s aldy	qokedy cheos ytedy qokedy ytedy chekedy daiin odam s aldy	qokedy cheos ytedy qokedy yte y cheke y daiin odam s aldy
G660-T176	f26r	f26r.5	5	5	11	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	eedy	chy	eedys	0	schy	2	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	saiin shedy eedy eedy s chy daiin cthedy qokeedy qokedy cthey	haiin shedy eedy eedy schy daiin cthedy qokeedy qokedy cthhy	saiin shedy ch y chdy schy daiin cthedy qokeedy qoke y y
G660-T177	f26r	f26r.7	6	6	12	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	ypchseds	aiin	ypchsedss	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	pcho qokedy dar sheo ypchseds s aiin shapchedyfeey dalchedy sas	pcho qokedy dar sheo ypchseds s aiin shapchedyfchy dalchedy sar
G660-T178	f26r	f26r.8	5	5	10	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	qoteedar	ok	qoteedars	0	sok	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	daiin shedy qokeedy qoteedar s ok ol ytedy qokeedy qokedy	daiin shedy qokeedy qoteedar s ok ol otedy qokchdy qokedy	daiin she y qokeedy qotee ar s ok ol yte y qokee y qoke y
G660-T179	f26r	f26r.9	5	5	10	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	chckhy	dy	chckhys	0	sdy	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	tcheo shy geedy okedy chckhy s dy dy ykeechy okeedy cheky	tcheoshy chdy okedy chckhy s dy y ykeechy okeedy cheky
G660-T180	f26r	f26r.9	6	6	10	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	s	dy	sdy	0	dydy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	tcheo shy geedy okedy chckhy s dy dy ykeechy okeedy cheky	tcheoshy chdy okedy chckhy s dy y ykeechy okeedy cheky
G660-T181	f26r	f26r.9	7	7	10	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	dy	ykeechy	dydy	2	dyykeechy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	tcheo shy geedy okedy chckhy s dy dy ykeechy okeedy cheky	tcheoshy chdy okedy chckhy s dy y ykeechy okeedy cheky
G660-T182	f26v	f26v.1	5	5	11	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	pcheety	air	pcheetys	0	sair	22	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	pchedar qodary daiiin pcheety s air shedy ypchedy ypchdy qopy shdy	pchedar qodary oiiin pcheety sair shedy ypchedy ypchdy qopy shdy	pchedar qodary daiiin fcheety sair shedy ypchedy ypchdy qopy sh y
G660-T183	f26v	f26v.3	7	7	12	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	otedy	odar	otedydy	0	dyodar	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	pchdar opar dar cheeol ofchdy otedy dy odar chedy ytedy okchdy g	pchdar opar dar cheeol ofchdy otedy ckhdy odar chedy ytedy okchdy g	pchdar opar ar cheeol ofchdy ote y ckhdy odar chedy ytedy okchdy g
G660-T184	f26v	f26v.8	7	7	11	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	keody	aiin	keodys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	tchedy okeeos cheeos ysaiin okcheey keody s aiin cheeos qokes ory	teeedy okeeos cheeos ysaiin okcheey keody saiin cheeos qokes ory	tchedy okeeos cheeos ysaiin okcheey keody s aiin cheeos qokes ory
G660-T186	f27r	f27r.10	3	3	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	shes	y	shess	0	sy	28	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy
G660-T187	f27r	f27r.10	7	7	7	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	tchey	<EOS>	tcheydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy
G660-T188	f27r	f27r.2	1	1	9	dy	P	BOS	H	A	1	CONTEXT_SCOPED	DY_BOS_CLOSE	NONE	BOS	<BOS>	ain	NONE	0	dyain	0	voriges Qualitäts-/Wertfeld geschlossen	voriges Qualitäts-/Wertfeld geschlossen:	neuer Unterposten statt Rückschluss	1	1	1	0	dy ain shol dain dar shokyd dchol cthey ds	dy coain shol dain dar shokyd dchol cthey ds	dy ain shol dain dar shokyd dchol cthey ds
G660-T189	f27r	f27r.6	8	8	8	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	kchal	<EOS>	kchaldy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	chy t chols chor cholaiin shy kchal dy	chy tchols chor chol chaiin shy kchaldy	chy tchols chor cholchaiin shy kchal y
G660-T190	f27r	f27r.8	5	5	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	chol	t	choldy	8	dyt	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	ytchy chy t chol dy t chey dain chol dal	ytchy chy tchol dy tchey dain chol dal	ytchy chy tchol dy t chey dain chol dal
G660-T191	f28r	f28r.2	6	6	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	ctheol	dchar	ctheoldy	0	dydchar	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	otchor otchor cthol y ctheol dy dchar chakod dly	otchor otchor cthol cty ctheol dy dchar chakod dly	otchor otchor cthol y ctheol dy dchar chakod dly
G660-T192	f28v	f28v.1	7	7	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	qoty	shory	qotydy	1	dyshory	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	kshol qooiiin shor pshoiiin shepchy qoty dy shory	kshol qooiiin shor pchoiiin shepchy qoty dy shory	kshol qooiiin shor psh iiin shepchy qoty dy shory
G660-T193	f28v	f28v.2	4	4	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chy	qokchol	chydy	0	dyqokchol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	ykchol qoty chydy qokchol chor tch qokchody cheor o
G660-T194	f29r	f29r.2	11	11	11	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	ty	<EOS>	tydy	3	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	dshe ykchy choty oky cho l chchoty choky chy ty dy	dshe ykchy choty oky chol chchoty choky chy ty dy	dshe kchy choty oky cho l chchoty choky chy ty dy
G660-T195	f29v	f29v.12	3	3	4	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	otchey	y	otcheys	0	sy	28	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	qekeochor otchey s y	qekeochor otchey s y	qekeochor otchey sy
G660-T196	f29v	f29v.2	2	2	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qotcheaiin	chol	qotcheaiins	0	schol	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	qotcheaiin s chol chol cthy chey cthold ytchor dary	qotcheaiin schol chol cthy chey cthold ytchor dary	qotcheaiin s chol chol cthy chey cthold ytchor dary
G660-T197	f29v	f29v.3	8	8	11	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	taiin	she	taiins	0	sshe	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	chol chol kor shey odaiin qotchy taiin s she otey sy	chol chol kor shey odaiin qotchy taiin s she otey sy	chol chol kor ey o aiin qotchy taiin s e otey sy
G660-T198	f29v	f29v.4	6	6	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	oltchy	shot	oltchys	0	sshot	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ysho otshy okaiin cthy oltchy s shot sho okaiin	ysho otshy okaiin cthy oltchy ctos shot sho okaiin	ysho otshy okaiin cthy oltchy s shot sho okaiin
G660-T200	f29v	f29v.7	5	5	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	ykaiin	shdy	ykaiindy	0	dyshdy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qotcho kchor daiin ykaiin dy shdy chocthy sheky	qotcho kchor daiin ykaiin dy shdy cho cthy sheky	qotcho kchor daiin kaiin dy shdy chocthy sheky
G660-T201	f2r	f2r.2	3	3	5	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	chkar	shor	chkars	0	sshor	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	dorchory chkar s shor cthy	dorchory chkar s shor cthy cth	dorchory chkar s shor cthy
G660-T203	f2r	f2r.4	3	3	7	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chtod	cphy	chtoddy	0	dycphy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	aiidy chtod dy cphy dals chokaiin d	chaindy chtod dy cphy dals chokaiin d	aiidy chtoddy cphy dals chotaiin d
G660-T204	f2r	f2r.8	4	4	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	qoy	shol	qoys	0	sshol	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	kydain shaiin qoy s shol fodan yksh olsheey daiildy	kydain shaiin qoy s shol fodan yksh olsheey daiildy	kydain shaiin qoy s shol fodan yksh olsheey daiildy
G660-T206	f2v	f2v.5	5	5	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chm	shey	chms	0	sshey	5	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	kchor shy daiiin chm s shey dor chol daiin	kchor shy daiiin chckhoy s shey dor chol daiin	kchor shy daiiin chm sshey dor chol daiin
G660-T207	f30r	f30r.6	9	9	9	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	chseeor	<EOS>	chseeordy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	dchorol sho chor cho ro raiin dor chseeor dy	dchorol sho chor cho ro raiin dor chseeor dy	dchorol sho chor cho ro raiin dor chseeor dy
G660-T209	f31r	f31r.1	4	4	7	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	shee	aiin	shees	6	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	keedey qofchedy shee s aiin qokee chepakeo	keedey qofchedy shees aiin qokeefcy chepakeo	keedey qofchedy shees aiin qokeef chefakeo
G660-T210	f31r	f31r.2	5	5	8	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qokees	aiin	qokeess	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	dcheey daiin okeedy qokees s aiin shekeey qef	dcheey daiin okeedy qokees s aiin shckhey qef	dcheey daiin keedy qokees s aiin shekeey qef
G660-T211	f31r	f31r.3	7	7	9	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chekey	aiin	chekeys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	qokeey chey daiin qokeey sair chekey s aiin da	qokeey chey daiin qokeey rair chekey saiin da	qokeey chey daiin qokeey rair chekey s aiin dey
G660-T212	f31r	f31r.6	6	6	8	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	cheda	aiin	chedas	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	tshokeody qokedy qotedy chepos cheda s aiin dal	tshokeody qokedy qotedy chepar chedy r aiin dal	tshokeody qokedy qotedy chepar ched r aiin dal
