page	locus	section	language	hand	target_occurrences	target_ordinals	target_surfaces	context_or_placement_classes	zl3b_line	v36_token_glosses_de	v37_token_glosses_de	v36_working_translation_de	v37_working_translation_de	v36_unknown_tokens	v37_unknown_tokens	v37_complete
f42r	f42r.13	H	A	1	1	8	s	S_MEDIAL	qopor shol shot shol shol daiin dain s cheam	[qopor:?] | feucht; nominal feuchtes Gut/Material | [shot:?] | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | Qualitätsgrad III | Grad-/Maßwert II | [s:?] | [cheam:?]	[qopor:?] | feucht; nominal feuchtes Gut/Material | [shot:?] | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | Qualitätsgrad III | Grad-/Maßwert II | Samen-/Saatgutposten | [cheam:?]	[qopor:?]; feucht; nominal feuchtes Gut/Material; [shot:?]; feucht; nominal feuchtes Gut/Material; feucht; nominal feuchtes Gut/Material; Qualitätsgrad III; Grad-/Maßwert II; [s:?]; [cheam:?]	[qopor:?]; feucht; nominal feuchtes Gut/Material; [shot:?]; feucht; nominal feuchtes Gut/Material; feucht; nominal feuchtes Gut/Material; Qualitätsgrad III; Grad-/Maßwert II; Samen-/Saatgutposten; [cheam:?]	4	3	0
f42r	f42r.19	H	A	1	1	6	s	S_MEDIAL	otchoty daiin chot sho y s os	[otchoty:?] | Grad-/Maßwert III | [chot:?] | feuchter Ansatz | ; hierzu: | [s:?] | [os:?]	[otchoty:?] | Grad-/Maßwert III | [chot:?] | feuchter Ansatz | ; hierzu: | Samen-/Saatgutposten | [os:?]	[otchoty:?]; Grad-/Maßwert III; [chot:?]; feuchter Ansatz; hierzu: [s:?]; [os:?]	[otchoty:?]; Grad-/Maßwert III; [chot:?]; feuchter Ansatz; hierzu: Samen-/Saatgutposten; [os:?]	4	3	0
f42r	f42r.21	H	A	1	1	6	s	S_MEDIAL	shol chol chol shol oiin s odan	feucht; nominal feuchtes Gut/Material | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | feucht; nominal feuchtes Gut/Material | Zubereitungsform III | [s:?] | [odan:?]	feucht; nominal feuchtes Gut/Material | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | feucht; nominal feuchtes Gut/Material | Zubereitungsform III | Samen-/Saatgutposten | [odan:?]	feucht; nominal feuchtes Gut/Material; trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; feucht; nominal feuchtes Gut/Material; Zubereitungsform III; [s:?]; [odan:?]	feucht; nominal feuchtes Gut/Material; trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; feucht; nominal feuchtes Gut/Material; Zubereitungsform III; Samen-/Saatgutposten; [odan:?]	2	1	0
f42v	f42v.4	H	A	1	1	4	dy	DY_MEDIAL	qotchy chkchy sar dy odaiil ykchy o kol dg	kalt und trocken am Anfang des Grades | [chkchy:?] | Samenfraktion I | [dy:?] | [odaiil:?] | [ykchy:?] | [o:?] | heiß; nominal heißes Gut/Material | [dg:?]	kalt und trocken am Anfang des Grades | [chkchy:?] | Samenfraktion I | Qualitäts-/Wertfeld geschlossen | [odaiil:?] | [ykchy:?] | [o:?] | heiß; nominal heißes Gut/Material | [dg:?]	kalt und trocken am Anfang des Grades; [chkchy:?]; Samenfraktion I; [dy:?]; [odaiil:?]; [ykchy:?]; [o:?]; heiß; nominal heißes Gut/Material; [dg:?]	kalt und trocken am Anfang des Grades; [chkchy:?]; Samenfraktion I; [odaiil:?]; [ykchy:?]; [o:?]; heiß; nominal heißes Gut/Material; [dg:?]	6	5	0
f42v	f42v.5	H	A	1	1	5	s	S_MEDIAL	chokeeo r chey chetan s ary okol chetaiin	[chokeeo:?] | [r:?] | trocken in der Mitte des Grades | [chetan:?] | [s:?] | [ary:?] | [okol:?] | [chetaiin:?]	[chokeeo:?] | [r:?] | trocken in der Mitte des Grades | [chetan:?] | Samen-/Saatgutposten | [ary:?] | [okol:?] | [chetaiin:?]	[chokeeo:?]; [r:?]; trocken in der Mitte des Grades; [chetan:?]; [s:?]; [ary:?]; [okol:?]; [chetaiin:?]	[chokeeo:?]; [r:?]; trocken in der Mitte des Grades; [chetan:?]; Samen-/Saatgutposten; [ary:?]; [okol:?]; [chetaiin:?]	7	6	0
f43r	f43r.11	H	B	2	1	14	dy	DY_EOS	ytchedy ty shol toldy shody oteedy shdy otolol shd olky ytol otary cheky dy	[ytchedy:?] | kalt am Anfang des Grades | feucht; nominal feuchtes Gut/Material | [toldy:?] | [shody:?] | kalter Ansatz am Ende des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | [otolol:?] | [shd:?] | [olky:?] | [ytol:?] | [otary:?] | [cheky:?] | [dy:?]	[ytchedy:?] | kalt am Anfang des Grades | feucht; nominal feuchtes Gut/Material | [toldy:?] | [shody:?] | kalter Ansatz am Ende des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | [otolol:?] | [shd:?] | [olky:?] | [ytol:?] | [otary:?] | [cheky:?] | Qualitäts-/Wertfeld geschlossen	[ytchedy:?]; kalt am Anfang des Grades; feucht; nominal feuchtes Gut/Material; [toldy:?]; [shody:?]; kalter Ansatz am Ende des Grades, abgeschlossen; feucht am Anfang des Grades, abgeschlossen; [otolol:?]; [shd:?]; [olky:?]; [ytol:?]; [otary:?]; [cheky:?]; [dy:?]	[ytchedy:?]; kalt am Anfang des Grades; feucht; nominal feuchtes Gut/Material; [toldy:?]; [shody:?]; kalter Ansatz am Ende des Grades, abgeschlossen; feucht am Anfang des Grades, abgeschlossen; [otolol:?]; [shd:?]; [olky:?]; [ytol:?]; [otary:?]; [cheky:?].	10	9	0
f43r	f43r.12	H	B	2	1	13	dy	DY_MEDIAL	dor shol qokol shedy qotedy qokeedy qokody okeedy otedy shedy oty yty dy saiin	[dor:?] | feucht; nominal feuchtes Gut/Material | [qokol:?] | feucht in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qokody:?] | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Anfang des Grades | [yty:?] | [dy:?] | Samen/Saatgut, Typ/Charge III	[dor:?] | feucht; nominal feuchtes Gut/Material | [qokol:?] | feucht in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qokody:?] | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Anfang des Grades | [yty:?] | Qualitäts-/Wertfeld geschlossen | Samen/Saatgut, Typ/Charge III	[dor:?]; feucht; nominal feuchtes Gut/Material; [qokol:?]; feucht in der Mitte des Grades, abgeschlossen; kalt in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; [qokody:?]; heißer Ansatz am Ende des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen; feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz am Anfang des Grades; [yty:?]; [dy:?]; Samen/Saatgut, Typ/Charge III	[dor:?]; feucht; nominal feuchtes Gut/Material; [qokol:?]; feucht in der Mitte des Grades, abgeschlossen; kalt in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; [qokody:?]; heißer Ansatz am Ende des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen; feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz am Anfang des Grades; [yty:?]; Samen/Saatgut, Typ/Charge III	5	4	0
f43r	f43r.7	H	B	2	1	10	dy	DY_MEDIAL	pshesy otey kshdy opchdy kedar okedy chdy shoy dyty dy pchdy kedy dam	[pshesy:?] | kalter Ansatz in der Mitte des Grades | heiß und feucht am Anfang des Grades, abgeschlossen | [opchdy:?] | [kedar:?] | heißer Ansatz in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | [shoy:?] | [dyty:?] | [dy:?] | Pulver, getrocknete Kurz-/Kompaktform | heiß in der Mitte des Grades, abgeschlossen | [dam:?]	[pshesy:?] | kalter Ansatz in der Mitte des Grades | heiß und feucht am Anfang des Grades, abgeschlossen | [opchdy:?] | [kedar:?] | heißer Ansatz in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | [shoy:?] | [dyty:?] | Qualitäts-/Wertfeld geschlossen | Pulver, getrocknete Kurz-/Kompaktform | heiß in der Mitte des Grades, abgeschlossen | [dam:?]	[pshesy:?]; kalter Ansatz in der Mitte des Grades; heiß und feucht am Anfang des Grades, abgeschlossen; [opchdy:?]; [kedar:?]; heißer Ansatz in der Mitte des Grades, abgeschlossen; trocken am Anfang des Grades, abgeschlossen; [shoy:?]; [dyty:?]; [dy:?]; Pulver, getrocknete Kurz-/Kompaktform; heiß in der Mitte des Grades, abgeschlossen; [dam:?]	[pshesy:?]; kalter Ansatz in der Mitte des Grades; heiß und feucht am Anfang des Grades, abgeschlossen; [opchdy:?]; [kedar:?]; heißer Ansatz in der Mitte des Grades, abgeschlossen; trocken am Anfang des Grades, abgeschlossen; [shoy:?]; [dyty:?]; Pulver, getrocknete Kurz-/Kompaktform; heiß in der Mitte des Grades, abgeschlossen; [dam:?]	7	6	0
f43v	f43v.10	H	B	2	1	8	s	S_MEDIAL	tarchor ar aldar chdy daldar chepy yteedy s ypchey pchedy yfor	[tarchor:?] | Drogenfraktion I | [aldar:?] | trocken am Anfang des Grades, abgeschlossen | [daldar:?] | [chepy:?] | [yteedy:?] | [s:?] | [ypchey:?] | getrocknetes Pulver | [yfor:?]	[tarchor:?] | Drogenfraktion I | [aldar:?] | trocken am Anfang des Grades, abgeschlossen | [daldar:?] | [chepy:?] | [yteedy:?] | Samen-/Saatgutposten | [ypchey:?] | getrocknetes Pulver | [yfor:?]	[tarchor:?]; Drogenfraktion I; [aldar:?]; trocken am Anfang des Grades, abgeschlossen; [daldar:?]; [chepy:?]; [yteedy:?]; [s:?]; [ypchey:?]; getrocknetes Pulver; [yfor:?]	[tarchor:?]; Drogenfraktion I; [aldar:?]; trocken am Anfang des Grades, abgeschlossen; [daldar:?]; [chepy:?]; [yteedy:?]; Samen-/Saatgutposten; [ypchey:?]; getrocknetes Pulver; [yfor:?]	8	7	0
f43v	f43v.11	H	B	2	1	1	ysheey	YSHEEY_BOS_ENTRY	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	[ysheey:?] | Drogenportion | [air:?] | [yteey:?] | getrockneter Ansatz | Drogenfraktion I | Feuchtzubereitung | [qody:?] | Arzneikompositum: trocken, Gradanfang | trocken am Anfang des Grades, abgeschlossen | [choty:?] | feucht, attributiv gebunden	Eintrag: feucht am Gradende | Drogenportion | [air:?] | [yteey:?] | getrockneter Ansatz | Drogenfraktion I | Feuchtzubereitung | [qody:?] | Arzneikompositum: trocken, Gradanfang | trocken am Anfang des Grades, abgeschlossen | [choty:?] | feucht, attributiv gebunden	[ysheey:?]; Drogenportion; [air:?]; [yteey:?]; getrockneter Ansatz; Drogenfraktion I; Feuchtzubereitung; [qody:?]; Arzneikompositum: trocken, Gradanfang; trocken am Anfang des Grades, abgeschlossen; [choty:?]; feucht, attributiv gebunden	Eintrag: feucht am Gradende; Drogenportion; [air:?]; [yteey:?]; getrockneter Ansatz; Drogenfraktion I; Feuchtzubereitung; [qody:?]; Arzneikompositum: trocken, Gradanfang; trocken am Anfang des Grades, abgeschlossen; [choty:?]; feucht, attributiv gebunden	5	4	0
f43v	f43v.13	H	B	2	1	5	dy	DY_MEDIAL	dshedy tedy ckhedy chekcheey dy keody otedy cheetam okedar amam	[dshedy:?] | kalt in der Mitte des Grades, abgeschlossen | Arzneikompositum in der Gradmitte, abgeschlossen | [chekcheey:?] | [dy:?] | [keody:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [cheetam:?] | [okedar:?] | [amam:?]	[dshedy:?] | kalt in der Mitte des Grades, abgeschlossen | Arzneikompositum in der Gradmitte, abgeschlossen | [chekcheey:?] | Qualitäts-/Wertfeld geschlossen | [keody:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [cheetam:?] | [okedar:?] | [amam:?]	[dshedy:?]; kalt in der Mitte des Grades, abgeschlossen; Arzneikompositum in der Gradmitte, abgeschlossen; [chekcheey:?]; [dy:?]; [keody:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; [cheetam:?]; [okedar:?]; [amam:?]	[dshedy:?]; kalt in der Mitte des Grades, abgeschlossen; Arzneikompositum in der Gradmitte, abgeschlossen; [chekcheey:?]; [keody:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; [cheetam:?]; [okedar:?]; [amam:?]	7	6	0
f44r	f44r.2	H	A	1	1	9	dy	DY_EOS	ydsh dyeees y ty oky okchey qykchey dchy dy	[ydsh:?] | [dyeees:?] | hierzu: | kalt am Anfang des Grades | heißer Ansatz am Anfang des Grades | heiß-trockener Ansatz in der Mitte des Grades | [qykchey:?] | [dchy:?] | [dy:?]	[ydsh:?] | [dyeees:?] | hierzu: | kalt am Anfang des Grades | heißer Ansatz am Anfang des Grades | heiß-trockener Ansatz in der Mitte des Grades | [qykchey:?] | [dchy:?] | Qualitäts-/Wertfeld geschlossen	[ydsh:?]; [dyeees:?]; hierzu: kalt am Anfang des Grades; heißer Ansatz am Anfang des Grades; heiß-trockener Ansatz in der Mitte des Grades; [qykchey:?]; [dchy:?]; [dy:?]	[ydsh:?]; [dyeees:?]; hierzu: kalt am Anfang des Grades; heißer Ansatz am Anfang des Grades; heiß-trockener Ansatz in der Mitte des Grades; [qykchey:?]; [dchy:?].	5	4	0
f44v	f44v.6	H	A	1	1	11	dy	DY_EOS	tol dair ytaiin dol y kchain oty keey otchol ytaiin dy	kalt; nominal kaltes Gut/Material | abgemessene Fraktion II | [ytaiin:?] | Materialmaß | Eintragsteil abgeschlossen | [kchain:?] | kalter Ansatz am Anfang des Grades | heiß am Ende des Grades | kalt-trockener Zubereitungsstoff | [ytaiin:?] | [dy:?]	kalt; nominal kaltes Gut/Material | abgemessene Fraktion II | [ytaiin:?] | Materialmaß | Eintragsteil abgeschlossen | [kchain:?] | kalter Ansatz am Anfang des Grades | heiß am Ende des Grades | kalt-trockener Zubereitungsstoff | [ytaiin:?] | Qualitäts-/Wertfeld geschlossen	kalt; nominal kaltes Gut/Material; abgemessene Fraktion II; [ytaiin:?]; Materialmaß; [kchain:?]; kalter Ansatz am Anfang des Grades; heiß am Ende des Grades; kalt-trockener Zubereitungsstoff; [ytaiin:?]; [dy:?]	kalt; nominal kaltes Gut/Material; abgemessene Fraktion II; [ytaiin:?]; Materialmaß; [kchain:?]; kalter Ansatz am Anfang des Grades; heiß am Ende des Grades; kalt-trockener Zubereitungsstoff; [ytaiin:?].	4	3	0
f44v	f44v.7	H	A	1	1	4	dy	DY_MEDIAL	oky tchaiin cthol dy cheol ololy	heißer Ansatz am Anfang des Grades | [tchaiin:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [dy:?] | trockener Drogenstoff | [ololy:?]	heißer Ansatz am Anfang des Grades | [tchaiin:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | Qualitäts-/Wertfeld geschlossen | trockener Drogenstoff | [ololy:?]	heißer Ansatz am Anfang des Grades; [tchaiin:?]; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; [dy:?]; trockener Drogenstoff; [ololy:?]	heißer Ansatz am Anfang des Grades; [tchaiin:?]; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; trockener Drogenstoff; [ololy:?]	3	2	0
f45r	f45r.9	H	A	1	1	9	dy	DY_EOS	or or chain dain ykolody ytaiin qotchol kol dy	Drogenportion | Drogenportion | trocken, Grad II | Grad-/Maßwert II | [ykolody:?] | [ytaiin:?] | Material: kalt und trocken | heiß; nominal heißes Gut/Material | [dy:?]	Drogenportion | Drogenportion | trocken, Grad II | Grad-/Maßwert II | [ykolody:?] | [ytaiin:?] | Material: kalt und trocken | heiß; nominal heißes Gut/Material | Qualitäts-/Wertfeld geschlossen	Drogenportion; Drogenportion; trocken, Grad II; Grad-/Maßwert II; [ykolody:?]; [ytaiin:?]; Material: kalt und trocken; heiß; nominal heißes Gut/Material; [dy:?]	Drogenportion; Drogenportion; trocken, Grad II; Grad-/Maßwert II; [ykolody:?]; [ytaiin:?]; Material: kalt und trocken; heiß; nominal heißes Gut/Material.	3	2	0
f45v	f45v.2	H	A	1	2	8|10	dy|s	DY_MEDIAL|S_EOS	okol chor daiin cthy okchol chom okolor dy okchol s	[okol:?] | Pflanzen-/Reproduktionsteil | Menge/Portion III | CTH-Drogenmaterial | [okchol:?] | [chom:?] | [okolor:?] | [dy:?] | [okchol:?] | [s:?]	[okol:?] | Pflanzen-/Reproduktionsteil | Menge/Portion III | CTH-Drogenmaterial | [okchol:?] | [chom:?] | [okolor:?] | Qualitäts-/Wertfeld geschlossen | [okchol:?] | Samen-/Saatgutposten	[okol:?]; Pflanzen-/Reproduktionsteil; Menge/Portion III; CTH-Drogenmaterial; [okchol:?]; [chom:?]; [okolor:?]; [dy:?]; [okchol:?]; [s:?]	[okol:?]; Pflanzen-/Reproduktionsteil; Menge/Portion III; CTH-Drogenmaterial; [okchol:?]; [chom:?]; [okolor:?]; [okchol:?]; Samen-/Saatgutposten.	7	5	0
f45v	f45v.6	H	A	1	3	1|7|8	s|dy|dy	S_BOS|DY_MEDIAL|DY_MEDIAL	s aiin cphor qok tod ytchdy dy dy cheg	[s:?] | Menge III | [cphor:?] | [qok:?] | [tod:?] | [ytchdy:?] | [dy:?] | [dy:?] | [cheg:?]	Samen-/Saatgutposten | Menge III | [cphor:?] | [qok:?] | [tod:?] | [ytchdy:?] | Qualitäts-/Wertfeld geschlossen | Qualitäts-/Wertfeld geschlossen | [cheg:?]	[s:?]; Menge III; [cphor:?]; [qok:?]; [tod:?]; [ytchdy:?]; [dy:?]; [dy:?]; [cheg:?]	Samen-/Saatgutposten:; Menge III; [cphor:?]; [qok:?]; [tod:?]; [ytchdy:?]; [cheg:?]	8	5	0
f45v	f45v.8	H	A	1	1	4	dy	DY_MEDIAL	yksheor odal sho dy pchom otor oaiir	[yksheor:?] | abgemessene Rohstoffmenge I im Ansatz | feuchter Ansatz | [dy:?] | [pchom:?] | kalte Drogenportion im Ansatz | Zubereitung, Teil-/Sortierklasse III	[yksheor:?] | abgemessene Rohstoffmenge I im Ansatz | feuchter Ansatz | Qualitäts-/Wertfeld geschlossen | [pchom:?] | kalte Drogenportion im Ansatz | Zubereitung, Teil-/Sortierklasse III	[yksheor:?]; abgemessene Rohstoffmenge I im Ansatz; feuchter Ansatz; [dy:?]; [pchom:?]; kalte Drogenportion im Ansatz; Zubereitung, Teil-/Sortierklasse III	[yksheor:?]; abgemessene Rohstoffmenge I im Ansatz; feuchter Ansatz; [pchom:?]; kalte Drogenportion im Ansatz; Zubereitung, Teil-/Sortierklasse III	3	2	0
f46r	f46r.1	H	B	2	2	4|12	dy|dy	DY_MEDIAL|DY_MEDIAL	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	[pcheocphy:?] | kalt in der Mitte des Grades, abgeschlossen | trocken-kalte gebundene Form | [dy:?] | [chepchx:?] | [yfcheky:?] | [osaiin:?] | [shee:?] | [qoteol:?] | Qualitätsgrad III | [shee:?] | [dy:?] | abgemessene Rohstoffmenge I, Grundform	[pcheocphy:?] | kalt in der Mitte des Grades, abgeschlossen | trocken-kalte gebundene Form | Qualitäts-/Wertfeld geschlossen | [chepchx:?] | [yfcheky:?] | [osaiin:?] | [shee:?] | [qoteol:?] | Qualitätsgrad III | [shee:?] | Qualitäts-/Wertfeld geschlossen | abgemessene Rohstoffmenge I, Grundform	[pcheocphy:?]; kalt in der Mitte des Grades, abgeschlossen; trocken-kalte gebundene Form; [dy:?]; [chepchx:?]; [yfcheky:?]; [osaiin:?]; [shee:?]; [qoteol:?]; Qualitätsgrad III; [shee:?]; [dy:?]; abgemessene Rohstoffmenge I, Grundform	[pcheocphy:?]; kalt in der Mitte des Grades, abgeschlossen; trocken-kalte gebundene Form; [chepchx:?]; [yfcheky:?]; [osaiin:?]; [shee:?]; [qoteol:?]; Qualitätsgrad III; [shee:?]; abgemessene Rohstoffmenge I, Grundform	9	7	0
f46r	f46r.11	H	B	2	1	11	s	S_MEDIAL	pchdair shd shep daiin shdy oedy qopchdy ldy shear opdarshdy s yfchedy	[pchdair:?] | [shd:?] | [shep:?] | Grad-/Maßwert III | feucht am Anfang des Grades, abgeschlossen | [oedy:?] | [qopchdy:?] | [ldy:?] | [shear:?] | [opdarshdy:?] | [s:?] | [yfchedy:?]	[pchdair:?] | [shd:?] | [shep:?] | Grad-/Maßwert III | feucht am Anfang des Grades, abgeschlossen | [oedy:?] | [qopchdy:?] | [ldy:?] | [shear:?] | [opdarshdy:?] | Samen-/Saatgutposten | [yfchedy:?]	[pchdair:?]; [shd:?]; [shep:?]; Grad-/Maßwert III; feucht am Anfang des Grades, abgeschlossen; [oedy:?]; [qopchdy:?]; [ldy:?]; [shear:?]; [opdarshdy:?]; [s:?]; [yfchedy:?]	[pchdair:?]; [shd:?]; [shep:?]; Grad-/Maßwert III; feucht am Anfang des Grades, abgeschlossen; [oedy:?]; [qopchdy:?]; [ldy:?]; [shear:?]; [opdarshdy:?]; Samen-/Saatgutposten; [yfchedy:?]	10	9	0
f46r	f46r.3	H	B	2	1	9	s	S_MEDIAL	daiin shor ykal chey daiin she dalshedy qokol s aiin shee ykar daiin	Grad-/Maßwert III | Blüten-/Fruchtstand; reproduktiver Teil | [ykal:?] | trocken in der Mitte des Grades | Grad-/Maßwert III | feucht, attributiv gebunden | [dalshedy:?] | [qokol:?] | [s:?] | Menge III | [shee:?] | [ykar:?] | Grad-/Maßwert III	Grad-/Maßwert III | Blüten-/Fruchtstand; reproduktiver Teil | [ykal:?] | trocken in der Mitte des Grades | Grad-/Maßwert III | feucht, attributiv gebunden | [dalshedy:?] | [qokol:?] | Samen-/Saatgutposten | Menge III | [shee:?] | [ykar:?] | Grad-/Maßwert III	Grad-/Maßwert III; Blüten-/Fruchtstand; reproduktiver Teil; [ykal:?]; trocken in der Mitte des Grades; Grad-/Maßwert III; feucht, attributiv gebunden; [dalshedy:?]; [qokol:?]; [s:?]; Menge III; [shee:?]; [ykar:?]; Grad-/Maßwert III	Grad-/Maßwert III; Blüten-/Fruchtstand; reproduktiver Teil; [ykal:?]; trocken in der Mitte des Grades; Grad-/Maßwert III; feucht, attributiv gebunden; [dalshedy:?]; [qokol:?]; Samen-/Saatgutposten; Menge III; [shee:?]; [ykar:?]; Grad-/Maßwert III	6	5	0
f46r	f46r.7	H	B	2	1	6	s	S_MEDIAL	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m	[xol:?] | feucht; nominal feuchtes Gut/Material | heiß, Grad III | [ytchdy:?] | heiß und trocken am Anfang des Grades, abgeschlossen | [s:?] | Drogenfraktion I | trocken am Anfang des Grades, abgeschlossen | CTH-Drogenmaterial | kalter Ansatz in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [m:?]	[xol:?] | feucht; nominal feuchtes Gut/Material | heiß, Grad III | [ytchdy:?] | heiß und trocken am Anfang des Grades, abgeschlossen | Samen-/Saatgutposten | Drogenfraktion I | trocken am Anfang des Grades, abgeschlossen | CTH-Drogenmaterial | kalter Ansatz in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [m:?]	[xol:?]; feucht; nominal feuchtes Gut/Material; heiß, Grad III; [ytchdy:?]; heiß und trocken am Anfang des Grades, abgeschlossen; [s:?]; Drogenfraktion I; trocken am Anfang des Grades, abgeschlossen; CTH-Drogenmaterial; kalter Ansatz in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; heiße Drogenfraktion I; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [m:?]	[xol:?]; feucht; nominal feuchtes Gut/Material; heiß, Grad III; [ytchdy:?]; heiß und trocken am Anfang des Grades, abgeschlossen; Samen-/Saatgutposten; Drogenfraktion I; trocken am Anfang des Grades, abgeschlossen; CTH-Drogenmaterial; kalter Ansatz in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; heiße Drogenfraktion I; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [m:?]	4	3	0
f46r	f46r.8	H	B	2	1	9	s	S_MEDIAL	dsheol chy chckhy shy shdy chky chody cthdy s cheos chey	[dsheol:?] | trocken am Anfang des Grades | Arzneikompositum: trocken, Gradanfang | feucht am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | [chky:?] | [chody:?] | [cthdy:?] | [s:?] | [cheos:?] | trocken in der Mitte des Grades	[dsheol:?] | trocken am Anfang des Grades | Arzneikompositum: trocken, Gradanfang | feucht am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | [chky:?] | [chody:?] | [cthdy:?] | Samen-/Saatgutposten | [cheos:?] | trocken in der Mitte des Grades	[dsheol:?]; trocken am Anfang des Grades; Arzneikompositum: trocken, Gradanfang; feucht am Anfang des Grades; feucht am Anfang des Grades, abgeschlossen; [chky:?]; [chody:?]; [cthdy:?]; [s:?]; [cheos:?]; trocken in der Mitte des Grades	[dsheol:?]; trocken am Anfang des Grades; Arzneikompositum: trocken, Gradanfang; feucht am Anfang des Grades; feucht am Anfang des Grades, abgeschlossen; [chky:?]; [chody:?]; [cthdy:?]; Samen-/Saatgutposten; [cheos:?]; trocken in der Mitte des Grades	6	5	0
f46r	f46r.9	H	B	2	1	9	dy	DY_MEDIAL	tshdy shdy fchedy dyfchdy shol kees ytaly fchdy dy karal shky yty dardam	kalt und feucht am Anfang des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | [fchedy:?] | [dyfchdy:?] | feucht; nominal feuchtes Gut/Material | [kees:?] | [ytaly:?] | [fchdy:?] | [dy:?] | [karal:?] | [shky:?] | [yty:?] | [dardam:?]	kalt und feucht am Anfang des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | [fchedy:?] | [dyfchdy:?] | feucht; nominal feuchtes Gut/Material | [kees:?] | [ytaly:?] | [fchdy:?] | Qualitäts-/Wertfeld geschlossen | [karal:?] | [shky:?] | [yty:?] | [dardam:?]	kalt und feucht am Anfang des Grades, abgeschlossen; feucht am Anfang des Grades, abgeschlossen; [fchedy:?]; [dyfchdy:?]; feucht; nominal feuchtes Gut/Material; [kees:?]; [ytaly:?]; [fchdy:?]; [dy:?]; [karal:?]; [shky:?]; [yty:?]; [dardam:?]	kalt und feucht am Anfang des Grades, abgeschlossen; feucht am Anfang des Grades, abgeschlossen; [fchedy:?]; [dyfchdy:?]; feucht; nominal feuchtes Gut/Material; [kees:?]; [ytaly:?]; [fchdy:?]; [karal:?]; [shky:?]; [yty:?]; [dardam:?]	10	9	0
