occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	semantic_scope	claim_boundary
G660-T179	f26r	f26r.9	5	s	MEDIAL	1	1	0	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	tcheo shy geedy okedy chckhy s dy dy ykeechy okeedy cheky	tcheoshy chdy okedy chckhy s dy y ykeechy okeedy cheky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T180	f26r	f26r.9	6	dy	MEDIAL	1	1	0	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	tcheo shy geedy okedy chckhy s dy dy ykeechy okeedy cheky	tcheoshy chdy okedy chckhy s dy y ykeechy okeedy cheky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T181	f26r	f26r.9	7	dy	MEDIAL	0	0	0	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	tcheo shy geedy okedy chckhy s dy dy ykeechy okeedy cheky	tcheoshy chdy okedy chckhy s dy y ykeechy okeedy cheky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T182	f26v	f26v.1	5	s	MEDIAL	0	0	0	pchedar qodary daiiin pcheety s air shedy ypchedy ypchdy qopy shdy	pchedar qodary oiiin pcheety sair shedy ypchedy ypchdy qopy shdy	pchedar qodary daiiin fcheety sair shedy ypchedy ypchdy qopy sh y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T183	f26v	f26v.3	7	dy	MEDIAL	0	0	0	pchdar opar dar cheeol ofchdy otedy dy odar chedy ytedy okchdy g	pchdar opar dar cheeol ofchdy otedy ckhdy odar chedy ytedy okchdy g	pchdar opar ar cheeol ofchdy ote y ckhdy odar chedy ytedy okchdy g	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T184	f26v	f26v.8	7	s	MEDIAL	0	0	0	tchedy okeeos cheeos ysaiin okcheey keody s aiin cheeos qokes ory	teeedy okeeos cheeos ysaiin okcheey keody saiin cheeos qokes ory	tchedy okeeos cheeos ysaiin okcheey keody s aiin cheeos qokes ory	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T185	f26v	f26v.9	1	ysheey	BOS	1	1	0	ysheey okeshy shody peshy todydy	ysheey okeshy shodypshey todydy	ysheey okeshy shody peshy todydy	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T186	f27r	f27r.10	3	s	MEDIAL	1	1	1	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T187	f27r	f27r.10	7	dy	EOS	1	1	1	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T188	f27r	f27r.2	1	dy	BOS	1	1	0	dy ain shol dain dar shokyd dchol cthey ds	dy coain shol dain dar shokyd dchol cthey ds	dy ain shol dain dar shokyd dchol cthey ds	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T189	f27r	f27r.6	8	dy	EOS	0	0	0	chy t chols chor cholaiin shy kchal dy	chy tchols chor chol chaiin shy kchaldy	chy tchols chor cholchaiin shy kchal y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T190	f27r	f27r.8	5	dy	MEDIAL	1	1	0	ytchy chy t chol dy t chey dain chol dal	ytchy chy tchol dy tchey dain chol dal	ytchy chy tchol dy t chey dain chol dal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T191	f28r	f28r.2	6	dy	MEDIAL	1	1	0	otchor otchor cthol y ctheol dy dchar chakod dly	otchor otchor cthol cty ctheol dy dchar chakod dly	otchor otchor cthol y ctheol dy dchar chakod dly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T192	f28v	f28v.1	7	dy	MEDIAL	1	1	0	kshol qooiiin shor pshoiiin shepchy qoty dy shory	kshol qooiiin shor pchoiiin shepchy qoty dy shory	kshol qooiiin shor psh iiin shepchy qoty dy shory	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T193	f28v	f28v.2	4	dy	MEDIAL	0	0	0	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	ykchol qoty chydy qokchol chor tch qokchody cheor o	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T194	f29r	f29r.2	11	dy	EOS	1	1	0	dshe ykchy choty oky cho l chchoty choky chy ty dy	dshe ykchy choty oky chol chchoty choky chy ty dy	dshe kchy choty oky cho l chchoty choky chy ty dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T195	f29v	f29v.12	3	s	MEDIAL	0	0	0	qekeochor otchey s y	qekeochor otchey s y	qekeochor otchey sy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T196	f29v	f29v.2	2	s	MEDIAL	0	0	0	qotcheaiin s chol chol cthy chey cthold ytchor dary	qotcheaiin schol chol cthy chey cthold ytchor dary	qotcheaiin s chol chol cthy chey cthold ytchor dary	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T197	f29v	f29v.3	8	s	MEDIAL	1	1	0	chol chol kor shey odaiin qotchy taiin s she otey sy	chol chol kor shey odaiin qotchy taiin s she otey sy	chol chol kor ey o aiin qotchy taiin s e otey sy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T198	f29v	f29v.4	6	s	MEDIAL	0	0	0	ysho otshy okaiin cthy oltchy s shot sho okaiin	ysho otshy okaiin cthy oltchy ctos shot sho okaiin	ysho otshy okaiin cthy oltchy s shot sho okaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T199	f29v	f29v.7	2	kchor	MEDIAL	1	1	0	qotcho kchor daiin ykaiin dy shdy chocthy sheky	qotcho kchor daiin ykaiin dy shdy cho cthy sheky	qotcho kchor daiin kaiin dy shdy chocthy sheky	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T200	f29v	f29v.7	5	dy	MEDIAL	1	1	0	qotcho kchor daiin ykaiin dy shdy chocthy sheky	qotcho kchor daiin ykaiin dy shdy cho cthy sheky	qotcho kchor daiin kaiin dy shdy chocthy sheky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T201	f2r	f2r.2	3	s	MEDIAL	1	1	0	dorchory chkar s shor cthy	dorchory chkar s shor cthy cth	dorchory chkar s shor cthy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T202	f2r	f2r.3	6	ydy	MEDIAL	1	1	1	qotaiin cthey y chor chy ydy chaiin	qotaiin cthey y chor chy ydy chaiin	qotaiin cthey y chor chy ydy chaiin	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T203	f2r	f2r.4	3	dy	MEDIAL	0	0	0	aiidy chtod dy cphy dals chokaiin d	chaindy chtod dy cphy dals chokaiin d	aiidy chtoddy cphy dals chotaiin d	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T204	f2r	f2r.8	4	s	MEDIAL	1	1	1	kydain shaiin qoy s shol fodan yksh olsheey daiildy	kydain shaiin qoy s shol fodan yksh olsheey daiildy	kydain shaiin qoy s shol fodan yksh olsheey daiildy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T205	f2v	f2v.5	1	kchor	BOS	1	1	0	kchor shy daiiin chm s shey dor chol daiin	kchor shy daiiin chckhoy s shey dor chol daiin	kchor shy daiiin chm sshey dor chol daiin	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T206	f2v	f2v.5	5	s	MEDIAL	0	0	0	kchor shy daiiin chm s shey dor chol daiin	kchor shy daiiin chckhoy s shey dor chol daiin	kchor shy daiiin chm sshey dor chol daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T207	f30r	f30r.6	9	dy	EOS	1	1	1	dchorol sho chor cho ro raiin dor chseeor dy	dchorol sho chor cho ro raiin dor chseeor dy	dchorol sho chor cho ro raiin dor chseeor dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T208	f30v	f30v.2	4	kchor	MEDIAL	1	1	0	qotchor chy she kchor chory keor ol chy daiin ctholdy	qotchor chy she kchor chory keor ol chy daiin ctholdy	qotchor chy she kchor chory keor ol chy daiin cthol y	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T209	f31r	f31r.1	4	s	MEDIAL	0	0	0	keedey qofchedy shee s aiin qokee chepakeo	keedey qofchedy shees aiin qokeefcy chepakeo	keedey qofchedy shees aiin qokeef chefakeo	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T210	f31r	f31r.2	5	s	MEDIAL	1	1	0	dcheey daiin okeedy qokees s aiin shekeey qef	dcheey daiin okeedy qokees s aiin shckhey qef	dcheey daiin keedy qokees s aiin shekeey qef	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T211	f31r	f31r.3	7	s	MEDIAL	0	0	0	qokeey chey daiin qokeey sair chekey s aiin da	qokeey chey daiin qokeey rair chekey saiin da	qokeey chey daiin qokeey rair chekey s aiin dey	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T212	f31r	f31r.6	6	s	MEDIAL	0	0	0	tshokeody qokedy qotedy chepos cheda s aiin dal	tshokeody qokedy qotedy chepar chedy r aiin dal	tshokeody qokedy qotedy chepar ched r aiin dal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T213	f32v	f32v.2	8	dy	MEDIAL	0	0	0	daiin odar chy daiin chey tchy l dy dain teor	daiin odar chy daiin chey tcho ldy dain teor	daiin odar chy daiin chey tch ldy dain teor	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T214	f32v	f32v.3	7	s	MEDIAL	1	1	1	shor daiin chckhy dsho dain daiin s shokey ka	shor daiin chckhy dsho dain daiin s shokey ka	shor daiin chckhy dsho dain daiin s shokey ka	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T215	f32v	f32v.7	9	s	MEDIAL	1	1	0	ksho cphos she sheaiin otshcho r dain shckhy s odan	ksho cphor she sheaiin otshchor dain shckhy s odan	ksho cphos she sheaiin otshcho r daii shckhy s odan	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T216	f33r	f33r.4	13	s	EOS	1	1	0	taiin chekey or al aiiin saiin okaiin dar cheedy chkeey far aiin s	taiin chekey or alaiiin saiin okaiin dar cheedy chkeey far aiin s	taiin chekey or al aiiin saiin okaiin dar cheedy chkeey far aiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T217	f33r	f33r.6	4	dy	MEDIAL	0	0	0	yteey shody kchedy dy chekar okaiin okaiin daiin okal	yteey shody tchedydy chekar okaiin okaiin daiin okal	yteey shody kche ydy chekar okaiin okaiin aiin okal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T218	f33v	f33v.10	1	lcho	BOS	0	0	0	lcho ar or chey lodaiin o or okeedy okaly	lchoar or chey lodaiin oor okeedy okaly	lchoar or chey lodaiin o or okee y okaly	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T219	f33v	f33v.2	3	dy	MEDIAL	0	0	0	kchdy dam dy oky otal dain chdy ytam otam cham	kchdy dam dy oky otal dain chdy ytam otam cham	kchdy dam y oky otal ain chdy ytam otam cham	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T220	f33v	f33v.3	3	dy	MEDIAL	0	0	0	dar chckhy dy dyky ckhdy oky dam okar dy kam dy	dar chckhy dy dyky ckhdy oky dam okardy komdy	dar chckhy dyky ckh y oky am okardy kam y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T221	f33v	f33v.3	9	dy	MEDIAL	0	0	0	dar chckhy dy dyky ckhdy oky dam okar dy kam dy	dar chckhy dy dyky ckhdy oky dam okardy komdy	dar chckhy dyky ckh y oky am okardy kam y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T222	f33v	f33v.3	11	dy	EOS	0	0	0	dar chckhy dy dyky ckhdy oky dam okar dy kam dy	dar chckhy dy dyky ckhdy oky dam okardy komdy	dar chckhy dyky ckh y oky am okardy kam y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T223	f33v	f33v.5	8	dy	MEDIAL	0	0	0	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy ytydy ykar cheky y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T224	f33v	f33v.5	10	dy	MEDIAL	0	0	0	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy ytydy ykar cheky y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T225	f33v	f33v.5	13	dy	EOS	0	0	0	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy ytydy ykar cheky y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T226	f33v	f33v.8	10	dy	MEDIAL	1	1	0	dar ar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	darar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	dar ar sheey kee y okchy ok r okedy chy aiin dy dy dar aiin okary	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T227	f33v	f33v.8	11	dy	MEDIAL	1	1	0	dar ar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	darar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	dar ar sheey kee y okchy ok r okedy chy aiin dy dy dar aiin okary	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T228	f33v	f33v.9	14	dy	EOS	1	1	0	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	sar or aiin chor r shkair shol or chckhy ar aiin okain dal dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T229	f34r	f34r.11	8	s	MEDIAL	0	0	0	qokeey sh kaldaiin cheky cthdaly otchedy chty s aiin	qokeey sh kaldaiin cheky cthdaly otchedy chty saiin	qokeey sh kal aiin cheky cthdaly otchedy chty saiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T230	f34r	f34r.7	8	s	MEDIAL	1	1	0	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	qokedy dal chdy olchy ykcheg ykedy qokchdy s ar oldam	qokedy dal chdy olchy ykchy ykedy qokch y s ar oldam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T231	f34v	f34v.11	3	s	MEDIAL	1	1	0	yshos ody s aiin okey okal shedy	yshos ody s aiin okoy okal shedy	yshos o y s aiin okey okal she y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T232	f34v	f34v.7	7	dy	MEDIAL	1	1	0	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	olchdaiin chedy chey keedy chy kedy dy qokedy okey sair chkain otain	olchdaiin che y cheykee y chy ke y dy qoke y okey s air chkain otain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T233	f34v	f34v.7	10	s	MEDIAL	0	0	0	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	olchdaiin chedy chey keedy chy kedy dy qokedy okey sair chkain otain	olchdaiin che y cheykee y chy ke y dy qoke y okey s air chkain otain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T234	f35r	f35r.1	7	dy	EOS	1	1	0	oo r choly y choty char dy	cthoo r choly cthy choty char dy	oo r cholyy choty char dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T235	f35r	f35r.10	7	s	MEDIAL	1	1	1	o aiin chaiin ckhy r chl s chochy daiin	o aiin chaiin ckhy r chl s chochy daiin	o aiin chaiin ckhy r chl s chochy daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T236	f35r	f35r.15	2	s	MEDIAL	1	1	1	ochor s chiin daiin ytain	ochor s chiin daiin ytain	ochor s chiin daiin ytain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T237	f35v	f35v.12	7	s	EOS	0	0	0	dchaiin d aiin d aiin dal s	dchaiin daiin daiin dal s	chaiin d aiin d oiin dals	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T238	f35v	f35v.19	1	schokey	BOS	1	1	0	schokey y keol chol daiin	schokey ykeol chol daiin	schokey ykeol chol daiin	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T239	f35v	f35v.2	4	kchor	MEDIAL	1	1	0	qotchy o tchey kchor yty	qotchy otchey kchor yty	qotchy otchey kchor yty	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T240	f36r	f36r.2	8	dy	MEDIAL	0	0	0	oral shor ytaiin qotaiin qooldy chty chol dy tor	oral shor ytaiin qotaiin qooldy chty chol dy tor	oral shor ytaiin qotaiin qooldy chty chol y tor	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T241	f36r	f36r.5	5	s	MEDIAL	1	1	0	daiin qor chol ctholy s o r chy sy chytaroiin	daiin qor chol ctholy s o r chy sy chytaroiin	daiin qor chol ctholy s r chy sy chytaroiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T242	f36r	f36r.6	5	s	MEDIAL	1	1	0	okaiin cthor y kaiiin s dain an dan	okaiin cthor ykaiiin s dain an dan	okaiin cthor ykaiiin s dain an dan	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T243	f36r	f36r.7	4	dy	MEDIAL	1	1	1	qotol cthol okol dy okchy ytorory sold	qotol cthol okol dy okchy ytorory sold	qotol cthol okol dy okchy ytorory sold	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T244	f36v	f36v.3	3	s	MEDIAL	1	1	1	dchytchy ytor s otaiin qopchor otar otchaiin s	dchytchy ytor s otaiin qopchor otar otchaiin s	dchytchy ytor s otaiin qopchor otar otchaiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T245	f36v	f36v.3	8	s	EOS	1	1	1	dchytchy ytor s otaiin qopchor otar otchaiin s	dchytchy ytor s otaiin qopchor otar otchaiin s	dchytchy ytor s otaiin qopchor otar otchaiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T246	f36v	f36v.4	5	dy	MEDIAL	0	0	0	qotchor y ky ty dy daiin cthor	qotchor yky ty dy daiin cthor	qotchor ykytydy daiin cthor	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T247	f36v	f36v.7	5	s	MEDIAL	0	0	0	qoky keol okchor o s chy shan	qoky keol okchor os cho shan	qoky keol okchor os ch shan	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T248	f37r	f37r.3	5	dy	MEDIAL	1	1	0	qo shy qokaiin cthol dy ckhor oky dy	qoshy qokaiin cthol dy ckhor oky dy	qo shy qokaiin ctholdy ckhor oky dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T249	f37r	f37r.3	8	dy	EOS	0	0	0	qo shy qokaiin cthol dy ckhor oky dy	qoshy qokaiin cthol dy ckhor oky dy	qo shy qokaiin ctholdy ckhor oky dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T250	f37v	f37v.20	5	s	EOS	1	1	0	y choy ykol daiin s	ychockaey ykol daiin s	ychoy ykol daiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T251	f37v	f37v.3	5	dy	EOS	1	1	0	qokchon shy chon daiin dy	qokchon shy chon daiin dy	qotchon shy chon aiin dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T252	f38v	f38v.1	6	s	MEDIAL	1	1	0	okchop chol shotol oteol okeea s chor d aiin d	okchop chol shotol oteol okeey s chor d aiin d	okchop chol shotol oteol oteey s chor d aiind	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T253	f38v	f38v.2	6	s	MEDIAL	1	1	0	choiin shey key sho oiin s chol ldy okeaiin o kom	choiin shey keo sho oiin s chol ldy okeaiin okom	choiin shey ke sho oiin s cholldy okeaiin okom	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T254	f38v	f38v.3	9	s	EOS	1	1	1	qokeey keor daiin okey keey daiin dair daiin s	qokeey keor daiin okey keey daiin dair daiin s	qokeey keor daiin okey keey daiin dair daiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T255	f39r	f39r.1	7	dy	MEDIAL	1	1	0	tedo chshd cphhofy chdain shey fshy dy orain cheepaiin ofy shey kaly dy	tedo chshd cphhofy chdain shey fsey dy orain cheepaiin ofy shey koly dy	te ochshd cphhofy chdain shey fshydy orain cheepaiin ofy shey kaly dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T256	f39r	f39r.1	13	dy	EOS	0	0	0	tedo chshd cphhofy chdain shey fshy dy orain cheepaiin ofy shey kaly dy	tedo chshd cphhofy chdain shey fsey dy orain cheepaiin ofy shey koly dy	te ochshd cphhofy chdain shey fshydy orain cheepaiin ofy shey kaly dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T257	f39r	f39r.12	3	s	MEDIAL	0	0	0	tolchdaiin chckhy s aiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls iin oky ches aiin al	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T258	f39r	f39r.13	10	s	MEDIAL	0	0	0	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy s aiin	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy saiin	ytor ch ar shey qokaiin chor kar sheolke y ote y te y saiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T259	f39r	f39r.7	10	ydy	MEDIAL	1	1	0	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eee s aiiin	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eeesaiin	dchdar che y cholal qokedar chdy chckhdy dar ar al ydy eees aiiin	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T260	f39r	f39r.7	12	s	MEDIAL	0	0	0	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eee s aiiin	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eeesaiin	dchdar che y cholal qokedar chdy chckhdy dar ar al ydy eees aiiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T261	f39v	f39v.11	9	dy	EOS	1	1	1	sarol chedy shekam qokar chl ykeedy chckhy dalor dy	sarol chedy shekam qokar chl ykeedy chckhy dalor dy	sarol chedy shekam qokar chl ykeedy chckhy dalor dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T262	f39v	f39v.2	13	dy	EOS	1	1	0	sor shy kar chol qoty kchdy olky dar chdy ykar olkedaiin ody dy	sor shy kor chol qoty kchdy olky dor chdy ykar olkedaiin ody dy	sor shy kar chol qoty kch y olky dar chdy ykar olke aiin ody dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T263	f3r	f3r.16	3	s	MEDIAL	1	1	0	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol chol s cheol ekshy qokeom qok l daiin soleeg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T264	f3r	f3r.20	5	s	MEDIAL	1	1	0	ycheor chol odaiin chol s aiin okol or am	ycheor chol odaiin chol s aiin okolor am	ycheor chol odaiin chol s aiin okolor am	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T265	f3r	f3r.5	3	s	MEDIAL	1	1	1	qokol chololy s cham cthol	qokol chololy s cham cthol	qokol chololy s cham cthol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T266	f3v	f3v.1	7	s	MEDIAL	1	1	1	koaiin cphor qotoy sha ckhol ykoaiin s oly	koaiin cphor qotoy sha ckhol ykoaiin s oly	koaiin cphor qotoy sha ckhol ykoaiin s oly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T267	f3v	f3v.12	6	s	EOS	1	1	1	osh chodair ytchy tchor kcham s	osh chodair ytchy tchor kcham s	osh chodair ytchy tchor kcham s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T268	f3v	f3v.7	5	s	EOS	1	1	1	tchor otcham chor cfham s	tchor otcham chor cfham s	tchor otcham chor cfham s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T269	f40v	f40v.14	7	dy	MEDIAL	0	0	0	saiin o lchey kchedy okar qokchdy dy qokees am chdy	saiin o lchey kchedy okar qokchdy dy qokees am chdy	s aiin o lchey kche y kar qokch y y qokees am ch y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T270	f40v	f40v.3	1	s	BOS	1	1	1	s air ain okaiin okam	s air ain okaiin okam	s air ain okaiin okam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T271	f40v	f40v.7	4	s	MEDIAL	1	1	0	shody qokol chedy s ar	shody qokol chedy s ar	shody qokol che y s ar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
