unified_serial	section	page	unit_id	local_statement_or_locus	local_event_id	surface_display_only	reader_layer	portable_or_local_value_de	silent_owner_or_namespace	complete_local_instruction_de	section_role	handoff_status	exact_source_binding
346	BIOLOGICAL	f83r	B4	B4-S013	E346	qokol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · fort	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: weiter beschicken → absetzen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
347	BIOLOGICAL	f83r	B4	B4-S013	E347	shedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze ab · schließe	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: weiter beschicken → absetzen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
348	BIOLOGICAL	f83r	B4	B4-S014	E348	or	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Ansatz	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
349	BIOLOGICAL	f83r	B4	B4-S014	E349	chey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
350	BIOLOGICAL	f83r	B4	B4-S014	E350	qockhey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gang · Durchlass · kurz · dies	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
351	BIOLOGICAL	f83r	B4	B4-S014	E351	dairydy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Lauf · dies · schließe	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
352	BIOLOGICAL	f83r	B4	B4-S015	E352	qokain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Teil	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
353	BIOLOGICAL	f83r	B4	B4-S015	E353	shey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · länger · dies	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
354	BIOLOGICAL	f83r	B4	B4-S015	E354	kain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · Teil	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
355	BIOLOGICAL	f83r	B4	B4-S015	E355	chckhal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	ziehe ab · Durchlass · dorthin	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
356	BIOLOGICAL	f83r	B4	B4-S015	E356	solkey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fange auf · kurz · dies	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
357	BIOLOGICAL	f83r	B4	B4-S015	E357	lchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · setze um · schließe	linke Hauptstation mit offenem Fransenlauf	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
358	BIOLOGICAL	f83r	B4	B4-S016	E358	qolkain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort · gib zu · Teil	rechte Hauptstation mit S-Lauf und Mehrarmknoten	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
359	BIOLOGICAL	f83r	B4	B4-S016	E359	dal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dorthin	rechte Hauptstation mit S-Lauf und Mehrarmknoten	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
360	BIOLOGICAL	f83r	B4	B4-S016	E360	skar	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · davon	rechte Hauptstation mit S-Lauf und Mehrarmknoten	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
361	BIOLOGICAL	f83r	B4	B4-S016	E361	shedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze ab · schließe	rechte Hauptstation mit S-Lauf und Mehrarmknoten	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
362	BIOLOGICAL	f83r	B5	B5-S001	E362	otchdy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · setze um · schließe	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: führe zur nächsten Station.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
363	BIOLOGICAL	f83r	B5	B5-S002	E363	qokchdy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · setze um · schließe	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: einsetzen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
364	BIOLOGICAL	f83r	B5	B5-S003	E364	shedal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze ab · dorthin	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
365	BIOLOGICAL	f83r	B5	B5-S003	E365	dal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dorthin	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
366	BIOLOGICAL	f83r	B5	B5-S003	E366	cheol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
367	BIOLOGICAL	f83r	B5	B5-S003	E367	lol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · fort	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
368	BIOLOGICAL	f83r	B5	B5-S003	E368	chdal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze um · dorthin	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
369	BIOLOGICAL	f83r	B5	B5-S003	E369	aiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
370	BIOLOGICAL	f83r	B5	B5-S003	E370	sol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
371	BIOLOGICAL	f83r	B5	B5-S003	E371	daiiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	zweiter · Grad	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
372	BIOLOGICAL	f83r	B5	B5-S003	E372	chedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze um · dies	linke Fransenstation im B5-Nachtrag	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
373	BIOLOGICAL	f83r	B6	B6-S001	E373	solkeey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fange auf · länger · dies	rechter S-Lauf im B6-Nachtrag	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
374	BIOLOGICAL	f83r	B6	B6-S001	E374	qekey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	kurz · gib zu · kurz · dies	rechter S-Lauf im B6-Nachtrag	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
375	BIOLOGICAL	f83r	B6	B6-S001	E375	raly	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	kühle · dorthin · dies	rechter S-Lauf im B6-Nachtrag	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
376	BIOLOGICAL	f83r	B6	B6-S001	E376	ol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort	rechter S-Lauf im B6-Nachtrag	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
377	BIOLOGICAL	f83r	B6	B6-S001	E377	daiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	rechter S-Lauf im B6-Nachtrag	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
378	BIOLOGICAL	f83r	B6	B6-S001	E378	ol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort	rechter S-Lauf im B6-Nachtrag	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
379	BIOLOGICAL	f83r	B6	B6-S001	E379	dain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Teil	rechter S-Lauf im B6-Nachtrag	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
380	BIOLOGICAL	f83r	B6	B6-S001	E380	chey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies	rechter S-Lauf im B6-Nachtrag	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
381	BIOLOGICAL	f83r	B6	B6-S001	E381	ldalor	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · dorthin · Ansatz	rechter S-Lauf im B6-Nachtrag	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
382	ASTRO	f67r2	A1	f67r2.1	A1:G001	ykshy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
383	ASTRO	f67r2	A1	f67r2.1	A1:G002	s	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
384	ASTRO	f67r2	A1	f67r2.1	A1:G003	aram	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
385	ASTRO	f67r2	A1	f67r2.2	A1:G004	ykecho	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
386	ASTRO	f67r2	A1	f67r2.2	A1:G005	ols	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
387	ASTRO	f67r2	A1	f67r2.2	A1:G006	eesydy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
388	ASTRO	f67r2	A1	f67r2.3	A1:G007	ey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
389	ASTRO	f67r2	A1	f67r2.3	A1:G008	shs	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
390	ASTRO	f67r2	A1	f67r2.3	A1:G009	okar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
391	ASTRO	f67r2	A1	f67r2.4	A1:G010	shekchy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
392	ASTRO	f67r2	A1	f67r2.4	A1:G011	sykos	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
393	ASTRO	f67r2	A1	f67r2.5	A1:G012	ykeody	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
394	ASTRO	f67r2	A1	f67r2.5	A1:G013	okchy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
395	ASTRO	f67r2	A1	f67r2.6	A1:G014	dchetay	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
396	ASTRO	f67r2	A1	f67r2.7	A1:G015	ykchy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
397	ASTRO	f67r2	A1	f67r2.7	A1:G016	kchey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
398	ASTRO	f67r2	A1	f67r2.7	A1:G017	ykchys	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
399	ASTRO	f67r2	A1	f67r2.8	A1:G018	chkchdar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
400	ASTRO	f67r2	A1	f67r2.9	A1:G019	ykar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechtes Sektor- und Bedingungsrad	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
