event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	visible_owner	card_value_de	teaching_layer	terminal_status
351	B4-S014	B4	f83r	dairydy	MC091	linke offene Fransen-/Unterlaufstation	Laufschluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
352	B4-S015	B4	f83r	qokain	MC017	linke offene Fransen-/Unterlaufstation	Anteil zugeben	SHARED_DECK	NONCLOSE
353	B4-S015	B4	f83r	shey	MC119	linke offene Fransen-/Unterlaufstation	Klarauszug	SHARED_DECK	NONCLOSE
354	B4-S015	B4	f83r	kain	MC105	linke offene Fransen-/Unterlaufstation	Anteil	SHARED_DECK	NONCLOSE
355	B4-S015	B4	f83r	chckhal	MC022	linke offene Fransen-/Unterlaufstation	Zielpassage	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
356	B4-S015	B4	f83r	solkey	MC050	rechte S-Lauf-/Mehrarmknotenstation	Kurzsammlung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
357	B4-S015	B4	f83r	lchedy	MC155	rechte S-Lauf-/Mehrarmknotenstation	abführen; Schluss	SHARED_DECK	TERMINAL
358	B4-S016	B4	f83r	qolkain	MC097	rechte S-Lauf-/Mehrarmknotenstation	weiterer Anteil	SHARED_DECK	NONCLOSE
359	B4-S016	B4	f83r	dal	MC154	rechte S-Lauf-/Mehrarmknotenstation	dorthin	SHARED_DECK	NONCLOSE
360	B4-S016	B4	f83r	skar	MC089	rechte S-Lauf-/Mehrarmknotenstation	Quellausguss	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
361	B4-S016	B4	f83r	shedy	MC128	rechte S-Lauf-/Mehrarmknotenstation	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
362	B5-S001	B5	f83r	otchdy	MC067	linker offener Fransen-Endposten	Nachtransfer; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
363	B5-S002	B5	f83r	qokchdy	MC088	linker offener Fransen-Endposten	einführen; Schluss	SHARED_DECK	TERMINAL
364	B5-S003	B5	f83r	shedal	MC113	linker offener Fransen-Endposten	am Ziel absetzen	SHARED_DECK	NONCLOSE
365	B5-S003	B5	f83r	dal	MC154	linker offener Fransen-Endposten	dorthin	SHARED_DECK	NONCLOSE
366	B5-S003	B5	f83r	cheol	MC153	linker offener Fransen-Endposten	weiter	SHARED_DECK	NONCLOSE
367	B5-S003	B5	f83r	lol	MC092	linker offener Fransen-Endposten	Weiterabzug	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
368	B5-S003	B5	f83r	chdal	MC001	linker offener Fransen-Endposten	Zieltransfer	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
369	B5-S003	B5	f83r	aiin	MC039	linker offener Fransen-Endposten	Sollmaß	SHARED_DECK	NONCLOSE
370	B5-S003	B5	f83r	sol	MC153	linker offener Fransen-Endposten	weiter	SHARED_DECK	NONCLOSE
371	B5-S003	B5	f83r	daiiin	MC172	linker offener Fransen-Endposten	Endstufe	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
372	B5-S003	B5	f83r	chedy	MC074	linker offener Fransen-Endposten	überführen	SHARED_DECK	NONCLOSE
373	B6-S001	B6	f83r	solkeey	MC020	rechter S-Lauf-/Mehrarm-Endposten	Langsammlung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
374	B6-S001	B6	f83r	qekey	MC052	rechter S-Lauf-/Mehrarm-Endposten	Kurzbearbeitung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
375	B6-S001	B6	f83r	raly	MC046	rechter S-Lauf-/Mehrarm-Endposten	Endposten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
376	B6-S001	B6	f83r	ol	MC153	rechter S-Lauf-/Mehrarm-Endposten	weiter	SHARED_DECK	NONCLOSE
377	B6-S001	B6	f83r	daiin	MC039	rechter S-Lauf-/Mehrarm-Endposten	Sollmaß	SHARED_DECK	NONCLOSE
378	B6-S001	B6	f83r	ol	MC153	rechter S-Lauf-/Mehrarm-Endposten	weiter	SHARED_DECK	NONCLOSE
379	B6-S001	B6	f83r	dain	MC059	rechter S-Lauf-/Mehrarm-Endposten	Einlage	SHARED_DECK	NONCLOSE
380	B6-S001	B6	f83r	chey	MC123	rechter S-Lauf-/Mehrarm-Endposten	dies	SHARED_DECK	NONCLOSE
381	B6-S001	B6	f83r	ldalor	MC101	rechter S-Lauf-/Mehrarm-Endposten	Endziel	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
