fold_id	context	pair_id	view_id	held_physical_folio	train_paragraphs	train_positive_paragraphs	train_negative_paragraphs	test_paragraphs	test_positive_paragraphs	test_negative_paragraphs	training_vocabulary_types	training_positive_vocabulary_tokens	training_negative_vocabulary_tokens	both_training_classes_present	empty_vocabulary_neutral_tie_policy	fold_scoreable	fold_status
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f79r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f79r	126	67	59	3	1	2	497	2030	1394	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f80r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f80r	126	67	59	3	1	2	498	2020	1368	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f80v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f80v	128	68	60	1	0	1	499	2040	1399	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f81r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f81r	127	66	61	2	2	0	491	1967	1419	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f81v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f81v	128	67	61	1	1	0	497	2011	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f82r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f82r	128	67	61	1	1	0	494	1965	1417	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f82v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f82v	127	68	59	2	0	2	496	2041	1376	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f83r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f83r	128	68	60	1	0	1	498	2041	1397	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f83v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f83v	128	67	61	1	1	0	498	1999	1421	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f85r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f85r	128	67	61	1	1	0	496	2011	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f86v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f86v	122	67	55	7	1	6	466	1981	1220	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f87r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f87r	128	67	61	1	1	0	499	2030	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f88r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f88r	126	65	61	3	3	0	493	1995	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f89v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f89v	128	67	61	1	1	0	500	2034	1421	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f93r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f93r	128	67	61	1	1	0	489	1965	1415	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f93v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f93v	128	68	60	1	0	1	492	2033	1381	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f95v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f95v	128	68	60	1	0	1	497	2038	1406	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f96r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f96r	128	67	61	1	1	0	492	2005	1418	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f9v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f9v	128	68	60	1	0	1	495	2036	1392	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f102r	TARGET	G807-P02	RAW_PAIRED	f102r	88	52	36	1	1	0	397	1267	1139	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f102v	TARGET	G807-P02	RAW_PAIRED	f102v	88	52	36	1	1	0	396	1263	1139	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f103r	TARGET	G807-P02	RAW_PAIRED	f103r	87	53	34	2	0	2	397	1273	1109	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f103v	TARGET	G807-P02	RAW_PAIRED	f103v	88	53	35	1	0	1	394	1268	1113	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f104r	TARGET	G807-P02	RAW_PAIRED	f104r	85	52	33	4	1	3	388	1239	1088	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f104v	TARGET	G807-P02	RAW_PAIRED	f104v	87	51	36	2	2	0	394	1242	1137	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f106v	TARGET	G807-P02	RAW_PAIRED	f106v	88	52	36	1	1	0	399	1262	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f107r	TARGET	G807-P02	RAW_PAIRED	f107r	87	53	34	2	0	2	395	1271	1115	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f107v	TARGET	G807-P02	RAW_PAIRED	f107v	86	50	36	3	3	0	396	1234	1138	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f108r	TARGET	G807-P02	RAW_PAIRED	f108r	88	52	36	1	1	0	399	1256	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f108v	TARGET	G807-P02	RAW_PAIRED	f108v	88	53	35	1	0	1	395	1272	1129	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f10v	TARGET	G807-P02	RAW_PAIRED	f10v	88	52	36	1	1	0	396	1256	1139	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f111v	TARGET	G807-P02	RAW_PAIRED	f111v	86	53	33	3	0	3	372	1262	931	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f112r	TARGET	G807-P02	RAW_PAIRED	f112r	88	53	35	1	0	1	392	1268	1119	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f113r	TARGET	G807-P02	RAW_PAIRED	f113r	88	53	35	1	0	1	397	1273	1119	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f114v	TARGET	G807-P02	RAW_PAIRED	f114v	86	51	35	3	2	1	393	1247	1128	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f115r	TARGET	G807-P02	RAW_PAIRED	f115r	87	52	35	2	1	1	392	1245	1105	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f13v	TARGET	G807-P02	RAW_PAIRED	f13v	88	52	36	1	1	0	398	1256	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f17r	TARGET	G807-P02	RAW_PAIRED	f17r	88	52	36	1	1	0	399	1267	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f18v	TARGET	G807-P02	RAW_PAIRED	f18v	88	52	36	1	1	0	389	1226	1137	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f22r	TARGET	G807-P02	RAW_PAIRED	f22r	88	52	36	1	1	0	396	1253	1139	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f22v	TARGET	G807-P02	RAW_PAIRED	f22v	88	52	36	1	1	0	396	1246	1138	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f23r	TARGET	G807-P02	RAW_PAIRED	f23r	88	52	36	1	1	0	392	1243	1138	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f23v	TARGET	G807-P02	RAW_PAIRED	f23v	88	52	36	1	1	0	397	1255	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f28r	TARGET	G807-P02	RAW_PAIRED	f28r	88	52	36	1	1	0	393	1230	1139	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f37v	TARGET	G807-P02	RAW_PAIRED	f37v	88	53	35	1	0	1	397	1271	1125	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f3r	TARGET	G807-P02	RAW_PAIRED	f3r	87	51	36	2	2	0	394	1247	1138	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f40r	TARGET	G807-P02	RAW_PAIRED	f40r	88	52	36	1	1	0	395	1240	1139	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f40v	TARGET	G807-P02	RAW_PAIRED	f40v	88	52	36	1	1	0	397	1256	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f43r	TARGET	G807-P02	RAW_PAIRED	f43r	88	52	36	1	1	0	398	1251	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f45r	TARGET	G807-P02	RAW_PAIRED	f45r	88	52	36	1	1	0	393	1252	1137	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f46r	TARGET	G807-P02	RAW_PAIRED	f46r	88	52	36	1	1	0	393	1241	1138	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f50r	TARGET	G807-P02	RAW_PAIRED	f50r	88	53	35	1	0	1	388	1266	1083	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f50v	TARGET	G807-P02	RAW_PAIRED	f50v	88	52	36	1	1	0	394	1218	1136	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f53v	TARGET	G807-P02	RAW_PAIRED	f53v	88	52	36	1	1	0	388	1227	1136	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f58v	TARGET	G807-P02	RAW_PAIRED	f58v	87	52	35	2	1	1	385	1240	1069	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f66v	TARGET	G807-P02	RAW_PAIRED	f66v	87	52	35	2	1	1	391	1254	1121	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f76r	TARGET	G807-P02	RAW_PAIRED	f76r	88	53	35	1	0	1	395	1272	1097	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f76v	TARGET	G807-P02	RAW_PAIRED	f76v	87	51	36	2	2	0	389	1189	1133	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f77r	TARGET	G807-P02	RAW_PAIRED	f77r	87	52	35	2	1	1	384	1159	1100	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f77v	TARGET	G807-P02	RAW_PAIRED	f77v	88	53	35	1	0	1	395	1271	1085	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f79r	TARGET	G807-P02	RAW_PAIRED	f79r	85	51	34	4	2	2	390	1239	1100	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f79v	TARGET	G807-P02	RAW_PAIRED	f79v	86	51	35	3	2	1	389	1194	1104	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f80r	TARGET	G807-P02	RAW_PAIRED	f80r	88	53	35	1	0	1	392	1269	1073	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f80v	TARGET	G807-P02	RAW_PAIRED	f80v	88	52	36	1	1	0	394	1239	1133	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f81r	TARGET	G807-P02	RAW_PAIRED	f81r	87	52	35	2	1	1	392	1236	1094	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f82r	TARGET	G807-P02	RAW_PAIRED	f82r	87	53	34	2	0	2	392	1270	1055	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f82v	TARGET	G807-P02	RAW_PAIRED	f82v	87	52	35	2	1	1	391	1249	1117	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f83r	TARGET	G807-P02	RAW_PAIRED	f83r	88	53	35	1	0	1	395	1270	1092	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f83v	TARGET	G807-P02	RAW_PAIRED	f83v	88	53	35	1	0	1	398	1272	1097	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f85r	TARGET	G807-P02	RAW_PAIRED	f85r	88	53	35	1	0	1	395	1270	1118	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f86v	TARGET	G807-P02	RAW_PAIRED	f86v	86	52	34	3	1	2	384	1212	1061	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f88r	TARGET	G807-P02	RAW_PAIRED	f88r	88	52	36	1	1	0	399	1265	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f89v	TARGET	G807-P02	RAW_PAIRED	f89v	87	51	36	2	2	0	388	1229	1134	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f90r	TARGET	G807-P02	RAW_PAIRED	f90r	88	52	36	1	1	0	396	1248	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f93r	TARGET	G807-P02	RAW_PAIRED	f93r	88	52	36	1	1	0	388	1191	1136	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f95r	TARGET	G807-P02	RAW_PAIRED	f95r	88	52	36	1	1	0	399	1256	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f99r	TARGET	G807-P02	RAW_PAIRED	f99r	88	52	36	1	1	0	396	1249	1140	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_PAIRED:f99v	TARGET	G807-P02	RAW_PAIRED	f99v	87	51	36	2	2	0	396	1251	1139	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f102r	TARGET	G807-P02	STABLE_PAIRED	f102r	83	48	35	1	1	0	375	1162	1098	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f103r	TARGET	G807-P02	STABLE_PAIRED	f103r	82	49	33	2	0	2	375	1168	1068	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f103v	TARGET	G807-P02	STABLE_PAIRED	f103v	83	49	34	1	0	1	372	1163	1072	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f104r	TARGET	G807-P02	STABLE_PAIRED	f104r	80	48	32	4	1	3	365	1133	1047	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f104v	TARGET	G807-P02	STABLE_PAIRED	f104v	82	47	35	2	2	0	372	1137	1096	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f106v	TARGET	G807-P02	STABLE_PAIRED	f106v	83	48	35	1	1	0	377	1157	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f107r	TARGET	G807-P02	STABLE_PAIRED	f107r	82	49	33	2	0	2	373	1166	1075	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f107v	TARGET	G807-P02	STABLE_PAIRED	f107v	81	46	35	3	3	0	374	1129	1097	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f108r	TARGET	G807-P02	STABLE_PAIRED	f108r	83	48	35	1	1	0	377	1151	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f108v	TARGET	G807-P02	STABLE_PAIRED	f108v	83	49	34	1	0	1	373	1167	1088	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f10v	TARGET	G807-P02	STABLE_PAIRED	f10v	83	48	35	1	1	0	374	1151	1098	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f111v	TARGET	G807-P02	STABLE_PAIRED	f111v	81	49	32	3	0	3	351	1157	892	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f112r	TARGET	G807-P02	STABLE_PAIRED	f112r	83	49	34	1	0	1	370	1163	1079	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f113r	TARGET	G807-P02	STABLE_PAIRED	f113r	83	49	34	1	0	1	375	1168	1078	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f114v	TARGET	G807-P02	STABLE_PAIRED	f114v	81	47	34	3	2	1	372	1145	1087	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f115r	TARGET	G807-P02	STABLE_PAIRED	f115r	82	48	34	2	1	1	370	1140	1064	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f13v	TARGET	G807-P02	STABLE_PAIRED	f13v	83	48	35	1	1	0	376	1151	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f17r	TARGET	G807-P02	STABLE_PAIRED	f17r	83	48	35	1	1	0	377	1162	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f18v	TARGET	G807-P02	STABLE_PAIRED	f18v	83	48	35	1	1	0	368	1124	1096	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f22r	TARGET	G807-P02	STABLE_PAIRED	f22r	83	48	35	1	1	0	375	1151	1098	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f22v	TARGET	G807-P02	STABLE_PAIRED	f22v	83	48	35	1	1	0	374	1141	1097	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f23v	TARGET	G807-P02	STABLE_PAIRED	f23v	83	48	35	1	1	0	374	1150	1098	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f28r	TARGET	G807-P02	STABLE_PAIRED	f28r	83	48	35	1	1	0	372	1127	1098	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f37v	TARGET	G807-P02	STABLE_PAIRED	f37v	83	49	34	1	0	1	375	1166	1084	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f3r	TARGET	G807-P02	STABLE_PAIRED	f3r	83	48	35	1	1	0	375	1149	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f40r	TARGET	G807-P02	STABLE_PAIRED	f40r	83	48	35	1	1	0	373	1135	1098	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f40v	TARGET	G807-P02	STABLE_PAIRED	f40v	83	48	35	1	1	0	376	1153	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f43r	TARGET	G807-P02	STABLE_PAIRED	f43r	83	48	35	1	1	0	376	1146	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f45r	TARGET	G807-P02	STABLE_PAIRED	f45r	83	48	35	1	1	0	372	1149	1096	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f46r	TARGET	G807-P02	STABLE_PAIRED	f46r	83	48	35	1	1	0	370	1137	1096	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f50r	TARGET	G807-P02	STABLE_PAIRED	f50r	83	49	34	1	0	1	365	1160	1042	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f50v	TARGET	G807-P02	STABLE_PAIRED	f50v	83	48	35	1	1	0	371	1112	1095	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f53v	TARGET	G807-P02	STABLE_PAIRED	f53v	83	48	35	1	1	0	367	1124	1095	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f58v	TARGET	G807-P02	STABLE_PAIRED	f58v	83	49	34	1	0	1	369	1161	1033	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f66v	TARGET	G807-P02	STABLE_PAIRED	f66v	82	48	34	2	1	1	369	1149	1080	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f76r	TARGET	G807-P02	STABLE_PAIRED	f76r	83	49	34	1	0	1	373	1167	1056	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f76v	TARGET	G807-P02	STABLE_PAIRED	f76v	82	47	35	2	2	0	367	1084	1092	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f77r	TARGET	G807-P02	STABLE_PAIRED	f77r	82	48	34	2	1	1	362	1054	1059	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f77v	TARGET	G807-P02	STABLE_PAIRED	f77v	83	49	34	1	0	1	373	1166	1044	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f79r	TARGET	G807-P02	STABLE_PAIRED	f79r	80	47	33	4	2	2	368	1134	1059	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f79v	TARGET	G807-P02	STABLE_PAIRED	f79v	83	48	35	1	1	0	374	1154	1098	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f80r	TARGET	G807-P02	STABLE_PAIRED	f80r	83	49	34	1	0	1	369	1164	1032	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f80v	TARGET	G807-P02	STABLE_PAIRED	f80v	83	48	35	1	1	0	371	1134	1091	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f81r	TARGET	G807-P02	STABLE_PAIRED	f81r	82	48	34	2	1	1	369	1130	1053	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f82r	TARGET	G807-P02	STABLE_PAIRED	f82r	82	49	33	2	0	2	370	1165	1015	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f82v	TARGET	G807-P02	STABLE_PAIRED	f82v	82	48	34	2	1	1	369	1145	1076	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f83r	TARGET	G807-P02	STABLE_PAIRED	f83r	82	48	34	2	1	1	369	1132	1048	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f83v	TARGET	G807-P02	STABLE_PAIRED	f83v	83	49	34	1	0	1	376	1167	1056	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f85r	TARGET	G807-P02	STABLE_PAIRED	f85r	83	49	34	1	0	1	373	1165	1077	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f86v	TARGET	G807-P02	STABLE_PAIRED	f86v	81	48	33	3	1	2	360	1106	1020	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f88r	TARGET	G807-P02	STABLE_PAIRED	f88r	83	48	35	1	1	0	377	1160	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f89v	TARGET	G807-P02	STABLE_PAIRED	f89v	82	47	35	2	2	0	368	1128	1093	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f90r	TARGET	G807-P02	STABLE_PAIRED	f90r	83	48	35	1	1	0	375	1145	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f93r	TARGET	G807-P02	STABLE_PAIRED	f93r	83	48	35	1	1	0	365	1086	1094	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f95r	TARGET	G807-P02	STABLE_PAIRED	f95r	83	48	35	1	1	0	377	1151	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f99r	TARGET	G807-P02	STABLE_PAIRED	f99r	83	48	35	1	1	0	374	1144	1099	1	0	1	SCOREABLE
TARGET:G807-P02:STABLE_PAIRED:f99v	TARGET	G807-P02	STABLE_PAIRED	f99v	82	47	35	2	2	0	374	1146	1098	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f102r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f102r	88	52	36	1	1	0	360	1082	994	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f102v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f102v	88	52	36	1	1	0	359	1078	994	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f103r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f103r	87	53	34	2	0	2	360	1087	966	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f103v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f103v	88	53	35	1	0	1	357	1082	968	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f104r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f104r	85	52	33	4	1	3	352	1059	950	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f104v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f104v	87	51	36	2	2	0	358	1060	993	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f106v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f106v	88	52	36	1	1	0	362	1079	995	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f107r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f107r	87	53	34	2	0	2	358	1085	974	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f107v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f107v	86	50	36	3	3	0	359	1051	993	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f108r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f108r	88	52	36	1	1	0	362	1071	995	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f108v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f108v	88	53	35	1	0	1	358	1086	984	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f10v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f10v	88	52	36	1	1	0	359	1071	994	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f111v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f111v	86	53	33	3	0	3	336	1076	808	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f112r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f112r	88	53	35	1	0	1	355	1082	976	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f113r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f113r	88	53	35	1	0	1	360	1087	976	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f114v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f114v	86	51	35	3	2	1	356	1062	983	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f115r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f115r	87	52	35	2	1	1	356	1064	962	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f13v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f13v	88	52	36	1	1	0	361	1073	995	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f17r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f17r	88	52	36	1	1	0	362	1081	995	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f18v	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f18v	88	52	36	1	1	0	352	1042	992	1	0	1	SCOREABLE
TARGET:G807-P02:RAW_ED1_SENSITIVITY:f22r	TARGET	G807-P02	RAW_ED1_SENSITIVITY	f22r	88	52	36	1	1	0	359	1069	994	1	0	1	SCOREABLE
