paragraph_id	paragraph_ordinal	page	physical_folio	paragraph_ordinal_on_page	start_locus	end_locus	start_line_number	end_line_number	section	language	hand	source_line_count	source_token_count	common_masked_line_count	common_masked_loci	surviving_line_count	surviving_loci	basis_retained_token_count	basis_nonempty_retained_lines	post_mask_length_bin	basis_eligible_12_tokens_2_lines	exact_feature_token_count	exact_feature_type_count	exact_feature_counts	ed1_feature_token_count	ed1_feature_type_count	ed1_feature_counts	raw_target_memberships	stable_target_memberships	lcs_audit_target_memberships	raw_target_membership_count	stable_target_membership_count	lcs_audit_target_membership_count	semantic_credit
G807-P0322	322	f86v5	f86v	2	f86v5.7	f86v5.11	7	11	T	B	2	5	53	2	f86v5.9|f86v5.11	3	f86v5.7|f86v5.8|f86v5.10	31	3	4	1	30	30	aiin=1|ar=1|chdy=1|chor=1|fchcfhy=1|kar=1|kshdy=1|octhal=1|olkal=1|opchey=1|opor=1|or=1|otar=1|otol=1|otshey=1|pdaiin=1|qokar=1|qopcheey=1|qopor=1|qoteedy=1|shckhy=1|shdar=1|shedy=1|shey=1|shor=1|tarcheeg=1|tor=1|ykaiin=1|ykar=1|ytam=1	26	26	aiin=1|ar=1|chdy=1|chor=1|fchcfhy=1|kar=1|kshdy=1|octhal=1|opchey=1|opor=1|otshey=1|pdaiin=1|qokar=1|qopcheey=1|qopor=1|qoteedy=1|shckhy=1|shdar=1|shedy=1|shey=1|shor=1|tarcheeg=1|tor=1|ykaiin=1|ykar=1|ytam=1	otal	otal	otal	1	1	1	0
G807-P0323	323	f86v5	f86v	3	f86v5.12	f86v5.17	12	17	T	B	2	6	62	3	f86v5.13|f86v5.15|f86v5.17	3	f86v5.12|f86v5.14|f86v5.16	30	3	4	1	30	26	acthy=1|aiiin=1|aiin=1|air=1|al=3|amod=1|ar=2|cheey=1|daiin=1|dalkalytam=1|dcheytain=1|kaiin=1|lfar=1|ody=1|otshs=1|poraiiidy=1|qoar=1|qoka=1|qokeeey=1|qopchesy=1|qotaiin=1|sheody=1|shey=1|tair=1|ykalkain=1|ykar=2	27	25	acthy=1|aiiin=1|aiin=1|air=1|amod=1|ar=2|cheey=1|daiin=1|dalkalytam=1|dcheytain=1|kaiin=1|lfar=1|ody=1|otshs=1|poraiiidy=1|qoar=1|qoka=1|qokeeey=1|qopchesy=1|qotaiin=1|sheody=1|shey=1|tair=1|ykalkain=1|ykar=2	ol|otal|qotal	ol|otal|qotal	ol|otal|qotal	3	3	3	0
G807-P0324	324	f86v5	f86v	4	f86v5.18	f86v5.25	18	25	T	B	2	8	76	2	f86v5.20|f86v5.24	6	f86v5.18|f86v5.19|f86v5.21|f86v5.22|f86v5.23|f86v5.25	57	6	5	1	57	47	aiin=5|al=1|alosheey=1|ar=2|cheey=1|chey=1|chod=1|chokar=1|daiin=1|kain=1|lkaiin=1|lkesy=1|lkey=1|oar=1|ody=2|oeey=1|okaiin=1|okain=1|okol=1|olkchdy=1|or=2|os=1|otain=1|otcho=1|otodaiin=1|oty=2|poldaiin=1|qoeey=1|qokar=1|qokees=1|qotar=1|qotey=1|sair=1|shckhy=1|shea=1|sheol=1|shoky=1|teodkaiin=1|teraiin=1|ycheeytydaiin=1|ykaiin=2|ykal=1|ykeeo=1|ykeey=1|ytaiin=1|ytedy=1|yteey=2	49	40	aiin=5|alosheey=1|ar=2|cheey=1|chey=1|chod=1|chokar=1|daiin=1|kain=1|lkaiin=1|lkesy=1|lkey=1|oar=1|ody=2|oeey=1|okaiin=1|okain=1|olkchdy=1|otain=1|otcho=1|otodaiin=1|oty=2|poldaiin=1|qoeey=1|qokar=1|qokees=1|qotey=1|sair=1|shckhy=1|shea=1|shoky=1|teodkaiin=1|teraiin=1|ycheeytydaiin=1|ykaiin=2|ykeeo=1|ykeey=1|ytaiin=1|ytedy=1|yteey=2	okal|otal	okal	okal	2	1	1	0
G807-P0325	325	f86v5	f86v	5	f86v5.26	f86v5.39	26	39	T	B	2	14	136	6	f86v5.30|f86v5.32|f86v5.33|f86v5.34|f86v5.35|f86v5.37	8	f86v5.26|f86v5.27|f86v5.28|f86v5.29|f86v5.31|f86v5.36|f86v5.38|f86v5.39	77	8	6	1	76	66	a=1|aiin=1|aiir=1|al=1|ar=2|aral=1|chedy=1|chody=1|chol=1|dam=2|dar=1|dy=2|kaiin=1|kar=1|lchody=1|o=1|ocfhdy=1|octhy=1|odaiin=2|odar=1|oeees=1|oky=1|olkey=1|olpshy=1|oltal=1|or=1|otar=1|otoloty=1|pchor=1|pchykar=1|pochor=1|pshody=1|qodaiin=1|qokal=1|qokar=1|qokeeey=1|qopchy=1|qoteey=1|qoteody=1|qoty=1|shey=2|shoar=1|shody=4|sol=1|tal=1|tar=2|tchey=1|teo=1|tey=1|tol=1|ykar=1|ykeeshy=1|ykeshy=1|ypchor=1|ysheoar=1|ytaiin=1|ytain=1|ytar=1|ytarar=1|ytchdy=1|ytchey=1|ytchy=1|ytdar=1|ytedy=1|yteody=1|ytody=2	66	56	a=1|aiin=1|aiir=1|ar=2|aral=1|chedy=1|chody=1|dam=2|dar=1|dy=2|kaiin=1|kar=1|lchody=1|ocfhdy=1|octhy=1|odaiin=2|odar=1|oeees=1|oky=1|olkey=1|olpshy=1|otoloty=1|pchor=1|pchykar=1|pochor=1|pshody=1|qodaiin=1|qokar=1|qokeeey=1|qopchy=1|qoteey=1|qoteody=1|qoty=1|shey=2|shoar=1|shody=4|tar=2|tchey=1|teo=1|tey=1|ykar=1|ykeeshy=1|ykeshy=1|ypchor=1|ysheoar=1|ytaiin=1|ytain=1|ytar=1|ytarar=1|ytchdy=1|ytchey=1|ytchy=1|ytdar=1|ytedy=1|yteody=1|ytody=2	ol|otal|qotal	ol|otal|qotal	ol|otal|qotal	3	3	3	0
G807-P0326	326	f86v6	f86v	1	f86v6.1	f86v6.12	1	12	T	B	2	12	134	4	f86v6.2|f86v6.4|f86v6.7|f86v6.9	8	f86v6.1|f86v6.3|f86v6.5|f86v6.6|f86v6.8|f86v6.10|f86v6.11|f86v6.12	83	8	6	1	82	67	aiin=1|ar=3|arody=1|chcphar=1|chdal=3|chdy=1|chear=1|chedy=3|cheeaiin=1|ches=1|chody=1|chol=1|chor=1|daiin=2|dalor=1|dar=1|keear=1|lchdol=1|ldaly=1|lol=1|ltchedy=1|o=1|odaiin=2|ofy=1|okar=1|olaiin=1|olkaiin=1|olkar=1|olkeedy=1|olkeey=1|olkeshar=1|opchey=1|opory=1|or=5|orairody=1|otaiin=1|otar=1|otedalol=1|otshey=1|pcheypchdar=1|qckhy=1|qodar=1|qokaiin=1|qokal=1|qokar=2|qokchdy=1|qokeor=1|qoko=1|qolchy=1|qopy=1|qotain=1|qotar=1|qotchdaiin=1|sair=1|sarar=1|sheeeb=1|sheol=2|soldam=1|taiky=1|tar=1|y=1|ykaiin=2|ykairolky=1|ykchedy=1|ykeealor=1|ytar=1|yteedy=1	66	56	aiin=1|ar=3|arody=1|chcphar=1|chdal=3|chdy=1|chear=1|chedy=3|cheeaiin=1|ches=1|chody=1|chor=1|daiin=2|dalor=1|dar=1|keear=1|lchdol=1|ldaly=1|ltchedy=1|odaiin=2|ofy=1|olaiin=1|olkaiin=1|olkar=1|olkeedy=1|olkeey=1|olkeshar=1|opchey=1|opory=1|orairody=1|otaiin=1|otedalol=1|otshey=1|pcheypchdar=1|qckhy=1|qodar=1|qokaiin=1|qokar=2|qokchdy=1|qolchy=1|qopy=1|qotain=1|qotchdaiin=1|sair=1|sarar=1|sheeeb=1|soldam=1|taiky=1|tar=1|y=1|ykaiin=2|ykairolky=1|ykchedy=1|ykeealor=1|ytar=1|yteedy=1	cheol|ol|qokol	cheol|ol|qokol	cheol|ol|qokol	3	3	3	0
G807-P0327	327	f86v6	f86v	2	f86v6.13	f86v6.19	13	19	T	B	2	7	73	3	f86v6.14|f86v6.15|f86v6.18	4	f86v6.13|f86v6.16|f86v6.17|f86v6.19	39	4	5	1	38	34	aiiin=2|aiin=1|alkar=1|am=1|ar=1|aroiiin=1|chey=1|cholfchy=1|cholkar=1|cpholkaiin=1|dar=1|okaiin=2|olain=1|oly=1|opchdy=1|opchedy=1|opoly=1|or=2|otain=1|par=1|pchecfhey=1|pol=1|qckhear=1|qokaiin=2|qokain=1|qokar=1|qopaiin=1|qopar=1|qotedy=1|sheopchey=1|shoy=1|taiin=1|yfchdy=1|ykeey=1	34	31	aiiin=2|aiin=1|alkar=1|am=1|ar=1|aroiiin=1|chey=1|cholfchy=1|cholkar=1|cpholkaiin=1|dar=1|okaiin=2|olain=1|opchdy=1|opchedy=1|opoly=1|otain=1|par=1|pchecfhey=1|qckhear=1|qokaiin=2|qokain=1|qokar=1|qopaiin=1|qopar=1|qotedy=1|sheopchey=1|shoy=1|taiin=1|yfchdy=1|ykeey=1	okal|ol|otal	okal|ol|otal	okal|ol|otal	3	3	3	0
G807-P0328	328	f86v6	f86v	3	f86v6.20	f86v6.29	20	29	T	B	2	10	115	1	f86v6.23	9	f86v6.20|f86v6.21|f86v6.22|f86v6.24|f86v6.25|f86v6.26|f86v6.27|f86v6.28|f86v6.29	102	9	6	1	102	85	aim=1|alshdr=1|am=1|amom=1|ar=1|araram=1|chcthdy=1|chedy=2|chees=1|chey=1|cholkeog=1|choty=1|d=2|daiin=1|dairody=1|dal=4|dar=1|dchedy=1|dy=2|dytshy=1|kain=1|keody=1|kshd=1|lkar=1|lkeeor=1|lor=1|lshechy=1|ocphey=1|odar=1|ody=2|ofchedy=1|okar=1|okeeeey=1|oky=1|olkar=1|olkeey=1|olkshed=1|olteedydar=1|olteody=1|oly=1|opchor=1|opdaiin=1|or=1|orchcthy=1|oreeey=1|otar=1|otol=1|otyteeodaiin=1|pchedy=1|pdaiiiy=1|podaiin=1|qodar=1|qody=1|qofod=1|qokaiin=2|qokar=3|qokchdy=2|qokchy=1|qokeedy=2|qotar=2|qotedy=1|qotol=1|ramshy=1|saiin=1|shdaiin=1|shdar=1|shedy=1|sheey=2|shekaiin=1|shey=1|shol=1|shor=1|tairoar=1|tar=2|tay=1|tchedy=1|tody=1|tshedy=1|tshy=1|y=1|ykaiin=2|ytaiin=2|yteedy=1|ytshy=1|yty=1	94	78	aim=1|alshdr=1|am=1|amom=1|ar=1|araram=1|chcthdy=1|chedy=2|chees=1|chey=1|cholkeog=1|choty=1|d=2|daiin=1|dairody=1|dal=4|dar=1|dchedy=1|dy=2|dytshy=1|kain=1|keody=1|kshd=1|lkar=1|lkeeor=1|lor=1|lshechy=1|ocphey=1|odar=1|ody=2|ofchedy=1|okeeeey=1|oky=1|olkar=1|olkeey=1|olkshed=1|olteedydar=1|olteody=1|opchor=1|opdaiin=1|orchcthy=1|oreeey=1|otyteeodaiin=1|pchedy=1|pdaiiiy=1|podaiin=1|qodar=1|qody=1|qofod=1|qokaiin=2|qokar=3|qokchdy=2|qokchy=1|qokeedy=2|qotedy=1|ramshy=1|saiin=1|shdaiin=1|shdar=1|shedy=1|sheey=2|shekaiin=1|shey=1|shol=1|shor=1|tairoar=1|tar=2|tay=1|tchedy=1|tody=1|tshedy=1|tshy=1|y=1|ykaiin=2|ytaiin=2|yteedy=1|ytshy=1|yty=1	ol	ol	ol	1	1	1	0
G807-P0329	329	f86v6	f86v	4	f86v6.30	f86v6.45	30	45	T	B	2	16	169	8	f86v6.32|f86v6.34|f86v6.35|f86v6.37|f86v6.38|f86v6.40|f86v6.41|f86v6.42	8	f86v6.30|f86v6.31|f86v6.33|f86v6.36|f86v6.39|f86v6.43|f86v6.44|f86v6.45	82	8	6	1	82	75	aiiin=1|aiin=1|aiodam=1|al=1|ar=1|araiin=1|chear=1|chefchy=1|cheoty=1|chepy=1|chocthy=1|chokaiin=1|chokain=1|chol=1|chorolk=1|choty=1|chy=1|cthdy=1|daiin=1|dair=1|dairal=1|dal=1|dar=3|dl=1|g=1|kaiin=1|l=1|ld=1|lkaiin=1|lkchedy=1|lkor=1|lo=1|okaiin=1|okan=1|okar=1|okeeeykeey=1|olkaiin=2|olkam=1|olkar=1|olkchdy=1|olkchey=1|or=1|oraiin=1|orom=1|otalky=1|otar=1|otol=1|otolkshy=1|otytam=1|paiin=1|paroiin=1|polkeey=1|qoaiin=1|qoal=1|qokaiin=2|qokain=1|qokar=1|qokeey=1|qokshey=2|qoky=2|qopar=1|qopary=1|qopchedy=1|qopchey=1|qopydaiin=1|qotaiin=1|sheey=1|shor=1|taiin=2|tal=1|tshed=1|y=1|ydy=1|ykedy=1|ytaiin=1	71	64	aiiin=1|aiin=1|aiodam=1|ar=1|araiin=1|chear=1|chefchy=1|cheoty=1|chepy=1|chocthy=1|chokaiin=1|chokain=1|chorolk=1|choty=1|chy=1|cthdy=1|daiin=1|dair=1|dairal=1|dal=1|dar=3|g=1|kaiin=1|ld=1|lkaiin=1|lkchedy=1|lkor=1|lo=1|okaiin=1|okeeeykeey=1|olkaiin=2|olkam=1|olkar=1|olkchdy=1|olkchey=1|oraiin=1|orom=1|otalky=1|otolkshy=1|otytam=1|paiin=1|paroiin=1|polkeey=1|qoaiin=1|qokaiin=2|qokain=1|qokar=1|qokeey=1|qokshey=2|qoky=2|qopar=1|qopary=1|qopchedy=1|qopchey=1|qopydaiin=1|qotaiin=1|sheey=1|shor=1|taiin=2|tshed=1|y=1|ydy=1|ykedy=1|ytaiin=1	ol|otal|qokol|qotal	ol|otal|qokol|qotal	ol|otal|qokol|qotal	4	4	4	0
G807-P0330	330	f87r	f87r	1	f87r.1	f87r.10	1	10	H	A	1	10	67	0	NONE	10	f87r.1|f87r.2|f87r.3|f87r.4|f87r.5|f87r.6|f87r.7|f87r.8|f87r.9|f87r.10	67	10	6	1	67	62	al=1|chcthody=1|chekol=1|cheodal=1|cheodor=1|cheory=1|chety=1|cho=1|chor=3|ckheckhy=1|ckheokey=1|cphecthy=1|cpheo=1|ctheey=1|ctheody=1|cthodal=1|cthody=1|cthos=1|daiin=1|dar=1|dcheeckhos=1|dchol=1|kchody=1|keeody=1|keodaiin=1|keos=1|koo=1|odar=1|ody=1|oteedy=1|oteodal=1|oteody=1|pcheos=1|poalshsal=1|qockhos=1|qoty=1|s=2|saiidy=1|saiin=2|saraiin=1|she=1|sheekchey=1|sheo=1|shkeody=1|sho=1|shocphor=1|shocthey=1|shy=1|so=1|sols=1|solsheor=1|sor=1|soraiin=2|syty=1|tchor=1|teeodal=1|tos=1|y=1|ykeey=1|ypcho=1|ysaiin=1|yteodam=1	65	60	chcthody=1|cheodal=1|cheodor=1|cheory=1|chety=1|cho=1|chor=3|ckheckhy=1|ckheokey=1|cphecthy=1|cpheo=1|ctheey=1|ctheody=1|cthodal=1|cthody=1|cthos=1|daiin=1|dar=1|dcheeckhos=1|dchol=1|kchody=1|keeody=1|keodaiin=1|keos=1|koo=1|odar=1|ody=1|oteedy=1|oteodal=1|oteody=1|pcheos=1|poalshsal=1|qockhos=1|qoty=1|s=2|saiidy=1|saiin=2|saraiin=1|she=1|sheekchey=1|sheo=1|shkeody=1|sho=1|shocphor=1|shocthey=1|shy=1|so=1|sols=1|solsheor=1|sor=1|soraiin=2|syty=1|tchor=1|teeodal=1|tos=1|y=1|ykeey=1|ypcho=1|ysaiin=1|yteodam=1	NONE	NONE	NONE	0	0	0	0
G807-P0331	331	f87r	f87r	2	f87r.11	f87r.16	11	16	H	A	1	6	35	2	f87r.15|f87r.16	4	f87r.11|f87r.12|f87r.13|f87r.14	25	4	4	1	25	23	aldy=1|cheor=1|chetchy=1|chody=1|ckheey=1|cthey=1|daiim=1|daiin=2|dal=1|keor=1|okeeo=1|okeol=1|otcheol=1|psheodshy=1|qoeeeety=1|s=1|saldal=1|shee=1|shody=1|shol=2|teodar=1|tockhy=1|ysheeer=1	23	21	aldy=1|chetchy=1|chody=1|ckheey=1|cthey=1|daiim=1|daiin=2|dal=1|keor=1|okeeo=1|otcheol=1|psheodshy=1|qoeeeety=1|s=1|saldal=1|shee=1|shody=1|shol=2|teodar=1|tockhy=1|ysheeer=1	cheol	cheol	cheol	1	1	1	0
G807-P0332	332	f87v	f87v	1	f87v.1	f87v.9	1	9	H	A	1	9	49	0	NONE	9	f87v.1|f87v.2|f87v.3|f87v.4|f87v.5|f87v.6|f87v.7|f87v.8|f87v.9	49	9	5	1	49	46	cheey=1|cheockhy=1|cheos=1|cpheodar=1|cth=1|ctheey=1|cthey=3|cthodol=1|cthosy=1|cthy=1|daiin=1|dcheecthey=1|dcheody=1|dcheoky=1|dcheos=1|eoiin=1|keeo=1|oeeepchody=1|okey=1|oky=1|oldar=1|os=1|oteos=1|otol=1|qo=1|qocthsy=1|qokeod=1|qokeog=1|qoscheody=1|qotechoep=1|s=2|salckhy=1|scheom=1|schey=1|sheol=1|shey=1|shody=1|shoeey=1|solchiyd=1|techol=1|todor=1|y=1|ycheey=1|ykeeor=1|yteeor=1|yteodaiin=1	43	40	cheey=1|cheockhy=1|cpheodar=1|cth=1|ctheey=1|cthey=3|cthodol=1|cthosy=1|cthy=1|daiin=1|dcheecthey=1|dcheody=1|dcheoky=1|dcheos=1|eoiin=1|keeo=1|oeeepchody=1|okey=1|oky=1|oldar=1|oteos=1|qo=1|qocthsy=1|qoscheody=1|qotechoep=1|s=2|salckhy=1|scheom=1|schey=1|shey=1|shody=1|shoeey=1|solchiyd=1|techol=1|todor=1|y=1|ycheey=1|ykeeor=1|yteeor=1|yteodaiin=1	NONE	NONE	NONE	0	0	0	0
G807-P0333	333	f87v	f87v	2	f87v.10	f87v.16	10	16	H	A	1	7	43	2	f87v.11|f87v.12	5	f87v.10|f87v.13|f87v.14|f87v.15|f87v.16	28	5	4	1	28	28	aiim=1|ain=1|ainy=1|al=1|am=1|arolor=1|atolg=1|cfhs=1|cheo=1|chepcheol=1|cpheckhy=1|dair=1|daraiing=1|keol=1|ksheol=1|olcthr=1|old=1|opcheey=1|or=1|qoar=1|qos=1|r=1|saiin=1|san=1|saral=1|y=1|ykaiin=1|yksho=1	24	24	aiim=1|ain=1|ainy=1|am=1|arolor=1|atolg=1|cfhs=1|chepcheol=1|cpheckhy=1|dair=1|daraiing=1|keol=1|ksheol=1|olcthr=1|opcheey=1|qoar=1|qos=1|r=1|saiin=1|san=1|saral=1|y=1|ykaiin=1|yksho=1	cheol|ol	ol	ol	2	1	1	0
G807-P0334	334	f88r	f88r	1	f88r.7	f88r.11	7	11	P	A	1	5	47	1	f88r.10	4	f88r.7|f88r.8|f88r.9|f88r.11	38	4	5	1	34	32	aiin=1|chcthol=1|chear=1|cheeb=1|cheeor=1|cheody=1|ctheol=1|daiin=1|dal=1|dar=1|dorsheoy=1|dory=1|keol=1|oain=1|okeom=1|oky=1|or=2|qockhey=1|qokeody=1|qokor=1|qoor=1|ral=1|s=1|sam=2|sar=1|shekor=1|sheom=1|sheor=1|sholfchor=1|shy=1|ykeor=1|yokeody=1	30	29	aiin=1|chcthol=1|chear=1|cheeb=1|cheeor=1|cheody=1|daiin=1|dal=1|dar=1|dorsheoy=1|dory=1|keol=1|oain=1|okeom=1|oky=1|qockhey=1|qokeody=1|qoor=1|ral=1|s=1|sam=2|sar=1|shekor=1|sheom=1|sheor=1|sholfchor=1|shy=1|ykeor=1|yokeody=1	cheol|qokeol	cheol|qokeol	cheol|qokeol	2	2	2	0
G807-P0335	335	f88r	f88r	2	f88r.18	f88r.22	18	22	P	A	1	5	39	3	f88r.19|f88r.21|f88r.22	2	f88r.18|f88r.20	17	2	4	1	17	15	aiin=2|chor=1|chosals=1|chy=1|cphol=1|dsheol=1|koay=1|oldy=1|orchor=1|otchol=1|oteor=1|pcheoly=1|qokeey=1|s=2|salsaly=1	17	15	aiin=2|chor=1|chosals=1|chy=1|cphol=1|dsheol=1|koay=1|oldy=1|orchor=1|otchol=1|oteor=1|pcheoly=1|qokeey=1|s=2|salsaly=1	cheol|ol|qokeol	cheol|ol|qokeol	cheol|ol|qokeol	3	3	3	0
G807-P0336	336	f88r	f88r	3	f88r.26	f88r.31	26	31	P	A	1	6	48	4	f88r.27|f88r.28|f88r.29|f88r.30	2	f88r.26|f88r.31	13	2	3	1	12	12	chear=1|chol=1|cthol=1|dar=1|dol=1|okoldy=1|olkeey=1|poeear=1|poldy=1|qoekeor=1|s=1|sheoky=1	10	10	chear=1|cthol=1|dar=1|okoldy=1|olkeey=1|poeear=1|poldy=1|qoekeor=1|s=1|sheoky=1	cheol|qokol	cheol|qokol	cheol|qokol	2	2	2	0
G807-P0337	337	f88v	f88v	1	f88v.6	f88v.10	6	10	P	A	1	5	39	0	NONE	5	f88v.6|f88v.7|f88v.8|f88v.9|f88v.10	39	5	5	1	38	37	aiin=2|archeey=1|chckhy=1|chekol=1|cheokal=1|cheokam=1|cheor=1|cheorol=1|cheoy=1|chkeor=1|cho=1|chody=1|choeey=1|daiin=1|dar=1|daraly=1|dshor=1|keeod=1|key=1|lchey=1|lkeo=1|okearcheol=1|olcheody=1|qoaiin=1|qoeey=1|qoekeol=1|qokeey=1|qokeo=1|qokeody=1|roshckhy=1|s=1|sairal=1|saldaiin=1|shor=1|sorshy=1|teodal=1|y=1	33	32	aiin=2|archeey=1|chckhy=1|cheokal=1|cheokam=1|cheorol=1|chkeor=1|cho=1|chody=1|choeey=1|daiin=1|dar=1|daraly=1|dshor=1|keeod=1|key=1|lchey=1|lkeo=1|okearcheol=1|olcheody=1|qoaiin=1|qoeey=1|qokeey=1|qokeody=1|roshckhy=1|s=1|sairal=1|saldaiin=1|shor=1|sorshy=1|teodal=1|y=1	NONE	NONE	NONE	0	0	0	0
G807-P0338	338	f88v	f88v	2	f88v.15	f88v.20	15	20	P	A	1	6	46	1	f88v.19	5	f88v.15|f88v.16|f88v.17|f88v.18|f88v.20	37	5	5	1	37	32	cheedy=1|cheeol=1|chees=1|cheockhy=1|cheody=3|chockhy=1|chody=1|chor=1|chotam=1|dal=1|kosholdy=1|okol=1|oldaiin=1|opykey=1|oraiin=1|oteody=1|oteol=1|otol=1|qockhol=1|qokeey=1|qokeody=3|qokody=1|qoky=1|qoteody=1|qotody=2|sheo=1|sheody=1|soteol=1|sqokeodaiin=1|yfolaiin=1|ykeeor=1|ysheod=1	34	29	cheedy=1|chees=1|cheockhy=1|cheody=3|chockhy=1|chody=1|chor=1|chotam=1|dal=1|kosholdy=1|oldaiin=1|opykey=1|oraiin=1|oteody=1|oteol=1|qockhol=1|qokeey=1|qokeody=3|qokody=1|qoky=1|qoteody=1|qotody=2|sheo=1|sheody=1|soteol=1|sqokeodaiin=1|yfolaiin=1|ykeeor=1|ysheod=1	ol	ol	ol	1	1	1	0
G807-P0339	339	f88v	f88v	3	f88v.21	f88v.26	21	26	P	A	1	6	46	0	NONE	6	f88v.21|f88v.22|f88v.23|f88v.24|f88v.25|f88v.26	46	6	5	1	46	41	aiin=1|ain=1|chaly=1|checkhy=1|chees=1|cheockhy=1|cheor=2|cheos=1|chokar=1|choky=1|cpheody=1|daiin=3|daimd=1|dain=2|dair=1|dairodain=1|dam=1|doy=1|keeodaiin=1|korain=1|lchdy=1|oteeody=1|qokeo=1|qokeody=1|qoky=1|qoteo=1|r=1|saiin=1|saldy=1|shedy=1|sheedy=1|sheol=1|sheor=2|shoy=1|shy=1|toairy=1|tol=1|tos=1|ykchey=1|ykeey=1|ykeodain=1	40	36	aiin=1|ain=1|chaly=1|checkhy=1|chees=1|cheockhy=1|chokar=1|choky=1|cpheody=1|daiin=3|daimd=1|dain=2|dair=1|dairodain=1|dam=1|doy=1|keeodaiin=1|korain=1|lchdy=1|oteeody=1|qokeody=1|qoky=1|qoteo=1|r=1|saiin=1|saldy=1|shedy=1|sheedy=1|sheor=2|shoy=1|shy=1|toairy=1|tos=1|ykchey=1|ykeey=1|ykeodain=1	NONE	NONE	NONE	0	0	0	0
G807-P0340	340	f89r1	f89r	1	f89r1.6	f89r1.10	6	10	P	A	1	5	47	1	f89r1.8	4	f89r1.6|f89r1.7|f89r1.9|f89r1.10	38	4	5	1	38	33	cheamy=1|chedy=1|cheody=1|cheoky=1|chepy=1|chockhy=1|chodaiin=1|chol=1|chor=1|ckhol=1|daiin=3|dal=3|daldaiin=1|dar=1|dshody=1|oiiin=1|okor=1|oldain=1|qoar=1|qocthy=1|qokain=1|qokar=1|qokeey=1|qokeody=1|qokod=1|qopcholy=1|s=2|shar=1|sheeos=1|sheey=1|tdain=1|y=1|yshor=1	36	31	cheamy=1|chedy=1|cheody=1|cheoky=1|chepy=1|chockhy=1|chodaiin=1|chor=1|ckhol=1|daiin=3|dal=3|daldaiin=1|dar=1|dshody=1|oiiin=1|okor=1|oldain=1|qoar=1|qocthy=1|qokain=1|qokar=1|qokeey=1|qokeody=1|qopcholy=1|s=2|shar=1|sheeos=1|sheey=1|tdain=1|y=1|yshor=1	qokeol	qokeol	qokeol	1	1	1	0
G807-P0341	341	f89r1	f89r	2	f89r1.15	f89r1.18	15	18	P	A	1	4	35	0	NONE	4	f89r1.15|f89r1.16|f89r1.17|f89r1.18	35	4	5	1	34	30	aiin=1|al=2|cheocphey=1|cheody=1|cheos=1|cheyl=1|chol=1|chy=1|daiin=3|dainaldy=1|dal=2|dalchom=1|daldal=1|dals=1|dam=1|darolg=1|dy=1|edy=1|l=1|qeaiin=1|qocphey=1|qoeair=1|qokeeol=1|qokey=1|qotey=1|saiin=1|seey=1|sheey=1|sheol=1|tcheol=1	25	22	aiin=1|cheocphey=1|cheody=1|chy=1|daiin=3|dainaldy=1|dal=2|dalchom=1|daldal=1|dals=1|dam=1|darolg=1|dy=1|edy=1|qeaiin=1|qocphey=1|qoeair=1|qokey=1|qotey=1|saiin=1|seey=1|sheey=1	NONE	NONE	NONE	0	0	0	0
G807-P0342	342	f89r1	f89r	3	f89r1.19	f89r1.23	19	23	P	A	1	5	44	1	f89r1.21	4	f89r1.19|f89r1.20|f89r1.22|f89r1.23	34	4	5	1	33	30	air=1|chead=1|cheocphy=1|cheodain=1|cheody=2|chey=1|chodaiin=1|chom=1|chtaii=1|daiin=1|daim=1|dain=1|dal=2|daly=1|ldain=1|oteos=1|pshol=1|qoay=2|qockhedy=1|qokair=1|qotol=1|r=1|s=1|sheo=1|sheody=1|sheol=1|sheyr=1|ycheeo=1|ydam=1|yty=1	31	28	air=1|chead=1|cheocphy=1|cheodain=1|cheody=2|chey=1|chodaiin=1|chom=1|chtaii=1|daiin=1|daim=1|dain=1|dal=2|daly=1|ldain=1|oteos=1|pshol=1|qoay=2|qockhedy=1|qokair=1|r=1|s=1|sheo=1|sheody=1|sheyr=1|ycheeo=1|ydam=1|yty=1	ol	ol	ol	1	1	1	0
G807-P0343	343	f89v1	f89v	1	f89v1.5	f89v1.12	5	12	P	A	1	8	70	5	f89v1.6|f89v1.7|f89v1.9|f89v1.10|f89v1.11	3	f89v1.5|f89v1.8|f89v1.12	19	3	4	1	19	18	cfhey=1|cheoky=1|chodair=1|choky=1|daiin=2|koldal=1|octhody=1|odaiin=1|ofcheol=1|oldaiin=1|opolsy=1|orarol=1|otarokar=1|qokar=1|qopol=1|qoy=1|sfal=1|shockhey=1	18	17	cfhey=1|cheoky=1|chodair=1|choky=1|daiin=2|koldal=1|octhody=1|odaiin=1|ofcheol=1|oldaiin=1|opolsy=1|orarol=1|otarokar=1|qokar=1|qoy=1|sfal=1|shockhey=1	cheol|ol|qokol	cheol|ol|qokol	cheol|ol|qokol	3	3	3	0
