group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution	previous_atomic_value_de	common_action_revision
113	A1	f67r2	f67r2.45	1	A1:G113	ycheody	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+CHEO+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+CHEO+DY || Y+CHEO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + Entnahme + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + Auszug + dies	YES
114	A1	f67r2	f67r2.45	2	A1:G114	es	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	E+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	kurz + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	kurz + Sternbezug	NO
115	A1	f67r2	f67r2.45	3	A1:G115	odaiiin	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	O+D_ADDR+A_ADDR+I_COUNT+IIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Teiladresse + Nebenadresse + Zaehlstrich + Sollstufe	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	Arbeitsgang + Teiladresse + Nebenadresse + Zaehlstrich + Sollstufe	NO
116	A1	f67r2	f67r2.46	1	A1:G116	yekees	A1_LEFT_LOCAL_FIELD_46	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+E+K+EE+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + kurz + zufuehren + laenger + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	dies + kurz + zufuehren + laenger + Sternbezug	NO
117	A1	f67r2	f67r2.46	2	A1:G117	oraly	A1_LEFT_LOCAL_FIELD_46	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OR+AL+Y	Ansatz + Stelle + dies	NONE	YES	NONE	Ansatz + Stelle + dies	Ansatz + Stelle + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Ansatz + Stelle + dies	NO
118	A1	f67r2	f67r2.47	1	A1:G118	yfain	A1_LEFT_LOCAL_FIELD_47	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	Y+F_ADDR+AIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + Aussenbezug + Portion	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	dies + Aussenbezug + Portion	NO
119	A1	f67r2	f67r2.48	1	A1:G119	todaiin	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	T+O+AIIN	fuellen + Arbeitsgang + Mass	NONE	YES	NONE	fuellen + Arbeitsgang + Mass	eintragen + Arbeitsgang + Mass	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	eintragen + Arbeitsgang + Mass	NO
120	A1	f67r2	f67r2.48	2	A1:G120	dain	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	53cd0637c6820ba5e91f	AIN	Portion	NONE	YES	NONE	Portion	Portion	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Portion	NO
121	A1	f67r2	f67r2.48	3	A1:G121	dy	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
122	A1	f67r2	f67r2.49	1	A1:G122	os	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	df1098831679a8ad1b39	OS	Gefäß	NONE	YES	NONE	Gefäß	Fach	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Fach	NO
123	A1	f67r2	f67r2.49	2	A1:G123	choer	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+E+R	Zutat + kurz + abkuehlen	NONE	YES	NONE	Zutat + kurz + abkuehlen	Gabe + kurz + senken	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + kurz + abkuehlen	YES
124	A1	f67r2	f67r2.49	3	A1:G124	aiin	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO
125	A1	f67r2	f67r2.50	1	A1:G125	choeea	A1_LEFT_LOCAL_FIELD_50	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	HO+EE+A_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + laenger + Nebenadresse	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Gabe + laenger + Nebenadresse	NO
126	A1	f67r2	f67r2.50	2	A1:G126	sal	A1_LEFT_LOCAL_FIELD_50	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle	NO
127	A1	f67r2	f67r2.51	1	A1:G127	dadaiin	A1_LEFT_LOCAL_FIELD_51	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+A_ADDR+AIIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Nebenadresse + Mass	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Teiladresse + Nebenadresse + Mass	NO
128	A1	f67r2	f67r2.52	1	A1:G128	qotoear	A1_LEFT_OUTER_STAR_STATION_01	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+O+E+AR	danach + Arbeitsgang + kurz + von dort	NONE	YES	NONE	danach + Arbeitsgang + kurz + von dort	danach + Arbeitsgang + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + Arbeitsgang + kurz + von dort	NO
129	A1	f67r2	f67r2.53	1	A1:G129	dchdar	A1_LEFT_OUTER_STAR_STATION_02	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+CHD+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + umsetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	KNOWN_CHD_MACRO_PRIORITY	NOT_REQUIRED	Teiladresse + umsetzen + von dort	NO
130	A1	f67r2	f67r2.54	1	A1:G130	y	A1_LEFT_OUTER_STAR_STATION_03	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
131	A1	f67r2	f67r2.54	2	A1:G131	saldal	A1_LEFT_OUTER_STAR_STATION_03	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AL+AL	Stelle + Stelle	NONE	YES	NONE	Stelle + Stelle	Stelle + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle + Stelle	NO
132	A1	f67r2	f67r2.55	1	A1:G132	ytodal	A1_LEFT_OUTER_STAR_STATION_04	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O+AL	dies + fuellen + Arbeitsgang + Stelle	NONE	YES	NONE	dies + fuellen + Arbeitsgang + Stelle	dies + eintragen + Arbeitsgang + Stelle	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Arbeitsgang + Stelle	NO
133	A1	f67r2	f67r2.56	1	A1:G133	tol	A1_LEFT_OUTER_STAR_STATION_05	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	fortsetzen	NO
134	A1	f67r2	f67r2.56	2	A1:G134	daiin	A1_LEFT_OUTER_STAR_STATION_05	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO
135	A1	f67r2	f67r2.57	1	A1:G135	otar	A1_LEFT_OUTER_STAR_STATION_06	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b6b654722e55729cc947	OT+AR	danach von dort	NONE	YES	NONE	danach von dort	danach von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach von dort	NO
136	A1	f67r2	f67r2.57	2	A1:G136	dy	A1_LEFT_OUTER_STAR_STATION_06	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
137	A1	f67r2	f67r2.58	1	A1:G137	cho	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2cc054357a929df85f64	HO	Zutat	NONE	YES	NONE	Zutat	Gabe	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe	NO
138	A1	f67r2	f67r2.58	2	A1:G138	dal	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle	NO
139	A1	f67r2	f67r2.58	3	A1:G139	g	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	G_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Strahlmarke	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Strahlmarke	NO
140	A1	f67r2	f67r2.59	1	A1:G140	ytchodly	A1_LEFT_OUTER_STAR_STATION_08	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+HO+L+Y	dies + fuellen + Zutat + fuehren + dies	NONE	YES	NONE	dies + fuellen + Zutat + fuehren + dies	dies + eintragen + Gabe + fuehren + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Gabe + fuehren + dies	NO
141	A1	f67r2	f67r2.60	1	A1:G141	octhys	A1_LEFT_OUTER_STAR_STATION_09	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	O+CTH+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + bereit + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + bereit + dies + Sternbezug	NO
142	A1	f67r2	f67r2.61	1	A1:G142	ytokar	A1_LEFT_OUTER_STAR_STATION_10	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+OK+AR	dies + fuellen + ansetzen + von dort	NONE	YES	NONE	dies + fuellen + ansetzen + von dort	dies + eintragen + ansetzen + von dort	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + ansetzen + von dort	NO
143	A1	f67r2	f67r2.62	1	A1:G143	otolor	A1_LEFT_OUTER_STAR_STATION_11	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+OL+OR	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+OL+OR || OT+OL+OR	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + fortsetzen + Ansatz	NO	KNOWN_OT_SEQUENCE_MARKER_BEATS_O_SPLIT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + fortsetzen + Ansatz	NO
144	A1	f67r2	f67r2.63	1	A1:G144	okodar	A1_LEFT_OUTER_STAR_STATION_12	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AR	ansetzen + Arbeitsgang + von dort	NONE	YES	NONE	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + von dort	NO
145	A1	f67r2	f67r2.64	1	A1:G145	s	A1_RIGHT_PHASE_STATION_01	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Sternbezug	NO
146	A1	f67r2	f67r2.64	2	A1:G146	air	A1_RIGHT_PHASE_STATION_01	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Lauf	NO
147	A1	f67r2	f67r2.65	1	A1:G147	soear	A1_RIGHT_PHASE_STATION_02	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+O+E+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Arbeitsgang + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternbezug + Arbeitsgang + kurz + von dort	NO
148	A1	f67r2	f67r2.66	1	A1:G148	cpheey	A1_RIGHT_PHASE_STATION_03	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CPH_CLASS+EE+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternfigur + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternfigur + laenger + dies	NO
149	A1	f67r2	f67r2.67	1	A1:G149	okodar	A1_RIGHT_PHASE_STATION_04	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AR	ansetzen + Arbeitsgang + von dort	NONE	YES	NONE	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + von dort	NO
150	A1	f67r2	f67r2.68	1	A1:G150	oepchod	A1_RIGHT_PHASE_STATION_05	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	O+E+P+HO+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + kurz + hinein + Gabe + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + kurz + hinein + Gabe + Teiladresse	NO
151	A1	f67r2	f67r2.69	1	A1:G151	s	A1_RIGHT_PHASE_STATION_06	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Sternbezug	NO
152	A1	f67r2	f67r2.69	2	A1:G152	ay	A1_RIGHT_PHASE_STATION_06	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	A_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Nebenadresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Nebenadresse + dies	NO
153	A1	f67r2	f67r2.70	1	A1:G153	osar	A1_RIGHT_PHASE_STATION_07	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AR	Arbeitsgang + von dort	NONE	YES	NONE	Arbeitsgang + von dort	Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + von dort	NO
154	A1	f67r2	f67r2.71	1	A1:G154	oran	A1_RIGHT_PHASE_STATION_08	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	OR+AN_SECTION	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Ansatz + Abschnitt	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	Ansatz + Abschnitt	NO
155	A1	f67r2	f67r2.72	1	A1:G155	dar	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO
156	A1	f67r2	f67r2.72	2	A1:G156	aldaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AL+AIIN	Stelle + Mass	NONE	YES	NONE	Stelle + Mass	Stelle + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle + Mass	NO
157	A1	f67r2	f67r2.72	3	A1:G157	ydaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+AIIN	dies + Mass	NONE	YES	NONE	dies + Mass	dies + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + Mass	NO
158	A1	f67r2	f67r2.72	4	A1:G158	qkoy	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	K+O+Y	zufuehren + Arbeitsgang + dies	NONE	YES	NONE	zufuehren + Arbeitsgang + dies	zufuehren + Arbeitsgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	zufuehren + Arbeitsgang + dies	NO
159	A1	f67r2	f67r2.72	5	A1:G159	ydaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+AIIN	dies + Mass	NONE	YES	NONE	dies + Mass	dies + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + Mass	NO
160	A1	f67r2	f67r2.72	6	A1:G160	qofair	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+F_ADDR+AIR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Aussenbezug + Lauf	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Aussenbezug + Lauf	NO
161	A1	f67r2	f67r2.72	7	A1:G161	ypair	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+P+AIR	dies + hinein + Wasser	NONE	YES	NONE	dies + hinein + Wasser	dies + hinein + Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + hinein + Lauf	NO
162	A1	f67r2	f67r2.72	8	A1:G162	ykoaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+O+AIIN	dies + zufuehren + Arbeitsgang + Mass	NONE	YES	NONE	dies + zufuehren + Arbeitsgang + Mass	dies + zufuehren + Arbeitsgang + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + Arbeitsgang + Mass	NO
163	A1	f67r2	f67r2.72	9	A1:G163	ydoly	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	Y+D_ADDR+OL+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + Teiladresse + fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	dies + Teiladresse + fortsetzen + dies	NO
164	A1	f67r2	f67r2.72	10	A1:G164	ytalchos	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+AL+HO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + Stelle + Gabe + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	dies + Stelle + Gabe + Sternbezug	NO
165	A1	f67r2	f67r2.72	11	A1:G165	oly	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+Y	fortsetzen + dies	NONE	YES	NONE	fortsetzen + dies	fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	fortsetzen + dies	NO
166	A1	f67r2	f67r2.72	12	A1:G166	okey	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	08bd5ca0c2ad137a056d	OK+E+Y	kurz ansetzen	NONE	YES	NONE	kurz ansetzen	kurz ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	kurz ansetzen	NO
167	A1	f67r2	f67r2.73	1	A1:G167	sshey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+SH+E+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + halten + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternbezug + halten + kurz + dies	NO
168	A1	f67r2	f67r2.73	2	A1:G168	sy	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
169	A1	f67r2	f67r2.73	3	A1:G169	shees	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	SH+EE+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	halten + laenger + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	halten + laenger + Sternbezug	NO
170	A1	f67r2	f67r2.73	4	A1:G170	qeykeey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	E+Y+K+EE+Y	kurz + dies + zufuehren + laenger + dies	NONE	YES	NONE	kurz + dies + zufuehren + laenger + dies	kurz + dies + zufuehren + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	kurz + dies + zufuehren + laenger + dies	NO
