occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G662-T0456	f54v	f54v.7	3	qoctheol	MEDIAL	0	0	0	daiin sheody qoctheol s aiin qotchy	daiin sheody qoctheol s aiin qotchy	daiin sheody qool s aiin qotchy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0457	f54v	f54v.9	1	ydaiin	BOS	1	1	1	ydaiin qockhey qodal ytam okal dy	ydaiin qockhey qodal ytam okal dy	ydaiin qockhey qodal ytam okal dy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0458	f55r	f55r.13	6	shar	MEDIAL	1	1	0	lchdal ockhy daiin otol otar shar ain	lchdal ockhy daiin otol otar shar ain	lchdal ockhy aiin otol otar shar ain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0459	f55v	f55v.11	4	oldy	MEDIAL	0	0	0	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ykaiin cheoar cheeky ol y aiin okal oltchy or y orain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0460	f55v	f55v.3	1	qokeeey	BOS	1	1	0	qokeeey os ain qool al chedy sar aiin ol kar am	qokeeey os aiin qool al chedy ear aiin ol kar am	qokeeey os ain qool al che y sar aiin ol kar am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0461	f55v	f55v.8	5	qol	MEDIAL	1	1	0	tar chedy qokaiin okar qol otar cho ar talody okar y	tor chdy qokaiin okar qol otarcho cthar talody okary	t r che y qokaiin okar qol otarcho ar talody okary	reader agreement conditions confidence only; it does not identify plaintext
G662-T0462	f56r	f56r.15	2	tchol	MEDIAL	0	0	0	tcho tchol chol cthy	tchotchol chol cthy	tchotchol chol cthy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0463	f56r	f56r.16	3	ctho	MEDIAL	0	0	0	qotchy chody ctho r chey kcharg	qotchy chody cthor chey kchar m	qotchy chody cthor chey kch rg	reader agreement conditions confidence only; it does not identify plaintext
G662-T0464	f56r	f56r.2	6	choty	MEDIAL	1	1	0	chokchey chol choly korchy chykey choty shokaiin	chokchey chol choly kor chy chykey choty sho kaiin	chokchey ch l choly kor chy chykey choty shokaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0465	f56r	f56r.9	5	tchol	EOS	0	0	0	tchoky kchol shol chotchey tchol	tchoky kchol shol chotcheytchol	tchoky kchol shol chotcheytchol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0466	f56v	f56v.11	2	keeol	MEDIAL	1	1	1	chotchey keeol chey kchol tchain	chotchey keeol chey kchol tchain	chotchey keeol chey kchol tchain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0467	f56v	f56v.12	4	kcheeytain	EOS	0	1	0	qokchey ctheey lkeey kcheeytain	qokchey ctheey lkeey kcheey tain	qokchey ctheey lkeey kcheeytain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0468	f58r	f58r.10	4	shar	MEDIAL	1	1	0	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	tal ar am shar chepchey otar aldy otal cheam qokaiin ote ry	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0469	f58r	f58r.12	6	choldy	MEDIAL	0	0	0	shoar ar choldal otalchal dal choldy okalys airaldy shar	shoar ar choldal otalchal dal choldy okalys airaldy shar	shoar ar choldal otalchal dal chol y okalys airaldy shar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0470	f58r	f58r.12	9	shar	EOS	1	1	0	shoar ar choldal otalchal dal choldy okalys airaldy shar	shoar ar choldal otalchal dal choldy okalys airaldy shar	shoar ar choldal otalchal dal chol y okalys airaldy shar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0471	f58r	f58r.13	10	oly	EOS	1	1	1	ytar sheear cheoldy ykeol cheal cheody chal chaiin ol oly	ytar sheear cheoldy ykeol cheal cheody chal chaiin ol oly	ytar sheear cheoldy ykeol cheal cheody chal chaiin ol oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0472	f58r	f58r.14	8	oly	MEDIAL	1	1	0	sharam okair chekaiin ytchaly dalchal ykal okalal oly chal	sharam okair chckaiin ytchaly dal chal ykal okalal oly chal	sharam okair chekaiin tchaly dal chal ykal okalal oly chal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0473	f58r	f58r.3	4	choty	MEDIAL	1	1	1	ykechod dalaldam ytam choty otchy otaly shoty s	ykechod dalaldam ytam choty otchy otaly shoty s	ykechod dalaldam ytam choty otchy otaly shoty s	reader agreement conditions confidence only; it does not identify plaintext
G662-T0474	f58v	f58v.11	1	tchol	BOS	0	0	0	tchol shol tor qokair or y ykaiin dory okaiir chodaiin otals	tcholshol tor qokairor y ykaiin dory okaiir chodaiin otals	tchol shol tor qokair or ykaiin dory okaiir chodaiin otals	reader agreement conditions confidence only; it does not identify plaintext
G662-T0475	f58v	f58v.14	1	shar	BOS	0	0	0	shar air alor chol oeear sho qotal chol tal ar tar aropam	shar air alos chol oeear sho qotal chol talar tar ar opam	sh r air alos chol oeear sho qotal chol talar tar aropam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0476	f58v	f58v.15	4	aral	MEDIAL	1	1	0	qot oiin okal aral s air qoal talchos okal cho ytam dam	qotoiin otal aral s air qoal talchos okal cho ytam dam	qot oiin okal aral s air qoal talchos okal cho ytam am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0477	f58v	f58v.18	10	aral	EOS	1	1	1	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	reader agreement conditions confidence only; it does not identify plaintext
G662-T0478	f58v	f58v.38	5	qokol	MEDIAL	0	0	0	ykeeody qokar qoky keey qokol okal okor cheky sydy	ykeeody qokar qoky keey qokol okol okor cheky sydy	ykeeody qokar qoky keey qok l okal okor cheky sy y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0479	f5v	f5v.3	7	qo	MEDIAL	1	1	0	qotcho ytor daiin daiin otchor daiin qo darchor do	qotcho ytor daiin daiin otchor daiir qo darchor do	qotcho ytor daiin daiin otchor daiir qo darchor do	reader agreement conditions confidence only; it does not identify plaintext
G662-T0480	f66r	f66r.11	1	doly	ONLY	0	0	0	doly	daoly	doly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0481	f66r	f66r.58	6	choty	MEDIAL	1	1	0	dsholdaiir dalky shky qoky shekair choty dar okeey shdy ykol	shol daiir dal ky shka qoky shekair choty dar okchy shdy ykol	dsholdaiir dalky shky qoky shekair choty dar okchy shdy ykol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0482	f66r	f66r.59	1	qo	BOS	0	0	0	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard	qocheky shetey dalal shedy chcta r sheod shokaiir chckhhy dasd	qo cheky shcthy dalalshedy chetar sheod shokaiir chy dard	reader agreement conditions confidence only; it does not identify plaintext
G662-T0483	f66r	f66r.66	2	shckheody	MEDIAL	0	0	0	shor shckheody dal shedy qokor al shes	shor shekeeody dal shedy qokar al shes	shor shckheody dalshedy qokor al shes	reader agreement conditions confidence only; it does not identify plaintext
G662-T0484	f66r	f66r.69	9	oly	EOS	1	1	1	tosheo qokaldy oky ol kcheeky qoky dary okees oly	tosheo qokaldy oky ol kcheeky qoky dary okees oly	tosheo qokaldy oky ol kcheeky qoky dary okees oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0485	f66r	f66r.74	1	ydaiin	BOS	1	1	0	ydaiin shedy otchedy oteochey tolchedy lsheody qoky daiin otam	ydaiin shody otchedy oteochey tolchedy lsheody qoky daiin otam	ydaiin she y otchedy oteochey tolchedy lsheody qokydaiin otag	reader agreement conditions confidence only; it does not identify plaintext
G662-T0486	f66r	f66r.80	8	qokol	MEDIAL	1	1	1	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0487	f66v	f66v.8	4	qokol	MEDIAL	1	1	0	dchekeedy cheody qokchdy qokol keedy cheky chety kody	dchekcsdy cheody qokchdy qokol keedy cheky chety kody	dchekeedy cheody qokeedy qokol keedy cheky chety kody	reader agreement conditions confidence only; it does not identify plaintext
G662-T0488	f6r	f6r.10	1	tchor	BOS	1	1	0	tchor ctheod chy shor od she od	tchor ctheod chy shor odshe od	tchor ctheod chy shos odshe od	reader agreement conditions confidence only; it does not identify plaintext
G662-T0489	f6r	f6r.6	7	ydaiin	EOS	1	1	0	or al daiin ckham okom cthaiin ydaiin	or al daiin ckham okom cthaiin ydaiin	or al aiin ckham okom cthaiin ydaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0490	f6r	f6r.7	2	qodaiin	MEDIAL	1	1	1	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	reader agreement conditions confidence only; it does not identify plaintext
G662-T0491	f6v	f6v.11	4	ctho	MEDIAL	0	0	0	lor char otam ctho m dy	lor char otam cthom dy	lar char otag cthomdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0492	f6v	f6v.18	1	ytchocthol	BOS	0	1	0	ytchocthol ches or	ytcho cthol ches cthor	ytchocthol ches cthor	reader agreement conditions confidence only; it does not identify plaintext
G662-T0493	f6v	f6v.4	8	dchy	MEDIAL	1	1	0	y shckhy ytchoy s os y jajy dchy dey okody ytody	y shckhy ytchoy sos y dady dchy dey okody ytody	yshckhy ytchoy s os y jajy dchy dey okody ytody	reader agreement conditions confidence only; it does not identify plaintext
G662-T0494	f75r	f75r.11	3	oly	MEDIAL	1	1	0	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	qokeedy qokain oly qokeedy dy qokal okar shedy dor chekam	qokeedy qokain oly qokeedy dy qokal okar shedy dar chekam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0495	f75r	f75r.12	3	oly	MEDIAL	1	1	0	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	ssheckhy qokal oly shey r ol cheey shey dy ol shedy qoky	ssheckhy qokal oly shey r ol cheey shey y ol shedy qoky	reader agreement conditions confidence only; it does not identify plaintext
G662-T0496	f75r	f75r.15	3	qolkeeoly	MEDIAL	0	1	0	sain qokain qolkeeoly saiin chedy sol or shedy okchdy qoky	sain qokain qol keeoly saiin chedy sol or shedy okchdy qoky	sain qokain qolkeeoly saiin chedy sol or shedy okchdy qoky	reader agreement conditions confidence only; it does not identify plaintext
G662-T0497	f75r	f75r.18	3	qol	MEDIAL	1	1	0	sol sheedy qol shedy qol otain char sar oly	sol sheedy qol shedy qol otain char sar oly	sol sheedy qol shedy qol otain char s r oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0498	f75r	f75r.18	5	qol	MEDIAL	1	1	0	sol sheedy qol shedy qol otain char sar oly	sol sheedy qol shedy qol otain char sar oly	sol sheedy qol shedy qol otain char s r oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0499	f75r	f75r.18	9	oly	EOS	1	1	0	sol sheedy qol shedy qol otain char sar oly	sol sheedy qol shedy qol otain char sar oly	sol sheedy qol shedy qol otain char s r oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0500	f75r	f75r.19	2	qol	MEDIAL	0	0	0	qokshedy qol shey qoky shey ey qokain ar	qokshedy qol shey qoky shey ithey qokain ar	qoke y qoley qoky shey ey qokain ar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0501	f75r	f75r.19	6	ey	MEDIAL	0	0	0	qokshedy qol shey qoky shey ey qokain ar	qokshedy qol shey qoky shey ithey qokain ar	qoke y qoley qoky shey ey qokain ar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0502	f75r	f75r.23	6	qol	MEDIAL	1	1	0	pchey kshey qokeey qokal sshey qol chedyqokam	pchey kshey qokeey qokal sshey qol chedy qokam	pcheykshey qokeey qokal sshey qol chedy qokam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0503	f75r	f75r.28	7	qol	MEDIAL	1	1	0	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy	tchedy pchedy qokeey sol ol dair shecthy qol l sheedy qokeedy lol chedy	tchedy pchedy qokeey sol oldair shecthy qol l shee y qokeedy lolchedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0504	f75r	f75r.30	1	qo	BOS	0	0	0	qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy okar olom	qodaiin cheeky qokey qokain cheky qokal dain chedy okalol shedy okar olom	qo dain cheeky qokey qokain cheky qokal ain chedy okalol edy okar olom	reader agreement conditions confidence only; it does not identify plaintext
G662-T0505	f75r	f75r.33	4	qo	MEDIAL	0	0	0	qokeey l shedy qo l chedy qokain chcthedy ltedy darom	qokeey lshedy qol chedy qokain chcthedy ltedy darom	qokeey lshedy qol ched qokain chcthedy ltedy darom	reader agreement conditions confidence only; it does not identify plaintext
G662-T0506	f75r	f75r.34	2	olkedy	MEDIAL	1	1	0	s olkedy okal dar oty okar otar ol kain oltedy	solkedy okal dar oty otar otar ol kain olkedy	s olke y okal dar oty okar otar ol kain olkedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0507	f75r	f75r.35	8	oldy	EOS	0	1	0	qokain sheety qokain dar dar shedy qokain oldy	qokain sheety qokain dar dar shedy qokar ol dy	qokain sheety qokain dar dar edy qokain oldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0508	f75r	f75r.43	3	oldy	MEDIAL	1	1	1	yshedy chekar oldy qokain chkar otar oldy	yshedy chekar oldy qokain chkar otar oldy	yshedy chekar oldy qokain chkar otar oldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0509	f75r	f75r.43	7	oldy	EOS	1	1	1	yshedy chekar oldy qokain chkar otar oldy	yshedy chekar oldy qokain chkar otar oldy	yshedy chekar oldy qokain chkar otar oldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0510	f75r	f75r.44	1	dchedy	BOS	1	1	0	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	dchedy sain okedy qokedy otedy okoldy otar otam olaiin chdar dy	dchedy sain oke y qoke y ote y okoldy otar otam olaiin ch dar dy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0511	f75r	f75r.5	8	olsheedy	MEDIAL	0	1	0	shey kar chey ckhey r ain ol olsheedy qokeey qoky	shey kar chey ckhey r ain ol ol sheedy qokeey qoky	sheykar chey ckhey r ain ol ol sheedy qokeey qoky	reader agreement conditions confidence only; it does not identify plaintext
G662-T0512	f75v	f75v.10	8	dchedy	MEDIAL	1	1	0	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky	qokeed chedyky oke y lchedy dar ojy dchedy dar olchedy ote y qok	reader agreement conditions confidence only; it does not identify plaintext
G662-T0513	f75v	f75v.12	3	qol	MEDIAL	1	1	0	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly	qokedy rshey qol chey ol chey keed sol key dykedy qokol dar oly	qokedy shey qol che ol chey keed sol key dykedy qok l dar oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0514	f75v	f75v.12	14	oly	EOS	1	1	0	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly	qokedy rshey qol chey ol chey keed sol key dykedy qokol dar oly	qokedy shey qol che ol chey keed sol key dykedy qok l dar oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0515	f75v	f75v.13	11	taral	EOS	1	1	0	ocheain cheedy qokal dain sheeky qoky sshedy tedy otedy tedy taral	ocheain cheedy qokal dain sheeky qoky sshedy tedy otedy tedy taral	ocheain cheed qokal dain sheety qoky s shedy te y ote y te y taral	reader agreement conditions confidence only; it does not identify plaintext
G662-T0516	f75v	f75v.14	1	qol	BOS	1	1	0	qol sheckhy qokedy qokedy qokaly sor chedy qoky olshty qokydy	qol sheckhy qokedy qokedy qokaly sor chedy qoky olshty qokydy	qol eckhy qoke y qokedy qokaly sor chedy qoky olshty qokydy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0517	f75v	f75v.15	12	qo	EOS	0	0	0	sal ol olain olkey olshed qokaly qokar chedy qokain ty lshdy qo	ral ol oloin olkey olshed qokaly qokar chedy qokain ty lshdyqo	sal ol olain olkey ol ed qokaly qokar chedy qokain ty lsh yqo	reader agreement conditions confidence only; it does not identify plaintext
G662-T0518	f75v	f75v.39	3	qol	MEDIAL	1	1	0	qoqokeey olkain qol sheedy qokeor sheedy qokal or chey qokar ol aiin	qoqokeey olkain qol sheedy qokeor sheedy qokal or chey qokar ol aiin	qoqokeey olkain qol sheedy qokeor eedy qokal or chey qokar ol aiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0519	f75v	f75v.40	4	qol	MEDIAL	1	1	0	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	dlshedy qokain dal qol qol ol sheedy cheey dal ol sheey qokain olol	dlshe y qokain dal qol qol ol shee y cheey l ol sheey qokain olol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0520	f75v	f75v.40	5	qol	MEDIAL	1	1	0	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	dlshedy qokain dal qol qol ol sheedy cheey dal ol sheey qokain olol	dlshe y qokain dal qol qol ol shee y cheey l ol sheey qokain olol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0521	f75v	f75v.41	11	qol	MEDIAL	1	1	0	sal shedy qokain shey qoin ol shey ol shey qoky qol cheey chl or sheolo	sal shedy qokain shey qoin ol shey ol shey qoky qol cheey chl or sheolo	s l she y qokain she qoin ol she ol she qoky qol chee chl r sheolo	reader agreement conditions confidence only; it does not identify plaintext
G662-T0522	f75v	f75v.41	13	chl	MEDIAL	1	1	0	sal shedy qokain shey qoin ol shey ol shey qoky qol cheey chl or sheolo	sal shedy qokain shey qoin ol shey ol shey qoky qol cheey chl or sheolo	s l she y qokain she qoin ol she ol she qoky qol chee chl r sheolo	reader agreement conditions confidence only; it does not identify plaintext
G662-T0523	f75v	f75v.43	8	olkedy	MEDIAL	1	1	0	pokain okeedy or chesy solshey qokeey qotedy olkedy chey tal dy qol	pokain okeedy or chesy sol shey qokeey qotedy olkedy chey tal dy qol	pokain okeedy r chesy soley qokee qotedy olkedy cheytal dy qol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0524	f75v	f75v.43	12	qol	EOS	1	1	0	pokain okeedy or chesy solshey qokeey qotedy olkedy chey tal dy qol	pokain okeedy or chesy sol shey qokeey qotedy olkedy chey tal dy qol	pokain okeedy r chesy soley qokee qotedy olkedy cheytal dy qol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0525	f75v	f75v.44	7	qol	MEDIAL	1	1	0	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	olshees l sheckhy qokain ol chedy qol chedy qolkeey qolche y chealy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0526	f75v	f75v.44	9	qol	MEDIAL	0	0	0	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	olshees l sheckhy qokain ol chedy qol chedy qolkeey qolche y chealy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0527	f75v	f75v.47	11	oldy	EOS	1	1	0	qokain olshey qokain dar ol shedy qokedy qokeedy qotar olshedy oldy	qokain olshey qokain dar ol shedy qokedy qokeedy qokar olshedy oldy	qokain olshey qokain dar ol shedy qokedy qokeedy qotar olshedy oldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0528	f75v	f75v.57	5	oly	EOS	1	1	0	okedy qek y tedar oly	okedy qeky tedar oly	oked qeky tedar oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0529	f75v	f75v.59	2	qokol	MEDIAL	1	1	1	qokeedy qokol olkol	qokeedy qokol olkol	qokeedy qokol olkol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0530	f75v	f75v.63	2	qol	MEDIAL	1	1	0	oteey qol chey qokey oldy olyly	oteey qol chey qokey oldy oly ly	oteey qol chey qokey oldy olyly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0531	f75v	f75v.63	5	oldy	MEDIAL	1	1	0	oteey qol chey qokey oldy olyly	oteey qol chey qokey oldy oly ly	oteey qol chey qokey oldy olyly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0532	f75v	f75v.64	2	qol	MEDIAL	1	1	0	sshey qol dy qokar shey ldy	sshey qol dy qokar shey ldy	s shey qol dy qokar shey l y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0533	f75v	f75v.67	4	shety	EOS	1	1	1	ykeedy qokain otain shety	ykeedy qokain otain shety	ykeedy qokain otain shety	reader agreement conditions confidence only; it does not identify plaintext
G662-T0534	f75v	f75v.69	2	olkedy	MEDIAL	0	0	0	okeshey olkedy olkedy qol chey	okeshey olkedy olkedy qol chey	okeshey olke y olke y qol chey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0535	f75v	f75v.69	3	olkedy	MEDIAL	0	0	0	okeshey olkedy olkedy qol chey	okeshey olkedy olkedy qol chey	okeshey olke y olke y qol chey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0536	f75v	f75v.69	4	qol	MEDIAL	1	1	0	okeshey olkedy olkedy qol chey	okeshey olkedy olkedy qol chey	okeshey olke y olke y qol chey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0537	f76r	f76r.1	9	opchdy	MEDIAL	1	1	0	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y	potchokar chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain sy	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qopshy opchdy sain asy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0538	f76r	f76r.2	9	qol	MEDIAL	1	1	0	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheols qokeey	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0539	f76r	f76r.20	2	qo	MEDIAL	1	1	0	dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy	dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy	shedy qo che y lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0540	f76r	f76r.21	4	qo	MEDIAL	1	1	0	qokchsdy okeey lchedy qo olain ot shedy qotaly dar sain shedy oleeed	qokchsdy okeey lchedy qo olain otshedy qotaly dar sain shedy oleeed	qokch dy okeey lchedy qo olain ot edy qotaly dar sain shedy oleeed	reader agreement conditions confidence only; it does not identify plaintext
G662-T0541	f76r	f76r.24	2	qol	MEDIAL	0	0	0	dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokey lor	dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokeey lor	dalshedy qoleedy qokaldy chepy dain alolor olain chedy shecthy qokey lar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0542	f76r	f76r.26	13	oly	MEDIAL	0	0	0	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey l oly dy	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey loly sy	shedal shey qoke qolche y qolain ain chey qotaiin okain cheedy lcheyloly dy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0543	f76r	f76r.30	5	qo	MEDIAL	1	1	0	darchey cheolchey shcthy chedy qo qokey dalaiin sheeky qokain olky sain chy	darchey cheolchey shcthy chedy qo qokey dalaiin sheeky qokain olky sain chy	darchey cheolchey shcth chedy qo qokey dalaiin sheeky qokain olky sain chy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0544	f76r	f76r.33	6	qo	MEDIAL	0	0	0	qokedy lkey kal shedy qopchey qo l pchedy okchy chckhy shey lol r ol sheey dar	qokedy lkey kal shedy qopchey qol pchedy okchy chckhy shey lol ral sheey dar	qokedy lkey kal she y qopchey qol pchedy okchy chckhy shey lol r al sheey dar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0545	f76r	f76r.34	12	oly	EOS	1	1	0	cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly	cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly	chear ey qo lkal shedy shedy shey shedy ollchy shlches shcthy sain oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0546	f76r	f76r.35	10	qol	MEDIAL	1	1	0	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy	saiin shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy	sain edy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0547	f76r	f76r.36	15	oly	EOS	0	0	0	qokal shedy sheol cheol alshy chol chdy talor ol alor chol okeor ar o oly	qokal shedy sheol cheal alshy chol chdy talor olalor chol okeyr ar oly	qokal edy eol cheal alshy cholchdy talor ol alor chol oke r ar o ol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0548	f76r	f76r.41	13	qokchdyl	EOS	1	1	0	sain ar okedy lcheey qokey shckhy otedy qokal shey qoky dain chedy qokchdyl	sain ar okedy lcheey qokey shckhy otedy qokal shey qoky dain chedy qokchdyl	sain ar oke y lcheey qokey shckhy otedy qokal shey qoky dain chedy qokchdyl	reader agreement conditions confidence only; it does not identify plaintext
G662-T0549	f76r	f76r.43	7	oly	MEDIAL	1	1	0	sor shey qokey qokar sheeoldy chol oly chaly lol chdy	sor shey qokey qokar sheeoldy chol oly chaly lol chdy	sor shey qokey qokar shee l y chol oly chaly lol ch y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0550	f76r	f76r.45	3	qo	MEDIAL	1	1	0	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	ysheedy qo or okain shey qokaiin okeedy qochy ar ain sheey chckhy	yshedy qo or okain ey qokaiin okeedy qoch as ain shee chckhy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0551	f76r	f76r.50	5	olkedy	MEDIAL	1	1	0	pchedy sal dol shdy olkedy qokaiin otal rory	fchedy ch sal dol shdy olkedy qokaiin otal rory	pche y m sal dol shdy olkedy qokaiin otal rory	reader agreement conditions confidence only; it does not identify plaintext
G662-T0552	f76r	f76r.51	7	opchdy	MEDIAL	1	1	0	qkor shedy shey keedy sal raiin opchdy dar chedy qopchedy rorol	qkor shedy shey keedy sal raiin opchdy dar chedy qopchedy rorol	qkor shed shey keedy sal raiin opchdy dar chedy qopched orol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0553	f76r	f76r.53	2	qol	MEDIAL	1	1	0	saiin qol shedy ol chedor chal shed qoteedy dshdy okal chedyl	saiin qol shedy ol chedor chal shed qoteedy dshedy okal chedyl	saiin qol edy ol chedor chal shed qoteedy dshedy okal chedyl	reader agreement conditions confidence only; it does not identify plaintext
G662-T0554	f76r	f76r.8	13	oldy	EOS	0	0	0	qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar aiin chekain oldy	qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar oiin chekain oldy	qoaiin ches okeedal qoke qokee shedy chey lkeed key dar aiin chekain ldy	reader agreement conditions confidence only; it does not identify plaintext
