clause_id	physical_page	register	start_event	end_event	events	phase_blocks	phase_sequence	end_reason	scribe_style_translation_de
P915-C186	f82r	BIOLOGICAL	P912-E1131	P912-E1138	8	6	PREPARE>TRANSFER>PREPARE>EXECUTE>CONDITION>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Weitergabe — auffangen. Vorbereitung — zweimal ansetzen. Arbeitsgang — bis zur Bereitschaft bearbeiten. Zustand — behandeln. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C187	f82r	BIOLOGICAL	P912-E1139	P912-E1145	7	3	PREPARE>CONDITION>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — halten. Vorbereitung — ansetzen und zugeben und umsetzen und dort ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C188	f82r	BIOLOGICAL	P912-E1146	P912-E1149	4	4	PREPARE>CONDITION>TRANSFER>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — bis bereit führen. Weitergabe — umsetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C189	f82r	BIOLOGICAL	P912-E1150	P912-E1152	3	3	PREPARE>SELECT>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Auswahl — auswählen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C190	f82r	BIOLOGICAL	P912-E1153	P912-E1160	8	5	CONDITION>PREPARE>CONDITION>TRANSFER>CONDITION	LICENSED_DY_CLOSE	Zustand — absetzen lassen und halten. Vorbereitung — ansetzen. Zustand — halten und anschließend zugeben. Weitergabe — umsetzen. Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C191	f82r	BIOLOGICAL	P912-E1161	P912-E1163	3	3	SELECT>PREPARE>CONDITION	LICENSED_DY_CLOSE	Auswahl — auswählen. Vorbereitung — ansetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C192	f82r	BIOLOGICAL	P912-E1164	P912-E1164	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C193	f82r	BIOLOGICAL	P912-E1165	P912-E1170	6	4	PREPARE>CONDITION>PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen. Zustand — halten. Vorbereitung — zugeben. Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C194	f82r	BIOLOGICAL	P912-E1171	P912-E1171	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C195	f82r	BIOLOGICAL	P912-E1172	P912-E1184	13	9	SELECT>CONDITION>PREPARE>TRANSFER>CONDITION>PREPARE>CONDITION>SELECT>PREPARE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Auswahl — entnehmen und bearbeiten. Zustand — markieren und halten. Vorbereitung — ansetzen. Weitergabe — umsetzen. Zustand — auswählen, halten und bearbeiten, spülen und bis bereit führen. Vorbereitung — ansetzen. Zustand — behandeln, markieren und entnehmen. Auswahl — entnehmen. Vorbereitung — ansetzen.
P915-C196	f82r	BIOLOGICAL	P912-E1186	P912-E1187	2	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zugeben und umsetzen und dort ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C197	f82r	BIOLOGICAL	P912-E1188	P912-E1194	7	5	EXECUTE>SELECT>TRANSFER>PREPARE>CONTEXT	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten und einsetzen. Auswahl — entnehmen und bearbeiten, einsetzen und umsetzen. Weitergabe — umsetzen. Vorbereitung — zugeben. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C198	f82r	BIOLOGICAL	P912-E1195	P912-E1203	9	5	EXECUTE>SELECT>PREPARE>EXECUTE>TRANSFER	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten, umsetzen und bearbeiten. Auswahl — entnehmen und bearbeiten. Vorbereitung — zweimal ansetzen und umsetzen. Arbeitsgang — einstellen. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C199	f82r	BIOLOGICAL	P912-E1204	P912-E1204	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C200	f82r	BIOLOGICAL	P912-E1205	P912-E1205	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C201	f82r	BIOLOGICAL	P912-E1206	P912-E1218	13	7	TRANSFER>CONDITION>SELECT>CONDITION>SELECT>PREPARE>TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Zustand — halten. Auswahl — auswählen. Zustand — markieren. Auswahl — entnehmen. Vorbereitung — in drei Stufen ansetzen und ansetzen. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C202	f82r	BIOLOGICAL	P912-E1219	P912-E1219	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zugeben. Damit ist dieser Arbeitszug beendet.
P915-C203	f82r	BIOLOGICAL	P912-E1220	P912-E1220	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C204	f82r	BIOLOGICAL	P912-E1221	P912-E1221	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C205	f82r	BIOLOGICAL	P912-E1222	P912-E1222	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C206	f82r	BIOLOGICAL	P912-E1223	P912-E1229	7	3	PREPARE>TRANSFER>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zugeben und ansetzen. Weitergabe — umsetzen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C207	f82r	BIOLOGICAL	P912-E1230	P912-E1230	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C208	f82r	BIOLOGICAL	P912-E1231	P912-E1231	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C209	f82r	BIOLOGICAL	P912-E1232	P912-E1241	10	3	CONDITION>SELECT>CONDITION	LICENSED_DY_CLOSE	Zustand — halten und markieren. Auswahl — auswählen. Zustand — markieren und halten. Damit ist dieser Arbeitszug beendet.
P915-C210	f82r	BIOLOGICAL	P912-E1242	P912-E1245	4	2	TRANSFER>PREPARE	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Vorbereitung — zweimal ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C211	f82r	BIOLOGICAL	P912-E1246	P912-E1247	2	2	EXECUTE>PREPARE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C212	f82r	BIOLOGICAL	P912-E1248	P912-E1251	4	3	CONDITION>PREPARE>CONDITION	LICENSED_DY_CLOSE	Zustand — markieren und entnehmen. Vorbereitung — einsetzen und umsetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C213	f82r	BIOLOGICAL	P912-E1252	P912-E1252	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C214	f82r	BIOLOGICAL	P912-E1253	P912-E1264	12	4	TRANSFER>PREPARE>SELECT>PREPARE	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Vorbereitung — ansetzen und zugeben. Auswahl — auswählen. Vorbereitung — in drei Stufen ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C215	f82r	BIOLOGICAL	P912-E1265	P912-E1267	3	2	SELECT>PREPARE	LICENSED_DY_CLOSE	Auswahl — entnehmen. Vorbereitung — einsetzen, bearbeiten und den nächsten Posten auswählen, spülen und ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C216	f82r	BIOLOGICAL	P912-E1268	P912-E1269	2	2	TRANSFER>CONDITION	LICENSED_DY_CLOSE	Weitergabe — umleiten. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C217	f82r	BIOLOGICAL	P912-E1270	P912-E1273	4	3	CONDITION>PREPARE>CONDITION	LICENSED_DY_CLOSE	Zustand — halten. Vorbereitung — zweimal zugeben. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C218	f82r	BIOLOGICAL	P912-E1274	P912-E1277	4	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zweimal zugeben. Damit ist dieser Arbeitszug beendet.
P915-C219	f82r	BIOLOGICAL	P912-E1278	P912-E1300	23	9	SELECT>TRANSFER>PREPARE>CONDITION>PREPARE>CONDITION>PREPARE>CONDITION>PREPARE	LICENSED_DY_CLOSE	Auswahl — auswählen und spülen. Weitergabe — umsetzen. Vorbereitung — zweimal ansetzen. Zustand — markieren und halten. Vorbereitung — ansetzen. Zustand — halten. Vorbereitung — zugeben und ansetzen. Zustand — markieren, auswählen, halten und bis bereit führen. Vorbereitung — zweimal ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C220	f82r	BIOLOGICAL	P912-E1301	P912-E1301	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C221	f82r	BIOLOGICAL	P912-E1302	P912-E1303	2	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C222	f82r	BIOLOGICAL	P912-E1304	P912-E1312	9	7	SELECT>PREPARE>SELECT>CONDITION>PREPARE>CONDITION>CONTEXT	LICENSED_DY_CLOSE	Auswahl — entnehmen. Vorbereitung — ansetzen und bearbeiten. Auswahl — auswählen. Zustand — markieren. Vorbereitung — ansetzen und zugeben und ansetzen. Zustand — markieren. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C223	f82r	BIOLOGICAL	P912-E1313	P912-E1314	2	1	EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten und den nächsten Posten auswählen. Damit ist dieser Arbeitszug beendet.
P915-C224	f82r	BIOLOGICAL	P912-E1315	P912-E1316	2	1	CONDITION	LICENSED_DY_CLOSE	Zustand — zweimal halten. Damit ist dieser Arbeitszug beendet.
P915-C225	f82r	BIOLOGICAL	P912-E1317	P912-E1319	3	3	CONDITION>EXECUTE>TRANSFER	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Arbeitsgang — bearbeiten. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C226	f82r	BIOLOGICAL	P912-E1320	P912-E1324	5	2	CONDITION>PREPARE	LICENSED_DY_CLOSE	Zustand — halten, markieren und halten. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C227	f82r	BIOLOGICAL	P912-E1325	P912-E1332	8	3	TRANSFER>SELECT>PREPARE	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Auswahl — entnehmen und auswählen. Vorbereitung — zweimal ansetzen, einsetzen und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C228	f82r	BIOLOGICAL	P912-E1333	P912-E1334	2	2	CONDITION>CONTEXT	LICENSED_DY_CLOSE	Zustand — markieren und halten. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C229	f82r	BIOLOGICAL	P912-E1335	P912-E1335	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C230	f82r	BIOLOGICAL	P912-E1336	P912-E1336	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — markieren und absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C231	f82r	BIOLOGICAL	P912-E1337	P912-E1337	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C232	f82r	BIOLOGICAL	P912-E1338	P912-E1338	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C233	f82r	BIOLOGICAL	P912-E1339	P912-E1339	1	1	EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C234	f82r	BIOLOGICAL	P912-E1340	P912-E1341	2	2	PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und bearbeiten. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C235	f82r	BIOLOGICAL	P912-E1342	P912-E1342	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C236	f82r	BIOLOGICAL	P912-E1343	P912-E1351	9	4	SELECT>PREPARE>CONDITION>TRANSFER	LICENSED_DY_CLOSE	Auswahl — entnehmen und bis bereit führen. Vorbereitung — ansetzen. Zustand — halten. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C237	f82r	BIOLOGICAL	P912-E1352	P912-E1352	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C238	f82r	BIOLOGICAL	P912-E1353	P912-E1353	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C239	f82r	BIOLOGICAL	P912-E1354	P912-E1356	3	3	CONDITION>PREPARE>CONTEXT	LICENSED_DY_CLOSE	Zustand — markieren und umsetzen. Vorbereitung — ansetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C240	f82r	BIOLOGICAL	P912-E1357	P912-E1363	7	1	CONDITION	LICENSED_DY_CLOSE	Zustand — markieren und absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C241	f82r	BIOLOGICAL	P912-E1364	P912-E1365	2	2	PREPARE>TRANSFER	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Weitergabe — spülen. Damit ist dieser Arbeitszug beendet.
P915-C242	f82r	BIOLOGICAL	P912-E1366	P912-E1366	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C243	f82r	BIOLOGICAL	P912-E1367	P912-E1371	5	2	CONDITION>TRANSFER	LICENSED_DY_CLOSE	Zustand — zweimal markieren und halten. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C244	f82r	BIOLOGICAL	P912-E1372	P912-E1391	20	11	SELECT>PREPARE>SELECT>TRANSFER>EXECUTE>CONDITION>SELECT>CONDITION>SELECT>CONDITION>CONTEXT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Auswahl — entnehmen. Vorbereitung — ansetzen. Auswahl — entnehmen. Weitergabe — umsetzen. Arbeitsgang — einstellen. Zustand — absetzen lassen. Auswahl — entnehmen. Zustand — halten und zweimal markieren. Auswahl — auswählen. Zustand — markieren. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten.
P915-C245	f83r	BIOLOGICAL	P912-E1404	P912-E1406	3	3	EXECUTE>PREPARE>EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen und umsetzen. Vorbereitung — einsetzen und umsetzen. Arbeitsgang — bearbeiten und einsetzen. Damit ist dieser Arbeitszug beendet.
P915-C246	f83r	BIOLOGICAL	P912-E1407	P912-E1409	3	3	SELECT>PREPARE>CONDITION	LICENSED_DY_CLOSE	Auswahl — entnehmen und einsetzen. Vorbereitung — einsetzen und umsetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C247	f83r	BIOLOGICAL	P912-E1410	P912-E1417	8	7	EXECUTE>CONDITION>PREPARE>CONDITION>SELECT>CONDITION>CONTEXT	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten, einsetzen und umsetzen. Zustand — halten. Vorbereitung — ansetzen. Zustand — halten. Auswahl — entnehmen und auswählen. Zustand — halten. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C248	f83r	BIOLOGICAL	P912-E1418	P912-E1422	5	2	SELECT>TRANSFER	LICENSED_DY_CLOSE	Auswahl — markieren, entnehmen und auswählen. Weitergabe — umsetzen und auffangen. Damit ist dieser Arbeitszug beendet.
P915-C249	f83r	BIOLOGICAL	P912-E1423	P912-E1424	2	1	CONDITION	LICENSED_DY_CLOSE	Zustand — behandeln. Damit ist dieser Arbeitszug beendet.
P915-C250	f83r	BIOLOGICAL	P912-E1425	P912-E1428	4	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C251	f83r	BIOLOGICAL	P912-E1429	P912-E1432	4	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen und halten. Damit ist dieser Arbeitszug beendet.
P915-C252	f83r	BIOLOGICAL	P912-E1433	P912-E1434	2	2	TRANSFER>PREPARE	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C253	f83r	BIOLOGICAL	P912-E1435	P912-E1438	4	1	CONDITION	LICENSED_DY_CLOSE	Zustand — behandeln, halten, einstellen und absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C254	f83r	BIOLOGICAL	P912-E1439	P912-E1446	8	4	PREPARE>TRANSFER>SELECT>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — zugeben. Weitergabe — umsetzen. Auswahl — zweimal entnehmen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C255	f83r	BIOLOGICAL	P912-E1447	P912-E1449	3	3	PREPARE>CONDITION>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — markieren und umsetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C256	f83r	BIOLOGICAL	P912-E1450	P912-E1451	2	2	EXECUTE>TRANSFER	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C257	f83r	BIOLOGICAL	P912-E1452	P912-E1454	3	3	TRANSFER>PREPARE>TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Vorbereitung — ansetzen. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C258	f83r	BIOLOGICAL	P912-E1455	P912-E1457	3	3	PREPARE>TRANSFER>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Weitergabe — umsetzen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C259	f83r	BIOLOGICAL	P912-E1458	P912-E1458	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C260	f83r	BIOLOGICAL	P912-E1459	P912-E1467	9	7	PREPARE>SELECT>TRANSFER>PREPARE>EXECUTE>CONDITION>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Auswahl — auswählen und absetzen lassen. Weitergabe — spülen. Vorbereitung — ansetzen. Arbeitsgang — bearbeiten. Zustand — markieren und halten. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C261	f83r	BIOLOGICAL	P912-E1468	P912-E1468	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C262	f83r	BIOLOGICAL	P912-E1469	P912-E1469	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C263	f83r	BIOLOGICAL	P912-E1470	P912-E1471	2	2	PREPARE>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — einsetzen und umsetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C264	f83r	BIOLOGICAL	P912-E1472	P912-E1477	6	5	CONDITION>PREPARE>TRANSFER>PREPARE>SELECT	LICENSED_DY_CLOSE	Zustand — halten, bis bereit führen und umsetzen. Vorbereitung — ansetzen. Weitergabe — umsetzen. Vorbereitung — einsetzen und entnehmen. Auswahl — entnehmen und umleiten. Damit ist dieser Arbeitszug beendet.
P915-C265	f83r	BIOLOGICAL	P912-E1478	P912-E1478	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C266	f83r	BIOLOGICAL	P912-E1479	P912-E1480	2	2	TRANSFER>PREPARE	LICENSED_DY_CLOSE	Weitergabe — spülen. Vorbereitung — ansetzen und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C267	f83r	BIOLOGICAL	P912-E1481	P912-E1499	19	9	CONDITION>EXECUTE>TRANSFER>SELECT>CONDITION>SELECT>CONDITION>SELECT>CONDITION	LICENSED_DY_CLOSE	Zustand — markieren, absetzen lassen und zugeben. Arbeitsgang — bearbeiten, einsetzen, halten und bearbeiten und einsetzen. Weitergabe — auffangen. Auswahl — markieren, entnehmen, auswählen, entnehmen, zweimal auswählen und zugeben. Zustand — bis bereit führen. Auswahl — auswählen. Zustand — behandeln. Auswahl — zweimal auswählen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C268	f83r	BIOLOGICAL	P912-E1500	P912-E1503	4	3	PREPARE>CONDITION>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — behandeln, halten und bis bereit führen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C269	f83r	BIOLOGICAL	P912-E1504	P912-E1505	2	2	PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C270	f83r	BIOLOGICAL	P912-E1506	P912-E1506	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C271	f83r	BIOLOGICAL	P912-E1507	P912-E1514	8	5	EXECUTE>CONDITION>PREPARE>CONDITION>PREPARE	LICENSED_DY_CLOSE	Arbeitsgang — zweimal bearbeiten. Zustand — halten. Vorbereitung — ansetzen. Zustand — halten. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C272	f83r	BIOLOGICAL	P912-E1515	P912-E1515	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C273	f83r	BIOLOGICAL	P912-E1516	P912-E1519	4	4	PREPARE>SELECT>EXECUTE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Auswahl — auswählen. Arbeitsgang — einstellen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C274	f83r	BIOLOGICAL	P912-E1520	P912-E1523	4	4	SELECT>EXECUTE>SELECT>PREPARE	LICENSED_DY_CLOSE	Auswahl — auswählen. Arbeitsgang — einstellen. Auswahl — auswählen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C275	f83r	BIOLOGICAL	P912-E1524	P912-E1524	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C276	f83r	BIOLOGICAL	P912-E1525	P912-E1525	1	1	SELECT	LICENSED_DY_CLOSE	Auswahl — entnehmen und umleiten. Damit ist dieser Arbeitszug beendet.
P915-C277	f83r	BIOLOGICAL	P912-E1526	P912-E1528	3	2	CONDITION>PREPARE	LICENSED_DY_CLOSE	Zustand — markieren. Vorbereitung — ansetzen und umsetzen und dort ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C278	f83r	BIOLOGICAL	P912-E1529	P912-E1529	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C279	f83r	BIOLOGICAL	P912-E1530	P912-E1530	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und halten. Damit ist dieser Arbeitszug beendet.
P915-C280	f83r	BIOLOGICAL	P912-E1531	P912-E1532	2	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C281	f83r	BIOLOGICAL	P912-E1533	P912-E1543	11	7	PREPARE>CONDITION>SELECT>CONDITION>EXECUTE>CONDITION>TRANSFER	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — halten und bis bereit führen. Auswahl — auswählen. Zustand — absetzen lassen, halten und bis bereit führen. Arbeitsgang — einstellen. Zustand — halten und bis bereit führen. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C282	f83r	BIOLOGICAL	P912-E1544	P912-E1544	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C283	f83r	BIOLOGICAL	P912-E1545	P912-E1545	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C284	f83r	BIOLOGICAL	P912-E1546	P912-E1547	2	2	EXECUTE>PREPARE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen und umsetzen. Vorbereitung — ansetzen und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C285	f83r	BIOLOGICAL	P912-E1548	P912-E1561	14	10	TRANSFER>PREPARE>CONDITION>PREPARE>CONDITION>EXECUTE>CONDITION>SELECT>PREPARE>CONDITION	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Vorbereitung — ansetzen. Zustand — bis bereit führen und markieren. Vorbereitung — zweimal zugeben. Zustand — halten. Arbeitsgang — einstellen. Zustand — halten und entnehmen. Auswahl — auswählen, entnehmen und einstellen. Vorbereitung — einsetzen und spülen. Zustand — halten und bearbeiten und umleiten. Damit ist dieser Arbeitszug beendet.
P915-C286	f83r	BIOLOGICAL	P912-E1562	P912-E1563	2	1	CONDITION	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C287	f83r	BIOLOGICAL	P912-E1564	P912-E1574	11	10	EXECUTE>CONDITION>PREPARE>CONDITION>SELECT>CONDITION>EXECUTE>SELECT>TRANSFER>CONDITION	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten, einsetzen und absetzen lassen. Zustand — halten. Vorbereitung — ansetzen. Zustand — halten. Auswahl — zweimal auswählen. Zustand — absetzen lassen. Arbeitsgang — bearbeiten. Auswahl — auswählen. Weitergabe — umsetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C288	f83r	BIOLOGICAL	P912-E1575	P912-E1577	3	2	EXECUTE>CONDITION	LICENSED_DY_CLOSE	Arbeitsgang — einstellen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C289	f83r	BIOLOGICAL	P912-E1578	P912-E1579	2	2	CONDITION>TRANSFER	LICENSED_DY_CLOSE	Zustand — halten. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
