surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt518_rank	gdt518_top1	gdt519_rank	gdt519_top1	gdt519_top5	truth_base_score	truth_anchor_cost	truth_selected_score	truth_alignment_trace	top1_base_score	top1_anchor_cost	top1_selected_score	top1_alignment_trace	decision_change_class	working_policy
kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	100	1	K+O+D_ADDR+AL+CH+Y	1	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y | K+O+AL+CH+Y | K+O+D_ADDR+AL+Y | K+O+D_ADDR+AL+LOCAL_C+Y | K+O+AL+LOCAL_C+Y	3.138093497	0.000000000	3.138093497	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.138093497	0.000000000	3.138093497	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kodary	1	f66r	K+O+D_ADDR+AR+Y	33	1	K+O+D_ADDR+AR+Y	1	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y | OK+D_ADDR+AR+Y | K+O+D_ADDR+D_ADDR+AR+Y | CH+K+O+D_ADDR+AR+Y | K+O+D_ADDR+A_ADDR+R+Y	1.259009116	0.000000000	1.259009116	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.259009116	0.000000000	1.259009116	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kody	1	f66r	K+O+DY	10	1	K+O+DY	1	K+O+DY	K+O+DY | K+O+D_ADDR+Y | K+O+Y | OK+DY | CH+K+O+D_ADDR+Y	1.506969358	0.000000000	1.506969358	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	1.506969358	0.000000000	1.506969358	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ld	1	f66r	L+D_ADDR	6	3	L	2	L	L | L+D_ADDR | AL | AL+D_ADDR | L+CHD	2.691980572	0.000000000	2.691980572	l=>l~L@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	0.591102988	0.266705408	0.857808397	ld=>ld~L@edit0+alias0.267	GDT518_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lkeol	1	f66r	L+K+E+OL	16	1	L+K+E+OL	1	L+K+E+OL	L+K+E+OL | L+K+E+O+L | OL+K+E+L | K+E+OL+L | AL+K+E+OL	1.064524884	0.000000000	1.064524884	l=>l~L@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	1.064524884	0.000000000	1.064524884	l=>l~L@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lodaiin	1	f66r	L+O+D_ADDR+AIIN	100	1	L+O+D_ADDR+AIIN	1	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN | L+O+AIIN | OL+AIIN | OL+D_ADDR+AIIN | L+O+D_ADDR+IIN	1.590017452	0.000000000	1.590017452	l=>l~L@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	1.590017452	0.000000000	1.590017452	l=>l~L@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lpchees	1	f66r	L+P+CH+EE+S	78	1	L+P+CH+EE+S	1	L+P+CH+EE+S	L+P+CH+EE+S | L+P+LOCAL_C+EE+S | L+P+EE+S | L+P+CH+EE | L+P+LOCAL_C+SH+EE+S	4.504535270	0.000000000	4.504535270	l=>l~L@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | s=>s~S@edit0+alias0.000	4.504535270	0.000000000	4.504535270	l=>l~L@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	70	1	L+SH+E+O+D_ADDR+Y	1	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y | L+SH+E+O+DY | L+SH+E+O+Y | L+E+O+DY | L+E+O+D_ADDR+Y	2.587663337	0.000000000	2.587663337	l=>l~L@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.587663337	0.000000000	2.587663337	l=>l~L@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ltsholy	1	f66r	L+T+SH+OL+Y	48	1	L+T+SH+OL+Y	1	L+T+SH+OL+Y	L+T+SH+OL+Y | L+T+OL+Y | L+SH+OL+Y | L+T+S+OL+Y | L+T+S+SH+OL+Y	2.232180030	0.000000000	2.232180030	l=>l~L@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.232180030	0.000000000	2.232180030	l=>l~L@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	14	1	O+LOCAL_CHAR_F+AR+AM_ADDR	1	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+R+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+M_LOCAL	1.327090000	0.000000000	1.327090000	o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	1.327090000	0.000000000	1.327090000	o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okalchedy	1	f66r	OK+AL+CHD+Y	100	1	OK+AL+CHD+Y	1	OK+AL+CHD+Y	OK+AL+CHD+Y | OK+AL+CHD+DY | OK+AL+CH+E+DY | OK+AL+LOCAL_C+E+DY | OK+L+CHD+DY	3.175016651	0.000000000	3.175016651	ok=>ok~OK@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.175016651	0.000000000	3.175016651	ok=>ok~OK@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okedals	1	f66r	OK+AL+S	100	1	OK+AL+S	3	OK+E+D_ADDR+AL+S	OK+E+D_ADDR+AL+S | OK+E+AL+S | OK+AL+S | OK+E+AL | OK+E+DA+L	3.311212547	1.272516172	4.583728718	ok=>ok~OK@edit0+alias0.000 | edal=>dal~AL@edit1+alias0.273 | s=>s~S@edit0+alias0.000	3.462749117	0.000000000	3.462749117	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT518_CORRECT_LOST	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	44	1	OK+E+D_ADDR+AM_ADDR	1	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR | OK+E+DA+AM_ADDR | OK+E+AM_ADDR | OK+AM_ADDR | OK+E+DY	2.849266811	0.000000000	2.849266811	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	2.849266811	0.000000000	2.849266811	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
okoy	1	f20v	OK+O+Y	4	1	OK+O+Y	1	OK+O+Y	OK+O+Y | O+K+O+Y | O+OK+Y | OK+O+D_ADDR+Y	0.868084894	0.000000000	0.868084894	ok=>ok~OK@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	0.868084894	0.000000000	0.868084894	ok=>ok~OK@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
olsheor	1	f31r	OL+SH+E+OR	66	1	OL+SH+E+OR	1	OL+SH+E+OR	OL+SH+E+OR | O+L+SH+E+OR | OL+SH+E+O+R | OL+S+SH+E+OR | O+L+SH+E+O+R	2.362710192	0.000000000	2.362710192	ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	2.362710192	0.000000000	2.362710192	ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
otalor	1	f66r	OT+AL+OR	55	1	OT+AL+OR	1	OT+AL+OR	OT+AL+OR | OT+L+OR | O+T+AL+OR | O+L+AL+OR | OT+AL+O+R	1.085237535	0.000000000	1.085237535	ot=>ot~OT@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	1.085237535	0.000000000	1.085237535	ot=>ot~OT@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
otcheo	1	f66r	OT+CH+E+O	20	1	OT+CH+E+O	1	OT+CH+E+O	OT+CH+E+O | OT+LOCAL_C+E+O | OT+CH+E+O+D_ADDR | OT+E+O | OT+CH+SH+E+O	0.664100794	0.000000000	0.664100794	ot=>ot~OT@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	0.664100794	0.000000000	0.664100794	ot=>ot~OT@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
oteochey	1	f66r	OT+E+O+CH+E+Y	45	1	OT+E+O+CH+E+Y	1	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y | OT+E+O+LOCAL_C+E+Y | OT+E+O+Y | OT+E+O+LOCAL_C+SH+E+Y | OT+E+O+CH+Y	2.432122831	0.000000000	2.432122831	ot=>ot~OT@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.432122831	0.000000000	2.432122831	ot=>ot~OT@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
p	1	f66r	P	1	1	P	1	P	P	0.199402783	0.000000000	0.199402783	p=>p~P@edit0+alias0.000	0.199402783	0.000000000	0.199402783	p=>p~P@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	10	1	P+CH+O+LOCAL_CHAR_F	1	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F | P+LOCAL_C+O+LOCAL_CHAR_F | P+O+LOCAL_CHAR_F | P+CH+SH+O+LOCAL_CHAR_F | P+HO+LOCAL_CHAR_F	1.632317297	0.000000000	1.632317297	p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	1.632317297	0.000000000	1.632317297	p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pdaiin	1	f66r	P+AIIN	100	1	P+AIIN	1	P+AIIN	P+AIIN | P+D_ADDR+AIIN | P+DA+AIIN | P+DA+IIN | P+D_ADDR+IIN	1.942128534	0.284092659	2.226221193	p=>p~P@edit0+alias0.000 | daiin=>daiin~AIIN@edit0+alias0.284	1.942128534	0.284092659	2.226221193	p=>p~P@edit0+alias0.000 | daiin=>daiin~AIIN@edit0+alias0.284	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	18	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+LOCAL_C+E+Y | P+O+LOCAL_CHAR_F+O+Y | O+P+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+LOCAL_C+SH+E+Y	4.364054585	0.000000000	4.364054585	p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	4.364054585	0.000000000	4.364054585	p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
psheody	1	f66r	P+SH+E+O+D_ADDR+Y	34	1	P+SH+E+O+D_ADDR+Y	1	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y | P+SH+E+O+DY | P+SH+E+O+Y | P+E+O+DY | P+S+SH+E+O+DY	2.867511996	0.000000000	2.867511996	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.867511996	0.000000000	2.867511996	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
pydaiin	1	f4r	P+Y+D_ADDR+AIIN	100	1	P+Y+D_ADDR+AIIN	1	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN | P+Y+AIIN | P+Y+D_ADDR+IIN | P+Y+A_ADDR+AIIN | P+Y+DA+IIN	1.576113727	0.000000000	1.576113727	p=>p~P@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	1.576113727	0.000000000	1.576113727	p=>p~P@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qef	1	f31r	E+LOCAL_CHAR_F	4	3	CARRIER_Q+E+LOCAL_CHAR_F	2	CARRIER_Q+E+LOCAL_CHAR_F	CARRIER_Q+E+LOCAL_CHAR_F | E+LOCAL_CHAR_F | CARRIER_Q+D_ADDR | CARRIER_Q+CH+E+LOCAL_CHAR_F	3.243960321	1.000000000	4.243960321	qe=>e~E@edit1+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	2.161535792	0.000000000	2.161535792	q=>q~CARRIER_Q@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT518_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	93	3	CARRIER_Q+O+CH+T+E+DY	3	CARRIER_Q+O+CH+T+E+DY	CARRIER_Q+O+CH+T+E+DY | O+CH+T+E+DY | CARRIER_Q+O+CH+T+E+Y | CARRIER_Q+O+CH+T+E+D_ADDR+Y | CARRIER_Q+O+LOCAL_C+T+E+DY	4.239503922	1.508031070	5.747534992	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000	2.479477162	0.508031070	2.987508232	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT518_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	68	1	CARRIER_Q+O+E+K+E+DY	1	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY | O+E+K+E+DY | CARRIER_Q+O+E+K+E+D_ADDR+Y | O+E+K+E+D_ADDR+Y | CARRIER_Q+O+E+K+E+Y	1.833226436	0.000000000	1.833226436	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	1.833226436	0.000000000	1.833226436	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokaiir	1	f66r	OK+IIN+R	100	1	OK+IIN+R	1	OK+IIN+R	OK+IIN+R | CARRIER_Q+OK+IIN+R | OK+AIIN+R | OK+A_ADDR+IIN+R | OK+LOCAL_CHAR_I+R	2.337733784	2.250420463	4.588154247	qok=>qok~OK@edit0+alias0.250 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	2.337733784	2.250420463	4.588154247	qok=>qok~OK@edit0+alias0.250 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokchey	1	f66r	OK+CH+E+Y	39	2	OK+Y	1	OK+CH+E+Y	OK+CH+E+Y | OK+Y | OK+LOCAL_C+E+Y | CARRIER_Q+OK+CH+E+Y | OK+E+Y	2.839700405	0.250420463	3.090120868	qok=>qok~OK@edit0+alias0.250 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.839700405	0.250420463	3.090120868	qok=>qok~OK@edit0+alias0.250 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokee	1	f31r	OK+EE	12	1	OK+EE	1	OK+EE	OK+EE | CARRIER_Q+OK+EE | OK+E+E | O+K+EE | CARRIER_Q+OK+E+E	0.745265281	0.250000000	0.995265281	qokee=>qokee~OK+EE@edit0+alias0.250	0.745265281	0.250000000	0.995265281	qokee=>qokee~OK+EE@edit0+alias0.250	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokeedar	1	f66r	OK+EE+D_ADDR+AR	100	1	OK+EE+D_ADDR+AR	1	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR | CARRIER_Q+OK+EE+D_ADDR+AR | OK+EE+AR | CARRIER_Q+OK+EE+AR | OK+EE+DA+R	1.657926962	0.250000000	1.907926962	qokee=>qokee~OK+EE@edit0+alias0.250 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	1.657926962	0.250000000	1.907926962	qokee=>qokee~OK+EE@edit0+alias0.250 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokees	2	f31r|f66r	OK+EE+S	28	1	OK+EE+S	1	OK+EE+S	OK+EE+S | CARRIER_Q+OK+EE+S | OK+EE | OK+EE+SH | CARRIER_Q+OK+EE	1.015132009	0.250000000	1.265132009	qokee=>qokee~OK+EE@edit0+alias0.250 | s=>s~S@edit0+alias0.000	1.015132009	0.250000000	1.265132009	qokee=>qokee~OK+EE@edit0+alias0.250 | s=>s~S@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
qokshd	1	f66r	OK+SH+D_ADDR	37	1	OK+SH+D_ADDR	1	OK+SH+D_ADDR	OK+SH+D_ADDR | CARRIER_Q+OK+SH+D_ADDR | OK+D_ADDR | OK+SH+SH+D_ADDR | OK+S+SH+D_ADDR	1.201811044	0.250420463	1.452231507	qok=>qok~OK@edit0+alias0.250 | sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	1.201811044	0.250420463	1.452231507	qok=>qok~OK@edit0+alias0.250 | sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
