recipe_context_cell_ordinal	recipe_context_cell_id	gdt564_source_cell_id	recipe	portable_route	event_count	effective_action_signatures	effective_argument_signatures	state_marker_sequence	base_mode	action_topology	argument_topology	modifier_atoms	modifier_type_sequence	outer_template_id	structural_template_id	generated_owner_free_microphrase_de	source_microphrases_de	event_ids	physical_page_count	physical_pages	register_count	registers	exact_replay_event_count	normalized_event_count	all_events_accounted	guard
384	GDT565-C0384	GDT564-C0225	OT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	CHD	AIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: bearbeite den Anteil.	Danach: bearbeite den Anteil.	G407-E2027	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
385	GDT565-C0385	GDT564-C0226	OT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	S	Y	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: wähle den Posten.	Danach: wähle den Posten.	G407-E0821	1	f56r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
386	GDT565-C0386	GDT564-C0228	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	3	CHD	AIIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: bearbeite den Wert.	Danach: bearbeite den Wert.	G407-E3493 || G407-E3656 || G407-E4567	2	f83r || f95v	2	BIOLOGICAL || HERBAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
387	GDT565-C0387	GDT564-C0229	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	4	K	AIIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: gib den Wert.	Danach: gib den Wert.	G407-E1240 || G407-E1246 || G407-E1362 || G407-E3222	2	f72r || f82r	2	BIOLOGICAL || CELESTIAL	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
388	GDT565-C0388	GDT564-C0232	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	4	SH	AIIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: halte den Wert.	Danach: halte den Wert.	G407-E1187 || G407-E2405 || G407-E2458 || G407-E2648	2	f72r || f77r	2	BIOLOGICAL || CELESTIAL	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
389	GDT565-C0389	GDT564-C0227	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	6	CH	AIIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: nimm den Wert.	Danach: nimm den Wert.	G407-E1216 || G407-E2484 || G407-E2673 || G407-E4416 || G515-E0023 || G515-E0039	4	f4r || f72r || f77r || f95v	3	BIOLOGICAL || CELESTIAL || HERBAL	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
390	GDT565-C0390	GDT564-C0230	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	3	OK	AIIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: setze den Wert.	Danach: setze den Wert.	G407-E1185 || G407-E1272 || G407-E3406	2	f72r || f82r	2	BIOLOGICAL || CELESTIAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
391	GDT565-C0391	GDT564-C0233	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	1	T	AIIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: stelle den Wert ein.	Danach: stelle den Wert ein.	G407-E3671	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
392	GDT565-C0392	GDT564-C0231	OT+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	1	S	AIIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: wähle den Wert.	Danach: wähle den Wert.	G407-E1128	1	f71v	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
393	GDT565-C0393	GDT564-C0234	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	4	CHD	AIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: bearbeite den Anteil.	Danach: bearbeite den Anteil.	G407-E2293 || G407-E2614 || G407-E3313 || G407-E4550	4	f76r || f77r || f82r || f95v	2	BIOLOGICAL || HERBAL	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
394	GDT565-C0394	GDT564-C0235	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	1	K	AIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: gib den Anteil.	Danach: gib den Anteil.	G407-E4559	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
395	GDT565-C0395	GDT564-C0238	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	5	SH	AIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: halte den Anteil.	Danach: halte den Anteil.	G407-E1586 || G407-E2267 || G407-E2354 || G407-E2779 || G407-E2871	3	f75r || f76r || f81r	1	BIOLOGICAL	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
396	GDT565-C0396	GDT564-C0236	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	5	OK	AIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: setze den Anteil.	Danach: setze den Anteil.	G407-E1985 || G407-E2016 || G407-E2494 || G407-E2968 || G407-E4426	4	f76r || f77r || f81v || f95v	2	BIOLOGICAL || HERBAL	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
397	GDT565-C0397	GDT564-C0239	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	1	T	AIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: stelle den Anteil ein.	Danach: stelle den Anteil ein.	G407-E3112	1	f81v	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
398	GDT565-C0398	GDT564-C0237	OT+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	1	S	AIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: wähle den Anteil.	Danach: wähle den Anteil.	G407-E4458	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
399	GDT565-C0399	FIXED_RECIPE	OT+AIR+IIN	FIXED_RECIPE	1	SH	Y	OT	ACTION_CHAIN	A	SINGLE	AIR+IIN	RELATION+FORMAL_CONTROL	GDT565-O03	GDT565-T141	Danach: halte den Posten; entlang der Bahn; auf der Stufe.	Danach: halte den Posten; entlang der Bahn; auf der Stufe.	G407-E0082	1	f1r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
400	GDT565-C0400	GDT564-C0240	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	CHD	AIN	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: bearbeite den Anteil; zum Zielort.	Danach: bearbeite den Anteil; zum Zielort.	G407-E2244	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
401	GDT565-C0401	GDT564-C0241	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	4	CHD	Y	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: bearbeite den Posten; zum Zielort.	Danach: bearbeite den Posten; zum Zielort.	G407-E3254 || G407-E3679 || G407-E3765 || G407-E4500	3	f82r || f83r || f95v	2	BIOLOGICAL || HERBAL	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
402	GDT565-C0402	GDT564-C0243	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	K	Y	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: gib den Posten; zum Zielort.	Danach: gib den Posten; zum Zielort.	G407-E3561	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
403	GDT565-C0403	GDT564-C0242	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	K	OR	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: gib die Einheit; zum Zielort.	Danach: gib die Einheit; zum Zielort.	G407-E3474	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
404	GDT565-C0404	GDT564-C0246	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	SH	Y	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: halte den Posten; zum Zielort.	Danach: halte den Posten; zum Zielort.	G407-E1120 || G407-E2655 || G407-E2846	3	f71v || f77r || f81r	2	BIOLOGICAL || CELESTIAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
405	GDT565-C0405	GDT564-C0245	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	OK	Y	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: setze den Posten; zum Zielort.	Danach: setze den Posten; zum Zielort.	G407-E3240 || G407-E4475	2	f82r || f95v	2	BIOLOGICAL || HERBAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
406	GDT565-C0406	GDT564-C0244	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	OK	AIIN	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: setze den Wert; zum Zielort.	Danach: setze den Wert; zum Zielort.	G407-E2333 || G407-E2565 || G407-E3481	3	f76r || f77r || f83r	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
407	GDT565-C0407	GDT564-C0247	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	T	Y	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: stelle den Posten ein; zum Zielort.	Danach: stelle den Posten ein; zum Zielort.	G407-E1282 || G515-E0550	2	f66r || f72r	2	CELESTIAL || SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
408	GDT565-C0408	FIXED_RECIPE	OT+AL+AIN	FIXED_RECIPE	1	K	AIN	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: gib den Anteil; zum Zielort.	Danach: gib den Anteil; zum Zielort.	G407-E4443	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
409	GDT565-C0409	FIXED_RECIPE	OT+AL+AM_ADDR	FIXED_RECIPE	1	T	Y	OT	ACTION_CHAIN	A	SINGLE	AL+AM_ADDR	RELATION+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T142	Danach: stelle den Posten ein; zum Zielort; hier.	Danach: stelle den Posten ein; zum Zielort; hier.	G407-E2248	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
410	GDT565-C0410	FIXED_RECIPE	OT+AL+DY	FIXED_RECIPE	1	SH	Y	OT+DY	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O04	GDT565-T161	Danach: halte den Posten; zum Zielort; abschließen.	Danach: halte den Posten; zum Zielort; abschließen.	G407-E4494	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
411	GDT565-C0411	FIXED_RECIPE	OT+AL+D_ADDR+AR	FIXED_RECIPE	1	CH	Y	OT	ACTION_CHAIN	A	SINGLE	AL+D_ADDR+AR	RELATION+LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O03	GDT565-T143	Danach: nimm den Posten; zum Zielort; hier; vom Ausgang.	Danach: nimm den Posten; zum Zielort; hier; vom Ausgang.	G407-E2865	1	f81r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
412	GDT565-C0412	FIXED_RECIPE	OT+AL+OR	FIXED_RECIPE	1	SH	OR	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: halte die Einheit; zum Zielort.	Danach: halte die Einheit; zum Zielort.	G515-E0417	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
413	GDT565-C0413	GDT564-C0249	OT+AL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	2	SH	Y	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: halte den Posten; zum Zielort.	Danach: halte den Posten; zum Zielort.	G407-E1123 || G407-E2029	2	f71v || f76r	2	BIOLOGICAL || CELESTIAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
414	GDT565-C0414	GDT564-C0248	OT+AL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	1	OK	Y	OT	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T140	Danach: setze den Posten; zum Zielort.	Danach: setze den Posten; zum Zielort.	G407-E1273	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
415	GDT565-C0415	GDT564-C0250	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	CHD	Y	OT	ACTION_CHAIN	A	SINGLE	AM_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T136	Danach: bearbeite den Posten; hier.	Danach: bearbeite den Posten; hier.	G407-E4167	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
416	GDT565-C0416	GDT564-C0252	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	OK	AIN	OT	ACTION_CHAIN	A	SINGLE	AM_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T136	Danach: setze den Anteil; hier.	Danach: setze den Anteil; hier.	G407-E1809	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
417	GDT565-C0417	GDT564-C0251	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	OK	AIIN	OT	ACTION_CHAIN	A	SINGLE	AM_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T136	Danach: setze den Wert; hier.	Danach: setze den Wert; hier.	G515-E0530	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
418	GDT565-C0418	GDT564-C0253	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	S	AIIN	OT	ACTION_CHAIN	A	SINGLE	AM_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T136	Danach: wähle den Wert; hier.	Danach: wähle den Wert; hier.	G407-E0796 || G407-E1166 || G407-E1167	2	f55v || f72r	2	CELESTIAL || HERBAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
419	GDT565-C0419	GDT564-C0254	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	S	OR	OT	ACTION_CHAIN	A	SINGLE	AM_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T136	Danach: wähle die Einheit; hier.	Danach: wähle die Einheit; hier.	G407-E3819	1	f88r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
420	GDT565-C0420	FIXED_RECIPE	OT+AN	FIXED_RECIPE	1	CHD	Y	OT	ACTION_CHAIN	A	SINGLE	AN	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T136	Danach: bearbeite den Posten; als Klasse.	Danach: bearbeite den Posten; als Klasse.	G407-E1687	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
421	GDT565-C0421	GDT564-C0256	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	CHD	Y	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: bearbeite den Posten; vom Ausgang.	Danach: bearbeite den Posten; vom Ausgang.	G407-E1430 || G407-E3121	2	f75r || f81v	1	BIOLOGICAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
422	GDT565-C0422	GDT564-C0258	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	K	AIN	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: gib den Anteil; vom Ausgang.	Danach: gib den Anteil; vom Ausgang.	G407-E1800	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
423	GDT565-C0423	GDT564-C0257	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	K	AIIN	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: gib den Wert; vom Ausgang.	Danach: gib den Wert; vom Ausgang.	G407-E1238	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
424	GDT565-C0424	GDT564-C0264	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	SH	AIN	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: halte den Anteil; vom Ausgang.	Danach: halte den Anteil; vom Ausgang.	G407-E1718	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
425	GDT565-C0425	GDT564-C0263	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	SH	AIIN	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: halte den Wert; vom Ausgang.	Danach: halte den Wert; vom Ausgang.	G515-E0416	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
426	GDT565-C0426	GDT564-C0265	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	SH	OR	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: halte die Einheit; vom Ausgang.	Danach: halte die Einheit; vom Ausgang.	G407-E1504	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
427	GDT565-C0427	GDT564-C0255	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	CH	Y	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: nimm den Posten; vom Ausgang.	Danach: nimm den Posten; vom Ausgang.	G407-E1079 || G407-E2175 || G407-E3786	3	f71v || f76r || f83r	2	BIOLOGICAL || CELESTIAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
428	GDT565-C0428	GDT564-C0260	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	OK	AIN	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: setze den Anteil; vom Ausgang.	Danach: setze den Anteil; vom Ausgang.	G407-E1551 || G407-E1808 || G407-E4472	2	f75r || f95v	2	BIOLOGICAL || HERBAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
429	GDT565-C0429	GDT564-C0261	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	5	OK	Y	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: setze den Posten; vom Ausgang.	Danach: setze den Posten; vom Ausgang.	G407-E1202 || G407-E1661 || G407-E1737 || G407-E1754 || G407-E2726	3	f72r || f75r || f81r	2	BIOLOGICAL || CELESTIAL	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
430	GDT565-C0430	GDT564-C0259	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	OK	AIIN	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: setze den Wert; vom Ausgang.	Danach: setze den Wert; vom Ausgang.	G407-E0750	1	f55v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
431	GDT565-C0431	GDT564-C0268	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	T	Y	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: stelle den Posten ein; vom Ausgang.	Danach: stelle den Posten ein; vom Ausgang.	G407-E0302 || G407-E4520	2	f10r || f95v	1	HERBAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
432	GDT565-C0432	GDT564-C0266	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	T	AIIN	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: stelle den Wert ein; vom Ausgang.	Danach: stelle den Wert ein; vom Ausgang.	G407-E0773	1	f55v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
433	GDT565-C0433	GDT564-C0267	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	T	OR	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: stelle die Einheit ein; vom Ausgang.	Danach: stelle die Einheit ein; vom Ausgang.	G407-E1192	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
434	GDT565-C0434	GDT564-C0262	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	S	AIIN	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: wähle den Wert; vom Ausgang.	Danach: wähle den Wert; vom Ausgang.	G515-E0175	1	f31r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
435	GDT565-C0435	FIXED_RECIPE	OT+AR+DY	FIXED_RECIPE	1	K	AIN	OT+DY	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O04	GDT565-T161	Danach: gib den Anteil; vom Ausgang; abschließen.	Danach: gib den Anteil; vom Ausgang; abschließen.	G407-E4524	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
436	GDT565-C0436	FIXED_RECIPE	OT+AR+Y	FIXED_RECIPE	1	OK	Y	OT	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T140	Danach: setze den Posten; vom Ausgang.	Danach: setze den Posten; vom Ausgang.	G407-E2578	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
437	GDT565-C0437	FIXED_RECIPE	OT+A_ADDR+K+Y	FIXED_RECIPE	1	K	Y	OT	ACTION_CHAIN	A	SINGLE	A_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T136	Danach: gib den Posten; hier.	Danach: gib den Posten; hier.	G407-E0765	1	f55v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
438	GDT565-C0438	FIXED_RECIPE	OT+CH+E+O+D_ADDR+AL	FIXED_RECIPE	1	CH	Y	OT	ACTION_CHAIN	A	SINGLE	E+O+D_ADDR+AL	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O03	GDT565-T131	Danach: nimm den Posten; auf Grad I; zur Ausführung; hier; zum Zielort.	Danach: nimm den Posten; auf Grad I; zur Ausführung; hier; zum Zielort.	G407-E1076	1	f71v	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
439	GDT565-C0439	FIXED_RECIPE	OT+CH+E+S	FIXED_RECIPE	1	CH|S	AIIN	OT	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O03	GDT565-T145	Danach: nimm den Wert und wähle den Wert; auf Grad I.	Danach: nimm den Wert und wähle den Wert; auf Grad I.	G407-E4555	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
440	GDT565-C0440	FIXED_RECIPE	OT+CH+L	FIXED_RECIPE	1	CH	Y	OT	ACTION_CHAIN	A	SINGLE	L	RELATION	GDT565-O03	GDT565-T140	Danach: nimm den Posten; über die Verbindung.	Danach: nimm den Posten; über die Verbindung.	G407-E1038	1	f68r1	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
441	GDT565-C0441	FIXED_RECIPE	OT+CH+O+IIN	FIXED_RECIPE	1	CH	AIIN	OT	ACTION_CHAIN	A	SINGLE	O+IIN	FORMAL_CONTROL+FORMAL_CONTROL	GDT565-O03	GDT565-T124	Danach: nimm den Wert; zur Ausführung; auf der Stufe.	Danach: nimm den Wert; zur Ausführung; auf der Stufe.	G515-E0057	1	f4r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
442	GDT565-C0442	FIXED_RECIPE	OT+CH+O+S	FIXED_RECIPE	1	CH|S	OR	OT	ACTION_CHAIN	A+A	SINGLE	O	FORMAL_CONTROL	GDT565-O03	GDT565-T144	Danach: nimm die Einheit und wähle die Einheit; zur Ausführung.	Danach: nimm die Einheit und wähle die Einheit; zur Ausführung.	G407-E0623	1	f24v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
