label_locus_order	physical_page	source_page	locus	register	namespace	role_family	role_detail	concrete_owner_or_name_de	groups	surfaces	recipes	creative_label_reading_de
108	f70v	f70v1	f70v1.17	ZODIAC	ARIES_INNER_BAND	ZODIAC_INNER_FIGURE	ARIES_INNER_FIGURE_05	aries inner figure 05	2	otear · araydy	OT+E+AR | AR+A_ADDR+Y+DY	aries inner figure 05: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; KURZER / ERSTER GRAD; QUELL- ODER BEZUGSPLATZ / aries inner figure 05: QUELL- ODER BEZUGSPLATZ; LOKALE ADRESSE; AKTUELL GEMEINTER BESITZER; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG
109	f70v	f70v2	f70v2.2	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_01	pisces outer figure 01	1	otalalg	OT+AL+AL+G_LABEL	pisces outer figure 01: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; ZIEL- ODER ZUGEWIESENER PLATZ; LOKALES G-KLASSENZEICHEN
110	f70v	f70v2	f70v2.3	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_02	pisces outer figure 02	1	ykary	Y+K+AR+Y	pisces outer figure 02: AKTUELL GEMEINTER BESITZER; WERT ZUORDNEN; QUELL- ODER BEZUGSPLATZ; AKTUELL GEMEINTER BESITZER
111	f70v	f70v2	f70v2.4	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_03	pisces outer figure 03	1	otar	OT+AR	pisces outer figure 03: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; QUELL- ODER BEZUGSPLATZ
112	f70v	f70v2	f70v2.5	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_04	pisces outer figure 04	1	oty	OT+Y	pisces outer figure 04: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; AKTUELL GEMEINTER BESITZER
113	f70v	f70v2	f70v2.6	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_05	pisces outer figure 05	2	oky · ody	OK+Y | O+DY	pisces outer figure 05: PLATZ AKTIVIEREN; AKTUELL GEMEINTER BESITZER / pisces outer figure 05: LOKALEN GANG / KREISLESUNG AUFRUFEN; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG
114	f70v	f70v2	f70v2.7	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_06	pisces outer figure 06	2	oty · ar	OT+Y | AR	pisces outer figure 06: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; AKTUELL GEMEINTER BESITZER / pisces outer figure 06: QUELL- ODER BEZUGSPLATZ
115	f70v	f70v2	f70v2.8	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_07	pisces outer figure 07	1	okala	OK+AL+A_ADDR	pisces outer figure 07: PLATZ AKTIVIEREN; ZIEL- ODER ZUGEWIESENER PLATZ; LOKALE ADRESSE
116	f70v	f70v2	f70v2.9	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_08	pisces outer figure 08	1	otody	OT+O+DY	pisces outer figure 08: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; LOKALEN GANG / KREISLESUNG AUFRUFEN; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG
117	f70v	f70v2	f70v2.10	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_09	pisces outer figure 09	1	otald	OT+AL+D_LABEL	pisces outer figure 09: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; D_LABEL
118	f70v	f70v2	f70v2.11	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_10	pisces outer figure 10	1	otaldar	OT+AL+D_ADDR+AR	pisces outer figure 10: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; UNTER- ODER TEILADRESSE; QUELL- ODER BEZUGSPLATZ
119	f70v	f70v2	f70v2.12	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_11	pisces outer figure 11	1	okody	OK+O+Y	pisces outer figure 11: PLATZ AKTIVIEREN; LOKALEN GANG / KREISLESUNG AUFRUFEN; AKTUELL GEMEINTER BESITZER
120	f70v	f70v2	f70v2.13	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_12	pisces outer figure 12	1	opysam	O+P+Y+S_ADDR+AM_ADDR	pisces outer figure 12: LOKALEN GANG / KREISLESUNG AUFRUFEN; P; AKTUELL GEMEINTER BESITZER; S-ADRESSE / STERNBEZUG; GEGEN- ODER INNENFELD
121	f70v	f70v2	f70v2.14	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_13	pisces outer figure 13	1	chy	Y	pisces outer figure 13: AKTUELL GEMEINTER BESITZER
122	f70v	f70v2	f70v2.15	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_14	pisces outer figure 14	1	otaly	OT+AL+Y	pisces outer figure 14: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; AKTUELL GEMEINTER BESITZER
123	f70v	f70v2	f70v2.16	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_15	pisces outer figure 15	2	otal · arar	OT+AL | AR+AR	pisces outer figure 15: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ / pisces outer figure 15: QUELL- ODER BEZUGSPLATZ; QUELL- ODER BEZUGSPLATZ
124	f70v	f70v2	f70v2.17	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_16	pisces outer figure 16	1	otaldy	OT+AL+DY	pisces outer figure 16: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG
125	f70v	f70v2	f70v2.18	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_17	pisces outer figure 17	1	okeoly	OK+E+OL+Y	pisces outer figure 17: PLATZ AKTIVIEREN; KURZER / ERSTER GRAD; GLEICHE REIHE FORTSETZEN; AKTUELL GEMEINTER BESITZER
126	f70v	f70v2	f70v2.19	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_18	pisces outer figure 18	1	okydy	OK+Y+DY	pisces outer figure 18: PLATZ AKTIVIEREN; AKTUELL GEMEINTER BESITZER; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG
127	f70v	f70v2	f70v2.20	ZODIAC	PISCES_OUTER_BAND	ZODIAC_OUTER_FIGURE	PISCES_OUTER_FIGURE_19	pisces outer figure 19	1	okees	OK+EE+S_LABEL	pisces outer figure 19: PLATZ AKTIVIEREN; LÄNGERER / ZWEITER GRAD; S_LABEL
128	f70v	f70v2	f70v2.22	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_01	pisces inner figure 01	2	otar · am	OT+AR | AM_ADDR	pisces inner figure 01: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; QUELL- ODER BEZUGSPLATZ / pisces inner figure 01: GEGEN- ODER INNENFELD
129	f70v	f70v2	f70v2.23	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_02	pisces inner figure 02	2	otar · al	OT+AR | AL	pisces inner figure 02: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; QUELL- ODER BEZUGSPLATZ / pisces inner figure 02: ZIEL- ODER ZUGEWIESENER PLATZ
130	f70v	f70v2	f70v2.24	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_03	pisces inner figure 03	1	otalar	OT+AL+AR	pisces inner figure 03: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; QUELL- ODER BEZUGSPLATZ
131	f70v	f70v2	f70v2.25	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_04	pisces inner figure 04	1	otalam	OT+AL+AM_ADDR	pisces inner figure 04: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; GEGEN- ODER INNENFELD
132	f70v	f70v2	f70v2.26	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_05	pisces inner figure 05	1	dolaram	D_ADDR+OL+AR+AM_ADDR	pisces inner figure 05: UNTER- ODER TEILADRESSE; GLEICHE REIHE FORTSETZEN; QUELL- ODER BEZUGSPLATZ; GEGEN- ODER INNENFELD
133	f70v	f70v2	f70v2.27	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_06	pisces inner figure 06	1	okaram	OK+AR+AM_ADDR	pisces inner figure 06: PLATZ AKTIVIEREN; QUELL- ODER BEZUGSPLATZ; GEGEN- ODER INNENFELD
134	f70v	f70v2	f70v2.28	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_07	pisces inner figure 07	1	oteosal	OT+E+O+S_ADDR+AL	pisces inner figure 07: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; KURZER / ERSTER GRAD; LOKALEN GANG / KREISLESUNG AUFRUFEN; S-ADRESSE / STERNBEZUG; ZIEL- ODER ZUGEWIESENER PLATZ
135	f70v	f70v2	f70v2.29	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_08	pisces inner figure 08	1	salols	S_LABEL+AL+OL+S_LABEL	pisces inner figure 08: S_LABEL; ZIEL- ODER ZUGEWIESENER PLATZ; GLEICHE REIHE FORTSETZEN; S_LABEL
136	f70v	f70v2	f70v2.30	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_09	pisces inner figure 09	1	okaldal	OK+AL+AL	pisces inner figure 09: PLATZ AKTIVIEREN; ZIEL- ODER ZUGEWIESENER PLATZ; ZIEL- ODER ZUGEWIESENER PLATZ
137	f70v	f70v2	f70v2.31	ZODIAC	PISCES_INNER_FIGURES	ZODIAC_INNER_FIGURE	PISCES_INNER_FIGURE_10	pisces inner figure 10	1	ykolaiin	Y+K+OL+AIIN	pisces inner figure 10: AKTUELL GEMEINTER BESITZER; WERT ZUORDNEN; GLEICHE REIHE FORTSETZEN; SOLLZAHL ODER MASSINDEX
138	f70v	f70v2	f70v2.33	ZODIAC	PISCES_CENTRE	ZODIAC_CENTRE	PISCES_CENTRAL_FISH_PAIR	pisces central fish pair	1	otolal	OT+OL+AL	pisces central fish pair: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; GLEICHE REIHE FORTSETZEN; ZIEL- ODER ZUGEWIESENER PLATZ
139	f88r	f88r	f88r.1	PHARMA	oberes Zutatenfeld	UPPER_INGREDIENT_SLOT	oberes Zutatenfeld; linke feine Faserwurzel	Feine Faserwurzel A	1	otorchety	OT+OR+CH+E+T+Y	Feine Faserwurzel A: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; LOKALER EINTRAG ODER ANSATZKLASSE; KENNUNG ABLESEN; KURZER / ERSTER GRAD; PLATZ MARKIEREN; AKTUELL GEMEINTER BESITZER
140	f88r	f88r	f88r.2	PHARMA	oberes Zutatenfeld	UPPER_INGREDIENT_SLOT	oberes Zutatenfeld; dunkle Pfahlwurzel	Dunkle Pfahlwurzel B	1	osal	O+S+AL	Dunkle Pfahlwurzel B: LOKALEN GANG / KREISLESUNG AUFRUFEN; KLASSEN- ODER KONTEXTMARKER; ZIEL- ODER ZUGEWIESENER PLATZ
141	f88r	f88r	f88r.3	PHARMA	oberes Zutatenfeld	UPPER_INGREDIENT_SLOT	oberes Zutatenfeld; gebuendelte helle Wurzel	Gebuendelte Wurzel C	1	orald	OR+AL+D_ADDR	Gebuendelte Wurzel C: LOKALER EINTRAG ODER ANSATZKLASSE; ZIEL- ODER ZUGEWIESENER PLATZ; UNTER- ODER TEILADRESSE
142	f88r	f88r	f88r.4	PHARMA	oberes Zutatenfeld	UPPER_INGREDIENT_SLOT	oberes Zutatenfeld; braune Doppelknolle	Doppelknolle D	1	oldar	OL+DA+R	Doppelknolle D: GLEICHE REIHE FORTSETZEN; ZWEITER ODER MARKIERTER UNTERPLATZ; MARKIERTER ZUSTAND
143	f88r	f88r	f88r.5	PHARMA	oberes Zutatenfeld	UPPER_INGREDIENT_SLOT	oberes Zutatenfeld; helle Knotenwurzel	Knotenwurzel E	1	otoky	OT+OK+Y	Knotenwurzel E: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; PLATZ AKTIVIEREN; AKTUELL GEMEINTER BESITZER
144	f88r	f88r	f88r.6	PHARMA	oberes Zutatenfeld	UPPER_INGREDIENT_SLOT	oberes Zutatenfeld; rechtes Blatt-/Wurzelstueck	Blattwurzel F	1	otaly	OT+AL+Y	Blattwurzel F: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; AKTUELL GEMEINTER BESITZER
145	f88r	f88r	f88r.12	PHARMA	mittleres Zutatenfeld	MIDDLE_INGREDIENT_SLOT	mittleres Zutatenfeld; linkes Wurzelbuendel	Wurzelbuendel G	1	otaldy	OT+AL+DY	Wurzelbuendel G: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG
146	f88r	f88r	f88r.13	PHARMA	mittleres Zutatenfeld	MIDDLE_INGREDIENT_SLOT	mittleres Zutatenfeld; gelappter Pflanzenteil	Gelappter Pflanzenteil H	1	oram	OR+A_ADDR+AM_ADDR	Gelappter Pflanzenteil H: LOKALER EINTRAG ODER ANSATZKLASSE; LOKALE ADRESSE; GEGEN- ODER INNENFELD
147	f88r	f88r	f88r.14	PHARMA	mittleres Zutatenfeld	MIDDLE_INGREDIENT_SLOT	mittleres Zutatenfeld; dunkle schmale Wurzel	Schmale Wurzel I	1	dary	DA+R+Y	Schmale Wurzel I: ZWEITER ODER MARKIERTER UNTERPLATZ; MARKIERTER ZUSTAND; AKTUELL GEMEINTER BESITZER
148	f88r	f88r	f88r.15	PHARMA	mittleres Zutatenfeld	MIDDLE_INGREDIENT_SLOT	mittleres Zutatenfeld; senkrechter Pflanzenteil	Senkrechter Pflanzenteil J	1	okol	OK+OL	Senkrechter Pflanzenteil J: PLATZ AKTIVIEREN; GLEICHE REIHE FORTSETZEN
149	f88r	f88r	f88r.16	PHARMA	mittleres Zutatenfeld	MIDDLE_INGREDIENT_SLOT	mittleres Zutatenfeld; gefleckter Frucht-/Wurzelkoerper	Gefleckter Koerper K	1	sorory	S+OR+OR+Y	Gefleckter Koerper K: KLASSEN- ODER KONTEXTMARKER; LOKALER EINTRAG ODER ANSATZKLASSE; LOKALER EINTRAG ODER ANSATZKLASSE; AKTUELL GEMEINTER BESITZER
150	f88r	f88r	f88r.17	PHARMA	mittleres Zutatenfeld	MIDDLE_INGREDIENT_SLOT	mittleres Zutatenfeld; rechter Blattzweig	Blattzweig L	1	otyda	OT+Y+DA	Blattzweig L: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; AKTUELL GEMEINTER BESITZER; ZWEITER ODER MARKIERTER UNTERPLATZ
151	f88r	f88r	f88r.23	PHARMA	unteres Zutatenfeld	LOWER_INGREDIENT_SLOT	unteres Zutatenfeld; linkes Wurzel-/Blattbuendel	Untere Wurzelmengung M	1	ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	Untere Wurzelmengung M: LOKALEN GANG / KREISLESUNG AUFRUFEN; LOCAL_CHAR_F; AKTUELL GEMEINTER BESITZER; KLASSEN- ODER KONTEXTMARKER; WERT ZUORDNEN; AKTUELL GEMEINTER BESITZER; ZWEITER ODER MARKIERTER UNTERPLATZ; L
152	f88r	f88r	f88r.24	PHARMA	unteres Zutatenfeld	LOWER_INGREDIENT_SLOT	unteres Zutatenfeld; zwei benachbarte kleine Pflanzenteile	Kleinteil N | Kleinteil O	2	otor · am	OT+OR | AM_ADDR	Kleinteil N: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; LOKALER EINTRAG ODER ANSATZKLASSE / Kleinteil O: GEGEN- ODER INNENFELD
153	f88r	f88r	f88r.25	PHARMA	unteres Zutatenfeld	LOWER_INGREDIENT_SLOT	unteres Zutatenfeld; rechter Wurzel-/Blattkoerper	Wurzelkoerper P	1	ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	Wurzelkoerper P: LOKALEN GANG / KREISLESUNG AUFRUFEN; LOCAL_CHAR_F; ZIEL- ODER ZUGEWIESENER PLATZ; UNTER- ODER TEILADRESSE; LOKALEN GANG / KREISLESUNG AUFRUFEN
