occurrence_id	page	locus	token_index	surface	prefix	prefix_surface	cth_root	remainder	bare_counterpart_surface	section	hand	triple_exact_token_stable	triple_boundary_normalized	in_inherited_cth_surface_deck	working_composition_de	surface_line
G631-O0294	f42v	f42v.3	8	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	sho chotody chotol oky chol chol dl chcthy otoy
G631-O0295	f42v	f42v.6	5	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okeokear cheotchar sy saiin cthar d am
G631-O0296	f42v	f42v.14	4	cthy	BARE	NONE	cth	y	cthy	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	qoteey chy kchy cthy ees choly sarar aral
G631-O0297	f43v	f43v.5	4	chcthdy	CH	ch	cth	dy	cthdy	H	2	0	0	1	trockene cth-Pflanzenteilform	qokchedy oralody otedol chcthdy chtey
G631-O0298	f43v	f43v.7	6	chcthy	CH	ch	cth	y	cthy	H	2	1	1	1	trockene cth-Pflanzenteilform	ytshedy ykeody oykeedy chedy tedy chcthy otam ot ytaiin otas
G631-O0299	f43v	f43v.12	8	cthey	BARE	NONE	cth	ey	cthey	H	2	1	1	1	unmarkierte cth-Pflanzenteilform	yshee kedy dar chey qotedy etaiin chedy cthey oteol or aiin odain
G631-O0300	f44v	f44v.1	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tsho qotshy cthol d chor otol shol tol qotshol otoldy
G631-O0301	f44v	f44v.3	3	shcthy	SH	sh	cth	y	cthy	H	1	1	1	1	feuchte cth-Pflanzenteilform	tol okchor shcthy otol daiin cthy cthy
G631-O0302	f44v	f44v.3	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tol okchor shcthy otol daiin cthy cthy
G631-O0303	f44v	f44v.3	7	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tol okchor shcthy otol daiin cthy cthy
G631-O0304	f44v	f44v.5	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oain shol cthy cphaiin ykchor otchy qoty ytchear cthain
G631-O0305	f44v	f44v.5	9	cthain	BARE	NONE	cth	ain	cthain	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oain shol cthy cphaiin ykchor otchy qoty ytchear cthain
G631-O0306	f44v	f44v.7	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oky tchaiin cthol dy cheol ololy
G631-O0307	f44v	f44v.8	2	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tsheody cthaiin odaiin shol shey cthy ykoda ol
G631-O0308	f44v	f44v.8	6	cthy	BARE	NONE	cth	y	cthy	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	tsheody cthaiin odaiin shol shey cthy ykoda ol
G631-O0309	f44v	f44v.9	2	cthees	BARE	NONE	cth	ees	cthees	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dshor cthees l o lkeees ckhy chcthy lo
G631-O0310	f44v	f44v.9	7	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	dshor cthees l o lkeees ckhy chcthy lo
G631-O0311	f44v	f44v.10	5	cthal	BARE	NONE	cth	al	cthal	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	lsho qokchy tshy cphaiin cthal kal
G631-O0312	f44v	f44v.11	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okal chol chol choky okaiin cthy otal
G631-O0313	f44v	f44v.12	4	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	ychey teol chaiin chcthy ctho cthol
G631-O0314	f44v	f44v.12	5	ctho	BARE	NONE	cth	o	ctho	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychey teol chaiin chcthy ctho cthol
G631-O0315	f44v	f44v.12	6	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychey teol chaiin chcthy ctho cthol
G631-O0316	f45r	f45r.2	2	cthy	BARE	NONE	cth	y	cthy	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	shor cthy qoky qokol qokaiin chol chol ykaiin dar om
G631-O0317	f45r	f45r.3	2	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom
G631-O0318	f45r	f45r.3	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom
G631-O0319	f45r	f45r.3	9	cthom	BARE	NONE	cth	om	cthom	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom
G631-O0320	f45r	f45r.8	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchol cthy qodaiin cthy dain ey otydal daiin g
G631-O0321	f45r	f45r.8	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchol cthy qodaiin cthy dain ey otydal daiin g
G631-O0322	f45v	f45v.2	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okol chor daiin cthy okchol chom okolor dy okchol s
G631-O0323	f45v	f45v.3	9	cthod	BARE	NONE	cth	od	cthod	H	1	0	1	1	unmarkierte cth-Pflanzenteilform	qokchy l or cheol qotol qotol chy ky cthod ykar yd
G631-O0324	f45v	f45v.9	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychor cthy chol qokom sy sa ykchom
G631-O0325	f46r	f46r.7	9	cthy	BARE	NONE	cth	y	cthy	H	2	1	1	1	unmarkierte cth-Pflanzenteilform	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m
G631-O0326	f46r	f46r.7	13	chcthy	CH	ch	cth	y	cthy	H	2	0	0	1	trockene cth-Pflanzenteilform	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m
G631-O0327	f46r	f46r.8	8	cthdy	BARE	NONE	cth	dy	cthdy	H	2	1	1	1	unmarkierte cth-Pflanzenteilform	dsheol chy chckhy shy shdy chky chody cthdy s cheos chey
G631-O0328	f46v	f46v.5	13	cthy	BARE	NONE	cth	y	cthy	H	2	1	1	1	unmarkierte cth-Pflanzenteilform	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy
G631-O0329	f46v	f46v.6	11	cthey	BARE	NONE	cth	ey	cthey	H	2	0	0	1	unmarkierte cth-Pflanzenteilform	tor aiirchar shedy olaiin qotedy sheedy qokaldy qokedy doir chody cthey m
G631-O0330	f46v	f46v.12	4	chcthy	CH	ch	cth	y	cthy	H	2	1	1	1	trockene cth-Pflanzenteilform	dair aly chdam chcthy chdam
G631-O0331	f47r	f47r.4	2	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokcheo cthey chokain chol daiin kchdal
G631-O0332	f47r	f47r.7	3	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	schesy kchor cthaiin chol chol chol chor ey
G631-O0333	f47r	f47r.8	8	ctham	BARE	NONE	cth	am	ctham	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shokeey chy tchod choy sho chtchy char ctham
G631-O0334	f47v	f47v.4	7	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotol sheey kol sho keechy qoty cthy
G631-O0335	f48r	f48r.4	11	ctheety	BARE	NONE	cth	eety	ctheety	H	5	1	1	1	unmarkierte cth-Pflanzenteilform	tolkeol dain otaiin ykeedy chet ytedy tedy qokdy tshdy chetedy ctheety r
G631-O0336	f48r	f48r.5	10	cthar	BARE	NONE	cth	ar	cthar	H	5	1	1	1	unmarkierte cth-Pflanzenteilform	yteey teol okeody cheockhy olsheey qoekaiin octhey cholkar aiin cthar od
G631-O0337	f48v	f48v.2	7	cthdy	BARE	NONE	cth	dy	cthdy	H	5	1	1	1	unmarkierte cth-Pflanzenteilform	chey tedy otchody ykeedy otar yotedy cthdy okain chety choolkeey
G631-O0338	f48v	f48v.10	10	cthey	BARE	NONE	cth	ey	cthey	H	5	1	1	1	unmarkierte cth-Pflanzenteilform	tol chedy ytedy ykeol chdy chdor chtol chdy ytchedal cthey okar ar ary
G631-O0339	f49r	f49r.12	5	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	podaiin cheo kcho daiin chcthy
G631-O0340	f49r	f49r.13	6	cthodd	BARE	NONE	cth	odd	cthodd	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	d chol y tcheol daiin cthodd
G631-O0341	f49v	f49v.6	2	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	chotchy chcthy cthey koddy
G631-O0342	f49v	f49v.6	3	cthey	BARE	NONE	cth	ey	cthey	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	chotchy chcthy cthey koddy
G631-O0343	f49v	f49v.22	2	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchol cthol daiin choky
G631-O0344	f49v	f49v.36	6	chcthey	CH	ch	cth	ey	cthey	H	1	1	1	1	trockene cth-Pflanzenteilform	qotcho cheol chol s cho chcthey dcheol chotchody
G631-O0345	f49v	f49v.46	7	chctho	CH	ch	cth	o	ctho	H	1	1	1	1	trockene cth-Pflanzenteilform	oaiin cheky cho rchseesy kchor sol chctho s
G631-O0346	f4r	f4r.2	4	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchor shol shol cthol shtchy chaiin s choraiin chom
G631-O0347	f4r	f4r.4	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchol chy yty daiin okaiin cthy
G631-O0348	f4r	f4r.7	2	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotaiin cthol daiin cthom
G631-O0349	f4r	f4r.7	4	cthom	BARE	NONE	cth	om	cthom	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotaiin cthol daiin cthom
G631-O0350	f4r	f4r.8	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shor shol shol cthy cpholdy
G631-O0351	f4r	f4r.13	2	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin cthey
G631-O0352	f4v	f4v.2	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ol chey chy cthy shkchor sheo cheory choldy
G631-O0353	f4v	f4v.4	5	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokshy qocthy choteol daiin cthey choaiin
G631-O0354	f4v	f4v.8	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oleeeb chor cthol sho otor cthory
G631-O0355	f4v	f4v.8	6	cthory	BARE	NONE	cth	ory	cthory	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oleeeb chor cthol sho otor cthory
G631-O0356	f4v	f4v.9	4	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	qooko iiin cheog chcthy shoky daiin
G631-O0357	f51v	f51v.2	8	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dshody ckhody qokol dykaiin chy qokey daiin cthy
G631-O0358	f51v	f51v.3	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchody cthy chckhey qod ytchody dchol saiin ytam
G631-O0359	f51v	f51v.6	2	ctheody	BARE	NONE	cth	eody	ctheody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okor ctheody qocphy qokal qotaiin otykol chol daiin
G631-O0360	f52v	f52v.2	3	ctho	BARE	NONE	cth	o	ctho	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	ytchey chol ctho daiir shy kor ese chor chy dam
G631-O0361	f52v	f52v.4	2	ctheor	BARE	NONE	cth	eor	ctheor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchor ctheor ctheol cheeor cheol chckheey sody
G631-O0362	f52v	f52v.4	3	ctheol	BARE	NONE	cth	eol	ctheol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchor ctheor ctheol cheeor cheol chckheey sody
G631-O0363	f52v	f52v.5	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	yteey cthor cheos cpheodar dy sarg
G631-O0364	f52v	f52v.6	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotodaiin cthor oty kcholy
G631-O0365	f52v	f52v.7	3	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	pcheol sholoiin cthor aiin
G631-O0366	f52v	f52v.8	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	kodaiin cthy qokeey s ol
G631-O0367	f53r	f53r.9	3	ctheees	BARE	NONE	cth	eees	ctheees	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	otol chol ctheees os orol chod qoty
G631-O0368	f53v	f53v.2	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okeey daiin sheekol shom shol cthy dchom do
G631-O0369	f53v	f53v.3	5	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ydaiin cphom chol dockhy cthol dam oty
G631-O0370	f53v	f53v.5	5	ctheody	BARE	NONE	cth	eody	ctheody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ysheey ckhol chckhey daiin ctheody ydy
G631-O0371	f53v	f53v.9	4	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	octheody shody qodal cthody sheos shodaiin
G631-O0372	f54v	f54v.2	7	cthaildy	BARE	NONE	cth	aildy	cthaildy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal
G631-O0373	f54v	f54v.12	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tol chol cthol s
G631-O0374	f56r	f56r.11	4	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shy kcheey daiin cthol chos chokor
G631-O0375	f56r	f56r.15	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tcho tchol chol cthy
G631-O0376	f56r	f56r.16	3	ctho	BARE	NONE	cth	o	ctho	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	qotchy chody ctho r chey kcharg
G631-O0377	f56v	f56v.2	6	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shodshey qoteeey qoteey daiin qoteey cthar
G631-O0378	f56v	f56v.12	2	ctheey	BARE	NONE	cth	eey	ctheey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokchey ctheey lkeey kcheeytain
G631-O0379	f58r	f58r.36	5	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	skaiin shokal chockhy qoky chcthy ykeeshy shoekar
G631-O0380	f58v	f58v.10	4	ctholy	BARE	NONE	cth	oly	ctholy	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	ykair shey key ctholy qotalom qokals qokaiin okal okaldy ory
G631-O0381	f58v	f58v.13	7	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	qoeear alkeain ytal chos alor okal chcthy tal y kar
G631-O0382	f5r	f5r.2	6	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ochey okey qokaiin sho ckhoy cthey chey okas otol
G631-O0383	f5r	f5r.6	7	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy
G631-O0384	f5v	f5v.2	5	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchol chol otaiin dain cthor chots ychopordg
G631-O0385	f5v	f5v.4	7	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotor shees otol ykoiin shol daiin cthor okch y taiin
G631-O0386	f66r	f66r.52	3	cthdy	BARE	NONE	cth	dy	cthdy	T	5	1	1	1	unmarkierte cth-Pflanzenteilform	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy
G631-O0387	f66r	f66r.55	7	chctho	CH	ch	cth	o	ctho	T	5	1	1	1	trockene cth-Pflanzenteilform	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin
G631-O0388	f66r	f66r.59	3	shcthy	SH	sh	cth	y	cthy	T	5	0	0	1	feuchte cth-Pflanzenteilform	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard
G631-O0389	f66r	f66r.71	5	chcthedy	CH	ch	cth	edy	cthedy	T	5	0	0	1	trockene cth-Pflanzenteilform	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody
G631-O0390	f66r	f66r.76	7	shcthy	SH	sh	cth	y	cthy	T	5	1	1	1	feuchte cth-Pflanzenteilform	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy
G631-O0391	f66r	f66r.80	6	shcthy	SH	sh	cth	y	cthy	T	5	1	1	1	feuchte cth-Pflanzenteilform	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar
G631-O0392	f6r	f6r.2	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin chckhy chor chor kar cthy cthor chotols
G631-O0393	f6r	f6r.2	7	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin chckhy chor chor kar cthy cthor chotols
G631-O0394	f6r	f6r.5	5	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tar okoiin shees ytaly cthaiin odam
G631-O0395	f6r	f6r.6	6	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	or al daiin ckham okom cthaiin ydaiin
G631-O0396	f6r	f6r.10	2	ctheod	BARE	NONE	cth	eod	ctheod	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchor ctheod chy shor od she od
G631-O0397	f6r	f6r.12	3	cthom	BARE	NONE	cth	om	cthom	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	or shol cthom chor cthy
G631-O0398	f6r	f6r.12	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	or shol cthom chor cthy
G631-O0399	f6r	f6r.13	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qocthol yodaiin cthy
G631-O0400	f6v	f6v.7	4	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychos ychol daiin cthol dol
G631-O0401	f6v	f6v.9	4	cthom	BARE	NONE	cth	om	cthom	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oeeo dal chor cthom s
G631-O0402	f6v	f6v.11	4	ctho	BARE	NONE	cth	o	ctho	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	lor char otam ctho m dy
G631-O0403	f6v	f6v.12	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ytchos shy qokam cthy
G631-O0404	f6v	f6v.13	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	yodaiin cthy s chor oees or
G631-O0405	f6v	f6v.14	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokor chol cthol tchalody
G631-O0406	f6v	f6v.16	2	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ochy cthar cthar cthy
G631-O0407	f6v	f6v.16	3	cthar	BARE	NONE	cth	ar	cthar	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	ochy cthar cthar cthy
G631-O0408	f6v	f6v.16	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ochy cthar cthar cthy
G631-O0409	f6v	f6v.17	4	cthodam	BARE	NONE	cth	odam	cthodam	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	y chaies ckhal cthodam dy
G631-O0410	f75r	f75r.6	6	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	pcheykeeor olky dar okey qokain chcthy qokeedy qoky
G631-O0411	f75r	f75r.9	2	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal
G631-O0412	f75r	f75r.33	8	chcthedy	CH	ch	cth	edy	cthedy	B	2	1	1	1	trockene cth-Pflanzenteilform	qokeey l shedy qo l chedy qokain chcthedy ltedy darom
G631-O0413	f75v	f75v.5	10	cthedy	BARE	NONE	cth	edy	cthedy	B	2	1	1	1	unmarkierte cth-Pflanzenteilform	dl shckhy kain olchey qokain dalyrd dl shedy qoteedy cthedy loly
G631-O0414	f75v	f75v.68	2	cthey	BARE	NONE	cth	ey	cthey	B	2	0	0	1	unmarkierte cth-Pflanzenteilform	o cthey shedy otol chckhey ldy
G631-O0415	f76r	f76r.2	3	cthar	BARE	NONE	cth	ar	cthar	T	2	1	1	1	unmarkierte cth-Pflanzenteilform	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey
G631-O0416	f76r	f76r.30	3	shcthy	SH	sh	cth	y	cthy	T	2	0	0	1	feuchte cth-Pflanzenteilform	darchey cheolchey shcthy chedy qo qokey dalaiin sheeky qokain olky sain chy
G631-O0417	f76r	f76r.34	10	shcthy	SH	sh	cth	y	cthy	T	2	1	1	1	feuchte cth-Pflanzenteilform	cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly
G631-O0418	f76r	f76r.35	5	chcthy	CH	ch	cth	y	cthy	T	2	1	1	1	trockene cth-Pflanzenteilform	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy
G631-O0419	f76r	f76r.35	11	chcthy	CH	ch	cth	y	cthy	T	2	1	1	1	trockene cth-Pflanzenteilform	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy
G631-O0420	f76v	f76v.5	4	chcthedy	CH	ch	cth	edy	cthedy	B	2	1	1	1	trockene cth-Pflanzenteilform	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg
G631-O0421	f76v	f76v.14	5	cthedy	BARE	NONE	cth	edy	cthedy	B	2	1	1	1	unmarkierte cth-Pflanzenteilform	qokeedy qol cheedy otedy cthedy otedy qoteedy shcthedy qoeekeedy deedy
G631-O0422	f76v	f76v.14	8	shcthedy	SH	sh	cth	edy	cthedy	B	2	1	1	1	feuchte cth-Pflanzenteilform	qokeedy qol cheedy otedy cthedy otedy qoteedy shcthedy qoeekeedy deedy
G631-O0423	f76v	f76v.21	1	cthedy	BARE	NONE	cth	edy	cthedy	B	2	1	1	1	unmarkierte cth-Pflanzenteilform	cthedy oteol chdar chckhy chees salkchdy chey lcheedy lchedy qoteedy
G631-O0424	f77r	f77r.11	6	shcthey	SH	sh	cth	ey	cthey	B	2	1	1	1	feuchte cth-Pflanzenteilform	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham
G631-O0425	f77r	f77r.26	4	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	qoteedy qokeedy qokaiin chcthy lchedy qokaly
G631-O0426	f77v	f77v.31	4	shcthy	SH	sh	cth	y	cthy	B	2	1	1	1	feuchte cth-Pflanzenteilform	qoas shedy qokaiin shcthy qotedy rchr oltedy lchy
G631-O0427	f78r	f78r.6	6	chcthey	CH	ch	cth	ey	cthey	B	2	0	0	1	trockene cth-Pflanzenteilform	yteedy qotal dol shedy qokedar chcthey otor dor or
G631-O0428	f78r	f78r.31	8	cthdy	BARE	NONE	cth	dy	cthdy	B	2	1	1	1	unmarkierte cth-Pflanzenteilform	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy
G631-O0429	f78v	f78v.2	4	cthdy	BARE	NONE	cth	dy	cthdy	B	2	0	0	1	unmarkierte cth-Pflanzenteilform	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal
G631-O0430	f78v	f78v.11	9	chcthy	CH	ch	cth	y	cthy	B	2	0	0	1	trockene cth-Pflanzenteilform	qol chedy qol okeey ykal ol chdy qokain chcthy daiin
G631-O0431	f78v	f78v.28	7	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	olkain shey qokey okar ol oteedy chcthy los aiin d
G631-O0432	f79r	f79r.5	3	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	qokal shedy chcthy or chear salchey qol shal chey l cheol chol chy
G631-O0433	f79r	f79r.8	6	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	qokol cheedy qokal shed ykchedy chcthy yoky qokal cholo
G631-O0434	f79r	f79r.11	7	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	shoy chedy tshey dshdy otchar shek chcthy otal ory
G631-O0435	f79r	f79r.25	8	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	cholchey qotshy qol shey qokar shedy oteey chcthy
G631-O0436	f79v	f79v.21	8	cther	BARE	NONE	cth	er	cther	B	2	1	1	1	unmarkierte cth-Pflanzenteilform	dshey qokal sheedy sheky orain otshdy dain cther aror
G631-O0437	f7r	f7r.7	2	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dshoy cthol chol otchol dain shody shol chotchy
G631-O0438	f7v	f7v.2	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chochy cthy daiin qoky chy daiin cthol cthy cthd
G631-O0439	f7v	f7v.2	7	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chochy cthy daiin qoky chy daiin cthol cthy cthd
G631-O0440	f7v	f7v.2	8	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chochy cthy daiin qoky chy daiin cthol cthy cthd
G631-O0441	f7v	f7v.2	9	cthd	BARE	NONE	cth	d	cthd	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chochy cthy daiin qoky chy daiin cthol cthy cthd
