clause_id	physical_page	register	start_event	end_event	events	learned_card_events	composed_events	spoken_units	end_reason	hybrid_card_translation_de	event_ids
P915-C286	f83r	BIOLOGICAL	P912-E1562	P912-E1563	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: der naechste ansatz; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1562|P912-E1563
P915-C287	f83r	BIOLOGICAL	P912-E1564	P912-E1574	11	3	8	11	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ausführen, Material einsetzen, absetzen lassen, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten, Arbeitsgegenstand halten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, bezeichneter Teil, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgegenstand halten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, im selben Arbeitsgang fortfahren, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: quelle wählen; dann gebildete Karte: absetzen lassen, Sollmaß; dann gebildete Karte: Arbeitsgang ausführen, durch einen Durchlass führen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: einheit wählen; dann gebildete Karte: Arbeitsgut umsetzen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1564|P912-E1565|P912-E1566|P912-E1567|P912-E1568|P912-E1569|P912-E1570|P912-E1571|P912-E1572|P912-E1573|P912-E1574
P915-C288	f83r	BIOLOGICAL	P912-E1575	P912-E1577	3	2	1	3	LICENSED_DY_CLOSE	gebildete Karte: neuen Kartenblock beginnen, kurz oder direkt, Arbeitsgang einstellen, Ziel- oder Anschlussstelle; dann Merkformel: zur zielstelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1575|P912-E1576|P912-E1577
P915-C289	f83r	BIOLOGICAL	P912-E1578	P912-E1579	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: kurz halten; dann Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1578|P912-E1579
P915-C290	f83r	BIOLOGICAL	P912-E1580	P912-E1581	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: auffangen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: nächsten schritt länger; ende. Arbeitszug beendet.	P912-E1580|P912-E1581
P915-C291	f83r	BIOLOGICAL	P912-E1582	P912-E1583	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1582|P912-E1583
P915-C292	f83r	BIOLOGICAL	P912-E1584	P912-E1586	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: damit weiter; dann gebildete Karte: vollständig, Arbeitsgang einstellen, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1584|P912-E1585|P912-E1586
P915-C293	f83r	BIOLOGICAL	P912-E1587	P912-E1590	4	3	1	4	LICENSED_DY_CLOSE	Merkformel: diesen posten ansetzen; dann Merkformel: sollwert wählen; dann gebildete Karte: auffangen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1587|P912-E1588|P912-E1589|P912-E1590
P915-C294	f83r	BIOLOGICAL	P912-E1591	P912-E1591	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E1591
P915-C295	f83r	BIOLOGICAL	P912-E1592	P912-E1594	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: damit weiter; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1592|P912-E1593|P912-E1594
P915-C296	f83r	BIOLOGICAL	P912-E1595	P912-E1596	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1595|P912-E1596
P915-C297	f83r	BIOLOGICAL	P912-E1597	P912-E1600	4	1	3	4	LICENSED_DY_CLOSE	gebildete Karte: bezeichneten Anteil entnehmen, durch einen Durchlass führen, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: quelle wählen; dann gebildete Karte: Arbeitsgut umsetzen, Flüssigkeits- oder Stationslauf; dann gebildete Karte: danach oder nächster Posten, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1597|P912-E1598|P912-E1599|P912-E1600
P915-C298	f83r	BIOLOGICAL	P912-E1601	P912-E1601	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1601
P915-C299	f83r	BIOLOGICAL	P912-E1602	P912-E1606	5	2	3	5	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgut umsetzen, Portion; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: danach oder nächster Posten, kurz oder direkt, Sollmaß; dann gebildete Karte: danach oder nächster Posten, Sollmaß; dann Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E1602|P912-E1603|P912-E1604|P912-E1605|P912-E1606
P915-C300	f83r	BIOLOGICAL	P912-E1607	P912-E1607	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1607
P915-C301	f83r	BIOLOGICAL	P912-E1608	P912-E1609	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang einstellen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E1608|P912-E1609
P915-C302	f83r	BIOLOGICAL	P912-E1610	P912-E1611	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: an der zielstelle ansetzen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1610|P912-E1611
P915-C303	f83r	BIOLOGICAL	P912-E1612	P912-E1612	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1612
P915-C304	f83r	BIOLOGICAL	P912-E1613	P912-E1622	10	4	6	10	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, bis bereit führen, kurz oder direkt, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, bis bereit führen, dieser Arbeitsgegenstand; dann Merkformel: der naechste ansatz; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgang ausführen, auf der Unterstufe, Arbeitsstufe; dann Merkformel: bis bereit führen; dann gebildete Karte: Arbeitsgang einstellen, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten, Sollmaß; dann gebildete Karte: im selben Arbeitsgang fortfahren, Ziel- oder Anschlussstelle, dieser Arbeitsgegenstand; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1613|P912-E1614|P912-E1615|P912-E1616|P912-E1617|P912-E1618|P912-E1619|P912-E1620|P912-E1621|P912-E1622
P915-C305	f83r	BIOLOGICAL	P912-E1623	P912-E1623	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1623
P915-C306	f83r	BIOLOGICAL	P912-E1624	P912-E1626	3	2	1	3	LICENSED_DY_CLOSE	gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1624|P912-E1625|P912-E1626
P915-C307	f83r	BIOLOGICAL	P912-E1627	P912-E1633	7	5	2	7	LICENSED_DY_CLOSE	Merkformel: diesen posten umsetzen; dann gebildete Karte: danach oder nächster Posten, Ziel- oder Anschlussstelle; dann Merkformel: danach dieser posten; dann Merkformel: länger ansetzen; dann Merkformel: diesen posten ansetzen; dann gebildete Karte: Arbeitsgang einstellen, im selben Arbeitsgang fortfahren; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1627|P912-E1628|P912-E1629|P912-E1630|P912-E1631|P912-E1632|P912-E1633
P915-C308	f83r	BIOLOGICAL	P912-E1634	P912-E1634	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, dieser Arbeitsgegenstand, befestigen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1634
P915-C309	f83r	BIOLOGICAL	P912-E1635	P912-E1637	3	3	0	3	LICENSED_DY_CLOSE	Merkformel: eine portion; dann Merkformel: diesen posten umsetzen; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1635|P912-E1636|P912-E1637
P915-C310	f83r	BIOLOGICAL	P912-E1638	P912-E1638	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, durch einen Durchlass führen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1638
P915-C311	f83r	BIOLOGICAL	P912-E1639	P912-E1639	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, durch einen Durchlass führen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1639
P915-C312	f83r	BIOLOGICAL	P912-E1640	P912-E1643	4	3	1	4	LICENSED_DY_CLOSE	Merkformel: sollwert wählen; dann gebildete Karte: Arbeitsgegenstand behandeln, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: länger halten; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1640|P912-E1641|P912-E1642|P912-E1643
P915-C313	f83r	BIOLOGICAL	P912-E1644	P912-E1644	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1644
P915-C314	f83r	BIOLOGICAL	P912-E1645	P912-E1645	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E1645
P915-C315	f83r	BIOLOGICAL	P912-E1646	P912-E1648	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsvariante auswählen, Ziel- oder Anschlussstelle, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: länger halten; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1646|P912-E1647|P912-E1648
P915-C316	f83r	BIOLOGICAL	P912-E1649	P912-E1650	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Material zugeben, kurz oder direkt, bezeichnete s-Stelle, bezeichneter Teil; dann Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E1649|P912-E1650
P915-C317	f83r	BIOLOGICAL	P912-E1651	P912-E1652	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: variante wählen; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1651|P912-E1652
P915-C318	f83r	BIOLOGICAL	P912-E1653	P912-E1653	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1653
P915-C319	f83r	BIOLOGICAL	P912-E1654	P912-E1657	4	2	2	4	LICENSED_DY_CLOSE	Merkformel: diesen posten ansetzen; dann Merkformel: sollwert wählen; dann gebildete Karte: Arbeitsgang einstellen, kurz oder direkt, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1654|P912-E1655|P912-E1656|P912-E1657
P915-C320	f83r	BIOLOGICAL	P912-E1658	P912-E1658	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1658
P915-C321	f83r	BIOLOGICAL	P912-E1659	P912-E1659	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1659
P915-C322	f83r	BIOLOGICAL	P912-E1660	P912-E1662	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: den auszug weiterführen; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1660|P912-E1661|P912-E1662
P915-C323	f83r	BIOLOGICAL	P912-E1663	P912-E1671	9	7	2	9	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; dann Merkformel: dieser posten; dann Merkformel: variante wählen; dann Merkformel: nach sollmaß; dann gebildete Karte: Arbeitsgegenstand halten, länger oder gehalten, Material zugeben, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; dann Merkformel: einheit wählen; dann gebildete Karte: Arbeitsgegenstand halten, Material zugeben, dieser Arbeitsgegenstand; dann Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1663|P912-E1664|P912-E1665|P912-E1666|P912-E1667|P912-E1668|P912-E1669|P912-E1670|P912-E1671
P915-C324	f83r	BIOLOGICAL	P912-E1672	P912-E1683	12	8	4	12	LICENSED_DY_CLOSE	gebildete Karte: bezeichneter Teil, im selben Arbeitsgang fortfahren, absetzen lassen; dann Merkformel: diesen posten ansetzen; dann Merkformel: sollwert wählen; dann Merkformel: kurz behandeln; dann gebildete Karte: Arbeitsgang ansetzen, länger oder gehalten, im selben Arbeitsgang fortfahren; dann Merkformel: eine portion ansetzen; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Arbeitsvariante auswählen, Ansatz oder Zubereitung; dann Merkformel: nach sollmaß; dann Merkformel: dieser posten; dann Merkformel: kurz halten; dann gebildete Karte: spülen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1672|P912-E1673|P912-E1674|P912-E1675|P912-E1676|P912-E1677|P912-E1678|P912-E1679|P912-E1680|P912-E1681|P912-E1682|P912-E1683
P915-C325	f83r	BIOLOGICAL	P912-E1684	P912-E1686	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: diesen posten ansetzen; dann Merkformel: damit weiter; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1684|P912-E1685|P912-E1686
P915-C326	f83r	BIOLOGICAL	P912-E1687	P912-E1687	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1687
P915-C327	f83r	BIOLOGICAL	P912-E1688	P912-E1689	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1688|P912-E1689
P915-C328	f83r	BIOLOGICAL	P912-E1690	P912-E1693	4	2	2	4	LICENSED_DY_CLOSE	Merkformel: der ansatz; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgang ausführen, durch einen Durchlass führen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Flüssigkeits- oder Stationslauf, dieser Arbeitsgegenstand, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1690|P912-E1691|P912-E1692|P912-E1693
P915-C329	f83r	BIOLOGICAL	P912-E1694	P912-E1699	6	2	4	6	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann Merkformel: kurz halten; dann gebildete Karte: Material zugeben, Portion; dann gebildete Karte: bezeichneten Anteil entnehmen, durch einen Durchlass führen, Ziel- oder Anschlussstelle; dann gebildete Karte: Arbeitsvariante auswählen, im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1694|P912-E1695|P912-E1696|P912-E1697|P912-E1698|P912-E1699
P915-C330	f83r	BIOLOGICAL	P912-E1700	P912-E1702	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgut umsetzen, Sollmaß; dann gebildete Karte: auffangen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1700|P912-E1701|P912-E1702
P915-C331	f83r	BIOLOGICAL	P912-E1703	P912-E1717	15	8	7	14	LICENSED_DY_CLOSE	gebildete Karte: auffangen, Portion; dann Merkformel: zur zielstelle; dann Merkformel: damit weiter (2×); dann gebildete Karte: bezeichneten Anteil entnehmen, bis bereit führen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, im selben Arbeitsgang fortfahren; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: danach oder nächster Posten, Ziel- oder Anschlussstelle; dann Merkformel: quelle wählen; dann gebildete Karte: Material zugeben, Entnahmestelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1703|P912-E1704|P912-E1705|P912-E1706|P912-E1707|P912-E1708|P912-E1709|P912-E1710|P912-E1711|P912-E1712|P912-E1713|P912-E1714|P912-E1715|P912-E1716|P912-E1717
P915-C332	f83r	BIOLOGICAL	P912-E1720	P912-E1720	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: danach oder nächster Posten, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1720
P915-C333	f83r	BIOLOGICAL	P912-E1721	P912-E1721	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1721
P915-C334	f83r	BIOLOGICAL	P912-E1722	P912-E1730	9	5	4	9	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: absetzen lassen, Ziel- oder Anschlussstelle; dann Merkformel: zur zielstelle; dann Merkformel: den auszug weiterführen; dann gebildete Karte: entlang des Arbeitswegs führen, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgut umsetzen, Ziel- oder Anschlussstelle; dann Merkformel: nach sollmaß; dann Merkformel: damit weiter; dann gebildete Karte: zweite Arbeitsstufe, Arbeitsstufe; dann Merkformel: diesen posten umsetzen. Zur Fortsetzung offen.	P912-E1722|P912-E1723|P912-E1724|P912-E1725|P912-E1726|P912-E1727|P912-E1728|P912-E1729|P912-E1730
P915-C335	f83r	BIOLOGICAL	P912-E1733	P912-E1748	16	9	7	16	PAGE_END_OPEN	gebildete Karte: auffangen, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: kurz oder direkt, Material zugeben, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Zustand kennzeichnen, Ziel- oder Anschlussstelle, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann gebildete Karte: Arbeitsvariante auswählen, im selben Arbeitsgang fortfahren, Arbeitsgegenstand behandeln, Ziel- oder Anschlussstelle; dann Merkformel: den auszug weiterführen; dann Merkformel: danach aus der quelle; dann Merkformel: damit weiter; dann Merkformel: nach sollmaß; dann Merkformel: damit weiter; dann Merkformel: eine portion; dann Merkformel: dieser posten; dann gebildete Karte: entlang des Arbeitswegs führen, Ziel- oder Anschlussstelle, Ansatz oder Zubereitung; dann Merkformel: damit weiter; dann gebildete Karte: Zustand kennzeichnen, Arbeitsgang einstellen, Portion; dann gebildete Karte: bis bereit führen, Ziel- oder Anschlussstelle. Zur Fortsetzung offen.	P912-E1733|P912-E1734|P912-E1735|P912-E1736|P912-E1737|P912-E1738|P912-E1739|P912-E1740|P912-E1741|P912-E1742|P912-E1743|P912-E1744|P912-E1745|P912-E1746|P912-E1747|P912-E1748
P915-C336	f67r2	ZODIAC	P912-E1777	P912-E1783	7	3	4	7	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ausführen, Material einsetzen, Arbeitsgang ausführen, bezeichneter Teil, im selben Arbeitsgang fortfahren; dann Merkformel: variante wählen; dann Merkformel: eine portion; dann gebildete Karte: Ziel- oder Anschlussstelle, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgang ausführen, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneter Teil, Arbeitsgang ausführen, Arbeitsstufe; dann Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E1777|P912-E1778|P912-E1779|P912-E1780|P912-E1781|P912-E1782|P912-E1783
P915-C337	f67r2	ZODIAC	P912-E1785	P912-E1803	19	10	9	19	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: Arbeitsgang ausführen, zweite Arbeitsstufe, kurz oder direkt, Arbeitsstufe; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgang ausführen, kurz oder direkt, Arbeitsvariante auswählen; dann gebildete Karte: Arbeitsgang ausführen, kurz oder direkt, Material zugeben, Portion; dann Merkformel: dieser posten; dann Merkformel: danach dieser posten; dann gebildete Karte: Arbeitsvariante auswählen, Ansatz oder Zubereitung, Sollmaß, Zustand kennzeichnen; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgang ausführen, Material einsetzen, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann Merkformel: zur zielstelle; dann gebildete Karte: dieser Arbeitsgegenstand, bezeichneter Teil, bezeichneten Anteil entnehmen, Arbeitsgang ausführen, Arbeitsvariante auswählen; dann Merkformel: eine portion; dann Merkformel: aus der quelle; dann gebildete Karte: Innenstelle, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, trennen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, Entnahmestelle, Ziel- oder Anschlussstelle; dann Merkformel: einheit wählen; dann Merkformel: an der innenstelle; dann Merkformel: aus der quelle. Zur Fortsetzung offen.	P912-E1785|P912-E1786|P912-E1787|P912-E1788|P912-E1789|P912-E1790|P912-E1791|P912-E1792|P912-E1793|P912-E1794|P912-E1795|P912-E1796|P912-E1797|P912-E1798|P912-E1799|P912-E1800|P912-E1801|P912-E1802|P912-E1803
P915-C338	f67r2	ZODIAC	P912-E1805	P912-E1817	13	4	9	13	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: Arbeitsgang ausführen, Material einsetzen, Entnahmestelle, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, Ziel- oder Anschlussstelle, Arbeitsvariante auswählen, Portion; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgang ausführen, zweite Arbeitsstufe, Zustand kennzeichnen; dann gebildete Karte: Arbeitsgang ausführen, über einen Nebenpfad, Entnahmestelle; dann Merkformel: aus der quelle; dann gebildete Karte: dieser Arbeitsgegenstand, zweite Arbeitsstufe, Innenstelle; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, kurz oder direkt, Arbeitsgang ausführen, Ansatz oder Zubereitung; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, Arbeitsgang ausführen; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, Arbeitsgang ausführen; dann Merkformel: zustand markieren; dann Merkformel: nach sollmaß; dann Merkformel: an der innenstelle. Zur Fortsetzung offen.	P912-E1805|P912-E1806|P912-E1807|P912-E1808|P912-E1809|P912-E1810|P912-E1811|P912-E1812|P912-E1813|P912-E1814|P912-E1815|P912-E1816|P912-E1817
P915-C339	f67r2	ZODIAC	P912-E1820	P912-E1820	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, Arbeitsgang ausführen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1820
P915-C340	f67r2	ZODIAC	P912-E1821	P912-E1823	3	1	2	3	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Merkformel: sollwert wählen; dann gebildete Karte: Arbeitsgang ausführen, im selben Arbeitsgang fortfahren; dann gebildete Karte: im selben Arbeitsgang fortfahren, im selben Arbeitsgang fortfahren. Zur Fortsetzung offen.	P912-E1821|P912-E1822|P912-E1823
P915-C341	f67r2	ZODIAC	P912-E1825	P912-E1831	7	0	7	7	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: bezeichneter Teil, Arbeitsgang ausführen, Arbeitsvariante auswählen, Entnahmestelle; dann gebildete Karte: Arbeitsgang ausführen, zweite Arbeitsstufe, Arbeitsvariante auswählen; dann gebildete Karte: Flüssigkeits- oder Stationslauf; dann gebildete Karte: Ziel- oder Anschlussstelle, Sollmaß; dann gebildete Karte: bezeichneter Teil, Arbeitsgang ansetzen, weiteren Posten zugeben; dann gebildete Karte: Arbeitsgang ausführen, kurz oder direkt, Entnahmestelle; dann gebildete Karte: Arbeitsgang ausführen, zweite Arbeitsstufe, entlang des Arbeitswegs führen. Zur Fortsetzung offen.	P912-E1825|P912-E1826|P912-E1827|P912-E1828|P912-E1829|P912-E1830|P912-E1831
P915-C342	f67r2	ZODIAC	P912-E1834	P912-E1839	6	3	3	6	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Merkformel: damit weiter; dann gebildete Karte: einmal ausführen, Arbeitsstufe; dann gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, Ansatz oder Zubereitung; dann Merkformel: nach sollmaß; dann Merkformel: der ansatz. Zur Fortsetzung offen.	P912-E1834|P912-E1835|P912-E1836|P912-E1837|P912-E1838|P912-E1839
