record_id	plaintext	units	unit_names
1205	rationem	49,2,9,56,27,5,42,96	a C ok N p s r z
1206	pontis	85,27,5,9,56,87	P p s ok N g
1207	instituit	56,5,89,9,56,9,93,56,9	N s I ok N ok u N ok
1208	tigna	9,56,90,5,2	ok N x s C
1209	bina	7,56,5,2	d N s C
1210	sesquipedalia	89,42,89,0,56,85,42,11,2,94,56,2	I r I ol N P r k C c N C
1211	paulum	85,2,93,94,46	P C u c T
1212	ab	2,7	C d
1213	imo	56,96,27	N z p
1214	praeacuta	85,49,2,42,2,86,93,9,2	P a C r C n u ok C
1215	dimensa	11,56,96,42,5,89,2	k N z r s I C
1216	ad	2,11	C k
1217	altitudinem	2,94,9,56,9,93,11,56,5,42,96	C c ok N ok u k N s r z
1218	intervallo	56,5,9,71,23,2,94,94,27	N s ok q l C c c p
1219	pedum	85,42,11,46	P r k T
1220	duorum	11,93,27,49,46	k u p a T
1221	inter	56,5,9,71	N s ok q
1222	se	15	Ce
1223	iungebat	56,93,5,90,42,7,2,9	N u s x r d C ok
1224	cum	20,95	e h
1225	immissa	56,97,96,96,56,89,89,2	N v z z N I I C
1226	in	1	y
1227	adegerat	2,11,42,90,71,2,9	C k r x q C ok
1228	non	5,27,5	s p s
1229	sublicae	89,93,7,94,56,86,2,42	I u d c N n C r
1230	modo	96,27,11,27	z p k p
1231	derecte	11,8,86,9,42	k o n ok r
1232	ad	2,11	C k
1233	perpendiculum	85,71,85,42,5,11,56,86,93,94,46	P q P r s k N n u c T
1234	sed	89,42,11	I r k
1235	prone	85,49,27,5,42	P a p s r
1236	ac	2,86	C n
1237	ut	12	al
1238	secundum	89,42,86,93,5,11,46	I r n u s k T
1239	naturam	5,2,9,93,49,2,96	s C ok u a C z
1240	procumberent	85,49,27,86,95,7,71,6	P a p n h d q aN
1241	iis	56,56,87	N N g
1242	item	56,9,42,96	N ok r z
1243	contraria	13,9,49,2,49,56,2	S ok a C a N C
1244	duo	11,93,27	k u p
1245	ad	2,11	C k
1246	eundem	42,93,5,11,42,96	r u s k r z
1247	modum	96,27,11,46	z p k T
1248	iuncta	56,93,5,86,9,2	N u s n ok C
1249	intervallo	56,5,9,71,23,2,94,94,27	N s ok q l C c c p
1250	pedum	85,42,11,46	P r k T
1251	quadragenum	92,2,11,49,2,90,42,5,46	j C k a C x r s T
1252	ab	2,7	C d
1253	parte	85,2,49,9,42	P C a ok r
1254	contra	13,9,49,2	S ok a C
1255	vim	23,56,96	l N z
1256	atque	2,9,91	C ok b
1257	impetu	56,96,85,42,9,93	N z P r ok u
1258	conversa	13,23,71,89,2	S l q I C
1259	statuebat	89,9,2,9,93,42,7,2,9	I ok C ok u r d C ok
1260	utraque	93,9,49,2,91	u ok a C b
1261	insuper	56,5,89,93,85,71	N s I u P q
1262	bipedalibus	7,56,85,42,11,2,94,56,7,93,87	d N P r k C c N d u g
1263	trabibus	9,49,2,7,56,7,93,87	ok a C d N d u g
1264	immissis	56,96,96,56,89,89,56,87	N z z N I I N g
1265	quantum	92,2,5,9,46	j C s ok T
1266	eorum	42,27,49,46	r p a T
1267	tignorum	9,56,90,5,27,49,46	ok N x s p a T
1268	iunctura	56,93,5,86,9,93,49,2	N u s n ok u a C
1269	distabat	11,56,89,9,2,7,2,9	k N I ok C d C ok
1270	binis	7,56,5,56,87	d N s N g
1271	utrimque	93,9,49,56,96,91	u ok a N z b
1272	ab	2,7	C d
1273	parte	85,2,49,9,42	P C a ok r
1274	distinebantur	11,56,89,9,56,5,42,7,2,5,9,93,49	k N I ok N s r d C s ok u a
1275	quibus	92,56,7,93,87	j N d u g
1276	disclusis	11,56,89,86,94,93,89,56,87	k N I n c u I N g
1277	atque	2,9,91	C ok b
1278	in	1	y
1279	contrariam	13,9,49,2,49,56,2,96	S ok a C a N C z
1280	partem	85,2,49,9,42,96	P C a ok r z
1281	revinctis	49,42,23,56,5,86,9,56,87	a r l N s n ok N g
1282	tanta	9,2,5,9,2	ok C s ok C
1283	erat	71,2,9	q C ok
1284	operis	27,85,71,56,87	p P q N g
1285	atque	2,9,91	C ok b
1286	ea	42,2	r C
1287	rerum	49,71,46	a q T
1288	natura	5,2,9,93,49,2	s C ok u a C
1289	ut	12	al
1290	quo	92,27	j p
1291	maior	96,2,56,27,49	z C N p a
1292	vis	23,56,87	l N g
1293	aquae	2,0,2,42	C ol C r
1294	se	15	Ce
1295	incitavisset	56,5,86,56,9,2,23,56,89,89,42,9	N s n N ok C l N I I r ok
1296	artius	2,49,9,56,93,87	C a ok N u g
1297	inligata	56,5,94,56,90,2,9,2	N s c N x C ok C
1298	tenerentur	9,42,5,71,6,93,49	ok r s q aN u a
1299	derecta	11,8,86,9,2	k o n ok C
1300	materia	96,2,9,71,56,2	z C ok q N C
1301	iniecta	56,5,56,42,86,9,2	N s N r n ok C
1302	ac	2,86	C n
1303	longuriis	94,27,5,90,93,49,56,56,87	c p s x u a N N g
1304	cratibusque	20,49,2,9,56,7,93,89,91	e a C ok N d u I b
1305	consternebantur	13,89,9,71,5,42,7,2,5,9,93,49	S I ok q s r d C s ok u a
1306	ac	2,86	C n
1307	setius	89,42,9,56,97,93,87	I r ok N v u g
1308	sublicae	89,93,7,94,56,86,2,42	I u d c N n C r
1309	et	22	E
1310	ad	2,11	C k
1311	partem	85,2,49,9,42,96	P C a ok r z
1312	oblique	27,7,94,56,91	p d c N b
1313	agebantur	2,90,42,7,2,5,9,93,49	C x r d C s ok u a
1314	quae	92,2,42	j C r
1315	pro	85,49,27	P a p
1316	ariete	2,49,56,42,9,42	C a N r ok r
1317	subiectae	89,93,7,56,42,86,9,2,42	I u d N r n ok C r
1318	et	22	E
1319	cum	20,95	e h
1320	omni	27,96,5,56	p z s N
1321	opere	27,85,8	p P o
1322	coniunctae	13,56,93,5,86,9,2,42	S N u s n ok C r
1323	vim	23,56,96	l N z
1324	et	22	E
1325	aliae	2,94,56,2,42	C c N C r
1326	item	56,9,42,96	N ok r z
1327	supra	89,93,85,49,2	I u P a C
1328	pontem	85,27,5,9,42,96	P p s ok r z
1329	mediocri	96,42,11,56,27,86,49,56	z r k N p n a N
1330	spatio	89,85,2,9,56,27	I P C ok N p
1331	ut	12	al
1332	si	89,56	I N
1333	arborum	2,49,7,27,49,46	C a d p a T
1334	trunci	9,49,93,5,86,56	ok a u s n N
1335	sive	89,56,23,42	I N l r
1336	naves	5,2,23,42,87	s C l r g
1337	deiciendi	11,42,56,86,56,42,5,11,56	k r N n N r s k N
1338	operis	27,85,71,56,87	p P q N g
1339	causa	20,2,93,89,2	e C u I C
1340	essent	42,89,89,6	r I I aN
1341	a	2	C
1342	barbaris	7,2,49,7,2,49,56,87	d C a d C a N g
1343	missae	96,56,89,89,2,42	z N I I C r
1344	earum	42,2,49,46	r C a T
1345	rerum	49,71,46	a q T
1346	vis	23,56,87	l N g
1347	minueretur	96,56,5,93,8,9,93,49	z N s u o ok u a
1348	neu	5,42,93	s r u
1349	ponti	85,27,5,9,56	P p s ok N
1350	nocerent	5,27,86,71,6	s p n q aN
1351	diebus	11,56,42,7,93,87	k N r d u g
1352	quibus	92,56,7,93,87	j N d u g
1353	materia	96,2,9,71,56,2	z C ok q N C
1354	coepta	20,27,42,85,9,2	e p r P ok C
1355	erat	71,2,9	q C ok
1356	comportari	20,27,96,85,27,49,9,2,49,56	e p z P p a ok C a N
1357	omni	27,96,5,56	p z s N
1358	opere	27,85,8	p P o
1359	traducitur	9,49,2,11,93,86,56,9,93,49	ok a C k u n N ok u a
1360	caesar	20,2,42,89,2,49	e C r I C a
1361	ad	2,11	C k
1362	utramque	93,9,49,2,96,91	u ok a C z b
1363	partem	85,2,49,9,42,96	P C a ok r z
1364	pontis	85,27,5,9,56,87	P p s ok N g
1365	praesidio	85,49,2,42,89,56,11,56,27	P a C r I N k N p
1366	relicto	49,42,94,56,86,9,27	a r c N n ok p
1367	in	1	y
1368	sugambrorum	89,93,90,2,96,7,49,27,49,46	I u x C z d a p a T
1369	contendit	13,9,42,5,11,56,9	S ok r s k N ok
1370	interim	56,5,9,71,56,96	N s ok q N z
1371	a	2	C
1372	compluribus	20,27,96,85,94,93,49,56,7,93,87	e p z P c u a N d u g
1373	civitatibus	20,56,23,56,9,2,9,56,7,93,87	e N l N ok C ok N d u g
1374	ad	2,11	C k
1375	eum	42,46	r T
1376	legati	94,42,90,2,9,56	c r x C ok N
1377	veniunt	23,42,5,56,93,5,9	l r s N u s ok
1378	quibus	92,56,7,93,87	j N d u g
1379	pacem	85,2,86,42,96	P C n r z
1380	atque	2,9,91	C ok b
1381	amicitiam	2,96,56,86,56,9,56,2,96	C z N n N ok N C z
1382	petentibus	85,42,9,6,56,7,93,87	P r ok aN N d u g
1383	liberaliter	94,56,7,71,2,94,56,9,71	c N d q C c N ok q
1384	respondet	49,42,89,85,27,5,11,42,9	a r I P p s k r ok
1385	obsidesque	27,7,89,56,11,42,89,91	p d I N k r I b
1386	ad	2,11	C k
1387	se	15	Ce
1388	adduci	2,11,11,93,86,56	C k k u n N
1389	iubet	56,93,7,42,9	N u d r ok
1390	at	2,9	C ok
1391	sugambri	89,93,90,2,96,7,49,56	I u x C z d a N
1392	ex	10	ot
1393	eo	42,97,27	r v p
1394	tempore	9,42,96,85,27,49,42	ok r z P p a r
1395	quo	92,27	j p
1396	pons	85,27,5,87	P p s g
1397	institui	56,5,89,9,56,9,93,56	N s I ok N ok u N
1398	coeptus	20,27,42,85,9,93,87	e p r P ok u g
1399	est	42,89,9	r I ok
1400	comparata	20,27,96,85,2,49,2,9,2	e p z P C a C ok C
1401	iis	56,56,87	N N g
1402	quos	92,27,87	j p g
1403	ex	10	ot
1404	tencteris	9,42,5,86,9,71,56,87	ok r s n ok q N g
1405	atque	2,9,91	C ok b
1406	usipetibus	93,89,56,85,42,9,56,7,93,87	u I N P r ok N d u g
1407	apud	2,85,93,11	C P u k
1408	se	15	Ce
1409	suis	89,93,56,87	I u N g
1410	suaque	89,93,2,91	I u C b
1411	omnia	27,96,5,56,2	p z s N C
1412	seque	89,42,91	I r b
1413	in	1	y
1414	solitudinem	89,27,94,56,9,93,11,56,5,42,96	I p c N ok u k N s r z
1415	ac	2,86	C n
1416	silvas	89,56,94,23,2,87	I N c l C g
1417	abdiderant	2,7,11,56,11,71,2,5,9	C d k N k q C s ok
1418	caesar	20,2,42,89,2,49	e C r I C a
1419	paucos	85,2,93,86,27,87	P C u n p g
1420	dies	11,56,42,87	k N r g
1421	in	1	y
1422	eorum	42,27,49,46	r p a T
1423	moratus	96,27,49,2,9,93,87	z p a C ok u g
1424	omnibus	27,96,5,56,7,93,87	p z s N d u g
1425	vicis	23,56,86,56,87	l N n N g
1426	incensis	56,5,86,42,5,89,56,87	N s n r s I N g
1427	succisis	89,93,86,86,56,89,56,87	I u n n N I N g
1428	se	15	Ce
1429	in	1	y
1430	ubiorum	93,7,56,27,49,46	u d N p a T
1431	recepit	49,42,86,42,85,56,9	a r n r P N ok
1432	atque	2,9,91	C ok b
1433	suum	89,93,46	I u T
1434	pollicitus	85,27,94,94,56,86,56,9,93,87	P p c c N n N ok u g
1435	si	89,56	I N
1436	a	2	C
1437	suebis	89,93,42,7,56,87	I u r d N g
1438	premerentur	85,49,42,96,71,6,93,49	P a r z q aN u a
1439	ab	2,7	C d
1440	iis	56,56,87	N N g
1441	cognovit	20,27,90,5,27,23,56,9	e p x s p l N ok
1442	suebos	89,93,42,7,27,87	I u r d p g
1443	postea	85,27,89,9,42,2	P p I ok r C
1444	quam	92,2,96	j C z
1445	per	85,71	P q
1446	pontem	85,27,5,9,42,96	P p s ok r z
1447	comperissent	20,27,96,85,71,56,89,89,6	e p z P q N I I aN
1448	more	96,27,49,42	z p a r
1449	suo	89,93,27	I u p
1450	concilio	13,86,56,94,56,27	S n N c N p
1451	nuntios	5,93,5,9,56,27,87	s u s ok N p g
1452	in	1	y
1453	omnes	27,96,5,42,87	p z s r g
1454	partes	85,2,49,9,42,87	P C a ok r g
1455	dimisisse	11,56,96,56,89,56,89,89,42	k N z N I N I I r
1456	uti	93,9,56	u ok N
1457	de	11,42	k r
1458	oppidis	27,85,85,56,11,56,87	p P P N k N g
1459	demigrarent	11,42,96,56,90,49,2,49,6	k r z N x a C a aN
1460	liberos	94,56,7,71,27,87	c N d q p g
1461	suaque	89,93,2,91	I u C b
1462	omnia	27,96,5,56,2	p z s N C
1463	in	1	y
1464	silvis	89,56,94,23,56,87	I N c l N g
1465	deponerent	11,42,85,27,5,71,6	k r P p s q aN
1466	atque	2,9,91	C ok b
1467	omnes	27,96,5,42,87	p z s r g
1468	qui	3	ar
1469	arma	2,49,96,2	C a z C
1470	possent	85,27,89,89,6	P p I I aN
1471	unum	93,5,46	u s T
1472	in	97,1	v y
1473	locum	94,27,86,46	c p n T
1474	convenirent	13,23,42,5,56,49,6	S l r s N a aN
1475	esse	42,89,89,42	r I I r
1476	delectum	11,42,94,42,86,9,46	k r c r n ok T
1477	medium	96,42,11,56,46	z r k N T
1478	regionum	49,42,90,56,27,5,46	a r x N p s T
1479	earum	42,2,49,46	r C a T
1480	quas	92,2,87	j C g
1481	suebi	89,93,42,7,56	I u r d N
1482	obtinerent	27,7,9,56,5,71,6	p d ok N s q aN
1483	romanorum	49,27,96,2,5,27,49,46	a p z C s p a T
1484	adventum	2,11,23,6,46	C k l aN T
1485	atque	2,9,91	C ok b
1486	ibi	56,7,56	N d N
1487	decertare	11,42,86,71,9,2,49,42	k r n q ok C a r
1488	constituisse	13,89,9,56,9,93,56,89,89,42	S I ok N ok u N I I r
1489	quod	92,27,11	j p k
1490	ubi	93,7,56	u d N
1491	caesar	20,2,42,89,2,49	e C r I C a
1492	comperit	20,27,96,85,71,56,9	e p z P q N ok
1493	omnibus	27,96,5,56,7,93,87	p z s N d u g
1494	iis	56,56,87	N N g
1495	rebus	49,42,7,93,87	a r d u g
1496	quarum	92,2,49,46	j C a T
1497	rerum	49,71,46	a q T
1498	causa	20,2,93,89,2	e C u I C
1499	traducere	9,49,2,11,93,86,8	ok a C k u n o
1500	constituerat	13,89,9,56,9,93,71,2,9	S I ok N ok u q C ok
1501	ut	12	al
1502	germanis	90,71,96,2,5,56,87	x q z C s N g
1503	metum	96,42,9,46	z r ok T
1504	iniceret	56,5,56,86,8,9	N s N n o ok
1505	ut	12	al
1506	sugambros	89,93,90,2,96,7,49,27,87	I u x C z d a p g
1507	ulcisceretur	93,94,86,56,89,86,8,9,93,49	u c n N I n o ok u a
1508	ut	12	al
1509	ubios	93,7,56,27,87	u d N p g
1510	obsidione	27,7,89,56,11,56,27,5,42	p d I N k N p s r
1511	liberaret	94,56,7,71,2,49,42,9	c N d q C a r ok
1512	diebus	11,56,42,7,93,87	k N r d u g
1513	omnino	27,96,5,56,5,27	p z s N s p
1514	trans	9,49,2,5,87	ok a C s g
1515	consumptis	13,89,95,85,9,56,87	S I h P ok N g
1516	satis	89,2,9,56,87	I C ok N g
1517	et	22	E
1518	ad	2,11	C k
1519	laudem	94,2,93,11,42,96	c C u k r z
1520	et	22	E
1521	ad	2,11	C k
1522	utilitatem	93,9,56,94,56,9,2,9,42,96	u ok N c N ok C ok r z
1523	arbitratus	2,49,7,56,9,49,2,9,93,87	C a d N ok a C ok u g
1524	se	15	Ce
1525	in	1	y
1526	galliam	90,2,94,94,56,2,96	x C c c N C z
1527	recepit	49,42,86,42,85,56,9	a r n r P N ok
1528	pontemque	85,27,5,9,42,96,91	P p s ok r z b
1529	rescidit	49,42,89,86,56,11,56,9	a r I n N k N ok
1530	parte	85,2,49,9,42	P C a ok r
1531	aestatis	2,42,89,9,2,9,56,87	C r I ok C ok N g
1532	reliqua	49,42,94,56,0,2	a r c N ol C
1533	caesar	20,2,42,89,2,49	e C r I C a
1534	etsi	42,9,89,56	r ok I N
1535	in	1	y
1536	locis	94,27,86,56,87	c p n N g
1537	quod	92,27,11	j p k
1538	omnis	27,96,5,56,87	p z s N g
1539	gallia	90,2,94,94,56,2	x C c c N C
1540	ad	2,11	C k
1541	septentriones	89,42,85,9,6,49,56,27,5,42,87	I r P ok aN a N p s r g
1542	vergit	23,71,90,56,9	l q x N ok
1543	maturae	96,2,9,93,49,2,42	z C ok u a C r
1544	sunt	89,93,5,9	I u s ok
1545	tamen	9,2,96,42,5	ok C z r s
1546	in	1	y
1547	britanniam	7,49,56,9,2,5,5,56,2,96	d a N ok C s s N C z
1548	contendit	13,9,42,5,11,56,9	S ok r s k N ok
1549	quod	92,27,11	j p k
1550	omnibus	27,96,5,56,7,93,87	p z s N d u g
1551	gallicis	90,2,94,94,56,86,56,87	x C c c N n N g
1552	bellis	7,42,94,94,56,87	d r c c N g
1553	nostris	5,27,89,9,49,56,87	s p I ok a N g
1554	inde	56,5,11,42,97	N s k r v
1555	subministrata	89,93,7,96,56,5,56,89,9,49,2,9,2	I u d z N s N I ok a C ok C
1556	intellegebat	56,5,9,42,94,94,42,90,42,7,2,9	N s ok r c c r x r d C ok
1557	et	22	E
1558	si	89,56	I N
1559	tempus	9,42,96,85,93,87	ok r z P u g
1560	anni	2,5,5,56	C s s N
1561	ad	2,11	C k
1562	bellum	7,42,94,94,46	d r c c T
1563	gerendum	90,8,5,11,46	x o s k T
1564	tamen	9,2,96,42,5	ok C z r s
1565	magno	96,2,90,5,27	z C x s p
1566	sibi	89,56,7,56	I N d N
1567	usui	93,89,93,56	u I u N
1568	arbitrabatur	2,49,7,56,9,49,2,7,2,9,93,49	C a d N ok a C d C ok u a
1569	si	89,56	I N
1570	modo	96,27,11,27	z p k p
1571	insulam	56,5,89,93,94,2,96	N s I u c C z
1572	adiisset	2,11,56,56,89,89,42,9	C k N N I I r ok
1573	genus	90,42,5,93,87	x r s u g
1574	loca	94,27,86,2	c p n C
1575	portus	85,27,49,9,93,87	P p a ok u g
1576	aditus	2,11,56,9,93,87	C k N ok u g
1577	cognovisset	20,27,90,5,27,23,56,89,89,42,9	e p x s p l N I I r ok
1578	quae	92,2,42	j C r
1579	omnia	27,96,5,56,2	p z s N C
1580	gallis	90,2,94,94,56,87	x C c c N g
1581	erant	71,2,5,9	q C s ok
1582	incognita	56,5,86,27,90,5,56,9,2	N s n p x s N ok C
1583	neque	5,42,91	s r b
1584	enim	42,5,56,96	r s N z
1585	temere	9,42,96,8	ok r z o
1586	praeter	85,49,2,42,9,71	P a C r ok q
1587	mercatores	96,71,86,2,9,27,49,42,87	z q n C ok p a r g
1588	illo	56,94,94,27	N c c p
1589	adit	2,11,56,9	C k N ok
1590	quisquam	92,56,89,0,2,96	j N I ol C z
1591	neque	5,42,91	s r b
1592	ipsis	56,85,89,56,87	N P I N g
1593	quicquam	92,56,86,0,2,96	j N n ol C z
1594	praeter	85,49,2,42,9,71	P a C r ok q
1595	oram	27,49,2,96	p a C z
1596	maritimam	96,2,49,56,9,56,96,2,96	z C a N ok N z C z
1597	atque	2,9,91	C ok b
1598	eas	42,2,87	r C g
1599	regiones	49,42,90,56,27,5,42,87	a r x N p s r g
1600	quae	92,2,42	j C r
1601	sunt	89,93,5,9	I u s ok
1602	contra	13,9,49,2	S ok a C
1603	galliam	90,2,94,94,56,2,96	x C c c N C z
1604	notum	5,27,9,46	s p ok T
1605	est	42,89,9	r I ok
1606	itaque	56,9,2,91	N ok C b
1607	vocatis	23,27,86,2,9,56,87	l p n C ok N g
1608	ad	2,11	C k
1609	se	15	Ce
1610	undique	93,5,11,56,91	u s k N b
1611	mercatoribus	96,71,86,2,9,27,49,56,7,93,87	z q n C ok p a N d u g
1612	neque	5,42,91	s r b
1613	quanta	92,2,5,9,2	j C s ok C
1614	esset	42,89,89,42,9	r I I r ok
1615	insulae	56,5,89,93,94,2,42	N s I u c C r
1616	magnitudo	96,2,90,5,56,9,93,11,27	z C x s N ok u k p
1617	neque	5,42,91	s r b
1618	quae	92,2,42	j C r
1619	aut	2,93,9	C u ok
1620	quantae	92,2,5,9,2,42	j C s ok C r
1621	nationes	5,2,9,56,27,5,42,87	s C ok N p s r g
1622	incolerent	56,5,86,27,94,71,6	N s n p c q aN
1623	neque	5,42,91	s r b
1624	quem	14,96	t z
1625	usum	93,89,46	u I T
1626	belli	7,42,94,94,56	d r c c N
1627	aut	2,93,9	C u ok
1628	quibus	92,56,7,93,87	j N d u g
1629	institutis	56,5,89,9,56,9,93,9,56,87	N s I ok N ok u ok N g
1630	uterentur	93,9,71,6,93,49	u ok q aN u a
1631	neque	5,42,91	s r b
1632	qui	3	ar
1633	essent	42,89,89,6	r I I aN
1634	ad	2,11	C k
1635	maiorem	96,2,56,27,49,42,96	z C N p a r z
1636	navium	5,2,23,56,46	s C l N T
1637	multitudinem	96,93,94,9,56,9,93,11,56,5,42,96	z u c ok N ok u k N s r z
1638	idonei	56,11,27,5,42,56	N k p s r N
1639	portus	85,27,49,9,93,87	P p a ok u g
1640	reperire	49,42,85,71,56,49,42	a r P q N a r
1641	poterat	85,27,9,71,2,9	P p ok q C ok
1642	ad	2,11	C k
1643	cognoscenda	20,27,90,5,27,89,86,42,5,11,2	e p x s p I n r s k C
1644	prius	85,49,56,93,87	P a N u g
1645	quam	92,2,96	j C z
1646	periculum	85,71,56,86,93,94,46	P q N n u c T
1647	idoneum	56,11,27,5,42,46	N k p s r T
1648	esse	42,89,89,42	r I I r
1649	arbitratus	2,49,7,56,9,49,2,9,93,87	C a d N ok a C ok u g
1650	c	86	n
1651	volusenum	23,27,94,93,89,42,5,46	l p c u I r s T
1652	cum	20,95	e h
1653	navi	5,2,23,56	s C l N
1654	longa	94,27,5,90,2	c p s x C
1655	praemittit	85,49,2,42,96,56,9,9,56,9	P a C r z N ok ok N ok
1656	mandat	96,2,5,11,2,9	z C s k C ok
1657	ut	12	al
1658	omnibus	27,96,5,56,7,93,87	p z s N d u g
1659	rebus	49,42,7,93,87	a r d u g
1660	ad	2,11	C k
1661	se	15	Ce
1662	quam	92,2,96	j C z
1663	primum	85,49,56,96,46	P a N z T
1664	revertatur	49,42,23,71,9,2,9,93,49	a r l q ok C ok u a
1665	ipse	56,85,89,42	N P I r
1666	cum	20,95	e h
1667	omnibus	27,96,5,56,7,93,87	p z s N d u g
1668	copiis	20,27,85,56,56,87	e p P N N g
1669	in	1	y
1670	morinos	96,27,49,56,5,27,87	z p a N s p g
1671	quod	92,27,11	j p k
1672	inde	56,5,11,42	N s k r
1673	erat	71,2,9	q C ok
1674	brevissimus	7,49,42,23,56,89,89,56,96,93,87	d a r l N I I N z u g
1675	in	1	y
1676	britanniam	7,49,56,9,2,5,5,56,2,96	d a N ok C s s N C z
1677	traiectus	9,49,2,56,42,86,9,93,87	ok a C N r n ok u g
1678	naves	5,2,23,42,87	s C l r g
1679	undique	93,5,11,56,91	u s k N b
1680	ex	10	ot
1681	regionibus	49,42,90,56,27,5,56,7,93,87	a r x N p s N d u g
1682	et	22	E
1683	quam	92,2,96	j C z
1684	superiore	89,93,85,71,56,27,49,42	I u P q N p a r
1685	aestate	2,42,89,9,2,9,42	C r I ok C ok r
1686	ad	2,11	C k
1687	veneticum	23,42,5,42,9,56,86,46	l r s r ok N n T
1688	bellum	7,42,94,94,46	d r c c T
1689	classem	20,94,2,89,89,42,96	e c C I I r z
1690	iubet	56,93,7,42,9	N u d r ok
1691	convenire	13,23,42,5,56,49,42	S l r s N a r
1692	interim	56,5,9,71,56,96	N s ok q N z
1693	consilio	13,89,56,94,56,27	S I N c N p
1694	eius	42,56,93,87	r N u g
1695	cognito	20,27,90,5,56,9,27	e p x s N ok p
1696	et	22	E
1697	per	85,71	P q
1698	mercatores	96,71,86,2,9,27,49,42,87	z q n C ok p a r g
1699	perlato	85,71,94,2,9,27	P q c C ok p
1700	ad	2,11	C k
1701	britannos	7,49,56,9,2,5,5,27,87	d a N ok C s s p g
1702	a	2	C
1703	compluribus	20,27,96,85,94,93,49,56,7,93,87	e p z P c u a N d u g
1704	insulae	56,5,89,93,94,2,42	N s I u c C r
1705	civitatibus	20,56,23,56,9,2,9,56,7,93,87	e N l N ok C ok N d u g
1706	ad	2,11	C k
1707	eum	42,46	r T
1708	legati	94,42,90,2,9,56	c r x C ok N
1709	veniunt	23,42,5,56,93,5,9	l r s N u s ok
1710	qui	3	ar
1711	polliceantur	85,27,94,94,56,86,42,2,5,9,93,49	P p c c N n r C s ok u a
1712	obsides	27,7,89,56,11,42,87	p d I N k r g
1713	dare	11,2,49,42	k C a r
1714	atque	2,9,91	C ok b
1715	imperio	56,96,85,71,56,27	N z P q N p
1716	populi	85,27,85,93,94,56	P p P u c N
1717	romani	49,27,96,2,5,56	a p z C s N
1718	obtemperare	27,7,9,42,96,85,71,2,49,42	p d ok r z P q C a r
1719	quibus	92,56,7,93,87	j N d u g
1720	auditis	2,93,11,56,9,56,87	C u k N ok N g
1721	liberaliter	94,56,7,71,2,94,56,9,71	c N d q C c N ok q
1722	pollicitus	85,27,94,94,56,86,56,9,93,87	P p c c N n N ok u g
1723	ut	12	al
1724	in	1	y
1725	ea	42,2	r C
1726	sententia	89,6,6,56,2	I aN aN N C
1727	permanerent	85,71,96,2,5,71,6	P q z C s q aN
1728	eos	42,27,87	r p g
1729	domum	11,27,96,46	k p z T
1730	remittit	49,42,96,56,9,9,56,9	a r z N ok ok N ok
1731	et	22,97	E v
1732	cum	20,95	e h
1733	iis	56,56,87	N N g
1734	una	93,5,2	u s C
1735	commium	20,27,96,96,56,46	e p z z N T
1736	quem	14,96	t z
1737	ipse	56,85,89,42	N P I r
1738	atrebatibus	2,9,49,42,7,2,9,56,7,93,87	C ok a r d C ok N d u g
1739	superatis	89,93,85,71,2,9,56,87	I u P q C ok N g
1740	regem	49,42,90,42,96	a r x r z
1741	ibi	56,7,56	N d N
1742	constituerat	13,89,9,56,9,93,71,2,9	S I ok N ok u q C ok
1743	cuius	20,93,56,93,87	e u N u g
1744	et	22	E
1745	virtutem	23,56,49,9,93,9,42,96	l N a ok u ok r z
1746	et	22	E
1747	consilium	13,89,56,94,56,46	S I N c N T
1748	probabat	85,49,27,7,2,7,2,9	P a p d C d C ok
1749	et	22	E
1750	quem	14,96	t z
1751	sibi	89,56,7,56	I N d N
1752	esse	42,89,89,42	r I I r
1753	arbitrabatur	2,49,7,56,9,49,2,7,2,9,93,49	C a d N ok a C d C ok u a
1754	cuiusque	20,93,56,93,89,91	e u N u I b
1755	auctoritas	2,93,86,9,27,49,56,9,2,87	C u n ok p a N ok C g
1756	in	1	y
1757	regionibus	49,42,90,56,27,5,56,7,93,87	a r x N p s N d u g
1758	magni	96,2,90,5,56	z C x s N
1759	mittit	96,56,9,9,56,9	z N ok ok N ok
1760	imperat	56,96,85,71,2,9	N z P q C ok
1761	quas	92,2,87	j C g
1762	possit	85,27,89,89,56,9	P p I I N ok
1763	adeat	2,11,42,2,9	C k r C ok
1764	civitates	20,56,23,56,9,2,9,42,87	e N l N ok C ok r g
1765	ut	12	al
1766	populi	85,27,85,93,94,56	P p P u c N
1767	romani	49,27,96,2,5,56	a p z C s N
1768	sequantur	89,42,0,2,5,9,93,49	I r ol C s ok u a
1769	seque	89,42,91	I r b
1770	celeriter	20,42,94,71,56,9,71	e r c q N ok q
1771	eo	42,27	r p
1772	venturum	23,6,93,49,46	l aN u a T
1773	nuntiet	5,93,5,9,56,42,9	s u s ok N r ok
1774	volusenus	23,27,94,93,89,42,5,93,87	l p c u I r s u g
1775	perspectis	85,71,89,85,42,86,9,56,87	P q I P r n ok N g
1776	regionibus	49,42,90,56,27,5,56,7,93,87	a r x N p s N d u g
1777	omnibus	27,96,5,56,7,93,87	p z s N d u g
1778	quantum	92,2,5,9,46	j C s ok T
1779	ei	42,56	r N
1780	dari	11,2,49,56	k C a N
1781	potuit	85,27,9,93,56,9	P p ok u N ok
1782	qui	3	ar
1783	navi	5,2,23,56	s C l N
