statement_id	page	record	events	surface_sequence	component_sequence	compact_atomic_sequence_de	image_owner	owner_noun_de	owner_context_de	owner_kind	owner_break_inside_statement	owner_supplied_expansions_de	compact_owner_reading_de	closes
B3-S030	f83r	B3	4	qoky saiin schedair otchedy	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	ANSETZEN · DIES | MASS | UMSETZEN · LAUF | DANACH · UMSETZEN · SCHLUSS	B3_MAIN_ARCH_LINKED_PAIR	das durch den Bogen verbundene Hauptpaar	am durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am durch den Bogen verbundenen Hauptpaar | LAUF=lokaler Lauf am durch den Bogen verbundenen Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Mass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	YES
B3-S031	f83r	B3	1	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	B3_MAIN_ARCH_LINKED_PAIR	das durch den Bogen verbundene Hauptpaar	am durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	YES
B3-S032	f83r	B3	5	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	UMSETZEN · PORTION | UMSETZEN · DIES | DANACH · KURZ · MASS | DANACH · MASS | DANACH · KURZ · SCHLUSS	B3_MAIN_ARCH_LINKED_PAIR	das durch den Bogen verbundene Hauptpaar	am durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am durch den Bogen verbundenen Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Mass, anschliessend nochmals nach Mass und den folgenden Kurzschritt schliessen.	YES
B3-S033	f83r	B3	1	ldy	L+DY	WEITERLEITEN · SCHLUSS	B3_MAIN_ARCH_LINKED_PAIR	das durch den Bogen verbundene Hauptpaar	am durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am durch den Bogen verbundenen Hauptpaar: Weiterleiten; den Schritt schliessen.	YES
B3-S034	f83r	B3	6	soiiin checthy chety otaiin olsaly shedy	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	GANG · STUFE | BEREIT · DIES | EINTRAGEN · DIES | DANACH · MASS | FORTSETZEN · ZIEL · DIES | ABSETZEN · SCHLUSS	B3_MAIN_ARCH_LINKED_PAIR	das durch den Bogen verbundene Hauptpaar	am durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am durch den Bogen verbundenen Hauptpaar | ZIEL=bezeichnetes Ziel am durch den Bogen verbundenen Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Den Gang bis zur Stufe fuehren; den Posten bereithalten und eintragen; danach nach Mass am Ziel weiterfuehren, absetzen und schliessen.	YES
B4-S001	f83r	B4	1	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	YES
B4-S002	f83r	B4	3	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	FORTSETZEN · DIES | ANSETZEN · LANG · DIES | ANSETZEN · KURZ · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am zweiten durch den Bogen verbundenen Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten fortsetzen; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	YES
B4-S003	f83r	B4	7	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	UMSETZEN · DIES | DANACH · ZIEL | DANACH · DIES | ANSETZEN · LANG · DIES | ANSETZEN · DIES | FORTSETZEN | ABSETZEN · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am zweiten durch den Bogen verbundenen Hauptpaar | ZIEL=bezeichnetes Ziel am zweiten durch den Bogen verbundenen Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zum Ziel und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, fortsetzen, absetzen und schliessen.	YES
B4-S004	f83r	B4	1	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am zweiten durch den Bogen verbundenen Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	YES
B4-S005	f83r	B4	3	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	PORTION | UMSETZEN · DIES | ANSETZEN · LANG · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am zweiten durch den Bogen verbundenen Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	YES
B4-S006	f83r	B4	1	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	YES
B4-S007	f83r	B4	1	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	YES
B4-S008	f83r	B4	4	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	MASS | WAERMEN · LANG · DIES | HALTEN · LANG · DIES | ANSETZEN · KURZ · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am zweiten durch den Bogen verbundenen Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Mass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	YES
B4-S009	f83r	B4	1	shedy	SHED+DY	ABSETZEN · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am zweiten durch den Bogen verbundenen Hauptpaar: Absetzen lassen; den Schritt schliessen.	YES
B4-S010	f83r	B4	1	oldy	OL+DY	FORTSETZEN · SCHLUSS	B4_MAIN_ARCH_LINKED_PAIR	das zweite durch den Bogen verbundene Hauptpaar	am zweiten durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am zweiten durch den Bogen verbundenen Hauptpaar: Fortsetzen; den Schritt schliessen.	YES
B4-S011	f83r	B4	7	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	MASS | WAERMEN · KURZ · DIES | ANSETZEN · LANG · FORTSETZEN | ANSETZEN · PORTION | UMSETZEN · DIES | FORTSETZEN | WEITERLEITEN · ZUDOSIEREN · KURZ · SCHLUSS	B4_MAIN_LEFT_OPEN_FRINGE_STATION	die linke offene Randstation	an der linken offenen Randstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an der linken offenen Randstation	An der linken offenen Randstation: Nach Mass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, fortsetzen, kurz weiterleiten und zudosieren, dann schliessen.	YES
B4-S012	f83r	B4	1	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	B4_MAIN_LEFT_OPEN_FRINGE_STATION	die linke offene Randstation	an der linken offenen Randstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An der linken offenen Randstation: Weiterleiten und umsetzen; den Schritt schliessen.	YES
B4-S013	f83r	B4	2	qokol shedy	OK+OL | SHED+DY	ANSETZEN · FORTSETZEN | ABSETZEN · SCHLUSS	B4_MAIN_LEFT_OPEN_FRINGE_STATION	die linke offene Randstation	an der linken offenen Randstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An der linken offenen Randstation: Weiter ansetzen; dann absetzen lassen; den Schritt schliessen.	YES
B4-S014	f83r	B4	4	or chey qockhey dairydy	OR | Y | O+CKH+E+Y | AIR+Y+DY	ANSATZ | DIES | GANG · DURCHLASS · KURZ · DIES | LAUF · DIES · SCHLUSS	B4_MAIN_LEFT_OPEN_FRINGE_STATION	die linke offene Randstation	an der linken offenen Randstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an der linken offenen Randstation | LAUF=lokaler Lauf an der linken offenen Randstation	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Gang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.	YES
B4-S015	f83r	B4	6	qokain shey kain chckhal solkey lchedy	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	ANSETZEN · PORTION | HALTEN · LANG · DIES | ZUDOSIEREN · PORTION | ABNEHMEN · DURCHLASS · ZIEL | AUFFANGEN · KURZ · DIES | WEITERLEITEN · UMSETZEN · SCHLUSS	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	die linke offene Randstation und die rechte S-Lauf-Mehrfachstation	an der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	YES	DIES=aktueller Posten an der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation | ZIEL=bezeichnetes Ziel an der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zudosieren, durch den Durchlass am Ziel abnehmen, kurz auffangen, weiterleiten, umsetzen und schliessen.	YES
B4-S016	f83r	B4	4	qolkain dal skar shedy	OL+K+AIN | AL | K+AR | SHED+DY	FORTSETZEN · ZUDOSIEREN · PORTION | ZIEL | ZUDOSIEREN · QUELLE | ABSETZEN · SCHLUSS	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	die rechte S-Lauf-Mehrfachstation	an der rechten S-Lauf-Mehrfachstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	ZIEL=bezeichnetes Ziel an der rechten S-Lauf-Mehrfachstation | QUELLE=lokaler Ausgang an der rechten S-Lauf-Mehrfachstation	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zudosieren, am Ziel aus der Quelle nachdosieren, absetzen lassen und schliessen.	YES
B5-S001	f83r	B5	1	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	B5_LEFT_OPEN_FRINGE_STATION	die linke offene Nebenstation	an der linken offenen Nebenstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	YES
B5-S002	f83r	B5	1	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	B5_LEFT_OPEN_FRINGE_STATION	die linke offene Nebenstation	an der linken offenen Nebenstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	YES
B5-S003	f83r	B5	9	shedal dal cheol lol chdal aiin sol daiiin chedy	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	ABSETZEN · ZIEL | ZIEL | FORTSETZEN | WEITERLEITEN · FORTSETZEN | UMSETZEN · ZIEL | MASS | FORTSETZEN | ZWEIT · STUFE | UMSETZEN · DIES	B5_LEFT_OPEN_FRINGE_STATION	die linke offene Nebenstation	an der linken offenen Nebenstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an der linken offenen Nebenstation | ZIEL=bezeichnetes Ziel an der linken offenen Nebenstation	An der linken offenen Nebenstation: Am Ziel absetzen und dort weiterarbeiten; weiterleiten und fortsetzen, am Ziel umsetzen, nach Mass fortsetzen, fuer den zweiten Durchgang bis zur Stufe fuehren und den Posten umsetzen.	NO
B6-S001	f83r	B6	9	solkeey qekey raly ol daiin ol dain chey ldalor	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL | AIIN | OL | AIN | Y | L+AL+OR	AUFFANGEN · LANG · DIES | KURZ · ZUDOSIEREN · KURZ · DIES | KUEHLEN · ZIEL · DIES | FORTSETZEN | MASS | FORTSETZEN | PORTION | DIES | WEITERLEITEN · ZIEL · ANSATZ	B6_RIGHT_S_RUN_MULTIPORT_STATION	die rechte S-Lauf-Nebenstation	an der rechten S-Lauf-Nebenstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an der rechten S-Lauf-Nebenstation | ZIEL=bezeichnetes Ziel an der rechten S-Lauf-Nebenstation	An der rechten S-Lauf-Nebenstation: Den Posten laenger auffangen, kurz zudosieren, am Ziel kuehlen, nach Mass weiterarbeiten, eine Portion nehmen und den Ansatz zum Ziel weiterleiten.	NO
