event_id	page	record	statement_id	locus	silent_owner_de	observed_surface	card_no	component_parse	abstract_component_reading_de	context_selection	owner_slot_fill	contextual_card_reading_de	concrete_frame_verb_de	whole_card_gloss_lookup	complete
E195	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	qoky	PROC008	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten in Einsatz bringen	einsetzen	NO	YES
E196	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	ls	PROC115	LS	weiter	PORTABLE_COMPONENT_READING	NOT_REQUIRED	weiter	NOT_AN_ACTION_CARD	NO	YES
E197	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	cheey	PROC031	SH+EE+Y	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten länger halten	halten	NO	YES
E198	f82r	B2	B2-S011	f82r.19	mittlere rechte unklare Station	okain	PROC080	OK+AIN	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion ansetzen	einsetzen	NO	YES
E199	f82r	B2	B2-S011	f82r.19	mittlere rechte unklare Station	char	PROC003	AR	von dort	PORTABLE_COMPONENT_READING	NOT_REQUIRED	von dort	NOT_AN_ACTION_CARD	NO	YES
E200	f82r	B2	B2-S011	f82r.19	mittlere rechte unklare Station	okain	PROC080	OK+AIN	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion ansetzen	einsetzen	NO	YES
E201	f82r	B2	B2-S011	f82r.19	mittlere rechte unklare Station	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E202	f82r	B2	B2-S012	f82r.19	mittlere rechte unklare Station	lchy	PROC116	L+CH+Y	führen · abziehen · dieser Posten [Rahmen: abnehmen, führen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten führen und abziehen	führen + abnehmen	NO	YES
E203	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	cheey	PROC031	SH+EE+Y	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten länger halten	halten	NO	YES
E204	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	qcthey	PROC117	CTH+E+Y	bereit · kurz · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · kurz · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E205	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_SLOT_FILL	CONTACT_OR_APPLICATION_OWNER	den laufenden Posten länger in Einsatz halten	wirken lassen	NO	YES
E206	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	lcheey	PROC118	L+EE+Y	führen · länger · dieser Posten [Rahmen: führen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten länger führen	führen	NO	YES
E207	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E208	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	chey	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E209	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	qokeeedy	PROC119	OK+EEE+DY	ansetzen · vollständig · Schluss [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten vollständig ansetzen; Schritt schließen	einsetzen	NO	YES
E210	f82r	B2	B2-S013	f82r.23	unteres grünes Mehrfigurenbecken	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_SLOT_FILL	VISIBLE_SOURCE_OR_DRAIN	den laufenden Posten weiterleiten und überführen; Schritt schließen	abführen + überführen	NO	YES
E211	f82r	B2	B2-S014	f82r.23	unteres grünes Mehrfigurenbecken	lar	PROC121	L+AR	führen · von dort [Rahmen: ableiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten von dort führen	ableiten	NO	YES
E212	f82r	B2	B2-S015	f82r.26	kleine Randstationen des unteren Beckens	tshey	PROC122	SH+E+Y	halten · kurz · dieser Posten [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz halten	halten	NO	YES
E213	f82r	B2	B2-S015	f82r.26	kleine Randstationen des unteren Beckens	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E214	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	cheal	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E215	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	lchedar	PROC123	L+CHD+AR	führen · umsetzen · von dort [Rahmen: umfüllen, ableiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten von dort führen und umsetzen	ableiten + umfüllen	NO	YES
E216	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	ches	PROC124	CH+E+S	abziehen · kurz · teilen [Rahmen: abnehmen, abteilen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz abziehen und teilen	abnehmen + abteilen	NO	YES
E217	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	aiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E218	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	oteey	PROC109	OT+EE+Y	danach · länger · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · länger · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E219	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten nach Sollmaß ansetzen	einsetzen	NO	YES
E220	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	okey	PROC085	OK+E+Y	ansetzen · kurz · dieser Posten [Rahmen: wirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz ansetzen	wirken lassen	NO	YES
E221	f82r	B2	B2-S016	f82r.27	kleine Randstationen des unteren Beckens	pchedy	PROC125	P+CHD+DY	hineingeben · umsetzen · Schluss [Rahmen: überführen, einfüllen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten hineingeben und umsetzen; Schritt schließen	einfüllen + überführen	NO	YES
E222	f82r	B2	B2-S017	f82r.27	kleine Randstationen des unteren Beckens	rsheal	PROC126	R+SH+E+AL	abkühlen · halten · kurz · bezeichnete Stelle [Rahmen: abkühlen lassen, ruhen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle kurz abkühlen und halten	abkühlen lassen + ruhen lassen	NO	YES
E223	f82r	B2	B2-S017	f82r.27	kleine Randstationen des unteren Beckens	daldy	PROC127	AL+DY	bezeichnete Stelle · Schluss	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle; Schritt schließen	NOT_AN_ACTION_CARD	NO	YES
E224	f82r	B2	B2-S018	f82r.27	kleine Randstationen des unteren Beckens	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E225	f82r	B2	B2-S019	f82r.27	kleine Randstationen des unteren Beckens	rshedy	PROC128	R+SHED+DY	abkühlen · absetzen · Schluss [Rahmen: auskühlen lassen, absetzen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten abkühlen und absetzen; Schritt schließen	auskühlen lassen + absetzen lassen	NO	YES
E226	f82r	B2	B2-S020	f82r.27	kleine Randstationen des unteren Beckens	qoteedy	PROC129	OT+EE+DY	danach · länger · Schluss	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · länger; Schritt schließen	NOT_AN_ACTION_CARD	NO	YES
E227	f82r	B2	B2-S021	f82r.27	kleine Randstationen des unteren Beckens	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E228	f82r	B2	B2-S022	f82r.27	kleine Randstationen des unteren Beckens	lochedy	PROC130	L+O+CHD+DY	führen · Arbeitsgang · umsetzen · Schluss [Rahmen: überführen, abführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Arbeitsgang führen und umsetzen; Schritt schließen	abführen + überführen	NO	YES
E229	f83r	B3	B3-S001	f83r.3	obere offene Fächerstation am Rand	olkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss [Rahmen: auffangen und stehen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	NO	YES
E230	f83r	B3	B3-S002	f83r.3	obere offene Fächerstation am Rand	qotal	PROC131	OT+AL	danach · bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E231	f83r	B3	B3-S002	f83r.3	obere offene Fächerstation am Rand	chkeedy	PROC132	CHK+EE+DY	wärmen · länger · Schluss [Rahmen: anwärmen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger wärmen; Schritt schließen	anwärmen	NO	YES
E232	f83r	B3	B3-S003	f83r.3	obere offene Fächerstation am Rand	chey	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E233	f83r	B3	B3-S003	f83r.3	obere offene Fächerstation am Rand	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E234	f83r	B3	B3-S003	f83r.3	obere offene Fächerstation am Rand	chey	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E235	f83r	B3	B3-S003	f83r.3	obere offene Fächerstation am Rand	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_SLOT_FILL	MEASURE_SLOT	den laufenden Posten weiterleiten und überführen; Schritt schließen	abführen + abmessen und umsetzen	NO	YES
E236	f83r	B3	B3-S004	f83r.3	obere offene Fächerstation am Rand	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten nach Sollmaß ansetzen	einsetzen	NO	YES
E237	f83r	B3	B3-S004	f83r.3	obere offene Fächerstation am Rand	qotal	PROC131	OT+AL	danach · bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E238	f83r	B3	B3-S004	f83r.3	obere offene Fächerstation am Rand	dar	PROC003	AR	von dort	PORTABLE_COMPONENT_READING	NOT_REQUIRED	von dort	NOT_AN_ACTION_CARD	NO	YES
E239	f83r	B3	B3-S005	f83r.6	mittlere Randfigur im runden Gefäß	schedy	PROC076	CHD+DY	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	OWNER_SLOT_FILL	VISIBLE_TARGET	den laufenden Posten überführen; Schritt schließen	umfüllen	NO	YES
E240	f83r	B3	B3-S006	f83r.6	mittlere Randfigur im runden Gefäß	chedchy	PROC133	CHD+Y	umsetzen · dieser Posten [Rahmen: umsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten umsetzen	umsetzen	NO	YES
E241	f83r	B3	B3-S006	f83r.6	mittlere Randfigur im runden Gefäß	qokal	PROC048	OK+AL	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	NO	YES
E242	f83r	B3	B3-S006	f83r.6	mittlere Randfigur im runden Gefäß	olchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	NO	YES
E243	f83r	B3	B3-S007	f83r.6	mittlere Randfigur im runden Gefäß	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten nach Sollmaß ansetzen	einsetzen	NO	YES
E244	f83r	B3	B3-S007	f83r.6	mittlere Randfigur im runden Gefäß	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten umsetzen	umsetzen	NO	YES
E245	f83r	B3	B3-S007	f83r.6	mittlere Randfigur im runden Gefäß	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E246	f83r	B3	B3-S008	f83r.6	mittlere Randfigur im runden Gefäß	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_SLOT_FILL	VISIBLE_SOURCE_OR_DRAIN	den laufenden Posten weiterleiten und überführen; Schritt schließen	abführen + überführen	NO	YES
E247	f83r	B3	B3-S009	f83r.6	mittlere Randfigur im runden Gefäß	qoky	PROC008	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten in Einsatz bringen	einsetzen	NO	YES
E248	f83r	B3	B3-S010	f83r.8	untere Randfigur im korbartigen Gefäß	pchedal	PROC134	P+CHD+AL	hineingeben · umsetzen · bezeichnete Stelle [Rahmen: umfüllen, einfüllen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle hineingeben und umsetzen	einfüllen + umfüllen	NO	YES
E249	f83r	B3	B3-S010	f83r.8	untere Randfigur im korbartigen Gefäß	otedy	PROC135	OT+E+DY	danach · kurz · Schluss	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · kurz; Schritt schließen	NOT_AN_ACTION_CARD	NO	YES
E250	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	shecthedchy	PROC136	SH+E+CTH+CHD+Y	halten · kurz · bereit · umsetzen · dieser Posten [Rahmen: umsetzen, halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz halten und umsetzen bis bereit	halten + umsetzen	NO	YES
E251	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	qoky	PROC008	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten in Einsatz bringen	einsetzen	NO	YES
E252	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten umsetzen	umsetzen	NO	YES
E253	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	chary	PROC137	AR+Y	von dort · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	von dort · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E254	f83r	B3	B3-S012	f83r.11	untere Randfigur im korbartigen Gefäß	sor	PROC016	OR	Ansatz	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Ansatz	NOT_AN_ACTION_CARD	NO	YES
E255	f83r	B3	B3-S012	f83r.11	untere Randfigur im korbartigen Gefäß	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E256	f83r	B3	B3-S013	f83r.11	untere Randfigur im korbartigen Gefäß	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten nach Sollmaß ansetzen	einsetzen	NO	YES
E257	f83r	B3	B3-S013	f83r.11	untere Randfigur im korbartigen Gefäß	chkain	PROC069	K+AIN	zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion zuführen	dosiert zugeben	NO	YES
E258	f83r	B3	B3-S013	f83r.11	untere Randfigur im korbartigen Gefäß	shcthey	PROC117	CTH+E+Y	bereit · kurz · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · kurz · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E259	f83r	B3	B3-S013	f83r.11	untere Randfigur im korbartigen Gefäß	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	NO	YES
E260	f83r	B3	B3-S014	f83r.11	untere Randfigur im korbartigen Gefäß	okair	PROC138	OK+AIR	ansetzen · laufender Bestand [Rahmen: einleiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten durch laufender Bestand ansetzen	einleiten	NO	YES
E261	f83r	B3	B3-S014	f83r.11	untere Randfigur im korbartigen Gefäß	sheedy	PROC139	SH+EE+DY	halten · länger · Schluss [Rahmen: ruhen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger halten; Schritt schließen	ruhen lassen	NO	YES
E262	f83r	B3	B3-S015	f83r.11	untere Randfigur im korbartigen Gefäß	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_SLOT_FILL	VISIBLE_SOURCE_OR_DRAIN	den laufenden Posten weiterleiten und überführen; Schritt schließen	abführen + überführen	NO	YES
E263	f83r	B3	B3-S016	f83r.11	untere Randfigur im korbartigen Gefäß	lo	PROC140	L+O	führen · Arbeitsgang [Rahmen: führen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Arbeitsgang führen	führen	NO	YES
E264	f83r	B3	B3-S016	f83r.14	unverbundener Zwischenbereich	qokchedy	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	NO	YES
E265	f83r	B3	B3-S017	f83r.14	unverbundener Zwischenbereich	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E266	f83r	B3	B3-S018	f83r.14	unverbundener Zwischenbereich	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E267	f83r	B3	B3-S019	f83r.14	unverbundener Zwischenbereich	qokshedy	PROC141	OK+SH+E+DY	ansetzen · halten · kurz · Schluss [Rahmen: einwirken lassen, ruhen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz ansetzen und halten; Schritt schließen	einwirken lassen + ruhen lassen	NO	YES
E268	f83r	B3	B3-S020	f83r.14	unverbundener Zwischenbereich	dal	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E269	f83r	B3	B3-S020	f83r.14	unverbundener Zwischenbereich	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_SLOT_FILL	VISIBLE_TARGET	den laufenden Posten weiterleiten und überführen; Schritt schließen	hinleiten + umfüllen	NO	YES
E270	f83r	B3	B3-S021	f83r.14	unverbundener Zwischenbereich	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten nach Sollmaß ansetzen	einsetzen	NO	YES
E271	f83r	B3	B3-S021	f83r.14	unverbundener Zwischenbereich	shcthy	PROC014	CTH+Y	bereit · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E272	f83r	B3	B3-S021	f83r.14	unverbundener Zwischenbereich	dal	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E273	f83r	B3	B3-S021	f83r.14	unverbundener Zwischenbereich	sy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E274	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	saiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E275	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	shedal	PROC142	SHED+AL	absetzen · bezeichnete Stelle [Rahmen: ablagern]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle absetzen	ablagern	NO	YES
E276	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	shecthy	PROC143	SH+E+CTH+Y	halten · kurz · bereit · dieser Posten [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz halten bis bereit	halten	NO	YES
E277	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	chey	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E278	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	tal	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E279	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	shcthy	PROC014	CTH+Y	bereit · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E280	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	dalchdy	PROC144	AL+CHD+DY	bezeichnete Stelle · umsetzen · Schluss [Rahmen: umfüllen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle umsetzen; Schritt schließen	umfüllen	NO	YES
E281	f83r	B3	B3-S022	f83r.15	unverbundener Zwischenbereich	qotchedy	PROC145	OT+CHD+DY	danach · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach den laufenden Posten umsetzen; Schritt schließen	überführen	NO	YES
E282	f83r	B3	B3-S023	f83r.15	unverbundener Zwischenbereich	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_SLOT_FILL	VISIBLE_SOURCE_OR_DRAIN	den laufenden Posten weiterleiten und überführen; Schritt schließen	abführen + überführen	NO	YES
E283	f83r	B3	B3-S024	f83r.16	unverbundener Zwischenbereich	tchedy	PROC076	CHD+DY	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten überführen; Schritt schließen	überführen	NO	YES
E284	f83r	B3	B3-S025	f83r.16	unverbundener Zwischenbereich	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	NO	YES
E285	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	cheedar	PROC146	EE+AR	länger · von dort	PORTABLE_COMPONENT_READING	NOT_REQUIRED	länger · von dort	NOT_AN_ACTION_CARD	NO	YES
E286	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	chldaiin	PROC147	L+AIIN	führen · vorgeschriebenes Maß [Rahmen: ableiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach vorgeschriebenes Maß führen	ableiten	NO	YES
E287	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten umsetzen	umsetzen	NO	YES
E288	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	qokain	PROC080	OK+AIN	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion ansetzen	einsetzen	NO	YES
E289	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	checthy	PROC014	CTH+Y	bereit · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E290	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	chealror	PROC148	AL+R+OR	bezeichnete Stelle · abkühlen · Ansatz [Rahmen: abkühlen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Ansatz an bezeichnete Stelle abkühlen	abkühlen lassen	NO	YES
