rank	page	locus	section	language	hand	token_count	unknown_tokens	complete_v48	target_count	global_target_count	active_target_count	target_ordinals	target_surfaces	target_reading_ids	formal_grade_tags	zl3b_line	v99r4_projected_token_glosses_de	v99r5_spoken_token_glosses_de	v99r4_target_glosses_de	v99r5_spoken_target_glosses_de	v99r4_render_de	v99r5_spoken_render_de	non_target_cells_unchanged	exact_tokens_and_ordinals_retained	residual_grade_cell_count	residual_grade_cells_de
33	f111r	f111r.22	S	B	3	16	5	0	4	4	0	3|6|7|16	keedy|checkhey|okey|qokey	keedy#GLOBAL|checkhey#GLOBAL|okey#GLOBAL|qokey#GLOBAL	END|CLOSED | MIDDLE|OPEN | MIDDLE|OPEN | MIDDLE|OPEN	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	[ssheo:?] | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Ende des Grades, abgeschlossen | abgemessene Rohstoffmenge I | [tched:?] | trockenes Arzneikompositum in der Gradmitte | heißer Ansatz in der Mitte des Grades | nehmen | Menge-/Klassenwert II | nehmen | trocken in der Mitte des Grades, abgeschlossen | [qokeor:?] | heißer Ansatz am Ende des Grades | [keo:?] | [cthedy:?] | heiß in der Mitte des Grades	[ssheo:?] | Drogenholz, heiß am Gradende, abgeschlossen | vollständig erhitzt, abgeschlossen | abgemessene Rohstoffmenge I | [tched:?] | bis zur Mittelstufe getrocknetes Arzneikompositum | bis zur Mittelstufe erhitzter Ansatz | nehmen | Menge-/Klassenwert II | nehmen | trocken in der Mitte des Grades, abgeschlossen | [qokeor:?] | heißer Ansatz am Ende des Grades | [keo:?] | [cthedy:?] | bis zur Mittelstufe erhitzt	heiß am Ende des Grades, abgeschlossen | trockenes Arzneikompositum in der Gradmitte | heißer Ansatz in der Mitte des Grades | heiß in der Mitte des Grades	vollständig erhitzt, abgeschlossen | bis zur Mittelstufe getrocknetes Arzneikompositum | bis zur Mittelstufe erhitzter Ansatz | bis zur Mittelstufe erhitzt	[ssheo:?]; Drogenholz, heiß am Gradende, abgeschlossen; heiß am Ende des Grades, abgeschlossen; abgemessene Rohstoffmenge I; [tched:?]; trockenes Arzneikompositum in der Gradmitte; heißer Ansatz in der Mitte des Grades; nehmen; Menge-/Klassenwert II; nehmen; trocken in der Mitte des Grades, abgeschlossen; [qokeor:?]; heißer Ansatz am Ende des Grades; [keo:?]; [cthedy:?]; heiß in der Mitte des Grades	[ssheo:?]; Drogenholz, heiß am Gradende, abgeschlossen; vollständig erhitzt, abgeschlossen; abgemessene Rohstoffmenge I; [tched:?]; bis zur Mittelstufe getrocknetes Arzneikompositum; bis zur Mittelstufe erhitzter Ansatz; nehmen; Menge-/Klassenwert II; nehmen; trocken in der Mitte des Grades, abgeschlossen; [qokeor:?]; heißer Ansatz am Ende des Grades; [keo:?]; [cthedy:?]; bis zur Mittelstufe erhitzt	12	1	3	2:Drogenholz, heiß am Gradende, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 11:trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 13:heißer Ansatz am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
34	f111r	f111r.27	S	B	3	12	3	0	4	4	0	3|5|6|8	qokeey|otey|lkeedy|lkeey	qokeey#GLOBAL|otey#GLOBAL|lkeedy#GLOBAL|lkeey#GLOBAL	END|OPEN | MIDDLE|OPEN | END|CLOSED | END|OPEN	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal	abgemessene Fraktion I | [sheod:?] | heiß am Ende des Grades | [qokeody:?] | kalter Ansatz in der Mitte des Grades | Drogenholz, heiß am Gradende, abgeschlossen | trocknen | Drogenholz, heiß am Gradende | Grad-/Maßwert III | abgemessene Trockenfraktion I, Mittelstufe | [chedyteedain:?] | Holzdrogenansatz aus Rohstoff I leicht erhitzt	abgemessene Fraktion I | [sheod:?] | vollständig erhitzt | [qokeody:?] | bis zur Mittelstufe abgekühlter Ansatz | Drogenholz, vollständig erhitzt, abgeschlossen | trocknen | Drogenholz, vollständig erhitzt | Grad-/Maßwert III | abgemessene Trockenfraktion I, Mittelstufe | [chedyteedain:?] | Holzdrogenansatz aus Rohstoff I leicht erhitzt	heiß am Ende des Grades | kalter Ansatz in der Mitte des Grades | Drogenholz, heiß am Gradende, abgeschlossen | Drogenholz, heiß am Gradende	vollständig erhitzt | bis zur Mittelstufe abgekühlter Ansatz | Drogenholz, vollständig erhitzt, abgeschlossen | Drogenholz, vollständig erhitzt	abgemessene Fraktion I; [sheod:?]; heiß am Ende des Grades; [qokeody:?]; kalter Ansatz in der Mitte des Grades; Drogenholz, heiß am Gradende, abgeschlossen; trocknen; Drogenholz, heiß am Gradende; Grad-/Maßwert III; abgemessene Trockenfraktion I, Mittelstufe; [chedyteedain:?]; Holzdrogenansatz aus Rohstoff I leicht erhitzt	abgemessene Fraktion I; [sheod:?]; vollständig erhitzt; [qokeody:?]; bis zur Mittelstufe abgekühlter Ansatz; Drogenholz, vollständig erhitzt, abgeschlossen; trocknen; Drogenholz, vollständig erhitzt; Grad-/Maßwert III; abgemessene Trockenfraktion I, Mittelstufe; [chedyteedain:?]; Holzdrogenansatz aus Rohstoff I leicht erhitzt	8	1	0	NONE
35	f111r	f111r.37	S	B	3	15	2	0	4	4	0	7|9|11|12	qokeey|keedy|kedy|okeal	qokeey#GLOBAL|keedy#GLOBAL|kedy#GLOBAL|okeal#GLOBAL	END|OPEN | END|CLOSED | MIDDLE|CLOSED | MIDDLE|OPEN	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	Grad-/Maßwert II | trocken; nominal trockenes Gut/Material | Holzdroge in der gebundenen Anschlussform | vollständig getrockneter Drogenstoff | stark erhitzter Drogenstoff | [lkeeedy:?] | heiß am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Ende des Grades, abgeschlossen | erhitzte Holzdroge, Mittelstufe, fertig | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß in der Gradmitte | heiß, Grad II | Arzneikompositum: trocken, Gradanfang | [ltedy:?]	Grad-/Maßwert II | trocken; nominal trockenes Gut/Material | Holzdroge in der gebundenen Anschlussform | vollständig getrockneter Drogenstoff | stark erhitzter Drogenstoff | [lkeeedy:?] | vollständig erhitzt | Drogenholz, heiß am Gradende, abgeschlossen | vollständig erhitzt, abgeschlossen | erhitzte Holzdroge, Mittelstufe, fertig | bis zur Mittelstufe erhitzt, abgeschlossen | Rohstoffklasse I im Ansatz, bis zur Mittelstufe erhitzt | heiß, Grad II | Arzneikompositum: trocken, Gradanfang | [ltedy:?]	heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß in der Gradmitte	vollständig erhitzt | vollständig erhitzt, abgeschlossen | bis zur Mittelstufe erhitzt, abgeschlossen | Rohstoffklasse I im Ansatz, bis zur Mittelstufe erhitzt	Grad-/Maßwert II; trocken; nominal trockenes Gut/Material; Holzdroge in der gebundenen Anschlussform; vollständig getrockneter Drogenstoff; stark erhitzter Drogenstoff; [lkeeedy:?]; heiß am Ende des Grades; Drogenholz, heiß am Gradende, abgeschlossen; heiß am Ende des Grades, abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; heiß in der Mitte des Grades, abgeschlossen; Rohstoffklasse I im Ansatz, heiß in der Gradmitte; heiß, Grad II; Arzneikompositum: trocken, Gradanfang; [ltedy:?]	Grad-/Maßwert II; trocken; nominal trockenes Gut/Material; Holzdroge in der gebundenen Anschlussform; vollständig getrockneter Drogenstoff; stark erhitzter Drogenstoff; [lkeeedy:?]; vollständig erhitzt; Drogenholz, heiß am Gradende, abgeschlossen; vollständig erhitzt, abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; bis zur Mittelstufe erhitzt, abgeschlossen; Rohstoffklasse I im Ansatz, bis zur Mittelstufe erhitzt; heiß, Grad II; Arzneikompositum: trocken, Gradanfang; [ltedy:?]	11	1	2	8:Drogenholz, heiß am Gradende, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 14:Arzneikompositum: trocken, Gradanfang [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
36	f111r	f111r.45	S	B	3	13	6	0	4	4	0	10|11|12|13	lkeey|lkeey|lkeedy|qoky	lkeey#GLOBAL|lkeey#GLOBAL|lkeedy#GLOBAL|qoky#GLOBAL	END|OPEN | END|OPEN | END|CLOSED | BEGIN|OPEN	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	zwei Teile Ansatz | Menge-/Klassenwert II | [keeey:?] | [teed:?] | [checkhed:?] | [iir:?] | heißer Ansatz am Ende des Grades | [lkeeey:?] | [okeeo:?] | Drogenholz, heiß am Gradende | Drogenholz, heiß am Gradende | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Anfang des Grades	zwei Teile Ansatz | Menge-/Klassenwert II | [keeey:?] | [teed:?] | [checkhed:?] | [iir:?] | heißer Ansatz am Ende des Grades | [lkeeey:?] | [okeeo:?] | Drogenholz, vollständig erhitzt | Drogenholz, vollständig erhitzt | Drogenholz, vollständig erhitzt, abgeschlossen | leicht erhitzt	Drogenholz, heiß am Gradende | Drogenholz, heiß am Gradende | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Anfang des Grades	Drogenholz, vollständig erhitzt | Drogenholz, vollständig erhitzt | Drogenholz, vollständig erhitzt, abgeschlossen | leicht erhitzt	zwei Teile Ansatz; Menge-/Klassenwert II; [keeey:?]; [teed:?]; [checkhed:?]; [iir:?]; heißer Ansatz am Ende des Grades; [lkeeey:?]; [okeeo:?]; Drogenholz, heiß am Gradende; Drogenholz, heiß am Gradende; Drogenholz, heiß am Gradende, abgeschlossen; heiß am Anfang des Grades	zwei Teile Ansatz; Menge-/Klassenwert II; [keeey:?]; [teed:?]; [checkhed:?]; [iir:?]; heißer Ansatz am Ende des Grades; [lkeeey:?]; [okeeo:?]; Drogenholz, vollständig erhitzt; Drogenholz, vollständig erhitzt; Drogenholz, vollständig erhitzt, abgeschlossen; leicht erhitzt	9	1	1	7:heißer Ansatz am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
37	f112r	f112r.11	S	B	3	8	2	0	4	4	0	2|4|5|6	qoteey|qokeey|otey|qokeey	qoteey#GLOBAL|qokeey#GLOBAL|otey#GLOBAL|qokeey#GLOBAL	END|OPEN | END|OPEN | MIDDLE|OPEN | END|OPEN	tchedy qoteey qeol qokeey otey qokeey qokedy chotyr	kalt und trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | [qeol:?] | heiß am Ende des Grades | kalter Ansatz in der Mitte des Grades | heiß am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | [chotyr:?]	kalt und trocken in der Mitte des Grades, abgeschlossen | vollständig abgekühlt | [qeol:?] | vollständig erhitzt | bis zur Mittelstufe abgekühlter Ansatz | vollständig erhitzt | heiß in der Mitte des Grades, abgeschlossen | [chotyr:?]	kalt am Ende des Grades | heiß am Ende des Grades | kalter Ansatz in der Mitte des Grades | heiß am Ende des Grades	vollständig abgekühlt | vollständig erhitzt | bis zur Mittelstufe abgekühlter Ansatz | vollständig erhitzt	kalt und trocken in der Mitte des Grades, abgeschlossen; kalt am Ende des Grades; [qeol:?]; heiß am Ende des Grades; kalter Ansatz in der Mitte des Grades; heiß am Ende des Grades; heiß in der Mitte des Grades, abgeschlossen; [chotyr:?]	kalt und trocken in der Mitte des Grades, abgeschlossen; vollständig abgekühlt; [qeol:?]; vollständig erhitzt; bis zur Mittelstufe abgekühlter Ansatz; vollständig erhitzt; heiß in der Mitte des Grades, abgeschlossen; [chotyr:?]	4	1	2	1:kalt und trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 7:heiß in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
38	f19r	f19r.1	H	A	1	9	2	0	4	4	0	3|5|6|7	qotshy|tchy|qotchy|qoky	qotshy#GLOBAL|tchy#GLOBAL|qotchy#GLOBAL|qoky#GLOBAL	BEGIN|OPEN | BEGIN|OPEN | BEGIN|OPEN | BEGIN|OPEN	pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy	[pchor:?] | nimm eine Dosis Trockendroge | kalt und feucht am Anfang des Grades | Qualitäts-/Wertfeld geschlossen | kalt und trocken am Anfang des Grades | kalt und trocken am Anfang des Grades | heiß am Anfang des Grades | Grad-/Maßwert III | [dchydy:?]	[pchor:?] | nimm eine Dosis Trockendroge | kalt und feucht, Anfangsstufe | Qualitäts-/Wertfeld geschlossen | kalt und trocken, Anfangsstufe | kalt und trocken, Anfangsstufe | leicht erhitzt | Grad-/Maßwert III | [dchydy:?]	kalt und feucht am Anfang des Grades | kalt und trocken am Anfang des Grades | kalt und trocken am Anfang des Grades | heiß am Anfang des Grades	kalt und feucht, Anfangsstufe | kalt und trocken, Anfangsstufe | kalt und trocken, Anfangsstufe | leicht erhitzt	[pchor:?]; nimm eine Dosis Trockendroge; kalt und feucht am Anfang des Grades; Qualitäts-/Wertfeld geschlossen; kalt und trocken am Anfang des Grades; kalt und trocken am Anfang des Grades; heiß am Anfang des Grades; Grad-/Maßwert III; [dchydy:?]	[pchor:?]; nimm eine Dosis Trockendroge; kalt und feucht, Anfangsstufe; Qualitäts-/Wertfeld geschlossen; kalt und trocken, Anfangsstufe; kalt und trocken, Anfangsstufe; leicht erhitzt; Grad-/Maßwert III; [dchydy:?]	5	1	0	NONE
39	f48r	f48r.4	H	B	5	12	5	0	4	4	0	4|7|8|9	ykeedy|tedy|qokdy|tshdy	ykeedy#GLOBAL|tedy#GLOBAL|qokdy#GLOBAL|tshdy#GLOBAL	END|CLOSED | MIDDLE|CLOSED | BEGIN|CLOSED | BEGIN|CLOSED	tolkeol dain otaiin ykeedy chet ytedy tedy qokdy tshdy chetedy ctheety r	[tolkeol:?] | Qualitätsgrad II | kalt im Zubereitungsrahmen, Grad III | Eintrag: heiß am Gradende, abgeschlossen | [chet:?] | [ytedy:?] | kalt in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades, abgeschlossen | kalt und feucht am Anfang des Grades, abgeschlossen | [chetedy:?] | [ctheety:?] | Wurzel	[tolkeol:?] | Qualitätsgrad II | kalt im Zubereitungsrahmen, Grad III | Eintrag: vollständig erhitzt, abgeschlossen | [chet:?] | [ytedy:?] | bis zur Mittelstufe abgekühlt, abgeschlossen | leicht erhitzt, abgeschlossen | kalt und feucht, Anfangsstufe erreicht; abgeschlossen | [chetedy:?] | [ctheety:?] | Wurzel	Eintrag: heiß am Gradende, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades, abgeschlossen | kalt und feucht am Anfang des Grades, abgeschlossen	Eintrag: vollständig erhitzt, abgeschlossen | bis zur Mittelstufe abgekühlt, abgeschlossen | leicht erhitzt, abgeschlossen | kalt und feucht, Anfangsstufe erreicht; abgeschlossen	[tolkeol:?]; Qualitätsgrad II; kalt im Zubereitungsrahmen, Grad III; Eintrag: heiß am Gradende, abgeschlossen; [chet:?]; [ytedy:?]; kalt in der Mitte des Grades, abgeschlossen; heiß am Anfang des Grades, abgeschlossen; kalt und feucht am Anfang des Grades, abgeschlossen; [chetedy:?]; [ctheety:?]; Wurzel	[tolkeol:?]; Qualitätsgrad II; kalt im Zubereitungsrahmen, Grad III; Eintrag: vollständig erhitzt, abgeschlossen; [chet:?]; [ytedy:?]; bis zur Mittelstufe abgekühlt, abgeschlossen; leicht erhitzt, abgeschlossen; kalt und feucht, Anfangsstufe erreicht; abgeschlossen; [chetedy:?]; [ctheety:?]; Wurzel	8	1	0	NONE
40	f79r	f79r.4	B	B	2	11	4	0	4	4	0	1|6|7|10	teey|qokeey|okey|qoky	teey#GLOBAL|qokeey#GLOBAL|okey#GLOBAL|qoky#GLOBAL	END|OPEN | END|OPEN | MIDDLE|OPEN | BEGIN|OPEN	teey dar qotar sheds sheekeey qokeey okey qolshy olchey qoky ol	kalt am Ende des Grades | abgemessene Fraktion I | kalte Drogenfraktion I | [sheds:?] | [sheekeey:?] | heiß am Ende des Grades | heißer Ansatz in der Mitte des Grades | [qolshy:?] | [olchey:?] | heiß am Anfang des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	vollständig abgekühlt | abgemessene Fraktion I | kalte Drogenfraktion I | [sheds:?] | [sheekeey:?] | vollständig erhitzt | bis zur Mittelstufe erhitzter Ansatz | [qolshy:?] | [olchey:?] | leicht erhitzt | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	kalt am Ende des Grades | heiß am Ende des Grades | heißer Ansatz in der Mitte des Grades | heiß am Anfang des Grades	vollständig abgekühlt | vollständig erhitzt | bis zur Mittelstufe erhitzter Ansatz | leicht erhitzt	kalt am Ende des Grades; abgemessene Fraktion I; kalte Drogenfraktion I; [sheds:?]; [sheekeey:?]; heiß am Ende des Grades; heißer Ansatz in der Mitte des Grades; [qolshy:?]; [olchey:?]; heiß am Anfang des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	vollständig abgekühlt; abgemessene Fraktion I; kalte Drogenfraktion I; [sheds:?]; [sheekeey:?]; vollständig erhitzt; bis zur Mittelstufe erhitzter Ansatz; [qolshy:?]; [olchey:?]; leicht erhitzt; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	7	1	0	NONE
41	f94v	f94v.2	H	B	3	8	3	0	4	4	0	2|3|5|7	teedy|oteey|oteey|ykeedy	teedy#GLOBAL|oteey#GLOBAL|oteey#GLOBAL|ykeedy#GLOBAL	END|CLOSED | END|OPEN | END|OPEN | END|CLOSED	ol teedy oteey qekeey oteey teedal ykeedy qotarain	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt am Ende des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | [qekeey:?] | kalter Ansatz am Ende des Grades | [teedal:?] | Eintrag: heiß am Gradende, abgeschlossen | [qotarain:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | vollständig abgekühlt, abgeschlossen | vollständig abgekühlter Ansatz | [qekeey:?] | vollständig abgekühlter Ansatz | [teedal:?] | Eintrag: vollständig erhitzt, abgeschlossen | [qotarain:?]	kalt am Ende des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | kalter Ansatz am Ende des Grades | Eintrag: heiß am Gradende, abgeschlossen	vollständig abgekühlt, abgeschlossen | vollständig abgekühlter Ansatz | vollständig abgekühlter Ansatz | Eintrag: vollständig erhitzt, abgeschlossen	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; kalt am Ende des Grades, abgeschlossen; kalter Ansatz am Ende des Grades; [qekeey:?]; kalter Ansatz am Ende des Grades; [teedal:?]; Eintrag: heiß am Gradende, abgeschlossen; [qotarain:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; vollständig abgekühlt, abgeschlossen; vollständig abgekühlter Ansatz; [qekeey:?]; vollständig abgekühlter Ansatz; [teedal:?]; Eintrag: vollständig erhitzt, abgeschlossen; [qotarain:?]	4	1	0	NONE
42	f102v2	f102v2.23	P	A	1	7	0	1	3	3	0	1|2|4	okey|okey|okey	okey#GLOBAL|okey#GLOBAL|okey#GLOBAL	MIDDLE|OPEN | MIDDLE|OPEN | MIDDLE|OPEN	okey okey shey okey oiees or eey	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | vollständig bereitete Ansatzcharge, Form I | Drogenportion | Endstufe abschließen	bis zur Mittelstufe erhitzter Ansatz | bis zur Mittelstufe erhitzter Ansatz | feucht in der Mitte des Grades | bis zur Mittelstufe erhitzter Ansatz | vollständig bereitete Ansatzcharge, Form I | Drogenportion | Endstufe abschließen	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades	bis zur Mittelstufe erhitzter Ansatz | bis zur Mittelstufe erhitzter Ansatz | bis zur Mittelstufe erhitzter Ansatz	heißer Ansatz in der Mitte des Grades; heißer Ansatz in der Mitte des Grades; feucht in der Mitte des Grades; heißer Ansatz in der Mitte des Grades; vollständig bereitete Ansatzcharge, Form I; Drogenportion; Endstufe abschließen	bis zur Mittelstufe erhitzter Ansatz; bis zur Mittelstufe erhitzter Ansatz; feucht in der Mitte des Grades; bis zur Mittelstufe erhitzter Ansatz; vollständig bereitete Ansatzcharge, Form I; Drogenportion; Endstufe abschließen	4	1	1	3:feucht in der Mitte des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
43	f103r	f103r.15	S	B	3	5	0	1	3	3	0	1|2|4	qotedy|qokeey|qotey	qotedy#GLOBAL|qokeey#GLOBAL|qotey#GLOBAL	MIDDLE|CLOSED | END|OPEN | MIDDLE|OPEN	qotedy qokeey shol qotey shkaiin	kalt in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | feucht; nominal feuchtes Gut/Material | kalt in der Mitte des Grades | eingeweichte und erhitzte Droge auf Stufe III	bis zur Mittelstufe abgekühlt, abgeschlossen | vollständig erhitzt | feucht; nominal feuchtes Gut/Material | bis zur Mittelstufe abgekühlt | eingeweichte und erhitzte Droge auf Stufe III	kalt in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | kalt in der Mitte des Grades	bis zur Mittelstufe abgekühlt, abgeschlossen | vollständig erhitzt | bis zur Mittelstufe abgekühlt	kalt in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; feucht; nominal feuchtes Gut/Material; kalt in der Mitte des Grades; eingeweichte und erhitzte Droge auf Stufe III	bis zur Mittelstufe abgekühlt, abgeschlossen; vollständig erhitzt; feucht; nominal feuchtes Gut/Material; bis zur Mittelstufe abgekühlt; eingeweichte und erhitzte Droge auf Stufe III	2	1	0	NONE
44	f103r	f103r.17	S	B	3	10	0	1	3	3	0	3|4|5	qokey|keedy|qokeey	qokey#GLOBAL|keedy#GLOBAL|qokeey#GLOBAL	MIDDLE|OPEN | END|CLOSED | END|OPEN	sar shey qokey keedy qokeey chckhy qokal oty or aiin	Samenfraktion I | feucht in der Mitte des Grades | heiß in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Arzneikompositum: trocken, Gradanfang | Rohstoffklasse I, heiß am Gradanfang | kalter Ansatz am Anfang des Grades | Drogenportion | Menge III	Samenfraktion I | feucht in der Mitte des Grades | bis zur Mittelstufe erhitzt | vollständig erhitzt, abgeschlossen | vollständig erhitzt | Arzneikompositum: trocken, Gradanfang | Rohstoffklasse I, heiß am Gradanfang | kalter Ansatz am Anfang des Grades | Drogenportion | Menge III	heiß in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades	bis zur Mittelstufe erhitzt | vollständig erhitzt, abgeschlossen | vollständig erhitzt	Samenfraktion I; feucht in der Mitte des Grades; heiß in der Mitte des Grades; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades; Arzneikompositum: trocken, Gradanfang; Rohstoffklasse I, heiß am Gradanfang; kalter Ansatz am Anfang des Grades; Drogenportion; Menge III	Samenfraktion I; feucht in der Mitte des Grades; bis zur Mittelstufe erhitzt; vollständig erhitzt, abgeschlossen; vollständig erhitzt; Arzneikompositum: trocken, Gradanfang; Rohstoffklasse I, heiß am Gradanfang; kalter Ansatz am Anfang des Grades; Drogenportion; Menge III	7	1	4	2:feucht in der Mitte des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 6:Arzneikompositum: trocken, Gradanfang [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 7:Rohstoffklasse I, heiß am Gradanfang [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 8:kalter Ansatz am Anfang des Grades [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
45	f103r	f103r.24	S	B	3	12	0	1	3	3	0	2|9|11	okeal|otey|oteey	okeal#GLOBAL|otey#GLOBAL|oteey#GLOBAL	MIDDLE|OPEN | MIDDLE|OPEN | END|OPEN	tchoky okeal shedy qokal oty opchedy qotain shcthy otey dain oteey oky	kühle den Trockenansatz und erwärme ihn anschließend leicht | Rohstoffklasse I im Ansatz, heiß in der Gradmitte | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | kalter Ansatz am Anfang des Grades | vollständig getrocknetes Pulverpräparat | kalt im qo-Rahmen, Grad II | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalter Ansatz in der Mitte des Grades | Grad-/Maßwert II | kalter Ansatz am Ende des Grades | heißer Ansatz am Anfang des Grades	kühle den Trockenansatz und erwärme ihn anschließend leicht | Rohstoffklasse I im Ansatz, bis zur Mittelstufe erhitzt | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | kalter Ansatz am Anfang des Grades | vollständig getrocknetes Pulverpräparat | kalt im qo-Rahmen, Grad II | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | bis zur Mittelstufe abgekühlter Ansatz | Grad-/Maßwert II | vollständig abgekühlter Ansatz | heißer Ansatz am Anfang des Grades	Rohstoffklasse I im Ansatz, heiß in der Gradmitte | kalter Ansatz in der Mitte des Grades | kalter Ansatz am Ende des Grades	Rohstoffklasse I im Ansatz, bis zur Mittelstufe erhitzt | bis zur Mittelstufe abgekühlter Ansatz | vollständig abgekühlter Ansatz	kühle den Trockenansatz und erwärme ihn anschließend leicht; Rohstoffklasse I im Ansatz, heiß in der Gradmitte; feucht in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; kalter Ansatz am Anfang des Grades; vollständig getrocknetes Pulverpräparat; kalt im qo-Rahmen, Grad II; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; kalter Ansatz in der Mitte des Grades; Grad-/Maßwert II; kalter Ansatz am Ende des Grades; heißer Ansatz am Anfang des Grades	kühle den Trockenansatz und erwärme ihn anschließend leicht; Rohstoffklasse I im Ansatz, bis zur Mittelstufe erhitzt; feucht in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; kalter Ansatz am Anfang des Grades; vollständig getrocknetes Pulverpräparat; kalt im qo-Rahmen, Grad II; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; bis zur Mittelstufe abgekühlter Ansatz; Grad-/Maßwert II; vollständig abgekühlter Ansatz; heißer Ansatz am Anfang des Grades	9	1	4	3:feucht in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 4:Rohstoffklasse I, heiß am Gradanfang [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 5:kalter Ansatz am Anfang des Grades [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 12:heißer Ansatz am Anfang des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
