statement_id	page	record	owner_id	owner_de	transition	object_before_id	object_after_id	object_classes	concrete_objects_de	operations_de	outputs_de	target_or_path_de	complete_working_instruction_de	object_crosses_visible_owner_reset
B3-S031	f83r	B3	B3:OWNER_05	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_05:NEW_OR_B3:OWNER_05:STATE_04	B3:OWNER_05:STATE_05	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: einwirken lassen.	NO
B3-S032	f83r	B3	B3:OWNER_05	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_05:STATE_05	B3:OWNER_05:STATE_06	PORTION|CURRENT_ITEM|OWNER_BOUND_MATERIAL	abgeteilte Portion | aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen -> umsetzen	umgesetzter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	NO
B3-S033	f83r	B3	B3:OWNER_05	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_05:NEW_OR_B3:OWNER_05:STATE_06	B3:OWNER_05:STATE_07	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren	weitergefuehrter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abführen.	NO
B3-S034	f83r	B3	B3:OWNER_05	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_05:STATE_07	B3:OWNER_05:STATE_08	OWNER_BOUND_MATERIAL|CURRENT_ITEM	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten	eintragen -> absetzen	im Arbeitsfach eingetragener Posten -> abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	NO
B4-S001	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	RECORD_INITIALIZE	B4:OWNER_01:MASTER_OR_IMAGE_SUPPLIED	B4:OWNER_01:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einwirken lassen.	NO
B4-S002	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	EXPLICIT_LOCAL_CONTINUATION	B4:OWNER_01:STATE_01	B4:OWNER_01:STATE_02	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> ansetzen	angesetzter Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies.	NO
B4-S003	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	EXPLICIT_LOCAL_CONTINUATION	B4:OWNER_01:STATE_02	B4:OWNER_01:STATE_03	CURRENT_ITEM|TARGET_PLACE|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | bezeichnete Zielstelle | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen -> ansetzen -> ansetzen -> absetzen	umgesetzter Arbeitsposten -> angesetzter Arbeitsposten -> angesetzter Arbeitsposten -> abgesetzter Stoff mit Ueberstand und Rueckstand	bezeichnete Zielstelle	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	NO
B4-S004	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	CURRENT_ITEM_CONTINUATION	B4:OWNER_01:STATE_03	B4:OWNER_01:STATE_04	CURRENT_ITEM	aktuell gemeinter Arbeitsposten	ansetzen + befestigen	angesetzter Arbeitsposten -> befestigter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einsetzen + festbinden.	NO
B4-S005	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	CURRENT_ITEM_CONTINUATION	B4:OWNER_01:STATE_04	B4:OWNER_01:STATE_05	PORTION|CURRENT_ITEM|OWNER_BOUND_MATERIAL	abgeteilte Portion | aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen -> ansetzen	umgesetzter Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	NO
B4-S006	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SAME_OWNER_UNSPECIFIED_STEP	B4:OWNER_01:NEW_OR_B4:OWNER_01:STATE_05	B4:OWNER_01:STATE_06	PASSAGE	Durchlass oder Gang	halten	gehaltener oder einwirkender Arbeitsposten	Durchlass oder Gang	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	NO
B4-S007	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SAME_OWNER_UNSPECIFIED_STEP	B4:OWNER_01:NEW_OR_B4:OWNER_01:STATE_06	B4:OWNER_01:STATE_07	PASSAGE	Durchlass oder Gang	halten	gehaltener oder einwirkender Arbeitsposten	Durchlass oder Gang	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	NO
B4-S008	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	CURRENT_ITEM_CONTINUATION	B4:OWNER_01:STATE_07	B4:OWNER_01:STATE_08	OWNER_BOUND_MATERIAL|CURRENT_ITEM	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten	waermen -> halten -> ansetzen	erwaermter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	NO
B4-S009	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SAME_OWNER_UNSPECIFIED_STEP	B4:OWNER_01:NEW_OR_B4:OWNER_01:STATE_08	B4:OWNER_01:STATE_09	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	absetzen	abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: absetzen lassen.	NO
B4-S010	f83r	B4	B4:OWNER_01	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	EXPLICIT_LOCAL_CONTINUATION	B4:OWNER_01:STATE_09	B4:OWNER_01:STATE_10	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	nur Objekt, Mass, Ziel oder Zustand setzen	lokaler Objektzustand bleibt spezifiziert	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: setze nur die Angaben. Angaben: fort; Schritt schließen.	NO
B4-S011	f83r	B4	B4:OWNER_02	linke Hauptstation mit offenem Fransenlauf	OWNER_RESET	B4:OWNER_02:MASTER_OR_IMAGE_SUPPLIED	B4:OWNER_02:STATE_01	OWNER_BOUND_MATERIAL|CURRENT_ITEM|PORTION	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten | abgeteilte Portion	waermen -> ansetzen -> ansetzen -> umsetzen -> fuehren + zufuehren	erwaermter Arbeitsposten -> angesetzter Arbeitsposten -> angesetzter Arbeitsposten -> umgesetzter Arbeitsposten -> weitergefuehrter Arbeitsposten -> zugefuehrte Portion	beim aktiven Bildbesitzer	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	NO
B4-S012	f83r	B4	B4:OWNER_02	linke Hauptstation mit offenem Fransenlauf	SAME_OWNER_UNSPECIFIED_STEP	B4:OWNER_02:NEW_OR_B4:OWNER_02:STATE_01	B4:OWNER_02:STATE_02	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren + umsetzen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: abführen + überführen.	NO
B4-S013	f83r	B4	B4:OWNER_02	linke Hauptstation mit offenem Fransenlauf	EXPLICIT_LOCAL_CONTINUATION	B4:OWNER_02:STATE_02	B4:OWNER_02:STATE_03	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> absetzen	angesetzter Arbeitsposten -> abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: weiter beschicken → absetzen lassen.	NO
B4-S014	f83r	B4	B4:OWNER_02	linke Hauptstation mit offenem Fransenlauf	CURRENT_ITEM_CONTINUATION	B4:OWNER_02:STATE_03	B4:OWNER_02:STATE_04	PREPARATION|CURRENT_ITEM|FLOWING_MEDIUM	aktueller Ansatz | aktuell gemeinter Arbeitsposten | laufende Arbeitsfluessigkeit	nur Objekt, Mass, Ziel oder Zustand setzen	lokaler Objektzustand bleibt spezifiziert	beim aktiven Bildbesitzer	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: setze nur die Angaben. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	NO
B4-S015	f83r	B4	B4:OWNER_02	linke Hauptstation mit offenem Fransenlauf	CURRENT_ITEM_CONTINUATION	B4:OWNER_02:STATE_04	B4:OWNER_02:STATE_05	PORTION|CURRENT_ITEM|TARGET_PLACE|OWNER_BOUND_MATERIAL	abgeteilte Portion | aktuell gemeinter Arbeitsposten | bezeichnete Zielstelle | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> halten -> zufuehren -> abziehen -> auffangen -> fuehren + umsetzen	angesetzter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten -> zugefuehrte Portion -> abgenommener oder abgezogener Anteil -> aufgefangener Auszug oder Arbeitsbestand -> weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	NO
B4-S016	f83r	B4	B4:OWNER_03	rechte Hauptstation mit S-Lauf und Mehrarmknoten	OWNER_RESET	B4:OWNER_03:MASTER_OR_IMAGE_SUPPLIED	B4:OWNER_03:STATE_01	PORTION|TARGET_PLACE|SOURCE_STOCK|OWNER_BOUND_MATERIAL	abgeteilte Portion | bezeichnete Zielstelle | lokaler Quellvorrat | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	zufuehren -> zufuehren -> absetzen	zugefuehrte Portion -> zugefuehrte Portion -> abgesetzter Stoff mit Ueberstand und Rueckstand	bezeichnete Zielstelle	Bildort: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Arbeitsfolge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	NO
B5-S001	f83r	B5	B5:OWNER_01	linke Fransenstation im B5-Nachtrag	RECORD_INITIALIZE	B5:OWNER_01:MASTER_OR_IMAGE_SUPPLIED	B5:OWNER_01:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen	umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: führe zur nächsten Station.	NO
B5-S002	f83r	B5	B5:OWNER_01	linke Fransenstation im B5-Nachtrag	SAME_OWNER_UNSPECIFIED_STEP	B5:OWNER_01:NEW_OR_B5:OWNER_01:STATE_01	B5:OWNER_01:STATE_02	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen + umsetzen	angesetzter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: einsetzen + überführen.	NO
B5-S003	f83r	B5	B5:OWNER_01	linke Fransenstation im B5-Nachtrag	EXPLICIT_LOCAL_CONTINUATION	B5:OWNER_01:STATE_02	B5:OWNER_01:STATE_03	TARGET_PLACE|OWNER_BOUND_MATERIAL|CURRENT_ITEM	bezeichnete Zielstelle | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten	absetzen -> fuehren -> umsetzen -> umsetzen	abgesetzter Stoff mit Ueberstand und Rueckstand -> weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten -> umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	NO
B6-S001	f83r	B6	B6:OWNER_01	rechter S-Lauf im B6-Nachtrag	RECORD_INITIALIZE	B6:OWNER_01:MASTER_OR_IMAGE_SUPPLIED	B6:OWNER_01:STATE_01	CURRENT_ITEM|OWNER_BOUND_MATERIAL|PORTION|PREPARATION	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | abgeteilte Portion | aktueller Ansatz	auffangen -> zufuehren -> abkuehlen -> fuehren	aufgefangener Auszug oder Arbeitsbestand -> zugefuehrte Portion -> abgekuehlter Arbeitsposten -> weitergefuehrter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: rechter S-Lauf im B6-Nachtrag. Arbeitsfolge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	NO
