entry	kind	working_meaning_de	composition	context_rule	status
loaiin@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Drogenholzzubereitung, Charge III	l+oaiin	complete token-initial form; 1 occurrences; bare oaiin remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
poral@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Pulver-Rohstoffportion	p+oral	complete token-initial form; 1 occurrences; bare oral remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
soral@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Samen-Rohstoffportion	s+oral	complete token-initial form; 3 occurrences; bare oral remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
roral@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Wurzel-Rohstoffportion	r+oral	complete token-initial form; 1 occurrences; bare oral remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
loral@GDT636_HEAD_FORM	SCOPED_RESIDUAL_HEAD_FORM	Holz-Rohstoffportion	l+oral	complete token-initial form; 1 occurrences; bare oral remains separate	NEW_V13_ATTESTED_CONCRETE_DEFAULT
paiir@GDT637_LADDER_FORM	SCOPED_LADDER_HEAD_FORM	Pulver: Teil-/Sortierklasse III	p+a+ii+R	complete token-initial form; 2 occurrences; lower-stage field retained	NEW_V14_ATTESTED_LADDER_DEFAULT
saiir@GDT637_LADDER_FORM	SCOPED_LADDER_HEAD_FORM	Samendroge: Teil-/Sortierklasse III	s+a+ii+R	complete token-initial form; 1 occurrences; lower-stage field retained	NEW_V14_ATTESTED_LADDER_DEFAULT
raiir@GDT637_LADDER_FORM	SCOPED_LADDER_HEAD_FORM	Wurzeldroge: Teil-/Sortierklasse III	r+a+ii+R	complete token-initial form; 1 occurrences; lower-stage field retained	NEW_V14_ATTESTED_LADDER_DEFAULT
soiiin@GDT637_LADDER_FORM	SCOPED_LADDER_HEAD_FORM	Samendroge: Formklasse IV	s+o+iiin	complete token-initial form; 3 occurrences; lower-stage field retained	NEW_V14_ATTESTED_LADDER_DEFAULT
roiiin@GDT637_LADDER_FORM	SCOPED_LADDER_HEAD_FORM	Wurzeldroge: Formklasse IV	r+o+iiin	complete token-initial form; 1 occurrences; lower-stage field retained	NEW_V14_ATTESTED_LADDER_DEFAULT
loiiin@GDT637_LADDER_FORM	SCOPED_LADDER_HEAD_FORM	Drogenholz: Formklasse IV	l+o+iiin	complete token-initial form; 1 occurrences; lower-stage field retained	NEW_V14_ATTESTED_LADDER_DEFAULT
saim@GDT637_LADDER_FORM	SCOPED_LADDER_HEAD_FORM	Samendroge: Mengenklasse II	s+a+i+m	complete token-initial form; 2 occurrences; lower-stage field retained; only line-final use additionally closes the entry	NEW_V14_ATTESTED_LADDER_DEFAULT
saiim@GDT637_LADDER_FORM	SCOPED_LADDER_HEAD_FORM	Samendroge: Mengenklasse III	s+a+ii+m	complete token-initial form; 1 occurrences; lower-stage field retained; only line-final use additionally closes the entry	NEW_V14_ATTESTED_LADDER_DEFAULT
cthoiin@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Blatt-/Krautzubereitung, Form III	cth+oiin	exact complete surface only; 2 audited occurrences; Herbal exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_01
choiin@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	trockene Zubereitungsform III	ch+oiin	exact complete surface only; 13 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_02
cthey@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	cth+e+y	exact complete surface only; 38 audited occurrences; section-sensitive exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_03
cthor@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	cth+or	exact complete surface only; 43 audited occurrences; section-sensitive exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_04
qotchol@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Material: kalt und trocken	qo+t+ch+ol	exact complete surface only; 13 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_05
otchol@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	kalt-trockener Zubereitungsstoff	o+t+ch+ol	exact complete surface only; 27 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_06
kcho@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Zubereitung: heiß und trocken	k+ch+o	exact complete surface only; 7 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_07
chkaiin@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	heiß-trocken, Grad III	ch+k+aiin	exact complete surface only; 16 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_08
chtain@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	kalt-trocken, Grad II	ch+t+ain	exact complete surface only; 4 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_09
doiin@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Zubereitungsmaß, Form III	d+oiin	exact complete surface only; 11 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_10
dol@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Materialmaß	d+ol	exact complete surface only; 76 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_11
oaiir@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Zubereitung, Teil-/Sortierklasse III	o+aiir	exact complete surface only; 4 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_12
qoky@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	heiße Grundform	qo+k+y	exact complete surface only; 138 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_13
qotchor@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	kalt-trockene Drogenportion	qo+t+ch+or	exact complete surface only; 11 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_01
dchol@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	Maß trockenen Materials	d+ch+ol	exact complete surface only; 21 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_02
chotaiin@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	trockene Zubereitung: kalt, Grad III	ch+o+t+aiin	exact complete surface only; 8 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_03
cthar@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	cth+ar	exact complete surface only; 14 audited occurrences; section-sensitive exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_04
chear@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	trockene Fraktion I	ch+e+ar	exact complete surface only; 44 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_05
odaiim@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	Ansatzmaß III	o+d+aiim	exact complete surface only; 1 audited occurrences; singleton exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_06
okeey@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	heißer Ansatz, Bindungsstufe II	o+k+ee+y	exact complete surface only; 138 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_07
shy@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	feucht, Grundform	sh+y	exact complete surface only; 95 audited occurrences; exact whole surface only; initial s-head parse forbidden; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_08
