event_id	physical_page	source_page	locus	token_index	register	surface	component_recipe	source_slot_sequence	component_spoken_sequence_de	licensed_close	source_reading_de
P912-E1140	f82r	f82r	f82r.4	6	BIOLOGICAL	qokal	OK+AL	ACTION>TARGET_PATH	ansetzen; zur Zielstelle	NO	die Station ansetzen; zur Zielstelle
P912-E1141	f82r	f82r	f82r.4	7	BIOLOGICAL	sheckhy	SH+E+CKH+Y	ACTION>GRADE_STATE>TARGET_PATH>OWNER_CONTENT	halten; kurz; durch den Durchlass; diesen Posten	NO	den Posten halten; kurz; durch den Durchlass; diesen Posten
P912-E1142	f82r	f82r	f82r.4	8	BIOLOGICAL	qoky	OK+Y	ACTION>OWNER_CONTENT	ansetzen; diesen Posten	NO	die Station ansetzen; diesen Posten
P912-E1143	f82r	f82r	f82r.5	1	BIOLOGICAL	sol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E1144	f82r	f82r	f82r.5	2	BIOLOGICAL	lkchedy	L+K+CHD+Y	TARGET_PATH>ACTION>ACTION>OWNER_CONTENT	weiterleiten; zugeben/zuordnen; umsetzen; diesen Posten	NO	weiterleiten; den Posten einsetzen; den Posten umsetzen; diesen Posten
P912-E1145	f82r	f82r	f82r.5	3	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E1146	f82r	f82r	f82r.5	4	BIOLOGICAL	qokal	OK+AL	ACTION>TARGET_PATH	ansetzen; zur Zielstelle	NO	die Station ansetzen; zur Zielstelle
P912-E1147	f82r	f82r	f82r.5	5	BIOLOGICAL	cthol	CTH+OL	ACTION>ORDER_CALL	den Status prüfen; weiter	NO	den Stationsstatus prüfen; fortsetzen
P912-E1148	f82r	f82r	f82r.5	6	BIOLOGICAL	chedy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E1149	f82r	f82r	f82r.5	7	BIOLOGICAL	qoteedy	OT+EE+DY	ORDER_CALL>GRADE_STATE>CLOSE	danach; länger; Schritt schließen	YES	danach; länger; den Schritt schließen
P912-E1150	f82r	f82r	f82r.5	8	BIOLOGICAL	qokal	OK+AL	ACTION>TARGET_PATH	ansetzen; zur Zielstelle	NO	die Station ansetzen; zur Zielstelle
P912-E1151	f82r	f82r	f82r.6	1	BIOLOGICAL	sar	S+AR	ACTION>SOURCE_REFERENCE	dann/prüfen; von der Quellstelle	NO	die Station prüfen; von der Quellstelle
P912-E1152	f82r	f82r	f82r.6	2	BIOLOGICAL	shedy	SHED+DY	ACTION>CLOSE	ruhen/halten; Schritt schließen	YES	an der Station halten; den Schritt schließen
P912-E1153	f82r	f82r	f82r.6	3	BIOLOGICAL	qol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E1154	f82r	f82r	f82r.6	4	BIOLOGICAL	shedaiin	SHED+AIIN	ACTION>QUANTITY_INDEX	ruhen/halten; nach Sollmaß	NO	an der Station halten; nach Sollmaß
P912-E1155	f82r	f82r	f82r.6	5	BIOLOGICAL	sheckhy	SH+E+CKH+Y	ACTION>GRADE_STATE>TARGET_PATH>OWNER_CONTENT	halten; kurz; durch den Durchlass; diesen Posten	NO	den Posten halten; kurz; durch den Durchlass; diesen Posten
P912-E1156	f82r	f82r	f82r.6	6	BIOLOGICAL	okal	OK+AL	ACTION>TARGET_PATH	ansetzen; zur Zielstelle	NO	die Station ansetzen; zur Zielstelle
P912-E1157	f82r	f82r	f82r.6	7	BIOLOGICAL	sheky	SH+E+K+Y	ACTION>GRADE_STATE>ACTION>OWNER_CONTENT	halten; kurz; zugeben/zuordnen; diesen Posten	NO	den Posten halten; kurz; den Posten einsetzen; diesen Posten
P912-E1158	f82r	f82r	f82r.6	8	BIOLOGICAL	qotaiin	OT+AIIN	ORDER_CALL>QUANTITY_INDEX	danach; nach Sollmaß	NO	danach; nach Sollmaß
P912-E1159	f82r	f82r	f82r.6	9	BIOLOGICAL	chedol	CHD+OL	ACTION>ORDER_CALL	umsetzen; weiter	NO	den Posten umsetzen; fortsetzen
P912-E1160	f82r	f82r	f82r.7	1	BIOLOGICAL	dshedy	SH+E+DY	ACTION>GRADE_STATE>CLOSE	halten; kurz; Schritt schließen	YES	den Posten halten; kurz; den Schritt schließen
P912-E1161	f82r	f82r	f82r.7	2	BIOLOGICAL	sotaiin	S+OT+AIIN	ACTION>ORDER_CALL>QUANTITY_INDEX	dann/prüfen; danach; nach Sollmaß	NO	die Station prüfen; danach; nach Sollmaß
P912-E1162	f82r	f82r	f82r.7	3	BIOLOGICAL	qokar	OK+AR	ACTION>SOURCE_REFERENCE	ansetzen; von der Quellstelle	NO	die Station ansetzen; von der Quellstelle
P912-E1163	f82r	f82r	f82r.7	4	BIOLOGICAL	shedy	SHED+DY	ACTION>CLOSE	ruhen/halten; Schritt schließen	YES	an der Station halten; den Schritt schließen
P912-E1164	f82r	f82r	f82r.7	5	BIOLOGICAL	solshedy	OL+SH+E+DY	ORDER_CALL>ACTION>GRADE_STATE>CLOSE	weiter; halten; kurz; Schritt schließen	YES	fortsetzen; den Posten halten; kurz; den Schritt schließen
P912-E1165	f82r	f82r	f82r.7	6	BIOLOGICAL	qokeey	OK+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	ansetzen; länger; diesen Posten	NO	die Station ansetzen; länger; diesen Posten
P912-E1166	f82r	f82r	f82r.7	7	BIOLOGICAL	qoky	OK+Y	ACTION>OWNER_CONTENT	ansetzen; diesen Posten	NO	die Station ansetzen; diesen Posten
P912-E1167	f82r	f82r	f82r.7	8	BIOLOGICAL	ls	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E1168	f82r	f82r	f82r.7	9	BIOLOGICAL	cheey	SH+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; länger; diesen Posten	NO	den Posten halten; länger; diesen Posten
P912-E1169	f82r	f82r	f82r.8	1	BIOLOGICAL	qekeey	CARRIER_Q+E+K+EE+Y	GRADE_STATE>ACTION>GRADE_STATE>OWNER_CONTENT	kurz; zugeben/zuordnen; länger; diesen Posten	NO	kurz; den Posten einsetzen; länger; diesen Posten
P912-E1170	f82r	f82r	f82r.8	2	BIOLOGICAL	sheedy	SH+EE+DY	ACTION>GRADE_STATE>CLOSE	halten; länger; Schritt schließen	YES	den Posten halten; länger; den Schritt schließen
P912-E1171	f82r	f82r	f82r.8	3	BIOLOGICAL	qokedy	OK+E+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; kurz; Schritt schließen	YES	die Station ansetzen; kurz; den Schritt schließen
P912-E1172	f82r	f82r	f82r.8	4	BIOLOGICAL	lcho	L+CH+O	TARGET_PATH>ACTION>ACTION	weiterleiten; entnehmen/ablesen; den Gang ausführen	NO	weiterleiten; den Posten abnehmen; den Stationsgang ausführen
P912-E1173	f82r	f82r	f82r.8	5	BIOLOGICAL	r	R	ACTION	den Zustand markieren	NO	den Zustand markieren
P912-E1174	f82r	f82r	f82r.8	6	BIOLOGICAL	cheey	SH+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; länger; diesen Posten	NO	den Posten halten; länger; diesen Posten
P912-E1175	f82r	f82r	f82r.8	7	BIOLOGICAL	qokey	OK+E+Y	ACTION>GRADE_STATE>OWNER_CONTENT	ansetzen; kurz; diesen Posten	NO	die Station ansetzen; kurz; diesen Posten
P912-E1176	f82r	f82r	f82r.8	8	BIOLOGICAL	qotal	OT+AL	ORDER_CALL>TARGET_PATH	danach; zur Zielstelle	NO	danach; zur Zielstelle
P912-E1177	f82r	f82r	f82r.8	9	BIOLOGICAL	chedy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E1178	f82r	f82r	f82r.8	10	BIOLOGICAL	qoteor	OT+E+OR	ORDER_CALL>GRADE_STATE>OWNER_CONTENT	danach; kurz; den Ansatz/Inhalt	NO	danach; kurz; mit dem Arbeitsansatz
P912-E1179	f82r	f82r	f82r.9	1	BIOLOGICAL	ssholshecthy	S+SH+O+LSH+E+CTH+Y	ACTION>ACTION>ACTION>ACTION>GRADE_STATE>ACTION>OWNER_CONTENT	dann/prüfen; halten; den Gang ausführen; waschen/spülen; kurz; den Status prüfen; diesen Posten	NO	die Station prüfen; den Posten halten; den Stationsgang ausführen; die Station spülen; kurz; den Stationsstatus prüfen; diesen Posten
P912-E1180	f82r	f82r	f82r.9	2	BIOLOGICAL	qokaiin	OK+AIIN	ACTION>QUANTITY_INDEX	ansetzen; nach Sollmaß	NO	die Station ansetzen; nach Sollmaß
P912-E1181	f82r	f82r	f82r.9	3	BIOLOGICAL	chkedy	CHK+E+D_ADDR+Y	ACTION>GRADE_STATE>SOURCE_REFERENCE>OWNER_CONTENT	behandeln; kurz; aus dem Teilfeld; diesen Posten	NO	den Stationszustand behandeln; kurz; an der Teiladresse; diesen Posten
P912-E1182	f82r	f82r	f82r.9	4	BIOLOGICAL	rchey	R+CH+E+Y	ACTION>ACTION>GRADE_STATE>OWNER_CONTENT	den Zustand markieren; entnehmen/ablesen; kurz; diesen Posten	NO	den Zustand markieren; den Posten abnehmen; kurz; diesen Posten
P912-E1183	f82r	f82r	f82r.9	5	BIOLOGICAL	dairchey	D_ADDR+AIR+CH+E+Y	SOURCE_REFERENCE>TARGET_PATH>ACTION>GRADE_STATE>OWNER_CONTENT	aus dem Teilfeld; entlang des Laufs; entnehmen/ablesen; kurz; diesen Posten	NO	an der Teiladresse; entlang des Laufs; den Posten abnehmen; kurz; diesen Posten
P912-E1184	f82r	f82r	f82r.9	6	BIOLOGICAL	qokaiin	OK+AIIN	ACTION>QUANTITY_INDEX	ansetzen; nach Sollmaß	NO	die Station ansetzen; nach Sollmaß
P912-E1186	f82r	f82r	f82r.11	1	BIOLOGICAL	kolchdy	K+OL+CHD+Y	ACTION>ORDER_CALL>ACTION>OWNER_CONTENT	zugeben/zuordnen; weiter; umsetzen; diesen Posten	NO	den Posten einsetzen; fortsetzen; den Posten umsetzen; diesen Posten
P912-E1187	f82r	f82r	f82r.11	2	BIOLOGICAL	qokedy	OK+E+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; kurz; Schritt schließen	YES	die Station ansetzen; kurz; den Schritt schließen
P912-E1188	f82r	f82r	f82r.11	3	BIOLOGICAL	qopol	CARRIER_Q+O+P+OL	ACTION>ACTION>ORDER_CALL	den Gang ausführen; einsetzen/beginnen; weiter	NO	den Stationsgang ausführen; die Station beginnen; fortsetzen
P912-E1189	f82r	f82r	f82r.11	4	BIOLOGICAL	qotedor	OT+E+D_ADDR+OR	ORDER_CALL>GRADE_STATE>SOURCE_REFERENCE>OWNER_CONTENT	danach; kurz; aus dem Teilfeld; den Ansatz/Inhalt	NO	danach; kurz; an der Teiladresse; mit dem Arbeitsansatz
P912-E1190	f82r	f82r	f82r.11	5	BIOLOGICAL	chopchedy	CH+O+P+CHD+Y	ACTION>ACTION>ACTION>ACTION>OWNER_CONTENT	entnehmen/ablesen; den Gang ausführen; einsetzen/beginnen; umsetzen; diesen Posten	NO	den Posten abnehmen; den Stationsgang ausführen; die Station beginnen; den Posten umsetzen; diesen Posten
P912-E1191	f82r	f82r	f82r.11	6	BIOLOGICAL	qotal	OT+AL	ORDER_CALL>TARGET_PATH	danach; zur Zielstelle	NO	danach; zur Zielstelle
P912-E1192	f82r	f82r	f82r.11	7	BIOLOGICAL	chedy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E1193	f82r	f82r	f82r.11	8	BIOLOGICAL	kam	K+AM_ADDR	ACTION>TARGET_PATH	zugeben/zuordnen; zum Gegen-/Innenfeld	NO	den Posten einsetzen; am Gegen-/Innenfeld
P912-E1194	f82r	f82r	f82r.12	1	BIOLOGICAL	otedy	OT+E+DY	ORDER_CALL>GRADE_STATE>CLOSE	danach; kurz; Schritt schließen	YES	danach; kurz; den Schritt schließen
P912-E1195	f82r	f82r	f82r.12	2	BIOLOGICAL	qodched	CARRIER_Q+O+D_ADDR+CHD	ACTION>SOURCE_REFERENCE>ACTION	den Gang ausführen; aus dem Teilfeld; umsetzen	NO	den Stationsgang ausführen; an der Teiladresse; den Posten umsetzen
P912-E1196	f82r	f82r	f82r.12	3	BIOLOGICAL	olqo	OL+CARRIER_Q+O	ORDER_CALL>ACTION	weiter; den Gang ausführen	NO	fortsetzen; den Stationsgang ausführen
P912-E1197	f82r	f82r	f82r.12	4	BIOLOGICAL	dar	D_ADDR+AR	SOURCE_REFERENCE>SOURCE_REFERENCE	aus dem Teilfeld; von der Quellstelle	NO	an der Teiladresse; von der Quellstelle
P912-E1198	f82r	f82r	f82r.12	5	BIOLOGICAL	checkho	CH+E+CKH+O	ACTION>GRADE_STATE>TARGET_PATH>ACTION	entnehmen/ablesen; kurz; durch den Durchlass; den Gang ausführen	NO	den Posten abnehmen; kurz; durch den Durchlass; den Stationsgang ausführen
P912-E1199	f82r	f82r	f82r.12	6	BIOLOGICAL	lolol	L+OL+OL	TARGET_PATH>ORDER_CALL>ORDER_CALL	weiterleiten; weiter; weiter	NO	weiterleiten; fortsetzen; fortsetzen
P912-E1200	f82r	f82r	f82r.12	7	BIOLOGICAL	okal	OK+AL	ACTION>TARGET_PATH	ansetzen; zur Zielstelle	NO	die Station ansetzen; zur Zielstelle
P912-E1201	f82r	f82r	f82r.12	8	BIOLOGICAL	okarchedy	OK+AR+CHD+Y	ACTION>SOURCE_REFERENCE>ACTION>OWNER_CONTENT	ansetzen; von der Quellstelle; umsetzen; diesen Posten	NO	die Station ansetzen; von der Quellstelle; den Posten umsetzen; diesen Posten
P912-E1202	f82r	f82r	f82r.13	1	BIOLOGICAL	tcheol	T+CHEO+L	ACTION>OWNER_CONTENT>TARGET_PATH	bearbeiten/markieren; den Auszug/Eintrag; weiterleiten	NO	den Abschnitt bedienen; den Arbeitsinhalt verwenden; weiterleiten
P912-E1203	f82r	f82r	f82r.13	2	BIOLOGICAL	olchedy	OL+CHD+DY	ORDER_CALL>ACTION>CLOSE	weiter; umsetzen; Schritt schließen	YES	fortsetzen; den Posten umsetzen; den Schritt schließen
P912-E1204	f82r	f82r	f82r.13	3	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E1205	f82r	f82r	f82r.13	4	BIOLOGICAL	qotedy	OT+E+DY	ORDER_CALL>GRADE_STATE>CLOSE	danach; kurz; Schritt schließen	YES	danach; kurz; den Schritt schließen
P912-E1206	f82r	f82r	f82r.13	5	BIOLOGICAL	chedar	CHD+AR	ACTION>SOURCE_REFERENCE	umsetzen; von der Quellstelle	NO	den Posten umsetzen; von der Quellstelle
P912-E1207	f82r	f82r	f82r.13	6	BIOLOGICAL	cheey	SH+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; länger; diesen Posten	NO	den Posten halten; länger; diesen Posten
P912-E1208	f82r	f82r	f82r.13	7	BIOLOGICAL	lchey	L+Y	TARGET_PATH>OWNER_CONTENT	weiterleiten; diesen Posten	NO	weiterleiten; diesen Posten
P912-E1209	f82r	f82r	f82r.13	8	BIOLOGICAL	solarol	S+OL+AR+OL	ACTION>ORDER_CALL>SOURCE_REFERENCE>ORDER_CALL	dann/prüfen; weiter; von der Quellstelle; weiter	NO	die Station prüfen; fortsetzen; von der Quellstelle; fortsetzen
P912-E1210	f82r	f82r	f82r.14	1	BIOLOGICAL	r	R	ACTION	den Zustand markieren	NO	den Zustand markieren
P912-E1211	f82r	f82r	f82r.14	2	BIOLOGICAL	olchy	OL+CH+Y	ORDER_CALL>ACTION>OWNER_CONTENT	weiter; entnehmen/ablesen; diesen Posten	NO	fortsetzen; den Posten abnehmen; diesen Posten
P912-E1212	f82r	f82r	f82r.14	3	BIOLOGICAL	qokal	OK+AL	ACTION>TARGET_PATH	ansetzen; zur Zielstelle	NO	die Station ansetzen; zur Zielstelle
P912-E1213	f82r	f82r	f82r.14	4	BIOLOGICAL	chey	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E1214	f82r	f82r	f82r.14	5	BIOLOGICAL	qokain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E1215	f82r	f82r	f82r.14	6	BIOLOGICAL	deeedy	D_ADDR+EEE+D_ADDR+Y	SOURCE_REFERENCE>GRADE_STATE>SOURCE_REFERENCE>OWNER_CONTENT	aus dem Teilfeld; vollständig; aus dem Teilfeld; diesen Posten	NO	an der Teiladresse; vollständig; an der Teiladresse; diesen Posten
P912-E1216	f82r	f82r	f82r.14	7	BIOLOGICAL	qokeey	OK+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	ansetzen; länger; diesen Posten	NO	die Station ansetzen; länger; diesen Posten
P912-E1217	f82r	f82r	f82r.14	8	BIOLOGICAL	qokaiin	OK+AIIN	ACTION>QUANTITY_INDEX	ansetzen; nach Sollmaß	NO	die Station ansetzen; nach Sollmaß
P912-E1218	f82r	f82r	f82r.14	9	BIOLOGICAL	olchedy	OL+CHD+DY	ORDER_CALL>ACTION>CLOSE	weiter; umsetzen; Schritt schließen	YES	fortsetzen; den Posten umsetzen; den Schritt schließen
P912-E1219	f82r	f82r	f82r.15	1	BIOLOGICAL	kedy	K+E+DY	ACTION>GRADE_STATE>CLOSE	zugeben/zuordnen; kurz; Schritt schließen	YES	den Posten einsetzen; kurz; den Schritt schließen
P912-E1220	f82r	f82r	f82r.15	2	BIOLOGICAL	lchedy	L+CHD+DY	TARGET_PATH>ACTION>CLOSE	weiterleiten; umsetzen; Schritt schließen	YES	weiterleiten; den Posten umsetzen; den Schritt schließen
P912-E1221	f82r	f82r	f82r.15	3	BIOLOGICAL	qokedy	OK+E+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; kurz; Schritt schließen	YES	die Station ansetzen; kurz; den Schritt schließen
P912-E1222	f82r	f82r	f82r.15	4	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E1223	f82r	f82r	f82r.15	5	BIOLOGICAL	lkeedy	L+K+EE+D_ADDR+Y	TARGET_PATH>ACTION>GRADE_STATE>SOURCE_REFERENCE>OWNER_CONTENT	weiterleiten; zugeben/zuordnen; länger; aus dem Teilfeld; diesen Posten	NO	weiterleiten; den Posten einsetzen; länger; an der Teiladresse; diesen Posten
P912-E1224	f82r	f82r	f82r.15	6	BIOLOGICAL	qokaiin	OK+AIIN	ACTION>QUANTITY_INDEX	ansetzen; nach Sollmaß	NO	die Station ansetzen; nach Sollmaß
P912-E1225	f82r	f82r	f82r.15	7	BIOLOGICAL	dy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E1226	f82r	f82r	f82r.15	8	BIOLOGICAL	daiin	AIIN	QUANTITY_INDEX	nach Sollmaß	NO	nach Sollmaß
P912-E1227	f82r	f82r	f82r.15	9	BIOLOGICAL	chdy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E1228	f82r	f82r	f82r.15	10	BIOLOGICAL	dy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E1229	f82r	f82r	f82r.16	1	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E1230	f82r	f82r	f82r.16	2	BIOLOGICAL	lchedy	L+CHD+DY	TARGET_PATH>ACTION>CLOSE	weiterleiten; umsetzen; Schritt schließen	YES	weiterleiten; den Posten umsetzen; den Schritt schließen
P912-E1231	f82r	f82r	f82r.16	3	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E1232	f82r	f82r	f82r.16	4	BIOLOGICAL	cheey	SH+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; länger; diesen Posten	NO	den Posten halten; länger; diesen Posten
P912-E1233	f82r	f82r	f82r.16	5	BIOLOGICAL	r	R	ACTION	den Zustand markieren	NO	den Zustand markieren
P912-E1234	f82r	f82r	f82r.16	6	BIOLOGICAL	or	OR	OWNER_CONTENT	den Ansatz/Inhalt	NO	mit dem Arbeitsansatz
P912-E1235	f82r	f82r	f82r.16	7	BIOLOGICAL	ol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E1236	f82r	f82r	f82r.16	8	BIOLOGICAL	s	S	ACTION	dann/prüfen	NO	die Station prüfen
P912-E1237	f82r	f82r	f82r.16	9	BIOLOGICAL	aiin	AIIN	QUANTITY_INDEX	nach Sollmaß	NO	nach Sollmaß
P912-E1238	f82r	f82r	f82r.16	10	BIOLOGICAL	chey	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E1239	f82r	f82r	f82r.16	11	BIOLOGICAL	ra	R+A_ADDR	ACTION>SOURCE_REFERENCE	den Zustand markieren; am lokalen Bezug	NO	den Zustand markieren; an der lokalen Adresse
P912-E1240	f82r	f82r	f82r.16	12	BIOLOGICAL	dam	DA+AM_ADDR	QUANTITY_INDEX>TARGET_PATH	auf der zweiten Stufe; zum Gegen-/Innenfeld	NO	auf der zweiten Stufe; am Gegen-/Innenfeld
P912-E1241	f82r	f82r	f82r.17	1	BIOLOGICAL	dshedy	SH+E+DY	ACTION>GRADE_STATE>CLOSE	halten; kurz; Schritt schließen	YES	den Posten halten; kurz; den Schritt schließen
P912-E1242	f82r	f82r	f82r.17	2	BIOLOGICAL	qoteey	OT+EE+Y	ORDER_CALL>GRADE_STATE>OWNER_CONTENT	danach; länger; diesen Posten	NO	danach; länger; diesen Posten
P912-E1243	f82r	f82r	f82r.17	3	BIOLOGICAL	chedy	CHD+Y	ACTION>OWNER_CONTENT	umsetzen; diesen Posten	NO	den Posten umsetzen; diesen Posten
P912-E1244	f82r	f82r	f82r.17	4	BIOLOGICAL	qokeeey	OK+EEE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	ansetzen; vollständig; diesen Posten	NO	die Station ansetzen; vollständig; diesen Posten
P912-E1245	f82r	f82r	f82r.17	5	BIOLOGICAL	qokedy	OK+E+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; kurz; Schritt schließen	YES	die Station ansetzen; kurz; den Schritt schließen
P912-E1246	f82r	f82r	f82r.17	6	BIOLOGICAL	lteedy	L+T+EE+D_ADDR+Y	TARGET_PATH>ACTION>GRADE_STATE>SOURCE_REFERENCE>OWNER_CONTENT	weiterleiten; bearbeiten/markieren; länger; aus dem Teilfeld; diesen Posten	NO	weiterleiten; den Abschnitt bedienen; länger; an der Teiladresse; diesen Posten
P912-E1247	f82r	f82r	f82r.17	7	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E1248	f82r	f82r	f82r.17	8	BIOLOGICAL	ralchey	R+AL+CH+E+Y	ACTION>TARGET_PATH>ACTION>GRADE_STATE>OWNER_CONTENT	den Zustand markieren; zur Zielstelle; entnehmen/ablesen; kurz; diesen Posten	NO	den Zustand markieren; zur Zielstelle; den Posten abnehmen; kurz; diesen Posten
P912-E1249	f82r	f82r	f82r.18	1	BIOLOGICAL	polched	P+OL+CHD	ACTION>ORDER_CALL>ACTION	einsetzen/beginnen; weiter; umsetzen	NO	die Station beginnen; fortsetzen; den Posten umsetzen
P912-E1250	f82r	f82r	f82r.18	2	BIOLOGICAL	otain	OT+AIN	ORDER_CALL>QUANTITY_INDEX	danach; eine Portion	NO	danach; eine Portion
P912-E1251	f82r	f82r	f82r.18	3	BIOLOGICAL	shedy	SHED+DY	ACTION>CLOSE	ruhen/halten; Schritt schließen	YES	an der Station halten; den Schritt schließen
P912-E1252	f82r	f82r	f82r.18	4	BIOLOGICAL	shedy	SHED+DY	ACTION>CLOSE	ruhen/halten; Schritt schließen	YES	an der Station halten; den Schritt schließen
P912-E1253	f82r	f82r	f82r.18	5	BIOLOGICAL	dal	AL	TARGET_PATH	zur Zielstelle	NO	zur Zielstelle
P912-E1254	f82r	f82r	f82r.18	6	BIOLOGICAL	chedar	CHD+AR	ACTION>SOURCE_REFERENCE	umsetzen; von der Quellstelle	NO	den Posten umsetzen; von der Quellstelle
P912-E1255	f82r	f82r	f82r.18	7	BIOLOGICAL	qokeey	OK+EE+Y	ACTION>GRADE_STATE>OWNER_CONTENT	ansetzen; länger; diesen Posten	NO	die Station ansetzen; länger; diesen Posten
P912-E1256	f82r	f82r	f82r.18	8	BIOLOGICAL	ykeey	Y+K+EE+Y	OWNER_CONTENT>ACTION>GRADE_STATE>OWNER_CONTENT	diesen Posten; zugeben/zuordnen; länger; diesen Posten	NO	diesen Posten; den Posten einsetzen; länger; diesen Posten
P912-E1257	f82r	f82r	f82r.18	9	BIOLOGICAL	l	L	TARGET_PATH	weiterleiten	NO	weiterleiten
P912-E1258	f82r	f82r	f82r.18	10	BIOLOGICAL	s	S	ACTION	dann/prüfen	NO	die Station prüfen
P912-E1259	f82r	f82r	f82r.18	11	BIOLOGICAL	araiin	AR+AIIN	SOURCE_REFERENCE>QUANTITY_INDEX	von der Quellstelle; nach Sollmaß	NO	von der Quellstelle; nach Sollmaß
P912-E1260	f82r	f82r	f82r.18	12	BIOLOGICAL	ory	OR+Y	OWNER_CONTENT>OWNER_CONTENT	den Ansatz/Inhalt; diesen Posten	NO	mit dem Arbeitsansatz; diesen Posten
P912-E1261	f82r	f82r	f82r.19	1	BIOLOGICAL	okain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E1262	f82r	f82r	f82r.19	2	BIOLOGICAL	char	AR	SOURCE_REFERENCE	von der Quellstelle	NO	von der Quellstelle
P912-E1263	f82r	f82r	f82r.19	3	BIOLOGICAL	okain	OK+AIN	ACTION>QUANTITY_INDEX	ansetzen; eine Portion	NO	die Station ansetzen; eine Portion
P912-E1264	f82r	f82r	f82r.19	4	BIOLOGICAL	qokeedy	OK+EE+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; länger; Schritt schließen	YES	die Station ansetzen; länger; den Schritt schließen
P912-E1265	f82r	f82r	f82r.19	5	BIOLOGICAL	lchy	L+CH+Y	TARGET_PATH>ACTION>OWNER_CONTENT	weiterleiten; entnehmen/ablesen; diesen Posten	NO	weiterleiten; den Posten abnehmen; diesen Posten
P912-E1266	f82r	f82r	f82r.20	1	BIOLOGICAL	posalshy	P+O+S+A_ADDR+LSH+Y	ACTION>ACTION>ACTION>SOURCE_REFERENCE>ACTION>OWNER_CONTENT	einsetzen/beginnen; den Gang ausführen; dann/prüfen; am lokalen Bezug; waschen/spülen; diesen Posten	NO	die Station beginnen; den Stationsgang ausführen; die Station prüfen; an der lokalen Adresse; die Station spülen; diesen Posten
P912-E1267	f82r	f82r	f82r.20	2	BIOLOGICAL	qokedy	OK+E+DY	ACTION>GRADE_STATE>CLOSE	ansetzen; kurz; Schritt schließen	YES	die Station ansetzen; kurz; den Schritt schließen
P912-E1268	f82r	f82r	f82r.20	3	BIOLOGICAL	cphal	CPH+AL	ACTION>TARGET_PATH	zum Gegen-/Empfangsgang führen; zur Zielstelle	NO	zum Gegenlauf oder Empfänger zurückführen; zur Zielstelle
P912-E1269	f82r	f82r	f82r.20	4	BIOLOGICAL	shedy	SHED+DY	ACTION>CLOSE	ruhen/halten; Schritt schließen	YES	an der Station halten; den Schritt schließen
