assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_ordinal_in_clause	bracket_marker	host_class	argument_root	explicit_argument_phrase_de	replacement_card_id	source_fragment_de	target_fragment_de	context_source_layer	inherited_argument_source_event_id	guard
861	G407-E2708	G407-S392	f77r	BIOLOGICAL	dalo	D_ADDR+AL+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
862	G407-E2711	G407-S392	f77r	BIOLOGICAL	dalo	D_ADDR+AL+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
863	G407-E2712	G407-S392	f77r	BIOLOGICAL	sodar	S+O+DA+R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
864	G407-E2712	G407-S392	f77r	BIOLOGICAL	sodar	S+O+DA+R	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
865	G407-E2722	G407-S396	f81r	BIOLOGICAL	lshl	L+SH+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
866	G407-E2722	G407-S396	f81r	BIOLOGICAL	lshl	L+SH+L	2	[außen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S03	[außen]	im äußeren Zweig	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
867	G407-E2722	G407-S396	f81r	BIOLOGICAL	lshl	L+SH+L	3	[innen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S04	[innen]	im inneren Zweig	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
868	G407-E2723	G407-S396	f81r	BIOLOGICAL	alched	AL+CHD	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
869	G407-E2730	G407-S396	f81r	BIOLOGICAL	l	L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
870	G407-E2731	G407-S396	f81r	BIOLOGICAL	chees	SH+EE+S_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
871	G407-E2735	G407-S396	f81r	BIOLOGICAL	okar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
872	G407-E2742	G407-S397	f81r	BIOLOGICAL	ykeedy	Y+K+EE+D_ADDR+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
873	G407-E2742	G407-S397	f81r	BIOLOGICAL	ykeedy	Y+K+EE+D_ADDR+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
874	G407-E2743	G407-S397	f81r	BIOLOGICAL	al	AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
875	G407-E2745	G407-S397	f81r	BIOLOGICAL	cheol	CH+E+O+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
876	G407-E2753	G407-S397	f81r	BIOLOGICAL	sar	S+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
877	G407-E2755	G407-S397	f81r	BIOLOGICAL	eses	E+S+E+S	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
878	G407-E2755	G407-S397	f81r	BIOLOGICAL	eses	E+S+E+S	2	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
879	G407-E2760	G407-S397	f81r	BIOLOGICAL	dshees	D_ADDR+SH+EE+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
880	G407-E2760	G407-S397	f81r	BIOLOGICAL	dshees	D_ADDR+SH+EE+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
881	G407-E2785	G407-S404	f81r	BIOLOGICAL	ychedy	Y+CHD+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
882	G407-E2785	G407-S404	f81r	BIOLOGICAL	ychedy	Y+CHD+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
883	G407-E2796	G407-S408	f81r	BIOLOGICAL	chetyry	CH+E+T+Y+R+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
884	G407-E2796	G407-S408	f81r	BIOLOGICAL	chetyry	CH+E+T+Y+R+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
885	G407-E2796	G407-S408	f81r	BIOLOGICAL	chetyry	CH+E+T+Y+R+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
886	G407-E2796	G407-S408	f81r	BIOLOGICAL	chetyry	CH+E+T+Y+R+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
887	G407-E2796	G407-S408	f81r	BIOLOGICAL	chetyry	CH+E+T+Y+R+Y	5	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S01	den Stationsposten [außen]	den äußeren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
888	G407-E2796	G407-S408	f81r	BIOLOGICAL	chetyry	CH+E+T+Y+R+Y	6	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Stationsposten	GDT572-S02	den Stationsposten [innen]	den inneren Stationsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
889	G407-E2820	G407-S417	f81r	BIOLOGICAL	ochedar	O+CHD+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
890	G407-E2826	G407-S421	f81r	BIOLOGICAL	oror	OR+OR	1	[außen]	NOMINAL_ARGUMENT_SCOPE	OR	die Stationseinheit	GDT572-S01	die Stationseinheit [außen]	die äußere Stationseinheit	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
891	G407-E2826	G407-S421	f81r	BIOLOGICAL	oror	OR+OR	2	[innen]	NOMINAL_ARGUMENT_SCOPE	OR	die Stationseinheit	GDT572-S02	die Stationseinheit [innen]	die innere Stationseinheit	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
892	G407-E2840	G407-S425	f81r	BIOLOGICAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
893	G407-E2852	G407-S425	f81r	BIOLOGICAL	chedar	CHD+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Stationswert	GDT572-A14	den Stationswert [wie zuvor]	denselben Stationswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
894	G407-E2858	G407-S425	f81r	BIOLOGICAL	soiin	S+O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
895	G407-E2861	G407-S425	f81r	BIOLOGICAL	par	P+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
896	G407-E2864	G407-S426	f81r	BIOLOGICAL	cheol	CH+E+O+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
897	G407-E2868	G407-S427	f81r	BIOLOGICAL	sar	S+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
898	G407-E2872	G407-S428	f81r	BIOLOGICAL	okair	OK+AIR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
899	G407-E2873	G407-S428	f81r	BIOLOGICAL	okal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
900	G407-E2891	G407-S433	f81r	BIOLOGICAL	qokar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
901	G407-E2895	G407-S433	f81r	BIOLOGICAL	lchl	L+CH+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
902	G407-E2895	G407-S433	f81r	BIOLOGICAL	lchl	L+CH+L	2	[außen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S03	[außen]	im äußeren Zweig	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
903	G407-E2895	G407-S433	f81r	BIOLOGICAL	lchl	L+CH+L	3	[innen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S04	[innen]	im inneren Zweig	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
904	G407-E2900	G407-S434	f81r	BIOLOGICAL	l	L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
905	G407-E2905	G407-S434	f81r	BIOLOGICAL	l	L	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Stationswert	GDT572-A14	den Stationswert [wie zuvor]	denselben Stationswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
906	G407-E2920	G407-S440	f81r	BIOLOGICAL	ches	CH+E+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
907	G407-E2920	G407-S440	f81r	BIOLOGICAL	ches	CH+E+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
908	G407-E2921	G407-S440	f81r	BIOLOGICAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
909	G407-E2927	G407-S442	f81v	BIOLOGICAL	shekal	SH+E+K+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
910	G407-E2927	G407-S442	f81v	BIOLOGICAL	shekal	SH+E+K+AL	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
911	G407-E2928	G407-S442	f81v	BIOLOGICAL	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
912	G407-E2929	G407-S442	f81v	BIOLOGICAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
913	G407-E2932	G407-S443	f81v	BIOLOGICAL	shek	SH+E+K	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
914	G407-E2932	G407-S443	f81v	BIOLOGICAL	shek	SH+E+K	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
915	G407-E2937	G407-S444	f81v	BIOLOGICAL	kair	K+AIR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Stationswert	GDT572-A14	den Stationswert [wie zuvor]	denselben Stationswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
916	G407-E2938	G407-S444	f81v	BIOLOGICAL	okal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Stationswert	GDT572-A14	den Stationswert [wie zuvor]	denselben Stationswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
917	G407-E2939	G407-S444	f81v	BIOLOGICAL	sar	S+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Stationswert	GDT572-A14	den Stationswert [wie zuvor]	denselben Stationswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
918	G407-E2943	G407-S444	f81v	BIOLOGICAL	al	AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
919	G407-E2946	G407-S444	f81v	BIOLOGICAL	dl	L	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
920	G407-E2952	G407-S446	f81v	BIOLOGICAL	shek	SH+E+K	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
921	G407-E2952	G407-S446	f81v	BIOLOGICAL	shek	SH+E+K	2	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Stationsanteil	GDT572-A15	den Stationsanteil [wie zuvor]	denselben Stationsanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
922	G407-E2954	G407-S446	f81v	BIOLOGICAL	dalal	AL+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
923	G407-E2954	G407-S446	f81v	BIOLOGICAL	dalal	AL+AL	2	[außen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S03	[außen]	im äußeren Zweig	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
924	G407-E2954	G407-S446	f81v	BIOLOGICAL	dalal	AL+AL	3	[innen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S04	[innen]	im inneren Zweig	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
925	G407-E2972	G407-S448	f81v	BIOLOGICAL	kar	K+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
926	G407-E2974	G407-S448	f81v	BIOLOGICAL	okar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Stationswert	GDT572-A14	den Stationswert [wie zuvor]	denselben Stationswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
927	G407-E2979	G407-S448	f81v	BIOLOGICAL	cheol	CH+E+O+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
928	G407-E2981	G407-S448	f81v	BIOLOGICAL	l	L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
929	G407-E2982	G407-S448	f81v	BIOLOGICAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
930	G407-E2988	G407-S449	f81v	BIOLOGICAL	sheckhal	SH+E+CH+K+AL	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Stationseinheit	GDT572-A16	die Stationseinheit [wie zuvor]	dieselbe Stationseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
931	G407-E2988	G407-S449	f81v	BIOLOGICAL	sheckhal	SH+E+CH+K+AL	2	[wie zuvor]	INHERITED_ARGUMENT	OR	die Stationseinheit	GDT572-A16	die Stationseinheit [wie zuvor]	dieselbe Stationseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
932	G407-E2988	G407-S449	f81v	BIOLOGICAL	sheckhal	SH+E+CH+K+AL	3	[wie zuvor]	INHERITED_ARGUMENT	OR	die Stationseinheit	GDT572-A16	die Stationseinheit [wie zuvor]	dieselbe Stationseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
933	G407-E2990	G407-S449	f81v	BIOLOGICAL	qokeedal	OK+EE+AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Stationswert	GDT572-A14	den Stationswert [wie zuvor]	denselben Stationswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
934	G407-E3014	G407-S455	f81v	BIOLOGICAL	qop	CARRIER_Q+O+P	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
935	G407-E3019	G407-S458	f81v	BIOLOGICAL	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Stationsposten	GDT572-A13	den Stationsposten [wie zuvor]	denselben Stationsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
