change_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_signature	bracket_occurrence_count	before_clause_de	after_clause_de	guard
525	G407-E1953	G407-S218	f76r	BIOLOGICAL	okal	OK+AL	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
526	G407-E1958	G407-S219	f76r	BIOLOGICAL	dal	AL	[wie zuvor]	1	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
527	G407-E1960	G407-S219	f76r	BIOLOGICAL	kal	K+AL	[wie zuvor]	1	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Führe denselben Stationsposten zu; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
528	G407-E1962	G407-S219	f76r	BIOLOGICAL	sar	S+AR	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	Wähle denselben Stationsposten; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
529	G407-E1964	G407-S221	f76r	BIOLOGICAL	qoked	OK+E+D_ADDR	[wie zuvor]	1	Setze die Stationseinheit [wie zuvor] im Stationsgang an; auf Grad I; an der bezeichneten Stelle.	Setze dieselbe Stationseinheit im Stationsgang an; auf Grad I; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
530	G407-E1965	G407-S221	f76r	BIOLOGICAL	okees	OK+EE+S	[wie zuvor]|[wie zuvor]	2	Setze die Stationseinheit [wie zuvor] im Stationsgang an und wähle die Stationseinheit [wie zuvor]; auf Grad II.	Setze dieselbe Stationseinheit im Stationsgang an und wähle dieselbe Stationseinheit; auf Grad II.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
531	G407-E1966	G407-S221	f76r	BIOLOGICAL	al	AL	[wie zuvor]	1	Im laufenden Gang wähle die Stationseinheit [wie zuvor]; zur Zielstation.	Im laufenden Gang wähle dieselbe Stationseinheit; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
532	G407-E1967	G407-S221	f76r	BIOLOGICAL	ar	AR	[wie zuvor]	1	Im laufenden Gang wähle die Stationseinheit [wie zuvor]; von der Ausgangsstation.	Im laufenden Gang wähle dieselbe Stationseinheit; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
533	G407-E1969	G407-S221	f76r	BIOLOGICAL	ar	AR	[wie zuvor]	1	Im laufenden Gang wähle den Stationswert [wie zuvor]; von der Ausgangsstation.	Im laufenden Gang wähle denselben Stationswert; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
534	G407-E1986	G407-S224	f76r	BIOLOGICAL	chekair	CH+K+AIR	[wie zuvor]|[wie zuvor]	2	Entnimm den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; entlang der Stationsbahn.	Entnimm denselben Stationsanteil und führe denselben Stationsanteil zu; entlang der Stationsbahn.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
535	G407-E1988	G407-S224	f76r	BIOLOGICAL	chckh	CH+K	[wie zuvor]|[wie zuvor]	2	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu.	Entnimm denselben Stationsposten und führe denselben Stationsposten zu.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
536	G407-E1997	G407-S226	f76r	BIOLOGICAL	okeed	OK+EE+D_ADDR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; an der bezeichneten Stelle.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
537	G407-E2004	G407-S228	f76r	BIOLOGICAL	qokar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
538	G407-E2011	G407-S234	f76r	BIOLOGICAL	qo	O	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; als Ausführung.	Im laufenden Gang halte denselben Stationsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
539	G407-E2019	G407-S235	f76r	BIOLOGICAL	lchar	L+AR	[wie zuvor]	1	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung und von der Ausgangsstation.	Im laufenden Gang führe denselben Stationsposten zu; über die sichtbare Verbindung und von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
540	G407-E2020	G407-S235	f76r	BIOLOGICAL	okar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
541	G407-E2025	G407-S238	f76r	BIOLOGICAL	qo	O	[wie zuvor]	1	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; als Ausführung.	Im laufenden Gang bearbeite denselben Stationsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
542	G407-E2030	G407-S239	f76r	BIOLOGICAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
543	G407-E2041	G407-S243	f76r	BIOLOGICAL	l	L	[wie zuvor]	1	Im laufenden Gang entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang entnimm denselben Stationsposten; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
544	G407-E2073	G407-S248	f76r	BIOLOGICAL	shedal	SH+E+AL	[wie zuvor]	1	Halte den Stationsposten [wie zuvor]; zur Zielstation; auf Grad I.	Halte denselben Stationsposten; zur Zielstation; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
545	G407-E2084	G407-S249	f76r	BIOLOGICAL	l	L	[wie zuvor]	1	Im laufenden Gang entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang entnimm denselben Stationsposten; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
546	G407-E2089	G407-S250	f76r	BIOLOGICAL	chear	CH+E+AR	[wie zuvor]	1	Entnimm den Stationsposten [wie zuvor]; von der Ausgangsstation; auf Grad I.	Entnimm denselben Stationsposten; von der Ausgangsstation; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
547	G407-E2096	G407-S250	f76r	BIOLOGICAL	dal	AL	[wie zuvor]	1	Im laufenden Gang entnimm den Stationsposten [wie zuvor]; zur Zielstation.	Im laufenden Gang entnimm denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
548	G407-E2098	G407-S250	f76r	BIOLOGICAL	dal	AL	[wie zuvor]	1	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	Im laufenden Gang bearbeite denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
549	G407-E2100	G407-S250	f76r	BIOLOGICAL	qokar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
550	G407-E2103	G407-S252	f76r	BIOLOGICAL	qokar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
551	G407-E2106	G407-S253	f76r	BIOLOGICAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Stationsanteil im Stationsgang an; von der Ausgangsstation; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
552	G407-E2109	G407-S253	f76r	BIOLOGICAL	okar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
553	G407-E2118	G407-S253	f76r	BIOLOGICAL	qo	O	[wie zuvor]	1	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; als Ausführung.	Im laufenden Gang bearbeite denselben Stationsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
554	G407-E2134	G407-S255	f76r	BIOLOGICAL	cheol	CH+E+O+L	[wie zuvor]	1	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationswert; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
555	G407-E2142	G407-S257	f76r	BIOLOGICAL	kal	K+AL	[wie zuvor]	1	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Führe denselben Stationsposten zu; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
556	G407-E2145	G407-S258	f76r	BIOLOGICAL	qo	O	[wie zuvor]	1	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; als Ausführung.	Im laufenden Gang setze denselben Stationsposten ein; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
557	G407-E2146	G407-S258	f76r	BIOLOGICAL	l	L	[wie zuvor]	1	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung.	Im laufenden Gang setze denselben Stationsposten ein; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
558	G407-E2152	G407-S259	f76r	BIOLOGICAL	r	R	[wie zuvor]	1	Markiere den Stationsposten [wie zuvor].	Markiere denselben Stationsposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
559	G407-E2155	G407-S259	f76r	BIOLOGICAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
560	G407-E2156	G407-S259	f76r	BIOLOGICAL	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Entnimm den Stationsposten [wie zuvor] und markiere den Stationsposten [wie zuvor]; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten und markiere denselben Stationsposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
561	G407-E2171	G407-S263	f76r	BIOLOGICAL	qokal	OK+AL	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
562	G407-E2174	G407-S263	f76r	BIOLOGICAL	cheol	CH+E+O+L	[wie zuvor]	1	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
563	G407-E2180	G407-S263	f76r	BIOLOGICAL	qokal	OK+AL	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
564	G407-E2183	G407-S264	f76r	BIOLOGICAL	cheol	CH+E+O+L	[wie zuvor]	1	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
565	G407-E2192	G407-S264	f76r	BIOLOGICAL	ar	AR	[wie zuvor]	1	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Im laufenden Gang setze dieselbe Stationseinheit im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
566	G407-E2193	G407-S264	f76r	BIOLOGICAL	o	O	[wie zuvor]	1	Im laufenden Gang setze die Stationseinheit [wie zuvor] im Stationsgang an; als Ausführung.	Im laufenden Gang setze dieselbe Stationseinheit im Stationsgang an; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
567	G407-E2199	G407-S265	f76r	BIOLOGICAL	qokal	OK+AL	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
568	G407-E2200	G407-S265	f76r	BIOLOGICAL	chal	CH+AL	[wie zuvor]	1	Entnimm den Stationsposten [wie zuvor]; zur Zielstation.	Entnimm denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
569	G407-E2208	G407-S270	f76r	BIOLOGICAL	lshed	L+SH+E	[wie zuvor]	1	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
570	G407-E2218	G407-S271	f76r	BIOLOGICAL	qokedar	OK+E+D_ADDR+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
571	G407-E2225	G407-S273	f76r	BIOLOGICAL	ar	AR	[wie zuvor]	1	Im laufenden Gang wähle den Stationsanteil [wie zuvor]; von der Ausgangsstation.	Im laufenden Gang wähle denselben Stationsanteil; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
572	G407-E2231	G407-S275	f76r	BIOLOGICAL	qokal	OK+AL	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
573	G407-E2239	G407-S276	f76r	BIOLOGICAL	lsh	L+SH	[wie zuvor]	1	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Halte denselben Stationsposten; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
574	G407-E2252	G407-S278	f76r	BIOLOGICAL	qokar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
575	G407-E2268	G407-S280	f76r	BIOLOGICAL	okar	OK+AR	[wie zuvor]	1	Setze den Stationsanteil [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsanteil im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
576	G407-E2269	G407-S280	f76r	BIOLOGICAL	opar	O+P+AR	[wie zuvor]	1	Setze den Stationsanteil [wie zuvor] ein; von der Ausgangsstation; als Ausführung.	Setze denselben Stationsanteil ein; von der Ausgangsstation; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
577	G407-E2273	G407-S282	f76r	BIOLOGICAL	qo	O	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; als Ausführung.	Im laufenden Gang halte denselben Stationsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
578	G407-E2280	G407-S283	f76r	BIOLOGICAL	as	A_ADDR+S	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	Wähle denselben Stationsposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
579	G407-E2281	G407-S283	f76r	BIOLOGICAL	oin	O+IIN	[wie zuvor]	1	Im laufenden Gang wähle den Stationsposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang wähle denselben Stationsposten; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
580	G407-E2285	G407-S283	f76r	BIOLOGICAL	shear	SH+E+AR	[wie zuvor]	1	Halte den Stationsanteil [wie zuvor]; von der Ausgangsstation; auf Grad I.	Halte denselben Stationsanteil; von der Ausgangsstation; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
581	G407-E2291	G407-S287	f76r	BIOLOGICAL	okar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
582	G407-E2300	G407-S287	f76r	BIOLOGICAL	olchdar	L+CHD+AR	[wie zuvor]	1	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
583	G407-E2314	G407-S290	f76r	BIOLOGICAL	qokal	OK+AL	[wie zuvor]	1	Setze die Stationseinheit [wie zuvor] im Stationsgang an; zur Zielstation.	Setze dieselbe Stationseinheit im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
584	G407-E2321	G407-S290	f76r	BIOLOGICAL	l	L	[wie zuvor]	1	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; über die sichtbare Verbindung.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
585	G407-E2322	G407-S290	f76r	BIOLOGICAL	kar	K+AR	[wie zuvor]	1	Führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation.	Führe denselben Stationsposten zu; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
586	G407-E2324	G407-S290	f76r	BIOLOGICAL	lkar	L+K+AR	[wie zuvor]	1	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung und von der Ausgangsstation.	Führe denselben Stationsposten zu; über die sichtbare Verbindung und von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
587	G407-E2325	G407-S290	f76r	BIOLOGICAL	al	AL	[wie zuvor]	1	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Im laufenden Gang führe denselben Stationsposten zu; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
588	G407-E2328	G407-S291	f76r	BIOLOGICAL	sal	S+AL	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	Wähle denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
589	G407-E2339	G407-S295	f76r	BIOLOGICAL	sal	S+AL	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	Wähle denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
590	G407-E2342	G407-S295	f76r	BIOLOGICAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang bearbeite denselben Stationsposten; von der Ausgangsstation; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
591	G407-E2352	G407-S300	f76r	BIOLOGICAL	okar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
592	G407-E2360	G407-S302	f76r	BIOLOGICAL	chal	CH+AL	[wie zuvor]	1	Entnimm die Stationseinheit [wie zuvor]; zur Zielstation.	Entnimm dieselbe Stationseinheit; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
593	G407-E2361	G407-S302	f76r	BIOLOGICAL	shed	SH+E+D_ADDR	[wie zuvor]	1	Halte die Stationseinheit [wie zuvor]; auf Grad I; an der bezeichneten Stelle.	Halte dieselbe Stationseinheit; auf Grad I; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
594	G407-E2364	G407-S305	f76r	BIOLOGICAL	okal	OK+AL	[wie zuvor]	1	Setze die Stationseinheit [wie zuvor] im Stationsgang an; zur Zielstation.	Setze dieselbe Stationseinheit im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
595	G407-E2366	G407-S305	f76r	BIOLOGICAL	dal	AL	[wie zuvor]	1	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	Im laufenden Gang bearbeite denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
596	G407-E2370	G407-S305	f76r	BIOLOGICAL	okedal	OK+AL	[wie zuvor]	1	Setze den Stationswert [wie zuvor] im Stationsgang an; zur Zielstation.	Setze denselben Stationswert im Stationsgang an; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
597	G407-E2380	G407-S307	f76r	BIOLOGICAL	ar	AR	[wie zuvor]	1	Im laufenden Gang halte die Stationseinheit [wie zuvor]; von der Ausgangsstation.	Im laufenden Gang halte dieselbe Stationseinheit; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
598	G407-E2381	G407-S307	f76r	BIOLOGICAL	al	AL	[wie zuvor]	1	Im laufenden Gang halte die Stationseinheit [wie zuvor]; zur Zielstation.	Im laufenden Gang halte dieselbe Stationseinheit; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
599	G407-E2403	G407-S312	f77r	BIOLOGICAL	ar	AR	[wie zuvor]	1	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation.	Im laufenden Gang bearbeite denselben Stationsposten; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
600	G407-E2411	G407-S313	f77r	BIOLOGICAL	sal	S+AL	[wie zuvor]	1	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	Wähle denselben Stationsposten; zur Zielstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
601	G407-E2420	G407-S318	f77r	BIOLOGICAL	cham	CH+AM_ADDR	[wie zuvor]	1	Entnimm den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	Entnimm denselben Stationsposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
602	G407-E2428	G407-S321	f77r	BIOLOGICAL	ched	CHD	[wie zuvor]	1	Bearbeite den Stationswert [wie zuvor].	Bearbeite denselben Stationswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
603	G407-E2453	G407-S332	f77r	BIOLOGICAL	qokeed	OK+EE+D_ADDR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; an der bezeichneten Stelle.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
604	G407-E2468	G407-S340	f77r	BIOLOGICAL	sheed	SH+EE+D_ADDR	[wie zuvor]	1	Halte den Stationswert [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	Halte denselben Stationswert; auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
605	G407-E2477	G407-S341	f77r	BIOLOGICAL	qo	O	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; als Ausführung.	Im laufenden Gang halte denselben Stationsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
606	G407-E2478	G407-S341	f77r	BIOLOGICAL	l	L	[wie zuvor]	1	Im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang halte denselben Stationsposten; über die sichtbare Verbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
607	G407-E2480	G407-S341	f77r	BIOLOGICAL	chees	SH+EE+S_ADDR	[wie zuvor]	1	Halte die Stationseinheit [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	Halte dieselbe Stationseinheit; auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
608	G407-E2490	G407-S345	f77r	BIOLOGICAL	qokar	OK+AR	[wie zuvor]	1	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
