event_id	page	record	locus	locus_position	card_no	component_parse	atomic_card_value_de	card_surface_inventory	multi_surface_card	renderer_first_choice	context_wrapper_rule	remove_wrapper	applied_wrapper_stamp	renderer_final_surface	wrapper_assignment_source	residual_locus_mode	residual_mode_load_here	free_renderer_choice	surface_roundtrip
E245	f83r	B3	f83r.6	MIDDLE	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	RR22	NO	NO	YES
E246	f83r	B3	f83r.6	MIDDLE	PROC120	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	lchedy	NO	lchedy	NONE	NONE	NONE	lchedy	GLOBAL_RULE_RENDERER	RR22	NO	NO	YES
E247	f83r	B3	f83r.6	LAST	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	choky|oky|qoky	YES	qoky	NONE	NONE	NONE	qoky	GLOBAL_RULE_RENDERER	RR22	NO	NO	YES
E248	f83r	B3	f83r.8	FIRST	PROC134	P+CHD+AL	den laufenden Posten an bezeichnete Stelle hineingeben und umsetzen	pchedal	NO	pchedal	NONE	NONE	NONE	pchedal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E249	f83r	B3	f83r.8	MIDDLE	PROC135	OT+E+DY	danach · kurz; Schritt schließen	otedy	NO	otedy	NONE	NONE	NONE	otedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E250	f83r	B3	f83r.8	MIDDLE	PROC136	SH+E+CTH+CHD+Y	diesen Posten kurz halten und umsetzen bis bereit	shecthedchy	NO	shecthedchy	NONE	NONE	NONE	shecthedchy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E251	f83r	B3	f83r.8	MIDDLE	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	choky|oky|qoky	YES	qoky	NONE	NONE	NONE	qoky	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E252	f83r	B3	f83r.8	MIDDLE	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	NONE	NONE	chedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E253	f83r	B3	f83r.8	LAST	PROC137	AR+Y	von dort · dieser Posten	chary	NO	chary	NONE	NONE	NONE	chary	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E254	f83r	B3	f83r.11	FIRST	PROC016	OR	Ansatz	chor|or|shor|sor	YES	chor	NONE	ch	s	sor	RESIDUAL_LOCUS_TABLE	RR23	YES	NO	YES
E255	f83r	B3	f83r.11	MIDDLE	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	RR23	NO	NO	YES
E256	f83r	B3	f83r.11	MIDDLE	PROC038	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	okaiin|qokaiin	YES	qokaiin	NONE	NONE	NONE	qokaiin	GLOBAL_RULE_RENDERER	RR23	NO	NO	YES
E257	f83r	B3	f83r.11	MIDDLE	PROC069	K+AIN	den laufenden Posten nach Portion zuführen	chkain|kain	YES	kain	NONE	Ø	ch	chkain	RESIDUAL_LOCUS_TABLE	RR23	NO	NO	YES
E258	f83r	B3	f83r.11	MIDDLE	PROC117	CTH+E+Y	bereit · kurz · dieser Posten	qcthey|shcthey	YES	qcthey	NONE	q	sh	shcthey	RESIDUAL_LOCUS_TABLE	RR23	NO	NO	YES
E259	f83r	B3	f83r.11	MIDDLE	PROC067	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	qokedy	NO	qokedy	NONE	NONE	NONE	qokedy	GLOBAL_RULE_RENDERER	RR23	NO	NO	YES
E260	f83r	B3	f83r.11	MIDDLE	PROC138	OK+AIR	den laufenden Posten durch laufender Bestand ansetzen	okair	NO	okair	NONE	NONE	NONE	okair	GLOBAL_RULE_RENDERER	RR23	NO	NO	YES
E261	f83r	B3	f83r.11	MIDDLE	PROC139	SH+EE+DY	den laufenden Posten länger halten; Schritt schließen	sheedy	NO	sheedy	NONE	NONE	NONE	sheedy	GLOBAL_RULE_RENDERER	RR23	NO	NO	YES
E262	f83r	B3	f83r.11	MIDDLE	PROC120	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	lchedy	NO	lchedy	NONE	NONE	NONE	lchedy	GLOBAL_RULE_RENDERER	RR23	NO	NO	YES
E263	f83r	B3	f83r.11	LAST	PROC140	L+O	den Arbeitsgang führen	lo	NO	lo	NONE	NONE	NONE	lo	GLOBAL_RULE_RENDERER	RR23	NO	NO	YES
E264	f83r	B3	f83r.14	FIRST	PROC091	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	okchedy|qokchedy	YES	okchedy	NONE	Ø	q	qokchedy	RESIDUAL_LOCUS_TABLE	RR24	YES	NO	YES
E265	f83r	B3	f83r.14	MIDDLE	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	RR24	NO	NO	YES
E266	f83r	B3	f83r.14	MIDDLE	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	RR24	NO	NO	YES
E267	f83r	B3	f83r.14	MIDDLE	PROC141	OK+SH+E+DY	den laufenden Posten kurz ansetzen und halten; Schritt schließen	qokshedy	NO	qokshedy	NONE	NONE	NONE	qokshedy	GLOBAL_RULE_RENDERER	RR24	NO	NO	YES
E268	f83r	B3	f83r.14	MIDDLE	PROC055	AL	bezeichnete Stelle	al|chal|cheal|dal|sal|tal	YES	dal	NONE	NONE	NONE	dal	GLOBAL_RULE_RENDERER	RR24	NO	NO	YES
E269	f83r	B3	f83r.14	MIDDLE	PROC120	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	lchedy	NO	lchedy	NONE	NONE	NONE	lchedy	GLOBAL_RULE_RENDERER	RR24	NO	NO	YES
E270	f83r	B3	f83r.14	MIDDLE	PROC038	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	okaiin|qokaiin	YES	qokaiin	NONE	NONE	NONE	qokaiin	GLOBAL_RULE_RENDERER	RR24	NO	NO	YES
E271	f83r	B3	f83r.14	MIDDLE	PROC014	CTH+Y	bereit · dieser Posten	checthy|cthy|shcthy	YES	checthy	NONE	che	sh	shcthy	RESIDUAL_LOCUS_TABLE	RR24	NO	NO	YES
E272	f83r	B3	f83r.14	MIDDLE	PROC055	AL	bezeichnete Stelle	al|chal|cheal|dal|sal|tal	YES	dal	NONE	NONE	NONE	dal	GLOBAL_RULE_RENDERER	RR24	NO	NO	YES
E273	f83r	B3	f83r.14	LAST	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	che	s	sy	RESIDUAL_LOCUS_TABLE	RR24	NO	NO	YES
E274	f83r	B3	f83r.15	FIRST	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	saiin	NONE	NONE	NONE	saiin	GLOBAL_RULE_RENDERER	RR25	YES	NO	YES
E275	f83r	B3	f83r.15	MIDDLE	PROC142	SHED+AL	den laufenden Posten an bezeichnete Stelle absetzen	shedal	NO	shedal	NONE	NONE	NONE	shedal	GLOBAL_RULE_RENDERER	RR25	NO	NO	YES
E276	f83r	B3	f83r.15	MIDDLE	PROC143	SH+E+CTH+Y	diesen Posten kurz halten bis bereit	shecthy	NO	shecthy	NONE	NONE	NONE	shecthy	GLOBAL_RULE_RENDERER	RR25	NO	NO	YES
E277	f83r	B3	f83r.15	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	NONE	NONE	chey	GLOBAL_RULE_RENDERER	RR25	NO	NO	YES
E278	f83r	B3	f83r.15	MIDDLE	PROC055	AL	bezeichnete Stelle	al|chal|cheal|dal|sal|tal	YES	dal	NONE	d	t	tal	RESIDUAL_LOCUS_TABLE	RR25	NO	NO	YES
E279	f83r	B3	f83r.15	MIDDLE	PROC014	CTH+Y	bereit · dieser Posten	checthy|cthy|shcthy	YES	checthy	NONE	che	sh	shcthy	RESIDUAL_LOCUS_TABLE	RR25	NO	NO	YES
E280	f83r	B3	f83r.15	MIDDLE	PROC144	AL+CHD+DY	den laufenden Posten an bezeichnete Stelle umsetzen; Schritt schließen	dalchdy	NO	dalchdy	NONE	NONE	NONE	dalchdy	GLOBAL_RULE_RENDERER	RR25	NO	NO	YES
E281	f83r	B3	f83r.15	MIDDLE	PROC145	OT+CHD+DY	danach den laufenden Posten umsetzen; Schritt schließen	otchedy|qotchedy	YES	otchedy	NONE	Ø	q	qotchedy	RESIDUAL_LOCUS_TABLE	RR25	NO	NO	YES
E282	f83r	B3	f83r.15	LAST	PROC120	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	lchedy	NO	lchedy	NONE	NONE	NONE	lchedy	GLOBAL_RULE_RENDERER	RR25	NO	NO	YES
E283	f83r	B3	f83r.16	FIRST	PROC076	CHD+DY	überführen und den Schritt schließen	dchedy|schedy|tchedy	YES	schedy	NONE	s	t	tchedy	RESIDUAL_LOCUS_TABLE	RR26	YES	NO	YES
E284	f83r	B3	f83r.16	MIDDLE	PROC082	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	qokchdy	NO	qokchdy	NONE	NONE	NONE	qokchdy	GLOBAL_RULE_RENDERER	RR26	NO	NO	YES
E285	f83r	B3	f83r.16	MIDDLE	PROC146	EE+AR	länger · von dort	cheedar	NO	cheedar	NONE	NONE	NONE	cheedar	GLOBAL_RULE_RENDERER	RR26	NO	NO	YES
E286	f83r	B3	f83r.16	MIDDLE	PROC147	L+AIIN	den laufenden Posten nach vorgeschriebenes Maß führen	chldaiin	NO	chldaiin	NONE	NONE	NONE	chldaiin	GLOBAL_RULE_RENDERER	RR26	NO	NO	YES
E287	f83r	B3	f83r.16	MIDDLE	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	NONE	NONE	chedy	GLOBAL_RULE_RENDERER	RR26	NO	NO	YES
E288	f83r	B3	f83r.16	MIDDLE	PROC080	OK+AIN	den laufenden Posten nach Portion ansetzen	okain|qokain	YES	qokain	NONE	NONE	NONE	qokain	GLOBAL_RULE_RENDERER	RR26	NO	NO	YES
E289	f83r	B3	f83r.16	MIDDLE	PROC014	CTH+Y	bereit · dieser Posten	checthy|cthy|shcthy	YES	checthy	NONE	NONE	NONE	checthy	GLOBAL_RULE_RENDERER	RR26	NO	NO	YES
E290	f83r	B3	f83r.16	LAST	PROC148	AL+R+OR	den Ansatz an bezeichnete Stelle abkühlen	chealror	NO	chealror	NONE	NONE	NONE	chealror	GLOBAL_RULE_RENDERER	RR26	NO	NO	YES
E291	f83r	B3	f83r.20	FIRST	PROC098	SOLK+EE+DY	den laufenden Posten länger auffangen; Schritt schließen	olkeedy|solkeedy	YES	olkeedy	NONE	Ø	s	solkeedy	RESIDUAL_LOCUS_TABLE	RR27	YES	NO	YES
E292	f83r	B3	f83r.20	MIDDLE	PROC129	OT+EE+DY	danach · länger; Schritt schließen	qoteedy	NO	qoteedy	NONE	NONE	NONE	qoteedy	GLOBAL_RULE_RENDERER	RR27	NO	NO	YES
E293	f83r	B3	f83r.20	MIDDLE	PROC092	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	okeey|qokeey	YES	qokeey	NONE	NONE	NONE	qokeey	GLOBAL_RULE_RENDERER	RR27	NO	NO	YES
E294	f83r	B3	f83r.20	MIDDLE	PROC067	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	qokedy	NO	qokedy	NONE	NONE	NONE	qokedy	GLOBAL_RULE_RENDERER	RR27	NO	NO	YES
E295	f83r	B3	f83r.20	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	sol	NONE	NONE	NONE	sol	GLOBAL_RULE_RENDERER	RR27	NO	NO	YES
E296	f83r	B3	f83r.20	MIDDLE	PROC149	EEE+T+Y	diesen Posten vollständig eintragen	cheeety	NO	cheeety	NONE	NONE	NONE	cheeety	GLOBAL_RULE_RENDERER	RR27	NO	NO	YES
E297	f83r	B3	f83r.20	MIDDLE	PROC067	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	qokedy	NO	qokedy	NONE	NONE	NONE	qokedy	GLOBAL_RULE_RENDERER	RR27	NO	NO	YES
E298	f83r	B3	f83r.20	MIDDLE	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	choky|oky|qoky	YES	qoky	NONE	NONE	NONE	qoky	GLOBAL_RULE_RENDERER	RR27	NO	NO	YES
E299	f83r	B3	f83r.20	LAST	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	d	s	saiin	RESIDUAL_LOCUS_TABLE	RR27	NO	NO	YES
E300	f83r	B3	f83r.22	FIRST	PROC150	CHD+AIR	den laufenden Posten durch laufender Bestand umsetzen	schedair	NO	schedair	NONE	NONE	NONE	schedair	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E301	f83r	B3	f83r.22	MIDDLE	PROC145	OT+CHD+DY	danach den laufenden Posten umsetzen; Schritt schließen	otchedy|qotchedy	YES	otchedy	NONE	NONE	NONE	otchedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E302	f83r	B3	f83r.22	MIDDLE	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E303	f83r	B3	f83r.22	MIDDLE	PROC151	CHD+AIN	den laufenden Posten nach Portion umsetzen	chedain	NO	chedain	NONE	NONE	NONE	chedain	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E304	f83r	B3	f83r.22	MIDDLE	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	NONE	NONE	chedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E305	f83r	B3	f83r.22	MIDDLE	PROC152	OT+E+AIIN	danach · kurz · vorgeschriebenes Maß	qotedaiin	NO	qotedaiin	NONE	NONE	NONE	qotedaiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E306	f83r	B3	f83r.22	MIDDLE	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	otaiin|sotaiin	YES	otaiin	NONE	NONE	NONE	otaiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E307	f83r	B3	f83r.22	MIDDLE	PROC135	OT+E+DY	danach · kurz; Schritt schließen	otedy	NO	otedy	NONE	NONE	NONE	otedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E308	f83r	B3	f83r.22	LAST	PROC108	L+DY	den laufenden Posten führen; Schritt schließen	ldy	NO	ldy	NONE	NONE	NONE	ldy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E309	f83r	B3	f83r.24	FIRST	PROC097	O+IIN	Arbeitsgang · Sollstufe	oiiin|soiiin	YES	oiiin	NONE	Ø	s	soiiin	RESIDUAL_LOCUS_TABLE	RR28	YES	NO	YES
E310	f83r	B3	f83r.24	MIDDLE	PROC014	CTH+Y	bereit · dieser Posten	checthy|cthy|shcthy	YES	checthy	NONE	NONE	NONE	checthy	GLOBAL_RULE_RENDERER	RR28	NO	NO	YES
E311	f83r	B3	f83r.24	MIDDLE	PROC004	T+Y	den aktuellen Posten eintragen	chety|chty	YES	chty	NONE	ch	che	chety	RESIDUAL_LOCUS_TABLE	RR28	NO	NO	YES
E312	f83r	B3	f83r.24	MIDDLE	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	otaiin|sotaiin	YES	otaiin	NONE	NONE	NONE	otaiin	GLOBAL_RULE_RENDERER	RR28	NO	NO	YES
E313	f83r	B3	f83r.24	MIDDLE	PROC153	OL+AL+Y	fortsetzen · bezeichnete Stelle · dieser Posten	olsaly	NO	olsaly	NONE	NONE	NONE	olsaly	GLOBAL_RULE_RENDERER	RR28	NO	NO	YES
E314	f83r	B3	f83r.24	LAST	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	RR28	NO	NO	YES
E315	f83r	B4	f83r.25	FIRST	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	RR29	YES	NO	YES
E316	f83r	B4	f83r.25	MIDDLE	PROC154	OL+Y	fortsetzen · dieser Posten	qolchey	NO	qolchey	NONE	NONE	NONE	qolchey	GLOBAL_RULE_RENDERER	RR29	NO	NO	YES
E317	f83r	B4	f83r.25	MIDDLE	PROC092	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	okeey|qokeey	YES	qokeey	NONE	NONE	NONE	qokeey	GLOBAL_RULE_RENDERER	RR29	NO	NO	YES
E318	f83r	B4	f83r.25	MIDDLE	PROC067	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	qokedy	NO	qokedy	NONE	NONE	NONE	qokedy	GLOBAL_RULE_RENDERER	RR29	NO	NO	YES
E319	f83r	B4	f83r.25	MIDDLE	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	NONE	NONE	chedy	GLOBAL_RULE_RENDERER	RR29	NO	NO	YES
E320	f83r	B4	f83r.25	LAST	PROC131	OT+AL	danach · bezeichnete Stelle	otal|qotal	YES	qotal	NONE	q	Ø	otal	RESIDUAL_LOCUS_TABLE	RR29	NO	NO	YES
E321	f83r	B4	f83r.26	FIRST	PROC065	OT+Y	danach · dieser Posten	otchey	NO	otchey	NONE	NONE	NONE	otchey	GLOBAL_RULE_RENDERER	RR30	YES	NO	YES
E322	f83r	B4	f83r.26	MIDDLE	PROC092	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	okeey|qokeey	YES	qokeey	NONE	NONE	NONE	qokeey	GLOBAL_RULE_RENDERER	RR30	NO	NO	YES
E323	f83r	B4	f83r.26	MIDDLE	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	choky|oky|qoky	YES	qoky	NONE	NONE	NONE	qoky	GLOBAL_RULE_RENDERER	RR30	NO	NO	YES
E324	f83r	B4	f83r.26	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	Ø	t	tol	RESIDUAL_LOCUS_TABLE	RR30	NO	NO	YES
E325	f83r	B4	f83r.26	MIDDLE	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	RR30	NO	NO	YES
E326	f83r	B4	f83r.26	LAST	PROC155	OK+Y+LD+DY	diesen Posten ansetzen und befestigen; Schritt schließen	qokylddy	NO	qokylddy	NONE	NONE	NONE	qokylddy	GLOBAL_RULE_RENDERER	RR30	NO	NO	YES
E327	f83r	B4	f83r.27	FIRST	PROC156	AIN	Portion	dain	NO	dain	NONE	NONE	NONE	dain	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E328	f83r	B4	f83r.27	MIDDLE	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	NONE	NONE	chedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E329	f83r	B4	f83r.27	MIDDLE	PROC100	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	qokeedy	NO	qokeedy	NONE	NONE	NONE	qokeedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E330	f83r	B4	f83r.27	MIDDLE	PROC099	SH+CKH+E+DY	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	shckhedy	NO	shckhedy	NONE	NONE	NONE	shckhedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E331	f83r	B4	f83r.27	LAST	PROC099	SH+CKH+E+DY	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	shckhedy	NO	shckhedy	NONE	NONE	NONE	shckhedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E332	f83r	B4	f83r.28	FIRST	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	saiin	NONE	NONE	NONE	saiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E333	f83r	B4	f83r.28	MIDDLE	PROC046	CHK+EE+Y	den aktuellen Posten länger wärmen	cheeky	NO	cheeky	NONE	NONE	NONE	cheeky	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E334	f83r	B4	f83r.28	MIDDLE	PROC157	SH+EE+Y	diesen Posten länger halten	sheey	NO	sheey	NONE	NONE	NONE	sheey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E335	f83r	B4	f83r.28	MIDDLE	PROC067	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	qokedy	NO	qokedy	NONE	NONE	NONE	qokedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E336	f83r	B4	f83r.28	MIDDLE	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E337	f83r	B4	f83r.28	LAST	PROC047	OL+DY	fortsetzen; Schritt schließen	oldy	NO	oldy	NONE	NONE	NONE	oldy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E338	f83r	B4	f83r.35	FIRST	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	saiin	NONE	NONE	NONE	saiin	GLOBAL_RULE_RENDERER	RR31	YES	NO	YES
E339	f83r	B4	f83r.35	MIDDLE	PROC083	CHK+E+Y	diesen Posten kurz wärmen	cheky	NO	cheky	NONE	NONE	NONE	cheky	GLOBAL_RULE_RENDERER	RR31	NO	NO	YES
E340	f83r	B4	f83r.35	MIDDLE	PROC158	OK+EE+OL	fortsetzen den laufenden Posten länger ansetzen	okeeol	NO	okeeol	NONE	NONE	NONE	okeeol	GLOBAL_RULE_RENDERER	RR31	NO	NO	YES
E341	f83r	B4	f83r.35	MIDDLE	PROC080	OK+AIN	den laufenden Posten nach Portion ansetzen	okain|qokain	YES	qokain	WR01	q	Ø	okain	AUTOMATIC_CONTEXT_RULE	RR31	NO	NO	YES
E342	f83r	B4	f83r.35	LAST	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	che	ch	chdy	RESIDUAL_LOCUS_TABLE	RR31	NO	NO	YES
E343	f83r	B4	f83r.37	FIRST	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	sol	NONE	NONE	NONE	sol	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E344	f83r	B4	f83r.37	MIDDLE	PROC159	L+K+E+DY	den laufenden Posten kurz führen und zuführen; Schritt schließen	lkedy	NO	lkedy	NONE	NONE	NONE	lkedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E345	f83r	B4	f83r.37	MIDDLE	PROC120	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	lchedy	NO	lchedy	NONE	NONE	NONE	lchedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E346	f83r	B4	f83r.37	MIDDLE	PROC160	OK+OL	fortsetzen den laufenden Posten ansetzen	qokol	NO	qokol	NONE	NONE	NONE	qokol	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E347	f83r	B4	f83r.37	LAST	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E348	f83r	B4	f83r.38	FIRST	PROC016	OR	Ansatz	chor|or|shor|sor	YES	chor	WR02	ch	Ø	or	AUTOMATIC_CONTEXT_RULE	NONE	NO	NO	YES
E349	f83r	B4	f83r.38	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	NONE	NONE	chey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E350	f83r	B4	f83r.38	MIDDLE	PROC161	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dieser Posten	qockhey	NO	qockhey	NONE	NONE	NONE	qockhey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E351	f83r	B4	f83r.38	LAST	PROC162	AIR+Y+DY	laufender Bestand · dieser Posten; Schritt schließen	dairydy	NO	dairydy	NONE	NONE	NONE	dairydy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E352	f83r	B4	f83r.39	FIRST	PROC080	OK+AIN	den laufenden Posten nach Portion ansetzen	okain|qokain	YES	qokain	NONE	NONE	NONE	qokain	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E353	f83r	B4	f83r.39	MIDDLE	PROC031	SH+EE+Y	diesen Posten länger halten	cheey|shey	YES	cheey	WR03	che	sh	shey	AUTOMATIC_CONTEXT_RULE	NONE	NO	NO	YES
E354	f83r	B4	f83r.39	MIDDLE	PROC069	K+AIN	den laufenden Posten nach Portion zuführen	chkain|kain	YES	kain	NONE	NONE	NONE	kain	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E355	f83r	B4	f83r.39	LAST	PROC163	CH+CKH+AL	den laufenden Posten an bezeichnete Stelle durch Durchlass abziehen	chckhal	NO	chckhal	NONE	NONE	NONE	chckhal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E356	f83r	B4	f83r.41	FIRST	PROC164	SOLK+E+Y	diesen Posten kurz auffangen	solkey	NO	solkey	NONE	NONE	NONE	solkey	GLOBAL_RULE_RENDERER	RR32	YES	NO	YES
E357	f83r	B4	f83r.41	MIDDLE	PROC120	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	lchedy	NO	lchedy	NONE	NONE	NONE	lchedy	GLOBAL_RULE_RENDERER	RR32	NO	NO	YES
E358	f83r	B4	f83r.41	MIDDLE	PROC070	OL+K+AIN	fortsetzen den laufenden Posten nach Portion zuführen	olkain|qolkain	YES	olkain	NONE	Ø	q	qolkain	RESIDUAL_LOCUS_TABLE	RR32	NO	NO	YES
E359	f83r	B4	f83r.41	LAST	PROC055	AL	bezeichnete Stelle	al|chal|cheal|dal|sal|tal	YES	dal	NONE	NONE	NONE	dal	GLOBAL_RULE_RENDERER	RR32	NO	NO	YES
E360	f83r	B4	f83r.44	FIRST	PROC165	K+AR	den laufenden Posten von dort zuführen	skar	NO	skar	NONE	NONE	NONE	skar	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E361	f83r	B4	f83r.44	LAST	PROC078	SHED+DY	absetzen und den Schritt schließen	cheedy|shedy|tedy	YES	shedy	NONE	NONE	NONE	shedy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E362	f83r	B5	f83r.47	FIRST	PROC166	OT+CHD+DY	danach den laufenden Posten umsetzen; Schritt schließen	otchdy	NO	otchdy	NONE	NONE	NONE	otchdy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E363	f83r	B5	f83r.47	MIDDLE	PROC082	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	qokchdy	NO	qokchdy	NONE	NONE	NONE	qokchdy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E364	f83r	B5	f83r.47	LAST	PROC142	SHED+AL	den laufenden Posten an bezeichnete Stelle absetzen	shedal	NO	shedal	NONE	NONE	NONE	shedal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
