group_serial	diagram_id	page	locus	opaque_local_id	visible_owner	visible_surface	namespace_id	local_content_class	detected_literal_atoms	detected_cues	covered_characters	residual_pattern	transfer_class	exact_prose_master_card_id	exact_prose_short_default_de	forward_prediction	forward_predicted_reading_de	existing_astro_component_parse	existing_astro_reading_de	cross_register_reading_de	orientation_rule	crosspage_rule
201	A2	f68r1	f68r1.2	A2:G011	A2_MIDDLE_PANEL_HEADER	otchl	F68_MIDDLE_PANEL_HEADER_NS	MIDDLE_STAR_PANEL_RUBRIC	OT	OT=ot@0-2	2/5	··chl	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung	Sternplatz A2_MIDDLE_PANEL_HEADER: naechster Platz oder folgende Bedingung; lokaler Namensrest chl.	Sternplatz A2_MIDDLE_PANEL_HEADER: naechster Platz oder folgende Bedingung; lokaler Namensrest chl.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
202	A2	f68r1	f68r1.2	A2:G012	A2_MIDDLE_PANEL_HEADER	qokeeedy	F68_MIDDLE_PANEL_HEADER_NS	MIDDLE_STAR_PANEL_RUBRIC	OK	OK=ok@1-3	2/8	q··eeedy	EXACT_PROSE_SURFACE	MC140	vollständig ansetzen; Schluss	NONE	NONE	vollstaendig setzen und den Eintrag schliessen	Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.	Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
203	A2	f68r1	f68r1.2	A2:G013	A2_MIDDLE_PANEL_HEADER	cheey	F68_MIDDLE_PANEL_HEADER_NS	MIDDLE_STAR_PANEL_RUBRIC	NONE	NONE	0/5	cheey	EXACT_PROSE_SURFACE	MC119	klarer Auszug	NONE	NONE	abgelesener oder freigegebener Diagrammwert	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
204	A2	f68r1	f68r1.2	A2:G014	A2_MIDDLE_PANEL_HEADER	cheeteey	F68_MIDDLE_PANEL_HEADER_NS	MIDDLE_STAR_PANEL_RUBRIC	NONE	NONE	0/8	cheeteey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe + lange oder volle Diagrammstufe	Sternplatz A2_MIDDLE_PANEL_HEADER: lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.	Sternplatz A2_MIDDLE_PANEL_HEADER: lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
205	A2	f68r1	f68r1.2	A2:G015	A2_MIDDLE_PANEL_HEADER	yteody	F68_MIDDLE_PANEL_HEADER_NS	MIDDLE_STAR_PANEL_RUBRIC	NONE	NONE	0/6	yteody	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A2_MIDDLE_PANEL_HEADER: Phasenplatz fest eingetragen.	A2_MIDDLE_PANEL_HEADER: Phasenplatz fest eingetragen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
206	A2	f68r1	f68r1.2	A2:G016	A2_MIDDLE_PANEL_HEADER	chpor	F68_MIDDLE_PANEL_HEADER_NS	MIDDLE_STAR_PANEL_RUBRIC	OR	OR=or@3-5	2/5	chp··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Sternplatz A2_MIDDLE_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest chp.	Sternplatz A2_MIDDLE_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest chp.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
207	A2	f68r1	f68r1.2	A2:G017	A2_MIDDLE_PANEL_HEADER	cheokorchey	F68_MIDDLE_PANEL_HEADER_NS	MIDDLE_STAR_PANEL_RUBRIC	CHEO+OR	CHEO=cheo@0-4|OR=or@5-7	6/11	····k··chey	FORWARD_PREDICTED_EMBEDDED	NONE	NONE	OK+OR	NONE	Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz	Sternplatz A2_MIDDLE_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.	Sternplatz A2_MIDDLE_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
208	A2	f68r1	f68r1.2	A2:G018	A2_MIDDLE_PANEL_HEADER	chod	F68_MIDDLE_PANEL_HEADER_NS	MIDDLE_STAR_PANEL_RUBRIC	HO	HO=cho@0-3	3/4	···d	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmelsobjekt oder Eingangsbedingung	Sternplatz A2_MIDDLE_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/d.	Sternplatz A2_MIDDLE_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
209	A2	f68r1	f68r1.3	A2:G019	A2_RIGHT_PANEL_HEADER	ykor	F68_RIGHT_PANEL_HEADER_NS	RIGHT_SECTORIZED_PANEL_RUBRIC	OR	OR=or@2-4	2/4	yk··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
210	A2	f68r1	f68r1.3	A2:G020	A2_RIGHT_PANEL_HEADER	shey	F68_RIGHT_PANEL_HEADER_NS	RIGHT_SECTORIZED_PANEL_RUBRIC	NONE	NONE	0/4	shey	EXACT_PROSE_SURFACE	MC119	klarer Auszug	NONE	NONE	abgelesener oder freigegebener Diagrammwert	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
211	A2	f68r1	f68r1.3	A2:G021	A2_RIGHT_PANEL_HEADER	qocheey	F68_RIGHT_PANEL_HEADER_NS	RIGHT_SECTORIZED_PANEL_RUBRIC	NONE	NONE	0/7	qocheey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	abgelesener oder freigegebener Wert	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Wert; lokaler Namensrest qo.	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Wert; lokaler Namensrest qo.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
212	A2	f68r1	f68r1.3	A2:G022	A2_RIGHT_PANEL_HEADER	chokal	F68_RIGHT_PANEL_HEADER_NS	RIGHT_SECTORIZED_PANEL_RUBRIC	HO+AL	HO=cho@0-3|AL=al@4-6	5/6	···k··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	Sektorplatz A2_RIGHT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ch.	Sektorplatz A2_RIGHT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ch.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
213	A2	f68r1	f68r1.3	A2:G023	A2_RIGHT_PANEL_HEADER	okeey	F68_RIGHT_PANEL_HEADER_NS	RIGHT_SECTORIZED_PANEL_RUBRIC	OK	OK=ok@0-2	2/5	··eey	EXACT_PROSE_SURFACE	MC002	länger ansetzen	NONE	NONE	in langer Stufe setzen	Sektorplatz A2_RIGHT_PANEL_HEADER: in langer Stufe setzen.	Sektorplatz A2_RIGHT_PANEL_HEADER: in langer Stufe setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
214	A2	f68r1	f68r1.3	A2:G024	A2_RIGHT_PANEL_HEADER	ror	F68_RIGHT_PANEL_HEADER_NS	RIGHT_SECTORIZED_PANEL_RUBRIC	OR	OR=or@1-3	2/3	r··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest r.	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest r.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
215	A2	f68r1	f68r1.3	A2:G025	A2_RIGHT_PANEL_HEADER	eckhear	F68_RIGHT_PANEL_HEADER_NS	RIGHT_SECTORIZED_PANEL_RUBRIC	CKHE+AR	CKHE=ckhe@1-5|AR=ar@5-7	6/7	e······	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert	Sektorplatz A2_RIGHT_PANEL_HEADER: durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	Sektorplatz A2_RIGHT_PANEL_HEADER: durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
216	A2	f68r1	f68r1.3	A2:G026	A2_RIGHT_PANEL_HEADER	daram	F68_RIGHT_PANEL_HEADER_NS	RIGHT_SECTORIZED_PANEL_RUBRIC	AR	AR=ar@1-3	2/5	d··am	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Sektorplatz A2_RIGHT_PANEL_HEADER: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/am.	Sektorplatz A2_RIGHT_PANEL_HEADER: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/am.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
217	A2	f68r1	f68r1.4	A2:G027	A2_MULTIPANEL_HEADER_FRAGMENT_04	dchor	F68_MULTIPANEL_HEADER_QUARANTINE_NS	MULTIPANEL_HEADER_OWNER_UNRESOLVED	HO	HO=cho@1-4	3/5	d···r	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
218	A2	f68r1	f68r1.4	A2:G028	A2_MULTIPANEL_HEADER_FRAGMENT_04	okaiiin	F68_MULTIPANEL_HEADER_QUARANTINE_NS	MULTIPANEL_HEADER_OWNER_UNRESOLVED	OK+IIN	OK=ok@0-2|IIN=iiin@3-7	6/7	··a····	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe; lokaler Namensrest ai.	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe; lokaler Namensrest ai.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
219	A2	f68r1	f68r1.5	A2:G029	A2_MULTIPANEL_HEADER_FRAGMENT_05	yky	F68_MULTIPANEL_HEADER_QUARANTINE_NS	MULTIPANEL_HEADER_OWNER_UNRESOLVED	NONE	NONE	0/3	yky	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus.	A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
220	A2	f68r1	f68r1.6	A2:G030	A2_MULTIPANEL_HEADER_FRAGMENT_06	dary	F68_MULTIPANEL_HEADER_QUARANTINE_NS	MULTIPANEL_HEADER_OWNER_UNRESOLVED	AR	AR=ar@1-3	2/4	d··y	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
221	A2	f68r1	f68r1.7	A2:G031	A2_MULTIPANEL_HEADER_FRAGMENT_07	chkchykoly	F68_MULTIPANEL_HEADER_QUARANTINE_NS	MULTIPANEL_HEADER_OWNER_UNRESOLVED	KCH+OL	KCH=kch@2-5|OL=ol@7-9	5/10	ch···yk··y	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
222	A2	f68r1	f68r1.8	A2:G032	A2_CENTRE_KEY_UNRESOLVED	okodaly	F68_CENTRE_KEY_QUARANTINE_NS	FACE_CENTRE_IDENTITY_UNRESOLVED	OK+AL	OK=ok@0-2|AL=al@4-6	4/7	··od··y	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
223	A2	f68r1	f68r1.9	A2:G033	A2_STAR_STATION_01	odchecthy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	CTH	CTH=cth@5-8	3/9	odche···y	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A2_STAR_STATION_01: feste abgeleitete Bedingung.	A2_STAR_STATION_01: feste abgeleitete Bedingung.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
224	A2	f68r1	f68r1.10	A2:G034	A2_STAR_STATION_02	otcheody	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OT+CHEO	OT=ot@0-2|CHEO=cheo@2-6	6/8	······dy	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung	Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
225	A2	f68r1	f68r1.11	A2:G035	A2_STAR_STATION_03	okoaly	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OK+AL	OK=ok@0-2|AL=al@3-5	4/6	··o··y	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
226	A2	f68r1	f68r1.12	A2:G036	A2_STAR_STATION_04	chocfhy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	HO	HO=cho@0-3	3/7	···cfhy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmelsobjekt oder Eingangsbedingung	Sternplatz A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	Sternplatz A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
227	A2	f68r1	f68r1.13	A2:G037	A2_STAR_STATION_05	octhey	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	CTH	CTH=cth@1-4	3/6	o···ey	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A2_STAR_STATION_05: ausgewählte Grundbedingung.	A2_STAR_STATION_05: ausgewählte Grundbedingung.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
228	A2	f68r1	f68r1.14	A2:G038	A2_STAR_STATION_06	otshey	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OT	OT=ot@0-2	2/6	··shey	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert	Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
229	A2	f68r1	f68r1.15	A2:G039	A2_STAR_STATION_07	otydy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OT	OT=ot@0-2	2/5	··ydy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Teilsektor oder Untereintrag	Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
230	A2	f68r1	f68r1.16	A2:G040	A2_STAR_STATION_08	okear	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OK+AR	OK=ok@0-2|AR=ar@3-5	4/5	··e··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
231	A2	f68r1	f68r1.17	A2:G041	A2_STAR_STATION_09	cphocthy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	CTH	CTH=cth@4-7	3/8	cpho···y	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmelsobjekt oder Eingangsbedingung	Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
232	A2	f68r1	f68r1.18	A2:G042	A2_STAR_STATION_10	ytchody	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	HO	HO=cho@2-5	3/7	yt···dy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmelsobjekt oder Eingangsbedingung	Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
233	A2	f68r1	f68r1.19	A2:G043	A2_STAR_STATION_11	otys	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OT	OT=ot@0-2	2/4	··ys	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Teilsektor oder Untereintrag	Sternplatz A2_STAR_STATION_11: Teilsektor oder Untereintrag; lokaler Namensrest o/s.	Sternplatz A2_STAR_STATION_11: Teilsektor oder Untereintrag; lokaler Namensrest o/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
234	A2	f68r1	f68r1.20	A2:G044	A2_STAR_STATION_12	olor	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OL+OR	OL=ol@0-2|OR=or@2-4	4/4	····	EXACT_PROSE_SURFACE	MC157	Fortsetzungsansatz	NONE	NONE	fortgesetzter Bedingungs- oder Tabellensatz	Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
235	A2	f68r1	f68r1.21	A2:G045	A2_STAR_STATION_13	ockhy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	CKH	CKH=ckh@1-4	3/5	o···y	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	durch Sektor, Ring oder Pruefweg fuehren	Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
236	A2	f68r1	f68r1.22	A2:G046	A2_STAR_STATION_14	ofcheor	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	CHEO	CHEO=cheo@2-6	4/7	of····r	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.	Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
237	A2	f68r1	f68r1.23	A2:G047	A2_STAR_STATION_15	otchdy	F68_LOCAL_STAR_SLOT_NS	LOCAL_STAR_OR_ASTERISM_STATION	OT+CHD	OT=ot@0-2|CHD=chd@2-5	5/6	·····y	EXACT_PROSE_SURFACE	MC067	Folgegang vollziehen; Schluss	NONE	NONE	den folgenden Platz uebertragen und den Eintrag schliessen	Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
