group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution	previous_atomic_value_de	common_action_revision	celestial_context_reading_de	quantity_root	quantity_kind	pass480_celestial_reading_de	pass480_quantity_revision
94	A1	f67r2	f67r2.38	2	A1:G094	octhole	A1_LEFT_LOCAL_FIELD_38	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CTH+OL+E	Arbeitsgang + bereit + fortsetzen + kurz	NONE	YES	NONE	Arbeitsgang + bereit + fortsetzen + kurz	Arbeitsgang + bereit + fortsetzen + kurz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + bereit + fortsetzen + kurz	NO	Lesegang; gueltig; weiterzaehlen; kurze Stufe	NONE	NONE	Lesegang; gueltig; weiterzaehlen; kurze Stufe	NO
95	A1	f67r2	f67r2.39	1	A1:G095	sor	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	7a4bb8136330ee4e6e56	OR	Ansatz	NONE	YES	NONE	Ansatz	Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Ansatz	NO	Einstellung	NONE	NONE	Einstellung	NO
96	A1	f67r2	f67r2.39	2	A1:G096	chedaiin	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHD+AIIN	umsetzen + Mass	NONE	YES	NONE	umsetzen + Mass	umsetzen + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	umsetzen + Mass	NO	uebertragen; Wert	AIIN	SOLLMASS	uebertragen; Sollwert	YES
97	A1	f67r2	f67r2.39	3	A1:G097	dy	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO	dieser Eintrag	NONE	NONE	dieser Eintrag	NO
98	A1	f67r2	f67r2.40	1	A1:G098	yteos	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+E+O+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + eintragen + kurz + Arbeitsgang + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + kurz + Arbeitsgang + Sternbezug	NO	dieser Eintrag; eintragen; kurze Stufe; Lesegang; Sternbezug	NONE	NONE	dieser Eintrag; eintragen; kurze Stufe; Lesegang; Sternbezug	NO
99	A1	f67r2	f67r2.40	2	A1:G099	oiin	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+IIN	Arbeitsgang + Sollstufe	NONE	YES	NONE	Arbeitsgang + Sollstufe	Arbeitsgang + Sollstufe	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Sollstufe	NO	Lesegang; Sollstufe	IIN	SOLLSTUFE	Lesegang; Sollstufe	NO
100	A1	f67r2	f67r2.40	3	A1:G100	og	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+G_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Strahlmarke	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Strahlmarke	NO	Lesegang; Strahlmarke	NONE	NONE	Lesegang; Strahlmarke	NO
101	A1	f67r2	f67r2.41	1	A1:G101	ytoeopchey	A1_LEFT_LOCAL_FIELD_41	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O+E+O+P+Y	dies + fuellen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	NONE	YES	NONE	dies + fuellen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	NO	dieser Eintrag; eintragen; Lesegang; kurze Stufe; Lesegang; hinein; dieser Eintrag	NONE	NONE	dieser Eintrag; eintragen; Lesegang; kurze Stufe; Lesegang; hinein; dieser Eintrag	NO
102	A1	f67r2	f67r2.41	2	A1:G102	chekody	A1_LEFT_LOCAL_FIELD_41	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	CH+E+K+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+E+K+O+DY || CH+E+K+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	entnehmen + kurz + zufuehren + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abziehen + kurz + zufuehren + Arbeitsgang + Schluss	YES	Eintrag entnehmen; kurze Stufe; zuordnen; Lesegang; Eintrag schliessen	NONE	NONE	Eintrag entnehmen; kurze Stufe; zuordnen; Lesegang; Eintrag schliessen	NO
103	A1	f67r2	f67r2.42	1	A1:G103	sosho	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+O+HO	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Arbeitsgang + Gabe	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternbezug + Arbeitsgang + Gabe	NO	Sternbezug; Lesegang; Eintrag	NONE	NONE	Sternbezug; Lesegang; Eintrag	NO
104	A1	f67r2	f67r2.42	2	A1:G104	chos	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Gabe + Sternbezug	NO	Eintrag; Sternbezug	NONE	NONE	Eintrag; Sternbezug	NO
105	A1	f67r2	f67r2.42	3	A1:G105	ockhy	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Durchlass + dies	YES	Lesegang; Diagrammdurchgang; dieser Eintrag	NONE	NONE	Lesegang; Diagrammdurchgang; dieser Eintrag	NO
106	A1	f67r2	f67r2.43	1	A1:G106	daiin	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO	Wert	AIIN	SOLLMASS	Sollwert	YES
107	A1	f67r2	f67r2.43	2	A1:G107	aiin	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO	Wert	AIIN	SOLLMASS	Sollwert	YES
108	A1	f67r2	f67r2.43	3	A1:G108	os	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	df1098831679a8ad1b39	OS	Gefäß	NONE	YES	NONE	Gefäß	Fach	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Fach	NO	Feld	NONE	NONE	Feld	NO
109	A1	f67r2	f67r2.43	4	A1:G109	qsg	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+G_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Strahlmarke	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternbezug + Strahlmarke	NO	Sternbezug; Strahlmarke	NONE	NONE	Sternbezug; Strahlmarke	NO
110	A1	f67r2	f67r2.44	1	A1:G110	ofydy	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+F_ADDR+Y+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Aussenbezug + dies + dies	NO	NOT_REQUIRED	NOT_APPLIED	LOCUS_INTERNAL_CURRENT_ITEM	NOT_REQUIRED	Arbeitsgang + Aussenbezug + dies + dies	NO	Lesegang; Aussenbezug; dieser Eintrag; dieser Eintrag	NONE	NONE	Lesegang; Aussenbezug; dieser Eintrag; dieser Eintrag	NO
111	A1	f67r2	f67r2.44	2	A1:G111	sheody	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	SH+E+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	SH+E+O+DY || SH+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	halten + kurz + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	halten + kurz + Arbeitsgang + dies	NO	beibehalten; kurze Stufe; Lesegang; dieser Eintrag	NONE	NONE	beibehalten; kurze Stufe; Lesegang; dieser Eintrag	NO
112	A1	f67r2	f67r2.44	3	A1:G112	aiin	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO	Wert	AIIN	SOLLMASS	Sollwert	YES
113	A1	f67r2	f67r2.45	1	A1:G113	ycheody	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+CHEO+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+CHEO+DY || Y+CHEO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + Entnahme + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + Auszug + dies	YES	dieser Eintrag; entnommener Wert; dieser Eintrag	NONE	NONE	dieser Eintrag; entnommener Wert; dieser Eintrag	NO
114	A1	f67r2	f67r2.45	2	A1:G114	es	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	E+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	kurz + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	kurz + Sternbezug	NO	kurze Stufe; Sternbezug	NONE	NONE	kurze Stufe; Sternbezug	NO
115	A1	f67r2	f67r2.45	3	A1:G115	odaiiin	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	O+D_ADDR+A_ADDR+I_COUNT+IIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Teiladresse + Nebenadresse + Zaehlstrich + Sollstufe	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	Arbeitsgang + Teiladresse + Nebenadresse + Zaehlstrich + Sollstufe	NO	Lesegang; Teiladresse; Nebenadresse; Zaehlstrich; Sollstufe	IIN	SOLLSTUFE	Lesegang; Teiladresse; Nebenadresse; Zaehlstrich; Sollstufe	NO
116	A1	f67r2	f67r2.46	1	A1:G116	yekees	A1_LEFT_LOCAL_FIELD_46	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+E+K+EE+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + kurz + zufuehren + laenger + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	dies + kurz + zufuehren + laenger + Sternbezug	NO	dieser Eintrag; kurze Stufe; zuordnen; lange Stufe; Sternbezug	NONE	NONE	dieser Eintrag; kurze Stufe; zuordnen; lange Stufe; Sternbezug	NO
117	A1	f67r2	f67r2.46	2	A1:G117	oraly	A1_LEFT_LOCAL_FIELD_46	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OR+AL+Y	Ansatz + Stelle + dies	NONE	YES	NONE	Ansatz + Stelle + dies	Ansatz + Stelle + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Ansatz + Stelle + dies	NO	Einstellung; Position; dieser Eintrag	NONE	NONE	Einstellung; Position; dieser Eintrag	NO
118	A1	f67r2	f67r2.47	1	A1:G118	yfain	A1_LEFT_LOCAL_FIELD_47	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	Y+F_ADDR+AIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + Aussenbezug + Portion	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	dies + Aussenbezug + Portion	NO	dieser Eintrag; Aussenbezug; Teilwert	AIN	PORTION	dieser Eintrag; Aussenbezug; Teilwert	NO
119	A1	f67r2	f67r2.48	1	A1:G119	todaiin	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	T+O+AIIN	fuellen + Arbeitsgang + Mass	NONE	YES	NONE	fuellen + Arbeitsgang + Mass	eintragen + Arbeitsgang + Mass	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	eintragen + Arbeitsgang + Mass	NO	eintragen; Lesegang; Wert	AIIN	SOLLMASS	eintragen; Lesegang; Sollwert	YES
120	A1	f67r2	f67r2.48	2	A1:G120	dain	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	53cd0637c6820ba5e91f	AIN	Portion	NONE	YES	NONE	Portion	Portion	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Portion	NO	Teilwert	AIN	PORTION	Teilwert	NO
121	A1	f67r2	f67r2.48	3	A1:G121	dy	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO	dieser Eintrag	NONE	NONE	dieser Eintrag	NO
122	A1	f67r2	f67r2.49	1	A1:G122	os	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	df1098831679a8ad1b39	OS	Gefäß	NONE	YES	NONE	Gefäß	Fach	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Fach	NO	Feld	NONE	NONE	Feld	NO
123	A1	f67r2	f67r2.49	2	A1:G123	choer	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+E+R	Zutat + kurz + abkuehlen	NONE	YES	NONE	Zutat + kurz + abkuehlen	Gabe + kurz + senken	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + kurz + abkuehlen	YES	Eintrag; kurze Stufe; senken	NONE	NONE	Eintrag; kurze Stufe; senken	NO
124	A1	f67r2	f67r2.49	3	A1:G124	aiin	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO	Wert	AIIN	SOLLMASS	Sollwert	YES
125	A1	f67r2	f67r2.50	1	A1:G125	choeea	A1_LEFT_LOCAL_FIELD_50	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	HO+EE+A_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + laenger + Nebenadresse	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Gabe + laenger + Nebenadresse	NO	Eintrag; lange Stufe; Nebenadresse	NONE	NONE	Eintrag; lange Stufe; Nebenadresse	NO
126	A1	f67r2	f67r2.50	2	A1:G126	sal	A1_LEFT_LOCAL_FIELD_50	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle	NO	Position	NONE	NONE	Position	NO
127	A1	f67r2	f67r2.51	1	A1:G127	dadaiin	A1_LEFT_LOCAL_FIELD_51	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+A_ADDR+AIIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Nebenadresse + Mass	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Teiladresse + Nebenadresse + Mass	NO	Teiladresse; Nebenadresse; Wert	AIIN	SOLLMASS	Teiladresse; Nebenadresse; Sollwert	YES
128	A1	f67r2	f67r2.52	1	A1:G128	qotoear	A1_LEFT_OUTER_STAR_STATION_01	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+O+E+AR	danach + Arbeitsgang + kurz + von dort	NONE	YES	NONE	danach + Arbeitsgang + kurz + von dort	danach + Arbeitsgang + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + Arbeitsgang + kurz + von dort	NO	naechster Eintrag; Lesegang; kurze Stufe; von dieser Position	NONE	NONE	naechster Eintrag; Lesegang; kurze Stufe; von dieser Position	NO
129	A1	f67r2	f67r2.53	1	A1:G129	dchdar	A1_LEFT_OUTER_STAR_STATION_02	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+CHD+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + umsetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	KNOWN_CHD_MACRO_PRIORITY	NOT_REQUIRED	Teiladresse + umsetzen + von dort	NO	Teiladresse; uebertragen; von dieser Position	NONE	NONE	Teiladresse; uebertragen; von dieser Position	NO
130	A1	f67r2	f67r2.54	1	A1:G130	y	A1_LEFT_OUTER_STAR_STATION_03	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO	dieser Eintrag	NONE	NONE	dieser Eintrag	NO
131	A1	f67r2	f67r2.54	2	A1:G131	saldal	A1_LEFT_OUTER_STAR_STATION_03	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AL+AL	Stelle + Stelle	NONE	YES	NONE	Stelle + Stelle	Stelle + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle + Stelle	NO	Position; Position	NONE	NONE	Position; Position	NO
132	A1	f67r2	f67r2.55	1	A1:G132	ytodal	A1_LEFT_OUTER_STAR_STATION_04	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O+AL	dies + fuellen + Arbeitsgang + Stelle	NONE	YES	NONE	dies + fuellen + Arbeitsgang + Stelle	dies + eintragen + Arbeitsgang + Stelle	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Arbeitsgang + Stelle	NO	dieser Eintrag; eintragen; Lesegang; Position	NONE	NONE	dieser Eintrag; eintragen; Lesegang; Position	NO
133	A1	f67r2	f67r2.56	1	A1:G133	tol	A1_LEFT_OUTER_STAR_STATION_05	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	fortsetzen	NO	weiterzaehlen	NONE	NONE	weiterzaehlen	NO
134	A1	f67r2	f67r2.56	2	A1:G134	daiin	A1_LEFT_OUTER_STAR_STATION_05	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO	Wert	AIIN	SOLLMASS	Sollwert	YES
135	A1	f67r2	f67r2.57	1	A1:G135	otar	A1_LEFT_OUTER_STAR_STATION_06	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b6b654722e55729cc947	OT+AR	danach von dort	NONE	YES	NONE	danach von dort	danach von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach von dort	NO	naechster Eintrag; von dieser Position	NONE	NONE	naechster Eintrag; von dieser Position	NO
136	A1	f67r2	f67r2.57	2	A1:G136	dy	A1_LEFT_OUTER_STAR_STATION_06	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO	dieser Eintrag	NONE	NONE	dieser Eintrag	NO
137	A1	f67r2	f67r2.58	1	A1:G137	cho	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2cc054357a929df85f64	HO	Zutat	NONE	YES	NONE	Zutat	Gabe	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe	NO	Eintrag	NONE	NONE	Eintrag	NO
138	A1	f67r2	f67r2.58	2	A1:G138	dal	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle	NO	Position	NONE	NONE	Position	NO
139	A1	f67r2	f67r2.58	3	A1:G139	g	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	G_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Strahlmarke	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Strahlmarke	NO	Strahlmarke	NONE	NONE	Strahlmarke	NO
140	A1	f67r2	f67r2.59	1	A1:G140	ytchodly	A1_LEFT_OUTER_STAR_STATION_08	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+HO+L+Y	dies + fuellen + Zutat + fuehren + dies	NONE	YES	NONE	dies + fuellen + Zutat + fuehren + dies	dies + eintragen + Gabe + fuehren + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Gabe + fuehren + dies	NO	dieser Eintrag; eintragen; Eintrag; fuehren; dieser Eintrag	NONE	NONE	dieser Eintrag; eintragen; Eintrag; fuehren; dieser Eintrag	NO
141	A1	f67r2	f67r2.60	1	A1:G141	octhys	A1_LEFT_OUTER_STAR_STATION_09	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	O+CTH+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + bereit + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + bereit + dies + Sternbezug	NO	Lesegang; gueltig; dieser Eintrag; Sternbezug	NONE	NONE	Lesegang; gueltig; dieser Eintrag; Sternbezug	NO
