page	record_ordinal	locus	field_ordinal	event_count	visible_field	worksheet_roles	complete_corrected_expansion_German	closure	coverage_status
f83r	2	f83r.28	3	1	oldy	HEAT_REST+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: boil gently; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	2	f83r.35	1	5	saiin cheky okeeol okain chdy	MEASURE+HEAT_REST	ARBEITSFRAGEN: WIE VIEL ODER NACH WELCHEM MASS? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: ein vorgeschriebenes Maß / over a gentle heat / the broad vessel / add one measured portion to the vessel / stir until evenly mixed.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	2	f83r.37	1	2	sol lkedy	PRIOR_SOURCE+TRANSFER_CLEAN	ARBEITSFRAGEN: WORAUS ODER MIT WELCHEM VORANSATZ? | WIE SPÜLEN, SEIHEN ODER ABLASSEN?. EINGETRAGENE ANTWORTEN: mit der vorigen Zubereitung weiter / wash twice; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	2	f83r.37	2	1	lchedy	TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: let the spent liquid drain into the lower receiving vessel; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	2	f83r.37	3	2	qokol shedy	HEAT_REST+APPLICATION	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?. EINGETRAGENE ANTWORTEN: let the mixture enter / let it stand until ready; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	2	f83r.38	1	4	or chey qockhey dairydy	WORKING_MATERIAL+CURRENT_ITEM+APPLICATION+INDICATION	ARBEITSFRAGEN: WELCHES ARBEITSMATERIAL LIEGT VOR? | WELCHER POSTEN IST JETZT AKTIV? | WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?. EINGETRAGENE ANTWORTEN: die bereitete Arbeitsflüssigkeit / diese aktive Portion / over the local place / use immediately; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	2	f83r.39	1	4	qokain shey kain chckhal	STATE_GATE+APPLICATION	ARBEITSFRAGEN: BIS WANN ODER BIS ZU WELCHEM ZUSTAND? | WIE ANWENDEN, BADEN ODER BINDEN?. EINGETRAGENE ANTWORTEN: add one measured portion to the vessel / bis die Flüssigkeit klar abläuft / one measured portion / for the stated duration.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	2	f83r.41	1	2	solkey lchedy	TRANSFER_CLEAN+APPLICATION+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: next open the upper channel / let the spent liquid drain into the lower receiving vessel; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	2	f83r.41	2	2	qolkain dal	DESTINATION+PROCEDURE_DETAIL	ARBEITSFRAGEN: WOHIN ODER AN WELCHES ZIEL? | WELCHER WEITERE ARBEITSSCHRITT?. EINGETRAGENE ANTWORTEN: the lower basin / an die bezeichnete Zielstelle führen.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	2	f83r.44	1	2	skar shedy	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: pour in the warmed water / let it stand until ready; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	3	f83r.47	1	1	otchdy	PROCEDURE_DETAIL	ARBEITSFRAGEN: WELCHER WEITERE ARBEITSSCHRITT?. EINGETRAGENE ANTWORTEN: draw it off; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	3	f83r.47	2	1	qokchdy	HEAT_REST	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: heat it once; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	3	f83r.47	3	1	shedal	PROCEDURE_DETAIL	ARBEITSFRAGEN: WELCHER WEITERE ARBEITSSCHRITT?. EINGETRAGENE ANTWORTEN: for one interval.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	3	f83r.48	1	5	dal cheol lol chdal aiin	DESTINATION+PRIOR_SOURCE+MEASURE+HEAT_REST	ARBEITSFRAGEN: WOHIN ODER AN WELCHES ZIEL? | WORAUS ODER MIT WELCHEM VORANSATZ? | WIE VIEL ODER NACH WELCHEM MASS? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: an die bezeichnete Zielstelle führen / mit der vorigen Zubereitung weiter / until warm / with the foregoing mixture / ein vorgeschriebenes Maß.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	3	f83r.49	1	3	sol daiiin chedy	PRIOR_SOURCE+PROCEDURE_DETAIL	ARBEITSFRAGEN: WORAUS ODER MIT WELCHEM VORANSATZ? | WELCHER WEITERE ARBEITSSCHRITT?. EINGETRAGENE ANTWORTEN: mit der vorigen Zubereitung weiter / the second opening / stir until evenly mixed.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	4	f83r.52	1	4	solkeey qekey raly ol	PRIOR_SOURCE+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT+INDICATION	ARBEITSFRAGEN: WORAUS ODER MIT WELCHEM VORANSATZ? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?. EINGETRAGENE ANTWORTEN: place the person at the basin / without boiling / the first opening / mit der vorigen Zubereitung weiter.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f83r	4	f83r.54	1	5	daiin ol dain chey ldalor	MEASURE+PRIOR_SOURCE+CURRENT_ITEM+TRANSFER_CLEAN+APPLICATION+INDICATION	ARBEITSFRAGEN: WIE VIEL ODER NACH WELCHEM MASS? | WORAUS ODER MIT WELCHEM VORANSATZ? | WELCHER POSTEN IST JETZT AKTIV? | WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?. EINGETRAGENE ANTWORTEN: ein vorgeschriebenes Maß / mit der vorigen Zubereitung weiter / through a cloth / diese aktive Portion / at the indicated place.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
