edition_event_ordinal	navigation_event_id	event_id	cohort	statement_id	card_ordinal_in_statement	physical_page	register	owner_class_or_role	owner_id	owner_de	locus	surface	gdt515_navigation_recipe	final_context_recipe	recipe_relation_to_gdt515	portable_or_controlled_trace_de	state_status	selected_reading_layer	state_replay_status	outer_template_id	structural_template_id	selected_working_clause_de	owner_bound_control_clause_de	selected_equals_owner_bound	state_atom_alignment	source_context_layer	source_recipe_roundtrip	guard
1782	G407-E1782	G407-E1782	OLD26_GDT416	G407-S169	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.41	sokeedy	S+OK+EE+DY	S+OK+EE+DY	SAME	WÄHLEN · SETZEN · GRAD II · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T034	Wähle den Anteil und setze den Anteil; auf Grad II; abschließen.	Wähle den Stationsanteil [wie zuvor] und setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	NO	1:S=wählen | 2:OK=setzen | 3:EE=auf Grad II | 4:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1783	G407-E1783	G407-E1783	OLD26_GDT416	G407-S170	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.41	qokeedy	OK+EE+DY	OK+EE+DY	SAME	SETZEN · GRAD II · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T012	Setze den Anteil; auf Grad II; abschließen.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	NO	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1784	G407-E1784	G407-E1784	OLD26_GDT416	G407-S171	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.41	oteedy	OT+EE+DY	OT+EE+DY	SAME	DANACH · GRAD II · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O04	GDT565-T157	Danach: setze den Anteil; auf Grad II; abschließen.	Danach im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	NO	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1785	G407-E1785	G407-E1785	OLD26_GDT416	G407-S172	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.41	qoky	OK+Y	OK+Y	SAME	SETZEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1786	G407-E1786	G407-E1786	OLD26_GDT416	G407-S172	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.41	dy	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1787	G407-E1787	G407-E1787	OLD26_GDT416	G407-S172	3	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.41	keedy	K+EE+DY	K+EE+DY	SAME	GEBEN · GRAD II · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T012	Gib den Posten; auf Grad II; abschließen.	Führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	NO	1:K=geben | 2:EE=auf Grad II | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1788	G407-E1788	G407-E1788	OLD26_GDT416	G407-S173	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.41	sy	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang führe den Stationsposten zu.	Im laufenden Gang führe den Stationsposten zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1789	G407-E1789	G407-E1789	OLD26_GDT416	G407-S173	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.42	dshedy	SH+E+DY	SH+E+DY	SAME	HALTEN · GRAD I · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T012	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	NO	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1790	G407-E1790	G407-E1790	OLD26_GDT416	G407-S174	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.42	qokedy	OK+E+DY	OK+E+DY	SAME	SETZEN · GRAD I · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T012	Setze den Posten; auf Grad I; abschließen.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	NO	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1791	G407-E1791	G407-E1791	OLD26_GDT416	G407-S175	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.42	qokeedy	OK+EE+DY	OK+EE+DY	SAME	SETZEN · GRAD II · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T012	Setze den Posten; auf Grad II; abschließen.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	NO	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1792	G407-E1792	G407-E1792	OLD26_GDT416	G407-S176	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.42	qoteey	OT+EE+Y	OT+EE+Y	SAME	DANACH · GRAD II · POSTEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O03	GDT565-T127	Danach: setze den Posten; auf Grad II.	Danach im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad II.	NO	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1793	G407-E1793	G407-E1793	OLD26_GDT416	G407-S176	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.42	qoteedy	OT+EE+DY	OT+EE+DY	SAME	DANACH · GRAD II · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O04	GDT565-T157	Danach: setze den Posten; auf Grad II; abschließen.	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	NO	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1794	G407-E1794	G407-E1794	OLD26_GDT416	G407-S177	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.42	dor	D_ADDR+OR	D_ADDR+OR	SAME	HIER · EINHEIT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang setze die Stationseinheit im Stationsgang an; an der bezeichneten Stelle.	Im laufenden Gang setze die Stationseinheit im Stationsgang an; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1795	G407-E1795	G407-E1795	OLD26_GDT416	G407-S177	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.43	yshedy	Y+SH+E+DY	Y+SH+E+DY	SAME	POSTEN · HALTEN · GRAD I · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T012	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	NO	1:Y=den Posten | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1796	G407-E1796	G407-E1796	OLD26_GDT416	G407-S178	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.43	chekar	CH+K+AR	CH+K+AR	SAME	NEHMEN · GEBEN · AUSGANG	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1797	G407-E1797	G407-E1797	OLD26_GDT416	G407-S178	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.43	oldy	OL+DY	OL+DY	SAME	FORTSETZEN · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O06	GDT565-T110	Weiter: gib den Posten; abschließen.	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu; schließe den Schritt.	NO	1:OL=weiter | 2:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1798	G407-E1798	G407-E1798	OLD26_GDT416	G407-S179	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.43	qokain	OK+AIN	OK+AIN	SAME	SETZEN · ANTEIL	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1799	G407-E1799	G407-E1799	OLD26_GDT416	G407-S179	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.43	chkar	CH+K+AR	CH+K+AR	SAME	NEHMEN · GEBEN · AUSGANG	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; von der Ausgangsstation.	Entnimm den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; von der Ausgangsstation.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1800	G407-E1800	G407-E1800	OLD26_GDT416	G407-S179	3	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.43	otar	OT+AR	OT+AR	SAME	DANACH · AUSGANG	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O03	GDT565-T140	Danach: gib den Anteil; vom Ausgang.	Danach im laufenden Gang führe den Stationsanteil [wie zuvor] zu; von der Ausgangsstation.	NO	1:OT=danach | 2:AR=vom Ausgang	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1801	G407-E1801	G407-E1801	OLD26_GDT416	G407-S179	4	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.43	oldy	OL+DY	OL+DY	SAME	FORTSETZEN · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O06	GDT565-T110	Weiter: gib den Anteil; abschließen.	Weiter im laufenden Gang führe den Stationsanteil [wie zuvor] zu; schließe den Schritt.	NO	1:OL=weiter | 2:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1802	G407-E1802	G407-E1802	OLD26_GDT416	G407-S180	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	dchedy	D_ADDR+CHD+Y	D_ADDR+CHD+Y	SAME	HIER · BEARBEITEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Bearbeite den Stationsposten; an der bezeichneten Stelle.	Bearbeite den Stationsposten; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1803	G407-E1803	G407-E1803	OLD26_GDT416	G407-S180	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	sain	S+AIN	S+AIN	SAME	WÄHLEN · ANTEIL	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Wähle den Stationsanteil.	Wähle den Stationsanteil.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1804	G407-E1804	G407-E1804	OLD26_GDT416	G407-S180	3	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	okedy	OK+E+DY	OK+E+DY	SAME	SETZEN · GRAD I · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T012	Setze den Anteil; auf Grad I; abschließen.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	NO	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1805	G407-E1805	G407-E1805	OLD26_GDT416	G407-S181	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	qokedy	OK+E+DY	OK+E+DY	SAME	SETZEN · GRAD I · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T012	Setze den Anteil; auf Grad I; abschließen.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	NO	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1806	G407-E1806	G407-E1806	OLD26_GDT416	G407-S182	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	otedy	OT+E+DY	OT+E+DY	SAME	DANACH · GRAD I · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O04	GDT565-T157	Danach: setze den Anteil; auf Grad I; abschließen.	Danach im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	NO	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1807	G407-E1807	G407-E1807	OLD26_GDT416	G407-S183	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	okoldy	OK+OL+DY	OK+OL+DY	SAME	SETZEN · FORTSETZEN · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O06	GDT565-T110	Weiter: setze den Anteil; abschließen.	Weiter setze den Stationsanteil [wie zuvor] im Stationsgang an; schließe den Schritt.	NO	1:OK=setzen | 2:OL=weiter | 3:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1808	G407-E1808	G407-E1808	OLD26_GDT416	G407-S184	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	otar	OT+AR	OT+AR	SAME	DANACH · AUSGANG	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O03	GDT565-T140	Danach: setze den Anteil; vom Ausgang.	Danach im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an; von der Ausgangsstation.	NO	1:OT=danach | 2:AR=vom Ausgang	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1809	G407-E1809	G407-E1809	OLD26_GDT416	G407-S184	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	otam	OT+AM_ADDR	OT+AM_ADDR	SAME	DANACH · HIER	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O03	GDT565-T136	Danach: setze den Anteil; hier.	Danach im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an; an der bezeichneten Stelle.	NO	1:OT=danach | 2:AM_ADDR=hier	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1810	G407-E1810	G407-E1810	OLD26_GDT416	G407-S184	3	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	olaiin	OL+AIIN	OL+AIIN	SAME	FORTSETZEN · WERT	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O05	GDT565-T072	Weiter: setze den Wert.	Weiter im laufenden Gang setze den Stationswert im Stationsgang an.	NO	1:OL=weiter | 2:AIIN=den Wert	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1811	G407-E1811	G407-E1811	OLD26_GDT416	G407-S184	4	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	ch	CH	CH	SAME	NEHMEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den Stationswert [wie zuvor].	Entnimm den Stationswert [wie zuvor].	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1812	G407-E1812	G407-E1812	OLD26_GDT416	G407-S184	5	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	dar	D_ADDR+AR	D_ADDR+AR	SAME	HIER · AUSGANG	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang entnimm den Stationswert [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang entnimm den Stationswert [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1813	G407-E1813	G407-E1813	OLD26_GDT416	G407-S184	6	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.44	dy	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang entnimm den Stationsposten.	Im laufenden Gang entnimm den Stationsposten.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1814	G407-E1814	G407-E1814	OLD26_GDT416	G407-S184	7	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.45	sshedy	S+SH+E+DY	S+SH+E+DY	SAME	WÄHLEN · HALTEN · GRAD I · SCHLUSS	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O01	GDT565-T034	Wähle den Posten und halte den Posten; auf Grad I; abschließen.	Wähle den Stationsposten [wie zuvor] und halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	NO	1:S=wählen | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1815	G407-E1815	G407-E1815	OLD26_GDT416	G407-S185	1	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.45	shckhy	SH+CH+K+Y	SH+CH+K+Y	SAME	HALTEN · NEHMEN · GEBEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
1816	G407-E1816	G407-E1816	OLD26_GDT416	G407-S185	2	f75r	BIOLOGICAL	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.45	qokey	OK+E+Y	OK+E+Y	SAME	SETZEN · GRAD I · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad I.	Setze den Stationsposten im Stationsgang an; auf Grad I.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
