surface	occurrence_count	physical_pages	source_kinds	direct_visible_recipe	selection_status	admission_color	genuinely_new_to_old_26_pages	old_local_surface_contact	old_local_recipes	direct_recipe_matches_old_local_recipe	best_shared_context_score	best_context_source_count	distinct_best_candidate_recipe_count	direct_recipe_seen_in_best_candidates	candidate_recipes_by_weight	supporting_surfaces_for_direct_recipe	new_portable_atom_count	local_opaque_atoms	working_policy	guard
shddy	1	f66r	P/0	SH+D_ADDR+DY	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	4	2	YES	SH+D_ADDR+DY::107 | SH+D_ADDR+D_ADDR+Y::5	shedy|shldy|shody	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shedshey	1	f31r	P/0	SH+E+D_ADDR+SH+E+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	7	1	1	YES	SH+E+D_ADDR+SH+E+Y::1	shekshey	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shee	1	f31r	P/0	SH+EE	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	4	1	YES	SH+EE::21	lshee|sheed|sheeo|sheey	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheeody	1	f31r	P/0	SH+EE+O+D_ADDR+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	7	1	1	NO	SH+EE+O::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekair	1	f66r	P/0	SH+E+K+AIR	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	6	1	1	NO	SH+K+AIR::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekaly	1	f66r	P/0	SH+E+K+AL+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	6	1	1	YES	SH+E+K+AL+Y::1	shekal	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekeefy	1	f66r	P/0	SH+E+K+EE+LOCAL_CHAR_F+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	3	4	4	NO	SH+E+AIN+Y::1 | SH+E+AL+OL+Y::1 | SH+E+O+AL+Y::1 | SH+E+OL+D_ADDR+LOCAL_CHAR_G+Y::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekeey	1	f31r	P/0	SH+E+K+EE+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	2	2	NO	CARRIER_Q+SH+E+K+EE+Y::1 | SH+E+T+EE+Y::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekey	1	f66r	P/0	SH+E+K+E+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	6	1	1	NO	SH+E+OK+E+Y::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekol	1	f66r	P/0	SH+E+K+OL	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	5	3	YES	SH+E+K+OL::14 | SH+EE+K+OL::3 | SH+K+OL::1	shekal|shekor|sheol	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheocthy	1	f66r	P/0	SH+E+O+CH+T+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	7	3	1	YES	SH+E+O+CH+T+Y::7	shecthy|sheycthy|shocthy	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheod	1	f66r	P/0	SH+E+O+D_ADDR	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	2	1	YES	SH+E+O+D_ADDR::5	sheody|ysheod	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheodaiin	1	f66r	P/0	SH+E+O+D_ADDR+AIIN	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	8	2	2	NO	SH+O+E+AIIN::4 | SH+E+D_ADDR+OL+AIIN::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheoy	1	f20v	P/0	SH+E+O+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	3	2	YES	SH+E+O+Y::5 | SH+E+OK+Y::2	sheody|sheoly	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shofol	1	f66r	P/0	SH+O+LOCAL_CHAR_F+OL	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	3	3	3	NO	SH+O+DY+L::6 | SH+E+O+AL::2 | SH+OR+Y+L::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shokaiir	1	f66r	P/0	SH+OK+IIN+R	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	7	1	1	YES	SH+OK+IIN+R::1	shokaiin	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sholfordaiin	1	f66r	P/0	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	6	1	1	NO	S+OK+E+R+O+D_ADDR+AIIN::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shso	1	f31r	P/0	SH+S+O	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	3	2	1	YES	SH+S+O::15	sheo|sho	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shtchy	1	f4r	P/0	SH+T+CH+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	4	4	YES	HO+T+Y::1 | SH+S+OT+Y::1 | SH+T+CH+Y::1 | SH+T+Y::1	shechy	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shyshol	1	f4r	P/0	SH+Y+SH+OL	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	2	2	NO	SH+EE+SH+OL::3 | OT+Y+SH+OL::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shytchy	1	f4r	P/0	SH+Y+T+CH+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	4	4	NO	HO+T+Y::1 | S+Y+OT+Y::1 | SH+E+T+CH+Y::1 | SH+K+T+Y::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
soaiin	1	f20v	P/0	S+O+AIIN	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	6	2	2	YES	S+O+AIIN::1 | S+OT+AIIN::1	shoaiin	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sos	1	f20v	P/0	S+O+S	OLD_LOCAL_SURFACE_NEW_RUNNING_CONTEXT_VISIBLE_RESEGMENTATION	GREEN	NO	YES	S_ADDR+O+S_ADDR	NO	3	1	1	YES	S+O+S::2	shos	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tcheo	1	f66r	P/0	T+CH+E+O	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	1	1	YES	T+CH+E+O::2	tcheol	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tocpheey	1	f66r	P/0	T+O+CH+P+EE+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	2	2	NO	CARRIER_Q+O+P+CH+EE+Y::2 | AR+CH+P+EE+Y::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
todeeey	1	f66r	P/0	T+O+D_ADDR+EEE+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	3	3	NO	OK+D_ADDR+EEE+Y::2 | E+D_ADDR+T+EEE+Y::1 | Y+D_ADDR+K+EEE+Y::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tolchedy	1	f66r	P/0	T+OL+CHD+DY	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	7	4	2	YES	T+OL+CHD+DY::13 | T+OL+CHD+Y::3	lolchedy|olchedy|qolchedy	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tolshy	1	f20v	P/0	T+OL+SH+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	1	1	YES	T+OL+SH+Y::2	polshy	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tosheo	1	f66r	P/0	T+O+SH+E+O	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	1	1	YES	T+O+SH+E+O::1	osheo	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tshokeody	1	f31r	P/0	T+SH+OK+E+O+D_ADDR+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	4	4	NO	O+L+SH+E+K+O+D_ADDR+Y::1 | OK+EE+K+O+D_ADDR+Y::1 | OL+CH+K+E+O+DY::1 | OT+EE+K+O+DY::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
tydy	1	f4r	P/0	T+Y+DY	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	3	2	1	YES	T+Y+DY::5	tedy|ydy	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
x	3	f66r	L/0	LOCAL_SIGN_X	NEW_OWNER_LOCAL_SIGN	LOCAL	YES	NO	NONE	NO	0	8	2	NO	X::110 | X+LOCAL_CHAR_G::1	NONE	0	LOCAL_SIGN_X	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
yches	1	f31r	P/0	Y+CH+E+S	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	4	2	YES	Y+CH+E+S::8 | Y+S::1	ches|rches|ycheo	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykady	1	f66r	P/0	Y+K+A_ADDR+DY	OLD_LOCAL_SURFACE_NEW_RUNNING_CONTEXT_VISIBLE_RESEGMENTATION	AMBER	NO	YES	Y+K+A_ADDR+Y	NO	4	4	4	YES	Y+K+A_ADDR+DY::1 | Y+K+A_ADDR+D_ADDR+Y::1 | Y+K+D_ADDR+AL+Y::1 | Y+OK+A_ADDR+Y::1	ykedy	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykeedar	1	f31r	P/0	Y+K+EE+D_ADDR+AR	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	2	2	NO	Y+K+EE+D_ADDR+Y+R::2 | Y+K+EE+A_ADDR+OR::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykeeody	2	f66r	P/0	Y+K+EE+O+DY	OLD_LOCAL_SURFACE_NEW_RUNNING_CONTEXT_VISIBLE_RESEGMENTATION	GREEN	NO	YES	Y+K+EE+O+Y	NO	6	4	4	YES	OK+EE+Y+D_ADDR+Y::2 | Y+K+EE+O+D_ADDR+Y::2 | Y+K+EE+O+DY::1 | Y+K+OL+D_ADDR+Y::1	ykeody	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykees	1	f66r	L/x	Y+K+EE+S	OLD_LOCAL_SURFACE_NEW_RUNNING_CONTEXT_VISIBLE_RESEGMENTATION	LOCAL	NO	YES	Y+K+EE+S	YES	5	1	1	YES	Y+K+EE+S::1	yekees	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykeol	1	f66r	L/0	Y+K+E+OL	NEW_VISIBLE_COMPOSITION	LOCAL	YES	NO	NONE	NO	4	5	3	YES	Y+K+E+OL::6 | Y+OK+E+OL::5 | Y+K+E+O+L::1	keol|ykeor|ykol	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykesho	1	f66r	P/0	Y+K+E+SH+O	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	1	1	NO	Y+K+S+CH+O::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykoiin	1	f20v	P/0	Y+K+O+IIN	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	3	2	YES	Y+K+O+IIN::5 | OK+Y+IIN::1	ykaiin|ytoiin	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ykshedy	1	f66r	P/0	Y+K+SH+E+DY	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	6	4	2	YES	Y+K+SH+E+DY::4 | Y+OK+SH+E+DY::2	kshedy|yshedy|ytshedy	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ypches	1	f66r	P/0	Y+P+CH+E+S	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	2	2	NO	R+P+CH+E+S::1 | Y+P+CH+Y+S::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
yshedair	1	f31r	P/0	Y+SH+E+D_ADDR+AIR	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	3	1	1	NO	CH+K+D_ADDR+AIR::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ysheeod	1	f66r	P/0	Y+SH+EE+O+D_ADDR	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	6	1	1	YES	Y+SH+EE+O+D_ADDR::1	ysheod	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ytarody	1	f66r	P/0	Y+T+AR+O+DY	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	5	1	1	NO	Y+T+R+E+O+DY::1	NONE	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ytoy	1	f4r	P/0	Y+T+O+Y	NEW_VISIBLE_COMPOSITION	GREEN	YES	NO	NONE	NO	4	1	1	YES	Y+T+O+Y::1	ytody	0	NONE	DIRECT_VISIBLE_DEFAULT_RETAINED_UNTIL_BETTER_PARSE	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
