global_group_ordinal	global_group_id	group_kind	source_layer	source_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color	source_local_role
2861	G407-G2861	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0911	f76r	f76r	BIOLOGICAL	f76r.44	2561	P1009-S269	unbebilderter Textabschnitt C	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2862	G407-G2862	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0912	f76r	f76r	BIOLOGICAL	f76r.44	2562	P1009-S270	unbebilderter Textabschnitt C	otain	OT+AIN	DANACH · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2863	G407-G2863	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0913	f76r	f76r	BIOLOGICAL	f76r.44	2563	P1009-S270	unbebilderter Textabschnitt C	okar	OK+AR	SETZEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2864	G407-G2864	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0914	f76r	f76r	BIOLOGICAL	f76r.44	2564	P1009-S270	unbebilderter Textabschnitt C	opar	O+P+AR	AUSFÜHRUNG · EINSETZEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2865	G407-G2865	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0915	f76r	f76r	BIOLOGICAL	f76r.44	2565	P1009-S270	unbebilderter Textabschnitt C	kolpy	K+OL+P+Y	GEBEN · FORTSETZEN · EINSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2866	G407-G2866	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0916	f76r	f76r	BIOLOGICAL	f76r.45	2566	P1009-S271	unbebilderter Textabschnitt C	y	Y	AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2867	G407-G2867	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0917	f76r	f76r	BIOLOGICAL	f76r.45	2567	P1009-S271	unbebilderter Textabschnitt C	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2868	G407-G2868	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0918	f76r	f76r	BIOLOGICAL	f76r.45	2568	P1009-S272	unbebilderter Textabschnitt C	qo	O	AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2869	G407-G2869	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0919	f76r	f76r	BIOLOGICAL	f76r.45	2569	P1009-S272	unbebilderter Textabschnitt C	or	OR	EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2870	G407-G2870	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0920	f76r	f76r	BIOLOGICAL	f76r.45	2570	P1009-S272	unbebilderter Textabschnitt C	okain	OK+AIN	SETZEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2871	G407-G2871	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0921	f76r	f76r	BIOLOGICAL	f76r.45	2571	P1009-S272	unbebilderter Textabschnitt C	shey	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2872	G407-G2872	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0922	f76r	f76r	BIOLOGICAL	f76r.45	2572	P1009-S272	unbebilderter Textabschnitt C	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2873	G407-G2873	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0923	f76r	f76r	BIOLOGICAL	f76r.45	2573	P1009-S272	unbebilderter Textabschnitt C	okeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2874	G407-G2874	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0924	f76r	f76r	BIOLOGICAL	f76r.45	2574	P1009-S273	unbebilderter Textabschnitt C	qochy	O+Y	AUSFÜHRUNG · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2875	G407-G2875	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0925	f76r	f76r	BIOLOGICAL	f76r.45	2575	P1009-S273	unbebilderter Textabschnitt C	as	A_ADDR+S	HIER · WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2876	G407-G2876	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0926	f76r	f76r	BIOLOGICAL	f76r.45	2576	P1009-S273	unbebilderter Textabschnitt C	oin	O+IIN	AUSFÜHRUNG · STUFE	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2877	G407-G2877	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0927	f76r	f76r	BIOLOGICAL	f76r.45	2577	P1009-S273	unbebilderter Textabschnitt C	sheey	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2878	G407-G2878	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0928	f76r	f76r	BIOLOGICAL	f76r.45	2578	P1009-S273	unbebilderter Textabschnitt C	chckhy	CH+K+Y	NEHMEN · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2879	G407-G2879	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0929	f76r	f76r	BIOLOGICAL	f76r.46	2579	P1009-S273	unbebilderter Textabschnitt C	dain	AIN	ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2880	G407-G2880	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0930	f76r	f76r	BIOLOGICAL	f76r.46	2580	P1009-S273	unbebilderter Textabschnitt C	shear	SH+E+AR	HALTEN · GRAD I · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2881	G407-G2881	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0931	f76r	f76r	BIOLOGICAL	f76r.46	2581	P1009-S273	unbebilderter Textabschnitt C	okedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2882	G407-G2882	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0932	f76r	f76r	BIOLOGICAL	f76r.46	2582	P1009-S274	unbebilderter Textabschnitt C	otedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2883	G407-G2883	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0933	f76r	f76r	BIOLOGICAL	f76r.46	2583	P1009-S275	unbebilderter Textabschnitt C	okedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2884	G407-G2884	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0934	f76r	f76r	BIOLOGICAL	f76r.46	2584	P1009-S276	unbebilderter Textabschnitt C	lchedy	L+CHD+DY	VERBINDUNG · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2885	G407-G2885	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0935	f76r	f76r	BIOLOGICAL	f76r.46	2585	P1009-S277	unbebilderter Textabschnitt C	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2886	G407-G2886	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0936	f76r	f76r	BIOLOGICAL	f76r.46	2586	P1009-S277	unbebilderter Textabschnitt C	okar	OK+AR	SETZEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2887	G407-G2887	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0937	f76r	f76r	BIOLOGICAL	f76r.46	2587	P1009-S277	unbebilderter Textabschnitt C	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2888	G407-G2888	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0938	f76r	f76r	BIOLOGICAL	f76r.46	2588	P1009-S277	unbebilderter Textabschnitt C	otarain	OT+AIN	DANACH · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2889	G407-G2889	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0939	f76r	f76r	BIOLOGICAL	f76r.47	2589	P1009-S277	unbebilderter Textabschnitt C	dain	AIN	ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2890	G407-G2890	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0940	f76r	f76r	BIOLOGICAL	f76r.47	2590	P1009-S277	unbebilderter Textabschnitt C	chckhy	CH+K+Y	NEHMEN · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2891	G407-G2891	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0941	f76r	f76r	BIOLOGICAL	f76r.47	2591	P1009-S277	unbebilderter Textabschnitt C	or	OR	EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2892	G407-G2892	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0942	f76r	f76r	BIOLOGICAL	f76r.47	2592	P1009-S277	unbebilderter Textabschnitt C	aiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2893	G407-G2893	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0943	f76r	f76r	BIOLOGICAL	f76r.47	2593	P1009-S277	unbebilderter Textabschnitt C	sheey	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2894	G407-G2894	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0944	f76r	f76r	BIOLOGICAL	f76r.47	2594	P1009-S277	unbebilderter Textabschnitt C	qockhey	O+CH+K+E+Y	AUSFÜHRUNG · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2895	G407-G2895	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0945	f76r	f76r	BIOLOGICAL	f76r.47	2595	P1009-S277	unbebilderter Textabschnitt C	olchdar	L+CHD+AR	VERBINDUNG · UMSETZEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2896	G407-G2896	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0946	f76r	f76r	BIOLOGICAL	f76r.47	2596	P1009-S277	unbebilderter Textabschnitt C	sheey	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2897	G407-G2897	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0947	f76r	f76r	BIOLOGICAL	f76r.47	2597	P1009-S277	unbebilderter Textabschnitt C	otedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2898	G407-G2898	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0948	f76r	f76r	BIOLOGICAL	f76r.47	2598	P1009-S278	unbebilderter Textabschnitt C	olain	OL+AIN	FORTSETZEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2899	G407-G2899	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0949	f76r	f76r	BIOLOGICAL	f76r.47	2599	P1009-S278	unbebilderter Textabschnitt C	oky	OK+Y	SETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2900	G407-G2900	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0950	f76r	f76r	BIOLOGICAL	f76r.48	2600	P1009-S278	unbebilderter Textabschnitt C	saiin	S+AIIN	WÄHLEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2901	G407-G2901	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0951	f76r	f76r	BIOLOGICAL	f76r.48	2601	P1009-S278	unbebilderter Textabschnitt C	shckhy	SH+CH+K+Y	HALTEN · NEHMEN · GEBEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2902	G407-G2902	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0952	f76r	f76r	BIOLOGICAL	f76r.48	2602	P1009-S278	unbebilderter Textabschnitt C	lkeedy	L+K+EE+D_ADDR+Y	VERBINDUNG · GEBEN · GRAD II · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2903	G407-G2903	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0953	f76r	f76r	BIOLOGICAL	f76r.48	2603	P1009-S278	unbebilderter Textabschnitt C	qoky	OK+Y	SETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2904	G407-G2904	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0954	f76r	f76r	BIOLOGICAL	f76r.48	2604	P1009-S278	unbebilderter Textabschnitt C	okain	OK+AIN	SETZEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2905	G407-G2905	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0955	f76r	f76r	BIOLOGICAL	f76r.48	2605	P1009-S278	unbebilderter Textabschnitt C	ytain	Y+T+AIN	AKTIVER POSTEN · EINSTELLEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2906	G407-G2906	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0956	f76r	f76r	BIOLOGICAL	f76r.48	2606	P1009-S278	unbebilderter Textabschnitt C	oteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2907	G407-G2907	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0957	f76r	f76r	BIOLOGICAL	f76r.48	2607	P1009-S279	unbebilderter Textabschnitt C	okedor	OK+E+D_ADDR+OR	SETZEN · GRAD I · HIER · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2908	G407-G2908	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0958	f76r	f76r	BIOLOGICAL	f76r.48	2608	P1009-S279	unbebilderter Textabschnitt C	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2909	G407-G2909	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0959	f76r	f76r	BIOLOGICAL	f76r.48	2609	P1009-S280	unbebilderter Textabschnitt C	qokal	OK+AL	SETZEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2910	G407-G2910	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0960	f76r	f76r	BIOLOGICAL	f76r.49	2610	P1009-S280	unbebilderter Textabschnitt C	saiin	S+AIIN	WÄHLEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2911	G407-G2911	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0961	f76r	f76r	BIOLOGICAL	f76r.49	2611	P1009-S280	unbebilderter Textabschnitt C	olaiin	OL+AIIN	FORTSETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2912	G407-G2912	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0962	f76r	f76r	BIOLOGICAL	f76r.49	2612	P1009-S280	unbebilderter Textabschnitt C	oky	OK+Y	SETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2913	G407-G2913	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0963	f76r	f76r	BIOLOGICAL	f76r.49	2613	P1009-S280	unbebilderter Textabschnitt C	shol	SH+OL	HALTEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2914	G407-G2914	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0964	f76r	f76r	BIOLOGICAL	f76r.49	2614	P1009-S280	unbebilderter Textabschnitt C	sain	S+AIN	WÄHLEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2915	G407-G2915	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0965	f76r	f76r	BIOLOGICAL	f76r.49	2615	P1009-S280	unbebilderter Textabschnitt C	oky	OK+Y	SETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2916	G407-G2916	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0966	f76r	f76r	BIOLOGICAL	f76r.49	2616	P1009-S280	unbebilderter Textabschnitt C	l	L	VERBINDUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2917	G407-G2917	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0967	f76r	f76r	BIOLOGICAL	f76r.49	2617	P1009-S280	unbebilderter Textabschnitt C	kar	K+AR	GEBEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2918	G407-G2918	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0968	f76r	f76r	BIOLOGICAL	f76r.49	2618	P1009-S280	unbebilderter Textabschnitt C	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2919	G407-G2919	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0969	f76r	f76r	BIOLOGICAL	f76r.49	2619	P1009-S280	unbebilderter Textabschnitt C	lkar	L+K+AR	VERBINDUNG · GEBEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2920	G407-G2920	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0970	f76r	f76r	BIOLOGICAL	f76r.49	2620	P1009-S280	unbebilderter Textabschnitt C	al	AL	ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2921	G407-G2921	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0971	f76r	f76r	BIOLOGICAL	f76r.49	2621	P1009-S280	unbebilderter Textabschnitt C	loral	OR+AL+Y	EINHEIT · ZIELORT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2922	G407-G2922	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0972	f76r	f76r	BIOLOGICAL	f76r.50	2622	P1009-S280	unbebilderter Textabschnitt C	pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2923	G407-G2923	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0973	f76r	f76r	BIOLOGICAL	f76r.50	2623	P1009-S281	unbebilderter Textabschnitt C	sal	S+AL	WÄHLEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2924	G407-G2924	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0974	f76r	f76r	BIOLOGICAL	f76r.50	2624	P1009-S281	unbebilderter Textabschnitt C	dol	D_ADDR+OL	HIER · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2925	G407-G2925	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0975	f76r	f76r	BIOLOGICAL	f76r.50	2625	P1009-S281	unbebilderter Textabschnitt C	shdy	SH+D_ADDR+Y	HALTEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2926	G407-G2926	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0976	f76r	f76r	BIOLOGICAL	f76r.50	2626	P1009-S281	unbebilderter Textabschnitt C	olkedy	OL+K+E+DY	FORTSETZEN · GEBEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2927	G407-G2927	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0977	f76r	f76r	BIOLOGICAL	f76r.50	2627	P1009-S282	unbebilderter Textabschnitt C	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2928	G407-G2928	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0978	f76r	f76r	BIOLOGICAL	f76r.50	2628	P1009-S282	unbebilderter Textabschnitt C	otal	OT+AL	DANACH · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2929	G407-G2929	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0979	f76r	f76r	BIOLOGICAL	f76r.50	2629	P1009-S282	unbebilderter Textabschnitt C	rory	R+OR+Y	MARKIEREN · EINHEIT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2930	G407-G2930	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0980	f76r	f76r	BIOLOGICAL	f76r.51	2630	P1009-S283	unbebilderter Textabschnitt D	qkor	K+OR	GEBEN · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2931	G407-G2931	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0981	f76r	f76r	BIOLOGICAL	f76r.51	2631	P1009-S283	unbebilderter Textabschnitt D	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2932	G407-G2932	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0982	f76r	f76r	BIOLOGICAL	f76r.51	2632	P1009-S284	unbebilderter Textabschnitt D	shey	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2933	G407-G2933	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0983	f76r	f76r	BIOLOGICAL	f76r.51	2633	P1009-S284	unbebilderter Textabschnitt D	keedy	K+EE+DY	GEBEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2934	G407-G2934	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0984	f76r	f76r	BIOLOGICAL	f76r.51	2634	P1009-S285	unbebilderter Textabschnitt D	sal	S+AL	WÄHLEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2935	G407-G2935	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0985	f76r	f76r	BIOLOGICAL	f76r.51	2635	P1009-S285	unbebilderter Textabschnitt D	raiin	R+AIIN	MARKIEREN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2936	G407-G2936	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0986	f76r	f76r	BIOLOGICAL	f76r.51	2636	P1009-S285	unbebilderter Textabschnitt D	opchdy	O+P+CHD+Y	AUSFÜHRUNG · EINSETZEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2937	G407-G2937	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0987	f76r	f76r	BIOLOGICAL	f76r.51	2637	P1009-S285	unbebilderter Textabschnitt D	dar	D_ADDR+AR	HIER · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2938	G407-G2938	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0988	f76r	f76r	BIOLOGICAL	f76r.51	2638	P1009-S285	unbebilderter Textabschnitt D	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2939	G407-G2939	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0989	f76r	f76r	BIOLOGICAL	f76r.51	2639	P1009-S285	unbebilderter Textabschnitt D	qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2940	G407-G2940	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0990	f76r	f76r	BIOLOGICAL	f76r.51	2640	P1009-S285	unbebilderter Textabschnitt D	rorol	L+OL+OL	VERBINDUNG · FORTSETZEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2941	G407-G2941	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0991	f76r	f76r	BIOLOGICAL	f76r.52	2641	P1009-S285	unbebilderter Textabschnitt D	olsheed	OL+SH+EE+D_ADDR	FORTSETZEN · HALTEN · GRAD II · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2942	G407-G2942	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0992	f76r	f76r	BIOLOGICAL	f76r.52	2642	P1009-S286	unbebilderter Textabschnitt D	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2943	G407-G2943	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0993	f76r	f76r	BIOLOGICAL	f76r.52	2643	P1009-S287	unbebilderter Textabschnitt D	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2944	G407-G2944	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0994	f76r	f76r	BIOLOGICAL	f76r.52	2644	P1009-S288	unbebilderter Textabschnitt D	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2945	G407-G2945	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0995	f76r	f76r	BIOLOGICAL	f76r.52	2645	P1009-S289	unbebilderter Textabschnitt D	lkedy	L+K+E+DY	VERBINDUNG · GEBEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
2946	G407-G2946	RUNNING_EVENT	ORIGINAL22_RUNNING	P1008-E0996	f76r	f76r	BIOLOGICAL	f76r.52	2646	P1009-S290	unbebilderter Textabschnitt D	lsheedy	L+SH+EE+D_ADDR+Y	VERBINDUNG · HALTEN · GRAD II · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	NONE
