event_id	page	record	statement_id	surface	component_parse	atomic_card_value_de	local_action_expansion_de	fluent_statement_de	complete_meaning
E289	f83r	B3	B3-S026	checthy	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	Den getrennt geführten Arbeitsposten aus dieser Station nach vorgeschriebenem Maß länger ableiten.	YES
E290	f83r	B3	B3-S026	chealror	AL+R+OR	den Ansatz an bezeichnete Stelle abkühlen	abkühlen lassen	Den getrennt geführten Arbeitsposten aus dieser Station nach vorgeschriebenem Maß länger ableiten.	YES
E291	f83r	B3	B3-S026	solkeedy	SOLK+EE+DY	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	Den getrennt geführten Arbeitsposten aus dieser Station nach vorgeschriebenem Maß länger ableiten.	YES
E292	f83r	B3	B3-S027	qoteedy	OT+EE+DY	danach · länger; Schritt schließen	NON_ACTION_CONTRIBUTION	Danach länger einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E293	f83r	B3	B3-S028	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	Die Flüssigkeit zwischen dem Figurenpaar länger wirken lassen.	YES
E294	f83r	B3	B3-S028	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit zwischen dem Figurenpaar länger wirken lassen.	YES
E295	f83r	B3	B3-S029	sol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar weiter vollständig eintragen.	YES
E296	f83r	B3	B3-S029	cheeety	EEE+T+Y	diesen Posten vollständig eintragen	eintragen	Die Flüssigkeit zwischen dem Figurenpaar weiter vollständig eintragen.	YES
E297	f83r	B3	B3-S029	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit zwischen dem Figurenpaar weiter vollständig eintragen.	YES
E298	f83r	B3	B3-S030	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	Die Flüssigkeit zwischen dem Figurenpaar einsetzen.	YES
E299	f83r	B3	B3-S030	saiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar einsetzen.	YES
E300	f83r	B3	B3-S030	schedair	CHD+AIR	den laufenden Posten durch laufender Bestand umsetzen	durchleiten	Die Flüssigkeit zwischen dem Figurenpaar einsetzen.	YES
E301	f83r	B3	B3-S030	otchedy	OT+CHD+DY	danach den laufenden Posten umsetzen; Schritt schließen	überführen	Die Flüssigkeit zwischen dem Figurenpaar einsetzen.	YES
E302	f83r	B3	B3-S031	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit zwischen dem Figurenpaar länger einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E303	f83r	B3	B3-S032	chedain	CHD+AIN	den laufenden Posten nach Portion umsetzen	abmessen und umsetzen	Eine abgeteilte Portion der Arbeitsflüssigkeit abmessen und umsetzen.	YES
E304	f83r	B3	B3-S032	chedy	CHD+Y	den aktuellen Posten umsetzen	abmessen und umsetzen	Eine abgeteilte Portion der Arbeitsflüssigkeit abmessen und umsetzen.	YES
E305	f83r	B3	B3-S032	qotedaiin	OT+E+AIIN	danach · kurz · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Eine abgeteilte Portion der Arbeitsflüssigkeit abmessen und umsetzen.	YES
E306	f83r	B3	B3-S032	otaiin	OT+AIIN	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Eine abgeteilte Portion der Arbeitsflüssigkeit abmessen und umsetzen.	YES
E307	f83r	B3	B3-S032	otedy	OT+E+DY	danach · kurz; Schritt schließen	NON_ACTION_CONTRIBUTION	Eine abgeteilte Portion der Arbeitsflüssigkeit abmessen und umsetzen.	YES
E308	f83r	B3	B3-S033	ldy	L+DY	den laufenden Posten führen; Schritt schließen	abführen	Die Flüssigkeit zwischen dem Figurenpaar abführen; schließe damit diesen Arbeitsschritt.	YES
E309	f83r	B3	B3-S034	soiiin	O+IIN	Arbeitsgang · Sollstufe	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar im laufenden Arbeitsgang bis zum gebrauchsfertigen Zustand bis zur vorgeschriebenen Stufe eintragen.	YES
E310	f83r	B3	B3-S034	checthy	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar im laufenden Arbeitsgang bis zum gebrauchsfertigen Zustand bis zur vorgeschriebenen Stufe eintragen.	YES
E311	f83r	B3	B3-S034	chety	T+Y	den aktuellen Posten eintragen	eintragen	Die Flüssigkeit zwischen dem Figurenpaar im laufenden Arbeitsgang bis zum gebrauchsfertigen Zustand bis zur vorgeschriebenen Stufe eintragen.	YES
E312	f83r	B3	B3-S034	otaiin	OT+AIIN	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar im laufenden Arbeitsgang bis zum gebrauchsfertigen Zustand bis zur vorgeschriebenen Stufe eintragen.	YES
E313	f83r	B3	B3-S034	olsaly	OL+AL+Y	fortsetzen · bezeichnete Stelle · dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar im laufenden Arbeitsgang bis zum gebrauchsfertigen Zustand bis zur vorgeschriebenen Stufe eintragen.	YES
E314	f83r	B3	B3-S034	shedy	SHED+DY	absetzen und den Schritt schließen	ablagern	Die Flüssigkeit zwischen dem Figurenpaar im laufenden Arbeitsgang bis zum gebrauchsfertigen Zustand bis zur vorgeschriebenen Stufe eintragen.	YES
E315	f83r	B4	B4-S001	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit zwischen dem Figurenpaar länger einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E316	f83r	B4	B4-S002	qolchey	OL+Y	fortsetzen · dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar weiter länger wirken lassen.	YES
E317	f83r	B4	B4-S002	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	Die Flüssigkeit zwischen dem Figurenpaar weiter länger wirken lassen.	YES
E318	f83r	B4	B4-S002	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit zwischen dem Figurenpaar weiter länger wirken lassen.	YES
E319	f83r	B4	B4-S003	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	Die Flüssigkeit zwischen dem Figurenpaar umsetzen.	YES
E320	f83r	B4	B4-S003	otal	OT+AL	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar umsetzen.	YES
E321	f83r	B4	B4-S003	otchey	OT+Y	danach · dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar umsetzen.	YES
E322	f83r	B4	B4-S003	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	anlegen	Die Flüssigkeit zwischen dem Figurenpaar umsetzen.	YES
E323	f83r	B4	B4-S003	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	Die Flüssigkeit zwischen dem Figurenpaar umsetzen.	YES
E324	f83r	B4	B4-S003	tol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar umsetzen.	YES
E325	f83r	B4	B4-S003	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Die Flüssigkeit zwischen dem Figurenpaar umsetzen.	YES
E326	f83r	B4	B4-S004	qokylddy	OK+Y+LD+DY	diesen Posten ansetzen und befestigen; Schritt schließen	einsetzen + festbinden	Die Flüssigkeit zwischen dem Figurenpaar einsetzen und festbinden; schließe damit diesen Arbeitsschritt.	YES
E327	f83r	B4	B4-S005	dain	AIN	Portion	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar als Portion abmessen und umsetzen.	YES
E328	f83r	B4	B4-S005	chedy	CHD+Y	den aktuellen Posten umsetzen	abmessen und umsetzen	Die Flüssigkeit zwischen dem Figurenpaar als Portion abmessen und umsetzen.	YES
E329	f83r	B4	B4-S005	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit zwischen dem Figurenpaar als Portion abmessen und umsetzen.	YES
E330	f83r	B4	B4-S006	shckhedy	SH+CKH+E+DY	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	Die Flüssigkeit zwischen dem Figurenpaar durch den Durchlass kurz zurückhalten; schließe damit diesen Arbeitsschritt.	YES
E331	f83r	B4	B4-S007	shckhedy	SH+CKH+E+DY	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	Die Flüssigkeit zwischen dem Figurenpaar durch den Durchlass kurz zurückhalten; schließe damit diesen Arbeitsschritt.	YES
E332	f83r	B4	B4-S008	saiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Flüssigkeit zwischen dem Figurenpaar nach vorgeschriebenem Maß länger warm halten.	YES
E333	f83r	B4	B4-S008	cheeky	CHK+EE+Y	den aktuellen Posten länger wärmen	warm halten	Die Flüssigkeit zwischen dem Figurenpaar nach vorgeschriebenem Maß länger warm halten.	YES
E334	f83r	B4	B4-S008	sheey	SH+EE+Y	diesen Posten länger halten	halten	Die Flüssigkeit zwischen dem Figurenpaar nach vorgeschriebenem Maß länger warm halten.	YES
E335	f83r	B4	B4-S008	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit zwischen dem Figurenpaar nach vorgeschriebenem Maß länger warm halten.	YES
E336	f83r	B4	B4-S009	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Die Flüssigkeit zwischen dem Figurenpaar absetzen lassen; schließe damit diesen Arbeitsschritt.	YES
E337	f83r	B4	B4-S010	oldy	OL+DY	fortsetzen; Schritt schließen	NON_ACTION_CONTRIBUTION	Weiterarbeiten; schließe damit diesen Arbeitsschritt.	YES
E338	f83r	B4	B4-S011	saiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der linken Hauptstation nach vorgeschriebenem Maß kurz warm halten.	YES
E339	f83r	B4	B4-S011	cheky	CHK+E+Y	diesen Posten kurz wärmen	warm halten	Die Flüssigkeit der linken Hauptstation nach vorgeschriebenem Maß kurz warm halten.	YES
E340	f83r	B4	B4-S011	okeeol	OK+EE+OL	fortsetzen den laufenden Posten länger ansetzen	wirken lassen	Die Flüssigkeit der linken Hauptstation nach vorgeschriebenem Maß kurz warm halten.	YES
E341	f83r	B4	B4-S011	okain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	Die Flüssigkeit der linken Hauptstation nach vorgeschriebenem Maß kurz warm halten.	YES
E342	f83r	B4	B4-S011	chdy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	Die Flüssigkeit der linken Hauptstation nach vorgeschriebenem Maß kurz warm halten.	YES
E343	f83r	B4	B4-S011	sol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der linken Hauptstation nach vorgeschriebenem Maß kurz warm halten.	YES
E344	f83r	B4	B4-S011	lkedy	L+K+E+DY	den laufenden Posten kurz führen und zuführen; Schritt schließen	abführen + zugeben	Die Flüssigkeit der linken Hauptstation nach vorgeschriebenem Maß kurz warm halten.	YES
E345	f83r	B4	B4-S012	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	Die Flüssigkeit der linken Hauptstation abführen und überführen; schließe damit diesen Arbeitsschritt.	YES
E346	f83r	B4	B4-S013	qokol	OK+OL	fortsetzen den laufenden Posten ansetzen	einsetzen	Die Flüssigkeit der linken Hauptstation weiter einsetzen.	YES
E347	f83r	B4	B4-S013	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Die Flüssigkeit der linken Hauptstation weiter einsetzen.	YES
E348	f83r	B4	B4-S014	or	OR	Ansatz	NON_ACTION_CONTRIBUTION	Den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen; schließe damit diesen Arbeitsschritt.	YES
E349	f83r	B4	B4-S014	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen; schließe damit diesen Arbeitsschritt.	YES
E350	f83r	B4	B4-S014	qockhey	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	Den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen; schließe damit diesen Arbeitsschritt.	YES
E351	f83r	B4	B4-S014	dairydy	AIR+Y+DY	laufender Bestand · dieser Posten; Schritt schließen	NON_ACTION_CONTRIBUTION	Den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen; schließe damit diesen Arbeitsschritt.	YES
E352	f83r	B4	B4-S015	qokain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E353	f83r	B4	B4-S015	shey	SH+EE+Y	diesen Posten länger halten	halten	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E354	f83r	B4	B4-S015	kain	K+AIN	den laufenden Posten nach Portion zuführen	dosiert zugeben	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E355	f83r	B4	B4-S015	chckhal	CH+CKH+AL	den laufenden Posten an bezeichnete Stelle durch Durchlass abziehen	ablaufen lassen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E356	f83r	B4	B4-S015	solkey	SOLK+E+Y	diesen Posten kurz auffangen	auffangen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E357	f83r	B4	B4-S015	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E358	f83r	B4	B4-S016	qolkain	OL+K+AIN	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	Eine abgeteilte Portion der Arbeitsflüssigkeit weiter dosiert zugeben.	YES
E359	f83r	B4	B4-S016	dal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Eine abgeteilte Portion der Arbeitsflüssigkeit weiter dosiert zugeben.	YES
E360	f83r	B4	B4-S016	skar	K+AR	den laufenden Posten von dort zuführen	zuführen	Eine abgeteilte Portion der Arbeitsflüssigkeit weiter dosiert zugeben.	YES
E361	f83r	B4	B4-S016	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Eine abgeteilte Portion der Arbeitsflüssigkeit weiter dosiert zugeben.	YES
E362	f83r	B5	B5-S001	otchdy	OT+CHD+DY	danach den laufenden Posten umsetzen; Schritt schließen	überführen	Danach die Flüssigkeit der linken Fransenstation überführen; schließe damit diesen Arbeitsschritt.	YES
E363	f83r	B5	B5-S002	qokchdy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	Die Flüssigkeit der linken Fransenstation einsetzen und überführen; schließe damit diesen Arbeitsschritt.	YES
E364	f83r	B5	B5-S003	shedal	SHED+AL	den laufenden Posten an bezeichnete Stelle absetzen	ablagern	Die Flüssigkeit der linken Fransenstation an der im Bild bezeichneten Stelle ablagern.	YES
E365	f83r	B5	B5-S003	dal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der linken Fransenstation an der im Bild bezeichneten Stelle ablagern.	YES
E366	f83r	B5	B5-S003	cheol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der linken Fransenstation an der im Bild bezeichneten Stelle ablagern.	YES
E367	f83r	B5	B5-S003	lol	L+OL	fortsetzen den laufenden Posten führen	hinleiten	Die Flüssigkeit der linken Fransenstation an der im Bild bezeichneten Stelle ablagern.	YES
E368	f83r	B5	B5-S003	chdal	CHD+AL	den laufenden Posten an bezeichnete Stelle umsetzen	umfüllen	Die Flüssigkeit der linken Fransenstation an der im Bild bezeichneten Stelle ablagern.	YES
E369	f83r	B5	B5-S003	aiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der linken Fransenstation an der im Bild bezeichneten Stelle ablagern.	YES
E370	f83r	B5	B5-S003	sol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der linken Fransenstation an der im Bild bezeichneten Stelle ablagern.	YES
E371	f83r	B5	B5-S003	daiiin	DA+IIN	zweite · Sollstufe	NON_ACTION_CONTRIBUTION	Die Flüssigkeit der linken Fransenstation an der im Bild bezeichneten Stelle ablagern.	YES
E372	f83r	B5	B5-S003	chedy	CHD+Y	den aktuellen Posten umsetzen	abmessen und umsetzen	Die Flüssigkeit der linken Fransenstation an der im Bild bezeichneten Stelle ablagern.	YES
E373	f83r	B6	B6-S001	solkeey	SOLK+EE+Y	diesen Posten länger auffangen	auffangen	Die Flüssigkeit im rechten S-Lauf länger auffangen.	YES
E374	f83r	B6	B6-S001	qekey	E+K+E+Y	diesen Posten kurz kurz zuführen	zugeben	Die Flüssigkeit im rechten S-Lauf länger auffangen.	YES
E375	f83r	B6	B6-S001	raly	R+AL+Y	diesen Posten an bezeichnete Stelle abkühlen	abkühlen lassen	Die Flüssigkeit im rechten S-Lauf länger auffangen.	YES
E376	f83r	B6	B6-S001	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im rechten S-Lauf länger auffangen.	YES
E377	f83r	B6	B6-S001	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im rechten S-Lauf länger auffangen.	YES
E378	f83r	B6	B6-S001	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im rechten S-Lauf länger auffangen.	YES
E379	f83r	B6	B6-S001	dain	AIN	Portion	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im rechten S-Lauf länger auffangen.	YES
E380	f83r	B6	B6-S001	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im rechten S-Lauf länger auffangen.	YES
E381	f83r	B6	B6-S001	ldalor	L+AL+OR	den Ansatz an bezeichnete Stelle führen	hinleiten	Die Flüssigkeit im rechten S-Lauf länger auffangen.	YES
