unified_order	unified_id	domain	unit_id	page	locus	visible_surface	formal_parse	atomic_default_de	context_expansion_de	interpretation_status	owner_or_namespace
318	P:E318	PROSE	B4	f83r	f83r.25	qokedy	OK+E+DY	kurz ansetzen; Schluss	kurz ansetzen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
319	P:E319	PROSE	B4	f83r	f83r.25	chedy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
320	P:E320	PROSE	B4	f83r	f83r.25	otal	OT+AL	Folgestelle	Folgestelle	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
321	P:E321	PROSE	B4	f83r	f83r.26	otchey	OT+Y	nächster Posten	nächster Posten	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
322	P:E322	PROSE	B4	f83r	f83r.26	qokeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
323	P:E323	PROSE	B4	f83r	f83r.26	qoky	OK+Y	verwende dies	verwende dies	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
324	P:E324	PROSE	B4	f83r	f83r.26	tol	OL	fortsetzen	fortsetzen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
325	P:E325	PROSE	B4	f83r	f83r.26	shedy	SHED+DY	absetzen; Schluss	absetzen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
326	P:E326	PROSE	B4	f83r	f83r.26	qokylddy	OK+Y+LDDY	dies befestigen; Schluss	dies befestigen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
327	P:E327	PROSE	B4	f83r	f83r.27	dain	AIN	Portion	Portion	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
328	P:E328	PROSE	B4	f83r	f83r.27	chedy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
329	P:E329	PROSE	B4	f83r	f83r.27	qokeedy	OK+EE+DY	länger ansetzen; Schluss	länger ansetzen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
330	P:E330	PROSE	B4	f83r	f83r.27	shckhedy	SH+CKHE+DY	seihen; Schluss	seihen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
331	P:E331	PROSE	B4	f83r	f83r.27	shckhedy	SH+CKHE+DY	seihen; Schluss	seihen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
332	P:E332	PROSE	B4	f83r	f83r.28	saiin	AIIN	Mass	Mass	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
333	P:E333	PROSE	B4	f83r	f83r.28	cheeky	CHK+EE+Y	dies länger wärmen	dies länger wärmen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
334	P:E334	PROSE	B4	f83r	f83r.28	sheey	SH+EE+Y	dies länger halten	dies länger halten	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
335	P:E335	PROSE	B4	f83r	f83r.28	qokedy	OK+E+DY	kurz ansetzen; Schluss	kurz ansetzen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
336	P:E336	PROSE	B4	f83r	f83r.28	shedy	SHED+DY	absetzen; Schluss	absetzen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
337	P:E337	PROSE	B4	f83r	f83r.28	oldy	OL+DY	fortsetzen; Schluss	fortsetzen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
338	P:E338	PROSE	B4	f83r	f83r.35	saiin	AIIN	Mass	Mass	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
339	P:E339	PROSE	B4	f83r	f83r.35	cheky	CHK+E+Y	kurz wärmen	kurz wärmen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
340	P:E340	PROSE	B4	f83r	f83r.35	okeeol	OK+EE+OL	länger fortsetzen	länger fortsetzen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
341	P:E341	PROSE	B4	f83r	f83r.35	okain	OK+AIN	eine Portion zugeben	eine Portion zugeben	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
342	P:E342	PROSE	B4	f83r	f83r.35	chdy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
343	P:E343	PROSE	B4	f83r	f83r.37	sol	OL	fortsetzen	fortsetzen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
344	P:E344	PROSE	B4	f83r	f83r.37	lkedy	L+K+E+DY	kurz abführen; Schluss	kurz abführen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
345	P:E345	PROSE	B4	f83r	f83r.37	lchedy	L+CHD+DY	hinausführen; Schluss	hinausführen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
346	P:E346	PROSE	B4	f83r	f83r.37	qokol	OK+OL	Fortsetzung einsetzen	Fortsetzung einsetzen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
347	P:E347	PROSE	B4	f83r	f83r.37	shedy	SHED+DY	absetzen; Schluss	absetzen; Schluss	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
348	P:E348	PROSE	B4	f83r	f83r.38	or	OR	Ansatz	Ansatz	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
349	P:E349	PROSE	B4	f83r	f83r.38	chey	Y	dies	dies	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
350	P:E350	PROSE	B4	f83r	f83r.38	qockhey	O+CKH+E+Y	dies kurz durchführen	dies kurz durchführen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
351	P:E351	PROSE	B4	f83r	f83r.38	dairydy	AIR+Y+DY	Lauf schliessen	Wasserlauf schliessen	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
352	P:E352	PROSE	B4	f83r	f83r.39	qokain	OK+AIN	eine Portion zugeben	eine Portion zugeben	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
353	P:E353	PROSE	B4	f83r	f83r.39	shey	WHOLE[cheey|shey]	Ergebnis	Klarauszug	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
354	P:E354	PROSE	B4	f83r	f83r.39	kain	K+AIN	eine Portion	eine Portion	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
355	P:E355	PROSE	B4	f83r	f83r.39	chckhal	CH+CKH+AL	Durchlassstelle	Durchlassstelle	EXACT_PROSE_CARD	B4_ZONE_A_LEFT_AND_UPPER_FLOW
356	P:E356	PROSE	B4	f83r	f83r.41	solkey	SOLK+E+Y	kurz auffangen	kurz auffangen	EXACT_PROSE_CARD	B4_ZONE_B_RIGHT_LOWER_FLOW
357	P:E357	PROSE	B4	f83r	f83r.41	lchedy	L+CHD+DY	hinausführen; Schluss	hinausführen; Schluss	EXACT_PROSE_CARD	B4_ZONE_B_RIGHT_LOWER_FLOW
358	P:E358	PROSE	B4	f83r	f83r.41	qolkain	OL+K+AIN	weitere Portion	weitere Portion	EXACT_PROSE_CARD	B4_ZONE_B_RIGHT_LOWER_FLOW
359	P:E359	PROSE	B4	f83r	f83r.41	dal	AL	Stelle	Stelle	EXACT_PROSE_CARD	B4_ZONE_B_RIGHT_LOWER_FLOW
360	P:E360	PROSE	B4	f83r	f83r.44	skar	K+AR	aus dem Vorrat zufuehren	aus dem Vorrat zufuehren	EXACT_PROSE_CARD	B4_ZONE_B_RIGHT_LOWER_FLOW
361	P:E361	PROSE	B4	f83r	f83r.44	shedy	SHED+DY	absetzen; Schluss	absetzen; Schluss	EXACT_PROSE_CARD	B4_ZONE_B_RIGHT_LOWER_FLOW
362	P:E362	PROSE	B5	f83r	f83r.47	otchdy	OT+CHD+DY	danach umsetzen; Schluss	danach umsetzen; Schluss	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
363	P:E363	PROSE	B5	f83r	f83r.47	qokchdy	OK+CHD+DY	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
364	P:E364	PROSE	B5	f83r	f83r.47	shedal	SHED+AL	an der Stelle absetzen	an der Stelle absetzen	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
365	P:E365	PROSE	B5	f83r	f83r.48	dal	AL	Stelle	Stelle	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
366	P:E366	PROSE	B5	f83r	f83r.48	cheol	OL	fortsetzen	fortsetzen	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
367	P:E367	PROSE	B5	f83r	f83r.48	lol	L+OL	weiterfuehren	weiterfuehren	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
368	P:E368	PROSE	B5	f83r	f83r.48	chdal	CHD+AL	an der Stelle umsetzen	an der Stelle umsetzen	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
369	P:E369	PROSE	B5	f83r	f83r.48	aiin	AIIN	Mass	Mass	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
370	P:E370	PROSE	B5	f83r	f83r.49	sol	OL	fortsetzen	fortsetzen	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
371	P:E371	PROSE	B5	f83r	f83r.49	daiiin	WHOLE[daiiin]	zweite Stufe	zweite Stufe	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
372	P:E372	PROSE	B5	f83r	f83r.49	chedy	CHD+Y	dies umsetzen	dies umsetzen	EXACT_PROSE_CARD	B5_LOCAL_RECORD_OWNER
373	P:E373	PROSE	B6	f83r	f83r.52	solkeey	SOLK+EE+Y	laenger auffangen	laenger auffangen	EXACT_PROSE_CARD	B6_LOCAL_RECORD_OWNER
374	P:E374	PROSE	B6	f83r	f83r.52	qekey	E+K+E+Y	dies kurz zuführen	dies kurz zuführen	EXACT_PROSE_CARD	B6_LOCAL_RECORD_OWNER
375	P:E375	PROSE	B6	f83r	f83r.52	raly	R+AL+Y	dies abkuehlen	dies abkuehlen	EXACT_PROSE_CARD	B6_LOCAL_RECORD_OWNER
376	P:E376	PROSE	B6	f83r	f83r.52	ol	OL	fortsetzen	fortsetzen	EXACT_PROSE_CARD	B6_LOCAL_RECORD_OWNER
377	P:E377	PROSE	B6	f83r	f83r.54	daiin	AIIN	Mass	Mass	EXACT_PROSE_CARD	B6_LOCAL_RECORD_OWNER
378	P:E378	PROSE	B6	f83r	f83r.54	ol	OL	fortsetzen	fortsetzen	EXACT_PROSE_CARD	B6_LOCAL_RECORD_OWNER
379	P:E379	PROSE	B6	f83r	f83r.54	dain	AIN	Portion	Portion	EXACT_PROSE_CARD	B6_LOCAL_RECORD_OWNER
380	P:E380	PROSE	B6	f83r	f83r.54	chey	Y	dies	dies	EXACT_PROSE_CARD	B6_LOCAL_RECORD_OWNER
381	P:E381	PROSE	B6	f83r	f83r.54	ldalor	L+AL+OR	Ansatz zur Stelle fuehren	Ansatz zur Stelle fuehren	EXACT_PROSE_CARD	B6_LOCAL_RECORD_OWNER
382	A:001	ASTRO	A1	f67r2	f67r2.1	ykshy	Y+K+Y	dies + zufuehren + dies	dies + zufuehren + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
383	A:002	ASTRO	A1	f67r2	f67r2.1	s	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
384	A:003	ASTRO	A1	f67r2	f67r2.1	aram	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
385	A:004	ASTRO	A1	f67r2	f67r2.2	ykecho	Y+K+E+HO	dies + zufuehren + kurz + Gabe	dies + zufuehren + kurz + Gabe	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
386	A:005	ASTRO	A1	f67r2	f67r2.2	ols	O+LS	Arbeitsgang + abfuehren	Arbeitsgang + abfuehren	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
387	A:006	ASTRO	A1	f67r2	f67r2.2	eesydy	EE+Y+DY	laenger + dies + Schluss	laenger + dies + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
388	A:007	ASTRO	A1	f67r2	f67r2.3	ey	E+Y	kurz + dies	kurz + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
389	A:008	ASTRO	A1	f67r2	f67r2.3	shs	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
390	A:009	ASTRO	A1	f67r2	f67r2.3	okar	OK+AR	ansetzen + von dort	ansetzen + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
391	A:010	ASTRO	A1	f67r2	f67r2.4	shekchy	SH+E+K+Y	halten + kurz + zufuehren + dies	halten + kurz + zufuehren + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
392	A:011	ASTRO	A1	f67r2	f67r2.4	sykos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
393	A:012	ASTRO	A1	f67r2	f67r2.5	ykeody	Y+K+E+O+Y	dies + zufuehren + kurz + Arbeitsgang + dies	dies + zufuehren + kurz + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
394	A:013	ASTRO	A1	f67r2	f67r2.5	okchy	OK+Y	dies ansetzen	dies ansetzen	EXACT_PROSE_SURFACE	A67_RIGHT_CELESTIAL_WHEEL
395	A:014	ASTRO	A1	f67r2	f67r2.6	dchetay	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
396	A:015	ASTRO	A1	f67r2	f67r2.7	ykchy	Y+K+Y	dies + zufuehren + dies	dies + zufuehren + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
397	A:016	ASTRO	A1	f67r2	f67r2.7	kchey	K+E+Y	dies kurz zuführen	dies kurz zuführen	EXACT_PROSE_SURFACE	A67_RIGHT_CELESTIAL_WHEEL
398	A:017	ASTRO	A1	f67r2	f67r2.7	ykchys	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
399	A:018	ASTRO	A1	f67r2	f67r2.8	chkchdar	CHK+CHD+AR	waermen + umsetzen + von dort	waermen + umsetzen + von dort	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
400	A:019	ASTRO	A1	f67r2	f67r2.9	ykar	Y+K+AR	dies + zufuehren + von dort	dies + zufuehren + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
401	A:020	ASTRO	A1	f67r2	f67r2.9	ykaly	Y+K+AL+Y	dies + zufuehren + Stelle + dies	dies + zufuehren + Stelle + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
402	A:021	ASTRO	A1	f67r2	f67r2.10	lkshy	L+K+Y	fuehren + zufuehren + dies	fuehren + zufuehren + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
403	A:022	ASTRO	A1	f67r2	f67r2.10	kchy	K+Y	dies zuführen	dies zuführen	EXACT_PROSE_SURFACE	A67_RIGHT_CELESTIAL_WHEEL
404	A:023	ASTRO	A1	f67r2	f67r2.10	okar	OK+AR	ansetzen + von dort	ansetzen + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
405	A:024	ASTRO	A1	f67r2	f67r2.11	chky	CHK+Y	waermen + dies	waermen + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
406	A:025	ASTRO	A1	f67r2	f67r2.11	chykchs	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
407	A:026	ASTRO	A1	f67r2	f67r2.11	chy	Y	dies	dies	EXACT_PROSE_SURFACE	A67_RIGHT_CELESTIAL_WHEEL
408	A:027	ASTRO	A1	f67r2	f67r2.12	ykees	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
409	A:028	ASTRO	A1	f67r2	f67r2.12	ykchos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
410	A:029	ASTRO	A1	f67r2	f67r2.13	opodchol	O+P+O+OL	Arbeitsgang + hinein + Arbeitsgang + fortsetzen	Arbeitsgang + hinein + Arbeitsgang + fortsetzen	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
411	A:030	ASTRO	A1	f67r2	f67r2.13	s	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
412	A:031	ASTRO	A1	f67r2	f67r2.13	ain	AIN	Portion	Portion	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
413	A:032	ASTRO	A1	f67r2	f67r2.13	aldy	AL+DY	Stelle + Schluss	Stelle + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
414	A:033	ASTRO	A1	f67r2	f67r2.14	soeey	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
415	A:034	ASTRO	A1	f67r2	f67r2.14	doiin	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
416	A:035	ASTRO	A1	f67r2	f67r2.14	oldy	OL+DY	fortsetzen; Schluss	fortsetzen; Schluss	EXACT_PROSE_SURFACE	A67_RIGHT_CELESTIAL_WHEEL
417	A:036	ASTRO	A1	f67r2	f67r2.15	dolchsody	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
418	A:037	ASTRO	A1	f67r2	f67r2.16	odaeiin	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
419	A:038	ASTRO	A1	f67r2	f67r2.16	okoes	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
420	A:039	ASTRO	A1	f67r2	f67r2.16	oekain	O+E+K+AIN	Arbeitsgang + kurz + zufuehren + Portion	Arbeitsgang + kurz + zufuehren + Portion	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
421	A:040	ASTRO	A1	f67r2	f67r2.16	y	Y	dies	dies	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
422	A:041	ASTRO	A1	f67r2	f67r2.17	otchey	OT+Y	nächster Posten	nächster Posten	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
423	A:042	ASTRO	A1	f67r2	f67r2.17	soraiir	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
424	A:043	ASTRO	A1	f67r2	f67r2.17	dy	Y	dies	dies	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
425	A:044	ASTRO	A1	f67r2	f67r2.18	qopchy	O+P+Y	Arbeitsgang + hinein + dies	Arbeitsgang + hinein + dies	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
426	A:045	ASTRO	A1	f67r2	f67r2.18	daiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
427	A:046	ASTRO	A1	f67r2	f67r2.18	dal	AL	Stelle	Stelle	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
428	A:047	ASTRO	A1	f67r2	f67r2.19	ydchos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
429	A:048	ASTRO	A1	f67r2	f67r2.19	ain	AIN	Portion	Portion	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
430	A:049	ASTRO	A1	f67r2	f67r2.19	ar	AR	von dort	von dort	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
431	A:050	ASTRO	A1	f67r2	f67r2.19	amy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
432	A:051	ASTRO	A1	f67r2	f67r2.20	chocfhy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
433	A:052	ASTRO	A1	f67r2	f67r2.20	saral	AR+AL	von dort + Stelle	von dort + Stelle	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
434	A:053	ASTRO	A1	f67r2	f67r2.21	sain	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
435	A:054	ASTRO	A1	f67r2	f67r2.21	am	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
436	A:055	ASTRO	A1	f67r2	f67r2.21	ar	AR	von dort	von dort	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
437	A:056	ASTRO	A1	f67r2	f67r2.22	okal	OK+AL	an die Stelle setzen	an die Stelle setzen	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
438	A:057	ASTRO	A1	f67r2	f67r2.23	oparchy	O+P+AR+Y	Arbeitsgang + hinein + von dort + dies	Arbeitsgang + hinein + von dort + dies	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
439	A:058	ASTRO	A1	f67r2	f67r2.23	salsain	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
440	A:059	ASTRO	A1	f67r2	f67r2.24	sodar	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
441	A:060	ASTRO	A1	f67r2	f67r2.24	ofar	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
442	A:061	ASTRO	A1	f67r2	f67r2.24	ar	AR	von dort	von dort	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
443	A:062	ASTRO	A1	f67r2	f67r2.25	ydam	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
444	A:063	ASTRO	A1	f67r2	f67r2.26	yteoor	Y+T+E+O+OR	dies + eintragen + kurz + Arbeitsgang + Ansatz	dies + eintragen + kurz + Arbeitsgang + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
445	A:064	ASTRO	A1	f67r2	f67r2.26	yto	Y+T+O	dies + eintragen + Arbeitsgang	dies + eintragen + Arbeitsgang	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
446	A:065	ASTRO	A1	f67r2	f67r2.26	ykor	Y+K+OR	dies + zufuehren + Ansatz	dies + zufuehren + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
447	A:066	ASTRO	A1	f67r2	f67r2.27	okeo	OK+E+O	ansetzen + kurz + Arbeitsgang	ansetzen + kurz + Arbeitsgang	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
448	A:067	ASTRO	A1	f67r2	f67r2.27	r	R	abkuehlen	abkuehlen	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
449	A:068	ASTRO	A1	f67r2	f67r2.27	aiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
450	A:069	ASTRO	A1	f67r2	f67r2.27	am	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
451	A:070	ASTRO	A1	f67r2	f67r2.28	okain	OK+AIN	eine Portion zugeben	eine Portion zugeben	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
452	A:071	ASTRO	A1	f67r2	f67r2.28	am	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
453	A:072	ASTRO	A1	f67r2	f67r2.29	ytody	Y+T+O+Y	dies + eintragen + Arbeitsgang + dies	dies + eintragen + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
454	A:073	ASTRO	A1	f67r2	f67r2.29	saiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
455	A:074	ASTRO	A1	f67r2	f67r2.30	ochol	O+OL	Arbeitsgang + fortsetzen	Arbeitsgang + fortsetzen	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
456	A:075	ASTRO	A1	f67r2	f67r2.30	olol	OL+OL	fortsetzen + fortsetzen	fortsetzen + fortsetzen	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
457	A:076	ASTRO	A1	f67r2	f67r2.31	opcholdy	O+P+OL+DY	Arbeitsgang + hinein + fortsetzen + Schluss	Arbeitsgang + hinein + fortsetzen + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
458	A:077	ASTRO	A1	f67r2	f67r2.32	dosar	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
459	A:078	ASTRO	A1	f67r2	f67r2.32	odas	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
460	A:079	ASTRO	A1	f67r2	f67r2.32	air	AIR	Lauf	Lauf	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
461	A:080	ASTRO	A1	f67r2	f67r2.32	alaiin	AL+AIIN	Stelle + Mass	Stelle + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
