fusion_unit_order	fusion_unit_id	statement_id	record_unit_id	page	member_event_ids	field_ids	owner_statuses	selected_visible_owners	silent_argument_defaults	owner_accessibility	textual_item_values	primary_noun_source	literal_workshop_clause_de
148	FU148	B3-S002	B3	f83r	E230|E231	F072	INHERITED_VISIBLE	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberste f83r-Randstation mit offenem Punkt-/Fächerende	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen→wärmen; Reihenfolge=danach; Ziel=gesetzt; Grad=länger; Schluss
149	FU149	B3-S003	B3	f83r	E232|E233|E234|E235	F073	INHERITED_VISIBLE	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberste f83r-Randstation mit offenem Punkt-/Fächerende	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=abführen→umsetzen; Posten=Posten; Wert=Sollmaß; Schluss
150	FU150	B3-S004	B3	f83r	E236|E237|E238	F074	INHERITED_VISIBLE	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberste f83r-Randstation mit offenem Punkt-/Fächerende	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→folgen; Reihenfolge=danach; Quelle=gesetzt; Ziel=gesetzt; Wert=Sollmaß
151	FU151	B3-S005	B3	f83r	E239	F075	DIRECT_VISIBLE	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	DIRECT_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Schluss
152	FU152	B3-S006	B3	f83r	E240	F076	INHERITED_VISIBLE	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
153	FU153	B3-S006	B3	f83r	E241	F076	INHERITED_VISIBLE	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt
154	FU154	B3-S006	B3	f83r	E242	F076	INHERITED_VISIBLE	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→umsetzen; Reihenfolge=weiter; Schluss
155	FU155	B3-S007	B3	f83r	E243	F077	INHERITED_VISIBLE	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Sollmaß
156	FU156	B3-S007	B3	f83r	E244	F077	INHERITED_VISIBLE	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
157	FU157	B3-S007	B3	f83r	E245	F077	INHERITED_VISIBLE	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
158	FU158	B3-S008	B3	f83r	E246	F078	INHERITED_VISIBLE	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
159	FU159	B3-S009	B3	f83r	E247	F079	INHERITED_VISIBLE	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
160	FU160	B3-S010	B3	f83r	E248|E249	F080	DIRECT_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	DIRECT_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=zuführen→umsetzen→folgen; Reihenfolge=danach; Ziel=gesetzt; Grad=kurz; Schluss
161	FU161	B3-S011	B3	f83r	E250	F081	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten→umsetzen; Posten=Posten; Zustand=bereit
162	FU162	B3-S011	B3	f83r	E251	F081	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
163	FU163	B3-S011	B3	f83r	E252|E253	F081	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten; Quelle=gesetzt
164	FU164	B3-S012	B3	f83r	E254|E255	F082	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	Ansatz	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=absetzen; Posten=Ansatz; Grad=kurz; Schluss
165	FU165	B3-S013	B3	f83r	E256|E257	F083	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Sollmaß+Anteil
166	FU166	B3-S013	B3	f83r	E258	F083	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit
167	FU167	B3-S013	B3	f83r	E259	F083	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
168	FU168	B3-S014	B3	f83r	E260	F084	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Lauf=gesetzt
169	FU169	B3-S014	B3	f83r	E261	F084	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=länger; Schluss
170	FU170	B3-S015	B3	f83r	E262	F085	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
171	FU171	B3-S016	B3	f83r	E263	F086	INHERITED_VISIBLE	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen
172	FU172	B3-S016	B3	f83r	E264	F087	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→umsetzen; Schluss
173	FU173	B3-S017	B3	f83r	E265	F088	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
174	FU174	B3-S018	B3	f83r	E266	F089	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
175	FU175	B3-S019	B3	f83r	E267	F090	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→absetzen; Schluss
176	FU176	B3-S020	B3	f83r	E268|E269	F091	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Ziel=gesetzt; Schluss
177	FU177	B3-S021	B3	f83r	E270	F092	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Sollmaß
178	FU178	B3-S021	B3	f83r	E271|E272|E273	F092	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit
179	FU179	B3-S021	B3	f83r	E274|E275	F093	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Ziel=gesetzt; Wert=Sollmaß
180	FU180	B3-S021	B3	f83r	E276|E277	F093	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit
181	FU181	B3-S021	B3	f83r	E278|E279	F093	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit
182	FU182	B3-S021	B3	f83r	E280	F093	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Ziel=gesetzt; Schluss
183	FU183	B3-S022	B3	f83r	E281	F094	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen→umsetzen; Reihenfolge=danach; Schluss
184	FU184	B3-S023	B3	f83r	E282	F095	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
185	FU185	B3-S024	B3	f83r	E283	F096	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Schluss
186	FU186	B3-S025	B3	f83r	E284	F097	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→umsetzen; Schluss
187	FU187	B3-S026	B3	f83r	E285	F098	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Quelle=gesetzt
188	FU188	B3-S026	B3	f83r	E286	F098	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Wert=Sollmaß
189	FU189	B3-S026	B3	f83r	E287	F098	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
190	FU190	B3-S026	B3	f83r	E288	F098	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Anteil
191	FU191	B3-S026	B3	f83r	E289	F098	UNRESOLVED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	OWNER_UNRESOLVED	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten; Posten=Posten; Zustand=bereit
192	FU192	B3-S026	B3	f83r	E290|E291	F098|F099	UNRESOLVED|DIRECT_VISIBLE	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke | untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_UNRESOLVED	Ansatz	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=sammeln; Posten=Ansatz; Ziel=gesetzt; Grad=länger; Schluss
193	FU193	B3-S027	B3	f83r	E292	F100	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen; Reihenfolge=danach; Grad=länger; Schluss
194	FU194	B3-S028	B3	f83r	E293	F101	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
195	FU195	B3-S028	B3	f83r	E294	F101	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
196	FU196	B3-S029	B3	f83r	E295|E296	F102	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	Teil	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Teil; Grad=vollständig
197	FU197	B3-S029	B3	f83r	E297	F102	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
198	FU198	B3-S030	B3	f83r	E298|E299	F103	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Wert=Sollmaß
199	FU199	B3-S030	B3	f83r	E300|E301	F104	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen→umsetzen; Reihenfolge=danach; Lauf=gesetzt; Schluss
200	FU200	B3-S031	B3	f83r	E302	F105	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
201	FU201	B3-S032	B3	f83r	E303	F106	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Wert=Anteil
202	FU202	B3-S032	B3	f83r	E304|E305|E306|E307	F106	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen→folgen; Reihenfolge=danach; Posten=Posten; Wert=Sollmaß; Grad=kurz; Schluss
203	FU203	B3-S033	B3	f83r	E308	F107	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen; Schluss
204	FU204	B3-S034	B3	f83r	E309|E310	F108	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten; Posten=Posten; Wert=Stufe; Zustand=bereit
205	FU205	B3-S034	B3	f83r	E311	F108	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	Teil	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=teilen; Posten=Teil
206	FU206	B3-S034	B3	f83r	E312|E313|E314	F108	INHERITED_VISIBLE	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→absetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Wert=Sollmaß; Grad=kurz; Schluss
207	FU207	B4-S001	B4	f83r	E315	F109	DIRECT_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	DIRECT_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
208	FU208	B4-S002	B4	f83r	E316	F110	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Posten
209	FU209	B4-S002	B4	f83r	E317	F110	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
210	FU210	B4-S002	B4	f83r	E318	F110	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
211	FU211	B4-S003	B4	f83r	E319	F111	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
212	FU212	B4-S003	B4	f83r	E320|E321|E322	F111|F112	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Grad=länger
213	FU213	B4-S003	B4	f83r	E323	F112	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
214	FU214	B4-S003	B4	f83r	E324	F112	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
215	FU215	B4-S003	B4	f83r	E325	F112	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
216	FU216	B4-S004	B4	f83r	E326	F113	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
217	FU217	B4-S005	B4	f83r	E327|E328	F114	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	Tuch+Posten	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=umsetzen; Posten=Tuch+Posten
218	FU218	B4-S005	B4	f83r	E329	F114	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
219	FU219	B4-S006	B4	f83r	E330	F115	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=trennen; Schluss
220	FU220	B4-S007	B4	f83r	E331	F116	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=trennen; Schluss
221	FU221	B4-S008	B4	f83r	E332|E333	F117	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=wärmen; Posten=Posten; Wert=Sollmaß; Grad=länger
222	FU222	B4-S008	B4	f83r	E334	F117	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=halten; Posten=Posten; Grad=länger
223	FU223	B4-S008	B4	f83r	E335	F117	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
224	FU224	B4-S009	B4	f83r	E336	F118	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
225	FU225	B4-S010	B4	f83r	E337	F119	INHERITED_VISIBLE	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Schluss
