event_serial	page	locus	record	record_unit_id	field_id	field_ordinal_in_locus	event_index_in_locus	event_index_in_record	surface	joint_tuple_id	formal_formula_opaque	FORMAL_VALUE	terminal_status	strict_control_prompt	V59_R1_MNEMONIC	ATOMIC_OR_WHOLE_CARD_MNEMONIC	mnemonic_scope	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_lineage	V60_R2_WORD_CLASS	V60_R2_DECISION	V60_R2_CONFIDENCE
84	f56r	f56r.8	1	H5	F016	1	2	11	choy	c10aec6d4dd877ec8bd8	FRAME_O(OPAQUE_PAYLOAD)	FRAME_O	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	die auf feuchter schattiger Heide wächst	klein dosieren [lokaler H5-Musterbogenschritt 11/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
85	f56r	f56r.8	1	H5	F016	1	3	12	choky	276a7c2d74d1143446f4	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	VERWENDEN?	VERWENDEN?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	Die aktive Portion verwenden	klein dosieren [lokaler H5-Musterbogenschritt 12/27; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	VERB_INFINITIV_ODER_IMPERATIV	KEEP	.60
86	f56r	f56r.8	1	H5	F016	1	4	13	cheeckhody	95987d6f198d6d247511	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	lasse das Pflaster unbedeckt trocknen	klein dosieren [lokaler H5-Musterbogenschritt 13/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
87	f56r	f56r.12	1	H5	F017	1	1	14	sh	ad3581d3144f69a5912d	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	ihren kleinen Samen- oder Knospenkopf	klein dosieren [lokaler H5-Musterbogenschritt 14/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
88	f56r	f56r.12	1	H5	F017	1	2	15	cho	2cc054357a929df85f64	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	nimm danach den folgenden Zusatz oder Pflanzenteil	Materialprobe trennen [lokaler H5-Musterbogenschritt 15/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
89	f56r	f56r.12	1	H5	F017	1	3	16	kchey	b74e9e65637b7c8538dd	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	das getrocknete schmale Blatt	Materialprobe trennen [lokaler H5-Musterbogenschritt 16/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
90	f56r	f56r.12	1	H5	F017	1	4	17	qokokchy	1322bc176443fc2a8a86	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	trockne es im Schatten	Materialprobe trennen [lokaler H5-Musterbogenschritt 17/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
91	f56r	f56r.13	1	H5	F018	1	1	18	okchy	9ad66e67803a12e745de	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	gebrauche die frisch bereitete Arznei	Materialprobe trennen [lokaler H5-Musterbogenschritt 18/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
92	f56r	f56r.13	1	H5	F018	1	2	19	chokcheo	087a47b5423438cd6b6a	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	trinke es bei Magenschmerz	Materialprobe trennen [lokaler H5-Musterbogenschritt 19/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
93	f56r	f56r.13	1	H5	F018	1	3	20	kchal	75a523fcf039b006f97b	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	bewahre den Rest trocken im Schatten	Materialprobe trennen [lokaler H5-Musterbogenschritt 20/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
94	f56r	f56r.18	1	H5	F019	1	1	21	sho	2cc054357a929df85f64	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	nimm danach den folgenden Zusatz oder Pflanzenteil	Materialprobe trennen [lokaler H5-Musterbogenschritt 21/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
95	f56r	f56r.18	1	H5	F019	1	2	22	chokchy	9ad66e67803a12e745de	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	gebrauche die frisch bereitete Arznei	trocknen und lagern [lokaler H5-Musterbogenschritt 22/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
96	f56r	f56r.18	1	H5	F019	1	3	23	kchoar	c71c72da4e09e0833392	OPAQUE_PAYLOAD + <ARG_AR>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	mische es mit Honig	trocknen und lagern [lokaler H5-Musterbogenschritt 23/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
97	f56r	f56r.18	1	H5	F019	1	4	24	sotodan	61a075bc54793c1c781f	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	gebrauche es frisch vermischt	trocknen und lagern [lokaler H5-Musterbogenschritt 24/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
98	f56r	f56r.19	1	H5	F020	1	1	25	otchey	faf321940aed922846a9	FRAME_OT(OPAQUE_PAYLOAD)	FRAME_OT	NONCLOSE	NONE	TEIL?	NIMM?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	Nimm den bezeichneten Anteil	trocknen und lagern [lokaler H5-Musterbogenschritt 25/27; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	REZEPTIMPERATIV	REVISE	.44
99	f56r	f56r.19	1	H5	F020	1	2	26	keol	9bb7122b386ebbc6138f	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	die helle geöffnete Blüte	trocknen und lagern [lokaler H5-Musterbogenschritt 26/27; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
100	f56r	f56r.19	1	H5	F020	1	3	27	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	VORGABEPARAMETER?	MASS?	MASS?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	Ein vorgeschriebenes Maß	trocknen und lagern [lokaler H5-Musterbogenschritt 27/27; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	SUBSTANTIV_ODER_MASS_SIGLE	KEEP	.58
101	f81v	f81v.2	1	B1	F021	1	1	1	qokedy	7db18b2f0fb7ed0fcfd3	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	SPÜLEN?	SPÜLEN?	BIO_LOCAL_ONLY_CLOSE_CONFOUNDED	spüle die bezeichnete Stelle einmal und beende den Schritt	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 1/66; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	HANDLUNGSVERB_IN_TERMINALFORMEL	KEEP	.31
102	f81v	f81v.2	1	B1	F022	2	2	2	okaiin	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>)	SET_STANDARD_SLOT	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	UNKNOWN	UNKNOWN	beginne den nächsten abgemessenen Posten	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 2/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
103	f81v	f81v.2	1	B1	F022	2	3	3	kair	22fb87a5a83e5c3fb510	OPAQUE_PAYLOAD + <ARG_AIR>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	der zurücklaufende Strom	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 3/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
104	f81v	f81v.2	1	B1	F022	2	4	4	okal	308e8ea2d5d190c498e8	SET(<ARG_AL>)	SET_LOCAL_RELATION_SLOT	NONCLOSE	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	UNKNOWN	UNKNOWN	mische beide Anteile zusammen	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 4/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
105	f81v	f81v.2	1	B1	F022	2	5	5	sar	4d4559019a961b834aa1	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	Daraus, aus demselben Ansatz	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 5/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
106	f81v	f81v.2	1	B1	F022	2	6	6	ol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	UNKNOWN	UNKNOWN	Mit der vorigen Zubereitung weiter	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 6/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
107	f81v	f81v.2	1	B1	F022	2	7	7	kain	9da1b6ac2c929daea697	OPAQUE_PAYLOAD + <ARG_AIN>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	ein abgemessener Anteil	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 7/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
108	f81v	f81v.2	1	B1	F022	2	8	8	olkain	94df4847b7b16c98394a	OPAQUE_PAYLOAD + <ARG_AIN>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	das untere Becken	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 8/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
109	f81v	f81v.2	1	B1	F022	2	9	9	al	dd0ecaf5e27d81befffc	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	AN?	AN?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	An die bezeichnete Zielstelle führen	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 9/66; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	PRAEPOSITION_ODER_RELATIONSPARTIKEL	KEEP	.43
110	f81v	f81v.2	1	B1	F022	2	10	10	ol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	UNKNOWN	UNKNOWN	Mit der vorigen Zubereitung weiter	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 10/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
111	f81v	f81v.2	1	B1	F022	2	11	11	rol	1496a731803a9f48d2e1	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	bevor es abkühlt	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 11/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
112	f81v	f81v.2	1	B1	F022	2	12	12	dl	0f18de177ed7c878bf95	LINK	LINK_ACTIVE_STATE	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	das bereitete Öl	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 12/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
113	f81v	f81v.7	1	B1	F023	1	1	13	olor	dec401773c1f0347793d	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	ZUVOR?	VORIGES?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	Aus dem vorigen Ansatz entnehmen	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 13/66; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	ANAPHORISCHES_PRONOMEN_ODER_SUBSTANTIVIERTES_ADJEKTIV	REVISE	.36
114	f81v	f81v.7	1	B1	F023	1	2	14	ol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	UNKNOWN	UNKNOWN	Mit der vorigen Zubereitung weiter	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 14/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
115	f81v	f81v.7	1	B1	F023	1	3	15	sheckhal	4eab1841ed655c20a348	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	eine mäßige Menge	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 15/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
116	f81v	f81v.7	1	B1	F023	1	4	16	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	VORGABEPARAMETER?	MASS?	MASS?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	Ein vorgeschriebenes Maß	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 16/66; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	SUBSTANTIV_ODER_MASS_SIGLE	KEEP	.58
117	f81v	f81v.7	1	B1	F023	1	5	17	qokeedal	93f69c38fdedee1598e9	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	der eingetauchte Teil	Hauptkreislauf beschicken [lokaler B1-Musterbogenschritt 17/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
118	f81v	f81v.7	1	B1	F023	1	6	18	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	VORGABEPARAMETER?	MASS?	MASS?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	Ein vorgeschriebenes Maß	temperieren [lokaler B1-Musterbogenschritt 18/66; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	SUBSTANTIV_ODER_MASS_SIGLE	KEEP	.58
119	f81v	f81v.7	1	B1	F023	1	7	19	chckhy	2cc8bb3c2af19607888f	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	durch die verbundenen Läufe	temperieren [lokaler B1-Musterbogenschritt 19/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
120	f81v	f81v.7	1	B1	F023	1	8	20	schedy	259b2b3b0bf859882e2c	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	temperieren [lokaler B1-Musterbogenschritt 20/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
121	f81v	f81v.7	1	B1	F024	2	9	21	qol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	UNKNOWN	UNKNOWN	Mit der vorigen Zubereitung weiter	temperieren [lokaler B1-Musterbogenschritt 21/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
122	f81v	f81v.17	1	B1	F025	1	1	22	sshkchdy	54e32e9c1414b20640e9	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	halte es warm und beende den Schritt	temperieren [lokaler B1-Musterbogenschritt 22/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
123	f81v	f81v.17	1	B1	F026	2	2	23	chedy	6f7ff8287eddf4da9fdb	VARIANT_D(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	rühre, bis alles gleichmäßig vermischt ist	temperieren [lokaler B1-Musterbogenschritt 23/66; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
124	f81v	f81v.17	1	B1	F026	2	3	24	ol	dcda95c81a5460feb191	FRAME_O(LINK)	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	UNKNOWN	UNKNOWN	Mit der vorigen Zubereitung weiter	temperieren [lokaler B1-Musterbogenschritt 24/66; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
