canonical_card	joint_tuple_id	selected_default_de	source_class	event_serial	page	register	locus	record	record_unit_id	record_event_position	record_event_count	field_id	field_position	field_event_position	field_event_count	terminal_status	surface_audit_only	formal_formula_audit_only	v59_mnemonic	v60_mnemonic	predecessor_event_serial	predecessor_joint_tuple_id	predecessor_canonical_card	predecessor_local_expansion	current_local_iatromedical_expansion	current_nonmedical_rival	successor_event_serial	successor_joint_tuple_id	successor_canonical_card	successor_local_expansion	whole_field_local_expansion	whole_field_nonmedical_rival	occurrence_pressure	card_context_pressure_summary	strongest_contradiction	binding_rule
OKY	276a7c2d74d1143446f4	verwenden	Verb	251	f83r	BIOLOGICAL	f83r.8	1	B3	23	86	F081	MIDDLE	2	4	NONCLOSE	qoky	OPAQUE_PAYLOAD	VERWENDEN?	VERWENDEN?	250	348e81ba084c5acdb32b	OTHER_EXACT	wende es an der markierten Stelle an	Die aktive Portion verwenden	durch Stationen führen [lokaler B3-Musterbogenschritt 23/86; keine Kartenbedeutung]	252	6f7ff8287eddf4da9fdb	OTHER_EXACT	rühre, bis alles gleichmäßig vermischt ist	wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	durch Stationen führen [Ganzfeldexemplar B3, Feld 11/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=4;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=OTHER_EXACT	10 Vorkommen auf 5 Seiten/6 Records; 6× MIDDLE, 2× LAST, 1× FIRST, 1× ONLY; zweimal OKEEY→OKY, zweimal OKY→AIIN und einmal OKY→AL. Das Tuple sitzt plausibel als ausführbarer Handlungspivot.	Ein isoliertes und drei feldabschließende Vorkommen lassen ebenso eine Fortsetzungs- oder Freigabefunktion zu; die technische Rivalprosa ist nicht einheitlich.	EXACT_JOINT_TUPLE_ID_ONLY
OR	7a4bb8136330ee4e6e56	Zubereitung	Nomen	254	f83r	BIOLOGICAL	f83r.11	1	B3	26	86	F082	FIRST	1	2	NONCLOSE	sor	OPAQUE_PAYLOAD	BEREITUNG?	ZUBEREITUNG?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	Die bereitete Arbeitsflüssigkeit	durch Stationen führen [lokaler B3-Musterbogenschritt 26/86; keine Kartenbedeutung]	255	bc4f1f5c006c74a4d26d	OTHER_EXACT	lasse es bis zur Bereitschaft stehen und beende den Schritt	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 12/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=2;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=OTHER_EXACT	7 Vorkommen auf 3 Seiten/4 Records; 5× MIDDLE, 2× FIRST, alle NONCLOSE; ein CTHY→OR-Anschluss und ein OR→OR-Doppel. Ein wiederaufnehmbares Arbeitsnomen passt.	Die direkte Doppelung ergibt bei wörtlicher Komposition ‚Zubereitung Zubereitung‘; zwei Bio-Vorkommen stehen zudem feldinitial ohne sichtbare Wiederaufnahme.	EXACT_JOINT_TUPLE_ID_ONLY
OKE	7db18b2f0fb7ed0fcfd3	spülen	Verb	259	f83r	BIOLOGICAL	f83r.11	1	B3	31	86	F083	LAST	4	4	TERMINAL	qokedy	CLOSE(OPAQUE_PAYLOAD)	SPÜLEN?	SPÜLEN?	258	6b89d6dd70635bc60fe0	OTHER_EXACT	unter derselben Einstellung	spüle die bezeichnete Stelle einmal und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 31/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 13/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=LAST;FIELD_LENGTH=4;TERMINAL=TERMINAL;PREDECESSOR=OTHER_EXACT;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 3× ONLY, 5× LAST und 8× TERMINAL; zweimal OKEEY→OKE, einmal nach einer lokalen Erstspülung. Das Prozessmotiv ist kohärent.	Alle 8/8 Fälle sind vollständig mit CLOSE konfundiert; ‚beenden‘ erklärt die Position ohne jede Spülsemantik und ist formal sparsamer.	EXACT_JOINT_TUPLE_ID_ONLY
LCHE	de7321bface5628e35d6	ablassen	Verb	262	f83r	BIOLOGICAL	f83r.11	1	B3	34	86	F085	ONLY	1	1	TERMINAL	lchedy	CLOSE(OPAQUE_PAYLOAD)	ABLASSEN?	ABLASSEN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 34/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 15/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=ONLY;FIELD_LENGTH=1;TERMINAL=TERMINAL;PREDECESSOR=BOUNDARY;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 5× ONLY, 3× LAST und 8× TERMINAL; einmal folgt LCHE auf AL, einmal stimmt der technische Ganzdefault ‚unten ablassen‘ überein.	Alle 8/8 Fälle sind CLOSE-konfundiert, fünf sogar isoliert; OKE zeigt dieselbe Position mit anderer kreativer Lesung, ohne unabhängiges Merkmal zur Trennung.	EXACT_JOINT_TUPLE_ID_ONLY
AL	dd0ecaf5e27d81befffc	dorthin	Relation	268	f83r	BIOLOGICAL	f83r.14	1	B3	40	86	F091	FIRST	1	2	NONCLOSE	dal	OPAQUE_PAYLOAD	AN?	DORTHIN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	An die bezeichnete Zielstelle führen	durch Stationen führen [lokaler B3-Musterbogenschritt 40/86; keine Kartenbedeutung]	269	de7321bface5628e35d6	LCHE	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 21/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=2;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=LCHE	10 Vorkommen auf 4 Seiten/6 Records; 4× FIRST, 3× MIDDLE, 2× LAST, 1× ONLY, alle NONCLOSE. Fünf Feldanfänge und Anschlüsse an OKY, CTHY und LCHE stützen eine Deixis.	Das Ziel ist in keinem der zehn Tuple-Ereignisse unabhängig identifiziert; besonders das ONLY-Feld kann ebenso eine selbständige Übergabeformel sein.	EXACT_JOINT_TUPLE_ID_ONLY
LCHE	de7321bface5628e35d6	ablassen	Verb	269	f83r	BIOLOGICAL	f83r.14	1	B3	41	86	F091	LAST	2	2	TERMINAL	lchedy	CLOSE(OPAQUE_PAYLOAD)	ABLASSEN?	ABLASSEN?	268	dd0ecaf5e27d81befffc	AL	An die bezeichnete Zielstelle führen	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	durch Stationen führen [lokaler B3-Musterbogenschritt 41/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 21/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=LAST;FIELD_LENGTH=2;TERMINAL=TERMINAL;PREDECESSOR=AL;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 5× ONLY, 3× LAST und 8× TERMINAL; einmal folgt LCHE auf AL, einmal stimmt der technische Ganzdefault ‚unten ablassen‘ überein.	Alle 8/8 Fälle sind CLOSE-konfundiert, fünf sogar isoliert; OKE zeigt dieselbe Position mit anderer kreativer Lesung, ohne unabhängiges Merkmal zur Trennung.	EXACT_JOINT_TUPLE_ID_ONLY
CTHY	e0b630cb1b5df5e7105b	bereit	Zustand	271	f83r	BIOLOGICAL	f83r.14	1	B3	43	86	F092	MIDDLE	2	4	NONCLOSE	shcthy	OPAQUE_PAYLOAD	BEREIT?	BEREIT?	270	b5fcea1eaed06b2f2291	OTHER_EXACT	beginne den nächsten abgemessenen Posten	Sobald die Zubereitung gebrauchsfertig ist	durch Stationen führen [lokaler B3-Musterbogenschritt 43/86; keine Kartenbedeutung]	272	dd0ecaf5e27d81befffc	AL	An die bezeichnete Zielstelle führen	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion	absetzen und klären [Ganzfeldexemplar B3, Feld 22/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=4;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=AL	7 Vorkommen auf 3 Seiten/4 Records; 6× MIDDLE und 1× LAST, alle NONCLOSE; je einmal vor OR und AL sowie einmal nach AL. Der Zustandswert ist lokal anschlussfähig.	Nur ein Vorkommen steht unmittelbar vor OR; das feldletzte offene Vorkommen kann auch bloß eine Abschnittsmarke oder ein anderer Zustand sein.	EXACT_JOINT_TUPLE_ID_ONLY
AL	dd0ecaf5e27d81befffc	dorthin	Relation	272	f83r	BIOLOGICAL	f83r.14	1	B3	44	86	F092	MIDDLE	3	4	NONCLOSE	dal	OPAQUE_PAYLOAD	AN?	DORTHIN?	271	e0b630cb1b5df5e7105b	CTHY	Sobald die Zubereitung gebrauchsfertig ist	An die bezeichnete Zielstelle führen	absetzen und klären [lokaler B3-Musterbogenschritt 44/86; keine Kartenbedeutung]	273	b921a237be883a820352	OTHER_EXACT	Diese aktive Portion	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion	absetzen und klären [Ganzfeldexemplar B3, Feld 22/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=4;TERMINAL=NONCLOSE;PREDECESSOR=CTHY;SUCCESSOR=OTHER_EXACT	10 Vorkommen auf 4 Seiten/6 Records; 4× FIRST, 3× MIDDLE, 2× LAST, 1× ONLY, alle NONCLOSE. Fünf Feldanfänge und Anschlüsse an OKY, CTHY und LCHE stützen eine Deixis.	Das Ziel ist in keinem der zehn Tuple-Ereignisse unabhängig identifiziert; besonders das ONLY-Feld kann ebenso eine selbständige Übergabeformel sein.	EXACT_JOINT_TUPLE_ID_ONLY
AIIN	2f1c5e56e8f0ff459065	Maß	Parameter	274	f83r	BIOLOGICAL	f83r.15	1	B3	46	86	F093	FIRST	1	7	NONCLOSE	saiin	OPAQUE_PAYLOAD	MASS?	MASS?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	Ein vorgeschriebenes Maß	absetzen und klären [lokaler B3-Musterbogenschritt 46/86; keine Kartenbedeutung]	275	abb23e5e6936b4147f76	OTHER_EXACT	für einen Zeitabschnitt	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 23/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=7;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=OTHER_EXACT	20 Vorkommen auf 7 Seiten und in allen 11 Prosarecords; 6× FIRST, 9× MIDDLE, 5× LAST, stets NONCLOSE; zweimal OKY→AIIN. Der breite Anschlussdruck begünstigt einen frei einsetzbaren Parameter.	Keines der 20 Ereignisse trägt selbst eine sichtbare Einheit oder Zahl; alle gleichlautenden Maß-Expansionen sind aus V59 geerbt und daher nicht unabhängig.	EXACT_JOINT_TUPLE_ID_ONLY
AL	dd0ecaf5e27d81befffc	dorthin	Relation	278	f83r	BIOLOGICAL	f83r.15	1	B3	50	86	F093	MIDDLE	5	7	NONCLOSE	tal	OPAQUE_PAYLOAD	AN?	DORTHIN?	277	b921a237be883a820352	OTHER_EXACT	Diese aktive Portion	An die bezeichnete Zielstelle führen	absetzen und klären [lokaler B3-Musterbogenschritt 50/86; keine Kartenbedeutung]	279	e0b630cb1b5df5e7105b	CTHY	Sobald die Zubereitung gebrauchsfertig ist	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 23/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=7;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=CTHY	10 Vorkommen auf 4 Seiten/6 Records; 4× FIRST, 3× MIDDLE, 2× LAST, 1× ONLY, alle NONCLOSE. Fünf Feldanfänge und Anschlüsse an OKY, CTHY und LCHE stützen eine Deixis.	Das Ziel ist in keinem der zehn Tuple-Ereignisse unabhängig identifiziert; besonders das ONLY-Feld kann ebenso eine selbständige Übergabeformel sein.	EXACT_JOINT_TUPLE_ID_ONLY
CTHY	e0b630cb1b5df5e7105b	bereit	Zustand	279	f83r	BIOLOGICAL	f83r.15	1	B3	51	86	F093	MIDDLE	6	7	NONCLOSE	shcthy	OPAQUE_PAYLOAD	BEREIT?	BEREIT?	278	dd0ecaf5e27d81befffc	AL	An die bezeichnete Zielstelle führen	Sobald die Zubereitung gebrauchsfertig ist	absetzen und klären [lokaler B3-Musterbogenschritt 51/86; keine Kartenbedeutung]	280	2bc2ed2630dbdaaa6b59	OTHER_EXACT	behalte den Rückstand und beende den Schritt	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 23/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=7;TERMINAL=NONCLOSE;PREDECESSOR=AL;SUCCESSOR=OTHER_EXACT	7 Vorkommen auf 3 Seiten/4 Records; 6× MIDDLE und 1× LAST, alle NONCLOSE; je einmal vor OR und AL sowie einmal nach AL. Der Zustandswert ist lokal anschlussfähig.	Nur ein Vorkommen steht unmittelbar vor OR; das feldletzte offene Vorkommen kann auch bloß eine Abschnittsmarke oder ein anderer Zustand sein.	EXACT_JOINT_TUPLE_ID_ONLY
LCHE	de7321bface5628e35d6	ablassen	Verb	282	f83r	BIOLOGICAL	f83r.15	1	B3	54	86	F095	ONLY	1	1	TERMINAL	lchedy	CLOSE(OPAQUE_PAYLOAD)	ABLASSEN?	ABLASSEN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	absetzen und klären [lokaler B3-Musterbogenschritt 54/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 25/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=ONLY;FIELD_LENGTH=1;TERMINAL=TERMINAL;PREDECESSOR=BOUNDARY;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 5× ONLY, 3× LAST und 8× TERMINAL; einmal folgt LCHE auf AL, einmal stimmt der technische Ganzdefault ‚unten ablassen‘ überein.	Alle 8/8 Fälle sind CLOSE-konfundiert, fünf sogar isoliert; OKE zeigt dieselbe Position mit anderer kreativer Lesung, ohne unabhängiges Merkmal zur Trennung.	EXACT_JOINT_TUPLE_ID_ONLY
CTHY	e0b630cb1b5df5e7105b	bereit	Zustand	289	f83r	BIOLOGICAL	f83r.16	1	B3	61	86	F098	MIDDLE	5	6	NONCLOSE	checthy	OPAQUE_PAYLOAD	BEREIT?	BEREIT?	288	1645e612504fcef59ced	OTHER_EXACT	gib einen abgemessenen Anteil in das Gefäß	Sobald die Zubereitung gebrauchsfertig ist	absetzen und klären [lokaler B3-Musterbogenschritt 61/86; keine Kartenbedeutung]	290	d788d8d72d41b25a3c71	OTHER_EXACT	bis der Strom klar wird	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird	absetzen und klären [Ganzfeldexemplar B3, Feld 28/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=6;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=OTHER_EXACT	7 Vorkommen auf 3 Seiten/4 Records; 6× MIDDLE und 1× LAST, alle NONCLOSE; je einmal vor OR und AL sowie einmal nach AL. Der Zustandswert ist lokal anschlussfähig.	Nur ein Vorkommen steht unmittelbar vor OR; das feldletzte offene Vorkommen kann auch bloß eine Abschnittsmarke oder ein anderer Zustand sein.	EXACT_JOINT_TUPLE_ID_ONLY
OKEEY	0275fbf14e07935b0a45	lauwarm	Zustand	293	f83r	BIOLOGICAL	f83r.20	1	B3	65	86	F101	FIRST	1	2	NONCLOSE	qokeey	OPAQUE_PAYLOAD	WARM?	LAUWARM?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	absetzen und klären [lokaler B3-Musterbogenschritt 65/86; keine Kartenbedeutung]	294	7db18b2f0fb7ed0fcfd3	OKE	spüle die bezeichnete Stelle einmal und beende den Schritt	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 31/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=2;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=OKE	7 rein biologische Vorkommen auf 3 Seiten/4 Records; 3× FIRST, 4× MIDDLE, alle NONCLOSE; zweimal vor OKY, zweimal vor OKE und einmal nach OTCHEY. Das bildet einen Zustands-Pivot.	Es gibt keinen unabhängigen Heiß/Kalt-Kontrast, und die nichtmedizinischen Lokalschritte tragen keine einheitliche Temperatur; die sieben V59-Expansionen sind vorgeprägt.	EXACT_JOINT_TUPLE_ID_ONLY
OKE	7db18b2f0fb7ed0fcfd3	spülen	Verb	294	f83r	BIOLOGICAL	f83r.20	1	B3	66	86	F101	LAST	2	2	TERMINAL	qokedy	CLOSE(OPAQUE_PAYLOAD)	SPÜLEN?	SPÜLEN?	293	0275fbf14e07935b0a45	OKEEY	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	spüle die bezeichnete Stelle einmal und beende den Schritt	Zyklus wiederholen [lokaler B3-Musterbogenschritt 66/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 31/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=LAST;FIELD_LENGTH=2;TERMINAL=TERMINAL;PREDECESSOR=OKEEY;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 3× ONLY, 5× LAST und 8× TERMINAL; zweimal OKEEY→OKE, einmal nach einer lokalen Erstspülung. Das Prozessmotiv ist kohärent.	Alle 8/8 Fälle sind vollständig mit CLOSE konfundiert; ‚beenden‘ erklärt die Position ohne jede Spülsemantik und ist formal sparsamer.	EXACT_JOINT_TUPLE_ID_ONLY
OKE	7db18b2f0fb7ed0fcfd3	spülen	Verb	297	f83r	BIOLOGICAL	f83r.20	1	B3	69	86	F102	LAST	3	3	TERMINAL	qokedy	CLOSE(OPAQUE_PAYLOAD)	SPÜLEN?	SPÜLEN?	296	9247e38d29c79a0d2fa5	OTHER_EXACT	nach der ersten Spülung	spüle die bezeichnete Stelle einmal und beende den Schritt	Zyklus wiederholen [lokaler B3-Musterbogenschritt 69/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 32/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=LAST;FIELD_LENGTH=3;TERMINAL=TERMINAL;PREDECESSOR=OTHER_EXACT;SUCCESSOR=BOUNDARY	8 rein biologische Vorkommen auf 2 Seiten/3 Records; 3× ONLY, 5× LAST und 8× TERMINAL; zweimal OKEEY→OKE, einmal nach einer lokalen Erstspülung. Das Prozessmotiv ist kohärent.	Alle 8/8 Fälle sind vollständig mit CLOSE konfundiert; ‚beenden‘ erklärt die Position ohne jede Spülsemantik und ist formal sparsamer.	EXACT_JOINT_TUPLE_ID_ONLY
OKY	276a7c2d74d1143446f4	verwenden	Verb	298	f83r	BIOLOGICAL	f83r.20	1	B3	70	86	F103	FIRST	1	2	NONCLOSE	qoky	OPAQUE_PAYLOAD	VERWENDEN?	VERWENDEN?	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	Die aktive Portion verwenden	Zyklus wiederholen [lokaler B3-Musterbogenschritt 70/86; keine Kartenbedeutung]	299	2f1c5e56e8f0ff459065	AIIN	Ein vorgeschriebenes Maß	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 33/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=FIRST;FIELD_LENGTH=2;TERMINAL=NONCLOSE;PREDECESSOR=BOUNDARY;SUCCESSOR=AIIN	10 Vorkommen auf 5 Seiten/6 Records; 6× MIDDLE, 2× LAST, 1× FIRST, 1× ONLY; zweimal OKEEY→OKY, zweimal OKY→AIIN und einmal OKY→AL. Das Tuple sitzt plausibel als ausführbarer Handlungspivot.	Ein isoliertes und drei feldabschließende Vorkommen lassen ebenso eine Fortsetzungs- oder Freigabefunktion zu; die technische Rivalprosa ist nicht einheitlich.	EXACT_JOINT_TUPLE_ID_ONLY
AIIN	2f1c5e56e8f0ff459065	Maß	Parameter	299	f83r	BIOLOGICAL	f83r.20	1	B3	71	86	F103	LAST	2	2	NONCLOSE	saiin	OPAQUE_PAYLOAD	MASS?	MASS?	298	276a7c2d74d1143446f4	OKY	Die aktive Portion verwenden	Ein vorgeschriebenes Maß	Zyklus wiederholen [lokaler B3-Musterbogenschritt 71/86; keine Kartenbedeutung]	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 33/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=LAST;FIELD_LENGTH=2;TERMINAL=NONCLOSE;PREDECESSOR=OKY;SUCCESSOR=BOUNDARY	20 Vorkommen auf 7 Seiten und in allen 11 Prosarecords; 6× FIRST, 9× MIDDLE, 5× LAST, stets NONCLOSE; zweimal OKY→AIIN. Der breite Anschlussdruck begünstigt einen frei einsetzbaren Parameter.	Keines der 20 Ereignisse trägt selbst eine sichtbare Einheit oder Zahl; alle gleichlautenden Maß-Expansionen sind aus V59 geerbt und daher nicht unabhängig.	EXACT_JOINT_TUPLE_ID_ONLY
CTHY	e0b630cb1b5df5e7105b	bereit	Zustand	310	f83r	BIOLOGICAL	f83r.24	1	B3	82	86	F108	MIDDLE	2	6	NONCLOSE	checthy	OPAQUE_PAYLOAD	BEREIT?	BEREIT?	309	2c82523794dcb7d2b343	OTHER_EXACT	bis es klar ist	Sobald die Zubereitung gebrauchsfertig ist	Zyklus wiederholen [lokaler B3-Musterbogenschritt 82/86; keine Kartenbedeutung]	311	80ebbbbf238eee9f0aef	OTHER_EXACT	Gleichmäßig bearbeiten	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 38/38]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=6;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=OTHER_EXACT	7 Vorkommen auf 3 Seiten/4 Records; 6× MIDDLE und 1× LAST, alle NONCLOSE; je einmal vor OR und AL sowie einmal nach AL. Der Zustandswert ist lokal anschlussfähig.	Nur ein Vorkommen steht unmittelbar vor OR; das feldletzte offene Vorkommen kann auch bloß eine Abschnittsmarke oder ein anderer Zustand sein.	EXACT_JOINT_TUPLE_ID_ONLY
OKEEY	0275fbf14e07935b0a45	lauwarm	Zustand	317	f83r	BIOLOGICAL	f83r.25	2	B4	3	47	F110	MIDDLE	2	3	NONCLOSE	qokeey	OPAQUE_PAYLOAD	WARM?	LAUWARM?	316	e2eb77ca9d9e1a8ba29a	OTHER_EXACT	fülle danach das Gefäß	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	bezeichneten Lauf warm reinigen [lokaler B4-Musterbogenschritt 3/47; keine Kartenbedeutung]	318	7db18b2f0fb7ed0fcfd3	OKE	spüle die bezeichnete Stelle einmal und beende den Schritt	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 2/20]	REGISTER=BIOLOGICAL;FIELD_POSITION=MIDDLE;FIELD_LENGTH=3;TERMINAL=NONCLOSE;PREDECESSOR=OTHER_EXACT;SUCCESSOR=OKE	7 rein biologische Vorkommen auf 3 Seiten/4 Records; 3× FIRST, 4× MIDDLE, alle NONCLOSE; zweimal vor OKY, zweimal vor OKE und einmal nach OTCHEY. Das bildet einen Zustands-Pivot.	Es gibt keinen unabhängigen Heiß/Kalt-Kontrast, und die nichtmedizinischen Lokalschritte tragen keine einheitliche Temperatur; die sieben V59-Expansionen sind vorgeprägt.	EXACT_JOINT_TUPLE_ID_ONLY
