component_recipe	intake_tier	register	explicit_action_roots	explicit_argument_roots	context_readiness	required_incoming_action	required_incoming_argument	empty_state_clause_de	sample_incoming_action	sample_incoming_argument	state_supplied_clause_de
SH+AIN	T1_FUTURE_HIGH	BIOLOGICAL	SH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Stationsanteil.	NONE	NONE	Halte den Stationsanteil.
SH+AIN	T1_FUTURE_HIGH	CELESTIAL	SH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Sektoranteil.	NONE	NONE	Halte den Sektoranteil.
SH+AIN	T1_FUTURE_HIGH	PHARMA	SH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Drogenanteil.	NONE	NONE	Halte den Drogenanteil.
SH+AIR	T2_FUTURE_STRONG	SOURCE_SECTION_T	SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Halte fest; entlang der Lesebahn.	NONE	Y	Halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn.
SH+AIR	T2_FUTURE_STRONG	HERBAL	SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Halte; entlang der Verarbeitungsbahn.	NONE	Y	Halte den Pflanzenposten [wie zuvor]; entlang der Verarbeitungsbahn.
SH+AIR	T2_FUTURE_STRONG	BIOLOGICAL	SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Halte; entlang der Stationsbahn.	NONE	Y	Halte den Stationsposten [wie zuvor]; entlang der Stationsbahn.
SH+AIR	T2_FUTURE_STRONG	CELESTIAL	SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Halte; entlang der Ringbahn.	NONE	Y	Halte den Positionsposten [wie zuvor]; entlang der Ringbahn.
SH+AIR	T2_FUTURE_STRONG	PHARMA	SH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Halte; entlang der Transferbahn.	NONE	Y	Halte den Drogenposten [wie zuvor]; entlang der Transferbahn.
SH+E+K+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	SH|K	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Teilwert fest und ordne den Teilwert zu; auf Grad I.	NONE	NONE	Halte den Teilwert fest und ordne den Teilwert zu; auf Grad I.
SH+E+K+AIN	T2_FUTURE_STRONG	HERBAL	SH|K	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Materialanteil und gib den Materialanteil zu; auf Grad I.	NONE	NONE	Halte den Materialanteil und gib den Materialanteil zu; auf Grad I.
SH+E+K+AIN	T2_FUTURE_STRONG	BIOLOGICAL	SH|K	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Stationsanteil und führe den Stationsanteil zu; auf Grad I.	NONE	NONE	Halte den Stationsanteil und führe den Stationsanteil zu; auf Grad I.
SH+E+K+AIN	T2_FUTURE_STRONG	CELESTIAL	SH|K	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Sektoranteil und ordne den Sektoranteil zu; auf Grad I.	NONE	NONE	Halte den Sektoranteil und ordne den Sektoranteil zu; auf Grad I.
SH+E+K+AIN	T2_FUTURE_STRONG	PHARMA	SH|K	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Drogenanteil und gib den Drogenanteil zu; auf Grad I.	NONE	NONE	Halte den Drogenanteil und gib den Drogenanteil zu; auf Grad I.
SH+OK+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	SH|OK	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den laufenden Eintrag fest und trage den laufenden Eintrag ein.	NONE	NONE	Halte den laufenden Eintrag fest und trage den laufenden Eintrag ein.
SH+OK+Y	T2_FUTURE_STRONG	HERBAL	SH|OK	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an.	NONE	NONE	Halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an.
SH+OK+Y	T2_FUTURE_STRONG	BIOLOGICAL	SH|OK	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Stationsposten und setze den Stationsposten im Stationsgang an.	NONE	NONE	Halte den Stationsposten und setze den Stationsposten im Stationsgang an.
SH+OK+Y	T2_FUTURE_STRONG	CELESTIAL	SH|OK	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Positionsposten und setze den Positionsposten.	NONE	NONE	Halte den Positionsposten und setze den Positionsposten.
SH+OK+Y	T2_FUTURE_STRONG	PHARMA	SH|OK	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Halte den Drogenposten und setze den Drogenposten als Ansatz an.	NONE	NONE	Halte den Drogenposten und setze den Drogenposten als Ansatz an.
T+CHD+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	T|CHD	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Lege die Eintragseinheit fest und bearbeite die Eintragseinheit.	NONE	NONE	Lege die Eintragseinheit fest und bearbeite die Eintragseinheit.
T+CHD+OR	T2_FUTURE_STRONG	HERBAL	T|CHD	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Stelle die Arbeitseinheit ein und bearbeite die Arbeitseinheit.	NONE	NONE	Stelle die Arbeitseinheit ein und bearbeite die Arbeitseinheit.
T+CHD+OR	T2_FUTURE_STRONG	BIOLOGICAL	T|CHD	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Stelle die Stationseinheit ein und bearbeite die Stationseinheit.	NONE	NONE	Stelle die Stationseinheit ein und bearbeite die Stationseinheit.
T+CHD+OR	T2_FUTURE_STRONG	CELESTIAL	T|CHD	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Stelle die Positionseinheit ein und bearbeite die Positionseinheit.	NONE	NONE	Stelle die Positionseinheit ein und bearbeite die Positionseinheit.
T+CHD+OR	T2_FUTURE_STRONG	PHARMA	T|CHD	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Stelle die Ansatzeinheit ein und bearbeite die Ansatzeinheit.	NONE	NONE	Stelle die Ansatzeinheit ein und bearbeite die Ansatzeinheit.
T+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	T	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Lege die Eintragseinheit fest.	NONE	NONE	Lege die Eintragseinheit fest.
T+OR	T2_FUTURE_STRONG	HERBAL	T	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Stelle die Arbeitseinheit ein.	NONE	NONE	Stelle die Arbeitseinheit ein.
T+OR	T2_FUTURE_STRONG	BIOLOGICAL	T	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Stelle die Stationseinheit ein.	NONE	NONE	Stelle die Stationseinheit ein.
T+OR	T2_FUTURE_STRONG	CELESTIAL	T	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Stelle die Positionseinheit ein.	NONE	NONE	Stelle die Positionseinheit ein.
T+OR	T2_FUTURE_STRONG	PHARMA	T	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Stelle die Ansatzeinheit ein.	NONE	NONE	Stelle die Ansatzeinheit ein.
Y+AIIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	Y|AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den laufenden Eintrag und den Kennwert.	OK	NONE	Im laufenden Gang trage den laufenden Eintrag und den Kennwert ein.
Y+AIIN	T2_FUTURE_STRONG	HERBAL	NONE	Y|AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Pflanzenposten und den Arbeitswert.	OK	NONE	Im laufenden Gang setze den Pflanzenposten und den Arbeitswert im Arbeitsgang an.
Y+AIIN	T2_FUTURE_STRONG	BIOLOGICAL	NONE	Y|AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Stationsposten und den Stationswert.	OK	NONE	Im laufenden Gang setze den Stationsposten und den Stationswert im Stationsgang an.
Y+AIIN	T2_FUTURE_STRONG	CELESTIAL	NONE	Y|AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Positionsposten und den Positionswert.	OK	NONE	Im laufenden Gang setze den Positionsposten und den Positionswert.
Y+AIIN	T2_FUTURE_STRONG	PHARMA	NONE	Y|AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Drogenposten und den Mengenwert.	OK	NONE	Im laufenden Gang setze den Drogenposten und den Mengenwert als Ansatz an.
Y+AIR	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den laufenden Eintrag; entlang der Lesebahn.	OK	NONE	Im laufenden Gang trage den laufenden Eintrag ein; entlang der Lesebahn.
Y+AIR	T2_FUTURE_STRONG	HERBAL	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Pflanzenposten; entlang der Verarbeitungsbahn.	OK	NONE	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; entlang der Verarbeitungsbahn.
Y+AIR	T2_FUTURE_STRONG	BIOLOGICAL	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Stationsposten; entlang der Stationsbahn.	OK	NONE	Im laufenden Gang setze den Stationsposten im Stationsgang an; entlang der Stationsbahn.
Y+AIR	T2_FUTURE_STRONG	CELESTIAL	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Positionsposten; entlang der Ringbahn.	OK	NONE	Im laufenden Gang setze den Positionsposten; entlang der Ringbahn.
Y+AIR	T2_FUTURE_STRONG	PHARMA	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Drogenposten; entlang der Transferbahn.	OK	NONE	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn.
Y+K+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Ordne den laufenden Eintrag zu; über die Eintragsverbindung.	NONE	NONE	Ordne den laufenden Eintrag zu; über die Eintragsverbindung.
Y+K+L	T2_FUTURE_STRONG	HERBAL	K	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Gib den Pflanzenposten zu; über die Verbindung im Pflanzenartikel.	NONE	NONE	Gib den Pflanzenposten zu; über die Verbindung im Pflanzenartikel.
Y+K+L	T2_FUTURE_STRONG	BIOLOGICAL	K	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Führe den Stationsposten zu; über die sichtbare Verbindung.	NONE	NONE	Führe den Stationsposten zu; über die sichtbare Verbindung.
Y+K+L	T2_FUTURE_STRONG	CELESTIAL	K	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Ordne den Positionsposten zu; über die Ringverbindung.	NONE	NONE	Ordne den Positionsposten zu; über die Ringverbindung.
Y+K+L	T2_FUTURE_STRONG	PHARMA	K	Y	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Gib den Drogenposten zu; über die Gefäßverbindung.	NONE	NONE	Gib den Drogenposten zu; über die Gefäßverbindung.
Y+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	Y|OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den laufenden Eintrag und die Eintragseinheit.	OK	NONE	Im laufenden Gang trage den laufenden Eintrag und die Eintragseinheit ein.
Y+OR	T2_FUTURE_STRONG	HERBAL	NONE	Y|OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Pflanzenposten und die Arbeitseinheit.	OK	NONE	Im laufenden Gang setze den Pflanzenposten und die Arbeitseinheit im Arbeitsgang an.
Y+OR	T2_FUTURE_STRONG	BIOLOGICAL	NONE	Y|OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Stationsposten und die Stationseinheit.	OK	NONE	Im laufenden Gang setze den Stationsposten und die Stationseinheit im Stationsgang an.
Y+OR	T2_FUTURE_STRONG	CELESTIAL	NONE	Y|OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Positionsposten und die Positionseinheit.	OK	NONE	Im laufenden Gang setze den Positionsposten und die Positionseinheit.
Y+OR	T2_FUTURE_STRONG	PHARMA	NONE	Y|OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Drogenposten und die Ansatzeinheit.	OK	NONE	Im laufenden Gang setze den Drogenposten und die Ansatzeinheit als Ansatz an.
