statement_id	record_unit_id	page	loci	owner_slot	event_count	surface_sequence	family_sequence_de	register_expansion_sequence_de	two_layer_statement_de	contains_revised_family	terminal_status
B3-S032	B3	f83r	f83r.22	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	5	chedain · chedy · qotedaiin · otaiin · otedy	PORTION + UEBERFUEHREN; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; FOLGEPOSTEN + SOLLWERT + GRAD; FOLGEPOSTEN + SOLLWERT; FOLGEPOSTEN + GRAD + FESTSETZEN	Anteilstransfer; überführen; Kurzsoll; Folgemaß; Kurzfolge; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: PORTION + UEBERFUEHREN => Anteilstransfer | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | FOLGEPOSTEN + SOLLWERT + GRAD => Kurzsoll | FOLGEPOSTEN + SOLLWERT => Folgemaß | FOLGEPOSTEN + GRAD + FESTSETZEN => Kurzfolge; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S033	B3	f83r	f83r.22	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	ldy	AB + FESTSETZEN	abziehen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + FESTSETZEN => abziehen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B3-S034	B3	f83r	f83r.24	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	6	soiiin · checthy · chety · otaiin · olsaly · shedy	STUFE; DIES_AKTUELLER_POSTEN + BEREIT; TEIL; FOLGEPOSTEN + SOLLWERT; ZU_ZIEL + DIES_AKTUELLER_POSTEN; GRAD + FESTSETZEN + ABSETZEN	Arbeitsstufe; bereit; Teil; Folgemaß; Zwischenziel; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: STUFE => Arbeitsstufe | DIES_AKTUELLER_POSTEN + BEREIT => bereit | TEIL => Teil | FOLGEPOSTEN + SOLLWERT => Folgemaß | ZU_ZIEL + DIES_AKTUELLER_POSTEN => Zwischenziel | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B4-S001	B4	f83r	f83r.25	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B4-S002	B4	f83r	f83r.25	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	qolchey · qokeey · qokedy	WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Weiterposten; länger einwirken lassen; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN => Weiterposten | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B4-S003	B4	f83r	f83r.25|f83r.26	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	7	chedy · otal · otchey · qokeey · qoky · tol · shedy	DIES_AKTUELLER_POSTEN + UEBERFUEHREN; FOLGEPOSTEN + ZU_ZIEL; FOLGEPOSTEN + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + DIES_AKTUELLER_POSTEN; WEITER_GLEICHER_LAUF; GRAD + FESTSETZEN + ABSETZEN	überführen; danach dorthin; das nächste; länger einwirken lassen; einsetzen; weiter; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | FOLGEPOSTEN + ZU_ZIEL => danach dorthin | FOLGEPOSTEN + DIES_AKTUELLER_POSTEN => das nächste | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | WEITER_GLEICHER_LAUF => weiter | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B4-S004	B4	f83r	f83r.26	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokylddy	befestigen; Schluss	befestigen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: befestigen; Schluss => befestigen; Schluss	NO	CLOSED
B4-S005	B4	f83r	f83r.27	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	dain · chedy · qokeedy	Einlage; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + GRAD + FESTSETZEN	Einlage; überführen; lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: Einlage => Einlage | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B4-S006	B4	f83r	f83r.27	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	shckhedy	SEIHEN	durchlassen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: SEIHEN => durchlassen; Schluss	NO	CLOSED
B4-S007	B4	f83r	f83r.27	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	shckhedy	SEIHEN	durchlassen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: SEIHEN => durchlassen; Schluss	NO	CLOSED
B4-S008	B4	f83r	f83r.28	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	saiin · cheeky · sheey · qokedy	SOLLWERT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Sollmaß; länger bearbeiten; Langhalt; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: SOLLWERT => Sollmaß | GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => länger bearbeiten | GRAD + DIES_AKTUELLER_POSTEN => Langhalt | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B4-S009	B4	f83r	f83r.28	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	shedy	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B4-S010	B4	f83r	f83r.28	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	oldy	WEITER_GLEICHER_LAUF + FESTSETZEN	fertig; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: WEITER_GLEICHER_LAUF + FESTSETZEN => fertig; Arbeitsschritt festsetzen	YES	CLOSED
B4-S011	B4	f83r	f83r.35|f83r.37	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	7	saiin · cheky · okeeol · okain · chdy · sol · lkedy	SOLLWERT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; EINSETZEN + WEITER_GLEICHER_LAUF + GRAD; EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; WEITER_GLEICHER_LAUF; weiter abziehen; Schluss	Sollmaß; kurz wärmen; Langfortsetzung; Anteil zugeben; überführen; weiter; weiter abziehen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: SOLLWERT => Sollmaß | GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => kurz wärmen | EINSETZEN + WEITER_GLEICHER_LAUF + GRAD => Langfortsetzung | EINSETZEN + PORTION => Anteil zugeben | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | WEITER_GLEICHER_LAUF => weiter | weiter abziehen; Schluss => weiter abziehen; Schluss	YES	CLOSED
B4-S012	B4	f83r	f83r.37	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	lchedy	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + UEBERFUEHREN => abführen; Schluss	YES	CLOSED
B4-S013	B4	f83r	f83r.37	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	qokol · shedy	EINSETZEN + WEITER_GLEICHER_LAUF; GRAD + FESTSETZEN + ABSETZEN	Weiter einsetzen; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + WEITER_GLEICHER_LAUF => Weiter einsetzen | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B4-S014	B4	f83r	f83r.38	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	or · chey · qockhey · dairydy	BEDINGUNGSANSATZ; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS; DIES_AKTUELLER_POSTEN + FESTSETZEN + LAUF_BAHN	Ansatz; dies; Kurzdurchgang; Laufschluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: BEDINGUNGSANSATZ => Ansatz | DIES_AKTUELLER_POSTEN => dies | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS => Kurzdurchgang | DIES_AKTUELLER_POSTEN + FESTSETZEN + LAUF_BAHN => Laufschluss; Arbeitsschritt festsetzen	YES	CLOSED
B4-S015	B4	f83r	f83r.39|f83r.41	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	6	qokain · shey · kain · chckhal · solkey · lchedy	EINSETZEN + PORTION; Klarlauf; PORTION; ZU_ZIEL + DURCHLASS; GRAD + DIES_AKTUELLER_POSTEN + SAMMELN; AB + UEBERFUEHREN	Anteil zugeben; Klarlauf; Portion; Zielpassage; Kurzsammlung; abführen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + PORTION => Anteil zugeben | Klarlauf => Klarlauf | PORTION => Portion | ZU_ZIEL + DURCHLASS => Zielpassage | GRAD + DIES_AKTUELLER_POSTEN + SAMMELN => Kurzsammlung | AB + UEBERFUEHREN => abführen; Schluss	YES	CLOSED
B4-S016	B4	f83r	f83r.41|f83r.44	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	qolkain · dal · skar · shedy	WEITER_GLEICHER_LAUF + PORTION; ZU_ZIEL; VON_QUELLE; GRAD + FESTSETZEN + ABSETZEN	weiterer Anteil; dorthin; Quellausguss; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: WEITER_GLEICHER_LAUF + PORTION => weiterer Anteil | ZU_ZIEL => dorthin | VON_QUELLE => Quellausguss | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B5-S001	B5	f83r	f83r.47	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	otchdy	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Nachtransfer; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN => Nachtransfer; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B5-S002	B5	f83r	f83r.47	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokchdy	EINSETZEN + FESTSETZEN + UEBERFUEHREN	neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + FESTSETZEN + UEBERFUEHREN => neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	YES	CLOSED
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	9	shedal · dal · cheol · lol · chdal · aiin · sol · daiiin · chedy	ZU_ZIEL + ABSETZEN; ZU_ZIEL; WEITER_GLEICHER_LAUF; WEITER_GLEICHER_LAUF + AB; ZU_ZIEL + UEBERFUEHREN; SOLLWERT; WEITER_GLEICHER_LAUF; STUFE; DIES_AKTUELLER_POSTEN + UEBERFUEHREN	am Ziel absetzen; dorthin; weiter; Weiterabzug; Zieltransfer; Sollmaß; weiter; Endstufe; überführen	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: ZU_ZIEL + ABSETZEN => am Ziel absetzen | ZU_ZIEL => dorthin | WEITER_GLEICHER_LAUF => weiter | WEITER_GLEICHER_LAUF + AB => Weiterabzug | ZU_ZIEL + UEBERFUEHREN => Zieltransfer | SOLLWERT => Sollmaß | WEITER_GLEICHER_LAUF => weiter | STUFE => Endstufe | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen	YES	OPEN
B6-S001	B6	f83r	f83r.52|f83r.54	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	9	solkeey · qekey · raly · ol · daiin · ol · dain · chey · ldalor	GRAD + DIES_AKTUELLER_POSTEN + SAMMELN; kurz bearbeiten; ZU_ZIEL + DIES_AKTUELLER_POSTEN; WEITER_GLEICHER_LAUF; SOLLWERT; WEITER_GLEICHER_LAUF; Einlage; DIES_AKTUELLER_POSTEN; ZU_ZIEL + AB	Langsammlung; kurz bearbeiten; Endposten; weiter; Sollmaß; weiter; Einlage; dies; Endziel	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: GRAD + DIES_AKTUELLER_POSTEN + SAMMELN => Langsammlung | kurz bearbeiten => kurz bearbeiten | ZU_ZIEL + DIES_AKTUELLER_POSTEN => Endposten | WEITER_GLEICHER_LAUF => weiter | SOLLWERT => Sollmaß | WEITER_GLEICHER_LAUF => weiter | Einlage => Einlage | DIES_AKTUELLER_POSTEN => dies | ZU_ZIEL + AB => Endziel	YES	OPEN
