statement_id	page	record	owner_noun_de	clean_instruction_de	cue_words_in_order	recoded_family_sequence	recoded_family_set	predicted_template	observed_template_after_reveal	template_match	observed_component_sequence_after_reveal	observed_component_set_after_reveal	component_set_recall	component_set_precision	exact_component_set	missing_components	extra_components	generation_input_contract
B4-S006	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	Kurz | Durchlass | halten | schliessen	E+CKH+SH+DY	CKH+DY+E+SH	T3	T2	NO	SH+CKH+E+DY	CKH+DY+E+SH	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S007	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	Kurz | Durchlass | halten | schliessen	E+CKH+SH+DY	CKH+DY+E+SH	T3	T2	NO	SH+CKH+E+DY	CKH+DY+E+SH	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S008	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Sollmass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	Sollmass | Posten | laenger | erwaermen | laenger | halten | kurz | ansetzen | schliessen	AIIN+Y+EE+CHK+EE+SH+E+OK+DY	AIIN+CHK+DY+E+EE+OK+SH+Y	T3	T3	YES	AIIN+CHK+EE+Y+SH+EE+Y+OK+E+DY	AIIN+CHK+DY+E+EE+OK+SH+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S009	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Absetzen lassen; den Schritt schliessen.	Absetzen | schliessen	SHED+DY	DY+SHED	T1	T1	YES	SHED+DY	DY+SHED	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S010	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; den Schritt schliessen.	Weiterarbeiten | schliessen	OL+DY	DY+OL	T4	T4	YES	OL+DY	DY+OL	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S011	f83r	B4	die linke offene Randstation	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	Sollmass | Posten | kurz | erwaermen | laenger | weiter | ansetzen | Portion | ansetzen | Posten | umsetzen | weiterarbeiten | kurz | leiten | zugeben | schliessen	AIIN+Y+E+CHK+EE+OL+OK+AIN+OK+Y+CHD+OL+E+L+K+DY	AIIN+AIN+CHD+CHK+DY+E+EE+K+L+OK+OL+Y	T3	T3	YES	AIIN+CHK+E+Y+OK+EE+OL+OK+AIN+CHD+Y+OL+L+K+E+DY	AIIN+AIN+CHD+CHK+DY+E+EE+K+L+OK+OL+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S012	f83r	B4	die linke offene Randstation	An der linken offenen Randstation: Leiten und umsetzen; den Schritt schliessen.	Leiten | umsetzen | schliessen	L+CHD+DY	CHD+DY+L	T1	T1	YES	L+CHD+DY	CHD+DY+L	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S013	f83r	B4	die linke offene Randstation	An der linken offenen Randstation: Weiter ansetzen; dann absetzen lassen; den Schritt schliessen.	Weiter | ansetzen | absetzen | schliessen	OL+OK+SHED+DY	DY+OK+OL+SHED	T1	T1	YES	OK+OL+SHED+DY	DY+OK+OL+SHED	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S014	f83r	B4	die linke offene Randstation	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.	Ansatz | Posten | kurz | Arbeitsgang | Durchlass | halten | Fluessigkeit | Posten | schliessen	OR+Y+E+O+CKH+SH+AIR+Y+DY	AIR+CKH+DY+E+O+OR+SH+Y	T3	T4	NO	OR+Y+O+CKH+E+Y+AIR+Y+DY	AIR+CKH+DY+E+O+OR+Y	1.000000	0.875000	NO	NONE	SH	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S015	f83r	B4	die linke offene Randstation und die rechte S-Lauf-Mehrfachstation	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz an der Sammelstelle halten, leiten, umsetzen und schliessen.	Portion | ansetzen | Posten | laenger | halten | Portion | zugeben | Durchlass | Zielstelle | entnehmen | kurz | Sammelstelle | halten | leiten | umsetzen | schliessen	AIN+OK+Y+EE+SH+AIN+K+CKH+AL+CH+E+SOLK+SH+L+CHD+DY	AIN+AL+CH+CHD+CKH+DY+E+EE+K+L+OK+SH+SOLK+Y	T3	T2	NO	OK+AIN+SH+EE+Y+K+AIN+CH+CKH+AL+SOLK+E+Y+L+CHD+DY	AIN+AL+CH+CHD+CKH+DY+E+EE+K+L+OK+SH+SOLK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B4-S016	f83r	B4	die rechte S-Lauf-Mehrfachstation	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, absetzen lassen und schliessen.	Portion | weiter | zugeben | Zielstelle | Quelle | absetzen | schliessen	AIN+OL+K+AL+AR+SHED+DY	AIN+AL+AR+DY+K+OL+SHED	T3	T2	NO	OL+K+AIN+AL+K+AR+SHED+DY	AIN+AL+AR+DY+K+OL+SHED	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B5-S001	f83r	B5	die linke offene Nebenstation	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	Danach | umsetzen | schliessen	OT+CHD+DY	CHD+DY+OT	T1	T1	YES	OT+CHD+DY	CHD+DY+OT	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B5-S002	f83r	B5	die linke offene Nebenstation	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	Ansetzen | umsetzen | schliessen	OK+CHD+DY	CHD+DY+OK	T1	T1	YES	OK+CHD+DY	CHD+DY+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B5-S003	f83r	B5	die linke offene Nebenstation	An der linken offenen Nebenstation: An der Zielstelle absetzen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, fuer den zweiten Durchgang bis zur Arbeitsstufe fuehren und den Posten umsetzen.	Zielstelle | absetzen | weiterarbeiten | leiten | weiterarbeiten | Zielstelle | umsetzen | Sollmass | weiterarbeiten | zweiten Durchgang | Arbeitsstufe | Posten | umsetzen	AL+SHED+OL+L+OL+AL+CHD+AIIN+OL+DA+IIN+Y+CHD	AIIN+AL+CHD+DA+IIN+L+OL+SHED+Y	T6	T5	NO	SHED+AL+AL+OL+L+OL+CHD+AL+AIIN+OL+DA+IIN+CHD+Y	AIIN+AL+CHD+DA+IIN+L+OL+SHED+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B6-S001	f83r	B6	die rechte S-Lauf-Nebenstation	An der rechten S-Lauf-Nebenstation: Den Posten laenger an der Sammelstelle halten, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	Posten | laenger | Sammelstelle | halten | kurz | zugeben | Zielstelle | kuehlen | Sollmass | weiterarbeiten | Portion | Ansatz | Zielstelle | leiten	Y+EE+SOLK+SH+E+K+AL+R+AIIN+OL+AIN+OR+AL+L	AIIN+AIN+AL+E+EE+K+L+OL+OR+R+SH+SOLK+Y	T6	T6	YES	SOLK+EE+Y+E+K+E+Y+R+AL+Y+OL+AIIN+OL+AIN+Y+L+AL+OR	AIIN+AIN+AL+E+EE+K+L+OL+OR+R+SOLK+Y	1.000000	0.923077	NO	NONE	SH	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
