edition	paragraph	grammar	model	target	operation	form	patient	patient_form	coingredient	debts	row_status
IT2a	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
IT2a	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.18:3	chol	f24r.18:2	cheol			recorded
IT2a	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.18:5	chol	f24r.18:2	cheol			recorded
IT2a	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.19:3	chol	f24r.19:2	tol			recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.5:4	chey	f24r.5:5	cthy			recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.12:1	qokchy	f24r.12:3	tol	f24r.12:4		recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.12:5	ckhy	f24r.12:4	tod			recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.18:3	chol	f24r.18:2	cheol			recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.18:5	chol	f24r.18:2	cheol			recorded
IT2a	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.19:3	chol	f24r.19:2	tol			recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.5:4	chey	f24r.4:3	cthar		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f24r.4:4;UNREAD_BETWEEN:f24r.4:5;UNREAD_BETWEEN:f24r.4:6;UNREAD_BETWEEN:f24r.5:1	recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.12:1	qokchy	f24r.12:3	tol	f24r.12:4		recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.12:5	ckhy	f24r.12:4	tod			recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.18:3	chol	f24r.18:2	cheol			recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.18:5	chol	f24r.18:2	cheol			recorded
IT2a	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.19:3	chol	f24r.19:2	tol			recorded
IT2a	f99r|f99r.47-f99r.52	B	T	f99r.48:8	f99r.49:4	okeey	f99r.49:3	keeor			recorded
IT2a	f99r|f99r.47-f99r.52	B	T	f99r.48:8	f99r.50:1	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	B	T	f99r.48:8	f99r.50:2	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	B	T	f99r.48:8	f99r.50:3	qokeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	B	T	f99r.48:8	f99r.50:5	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	B	T	f99r.48:8	f99r.51:7	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	B	P	f99r.48:8	f99r.49:4	okeey	f99r.48:2	okeol		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f99r.48:4;UNREAD_BETWEEN:f99r.48:6;UNREAD_BETWEEN:f99r.48:7;UNREAD_BETWEEN:f99r.48:9;UNREAD_BETWEEN:f99r.48:10;UNREAD_BETWEEN:f99r.49:1;UNREAD_BETWEEN:f99r.49:2	recorded
IT2a	f99r|f99r.47-f99r.52	B	P	f99r.48:8	f99r.50:1	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	B	P	f99r.48:8	f99r.50:2	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	B	P	f99r.48:8	f99r.50:3	qokeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	B	P	f99r.48:8	f99r.50:5	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	B	P	f99r.48:8	f99r.51:7	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	T	f99r.48:8	f99r.49:4	okeey	f99r.49:3	keeor			recorded
IT2a	f99r|f99r.47-f99r.52	J	T	f99r.48:8	f99r.50:1	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	T	f99r.48:8	f99r.50:2	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	T	f99r.48:8	f99r.50:3	qokeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	T	f99r.48:8	f99r.50:5	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	T	f99r.48:8	f99r.51:7	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	P	f99r.48:8	f99r.49:4	okeey	f99r.48:2	okeol		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f99r.48:4;UNREAD_BETWEEN:f99r.48:6;UNREAD_BETWEEN:f99r.48:7;UNREAD_BETWEEN:f99r.48:9;UNREAD_BETWEEN:f99r.48:10;UNREAD_BETWEEN:f99r.49:1;UNREAD_BETWEEN:f99r.49:2	recorded
IT2a	f99r|f99r.47-f99r.52	J	P	f99r.48:8	f99r.50:1	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	P	f99r.48:8	f99r.50:2	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	P	f99r.48:8	f99r.50:3	qokeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	P	f99r.48:8	f99r.50:5	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	J	P	f99r.48:8	f99r.51:7	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	T	f99r.48:8	f99r.49:4	okeey	f99r.49:3	keeor			recorded
IT2a	f99r|f99r.47-f99r.52	M	T	f99r.48:8	f99r.50:1	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	T	f99r.48:8	f99r.50:2	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	T	f99r.48:8	f99r.50:3	qokeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	T	f99r.48:8	f99r.50:5	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	T	f99r.48:8	f99r.51:7	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	P	f99r.48:8	f99r.49:4	okeey	f99r.48:2	okeol		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f99r.48:4;UNREAD_BETWEEN:f99r.48:6;UNREAD_BETWEEN:f99r.48:7;UNREAD_BETWEEN:f99r.48:9;UNREAD_BETWEEN:f99r.48:10;UNREAD_BETWEEN:f99r.49:1;UNREAD_BETWEEN:f99r.49:2	recorded
IT2a	f99r|f99r.47-f99r.52	M	P	f99r.48:8	f99r.50:1	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	P	f99r.48:8	f99r.50:2	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	P	f99r.48:8	f99r.50:3	qokeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	P	f99r.48:8	f99r.50:5	qokeeo	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f99r|f99r.47-f99r.52	M	P	f99r.48:8	f99r.51:7	okeey	f99r.49:3	keeor		UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	B	T	f17v.14:2	f17v.16:2	chol	f17v.16:3	okeol			recorded
RF1b	f17v|f17v.1-f17v.23	B	T	f17v.14:2	f17v.17:3	she	f17v.16:4	cthol		UNREAD_BETWEEN:f17v.16:5;UNREAD_BETWEEN:f17v.17:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	B	T	f17v.14:2	f17v.18:4	chol	f17v.18:2	cheeor			recorded
RF1b	f17v|f17v.1-f17v.23	B	T	f17v.14:2	f17v.19:2	chey	f17v.19:4	cthor		UNREAD_BETWEEN:f17v.19:3	recorded
RF1b	f17v|f17v.1-f17v.23	B	T	f17v.14:2	f17v.20:1	ykeey	f17v.19:4	cthor		UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	B	T	f17v.14:2	f17v.20:2	okeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	B	T	f17v.14:2	f17v.20:4	chol	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	B	T	f17v.14:2	f17v.22:3	chey	f17v.22:4	keeor			recorded
RF1b	f17v|f17v.1-f17v.23	B	T	f17v.14:2	f17v.23:1	chkeey	f17v.23:2	okeor			recorded
RF1b	f17v|f17v.1-f17v.23	B	P	f17v.14:2	f17v.16:2	chol	f17v.13:6	sheol		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f17v.14:1;UNREAD_BETWEEN:f17v.14:3;UNREAD_BETWEEN:f17v.14:6;UNREAD_BETWEEN:f17v.15:3;UNREAD_BETWEEN:f17v.16:1	recorded
RF1b	f17v|f17v.1-f17v.23	B	P	f17v.14:2	f17v.17:3	she	f17v.16:4	cthol		UNREAD_BETWEEN:f17v.16:5;UNREAD_BETWEEN:f17v.17:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	B	P	f17v.14:2	f17v.18:4	chol	f17v.18:2	cheeor			recorded
RF1b	f17v|f17v.1-f17v.23	B	P	f17v.14:2	f17v.19:2	chey	f17v.19:4	cthor		UNREAD_BETWEEN:f17v.19:3	recorded
RF1b	f17v|f17v.1-f17v.23	B	P	f17v.14:2	f17v.20:1	ykeey	f17v.19:4	cthor		UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	B	P	f17v.14:2	f17v.20:2	okeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	B	P	f17v.14:2	f17v.20:4	chol	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	B	P	f17v.14:2	f17v.22:3	chey	f17v.22:4	keeor			recorded
RF1b	f17v|f17v.1-f17v.23	B	P	f17v.14:2	f17v.23:1	chkeey	f17v.23:2	okeor			recorded
RF1b	f17v|f17v.1-f17v.23	J	T	f17v.14:2	f17v.16:2	chol	f17v.16:3	okeol			recorded
RF1b	f17v|f17v.1-f17v.23	J	T	f17v.14:2	f17v.17:3	she	f17v.16:4	cthol		UNREAD_BETWEEN:f17v.16:5;UNREAD_BETWEEN:f17v.17:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	J	T	f17v.14:2	f17v.18:4	chol	f17v.18:2	cheeor			recorded
RF1b	f17v|f17v.1-f17v.23	J	T	f17v.14:2	f17v.19:2	chey	f17v.19:4	cthor		UNREAD_BETWEEN:f17v.19:3	recorded
RF1b	f17v|f17v.1-f17v.23	J	T	f17v.14:2	f17v.20:1	ykeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	J	T	f17v.14:2	f17v.20:2	okeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	J	T	f17v.14:2	f17v.20:4	chol	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	J	T	f17v.14:2	f17v.22:3	chey	f17v.22:4	keeor			recorded
RF1b	f17v|f17v.1-f17v.23	J	T	f17v.14:2	f17v.23:1	chkeey	f17v.23:2	okeor			recorded
RF1b	f17v|f17v.1-f17v.23	J	P	f17v.14:2	f17v.16:2	chol	f17v.13:6	sheol		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f17v.14:1;UNREAD_BETWEEN:f17v.14:3;UNREAD_BETWEEN:f17v.14:6;UNREAD_BETWEEN:f17v.15:3;UNREAD_BETWEEN:f17v.16:1	recorded
RF1b	f17v|f17v.1-f17v.23	J	P	f17v.14:2	f17v.17:3	she	f17v.16:4	cthol		UNREAD_BETWEEN:f17v.16:5;UNREAD_BETWEEN:f17v.17:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	J	P	f17v.14:2	f17v.18:4	chol	f17v.18:2	cheeor			recorded
RF1b	f17v|f17v.1-f17v.23	J	P	f17v.14:2	f17v.19:2	chey	f17v.19:4	cthor		UNREAD_BETWEEN:f17v.19:3	recorded
RF1b	f17v|f17v.1-f17v.23	J	P	f17v.14:2	f17v.20:1	ykeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	J	P	f17v.14:2	f17v.20:2	okeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	J	P	f17v.14:2	f17v.20:4	chol	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	J	P	f17v.14:2	f17v.22:3	chey	f17v.22:4	keeor			recorded
RF1b	f17v|f17v.1-f17v.23	J	P	f17v.14:2	f17v.23:1	chkeey	f17v.23:2	okeor			recorded
RF1b	f17v|f17v.1-f17v.23	M	T	f17v.14:2	f17v.16:2	chol	f17v.16:3	okeol			recorded
RF1b	f17v|f17v.1-f17v.23	M	T	f17v.14:2	f17v.17:3	she	f17v.16:4	cthol		UNREAD_BETWEEN:f17v.16:5;UNREAD_BETWEEN:f17v.17:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	M	T	f17v.14:2	f17v.18:4	chol	f17v.18:2	cheeor			recorded
RF1b	f17v|f17v.1-f17v.23	M	T	f17v.14:2	f17v.19:2	chey	f17v.19:4	cthor		UNREAD_BETWEEN:f17v.19:3	recorded
RF1b	f17v|f17v.1-f17v.23	M	T	f17v.14:2	f17v.20:1	ykeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	M	T	f17v.14:2	f17v.20:2	okeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	M	T	f17v.14:2	f17v.20:4	chol	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	M	T	f17v.14:2	f17v.22:3	chey	f17v.22:4	keeor			recorded
RF1b	f17v|f17v.1-f17v.23	M	T	f17v.14:2	f17v.23:1	chkeey	f17v.23:2	okeor			recorded
RF1b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.16:2	chol	f17v.13:6	sheol		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f17v.14:1;UNREAD_BETWEEN:f17v.14:3;UNREAD_BETWEEN:f17v.14:6;UNREAD_BETWEEN:f17v.15:3;UNREAD_BETWEEN:f17v.16:1	recorded
RF1b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.17:3	she	f17v.16:4	cthol		UNREAD_BETWEEN:f17v.16:5;UNREAD_BETWEEN:f17v.17:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.18:4	chol	f17v.18:2	cheeor			recorded
RF1b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.19:2	chey	f17v.19:4	cthor		UNREAD_BETWEEN:f17v.19:3	recorded
RF1b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.20:1	ykeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.20:2	okeey	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.20:4	chol	f17v.20:3	cheor			recorded
RF1b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.22:3	chey	f17v.22:4	keeor			recorded
RF1b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.23:1	chkeey	f17v.23:2	okeor			recorded
RF1b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.5:4	chey	f24r.5:5	cthy			recorded
RF1b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
RF1b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.12:1	qokchy	f24r.11:5	qokain		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
RF1b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
RF1b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		UNREAD_BETWEEN:f24r.12:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
RF1b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.18:2	chol	f24r.17:4	cthom		IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.18:4	chol	f24r.17:4	cthom		IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.19:3	chol	f24r.17:4	cthom		UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.5:4	chey	f24r.4:3	cthar		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f24r.4:4;UNREAD_BETWEEN:f24r.4:5;UNREAD_BETWEEN:f24r.4:6;UNREAD_BETWEEN:f24r.5:1	recorded
RF1b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
RF1b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.12:1	qokchy	f24r.11:5	qokain		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
RF1b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
RF1b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		UNREAD_BETWEEN:f24r.12:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
RF1b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.18:2	chol	f24r.17:4	cthom		IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.18:4	chol	f24r.17:4	cthom		IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.19:3	chol	f24r.17:4	cthom		UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
