rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v42_translation_de	v43_translation_de	status
64	f39r	f39r.5	dchdy	Trockendroge abmessen und fertigstellen	Trockendroge abmessen und fertigstellen	PRODUCTIVE_COMPOUND	D_MEASURE+CH_DRY+DY_FINISHED	abgemessene fertig getrocknete Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dchdy chdy ykaiin	[dchdy:?]; angetrocknet; erhitze hiervon auf Stufe III	Trockendroge abmessen und fertigstellen; angetrocknet; erhitze hiervon auf Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
65	f3r	f3r.20	ycheor	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+E_MIDDLE+OR_PORTION	bis zur Mittelstufe getrocknete Portion dieser Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ycheor chol odaiin chol s aiin okol or am	[ycheor:?]; Trockengut; Zubereitungsdosis III; Trockengut; Samen-/Saatgutposten; drei Teile; heißer Ansatzstoff; Drogenportion; Maßeinheit I	nimm hiervon eine bis zur Mittelstufe getrocknete Portion; Trockengut; Zubereitungsdosis III; Trockengut; Samen-/Saatgutposten; drei Teile; heißer Ansatzstoff; Drogenportion; Maßeinheit I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
66	f3r	f3r.4	chag	ein Gran Trockendroge	ein Gran Trockendroge	LEARNED_WHOLE	LEARNED_CHAG_WHOLE	getrocknete Arzneispecies	LOW_EXPLORATORY	NONE	schey chor chal chag cham cho	Samen/Saatgut, trocken gebunden, Form I; Pflanzenteil; Rohstoff I, trocken am Gradanfang; [chag:?]; ein Maß Trockendroge; Trockenansatz	Samen/Saatgut, trocken gebunden, Form I; Pflanzenteil; Rohstoff I, trocken am Gradanfang; ein Gran Trockendroge; ein Maß Trockendroge; Trockenansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
67	f3r	f3r.5	chololy	seihe den getrockneten Drogenstoff ab	seihe den getrockneten Drogenstoff ab	PRODUCTIVE_COMPOUND	CH_DRY+OL_MATERIAL+OLY_STRAIN_ACTION	zwei Drogenstoffe leicht zusammen trocknen	LOW_EXPLORATORY	NONE	qokol chololy s cham cthol	erhitze Folgendes: [chololy:?]; Samen-/Saatgutposten; ein Maß Trockendroge; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	erhitze Folgendes: seihe den getrockneten Drogenstoff ab; Samen-/Saatgutposten; ein Maß Trockendroge; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
68	f40r	f40r.4	chekody	mitteltrockenen Ansatz erhitzen und fertigstellen	mitteltrockenen Ansatz erhitzen und fertigstellen	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+K_HOT+O_PREP+DY_FINISHED	fertig erhitzter Trockenansatz der Mittelstufe	LOW_EXPLORATORY	NONE	or aiin chekody dar qokol okaiin okar oky okoldy ol	Drogenportion; drei Teile; [chekody:?]; abgemessene Fraktion I; erhitze Folgendes: Ansatz auf Heizstufe III; heiße Drogenfraktion I im Ansatz; leicht erhitzter Ansatz; erhitzten Ansatzstoff fertigstellen; Grundansatz	Drogenportion; drei Teile; mitteltrockenen Ansatz erhitzen und fertigstellen; abgemessene Fraktion I; erhitze Folgendes: Ansatz auf Heizstufe III; heiße Drogenfraktion I im Ansatz; leicht erhitzter Ansatz; erhitzten Ansatzstoff fertigstellen; Grundansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
69	f40v	f40v.11	ay	ein gleicher Teil, abgeschlossen	ein gleicher Teil, abgeschlossen	CONTEXT_SCOPED_SHORT_FORM	A_PART_OR_LINK+Y_START_OR_CLOSE	leichte Grundstufe	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	schedy qokol chedy dalor ay	getrocknete Samen/Saat; erhitze Folgendes: bis zur mittleren Trockenstufe gebracht; eine abgemessene Portion Rohdroge I; [ay:?]	getrocknete Samen/Saat; erhitze Folgendes: bis zur mittleren Trockenstufe gebracht; eine abgemessene Portion Rohdroge I; ein gleicher Teil, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
70	f41r	f41r.5	dalain	zwei Teile Rohdroge I abmessen	zwei Teile Rohdroge I abmessen	PRODUCTIVE_COMPOUND	D_MEASURE+AL_RAW_I+AIN_II	Rohdroge I in Dosis II	LOW_EXPLORATORY	NONE	qotchy sal yteedy kchdy dchedy keedy dchedy dalain	kalt und angetrocknet; Saat-Rohstoff I; kühle hiervon vollständig ab und schließe; heiß und angetrocknet; abgemessene Trockendroge, fertig; bis zur Heizendstufe gebracht; abgemessene Trockendroge, fertig; [dalain:?]	kalt und angetrocknet; Saat-Rohstoff I; kühle hiervon vollständig ab und schließe; heiß und angetrocknet; abgemessene Trockendroge, fertig; bis zur Heizendstufe gebracht; abgemessene Trockendroge, fertig; zwei Teile Rohdroge I abmessen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
71	f42v	f42v.2	chtchy	Droge kalt trocknen und leicht nachtrocknen	Droge kalt trocknen und leicht nachtrocknen	PRODUCTIVE_COMPOUND	CH_DRY+T_COLD+CH_DRY+Y_START_OR_CLOSE	kalt nachgetrocknete Droge	MEDIUM_EXACT_WHOLE	NONE	dshey tchey y kchey chtchy y dan dain otol daiin	eine Dosis bis zur Mittelstufe angefeuchtete Droge; kalt und bis zur mittleren Trockenstufe; hierzu: heiß und bis zur mittleren Trockenstufe; [chtchy:?]; hierzu: Grad-/Maßwert I; zwei Maße; kaltes Zubereitungsgut; Stufe III	eine Dosis bis zur Mittelstufe angefeuchtete Droge; kalt und bis zur mittleren Trockenstufe; hierzu: heiß und bis zur mittleren Trockenstufe; Droge kalt trocknen und leicht nachtrocknen; hierzu: Grad-/Maßwert I; zwei Maße; kaltes Zubereitungsgut; Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
72	f43r	f43r.12	qokody	Ansatz erhitzen und fertigstellen	Ansatz erhitzen und fertigstellen	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+O_PREP+DY_FINISHED	fertiger erhitzter Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dor shol qokol shedy qotedy qokeedy qokody okeedy otedy shedy oty yty dy saiin	miss eine Portion Droge ab; Feuchtgut; erhitze Folgendes: bis zur mittleren Einweichstufe gebracht; bis zur mittleren Kühlstufe gebracht; bis zur Heizendstufe gebracht; [qokody:?]; Ansatz auf Heizendstufe abgeschlossen; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur mittleren Einweichstufe gebracht; kalter Ansatz am Anfang des Grades; kühle hiervon leicht ab; Samen/Saatgut, Typ/Charge III	miss eine Portion Droge ab; Feuchtgut; erhitze Folgendes: bis zur mittleren Einweichstufe gebracht; bis zur mittleren Kühlstufe gebracht; bis zur Heizendstufe gebracht; Ansatz erhitzen und fertigstellen; Ansatz auf Heizendstufe abgeschlossen; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur mittleren Einweichstufe gebracht; kalter Ansatz am Anfang des Grades; kühle hiervon leicht ab; Samen/Saatgut, Typ/Charge III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
73	f43v	f43v.11	qody	stelle die Zubereitung fertig	stelle die Zubereitung fertig	PRODUCTIVE_COMPOUND	QO_COMMAND+DY_FINISHED	nimm die fertiggestellte Zubereitung	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	Eintrag: feucht am Gradende; Drogenportion; zweite Drogenfraktion; kühle hiervon bis zur Endstufe ab; getrockneter Ansatz; Drogenfraktion I; Feuchtzubereitung; [qody:?]; Arzneikompositum: trocken, Gradanfang; angetrocknet; kalter Trockenansatz; feucht, attributiv gebunden	Eintrag: feucht am Gradende; Drogenportion; zweite Drogenfraktion; kühle hiervon bis zur Endstufe ab; getrockneter Ansatz; Drogenfraktion I; Feuchtzubereitung; stelle die Zubereitung fertig; Arzneikompositum: trocken, Gradanfang; angetrocknet; kalter Trockenansatz; feucht, attributiv gebunden	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
74	f45r	f45r.2	om	eine Handvoll Ansatz	eine Handvoll Ansatz	CONTEXT_SCOPED_SHORT_FORM	LEARNED_OM_WHOLE	Ansatz ohne festen Mengenwert	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	shor cthy qoky qokol qokaiin chol chol ykaiin dar om	Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Krautdroge; leicht erhitzt; erhitze Folgendes: heiß, Grad III; Trockengut; Trockengut; erhitze hiervon auf Stufe III; abgemessene Fraktion I; [om:?]	Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Krautdroge; leicht erhitzt; erhitze Folgendes: heiß, Grad III; Trockengut; Trockengut; erhitze hiervon auf Stufe III; abgemessene Fraktion I; eine Handvoll Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
75	f45r	f45r.3	qoaiin	nimm drei Teile	nimm drei Teile	PRODUCTIVE_COMPOUND	QO_COMMAND+AIIN_III	Stufe III ausführen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom	nimm Folgendes: getrocknete Krautdroge; erhitztes Trockengut; Stufe III; [qoaiin:?]; Krautdroge; trocken, Grad III; erhitze hiervon bis zur Endstufe und schließe ab; eine Handvoll Blatt- oder Krautansatz	nimm Folgendes: getrocknete Krautdroge; erhitztes Trockengut; Stufe III; nimm drei Teile; Krautdroge; trocken, Grad III; erhitze hiervon bis zur Endstufe und schließe ab; eine Handvoll Blatt- oder Krautansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
76	f47v	f47v.12	keesy	Saatgut vollständig erhitzen und abschließen	Saatgut vollständig erhitzen und abschließen	PRODUCTIVE_COMPOUND	K_HOT+EE_END+S_SEED+Y_START_OR_CLOSE	vollständig erhitztes Saatgut	LOW_EXPLORATORY	NONE	chy cho keesy chy chy cheky chochy daiin	angetrocknet; Trockenansatz; [keesy:?]; angetrocknet; angetrocknet; bis zur mittleren Trockenstufe, dann leicht erhitzen; Trockenansatz nochmals leicht trocknen; drei Maße	angetrocknet; Trockenansatz; Saatgut vollständig erhitzen und abschließen; angetrocknet; angetrocknet; bis zur mittleren Trockenstufe, dann leicht erhitzen; Trockenansatz nochmals leicht trocknen; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
77	f48v	f48v.5	qocthedy	Krautdroge bis zur Mittelstufe aufbereiten und abschließen	Krautdroge bis zur Mittelstufe aufbereiten und abschließen	PRODUCTIVE_COMPOUND	QO_COMMAND+CTH_HERB+E_MIDDLE+DY_FINISHED	fertige Krautdroge der Mittelstufe	MEDIUM_EXACT_WHOLE	NONE	lkeey qocthedy taiin shed qokar otedy dy dain tolkain otam	Drogenholz, heiß am Gradende; [qocthedy:?]; kalt, Grad III; Einweichen bis zur mittleren Stufe abschließen; heiße Drogenfraktion I; Ansatz auf mittlerer Kühlstufe abgeschlossen; zwei Maße; gekühltes Material, wiedererwärmt auf Stufe II; ein Maß kalten Ansatzes	Drogenholz, heiß am Gradende; Krautdroge bis zur Mittelstufe aufbereiten und abschließen; kalt, Grad III; Einweichen bis zur mittleren Stufe abschließen; heiße Drogenfraktion I; Ansatz auf mittlerer Kühlstufe abgeschlossen; zwei Maße; gekühltes Material, wiedererwärmt auf Stufe II; ein Maß kalten Ansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
78	f49r	f49r.17	chosory	eine Portion Saatgut im Trockenansatz, abgeschlossen	eine Portion Saatgut im Trockenansatz, abgeschlossen	LEARNED_WHOLE	LEARNED_CHOSORY_WHOLE	abgeschlossene Trockenansatz-Charge	LOW_EXPLORATORY	NONE	olol ol chey chey kchy qotchol chosory	Holzdrogen-Grundansatz; Grundansatz; bis zur mittleren Trockenstufe; bis zur mittleren Trockenstufe; heiß und angetrocknet; Material: kalt und trocken; [chosory:?]	Holzdrogen-Grundansatz; Grundansatz; bis zur mittleren Trockenstufe; bis zur mittleren Trockenstufe; heiß und angetrocknet; Material: kalt und trocken; eine Portion Saatgut im Trockenansatz, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
79	f49v	f49v.6	koddy	erhitzten Ansatz abmessen und fertigstellen	erhitzten Ansatz abmessen und fertigstellen	LEARNED_ACTION_WHOLE	LEARNED_KODDY_WHOLE	fertig erhitzte Ansatzdosis	LOW_EXPLORATORY	NONE	chotchy chcthy cthey koddy	Trockenansatz aus kalt getrockneter Droge in Grundform; getrocknete Krautdroge; Krautdroge, Form I; Blatt-/Krautdroge, Form I; [koddy:?]	Trockenansatz aus kalt getrockneter Droge in Grundform; getrocknete Krautdroge; Krautdroge, Form I; Blatt-/Krautdroge, Form I; erhitzten Ansatz abmessen und fertigstellen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
80	f51v	f51v.11	ycheoky	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+E_MIDDLE+O_PREP+K_HOT+Y_START_OR_CLOSE	mitteltrockener, leicht erhitzter Ansatz dieser Droge	MEDIUM_EXACT_WHOLE	NONE	ycheoky sheey ykeey chey	[ycheoky:?]; vollständig eingeweicht; erhitze hiervon bis zur Endstufe und schließe ab; bis zur mittleren Trockenstufe	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht; vollständig eingeweicht; erhitze hiervon bis zur Endstufe und schließe ab; bis zur mittleren Trockenstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
81	f53r	f53r.3	chokan	Trockenansatz auf Heizstufe I bringen	Trockenansatz auf Heizstufe I bringen	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+K_HOT+AN_I	Trockenansatz aus einem erhitzten Teil	MEDIUM_EXACT_WHOLE	NONE	sho as chokan ody	feuchter Ansatz; ein gleicher Teil der Arzneispecies; [chokan:?]; fertiggestellter Ansatz	feuchter Ansatz; ein gleicher Teil der Arzneispecies; Trockenansatz auf Heizstufe I bringen; fertiggestellter Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
82	f54v	f54v.9	qockhey	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	PRODUCTIVE_COMPOUND	QO_COMMAND+O_PREP+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Arzneikompositum-Ansatz auf mittlerer Stufe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ydaiin qockhey qodal ytam okal dy	davon drei Maße; [qockhey:?]; abgemessene Rohstoffmenge I im Ansatz; nimm hiervon ein Maß und kühle es; Rohstoff I, leicht erhitzt im Ansatz.	davon drei Maße; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; abgemessene Rohstoffmenge I im Ansatz; nimm hiervon ein Maß und kühle es; Rohstoff I, leicht erhitzt im Ansatz.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
83	f55r	f55r.6	ke	bis zur mittleren Heizstufe erhitzen	bis zur mittleren Heizstufe erhitzen	CONTEXT_SCOPED_SHORT_FORM	K_HOT+E_MIDDLE	mittelstark erhitzte Droge	LOW_EXPLORATORY	NONE	tcho daiin sho ke y kedy okol chdy	Kalt-Trockenansatz; drei Maße; feuchter Ansatz; [ke:?]; hierzu: bis zur mittleren Heizstufe gebracht; heißer Ansatzstoff; angetrocknet	Kalt-Trockenansatz; drei Maße; feuchter Ansatz; bis zur mittleren Heizstufe erhitzen; hierzu: bis zur mittleren Heizstufe gebracht; heißer Ansatzstoff; angetrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
84	f55v	f55v.4	keeyfar	vollständig erhitzte erste Blütenfraktion	vollständig erhitzte erste Blütenfraktion	LEARNED_WHOLE	LEARNED_KEEYFAR_WHOLE	die erste Blütenfraktion vollständig erhitzen	LOW_EXPLORATORY	NONE	okar chckhdy cheody keeyfar al ochedy qokain ody	heiße Drogenfraktion I im Ansatz; Arzneikompositum: trocken, Gradanfang, abgeschlossen; getrockneter Ansatz; [keeyfar:?]; Rohstoff I; Ansatz aus getrockneter Droge, abgeschlossen; heiß, Grad II; fertiggestellter Ansatz	heiße Drogenfraktion I im Ansatz; Arzneikompositum: trocken, Gradanfang, abgeschlossen; getrockneter Ansatz; vollständig erhitzte erste Blütenfraktion; Rohstoff I; Ansatz aus getrockneter Droge, abgeschlossen; heiß, Grad II; fertiggestellter Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
85	f55v	f55v.6	daiiny	drei Teile abmessen und abschließen	drei Teile abmessen und abschließen	PRODUCTIVE_COMPOUND	D_MEASURE+AIIN_III+Y_START_OR_CLOSE	drei abgemessene Teile	MEDIUM_EXACT_WHOLE	NONE	ykaiin daiin ykair cheky daiiny	erhitze hiervon auf Stufe III; drei Maße; nimm hiervon die zweite erhitzte Drogenfraktion; bis zur mittleren Trockenstufe, dann leicht erhitzen; [daiiny:?]	erhitze hiervon auf Stufe III; drei Maße; nimm hiervon die zweite erhitzte Drogenfraktion; bis zur mittleren Trockenstufe, dann leicht erhitzen; drei Teile abmessen und abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
86	f56r	f56r.11	chokor	eine Portion erhitzten Trockenansatzes	eine Portion erhitzten Trockenansatzes	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+K_HOT+OR_PORTION	eine Portion heiß getrocknete Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	shy kcheey daiin cthol chos chokor	leicht angefeuchtet; heiß und vollständig getrocknet; drei Maße; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; eine Charge Trockenansatz; [chokor:?]	leicht angefeuchtet; heiß und vollständig getrocknet; drei Maße; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; eine Charge Trockenansatz; eine Portion erhitzten Trockenansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
87	f56r	f56r.9	chotchey	Trockenansatz kalt bis zur Mittelstufe nachtrocknen	Trockenansatz kalt bis zur Mittelstufe nachtrocknen	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+T_COLD+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	kalt nachgetrockneter Trockenansatz der Mittelstufe	MEDIUM_EXACT_WHOLE	NONE	tchoky kchol shol chotchey tchol	kühle den Trockenansatz und erwärme ihn anschließend leicht; erhitztes Trockengut; Feuchtgut; [chotchey:?]; kalt-trockenes Drogenmaterial	kühle den Trockenansatz und erwärme ihn anschließend leicht; erhitztes Trockengut; Feuchtgut; Trockenansatz kalt bis zur Mittelstufe nachtrocknen; kalt-trockenes Drogenmaterial	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
88	f56v	f56v.14	chotor	eine Portion abgekühlten Trockenansatzes	eine Portion abgekühlten Trockenansatzes	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+T_COLD+OR_PORTION	eine Portion kalt getrocknete Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	chol cheo kchol chol choky chotor	Trockengut; trocken angesetzte Zubereitung; erhitztes Trockengut; Trockengut; heiß-trockene Zubereitung, Grundform; [chotor:?]	Trockengut; trocken angesetzte Zubereitung; erhitztes Trockengut; Trockengut; heiß-trockene Zubereitung, Grundform; eine Portion abgekühlten Trockenansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
89	f58v	f58v.18	qoaiin	nimm drei Teile	nimm drei Teile	PRODUCTIVE_COMPOUND	QO_COMMAND+AIIN_III	Stufe III ausführen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	kalt, Grad III; Rohstoff I, trocken am Gradanfang; Rohstoff I bis zur mittleren Einweichstufe; bereite einen Arzneikompositum-Ansatz in Grundstufe; abgemessene Fraktion I; drei Teile; Ansatz eines Arzneikompositums in der Gradmitte; bis zur Heizendstufe; [qoaiin:?]; Rohdrogenfraktion I	kalt, Grad III; Rohstoff I, trocken am Gradanfang; Rohstoff I bis zur mittleren Einweichstufe; bereite einen Arzneikompositum-Ansatz in Grundstufe; abgemessene Fraktion I; drei Teile; Ansatz eines Arzneikompositums in der Gradmitte; bis zur Heizendstufe; nimm drei Teile; Rohdrogenfraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
90	f6r	f6r.9	skaiiodar	die erste Fraktion des erhitzten Saatgutansatzes abmessen	die erste Fraktion des erhitzten Saatgutansatzes abmessen	LEARNED_ACTION_WHOLE	LEARNED_SKAIIODAR_WHOLE	Saatgut auf Heizstufe III bringen und Ansatzfraktion I abmessen	LOW_EXPLORATORY	NONE	dar sheol skaiiodar otaiin chory	abgemessene Fraktion I; feuchtes Material; [skaiiodar:?]; kalt im Zubereitungsrahmen, Grad III; Pflanzenteil in Grundform	abgemessene Fraktion I; feuchtes Material; die erste Fraktion des erhitzten Saatgutansatzes abmessen; kalt im Zubereitungsrahmen, Grad III; Pflanzenteil in Grundform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
91	f6v	f6v.13	yodaiin	miss hiervon drei Dosen Ansatz ab	miss hiervon drei Dosen Ansatz ab	PRODUCTIVE_COMPOUND	Y_REFERENCE+O_PREP+D_MEASURE+AIIN_III	drei Ansatzdosen dieser Droge	MEDIUM_EXACT_WHOLE	NONE	yodaiin cthy s chor oees or	[yodaiin:?]; Krautdroge; Samen-/Saatgutposten; Pflanzenteil; Ansatzcharge auf Endstufe; Drogenportion	miss hiervon drei Dosen Ansatz ab; Krautdroge; Samen-/Saatgutposten; Pflanzenteil; Ansatzcharge auf Endstufe; Drogenportion	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
92	f6v	f6v.20	choldar	die erste Fraktion getrockneten Drogenstoffs abmessen	die erste Fraktion getrockneten Drogenstoffs abmessen	PRODUCTIVE_COMPOUND	CH_DRY+OL_MATERIAL+D_MEASURE+AR_FRACTION_I	erste abgemessene Trockenstofffraktion	LOW_EXPLORATORY	NONE	dchor choldar okol daiin	abgemessener Pflanzenteil; [choldar:?]; heißer Ansatzstoff; Stufe III	abgemessener Pflanzenteil; die erste Fraktion getrockneten Drogenstoffs abmessen; heißer Ansatzstoff; Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
93	f75r	f75r.31	qoked	bis zur Mittelstufe erhitzen und abschließen	bis zur Mittelstufe erhitzen und abschließen	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+E_MIDDLE+D_TERM_CLOSE	Erhitzungsstufe Mitte abgeschlossen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dshedy qokey chckhy qokar shedy chey qoked qokedy daldy	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur mittleren Heizstufe; Arzneikompositum: trocken, Gradanfang; heiße Drogenfraktion I; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Trockenstufe; [qoked:?]; bis zur mittleren Heizstufe gebracht; abgemessene Rohstoffmenge I, abgeschlossen	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur mittleren Heizstufe; Arzneikompositum: trocken, Gradanfang; heiße Drogenfraktion I; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Trockenstufe; bis zur Mittelstufe erhitzen und abschließen; bis zur mittleren Heizstufe gebracht; abgemessene Rohstoffmenge I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
94	f75r	f75r.32	polshy	Pulverstoff leicht anfeuchten	Pulverstoff leicht anfeuchten	PRODUCTIVE_COMPOUND	P_POWDER+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchteter Pulverstoff	MEDIUM_EXACT_WHOLE	NONE	polshy dal shedy qokain dar chsdy shedy qotar shedy ldy	[polshy:?]; abgemessene Rohstoffmenge I; bis zur mittleren Einweichstufe gebracht; heiß, Grad II; abgemessene Fraktion I; Saatgut trocknen und fertigstellen; bis zur mittleren Einweichstufe gebracht; kalte Drogenfraktion I; bis zur mittleren Einweichstufe gebracht; Holzdroge, fertig aufbereitet	Pulverstoff leicht anfeuchten; abgemessene Rohstoffmenge I; bis zur mittleren Einweichstufe gebracht; heiß, Grad II; abgemessene Fraktion I; Saatgut trocknen und fertigstellen; bis zur mittleren Einweichstufe gebracht; kalte Drogenfraktion I; bis zur mittleren Einweichstufe gebracht; Holzdroge, fertig aufbereitet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
95	f75r	f75r.39	koldy	erhitzten Drogenstoff fertigstellen	erhitzten Drogenstoff fertigstellen	PRODUCTIVE_COMPOUND	K_HOT+OL_MATERIAL+DY_FINISHED	fertiger erhitzter Drogenstoff	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	yshedy qokeedy qokeedy olkeedy otey koldy	weiche hiervon bis zur mittleren Stufe ein und schließe ab; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; Holzdrogenansatz vollständig erhitzt und abgeschlossen; Ansatz bis zur mittleren Kühlstufe; [koldy:?]	weiche hiervon bis zur mittleren Stufe ein und schließe ab; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; Holzdrogenansatz vollständig erhitzt und abgeschlossen; Ansatz bis zur mittleren Kühlstufe; erhitzten Drogenstoff fertigstellen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
96	f75v	f75v.17	ld	Holzdrogenposten abschließen	Holzdrogenposten abschließen	CONTEXT_SCOPED_SHORT_FORM	L_WOOD+D_TERM_CLOSE	Holzdroge abziehen	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	sal shed ykain qokain sheckhy ld saiin ckhy lshedy	Saat-Rohstoff I; Einweichen bis zur mittleren Stufe abschließen; erhitze hiervon auf Stufe II; heiß, Grad II; feuchtes Arzneikompositum am Gradanfang; [ld:?]; Samen/Saatgut, Typ/Charge III; Arzneikompositum am Gradanfang; eingeweichtes Drogenholz	Saat-Rohstoff I; Einweichen bis zur mittleren Stufe abschließen; erhitze hiervon auf Stufe II; heiß, Grad II; feuchtes Arzneikompositum am Gradanfang; Holzdrogenposten abschließen; Samen/Saatgut, Typ/Charge III; Arzneikompositum am Gradanfang; eingeweichtes Drogenholz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
