visual_event_ordinal	channel	visual_state	locus	physical_folio	source_selector	visual_array_id	atlas_array_id	kluge_a_member	complete_label_surface	canonical_boundary_family	canonical_compact_family	transferred_prefix	strict_residual	provenance	source_id	confidence	visual_detail	block_state_counts	block_is_state_pure	semantic_ceiling
136	ZODIAC_FACING	NON_DIRECTIONAL	f70v2.9	f70	f70v2	f70v2:OUTER	SCARR018|f70v2|S2	18	otody	AQABA	AQABA	AQAB	A	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0348	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:19	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
137	ZODIAC_FACING	NON_DIRECTIONAL	f71v.10	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	14	opalar am dan	APABAC|AB|BAE	APABACABBAE	APAB	AC|AB|BAE	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0510	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
138	ZODIAC_FACING	NON_DIRECTIONAL	f71v.11	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	15	opalor ar	APABAC|AC	APABACAC	APAB	AC|AC	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0513	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
139	ZODIAC_FACING	NON_DIRECTIONAL	f71v.13	f71	f71v	f71v:INNER	SCARR025|f71v|S2	1	ofaom	APARAB	APARAB	APA	RAB	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0516	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
140	ZODIAC_FACING	NON_DIRECTIONAL	f71v.14	f71	f71v	f71v:INNER	SCARR025|f71v|S2	2	otalody	AQABABA	AQABABA	AQAB	ABA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0519	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
141	ZODIAC_FACING	NON_DIRECTIONAL	f71v.15	f71	f71v	f71v:INNER	SCARR025|f71v|S2	3	otalaiin	AQABAG	AQABAG	AQAB	AG	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0522	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
142	ZODIAC_FACING	NON_DIRECTIONAL	f71v.16	f71	f71v	f71v:INNER	SCARR025|f71v|S2	4	otar shar	AQAC|LAC	AQACLAC	AQAC	|LAC	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0525	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
143	ZODIAC_FACING	NON_DIRECTIONAL	f71v.17	f71	f71v	f71v:INNER	SCARR025|f71v|S2	5	sholshdy	LABLBA	LABLBA	NONE	LABLBA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0528	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
144	ZODIAC_FACING	NON_DIRECTIONAL	f71v.2	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	6	char arom	KAC|ACAB	KACACAB	NONE	KAC|ACAB	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0486	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
145	ZODIAC_FACING	NON_DIRECTIONAL	f71v.3	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	7	chfaly	KPABA	KPABA	NONE	KPABA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0489	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
146	ZODIAC_FACING	NON_DIRECTIONAL	f71v.4	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	8	okolar	AQABAC	AQABAC	AQAB	AC	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0492	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
147	ZODIAC_FACING	NON_DIRECTIONAL	f71v.5	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	9	otchody	AQKABA	AQKABA	NONE	AQKABA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0495	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
148	ZODIAC_FACING	NON_DIRECTIONAL	f71v.6	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	10	alcphy	ABTA	ABTA	NONE	ABTA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0498	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
149	ZODIAC_FACING	NON_DIRECTIONAL	f71v.7	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	11	otaiin	AQAG	AQAG	AQA	G	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0501	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
150	ZODIAC_FACING	NON_DIRECTIONAL	f71v.8	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	12	okaraiin	AQACAG	AQACAG	AQAC	AG	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0504	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
151	ZODIAC_FACING	NON_DIRECTIONAL	f71v.9	f71	f71v	f71v:OUTER	SCARR024|f71v|S1	13	otar ar aly	AQAC|AC|ABA	AQACACABA	AQAC	|AC|ABA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0507	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:10	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
152	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.11	f72	f72r1	f72r1:OUTER	SCARR026|f72r1|S1	15	ochol sharam	AKAB|LACAB	AKABLACAB	NONE	AKAB|LACAB	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0559	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
153	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.13	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	1	ofaralar	APACABAC	APACABAC	APAC	ABAC	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0530	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
154	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.14	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	2	otchoshy	AQKALA	AQKALA	NONE	AQKALA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0532	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
155	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.15	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	3	otchdal	AQKBAB	AQKBAB	NONE	AQKBAB	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0534	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
156	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.16	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	4	okeey ary	AQKA|ACA	AQKAACA	NONE	AQKA|ACA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0536	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
157	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.17	f72	f72r1	f72r1:INNER	SCARR027|f72r1|S2	5	otainy	AQAFA	AQAFA	AQA	FA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0538	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:5	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
158	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.2	f72	f72r1	f72r1:OUTER	SCARR026|f72r1|S1	6	oshodady	ALABABA	ALABABA	NONE	ALABABA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0541	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
159	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.3	f72	f72r1	f72r1:OUTER	SCARR026|f72r1|S1	7	chdaiirdainy	KBAGBAFA	KBAGBAFA	NONE	KBAGBAFA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0543	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
160	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.4	f72	f72r1	f72r1:OUTER	SCARR026|f72r1|S1	8	oaiin ar ary	AAG|AC|ACA	AAGACACA	NONE	AAG|AC|ACA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0545	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
161	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.5	f72	f72r1	f72r1:OUTER	SCARR026|f72r1|S1	9	okalam	AQABAB	AQABAB	AQAB	AB	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0547	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
162	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.6	f72	f72r1	f72r1:OUTER	SCARR026|f72r1|S1	10	ytalshdy	AQABLBA	AQABLBA	AQAB	LBA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0549	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
163	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.7	f72	f72r1	f72r1:OUTER	SCARR026|f72r1|S1	11	char alif	KAC|ABEP	KACABEP	NONE	KAC|ABEP	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0551	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
164	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.8	f72	f72r1	f72r1:OUTER	SCARR026|f72r1|S1	12	otaraldy	AQACABBA	AQACABBA	AQAC	ABBA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0553	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
165	ZODIAC_FACING	NON_DIRECTIONAL	f72r1.9	f72	f72r1	f72r1:OUTER	SCARR026|f72r1|S1	13	otaiin otain	AQAG|AQAF	AQAGAQAF	AQA	G|AQAF	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0555	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
166	ZODIAC_FACING	NON_DIRECTIONAL	f72r2.23	f72	f72r2	f72r2:INNER	SCARR030|f72r2|S2	1	otal	AQAB	AQAB	AQAB	EMPTY	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0561	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
167	ZODIAC_FACING	NON_DIRECTIONAL	f72r2.24	f72	f72r2	f72r2:INNER	SCARR030|f72r2|S2	2	ralal	CABAB	CABAB	NONE	CABAB	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0563	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
168	ZODIAC_FACING	NON_DIRECTIONAL	f72r2.25	f72	f72r2	f72r2:INNER	SCARR030|f72r2|S2	3	okam	AQAB	AQAB	AQAB	EMPTY	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0565	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
169	ZODIAC_FACING	NON_DIRECTIONAL	f72r2.26	f72	f72r2	f72r2:INNER	SCARR030|f72r2|S2	4	otalshy	AQABLA	AQABLA	AQAB	LA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0567	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
170	ZODIAC_FACING	NON_DIRECTIONAL	f72r2.27	f72	f72r2	f72r2:INNER	SCARR030|f72r2|S2	5	okaldy	AQABBA	AQABBA	AQAB	BA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0569	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
171	ZODIAC_FACING	NON_DIRECTIONAL	f72r2.28	f72	f72r2	f72r2:INNER	SCARR030|f72r2|S2	6	chosar	KACAC	KACAC	NONE	KACAC	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0571	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
172	ZODIAC_FACING	NON_DIRECTIONAL	f72r2.29	f72	f72r2	f72r2:INNER	SCARR030|f72r2|S2	7	otam	AQAB	AQAB	AQAB	EMPTY	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0573	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
173	ZODIAC_FACING	NON_DIRECTIONAL	f72r2.30	f72	f72r2	f72r2:INNER	SCARR030|f72r2|S2	8	ainaly	AFABA	AFABA	NONE	AFABA	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0576	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
174	ZODIAC_FACING	NON_DIRECTIONAL	f72r2.31	f72	f72r2	f72r2:INNER	SCARR030|f72r2|S2	9	okarcham	AQACKAB	AQACKAB	AQAC	KAB	AI_DIRECT_VISUAL_OBSERVATION	STOLFI_BEST_0579	MEDIUM	Official full-canvas and clock-position crop review shows no unambiguous absolute image-left/image-right head-or-torso profile; frontal, radial, or non-directional presentation is retained without inferring direction from proximity or gesture.	NON_DIRECTIONAL:9	YES	EXISTING_VISUAL_STATE_CANDIDATE_ONLY
