ambiguity_id	attachment_id	ambiguity_class	physical_page	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	chosen_attachment	alternative_attachment	why_open_de	apprentice_rule_choice_de
SAA0128	SA01703	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S198	P1008-E0540	f76r.8	chey	Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt A2[Y=AKTIVER POSTEN]	K=GEBEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0129	SA01713	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S200	P1008-E0548	f76r.9	al	AL	AL	ZIELORT	BESITZER=unbebilderter Textabschnitt A2[AL=ZIELORT]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0130	SA01715	R_HEAD_OR_TAIL	f76r	P1009-S200	P1008-E0551	f76r.9	ain	AIN	AIN	ANTEIL	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	K=GEBEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0131	SA01718	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S201	P1008-E0553	f76r.9	ain	AIN	AIN	ANTEIL	BESITZER=unbebilderter Textabschnitt A2[AIN=ANTEIL]	K=GEBEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0132	SA01735	R_HEAD_OR_TAIL	f76r	P1009-S204	P1008-E0569	f76r.11	raiiin	R+AIIN	AIIN	WERT	R=MARKIEREN[AIIN=WERT]	CHD=UMSETZEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0133	SA01760	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S208	P1008-E0594	f76r.13	sheckhey	SH+E+CH+K+E+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0134	SA01767	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S209	P1008-E0598	f76r.13	y	Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt A3[Y=AKTIVER POSTEN]	K=GEBEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0135	SA01771	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S210	P1008-E0603	f76r.15	chorshedy	CH+OR+SH+E+DY	OR	EINHEIT	CH=NEHMEN[OR=EINHEIT]	SH=HALTEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	OR folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0136	SA01785	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S213	P1008-E0614	f76r.15	qolair	OL+D_ADDR+AIR	AIR	LAUF	BESITZER=unbebilderter Textabschnitt A4[AIR=LAUF]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0137	SA01796	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S213	P1008-E0622	f76r.16	checkhy	CH+E+CH+K+Y	E	GRAD I	CH=NEHMEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0138	SA01801	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S214	P1008-E0625	f76r.16	qotain	OT+AIN	AIN	ANTEIL	BESITZER=unbebilderter Textabschnitt A4[AIN=ANTEIL]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0139	SA01847	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S228	P1008-E0668	f76r.21	ot	OT+Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt A5[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0140	SA01850	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S229	P1008-E0671	f76r.21	dar	D_ADDR+AR	AR	AUSGANG	BESITZER=unbebilderter Textabschnitt A5[AR=AUSGANG]	S=WÄHLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0141	SA01864	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S234	P1008-E0686	f76r.23	olaiin	OL+AIIN	AIIN	WERT	BESITZER=unbebilderter Textabschnitt A6[AIIN=WERT]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0142	SA01877	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S236	P1008-E0698	f76r.24	shecthy	SH+E+CH+T+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0143	SA01898	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S238	P1008-E0714	f76r.25	y	Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt A6[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0144	SA01926	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S240	P1008-E0738	f76r.28	qokalchey	OK+AL+CH+E+Y	AL	ZIELORT	OK=SETZEN[AL=ZIELORT]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	AL folgt als Nachsatz dem Kopf links: OK=SETZEN@ATOM1.
SAA0145	SA01961	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S243	P1008-E0764	f76r.30	sheeky	SH+EE+K+Y	EE	GRAD II	SH=HALTEN[EE=GRAD II]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0146	SA01969	R_HEAD_OR_TAIL	f76r	P1009-S244	P1008-E0772	f76r.32	ain	AIN	AIN	ANTEIL	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0147	SA01979	R_HEAD_OR_TAIL	f76r	P1009-S245	P1008-E0781	f76r.32	rain	R+AIN	AIN	ANTEIL	R=MARKIEREN[AIN=ANTEIL]	CHD=UMSETZEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0148	SA02009	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S252	P1008-E0808	f76r.34	shlches	D_ADDR+Y+L+CH+E+S	E	GRAD I	CH=NEHMEN[E=GRAD I]	S=WÄHLEN@ATOM6	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM4.
SAA0149	SA02048	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S255	P1008-E0842	f76r.38	chey	Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt A9[Y=AKTIVER POSTEN]	K=GEBEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0150	SA02057	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S260	P1008-E0852	f76r.39	oty	OT+Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt B[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0151	SA02080	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S264	P1008-E0872	f76r.41	lcheey	L+EE+Y	L	VERBINDUNG	BESITZER=unbebilderter Textabschnitt B[L=VERBINDUNG]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0152	SA02081	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S264	P1008-E0872	f76r.41	lcheey	L+EE+Y	EE	GRAD II	BESITZER=unbebilderter Textabschnitt B[EE=GRAD II]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0153	SA02082	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S264	P1008-E0872	f76r.41	lcheey	L+EE+Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt B[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0154	SA02094	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S266	P1008-E0883	f76r.42	chey	Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt B[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0155	SA02102	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S268	P1008-E0891	f76r.42	dy	Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt B[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0156	SA02103	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S268	P1008-E0892	f76r.42	shecthy	SH+E+CH+T+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0157	SA02128	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S270	P1008-E0912	f76r.44	otain	OT+AIN	AIN	ANTEIL	BESITZER=unbebilderter Textabschnitt C[AIN=ANTEIL]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0158	SA02131	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S271	P1008-E0916	f76r.45	y	Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt C[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0159	SA02133	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S272	P1008-E0919	f76r.45	or	OR	OR	EINHEIT	BESITZER=unbebilderter Textabschnitt C[OR=EINHEIT]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0160	SA02167	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S278	P1008-E0948	f76r.47	olain	OL+AIIN	AIIN	WERT	BESITZER=unbebilderter Textabschnitt C[AIIN=WERT]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0161	SA02201	R_HEAD_OR_TAIL	f76r	P1009-S282	P1008-E0979	f76r.50	rory	R+OR	OR	EINHEIT	R=MARKIEREN[OR=EINHEIT]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0162	SA02202	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S283	P1008-E0980	f76r.51	qkor	OR	OR	EINHEIT	BESITZER=unbebilderter Textabschnitt D[OR=EINHEIT]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0163	SA02208	R_HEAD_OR_TAIL	f76r	P1009-S285	P1008-E0985	f76r.51	raiin	R+AIIN	AIIN	WERT	R=MARKIEREN[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0164	SA02225	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S291	P1008-E0999	f76r.52	otain	OT+AIN	AIN	ANTEIL	BESITZER=unbebilderter Textabschnitt D[AIN=ANTEIL]	S=WÄHLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0165	SA02243	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S297	P1008-E1021	f76r.54	y	Y	Y	AKTIVER POSTEN	BESITZER=unbebilderter Textabschnitt D[Y=AKTIVER POSTEN]	S=WÄHLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0166	SA02252	OWNER_OR_NEXT_CARD_ACTION	f76r	P1009-S299	P1008-E1029	f76r.55	ldaiin	AIIN	AIIN	WERT	BESITZER=unbebilderter Textabschnitt D[AIIN=WERT]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0167	SA02253	EQUAL_DISTANCE_TWO_HEADS	f76r	P1009-S299	P1008-E1030	f76r.55	checkhey	CH+E+CH+K+Y	E	GRAD I	CH=NEHMEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0168	SA02264	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S301	P1003-E0089	f77r.9	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	AR	AUSGANG	P=EINSETZEN[AR=AUSGANG]	S=WÄHLEN@ATOM7	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	AR folgt als Nachsatz dem Kopf links: P=EINSETZEN@ATOM1.
SAA0169	SA02270	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S301	P1003-E0095	f77r.9	dylches	D_ADDR+Y+L+CH+E+S	E	GRAD I	CH=NEHMEN[E=GRAD I]	S=WÄHLEN@ATOM6	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM4.
SAA0170	SA02272	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S302	P1003-E0097	f77r.9	loly	L+OL+Y	L	VERBINDUNG	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[L=VERBINDUNG]	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0171	SA02273	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S302	P1003-E0097	f77r.9	loly	L+OL+Y	Y	AKTIVER POSTEN	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[Y=AKTIVER POSTEN]	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0172	SA02281	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S303	P1003-E0106	f77r.10	chetey	CH+E+T+E+Y	E	GRAD I	CH=NEHMEN[E=GRAD I]	T=EINSTELLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0173	SA02310	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S315	P1003-E0133	f77r.13	qolal	OL+AL	AL	ZIELORT	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AL=ZIELORT]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0174	SA02325	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S322	P1003-E0148	f77r.15	sheety	SH+EE+T+Y	EE	GRAD II	SH=HALTEN[EE=GRAD II]	T=EINSTELLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0175	SA02330	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S323	P1003-E0152	f77r.15	lol	L+OL	L	VERBINDUNG	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[L=VERBINDUNG]	S=WÄHLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0176	SA02332	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S324	P1003-E0154	f77r.16	qotaiin	OT+AIIN	AIIN	WERT	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AIIN=WERT]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0177	SA02346	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S330	P1003-E0167	f77r.17	sheety	SH+EE+T+Y	EE	GRAD II	SH=HALTEN[EE=GRAD II]	T=EINSTELLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0178	SA02350	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S331	P1003-E0170	f77r.18	daiin	AIIN	AIIN	WERT	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AIIN=WERT]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0179	SA02359	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S331	P1003-E0177	f77r.18	sheckhedy	SH+E+CH+K+E+DY	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0180	SA02365	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S333	P1003-E0182	f77r.19	lchey	L+Y	L	VERBINDUNG	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[L=VERBINDUNG]	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0181	SA02366	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S333	P1003-E0182	f77r.19	lchey	L+Y	Y	AKTIVER POSTEN	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0182	SA02382	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S336	P1003-E0193	f77r.20	qoteey	OT+EE+Y	EE	GRAD II	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[EE=GRAD II]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0183	SA02383	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S336	P1003-E0193	f77r.20	qoteey	OT+EE+Y	Y	AKTIVER POSTEN	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0184	SA02401	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S342	P1003-E0207	f77r.22	al	AL	AL	ZIELORT	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AL=ZIELORT]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0185	SA02409	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S344	P1003-E0216	f77r.23	sheoky	SH+E+OK+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	OK=SETZEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0186	SA02452	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S355	P1003-E0252	f77r.28	qotey	OT+E+Y	E	GRAD I	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[E=GRAD I]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0187	SA02453	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S355	P1003-E0252	f77r.28	qotey	OT+E+Y	Y	AKTIVER POSTEN	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0188	SA02462	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S358	P1003-E0261	f77r.29	qotal	OT+AL	AL	ZIELORT	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AL=ZIELORT]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0189	SA02479	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S360	P1003-E0276	f77r.32	ain	AIN	AIN	ANTEIL	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AIN=ANTEIL]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
