running_event_ordinal	event_id	statement_id	physical_page	register	owner_de	locus	card_ordinal_in_statement	surface	component_recipe	action_heads_de	active_head_before_de	arguments_de	relations_de	grades_de	sequence_de	local_channels_de	binding_trace_de	active_head_after_de	closes_gang	duplicate_rule	scope_status
2134	P1003-E0130	P1009-S314	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.13	1	chedy	CHD+Y	UMSETZEN	NONE	AKTIVER POSTEN	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
2135	P1003-E0131	P1009-S314	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.13	2	lsheedy	L+SH+EE+D_ADDR+Y	HALTEN	UMSETZEN	AKTIVER POSTEN	VERBINDUNG	GRAD II	NONE	HIER	VERBINDUNG→HALTEN | HALTEN=KOPF | GRAD II→HALTEN | HIER→BESITZER | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
2136	P1003-E0132	P1009-S314	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.13	3	qokedy	OK+E+DY	SETZEN	HALTEN	NONE	NONE	GRAD I	NONE	NONE	SETZEN=KOPF | GRAD I→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2137	P1003-E0133	P1009-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.13	1	qolal	OL+AL	NONE	NONE	NONE	ZIELORT	NONE	FORTSETZEN	NONE	FORTSETZEN→UMSETZEN | ZIELORT→UMSETZEN	NONE	NO	NONE	CARRIED_SCOPE
2138	P1003-E0134	P1009-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.13	2	chedy	CHD+Y	UMSETZEN	NONE	AKTIVER POSTEN	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
2139	P1003-E0135	P1009-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	3	sokcheey	S+OK+CH+EE+Y	WÄHLEN+SETZEN+NEHMEN	UMSETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	WÄHLEN=KOPF | SETZEN=KOPF | NEHMEN=KOPF | GRAD II→NEHMEN | AKTIVER POSTEN→NEHMEN	WÄHLEN	NO	NONE	SELF_CONTAINED
2140	P1003-E0136	P1009-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	4	sain	S+AIN	WÄHLEN	WÄHLEN	ANTEIL	NONE	NONE	NONE	NONE	WÄHLEN=KOPF | ANTEIL→WÄHLEN	WÄHLEN	NO	NONE	SELF_CONTAINED
2141	P1003-E0137	P1009-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	5	sheeol	SH+EE+OL	HALTEN	WÄHLEN	NONE	NONE	GRAD II	FORTSETZEN	NONE	HALTEN=KOPF | GRAD II→HALTEN | FORTSETZEN→WÄHLEN	HALTEN	NO	NONE	CARRIED_SCOPE
2142	P1003-E0138	P1009-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	6	qoteedy	OT+EE+DY	NONE	HALTEN	NONE	NONE	GRAD II	DANACH	NONE	DANACH→HALTEN | GRAD II→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2143	P1003-E0139	P1009-S316	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	1	qokaiin	OK+AIIN	SETZEN	NONE	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2144	P1003-E0140	P1009-S316	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	2	shedy	SH+E+DY	HALTEN	SETZEN	NONE	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2145	P1003-E0141	P1009-S317	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2146	P1003-E0142	P1009-S318	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.14	1	qotedy	OT+E+DY	NONE	SETZEN	NONE	NONE	GRAD I	DANACH	NONE	DANACH→SETZEN | GRAD I→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2147	P1003-E0143	P1009-S319	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2148	P1003-E0144	P1009-S320	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	1	shedy	SH+E+DY	HALTEN	NONE	NONE	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2149	P1003-E0145	P1009-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	1	qotol	OT+OL	NONE	NONE	NONE	NONE	NONE	DANACH+FORTSETZEN	NONE	DANACH→HALTEN | FORTSETZEN→HALTEN	NONE	NO	NONE	CARRIED_SCOPE
2150	P1003-E0146	P1009-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	2	shedy	SH+E+DY	HALTEN	NONE	NONE	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2151	P1003-E0147	P1009-S322	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	1	qokaiin	OK+AIIN	SETZEN	NONE	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2152	P1003-E0148	P1009-S322	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	2	sheety	SH+EE+T+Y	HALTEN+EINSTELLEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	HALTEN=KOPF | GRAD II→HALTEN | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	HALTEN	NO	NONE	SELF_CONTAINED
2153	P1003-E0149	P1009-S322	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	3	qokeed	OK+EE+D_ADDR	SETZEN	HALTEN	NONE	NONE	GRAD II	NONE	HIER	SETZEN=KOPF | GRAD II→SETZEN | HIER→BESITZER	SETZEN	NO	NONE	SELF_CONTAINED
2154	P1003-E0150	P1009-S322	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	4	y	Y	NONE	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
2155	P1003-E0151	P1009-S322	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	5	lchedy	L+CHD+DY	UMSETZEN	SETZEN	NONE	VERBINDUNG	NONE	NONE	NONE	VERBINDUNG→UMSETZEN | UMSETZEN=KOPF | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2156	P1003-E0152	P1009-S323	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.15	1	lol	L+OL	NONE	NONE	NONE	VERBINDUNG	NONE	FORTSETZEN	NONE	VERBINDUNG→WÄHLEN | FORTSETZEN→WÄHLEN	NONE	NO	NONE	CARRIED_SCOPE
2157	P1003-E0153	P1009-S323	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	2	sshedy	S+SH+E+DY	WÄHLEN+HALTEN	NONE	NONE	NONE	GRAD I	NONE	NONE	WÄHLEN=KOPF | HALTEN=KOPF | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2158	P1003-E0154	P1009-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	1	qotaiin	OT+AIIN	NONE	NONE	WERT	NONE	NONE	DANACH	NONE	DANACH→UMSETZEN | WERT→UMSETZEN	NONE	NO	NONE	CARRIED_SCOPE
2159	P1003-E0155	P1009-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	2	chedy	CHD+Y	UMSETZEN	NONE	AKTIVER POSTEN	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
2160	P1003-E0156	P1009-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	3	qokaiin	OK+AIIN	SETZEN	UMSETZEN	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2161	P1003-E0157	P1009-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	4	shedy	SH+E+DY	HALTEN	SETZEN	NONE	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2162	P1003-E0158	P1009-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	1	qolcheedy	OL+SH+EE+DY	HALTEN	NONE	NONE	NONE	GRAD II	FORTSETZEN	NONE	FORTSETZEN→HALTEN | HALTEN=KOPF | GRAD II→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2163	P1003-E0159	P1009-S326	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2164	P1003-E0160	P1009-S327	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.16	1	lol	L+OL	NONE	NONE	NONE	VERBINDUNG	NONE	FORTSETZEN	NONE	VERBINDUNG→FORTSETZEN | FORTSETZEN→FORTSETZEN	NONE	NO	NONE	CARRIED_SCOPE
2165	P1003-E0161	P1009-S327	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	2	qoteedy	OT+EE+DY	NONE	NONE	NONE	NONE	GRAD II	DANACH	NONE	DANACH→FORTSETZEN | GRAD II→FORTSETZEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2166	P1003-E0162	P1009-S328	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	1	qoteedy	OT+EE+DY	NONE	FORTSETZEN	NONE	NONE	GRAD II	DANACH	NONE	DANACH→FORTSETZEN | GRAD II→FORTSETZEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2167	P1003-E0163	P1009-S329	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	NONE	GRAD I	NONE	NONE	SETZEN=KOPF | GRAD I→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2168	P1003-E0164	P1009-S330	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	1	sheed	SH+EE+D_ADDR	HALTEN	NONE	NONE	NONE	GRAD II	NONE	HIER	HALTEN=KOPF | GRAD II→HALTEN | HIER→BESITZER	HALTEN	NO	NONE	SELF_CONTAINED
2169	P1003-E0165	P1009-S330	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	2	qeey	CARRIER_Q+EE+Y	NONE	NONE	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	BEGINNMARKER→GANG | GRAD II→WÄHLEN | AKTIVER POSTEN→WÄHLEN	NONE	NO	NONE	CARRIED_SCOPE
2170	P1003-E0166	P1009-S330	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	3	saiin	S+AIIN	WÄHLEN	NONE	WERT	NONE	NONE	NONE	NONE	WÄHLEN=KOPF | WERT→WÄHLEN	WÄHLEN	NO	NONE	SELF_CONTAINED
2171	P1003-E0167	P1009-S330	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	4	sheety	SH+EE+T+Y	HALTEN+EINSTELLEN	WÄHLEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	HALTEN=KOPF | GRAD II→HALTEN | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	HALTEN	NO	NONE	SELF_CONTAINED
2172	P1003-E0168	P1009-S330	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	5	qokeedy	OK+EE+DY	SETZEN	HALTEN	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2173	P1003-E0169	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.17	1	lol	L+OL	NONE	NONE	NONE	VERBINDUNG	NONE	FORTSETZEN	NONE	VERBINDUNG→NEHMEN | FORTSETZEN→NEHMEN	NONE	NO	NONE	CARRIED_SCOPE
2174	P1003-E0170	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	2	daiin	AIIN	NONE	NONE	WERT	NONE	NONE	NONE	NONE	WERT→NEHMEN	NONE	NO	NONE	CARRIED_SCOPE
2175	P1003-E0171	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	3	cheedy	CH+EE+D_ADDR+Y	NEHMEN	NONE	AKTIVER POSTEN	NONE	GRAD II	NONE	HIER	NEHMEN=KOPF | GRAD II→NEHMEN | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
2176	P1003-E0172	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	4	lshey	L+SH+E+Y	HALTEN	NEHMEN	AKTIVER POSTEN	VERBINDUNG	GRAD I	NONE	NONE	VERBINDUNG→HALTEN | HALTEN=KOPF | GRAD I→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
2177	P1003-E0173	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	5	qo	O	NONE	HALTEN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
2178	P1003-E0174	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	6	l	L	NONE	HALTEN	NONE	VERBINDUNG	NONE	NONE	NONE	VERBINDUNG→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
2179	P1003-E0175	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	7	or	OR	NONE	HALTEN	EINHEIT	NONE	NONE	NONE	NONE	EINHEIT→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
2180	P1003-E0176	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	8	chees	SH+EE+S_ADDR	HALTEN	HALTEN	NONE	NONE	GRAD II	NONE	HIER	HALTEN=KOPF | GRAD II→HALTEN | HIER→BESITZER	HALTEN	NO	NONE	SELF_CONTAINED
2181	P1003-E0177	P1009-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	9	sheckhedy	SH+E+CH+K+E+DY	HALTEN+NEHMEN+GEBEN	HALTEN	NONE	NONE	GRAD I+GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | NEHMEN=KOPF | GEBEN=KOPF | GRAD I→GEBEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2182	P1003-E0178	P1009-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	1	qol	OL	NONE	NONE	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→NEHMEN	NONE	NO	NONE	CARRIED_SCOPE
2183	P1003-E0179	P1009-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	2	cheedy	CH+EE+D_ADDR+Y	NEHMEN	NONE	AKTIVER POSTEN	NONE	GRAD II	NONE	HIER	NEHMEN=KOPF | GRAD II→NEHMEN | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
2184	P1003-E0180	P1009-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.18	3	qotaiin	OT+AIIN	NONE	NEHMEN	WERT	NONE	NONE	DANACH	NONE	DANACH→NEHMEN | WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
2185	P1003-E0181	P1009-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	4	qokeedy	OK+EE+DY	SETZEN	NEHMEN	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2186	P1003-E0182	P1009-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	1	lchey	L+Y	NONE	NONE	AKTIVER POSTEN	VERBINDUNG	NONE	NONE	NONE	VERBINDUNG→HALTEN | AKTIVER POSTEN→HALTEN	NONE	NO	NONE	CARRIED_SCOPE
2187	P1003-E0183	P1009-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	2	lsheey	L+SH+EE+Y	HALTEN	NONE	AKTIVER POSTEN	VERBINDUNG	GRAD II	NONE	NONE	VERBINDUNG→HALTEN | HALTEN=KOPF | GRAD II→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
2188	P1003-E0184	P1009-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	3	qokeedy	OK+EE+DY	SETZEN	HALTEN	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2189	P1003-E0185	P1009-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2190	P1003-E0186	P1009-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	1	qokar	OK+AR	SETZEN	NONE	NONE	AUSGANG	NONE	NONE	NONE	SETZEN=KOPF | AUSGANG→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2191	P1003-E0187	P1009-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	2	qokeey	OK+EE+Y	SETZEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2192	P1003-E0188	P1009-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	3	laiin	L+AIIN	NONE	SETZEN	WERT	VERBINDUNG	NONE	NONE	NONE	VERBINDUNG→SETZEN | WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
2193	P1003-E0189	P1009-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.19	4	chey	Y	NONE	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
2194	P1003-E0190	P1009-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	5	qotain	OT+AIN	NONE	SETZEN	ANTEIL	NONE	NONE	DANACH	NONE	DANACH→SETZEN | ANTEIL→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
2195	P1003-E0191	P1009-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	6	sheal	SH+E+AL	HALTEN	SETZEN	NONE	ZIELORT	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | ZIELORT→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
2196	P1003-E0192	P1009-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	7	qokeedy	OK+EE+DY	SETZEN	HALTEN	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2197	P1003-E0193	P1009-S336	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	1	qoteey	OT+EE+Y	NONE	NONE	AKTIVER POSTEN	NONE	GRAD II	DANACH	NONE	DANACH→SETZEN | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	NONE	NO	NONE	CARRIED_SCOPE
2198	P1003-E0194	P1009-S336	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	2	qokain	OK+AIN	SETZEN	NONE	ANTEIL	NONE	NONE	NONE	NONE	SETZEN=KOPF | ANTEIL→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2199	P1003-E0195	P1009-S336	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	3	sheey	SH+EE+Y	HALTEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	HALTEN=KOPF | GRAD II→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
2200	P1003-E0196	P1009-S336	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	4	qotedy	OT+E+DY	NONE	HALTEN	NONE	NONE	GRAD I	DANACH	NONE	DANACH→HALTEN | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
2201	P1003-E0197	P1009-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.20	1	dalchedy	AL+CHD+DY	UMSETZEN	NONE	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→UMSETZEN | UMSETZEN=KOPF | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2202	P1003-E0198	P1009-S338	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	1	chedaiin	CHD+AIIN	UMSETZEN	NONE	WERT	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | WERT→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
2203	P1003-E0199	P1009-S338	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	2	shedy	SH+E+DY	HALTEN	UMSETZEN	NONE	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2204	P1003-E0200	P1009-S339	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2205	P1003-E0201	P1009-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	NONE	GRAD I	NONE	NONE	SETZEN=KOPF | GRAD I→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
2206	P1003-E0202	P1009-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	1	qokeey	OK+EE+Y	SETZEN	NONE	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
2207	P1003-E0203	P1009-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	2	chedy	CHD+Y	UMSETZEN	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
2208	P1003-E0204	P1009-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.21	3	shear	SH+E+AR	HALTEN	UMSETZEN	NONE	AUSGANG	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | AUSGANG→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
